study_id,experiment,experiment_name,year,participant,age_in_years,sex,species,session,trial,period,touched_box,opened_box,item_eaten_or_tasted,food_rejected,latency_to_touch_box,latency_to_open_box,not_touching,not_opening
uher2008coherence,3,food_box_test,2005,limbuko,9.0,m,bonobo,5.0,1.0,2.0,1.0,1.0,1.0,0.0,1.28,1.28,1.28,1.28
uher2008coherence,3,food_box_test,2005,limbuko,9.0,m,bonobo,5.0,2.0,2.0,1.0,1.0,1.0,0.0,1.16,1.16,1.16,1.16
uher2008coherence,3,food_box_test,2005,limbuko,9.0,m,bonobo,5.0,3.0,2.0,1.0,1.0,1.0,0.0,1.48,1.48,1.48,1.48
uher2008coherence,3,food_box_test,2005,limbuko,9.0,m,bonobo,5.0,4.0,2.0,1.0,1.0,1.0,0.0,1.24,1.24,1.24,1.24
uher2008coherence,3,food_box_test,2005,limbuko,9.0,m,bonobo,5.0,5.0,2.0,1.0,1.0,1.0,0.0,2.72,2.72,2.72,2.72
uher2008coherence,3,food_box_test,2005,limbuko,9.0,m,bonobo,5.0,6.0,2.0,1.0,1.0,1.0,0.0,1.36,1.36,1.36,1.36
uher2008coherence,3,food_box_test,2005,limbuko,9.0,m,bonobo,5.0,7.0,2.0,1.0,1.0,1.0,0.0,1.4,1.4,1.4,1.4
uher2008coherence,3,food_box_test,2005,limbuko,9.0,m,bonobo,5.0,8.0,2.0,1.0,1.0,1.0,0.0,1.24,1.24,1.24,1.24
uher2008coherence,3,food_box_test,2005,limbuko,9.0,m,bonobo,5.0,9.0,2.0,1.0,1.0,1.0,0.0,1.56,1.56,1.56,1.56
uher2008coherence,3,food_box_test,2005,limbuko,9.0,m,bonobo,5.0,10.0,2.0,1.0,1.0,1.0,0.0,1.28,1.28,1.28,1.28
uher2008coherence,3,food_box_test,2005,limbuko,9.0,m,bonobo,6.0,0.0,2.0,1.0,1.0,,,1.76,4.44,1.76,4.44
uher2008coherence,3,food_box_test,2005,limbuko,9.0,m,bonobo,6.0,1.0,2.0,1.0,1.0,1.0,0.0,0.92,0.92,0.92,0.92
uher2008coherence,3,food_box_test,2005,limbuko,9.0,m,bonobo,6.0,2.0,2.0,1.0,1.0,1.0,0.0,1.32,1.32,1.32,1.32
uher2008coherence,3,food_box_test,2005,limbuko,9.0,m,bonobo,6.0,3.0,2.0,1.0,1.0,1.0,0.0,1.12,1.12,1.12,1.12
uher2008coherence,3,food_box_test,2005,limbuko,9.0,m,bonobo,6.0,4.0,2.0,1.0,1.0,1.0,0.0,1.08,1.08,1.08,1.08
uher2008coherence,3,food_box_test,2005,limbuko,9.0,m,bonobo,6.0,5.0,2.0,1.0,1.0,1.0,0.0,1.04,1.04,1.04,1.04
uher2008coherence,3,food_box_test,2005,limbuko,9.0,m,bonobo,6.0,6.0,2.0,1.0,1.0,1.0,0.0,1.16,1.16,1.16,1.16
uher2008coherence,3,food_box_test,2005,limbuko,9.0,m,bonobo,6.0,7.0,2.0,1.0,1.0,1.0,0.0,1.44,1.44,1.44,1.44
uher2008coherence,3,food_box_test,2005,limbuko,9.0,m,bonobo,6.0,8.0,2.0,1.0,1.0,1.0,0.0,1.72,1.72,1.72,1.72
uher2008coherence,3,food_box_test,2005,limbuko,9.0,m,bonobo,6.0,9.0,2.0,1.0,1.0,1.0,0.0,1.08,1.08,1.08,1.08
uher2008coherence,3,food_box_test,2005,limbuko,9.0,m,bonobo,6.0,10.0,2.0,1.0,1.0,1.0,0.0,0.76,0.76,0.76,0.76
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,1.0,0.0,1.0,1.0,1.0,,,1.08,27.64,1.08,27.64
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.08,20.48,2.08,20.48
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.48,12.6,2.48,12.6
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,1.0,3.0,1.0,1.0,1.0,1.0,0.0,2.48,13.96,2.48,13.96
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,1.0,4.0,1.0,1.0,1.0,1.0,0.0,2.52,6.88,2.52,6.88
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,1.0,5.0,1.0,1.0,1.0,1.0,0.0,4.2,7.2,4.2,7.2
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,1.0,6.0,1.0,1.0,0.0,0.0,0.0,2.4,,2.4,60.0
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,1.0,7.0,1.0,1.0,1.0,1.0,0.0,2.56,6.08,2.56,6.08
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,1.0,8.0,1.0,1.0,1.0,1.0,0.0,3.84,6.16,3.84,6.16
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,1.0,9.0,1.0,1.0,1.0,1.0,0.0,1.52,2.52,1.52,2.52
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,1.0,10.0,1.0,1.0,1.0,1.0,0.0,2.0,4.32,2.0,4.32
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,2.0,0.0,1.0,1.0,0.0,,,1.48,,1.48,60.0
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.4,9.24,1.4,9.24
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.32,10.4,1.32,10.4
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,2.0,3.0,1.0,1.0,1.0,1.0,0.0,2.24,4.52,2.24,4.52
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,2.0,4.0,1.0,1.0,1.0,0.2,0.8,1.44,5.28,1.44,5.28
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.56,3.28,1.56,3.28
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,2.0,6.0,1.0,1.0,1.0,0.0,1.0,1.56,3.2,1.56,3.2
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,2.0,7.0,1.0,1.0,1.0,1.0,0.0,2.12,4.72,2.12,4.72
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,2.0,8.0,1.0,1.0,1.0,1.0,0.0,1.24,6.04,1.24,6.04
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,2.0,9.0,1.0,1.0,0.0,1.0,0.0,1.24,,1.24,60.0
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,2.0,10.0,1.0,1.0,1.0,1.0,0.0,1.68,8.12,1.68,8.12
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,3.0,0.0,1.0,1.0,0.0,,,2.24,,2.24,60.0
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.8,,0.8,60.0
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.24,3.96,2.24,3.96
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,3.0,3.0,1.0,1.0,1.0,1.0,0.0,1.24,2.28,1.24,2.28
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,3.0,4.0,1.0,1.0,0.0,1.0,0.0,1.24,,1.24,60.0
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,3.0,5.0,1.0,1.0,1.0,1.0,0.0,1.12,2.52,1.12,2.52
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,3.0,6.0,1.0,1.0,1.0,1.0,0.0,1.88,3.32,1.88,3.32
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,3.0,7.0,1.0,1.0,1.0,1.0,0.0,1.2,3.08,1.2,3.08
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,3.0,8.0,1.0,1.0,1.0,1.0,0.0,1.52,3.12,1.52,3.12
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,3.0,9.0,1.0,1.0,1.0,1.0,0.0,1.12,3.16,1.12,3.16
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,3.0,10.0,1.0,1.0,1.0,1.0,0.0,1.08,7.96,1.08,7.96
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,4.0,0.0,2.0,1.0,0.0,,,1.64,,1.64,60.0
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,4.0,1.0,2.0,1.0,1.0,1.0,0.0,0.8,1.56,0.8,1.56
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,4.0,2.0,2.0,1.0,0.0,1.0,0.0,0.84,,0.84,60.0
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,4.0,3.0,2.0,1.0,1.0,1.0,0.0,1.28,8.88,1.28,8.88
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,4.0,4.0,2.0,1.0,1.0,1.0,0.0,1.56,2.24,1.56,2.24
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,4.0,5.0,2.0,1.0,1.0,0.75,0.25,1.16,4.84,1.16,4.84
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,4.0,6.0,2.0,1.0,1.0,1.0,0.0,1.4,2.36,1.4,2.36
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,4.0,7.0,2.0,1.0,1.0,1.0,0.0,1.28,2.32,1.28,2.32
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,4.0,8.0,2.0,1.0,1.0,1.0,0.0,0.72,1.64,0.72,1.64
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,4.0,9.0,2.0,1.0,0.0,1.0,0.0,1.16,0.0,1.16,0.0
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,4.0,10.0,2.0,1.0,1.0,1.0,0.0,1.32,2.56,1.32,2.56
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,5.0,0.0,2.0,1.0,0.0,,,1.12,,1.12,60.0
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,5.0,1.0,2.0,1.0,0.0,1.0,0.0,0.92,,0.92,60.0
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,5.0,2.0,2.0,1.0,0.0,1.0,0.0,1.24,,1.24,60.0
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,5.0,3.0,2.0,1.0,1.0,1.0,0.0,1.12,5.68,1.12,5.68
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,5.0,4.0,2.0,1.0,1.0,1.0,0.0,0.6,0.6,0.6,0.6
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,5.0,5.0,2.0,1.0,1.0,1.0,0.0,1.08,1.08,1.08,1.08
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,5.0,6.0,2.0,1.0,0.0,0.0,1.0,1.08,,1.08,60.0
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,5.0,7.0,2.0,1.0,1.0,1.0,0.0,0.96,0.96,0.96,0.96
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,5.0,8.0,2.0,1.0,0.0,0.0,1.0,2.44,,2.44,60.0
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,5.0,9.0,2.0,1.0,0.0,1.0,0.0,1.16,,1.16,60.0
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,5.0,10.0,2.0,1.0,1.0,1.0,0.0,0.96,0.4,0.96,0.4
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,6.0,0.0,2.0,1.0,1.0,,,1.96,6.48,1.96,6.48
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,6.0,1.0,2.0,1.0,0.0,1.0,0.0,13.76,,13.76,60.0
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,6.0,2.0,2.0,1.0,1.0,1.0,0.0,1.08,2.84,1.08,2.84
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,6.0,3.0,2.0,1.0,0.0,1.0,0.0,0.88,,0.88,60.0
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,6.0,4.0,2.0,1.0,1.0,0.0,1.0,1.08,7.28,1.08,7.28
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,6.0,5.0,2.0,1.0,1.0,1.0,0.0,0.68,1.72,0.68,1.72
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,6.0,6.0,2.0,1.0,0.0,0.0,1.0,0.72,,0.72,60.0
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,6.0,7.0,2.0,1.0,1.0,1.0,0.0,1.0,2.32,1.0,2.32
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,6.0,8.0,2.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,4.0
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,6.0,9.0,2.0,1.0,1.0,1.0,0.0,0.88,3.84,0.88,3.84
uher2008coherence,3,food_box_test,2005,yasa,7.0,f,bonobo,6.0,10.0,2.0,1.0,1.0,1.0,0.0,1.4,1.96,1.4,1.96
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,1.0,0.0,1.0,1.0,0.0,,,3.48,,3.48,60.0
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.64,3.4,1.64,3.4
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.08,6.12,1.08,6.12
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,1.0,3.0,1.0,1.0,1.0,1.0,0.0,2.16,3.24,2.16,3.24
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,1.0,4.0,1.0,1.0,1.0,1.0,0.0,1.28,1.76,1.28,1.76
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,1.0,5.0,1.0,1.0,1.0,1.0,0.0,1.24,1.6,1.24,1.6
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,1.0,6.0,1.0,1.0,1.0,1.0,0.0,1.64,3.32,1.64,3.32
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,1.0,7.0,1.0,1.0,1.0,1.0,0.0,2.12,2.4,2.12,2.4
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,1.0,8.0,1.0,1.0,1.0,1.0,0.0,1.68,3.96,1.68,3.96
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,1.0,9.0,1.0,1.0,1.0,1.0,0.0,1.28,2.68,1.28,2.68
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,1.0,10.0,1.0,1.0,1.0,1.0,0.0,2.24,4.16,2.24,4.16
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,2.0,0.0,1.0,1.0,0.0,,,23.84,,23.84,60.0
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.96,0.96,0.96,0.96
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.8,2.48,1.8,2.48
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,2.0,3.0,1.0,1.0,1.0,1.0,0.0,1.44,1.44,1.44,1.44
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,2.0,4.0,1.0,1.0,1.0,1.0,0.0,0.92,0.92,0.92,0.92
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.2,1.2,1.2,1.2
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,2.0,6.0,1.0,1.0,1.0,1.0,0.0,1.08,1.44,1.08,1.44
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,2.0,7.0,1.0,1.0,1.0,1.0,0.0,1.76,1.76,1.76,1.76
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,2.0,8.0,1.0,1.0,1.0,1.0,0.0,1.56,1.56,1.56,1.56
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,2.0,9.0,1.0,1.0,1.0,1.0,0.0,1.28,1.28,1.28,1.28
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,2.0,10.0,1.0,1.0,1.0,1.0,0.0,1.24,1.24,1.24,1.24
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,3.0,0.0,1.0,0.0,0.0,,,,,60.0,60.0
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.96,1.0,0.96,1.0
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,3.0,3.0,1.0,1.0,1.0,1.0,0.0,1.2,2.64,1.2,2.64
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,3.0,4.0,1.0,1.0,1.0,1.0,0.0,1.36,1.64,1.36,1.64
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,3.0,5.0,1.0,1.0,1.0,1.0,0.0,1.08,1.96,1.08,1.96
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,3.0,6.0,1.0,1.0,1.0,1.0,0.0,1.24,4.8,1.24,4.8
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,3.0,7.0,1.0,1.0,1.0,1.0,0.0,1.08,1.08,1.08,1.08
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,3.0,8.0,1.0,1.0,1.0,1.0,0.0,2.32,2.32,2.32,2.32
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,3.0,9.0,1.0,1.0,1.0,1.0,0.0,1.48,1.48,1.48,1.48
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,3.0,10.0,1.0,1.0,1.0,1.0,0.0,1.04,1.04,1.04,1.04
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,1.0,0.0,1.0,1.0,,,0.0,3.2,,3.2,60.0
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.12,2.16,3.12,2.16
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,7.44,2.0,7.44
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,1.0,3.0,1.0,1.0,1.0,1.0,0.0,3.16,8.48,3.16,8.48
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,1.0,4.0,1.0,1.0,1.0,1.0,0.0,2.44,10.4,2.44,10.4
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,1.0,5.0,1.0,1.0,0.0,0.5,0.5,2.76,14.8,2.76,14.8
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,1.0,6.0,1.0,1.0,1.0,1.0,0.0,3.4,16.8,3.4,16.8
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,1.0,7.0,1.0,1.0,0.0,1.0,0.0,3.16,8.92,3.16,8.92
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,1.0,8.0,1.0,1.0,0.0,1.0,0.0,3.36,2.28,3.36,2.28
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,1.0,9.0,1.0,1.0,0.0,1.0,0.0,2.12,2.88,2.12,2.88
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,1.0,10.0,1.0,1.0,1.0,1.0,0.0,1.76,6.12,1.76,6.12
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,2.0,0.0,1.0,1.0,0.0,,0.0,14.24,,14.24,60.0
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.24,7.76,1.24,7.76
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,2.0,2.0,1.0,1.0,1.0,1.0,0.0,2.2,13.08,2.2,13.08
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,2.0,3.0,1.0,1.0,1.0,1.0,0.0,3.28,11.0,3.28,11.0
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,2.0,4.0,1.0,1.0,1.0,1.0,0.0,2.2,7.24,2.2,7.24
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,2.0,5.0,1.0,1.0,0.0,1.0,0.0,3.12,6.08,3.12,6.08
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,2.0,6.0,1.0,1.0,1.0,1.0,0.0,3.32,16.36,3.32,16.36
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,2.0,7.0,1.0,1.0,0.0,1.0,0.0,1.56,3.24,1.56,3.24
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,2.0,8.0,1.0,1.0,1.0,1.0,0.0,2.56,6.88,2.56,6.88
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,2.0,9.0,1.0,1.0,1.0,1.0,0.0,1.72,4.24,1.72,4.24
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,2.0,10.0,1.0,1.0,1.0,1.0,0.0,4.16,6.56,4.16,6.56
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,3.0,0.0,1.0,1.0,0.0,,0.0,19.48,,19.48,60.0
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.84,7.92,1.84,7.92
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,3.0,2.0,1.0,1.0,1.0,1.0,0.0,3.56,6.52,3.56,6.52
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,3.0,3.0,1.0,1.0,0.0,0.0,0.0,2.2,59.48,2.2,59.48
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,3.0,4.0,1.0,1.0,1.0,1.0,0.0,1.4,10.44,1.4,10.44
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,3.0,5.0,1.0,1.0,0.0,1.0,0.0,4.44,8.12,4.44,8.12
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,3.0,6.0,1.0,1.0,0.0,1.0,0.0,2.4,8.28,2.4,8.28
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,3.0,7.0,1.0,1.0,1.0,1.0,0.0,1.76,12.52,1.76,12.52
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,3.0,8.0,1.0,1.0,1.0,1.0,0.0,4.0,9.64,4.0,9.64
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,3.0,9.0,1.0,1.0,1.0,1.0,0.0,1.16,12.36,1.16,12.36
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,3.0,10.0,1.0,1.0,0.0,0.66,0.3,2.36,5.28,2.36,5.28
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,1.0,0.0,1.0,1.0,0.0,,0.0,4.0,,4.0,60.0
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.16,8.6,4.16,8.6
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,1.0,2.0,1.0,1.0,1.0,1.0,0.0,5.64,9.56,5.64,9.56
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,1.0,3.0,1.0,1.0,0.0,0.0,0.0,17.28,,17.28,60.0
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,1.0,4.0,1.0,1.0,1.0,1.0,0.0,2.92,8.8,2.92,8.8
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,1.0,5.0,1.0,1.0,1.0,1.0,0.0,2.64,4.28,2.64,4.28
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,1.0,6.0,1.0,1.0,1.0,1.0,0.0,2.12,2.84,2.12,2.84
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,1.0,7.0,1.0,1.0,1.0,1.0,0.0,1.2,2.96,1.2,2.96
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,1.0,8.0,1.0,1.0,1.0,1.0,0.0,2.96,4.0,2.96,4.0
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,1.0,9.0,1.0,1.0,1.0,1.0,0.0,1.32,2.0,1.32,2.0
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,1.0,10.0,1.0,1.0,0.0,0.0,0.0,50.2,,50.2,60.0
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,2.0,0.0,1.0,,,,,,,,
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,2.0,1.0,1.0,,,,,,,,
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,2.0,2.0,1.0,,,,,,,,
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,2.0,3.0,1.0,,,,,,,,
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,2.0,4.0,1.0,,,,,,,,
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,2.0,5.0,1.0,,,,,,,,
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,2.0,6.0,1.0,,,,,,,,
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,2.0,7.0,1.0,,,,,,,,
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,2.0,8.0,1.0,,,,,,,,
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,2.0,9.0,1.0,,,,,,,,
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,2.0,10.0,1.0,,,,,,,,
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,3.0,0.0,1.0,,,,,,,,
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,3.0,1.0,1.0,,,,,,,,
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,3.0,2.0,1.0,,,,,,,,
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,3.0,3.0,1.0,,,,,,,,
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,3.0,4.0,1.0,,,,,,,,
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,3.0,5.0,1.0,,,,,,,,
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,3.0,6.0,1.0,,,,,,,,
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,3.0,7.0,1.0,,,,,,,,
