study_id,experiment,experiment_name,year,participant,age_in_years,sex,role,participant_2,sex_2,role_2,dyad,species,session,trial,period,successful_reaching,entered_or_not,fight_with_fingers_in_box,latency_to_reach_or_touch
uher2008coherence,5,food_competition_test,2005,frodo,11.0,m,focal_participant,sandra,f,opponent,frodo_sandra,chimpanzee,3.0,2.0,1.0,1.0,1.0,0.0,0.48
uher2008coherence,5,food_competition_test,2005,frodo,11.0,m,focal_participant,sandra,f,opponent,frodo_sandra,chimpanzee,3.0,3.0,1.0,1.0,1.0,0.0,0.84
uher2008coherence,5,food_competition_test,2005,frodo,11.0,m,focal_participant,sandra,f,opponent,frodo_sandra,chimpanzee,3.0,4.0,1.0,1.0,1.0,0.0,0.4
uher2008coherence,5,food_competition_test,2005,frodo,11.0,m,focal_participant,sandra,f,opponent,frodo_sandra,chimpanzee,3.0,5.0,1.0,1.0,1.0,0.0,0.72
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,frodo,m,opponent,fraukje_frodo,chimpanzee,1.0,0.0,1.0,1.0,1.0,0.0,1.36
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,frodo,m,opponent,fraukje_frodo,chimpanzee,1.0,1.0,1.0,1.0,1.0,0.0,1.56
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,frodo,m,opponent,fraukje_frodo,chimpanzee,1.0,2.0,1.0,1.0,1.0,0.0,1.12
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,frodo,m,opponent,fraukje_frodo,chimpanzee,1.0,3.0,1.0,1.0,1.0,0.0,0.88
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,frodo,m,opponent,fraukje_frodo,chimpanzee,1.0,4.0,1.0,1.0,1.0,0.0,0.88
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,frodo,m,opponent,fraukje_frodo,chimpanzee,1.0,5.0,1.0,0.0,1.0,0.0,0.8
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,frodo,m,opponent,fraukje_frodo,chimpanzee,2.0,0.0,1.0,1.0,1.0,0.0,1.24
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,frodo,m,opponent,fraukje_frodo,chimpanzee,2.0,1.0,1.0,0.0,1.0,0.0,0.8
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,frodo,m,opponent,fraukje_frodo,chimpanzee,2.0,2.0,1.0,0.0,1.0,0.0,0.64
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,frodo,m,opponent,fraukje_frodo,chimpanzee,2.0,3.0,1.0,0.0,0.0,,
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,frodo,m,opponent,fraukje_frodo,chimpanzee,2.0,4.0,1.0,0.0,0.0,,
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,frodo,m,opponent,fraukje_frodo,chimpanzee,2.0,5.0,1.0,0.0,0.0,,
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,frodo,m,opponent,fraukje_frodo,chimpanzee,3.0,0.0,1.0,1.0,1.0,0.0,0.72
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,frodo,m,opponent,fraukje_frodo,chimpanzee,3.0,1.0,1.0,0.0,1.0,0.0,0.6
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,frodo,m,opponent,fraukje_frodo,chimpanzee,3.0,2.0,1.0,0.0,1.0,0.0,0.76
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,frodo,m,opponent,fraukje_frodo,chimpanzee,3.0,3.0,1.0,0.0,0.0,,
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,frodo,m,opponent,fraukje_frodo,chimpanzee,3.0,4.0,1.0,1.0,1.0,0.0,0.52
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,frodo,m,opponent,fraukje_frodo,chimpanzee,3.0,5.0,1.0,0.0,1.0,0.0,0.48
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,sandra,f,opponent,fraukje_sandra,chimpanzee,1.0,0.0,1.0,,,0.0,
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,sandra,f,opponent,fraukje_sandra,chimpanzee,1.0,1.0,1.0,0.0,1.0,1.0,1.32
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,sandra,f,opponent,fraukje_sandra,chimpanzee,1.0,2.0,1.0,0.0,1.0,0.0,1.2
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,sandra,f,opponent,fraukje_sandra,chimpanzee,1.0,3.0,1.0,1.0,1.0,1.0,0.4
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,sandra,f,opponent,fraukje_sandra,chimpanzee,1.0,4.0,1.0,0.0,1.0,0.0,0.76
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,sandra,f,opponent,fraukje_sandra,chimpanzee,1.0,5.0,1.0,0.0,1.0,0.0,0.92
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,sandra,f,opponent,fraukje_sandra,chimpanzee,2.0,0.0,1.0,1.0,1.0,0.0,0.64
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,sandra,f,opponent,fraukje_sandra,chimpanzee,2.0,1.0,1.0,1.0,1.0,0.0,1.08
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,sandra,f,opponent,fraukje_sandra,chimpanzee,2.0,2.0,1.0,1.0,1.0,0.0,0.84
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,sandra,f,opponent,fraukje_sandra,chimpanzee,2.0,3.0,1.0,1.0,1.0,0.0,0.84
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,sandra,f,opponent,fraukje_sandra,chimpanzee,2.0,4.0,1.0,1.0,1.0,0.0,1.04
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,sandra,f,opponent,fraukje_sandra,chimpanzee,2.0,5.0,1.0,1.0,1.0,0.0,0.96
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,sandra,f,opponent,fraukje_sandra,chimpanzee,3.0,0.0,1.0,1.0,1.0,0.0,1.44
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,sandra,f,opponent,fraukje_sandra,chimpanzee,3.0,1.0,1.0,1.0,1.0,0.0,1.12
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,sandra,f,opponent,fraukje_sandra,chimpanzee,3.0,2.0,1.0,1.0,1.0,0.0,0.96
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,sandra,f,opponent,fraukje_sandra,chimpanzee,3.0,3.0,1.0,0.0,1.0,0.0,0.92
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,sandra,f,opponent,fraukje_sandra,chimpanzee,3.0,4.0,1.0,0.0,1.0,0.0,1.0
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,sandra,f,opponent,fraukje_sandra,chimpanzee,3.0,5.0,1.0,0.0,1.0,0.0,1.16
uher2008coherence,5,food_competition_test,2005,sandra,11.0,f,focal_participant,frodo,m,opponent,sandra_frodo,chimpanzee,1.0,0.0,1.0,1.0,1.0,0.0,10.36
uher2008coherence,5,food_competition_test,2005,sandra,11.0,f,focal_participant,frodo,m,opponent,sandra_frodo,chimpanzee,1.0,1.0,1.0,0.0,0.0,,
uher2008coherence,5,food_competition_test,2005,sandra,11.0,f,focal_participant,frodo,m,opponent,sandra_frodo,chimpanzee,1.0,2.0,1.0,0.0,1.0,0.0,1.6
uher2008coherence,5,food_competition_test,2005,sandra,11.0,f,focal_participant,frodo,m,opponent,sandra_frodo,chimpanzee,1.0,3.0,1.0,0.0,1.0,0.0,1.16
uher2008coherence,5,food_competition_test,2005,sandra,11.0,f,focal_participant,frodo,m,opponent,sandra_frodo,chimpanzee,1.0,4.0,1.0,0.0,1.0,0.0,0.72
uher2008coherence,5,food_competition_test,2005,sandra,11.0,f,focal_participant,frodo,m,opponent,sandra_frodo,chimpanzee,1.0,5.0,1.0,1.0,1.0,0.0,0.72
uher2008coherence,5,food_competition_test,2005,sandra,11.0,f,focal_participant,frodo,m,opponent,sandra_frodo,chimpanzee,2.0,0.0,1.0,1.0,1.0,0.0,1.56
uher2008coherence,5,food_competition_test,2005,sandra,11.0,f,focal_participant,frodo,m,opponent,sandra_frodo,chimpanzee,2.0,1.0,1.0,1.0,1.0,0.0,0.84
uher2008coherence,5,food_competition_test,2005,sandra,11.0,f,focal_participant,frodo,m,opponent,sandra_frodo,chimpanzee,2.0,2.0,1.0,0.0,1.0,0.0,1.2
uher2008coherence,5,food_competition_test,2005,sandra,11.0,f,focal_participant,frodo,m,opponent,sandra_frodo,chimpanzee,2.0,3.0,1.0,0.0,0.0,,
uher2008coherence,5,food_competition_test,2005,sandra,11.0,f,focal_participant,frodo,m,opponent,sandra_frodo,chimpanzee,2.0,4.0,1.0,0.0,0.0,,
uher2008coherence,5,food_competition_test,2005,sandra,11.0,f,focal_participant,frodo,m,opponent,sandra_frodo,chimpanzee,2.0,5.0,1.0,0.0,0.0,,
uher2008coherence,5,food_competition_test,2005,sandra,11.0,f,focal_participant,frodo,m,opponent,sandra_frodo,chimpanzee,3.0,0.0,1.0,1.0,1.0,0.0,1.4
uher2008coherence,5,food_competition_test,2005,sandra,11.0,f,focal_participant,frodo,m,opponent,sandra_frodo,chimpanzee,3.0,1.0,1.0,0.0,1.0,0.0,0.84
uher2008coherence,5,food_competition_test,2005,sandra,11.0,f,focal_participant,frodo,m,opponent,sandra_frodo,chimpanzee,3.0,2.0,1.0,0.0,0.0,,
uher2008coherence,5,food_competition_test,2005,sandra,11.0,f,focal_participant,frodo,m,opponent,sandra_frodo,chimpanzee,3.0,3.0,1.0,0.0,0.0,,
uher2008coherence,5,food_competition_test,2005,sandra,11.0,f,focal_participant,frodo,m,opponent,sandra_frodo,chimpanzee,3.0,4.0,1.0,0.0,0.0,,
uher2008coherence,5,food_competition_test,2005,sandra,11.0,f,focal_participant,frodo,m,opponent,sandra_frodo,chimpanzee,3.0,5.0,1.0,0.0,0.0,,
uher2008coherence,5,food_competition_test,2005,sandra,11.0,f,focal_participant,fraukje,f,opponent,sandra_fraukje,chimpanzee,1.0,0.0,1.0,,,,
uher2008coherence,5,food_competition_test,2005,sandra,11.0,f,focal_participant,fraukje,f,opponent,sandra_fraukje,chimpanzee,1.0,1.0,1.0,1.0,1.0,1.0,1.32
uher2008coherence,5,food_competition_test,2005,sandra,11.0,f,focal_participant,fraukje,f,opponent,sandra_fraukje,chimpanzee,1.0,2.0,1.0,1.0,1.0,0.0,0.6
uher2008coherence,5,food_competition_test,2005,sandra,11.0,f,focal_participant,fraukje,f,opponent,sandra_fraukje,chimpanzee,1.0,3.0,1.0,0.0,1.0,1.0,0.4
uher2008coherence,5,food_competition_test,2005,sandra,11.0,f,focal_participant,fraukje,f,opponent,sandra_fraukje,chimpanzee,1.0,4.0,1.0,1.0,1.0,0.0,0.6
uher2008coherence,5,food_competition_test,2005,sandra,11.0,f,focal_participant,fraukje,f,opponent,sandra_fraukje,chimpanzee,1.0,5.0,1.0,1.0,1.0,0.0,0.56
uher2008coherence,5,food_competition_test,2005,sandra,11.0,f,focal_participant,fraukje,f,opponent,sandra_fraukje,chimpanzee,2.0,0.0,1.0,1.0,1.0,0.0,1.6
uher2008coherence,5,food_competition_test,2005,sandra,11.0,f,focal_participant,fraukje,f,opponent,sandra_fraukje,chimpanzee,2.0,1.0,1.0,0.0,0.0,,
uher2008coherence,5,food_competition_test,2005,sandra,11.0,f,focal_participant,fraukje,f,opponent,sandra_fraukje,chimpanzee,2.0,2.0,1.0,0.0,0.0,,
uher2008coherence,5,food_competition_test,2005,sandra,11.0,f,focal_participant,fraukje,f,opponent,sandra_fraukje,chimpanzee,2.0,3.0,1.0,0.0,0.0,,
uher2008coherence,5,food_competition_test,2005,sandra,11.0,f,focal_participant,fraukje,f,opponent,sandra_fraukje,chimpanzee,2.0,4.0,1.0,0.0,0.0,,
uher2008coherence,5,food_competition_test,2005,sandra,11.0,f,focal_participant,fraukje,f,opponent,sandra_fraukje,chimpanzee,2.0,5.0,1.0,0.0,0.0,,
uher2008coherence,5,food_competition_test,2005,sandra,11.0,f,focal_participant,fraukje,f,opponent,sandra_fraukje,chimpanzee,3.0,0.0,1.0,1.0,1.0,0.0,2.32
uher2008coherence,5,food_competition_test,2005,sandra,11.0,f,focal_participant,fraukje,f,opponent,sandra_fraukje,chimpanzee,3.0,1.0,1.0,0.0,1.0,0.0,1.6
uher2008coherence,5,food_competition_test,2005,sandra,11.0,f,focal_participant,fraukje,f,opponent,sandra_fraukje,chimpanzee,3.0,2.0,1.0,0.0,1.0,0.0,0.96
uher2008coherence,5,food_competition_test,2005,sandra,11.0,f,focal_participant,fraukje,f,opponent,sandra_fraukje,chimpanzee,3.0,3.0,1.0,1.0,1.0,0.0,0.6
uher2008coherence,5,food_competition_test,2005,sandra,11.0,f,focal_participant,fraukje,f,opponent,sandra_fraukje,chimpanzee,3.0,4.0,1.0,1.0,1.0,0.0,0.56
uher2008coherence,5,food_competition_test,2005,sandra,11.0,f,focal_participant,fraukje,f,opponent,sandra_fraukje,chimpanzee,3.0,5.0,1.0,1.0,1.0,0.0,0.64
uher2008coherence,5,food_competition_test,2005,frodo,11.0,m,focal_participant,fraukje,f,opponent,frodo_fraukje,chimpanzee,4.0,0.0,2.0,1.0,1.0,,0.64
uher2008coherence,5,food_competition_test,2005,frodo,11.0,m,focal_participant,fraukje,f,opponent,frodo_fraukje,chimpanzee,4.0,1.0,2.0,1.0,1.0,0.0,0.4
uher2008coherence,5,food_competition_test,2005,frodo,11.0,m,focal_participant,fraukje,f,opponent,frodo_fraukje,chimpanzee,4.0,2.0,2.0,1.0,1.0,0.0,0.2
uher2008coherence,5,food_competition_test,2005,frodo,11.0,m,focal_participant,fraukje,f,opponent,frodo_fraukje,chimpanzee,4.0,3.0,2.0,0.0,1.0,0.0,0.32
uher2008coherence,5,food_competition_test,2005,frodo,11.0,m,focal_participant,fraukje,f,opponent,frodo_fraukje,chimpanzee,4.0,4.0,2.0,1.0,1.0,0.0,0.44
uher2008coherence,5,food_competition_test,2005,frodo,11.0,m,focal_participant,fraukje,f,opponent,frodo_fraukje,chimpanzee,4.0,5.0,2.0,1.0,1.0,0.0,0.36
uher2008coherence,5,food_competition_test,2005,frodo,11.0,m,focal_participant,fraukje,f,opponent,frodo_fraukje,chimpanzee,5.0,0.0,2.0,1.0,1.0,,0.36
uher2008coherence,5,food_competition_test,2005,frodo,11.0,m,focal_participant,fraukje,f,opponent,frodo_fraukje,chimpanzee,5.0,1.0,2.0,1.0,1.0,0.0,0.44
uher2008coherence,5,food_competition_test,2005,frodo,11.0,m,focal_participant,fraukje,f,opponent,frodo_fraukje,chimpanzee,5.0,2.0,2.0,1.0,1.0,0.0,0.32
uher2008coherence,5,food_competition_test,2005,frodo,11.0,m,focal_participant,fraukje,f,opponent,frodo_fraukje,chimpanzee,5.0,3.0,2.0,1.0,1.0,0.0,0.36
uher2008coherence,5,food_competition_test,2005,frodo,11.0,m,focal_participant,fraukje,f,opponent,frodo_fraukje,chimpanzee,5.0,4.0,2.0,1.0,1.0,,0.32
uher2008coherence,5,food_competition_test,2005,frodo,11.0,m,focal_participant,fraukje,f,opponent,frodo_fraukje,chimpanzee,5.0,5.0,2.0,1.0,1.0,,0.48
uher2008coherence,5,food_competition_test,2005,frodo,11.0,m,focal_participant,robert,m,opponent,frodo_robert,chimpanzee,4.0,0.0,2.0,1.0,1.0,,1.16
uher2008coherence,5,food_competition_test,2005,frodo,11.0,m,focal_participant,robert,m,opponent,frodo_robert,chimpanzee,4.0,1.0,2.0,0.0,1.0,0.0,0.72
uher2008coherence,5,food_competition_test,2005,frodo,11.0,m,focal_participant,robert,m,opponent,frodo_robert,chimpanzee,4.0,2.0,2.0,0.0,0.0,,
uher2008coherence,5,food_competition_test,2005,frodo,11.0,m,focal_participant,robert,m,opponent,frodo_robert,chimpanzee,4.0,3.0,2.0,0.0,1.0,0.0,
uher2008coherence,5,food_competition_test,2005,frodo,11.0,m,focal_participant,robert,m,opponent,frodo_robert,chimpanzee,4.0,4.0,2.0,0.0,1.0,0.0,
uher2008coherence,5,food_competition_test,2005,frodo,11.0,m,focal_participant,robert,m,opponent,frodo_robert,chimpanzee,4.0,5.0,2.0,0.0,0.0,,
uher2008coherence,5,food_competition_test,2005,frodo,11.0,m,focal_participant,robert,m,opponent,frodo_robert,chimpanzee,5.0,0.0,2.0,1.0,1.0,,1.04
uher2008coherence,5,food_competition_test,2005,frodo,11.0,m,focal_participant,robert,m,opponent,frodo_robert,chimpanzee,5.0,1.0,2.0,1.0,1.0,0.0,0.64
uher2008coherence,5,food_competition_test,2005,frodo,11.0,m,focal_participant,robert,m,opponent,frodo_robert,chimpanzee,5.0,2.0,2.0,0.0,1.0,0.0,
uher2008coherence,5,food_competition_test,2005,frodo,11.0,m,focal_participant,robert,m,opponent,frodo_robert,chimpanzee,5.0,3.0,2.0,0.0,0.0,,
uher2008coherence,5,food_competition_test,2005,frodo,11.0,m,focal_participant,robert,m,opponent,frodo_robert,chimpanzee,5.0,4.0,2.0,0.0,0.0,,
uher2008coherence,5,food_competition_test,2005,frodo,11.0,m,focal_participant,robert,m,opponent,frodo_robert,chimpanzee,5.0,5.0,2.0,0.0,0.0,,
uher2008coherence,5,food_competition_test,2005,frodo,11.0,m,focal_participant,sandra,f,opponent,frodo_sandra,chimpanzee,4.0,0.0,2.0,1.0,1.0,,0.44
uher2008coherence,5,food_competition_test,2005,frodo,11.0,m,focal_participant,sandra,f,opponent,frodo_sandra,chimpanzee,4.0,1.0,2.0,1.0,1.0,,0.52
uher2008coherence,5,food_competition_test,2005,frodo,11.0,m,focal_participant,sandra,f,opponent,frodo_sandra,chimpanzee,4.0,2.0,2.0,1.0,1.0,0.0,0.44
uher2008coherence,5,food_competition_test,2005,frodo,11.0,m,focal_participant,sandra,f,opponent,frodo_sandra,chimpanzee,4.0,3.0,2.0,1.0,1.0,0.0,0.48
uher2008coherence,5,food_competition_test,2005,frodo,11.0,m,focal_participant,sandra,f,opponent,frodo_sandra,chimpanzee,4.0,4.0,2.0,1.0,1.0,,0.56
uher2008coherence,5,food_competition_test,2005,frodo,11.0,m,focal_participant,sandra,f,opponent,frodo_sandra,chimpanzee,4.0,5.0,2.0,1.0,1.0,,0.32
uher2008coherence,5,food_competition_test,2005,frodo,11.0,m,focal_participant,sandra,f,opponent,frodo_sandra,chimpanzee,5.0,0.0,2.0,1.0,1.0,,0.68
uher2008coherence,5,food_competition_test,2005,frodo,11.0,m,focal_participant,sandra,f,opponent,frodo_sandra,chimpanzee,5.0,1.0,2.0,1.0,1.0,1.0,0.2
uher2008coherence,5,food_competition_test,2005,frodo,11.0,m,focal_participant,sandra,f,opponent,frodo_sandra,chimpanzee,5.0,2.0,2.0,1.0,1.0,,0.32
uher2008coherence,5,food_competition_test,2005,frodo,11.0,m,focal_participant,sandra,f,opponent,frodo_sandra,chimpanzee,5.0,3.0,2.0,1.0,1.0,0.0,0.24
uher2008coherence,5,food_competition_test,2005,frodo,11.0,m,focal_participant,sandra,f,opponent,frodo_sandra,chimpanzee,5.0,4.0,2.0,1.0,1.0,,0.32
uher2008coherence,5,food_competition_test,2005,frodo,11.0,m,focal_participant,sandra,f,opponent,frodo_sandra,chimpanzee,5.0,5.0,2.0,1.0,1.0,0.0,0.32
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,frodo,m,opponent,fraukje_frodo,chimpanzee,4.0,0.0,2.0,1.0,1.0,,0.44
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,frodo,m,opponent,fraukje_frodo,chimpanzee,4.0,1.0,2.0,0.0,1.0,0.0,0.4
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,frodo,m,opponent,fraukje_frodo,chimpanzee,4.0,2.0,2.0,0.0,1.0,0.0,0.2
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,frodo,m,opponent,fraukje_frodo,chimpanzee,4.0,3.0,2.0,1.0,1.0,0.0,0.32
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,frodo,m,opponent,fraukje_frodo,chimpanzee,4.0,4.0,2.0,0.0,1.0,0.0,
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,frodo,m,opponent,fraukje_frodo,chimpanzee,4.0,5.0,2.0,0.0,1.0,0.0,
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,frodo,m,opponent,fraukje_frodo,chimpanzee,5.0,0.0,2.0,1.0,1.0,,0.24
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,frodo,m,opponent,fraukje_frodo,chimpanzee,5.0,1.0,2.0,0.0,1.0,0.0,0.44
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,frodo,m,opponent,fraukje_frodo,chimpanzee,5.0,2.0,2.0,0.0,1.0,0.0,2.88
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,frodo,m,opponent,fraukje_frodo,chimpanzee,5.0,3.0,2.0,0.0,1.0,0.0,4.84
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,frodo,m,opponent,fraukje_frodo,chimpanzee,5.0,4.0,2.0,0.0,0.0,,
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,frodo,m,opponent,fraukje_frodo,chimpanzee,5.0,5.0,2.0,0.0,0.0,,
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,robert,m,opponent,fraukje_robert,chimpanzee,4.0,0.0,2.0,1.0,1.0,,1.4
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,robert,m,opponent,fraukje_robert,chimpanzee,4.0,1.0,2.0,1.0,1.0,0.0,1.2
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,robert,m,opponent,fraukje_robert,chimpanzee,4.0,2.0,2.0,1.0,1.0,0.0,0.6
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,robert,m,opponent,fraukje_robert,chimpanzee,4.0,3.0,2.0,0.0,0.0,,
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,robert,m,opponent,fraukje_robert,chimpanzee,4.0,4.0,2.0,0.0,0.0,,
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,robert,m,opponent,fraukje_robert,chimpanzee,4.0,5.0,2.0,0.0,0.0,,
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,robert,m,opponent,fraukje_robert,chimpanzee,5.0,0.0,2.0,1.0,1.0,,0.84
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,robert,m,opponent,fraukje_robert,chimpanzee,5.0,1.0,2.0,1.0,1.0,0.0,1.04
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,robert,m,opponent,fraukje_robert,chimpanzee,5.0,2.0,2.0,1.0,1.0,,0.96
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,robert,m,opponent,fraukje_robert,chimpanzee,5.0,3.0,2.0,0.0,1.0,0.0,0.44
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,robert,m,opponent,fraukje_robert,chimpanzee,5.0,4.0,2.0,1.0,1.0,0.0,0.36
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,robert,m,opponent,fraukje_robert,chimpanzee,5.0,5.0,2.0,0.0,1.0,0.0,
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,sandra,f,opponent,fraukje_sandra,chimpanzee,4.0,0.0,2.0,1.0,1.0,,1.24
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,sandra,f,opponent,fraukje_sandra,chimpanzee,4.0,1.0,2.0,1.0,1.0,0.0,0.28
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,sandra,f,opponent,fraukje_sandra,chimpanzee,4.0,2.0,2.0,1.0,1.0,0.0,0.28
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,sandra,f,opponent,fraukje_sandra,chimpanzee,4.0,3.0,2.0,1.0,1.0,0.0,0.48
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,sandra,f,opponent,fraukje_sandra,chimpanzee,4.0,4.0,2.0,1.0,1.0,0.0,0.48
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,sandra,f,opponent,fraukje_sandra,chimpanzee,4.0,5.0,2.0,0.0,1.0,0.0,0.28
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,sandra,f,opponent,fraukje_sandra,chimpanzee,5.0,0.0,2.0,1.0,1.0,,0.6
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,sandra,f,opponent,fraukje_sandra,chimpanzee,5.0,1.0,2.0,0.0,1.0,0.0,0.2
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,sandra,f,opponent,fraukje_sandra,chimpanzee,5.0,2.0,2.0,0.0,1.0,0.0,0.48
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,sandra,f,opponent,fraukje_sandra,chimpanzee,5.0,3.0,2.0,0.0,1.0,0.0,0.32
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,sandra,f,opponent,fraukje_sandra,chimpanzee,5.0,4.0,2.0,0.0,1.0,0.0,0.32
uher2008coherence,5,food_competition_test,2005,fraukje,28.0,f,focal_participant,sandra,f,opponent,fraukje_sandra,chimpanzee,5.0,5.0,2.0,9.0,1.0,0.0,0.2
uher2008coherence,5,food_competition_test,2005,robert,29.0,m,focal_participant,frodo,m,opponent,robert_frodo,chimpanzee,4.0,0.0,2.0,1.0,1.0,,1.16
uher2008coherence,5,food_competition_test,2005,robert,29.0,m,focal_participant,frodo,m,opponent,robert_frodo,chimpanzee,4.0,1.0,2.0,1.0,1.0,0.0,0.72
uher2008coherence,5,food_competition_test,2005,robert,29.0,m,focal_participant,frodo,m,opponent,robert_frodo,chimpanzee,4.0,2.0,2.0,1.0,1.0,,1.0
uher2008coherence,5,food_competition_test,2005,robert,29.0,m,focal_participant,frodo,m,opponent,robert_frodo,chimpanzee,4.0,3.0,2.0,1.0,1.0,0.0,0.88
uher2008coherence,5,food_competition_test,2005,robert,29.0,m,focal_participant,frodo,m,opponent,robert_frodo,chimpanzee,4.0,4.0,2.0,1.0,1.0,0.0,1.76
uher2008coherence,5,food_competition_test,2005,robert,29.0,m,focal_participant,frodo,m,opponent,robert_frodo,chimpanzee,4.0,5.0,2.0,1.0,1.0,,1.0
uher2008coherence,5,food_competition_test,2005,robert,29.0,m,focal_participant,frodo,m,opponent,robert_frodo,chimpanzee,5.0,0.0,2.0,1.0,1.0,,61.48
uher2008coherence,5,food_competition_test,2005,robert,29.0,m,focal_participant,frodo,m,opponent,robert_frodo,chimpanzee,5.0,1.0,2.0,0.0,1.0,0.0,1.08
uher2008coherence,5,food_competition_test,2005,robert,29.0,m,focal_participant,frodo,m,opponent,robert_frodo,chimpanzee,5.0,2.0,2.0,1.0,1.0,0.0,0.88
