study_id,participant,age_in_years,sex,role,participant_2,age_in_years_2,sex_2,role_2,species,genus,dyad,dyad_id,session ,trial,trial_id,species_subgroup,condition,owner_dom,start_individ,owner_sex,own_items,other_items,total_owner
kanngiesser2020children,jahaga,21,f,owner,alexandra,14,f,non_owner,chimpanzee,pan,jahaga_alexandra,c6,3,1,c6_9,b,delayed,yes,yes,f,2,2,4
kanngiesser2020children,jahaga,21,f,owner,alexandra,14,f,non_owner,chimpanzee,pan,jahaga_alexandra,c6,3,2,c6_10,b,delayed,yes,no,f,0,0,0
kanngiesser2020children,jahaga,21,f,owner,alexandra,14,f,non_owner,chimpanzee,pan,jahaga_alexandra,c6,3,3,c6_11,b,delayed,yes,yes,f,2,2,4
kanngiesser2020children,jahaga,21,f,owner,alexandra,14,f,non_owner,chimpanzee,pan,jahaga_alexandra,c6,3,4,c6_12,b,delayed,yes,no,f,0,0,0
kanngiesser2020children,jahaga,21,f,owner,alexandra,14,f,non_owner,chimpanzee,pan,jahaga_alexandra,c6,4,1,c6_13,b,simult,yes,both,f,1,2,3
kanngiesser2020children,jahaga,21,f,owner,alexandra,14,f,non_owner,chimpanzee,pan,jahaga_alexandra,c6,4,2,c6_14,b,simult,yes,both,f,1,2,3
kanngiesser2020children,jahaga,21,f,owner,alexandra,14,f,non_owner,chimpanzee,pan,jahaga_alexandra,c6,4,3,c6_15,b,simult,yes,both,f,0,0,0
kanngiesser2020children,jahaga,21,f,owner,alexandra,14,f,non_owner,chimpanzee,pan,jahaga_alexandra,c6,4,4,c6_16,b,simult,yes,both,f,1,2,3
kanngiesser2020children,alexandra,14,f,owner,jahaga,21,f,non_owner,chimpanzee,pan,alexandra_jahaga,c6,1,1,c6_1,b,simult,no,both,f,2,1,3
kanngiesser2020children,alexandra,14,f,owner,jahaga,21,f,non_owner,chimpanzee,pan,alexandra_jahaga,c6,1,2,c6_2,b,simult,no,both,f,2,0,2
kanngiesser2020children,alexandra,14,f,owner,jahaga,21,f,non_owner,chimpanzee,pan,alexandra_jahaga,c6,1,3,c6_3,b,simult,no,both,f,2,2,4
kanngiesser2020children,alexandra,14,f,owner,jahaga,21,f,non_owner,chimpanzee,pan,alexandra_jahaga,c6,1,4,c6_4,b,simult,no,both,f,2,0,2
kanngiesser2020children,alexandra,14,f,owner,jahaga,21,f,non_owner,chimpanzee,pan,alexandra_jahaga,c6,2,1,c6_5,b,delayed,no,yes,f,2,2,4
kanngiesser2020children,alexandra,14,f,owner,jahaga,21,f,non_owner,chimpanzee,pan,alexandra_jahaga,c6,2,2,c6_6,b,delayed,no,no,f,0,0,0
kanngiesser2020children,alexandra,14,f,owner,jahaga,21,f,non_owner,chimpanzee,pan,alexandra_jahaga,c6,2,3,c6_7,b,delayed,no,yes,f,2,2,4
kanngiesser2020children,alexandra,14,f,owner,jahaga,21,f,non_owner,chimpanzee,pan,alexandra_jahaga,c6,2,4,c6_8,b,delayed,no,no,f,0,0,0
kanngiesser2020children,alexandra,14,f,owner,jahaga,21,f,non_owner,chimpanzee,pan,alexandra_jahaga,c6,3,1,c6_9,b,delayed,no,no,f,0,0,0
kanngiesser2020children,alexandra,14,f,owner,jahaga,21,f,non_owner,chimpanzee,pan,alexandra_jahaga,c6,3,2,c6_10,b,delayed,no,yes,f,2,2,4
kanngiesser2020children,alexandra,14,f,owner,jahaga,21,f,non_owner,chimpanzee,pan,alexandra_jahaga,c6,3,3,c6_11,b,delayed,no,no,f,0,0,0
kanngiesser2020children,alexandra,14,f,owner,jahaga,21,f,non_owner,chimpanzee,pan,alexandra_jahaga,c6,3,4,c6_12,b,delayed,no,yes,f,2,2,4
kanngiesser2020children,alexandra,14,f,owner,jahaga,21,f,non_owner,chimpanzee,pan,alexandra_jahaga,c6,4,1,c6_13,b,simult,no,both,f,0,1,1
kanngiesser2020children,alexandra,14,f,owner,jahaga,21,f,non_owner,chimpanzee,pan,alexandra_jahaga,c6,4,2,c6_14,b,simult,no,both,f,0,1,1
kanngiesser2020children,alexandra,14,f,owner,jahaga,21,f,non_owner,chimpanzee,pan,alexandra_jahaga,c6,4,3,c6_15,b,simult,no,both,f,2,2,4
kanngiesser2020children,alexandra,14,f,owner,jahaga,21,f,non_owner,chimpanzee,pan,alexandra_jahaga,c6,4,4,c6_16,b,simult,no,both,f,0,1,1
kanngiesser2020children,lobo,10,m,owner,kara,8,f,non_owner,chimpanzee,pan,lobo_kara,c7,1,1,c7_1,a,simult,yes,both,m,1,1,2
kanngiesser2020children,lobo,10,m,owner,kara,8,f,non_owner,chimpanzee,pan,lobo_kara,c7,1,2,c7_2,a,simult,yes,both,m,1,2,3
kanngiesser2020children,lobo,10,m,owner,kara,8,f,non_owner,chimpanzee,pan,lobo_kara,c7,1,3,c7_3,a,simult,yes,both,m,1,1,2
kanngiesser2020children,lobo,10,m,owner,kara,8,f,non_owner,chimpanzee,pan,lobo_kara,c7,1,4,c7_4,a,simult,yes,both,m,0,1,1
kanngiesser2020children,lobo,10,m,owner,kara,8,f,non_owner,chimpanzee,pan,lobo_kara,c7,2,1,c7_5,a,delayed,yes,yes,m,2,2,4
kanngiesser2020children,lobo,10,m,owner,kara,8,f,non_owner,chimpanzee,pan,lobo_kara,c7,2,2,c7_6,a,delayed,yes,no,m,0,0,0
kanngiesser2020children,lobo,10,m,owner,kara,8,f,non_owner,chimpanzee,pan,lobo_kara,c7,2,3,c7_7,a,delayed,yes,yes,m,2,2,4
kanngiesser2020children,lobo,10,m,owner,kara,8,f,non_owner,chimpanzee,pan,lobo_kara,c7,2,4,c7_8,a,delayed,yes,no,m,0,0,0
kanngiesser2020children,lobo,10,m,owner,kara,8,f,non_owner,chimpanzee,pan,lobo_kara,c7,3,1,c7_9,a,delayed,yes,no,m,0,0,0
kanngiesser2020children,lobo,10,m,owner,kara,8,f,non_owner,chimpanzee,pan,lobo_kara,c7,3,2,c7_10,a,delayed,yes,yes,m,2,2,4
kanngiesser2020children,lobo,10,m,owner,kara,8,f,non_owner,chimpanzee,pan,lobo_kara,c7,3,3,c7_11,a,delayed,yes,no,m,0,0,0
kanngiesser2020children,lobo,10,m,owner,kara,8,f,non_owner,chimpanzee,pan,lobo_kara,c7,3,4,c7_12,a,delayed,yes,yes,m,2,2,4
kanngiesser2020children,lobo,10,m,owner,kara,8,f,non_owner,chimpanzee,pan,lobo_kara,c7,4,1,c7_13,a,simult,yes,both,m,2,0,2
kanngiesser2020children,lobo,10,m,owner,kara,8,f,non_owner,chimpanzee,pan,lobo_kara,c7,4,2,c7_14,a,simult,yes,both,m,1,1,2
kanngiesser2020children,lobo,10,m,owner,kara,8,f,non_owner,chimpanzee,pan,lobo_kara,c7,4,3,c7_15,a,simult,yes,both,m,2,1,3
kanngiesser2020children,lobo,10,m,owner,kara,8,f,non_owner,chimpanzee,pan,lobo_kara,c7,4,4,c7_16,a,simult,yes,both,m,0,2,2
kanngiesser2020children,kara,8,f,owner,lobo,10,m,non_owner,chimpanzee,pan,kara_lobo,c7,1,1,c7_1,a,simult,no,both,f,1,1,2
kanngiesser2020children,kara,8,f,owner,lobo,10,m,non_owner,chimpanzee,pan,kara_lobo,c7,1,2,c7_2,a,simult,no,both,f,0,1,1
kanngiesser2020children,kara,8,f,owner,lobo,10,m,non_owner,chimpanzee,pan,kara_lobo,c7,1,3,c7_3,a,simult,no,both,f,1,1,2
kanngiesser2020children,kara,8,f,owner,lobo,10,m,non_owner,chimpanzee,pan,kara_lobo,c7,1,4,c7_4,a,simult,no,both,f,1,2,3
kanngiesser2020children,kara,8,f,owner,lobo,10,m,non_owner,chimpanzee,pan,kara_lobo,c7,2,1,c7_5,a,delayed,no,no,f,0,0,0
kanngiesser2020children,kara,8,f,owner,lobo,10,m,non_owner,chimpanzee,pan,kara_lobo,c7,2,2,c7_6,a,delayed,no,yes,f,2,2,4
kanngiesser2020children,kara,8,f,owner,lobo,10,m,non_owner,chimpanzee,pan,kara_lobo,c7,2,3,c7_7,a,delayed,no,no,f,0,0,0
kanngiesser2020children,kara,8,f,owner,lobo,10,m,non_owner,chimpanzee,pan,kara_lobo,c7,2,4,c7_8,a,delayed,no,yes,f,2,2,4
kanngiesser2020children,kara,8,f,owner,lobo,10,m,non_owner,chimpanzee,pan,kara_lobo,c7,3,1,c7_9,a,delayed,no,yes,f,2,2,4
kanngiesser2020children,kara,8,f,owner,lobo,10,m,non_owner,chimpanzee,pan,kara_lobo,c7,3,2,c7_10,a,delayed,no,no,f,0,0,0
kanngiesser2020children,kara,8,f,owner,lobo,10,m,non_owner,chimpanzee,pan,kara_lobo,c7,3,3,c7_11,a,delayed,no,yes,f,2,2,4
kanngiesser2020children,kara,8,f,owner,lobo,10,m,non_owner,chimpanzee,pan,kara_lobo,c7,3,4,c7_12,a,delayed,no,no,f,0,0,0
kanngiesser2020children,kara,8,f,owner,lobo,10,m,non_owner,chimpanzee,pan,kara_lobo,c7,4,1,c7_13,a,simult,no,both,f,2,0,2
kanngiesser2020children,kara,8,f,owner,lobo,10,m,non_owner,chimpanzee,pan,kara_lobo,c7,4,2,c7_14,a,simult,no,both,f,1,1,2
kanngiesser2020children,kara,8,f,owner,lobo,10,m,non_owner,chimpanzee,pan,kara_lobo,c7,4,3,c7_15,a,simult,no,both,f,1,0,1
kanngiesser2020children,kara,8,f,owner,lobo,10,m,non_owner,chimpanzee,pan,kara_lobo,c7,4,4,c7_16,a,simult,no,both,f,0,2,2
kanngiesser2020children,lome,13,m,owner,tai,11,f,non_owner,chimpanzee,pan,lome_tai,c8,1,1,c8_1,a,simult,yes,both,m,2,1,3
kanngiesser2020children,lome,13,m,owner,tai,11,f,non_owner,chimpanzee,pan,lome_tai,c8,1,2,c8_2,a,simult,yes,both,m,2,1,3
kanngiesser2020children,lome,13,m,owner,tai,11,f,non_owner,chimpanzee,pan,lome_tai,c8,1,3,c8_3,a,simult,yes,both,m,1,1,2
kanngiesser2020children,lome,13,m,owner,tai,11,f,non_owner,chimpanzee,pan,lome_tai,c8,1,4,c8_4,a,simult,yes,both,m,1,2,3
kanngiesser2020children,lome,13,m,owner,tai,11,f,non_owner,chimpanzee,pan,lome_tai,c8,2,1,c8_5,a,delayed,yes,no,m,0,0,0
kanngiesser2020children,lome,13,m,owner,tai,11,f,non_owner,chimpanzee,pan,lome_tai,c8,2,2,c8_6,a,delayed,yes,yes,m,2,2,4
kanngiesser2020children,lome,13,m,owner,tai,11,f,non_owner,chimpanzee,pan,lome_tai,c8,2,3,c8_7,a,delayed,yes,no,m,0,0,0
kanngiesser2020children,lome,13,m,owner,tai,11,f,non_owner,chimpanzee,pan,lome_tai,c8,2,4,c8_8,a,delayed,yes,yes,m,2,2,4
kanngiesser2020children,lome,13,m,owner,tai,11,f,non_owner,chimpanzee,pan,lome_tai,c8,3,1,c8_9,a,delayed,yes,yes,m,2,2,4
kanngiesser2020children,lome,13,m,owner,tai,11,f,non_owner,chimpanzee,pan,lome_tai,c8,3,2,c8_10,a,delayed,yes,no,m,0,0,0
kanngiesser2020children,lome,13,m,owner,tai,11,f,non_owner,chimpanzee,pan,lome_tai,c8,3,3,c8_11,a,delayed,yes,yes,m,2,2,4
kanngiesser2020children,lome,13,m,owner,tai,11,f,non_owner,chimpanzee,pan,lome_tai,c8,3,4,c8_12,a,delayed,yes,no,m,0,0,0
kanngiesser2020children,lome,13,m,owner,tai,11,f,non_owner,chimpanzee,pan,lome_tai,c8,4,1,c8_13,a,simult,yes,both,m,1,2,3
kanngiesser2020children,lome,13,m,owner,tai,11,f,non_owner,chimpanzee,pan,lome_tai,c8,4,2,c8_14,a,simult,yes,both,m,2,1,3
kanngiesser2020children,lome,13,m,owner,tai,11,f,non_owner,chimpanzee,pan,lome_tai,c8,4,3,c8_15,a,simult,yes,both,m,2,2,4
kanngiesser2020children,lome,13,m,owner,tai,11,f,non_owner,chimpanzee,pan,lome_tai,c8,4,4,c8_16,a,simult,yes,both,m,2,1,3
kanngiesser2020children,tai,11,f,owner,lome,13,m,non_owner,chimpanzee,pan,tai_lome,c8,1,1,c8_1,a,simult,no,both,f,1,0,1
kanngiesser2020children,tai,11,f,owner,lome,13,m,non_owner,chimpanzee,pan,tai_lome,c8,1,2,c8_2,a,simult,no,both,f,1,0,1
kanngiesser2020children,tai,11,f,owner,lome,13,m,non_owner,chimpanzee,pan,tai_lome,c8,1,3,c8_3,a,simult,no,both,f,1,1,2
kanngiesser2020children,tai,11,f,owner,lome,13,m,non_owner,chimpanzee,pan,tai_lome,c8,1,4,c8_4,a,simult,no,both,f,0,1,1
kanngiesser2020children,tai,11,f,owner,lome,13,m,non_owner,chimpanzee,pan,tai_lome,c8,2,1,c8_5,a,delayed,no,yes,f,2,2,4
kanngiesser2020children,tai,11,f,owner,lome,13,m,non_owner,chimpanzee,pan,tai_lome,c8,2,2,c8_6,a,delayed,no,no,f,0,0,0
kanngiesser2020children,tai,11,f,owner,lome,13,m,non_owner,chimpanzee,pan,tai_lome,c8,2,3,c8_7,a,delayed,no,yes,f,2,2,4
kanngiesser2020children,tai,11,f,owner,lome,13,m,non_owner,chimpanzee,pan,tai_lome,c8,2,4,c8_8,a,delayed,no,no,f,0,0,0
kanngiesser2020children,tai,11,f,owner,lome,13,m,non_owner,chimpanzee,pan,tai_lome,c8,3,1,c8_9,a,delayed,no,no,f,0,0,0
kanngiesser2020children,tai,11,f,owner,lome,13,m,non_owner,chimpanzee,pan,tai_lome,c8,3,2,c8_10,a,delayed,no,yes,f,2,2,4
kanngiesser2020children,tai,11,f,owner,lome,13,m,non_owner,chimpanzee,pan,tai_lome,c8,3,3,c8_11,a,delayed,no,no,f,0,0,0
kanngiesser2020children,tai,11,f,owner,lome,13,m,non_owner,chimpanzee,pan,tai_lome,c8,3,4,c8_12,a,delayed,no,yes,f,2,2,4
kanngiesser2020children,tai,11,f,owner,lome,13,m,non_owner,chimpanzee,pan,tai_lome,c8,4,1,c8_13,a,simult,no,both,f,0,1,1
kanngiesser2020children,tai,11,f,owner,lome,13,m,non_owner,chimpanzee,pan,tai_lome,c8,4,2,c8_14,a,simult,no,both,f,1,0,1
kanngiesser2020children,tai,11,f,owner,lome,13,m,non_owner,chimpanzee,pan,tai_lome,c8,4,3,c8_15,a,simult,no,both,f,0,0,0
kanngiesser2020children,tai,11,f,owner,lome,13,m,non_owner,chimpanzee,pan,tai_lome,c8,4,4,c8_16,a,simult,no,both,f,1,0,1
kanngiesser2020children,lexi,15,f,owner,fimi,6,f,non_owner,bonobo,pan,lexi_fimi,b1,1,1,b1_1,,simult,yes,both,f,1,1,2
kanngiesser2020children,lexi,15,f,owner,fimi,6,f,non_owner,bonobo,pan,lexi_fimi,b1,1,2,b1_2,,simult,yes,both,f,1,1,2
kanngiesser2020children,lexi,15,f,owner,fimi,6,f,non_owner,bonobo,pan,lexi_fimi,b1,1,3,b1_3,,simult,yes,both,f,0,2,2
kanngiesser2020children,lexi,15,f,owner,fimi,6,f,non_owner,bonobo,pan,lexi_fimi,b1,1,4,b1_4,,simult,yes,both,f,0,2,2
kanngiesser2020children,lexi,15,f,owner,fimi,6,f,non_owner,bonobo,pan,lexi_fimi,b1,2,1,b1_5,,delayed,yes,no,f,0,0,0
kanngiesser2020children,lexi,15,f,owner,fimi,6,f,non_owner,bonobo,pan,lexi_fimi,b1,2,2,b1_6,,delayed,yes,yes,f,2,2,4
kanngiesser2020children,lexi,15,f,owner,fimi,6,f,non_owner,bonobo,pan,lexi_fimi,b1,2,3,b1_7,,delayed,yes,no,f,0,0,0
kanngiesser2020children,lexi,15,f,owner,fimi,6,f,non_owner,bonobo,pan,lexi_fimi,b1,2,4,b1_8,,delayed,yes,yes,f,2,2,4
kanngiesser2020children,lexi,15,f,owner,fimi,6,f,non_owner,bonobo,pan,lexi_fimi,b1,3,1,b1_9,,delayed,yes,yes,f,2,2,4
kanngiesser2020children,lexi,15,f,owner,fimi,6,f,non_owner,bonobo,pan,lexi_fimi,b1,3,2,b1_10,,delayed,yes,no,f,0,0,0
kanngiesser2020children,lexi,15,f,owner,fimi,6,f,non_owner,bonobo,pan,lexi_fimi,b1,3,3,b1_11,,delayed,yes,yes,f,2,2,4
kanngiesser2020children,lexi,15,f,owner,fimi,6,f,non_owner,bonobo,pan,lexi_fimi,b1,3,4,b1_12,,delayed,yes,no,f,0,0,0
kanngiesser2020children,lexi,15,f,owner,fimi,6,f,non_owner,bonobo,pan,lexi_fimi,b1,4,1,b1_13,,simult,yes,both,f,1,0,1
kanngiesser2020children,lexi,15,f,owner,fimi,6,f,non_owner,bonobo,pan,lexi_fimi,b1,4,2,b1_14,,simult,yes,both,f,1,1,2
kanngiesser2020children,lexi,15,f,owner,fimi,6,f,non_owner,bonobo,pan,lexi_fimi,b1,4,3,b1_15,,simult,yes,both,f,1,1,2
kanngiesser2020children,lexi,15,f,owner,fimi,6,f,non_owner,bonobo,pan,lexi_fimi,b1,4,4,b1_16,,simult,yes,both,f,1,1,2
kanngiesser2020children,fimi,6,f,owner,lexi,15,f,non_owner,bonobo,pan,fimi_lexi,b1,1,1,b1_1,,simult,no,both,f,1,1,2
kanngiesser2020children,fimi,6,f,owner,lexi,15,f,non_owner,bonobo,pan,fimi_lexi,b1,1,2,b1_2,,simult,no,both,f,1,1,2
kanngiesser2020children,fimi,6,f,owner,lexi,15,f,non_owner,bonobo,pan,fimi_lexi,b1,1,3,b1_3,,simult,no,both,f,0,2,2
kanngiesser2020children,fimi,6,f,owner,lexi,15,f,non_owner,bonobo,pan,fimi_lexi,b1,1,4,b1_4,,simult,no,both,f,0,2,2
kanngiesser2020children,fimi,6,f,owner,lexi,15,f,non_owner,bonobo,pan,fimi_lexi,b1,2,1,b1_5,,delayed,no,yes,f,2,2,4
kanngiesser2020children,fimi,6,f,owner,lexi,15,f,non_owner,bonobo,pan,fimi_lexi,b1,2,2,b1_6,,delayed,no,no,f,0,0,0
kanngiesser2020children,fimi,6,f,owner,lexi,15,f,non_owner,bonobo,pan,fimi_lexi,b1,2,3,b1_7,,delayed,no,yes,f,2,2,4
kanngiesser2020children,fimi,6,f,owner,lexi,15,f,non_owner,bonobo,pan,fimi_lexi,b1,2,4,b1_8,,delayed,no,no,f,0,0,0
kanngiesser2020children,fimi,6,f,owner,lexi,15,f,non_owner,bonobo,pan,fimi_lexi,b1,3,1,b1_9,,delayed,no,no,f,0,0,0
kanngiesser2020children,fimi,6,f,owner,lexi,15,f,non_owner,bonobo,pan,fimi_lexi,b1,3,2,b1_10,,delayed,no,yes,f,2,2,4
kanngiesser2020children,fimi,6,f,owner,lexi,15,f,non_owner,bonobo,pan,fimi_lexi,b1,3,3,b1_11,,delayed,no,no,f,0,0,0
kanngiesser2020children,fimi,6,f,owner,lexi,15,f,non_owner,bonobo,pan,fimi_lexi,b1,3,4,b1_12,,delayed,no,yes,f,2,2,4
kanngiesser2020children,fimi,6,f,owner,lexi,15,f,non_owner,bonobo,pan,fimi_lexi,b1,4,1,b1_13,,simult,no,both,f,2,1,3
kanngiesser2020children,fimi,6,f,owner,lexi,15,f,non_owner,bonobo,pan,fimi_lexi,b1,4,2,b1_14,,simult,no,both,f,1,1,2
kanngiesser2020children,fimi,6,f,owner,lexi,15,f,non_owner,bonobo,pan,fimi_lexi,b1,4,3,b1_15,,simult,no,both,f,1,1,2
kanngiesser2020children,fimi,6,f,owner,lexi,15,f,non_owner,bonobo,pan,fimi_lexi,b1,4,4,b1_16,,simult,no,both,f,1,1,2
kanngiesser2020children,luiza,9,f,owner,yasa,17,f,non_owner,bonobo,pan,luiza_yasa,b2,1,1,b2_1,,simult,no,both,f,0,1,1
kanngiesser2020children,luiza,9,f,owner,yasa,17,f,non_owner,bonobo,pan,luiza_yasa,b2,1,2,b2_2,,simult,no,both,f,1,1,2
kanngiesser2020children,luiza,9,f,owner,yasa,17,f,non_owner,bonobo,pan,luiza_yasa,b2,1,3,b2_3,,simult,no,both,f,1,1,2
kanngiesser2020children,luiza,9,f,owner,yasa,17,f,non_owner,bonobo,pan,luiza_yasa,b2,1,4,b2_4,,simult,no,both,f,1,1,2
kanngiesser2020children,luiza,9,f,owner,yasa,17,f,non_owner,bonobo,pan,luiza_yasa,b2,2,1,b2_5,,delayed,no,yes,f,2,1,3
kanngiesser2020children,luiza,9,f,owner,yasa,17,f,non_owner,bonobo,pan,luiza_yasa,b2,2,2,b2_6,,delayed,no,no,f,0,0,0
kanngiesser2020children,luiza,9,f,owner,yasa,17,f,non_owner,bonobo,pan,luiza_yasa,b2,2,3,b2_7,,delayed,no,yes,f,2,2,4
kanngiesser2020children,luiza,9,f,owner,yasa,17,f,non_owner,bonobo,pan,luiza_yasa,b2,2,4,b2_8,,delayed,no,no,f,0,0,0
kanngiesser2020children,luiza,9,f,owner,yasa,17,f,non_owner,bonobo,pan,luiza_yasa,b2,3,1,b2_9,,delayed,no,no,f,0,0,0
kanngiesser2020children,luiza,9,f,owner,yasa,17,f,non_owner,bonobo,pan,luiza_yasa,b2,3,2,b2_10,,delayed,no,yes,f,2,2,4
kanngiesser2020children,luiza,9,f,owner,yasa,17,f,non_owner,bonobo,pan,luiza_yasa,b2,3,3,b2_11,,delayed,no,no,f,0,0,0
kanngiesser2020children,luiza,9,f,owner,yasa,17,f,non_owner,bonobo,pan,luiza_yasa,b2,3,4,b2_12,,delayed,no,yes,f,2,2,4
kanngiesser2020children,luiza,9,f,owner,yasa,17,f,non_owner,bonobo,pan,luiza_yasa,b2,4,1,b2_13,,simult,no,both,f,1,1,2
kanngiesser2020children,luiza,9,f,owner,yasa,17,f,non_owner,bonobo,pan,luiza_yasa,b2,4,2,b2_14,,simult,no,both,f,1,1,2
kanngiesser2020children,luiza,9,f,owner,yasa,17,f,non_owner,bonobo,pan,luiza_yasa,b2,4,3,b2_15,,simult,no,both,f,1,1,2
kanngiesser2020children,luiza,9,f,owner,yasa,17,f,non_owner,bonobo,pan,luiza_yasa,b2,4,4,b2_16,,simult,no,both,f,0,2,2
kanngiesser2020children,yasa,17,f,owner,luiza,9,f,non_owner,bonobo,pan,yasa_luiza,b2,1,1,b2_1,,simult,yes,both,f,1,2,3
kanngiesser2020children,yasa,17,f,owner,luiza,9,f,non_owner,bonobo,pan,yasa_luiza,b2,1,2,b2_2,,simult,yes,both,f,1,1,2
kanngiesser2020children,yasa,17,f,owner,luiza,9,f,non_owner,bonobo,pan,yasa_luiza,b2,1,3,b2_3,,simult,yes,both,f,1,1,2
kanngiesser2020children,yasa,17,f,owner,luiza,9,f,non_owner,bonobo,pan,yasa_luiza,b2,1,4,b2_4,,simult,yes,both,f,1,1,2
kanngiesser2020children,yasa,17,f,owner,luiza,9,f,non_owner,bonobo,pan,yasa_luiza,b2,2,1,b2_5,,delayed,yes,no,f,1,0,1
kanngiesser2020children,yasa,17,f,owner,luiza,9,f,non_owner,bonobo,pan,yasa_luiza,b2,2,2,b2_6,,delayed,yes,yes,f,2,2,4
kanngiesser2020children,yasa,17,f,owner,luiza,9,f,non_owner,bonobo,pan,yasa_luiza,b2,2,3,b2_7,,delayed,yes,no,f,0,0,0
kanngiesser2020children,yasa,17,f,owner,luiza,9,f,non_owner,bonobo,pan,yasa_luiza,b2,2,4,b2_8,,delayed,yes,yes,f,2,2,4
kanngiesser2020children,yasa,17,f,owner,luiza,9,f,non_owner,bonobo,pan,yasa_luiza,b2,3,1,b2_9,,delayed,yes,yes,f,2,2,4
kanngiesser2020children,yasa,17,f,owner,luiza,9,f,non_owner,bonobo,pan,yasa_luiza,b2,3,2,b2_10,,delayed,yes,no,f,0,0,0
kanngiesser2020children,yasa,17,f,owner,luiza,9,f,non_owner,bonobo,pan,yasa_luiza,b2,3,3,b2_11,,delayed,yes,yes,f,2,2,4
kanngiesser2020children,yasa,17,f,owner,luiza,9,f,non_owner,bonobo,pan,yasa_luiza,b2,3,4,b2_12,,delayed,yes,no,f,0,0,0
kanngiesser2020children,yasa,17,f,owner,luiza,9,f,non_owner,bonobo,pan,yasa_luiza,b2,4,1,b2_13,,simult,yes,both,f,1,1,2
kanngiesser2020children,yasa,17,f,owner,luiza,9,f,non_owner,bonobo,pan,yasa_luiza,b2,4,2,b2_14,,simult,yes,both,f,1,1,2
kanngiesser2020children,yasa,17,f,owner,luiza,9,f,non_owner,bonobo,pan,yasa_luiza,b2,4,3,b2_15,,simult,yes,both,f,1,1,2
kanngiesser2020children,yasa,17,f,owner,luiza,9,f,non_owner,bonobo,pan,yasa_luiza,b2,4,4,b2_16,,simult,yes,both,f,0,2,2
kanngiesser2020children,jasongo,24,m,owner,kuno,17,m,non_owner,bonobo,pan,jasongo_kuno,b3,1,1,b3_1,,simult,no,both,m,1,1,2
kanngiesser2020children,jasongo,24,m,owner,kuno,17,m,non_owner,bonobo,pan,jasongo_kuno,b3,1,2,b3_2,,simult,no,both,m,1,1,2
kanngiesser2020children,jasongo,24,m,owner,kuno,17,m,non_owner,bonobo,pan,jasongo_kuno,b3,1,3,b3_3,,simult,no,both,m,0,2,2
kanngiesser2020children,jasongo,24,m,owner,kuno,17,m,non_owner,bonobo,pan,jasongo_kuno,b3,1,4,b3_4,,simult,no,both,m,1,0,1
kanngiesser2020children,jasongo,24,m,owner,kuno,17,m,non_owner,bonobo,pan,jasongo_kuno,b3,2,1,b3_5,,delayed,no,no,m,0,0,0
kanngiesser2020children,jasongo,24,m,owner,kuno,17,m,non_owner,bonobo,pan,jasongo_kuno,b3,2,2,b3_6,,delayed,no,yes,m,1,2,3
kanngiesser2020children,jasongo,24,m,owner,kuno,17,m,non_owner,bonobo,pan,jasongo_kuno,b3,2,3,b3_7,,delayed,no,no,m,0,0,0
kanngiesser2020children,jasongo,24,m,owner,kuno,17,m,non_owner,bonobo,pan,jasongo_kuno,b3,2,4,b3_8,,delayed,no,yes,m,2,2,4
kanngiesser2020children,jasongo,24,m,owner,kuno,17,m,non_owner,bonobo,pan,jasongo_kuno,b3,3,1,b3_9,,delayed,no,yes,m,1,2,3
kanngiesser2020children,jasongo,24,m,owner,kuno,17,m,non_owner,bonobo,pan,jasongo_kuno,b3,3,2,b3_10,,delayed,no,no,m,0,0,0
kanngiesser2020children,jasongo,24,m,owner,kuno,17,m,non_owner,bonobo,pan,jasongo_kuno,b3,3,3,b3_11,,delayed,no,yes,m,1,2,3
kanngiesser2020children,jasongo,24,m,owner,kuno,17,m,non_owner,bonobo,pan,jasongo_kuno,b3,3,4,b3_12,,delayed,no,no,m,0,0,0
kanngiesser2020children,kuno,17,m,owner,jasongo,24,m,non_owner,bonobo,pan,kuno_jasongo,b3,1,1,b3_1,,simult,yes,both,m,1,1,2
kanngiesser2020children,kuno,17,m,owner,jasongo,24,m,non_owner,bonobo,pan,kuno_jasongo,b3,1,2,b3_2,,simult,yes,both,m,1,1,2
kanngiesser2020children,kuno,17,m,owner,jasongo,24,m,non_owner,bonobo,pan,kuno_jasongo,b3,1,3,b3_3,,simult,yes,both,m,0,2,2
kanngiesser2020children,kuno,17,m,owner,jasongo,24,m,non_owner,bonobo,pan,kuno_jasongo,b3,1,4,b3_4,,simult,yes,both,m,2,1,3
kanngiesser2020children,kuno,17,m,owner,jasongo,24,m,non_owner,bonobo,pan,kuno_jasongo,b3,2,1,b3_5,,delayed,yes,yes,m,2,2,4
kanngiesser2020children,kuno,17,m,owner,jasongo,24,m,non_owner,bonobo,pan,kuno_jasongo,b3,2,2,b3_6,,delayed,yes,no,m,0,1,1
kanngiesser2020children,kuno,17,m,owner,jasongo,24,m,non_owner,bonobo,pan,kuno_jasongo,b3,2,3,b3_7,,delayed,yes,yes,m,2,2,4
kanngiesser2020children,kuno,17,m,owner,jasongo,24,m,non_owner,bonobo,pan,kuno_jasongo,b3,2,4,b3_8,,delayed,yes,no,m,0,0,0
