study_id,participant,age_in_years,sex,role,participant_2,age_in_years_2,sex_2,role_2,species,genus,dyad,dyad_id,session ,trial,trial_id,species_subgroup,condition,owner_dom,start_individ,owner_sex,own_items,other_items,total_owner
kanngiesser2020children,kuno,17,m,owner,jasongo,24,m,non_owner,bonobo,pan,kuno_jasongo,b3,3,1,b3_9,,delayed,yes,no,m,0,1,1
kanngiesser2020children,kuno,17,m,owner,jasongo,24,m,non_owner,bonobo,pan,kuno_jasongo,b3,3,2,b3_10,,delayed,yes,yes,m,2,2,4
kanngiesser2020children,kuno,17,m,owner,jasongo,24,m,non_owner,bonobo,pan,kuno_jasongo,b3,3,3,b3_11,,delayed,yes,no,m,0,1,1
kanngiesser2020children,kuno,17,m,owner,jasongo,24,m,non_owner,bonobo,pan,kuno_jasongo,b3,3,4,b3_12,,delayed,yes,yes,m,2,2,4
kanngiesser2020children,lexi,15,f,owner,gemena,8,f,non_owner,bonobo,pan,lexi_gemena,b4,1,1,b4_1,,simult,yes,both,f,2,1,3
kanngiesser2020children,lexi,15,f,owner,gemena,8,f,non_owner,bonobo,pan,lexi_gemena,b4,1,2,b4_2,,simult,yes,both,f,1,1,2
kanngiesser2020children,lexi,15,f,owner,gemena,8,f,non_owner,bonobo,pan,lexi_gemena,b4,1,3,b4_3,,simult,yes,both,f,2,1,3
kanngiesser2020children,lexi,15,f,owner,gemena,8,f,non_owner,bonobo,pan,lexi_gemena,b4,1,4,b4_4,,simult,yes,both,f,1,1,2
kanngiesser2020children,lexi,15,f,owner,gemena,8,f,non_owner,bonobo,pan,lexi_gemena,b4,2,1,b4_5,,delayed,yes,no,f,0,0,0
kanngiesser2020children,lexi,15,f,owner,gemena,8,f,non_owner,bonobo,pan,lexi_gemena,b4,2,2,b4_6,,delayed,yes,yes,f,2,2,4
kanngiesser2020children,lexi,15,f,owner,gemena,8,f,non_owner,bonobo,pan,lexi_gemena,b4,2,3,b4_7,,delayed,yes,no,f,0,0,0
kanngiesser2020children,lexi,15,f,owner,gemena,8,f,non_owner,bonobo,pan,lexi_gemena,b4,2,4,b4_8,,delayed,yes,yes,f,2,2,4
kanngiesser2020children,lexi,15,f,owner,gemena,8,f,non_owner,bonobo,pan,lexi_gemena,b4,3,1,b4_9,,simult,yes,both,f,2,0,2
kanngiesser2020children,lexi,15,f,owner,gemena,8,f,non_owner,bonobo,pan,lexi_gemena,b4,3,2,b4_10,,simult,yes,both,f,2,1,3
kanngiesser2020children,lexi,15,f,owner,gemena,8,f,non_owner,bonobo,pan,lexi_gemena,b4,3,3,b4_11,,simult,yes,both,f,2,0,2
kanngiesser2020children,lexi,15,f,owner,gemena,8,f,non_owner,bonobo,pan,lexi_gemena,b4,3,4,b4_12,,simult,yes,both,f,1,2,3
kanngiesser2020children,lexi,15,f,owner,gemena,8,f,non_owner,bonobo,pan,lexi_gemena,b4,4,1,b4_13,,delayed,yes,yes,f,2,2,4
kanngiesser2020children,lexi,15,f,owner,gemena,8,f,non_owner,bonobo,pan,lexi_gemena,b4,4,2,b4_14,,delayed,yes,no,f,0,0,0
kanngiesser2020children,lexi,15,f,owner,gemena,8,f,non_owner,bonobo,pan,lexi_gemena,b4,4,3,b4_15,,delayed,yes,yes,f,2,2,4
kanngiesser2020children,lexi,15,f,owner,gemena,8,f,non_owner,bonobo,pan,lexi_gemena,b4,4,4,b4_16,,delayed,yes,no,f,0,0,0
kanngiesser2020children,gemena,8,f,owner,lexi,15,f,non_owner,bonobo,pan,gemena_lexi,b4,1,1,b4_1,,simult,no,both,f,1,0,1
kanngiesser2020children,gemena,8,f,owner,lexi,15,f,non_owner,bonobo,pan,gemena_lexi,b4,1,2,b4_2,,simult,no,both,f,1,1,2
kanngiesser2020children,gemena,8,f,owner,lexi,15,f,non_owner,bonobo,pan,gemena_lexi,b4,1,3,b4_3,,simult,no,both,f,1,0,1
kanngiesser2020children,gemena,8,f,owner,lexi,15,f,non_owner,bonobo,pan,gemena_lexi,b4,1,4,b4_4,,simult,no,both,f,1,1,2
kanngiesser2020children,gemena,8,f,owner,lexi,15,f,non_owner,bonobo,pan,gemena_lexi,b4,2,1,b4_5,,delayed,no,yes,f,2,2,4
kanngiesser2020children,gemena,8,f,owner,lexi,15,f,non_owner,bonobo,pan,gemena_lexi,b4,2,2,b4_6,,delayed,no,no,f,0,0,0
kanngiesser2020children,gemena,8,f,owner,lexi,15,f,non_owner,bonobo,pan,gemena_lexi,b4,2,3,b4_7,,delayed,no,yes,f,2,2,4
kanngiesser2020children,gemena,8,f,owner,lexi,15,f,non_owner,bonobo,pan,gemena_lexi,b4,2,4,b4_8,,delayed,no,no,f,0,0,0
kanngiesser2020children,gemena,8,f,owner,lexi,15,f,non_owner,bonobo,pan,gemena_lexi,b4,3,1,b4_9,,simult,no,both,f,2,0,2
kanngiesser2020children,gemena,8,f,owner,lexi,15,f,non_owner,bonobo,pan,gemena_lexi,b4,3,2,b4_10,,simult,no,both,f,1,0,1
kanngiesser2020children,gemena,8,f,owner,lexi,15,f,non_owner,bonobo,pan,gemena_lexi,b4,3,3,b4_11,,simult,no,both,f,2,0,2
kanngiesser2020children,gemena,8,f,owner,lexi,15,f,non_owner,bonobo,pan,gemena_lexi,b4,3,4,b4_12,,simult,no,both,f,0,1,1
kanngiesser2020children,gemena,8,f,owner,lexi,15,f,non_owner,bonobo,pan,gemena_lexi,b4,4,1,b4_13,,delayed,no,no,f,0,0,0
kanngiesser2020children,gemena,8,f,owner,lexi,15,f,non_owner,bonobo,pan,gemena_lexi,b4,4,2,b4_14,,delayed,no,yes,f,2,2,4
kanngiesser2020children,gemena,8,f,owner,lexi,15,f,non_owner,bonobo,pan,gemena_lexi,b4,4,3,b4_15,,delayed,no,no,f,0,0,0
kanngiesser2020children,gemena,8,f,owner,lexi,15,f,non_owner,bonobo,pan,gemena_lexi,b4,4,4,b4_16,,delayed,no,yes,f,2,2,4
kanngiesser2020children,fimi,6,f,owner,kuno,17,m,non_owner,bonobo,pan,fimi_kuno,b5,1,1,b5_1,,simult,no,both,f,1,2,3
kanngiesser2020children,fimi,6,f,owner,kuno,17,m,non_owner,bonobo,pan,fimi_kuno,b5,1,2,b5_2,,simult,no,both,f,1,0,1
kanngiesser2020children,fimi,6,f,owner,kuno,17,m,non_owner,bonobo,pan,fimi_kuno,b5,1,3,b5_3,,simult,no,both,f,0,2,2
kanngiesser2020children,fimi,6,f,owner,kuno,17,m,non_owner,bonobo,pan,fimi_kuno,b5,1,4,b5_4,,simult,no,both,f,1,2,3
kanngiesser2020children,fimi,6,f,owner,kuno,17,m,non_owner,bonobo,pan,fimi_kuno,b5,2,1,b5_5,,delayed,no,yes,f,2,2,4
kanngiesser2020children,fimi,6,f,owner,kuno,17,m,non_owner,bonobo,pan,fimi_kuno,b5,2,2,b5_6,,delayed,no,no,f,0,0,0
kanngiesser2020children,fimi,6,f,owner,kuno,17,m,non_owner,bonobo,pan,fimi_kuno,b5,2,3,b5_7,,delayed,no,yes,f,2,2,4
kanngiesser2020children,fimi,6,f,owner,kuno,17,m,non_owner,bonobo,pan,fimi_kuno,b5,2,4,b5_8,,delayed,no,no,f,0,0,0
kanngiesser2020children,fimi,6,f,owner,kuno,17,m,non_owner,bonobo,pan,fimi_kuno,b5,3,1,b5_9,,delayed,no,no,f,0,0,0
kanngiesser2020children,fimi,6,f,owner,kuno,17,m,non_owner,bonobo,pan,fimi_kuno,b5,3,2,b5_10,,delayed,no,yes,f,2,2,4
kanngiesser2020children,fimi,6,f,owner,kuno,17,m,non_owner,bonobo,pan,fimi_kuno,b5,3,3,b5_11,,delayed,no,no,f,0,0,0
kanngiesser2020children,fimi,6,f,owner,kuno,17,m,non_owner,bonobo,pan,fimi_kuno,b5,3,4,b5_12,,delayed,no,yes,f,2,2,4
kanngiesser2020children,fimi,6,f,owner,kuno,17,m,non_owner,bonobo,pan,fimi_kuno,b5,4,1,b5_13,,simult,no,both,f,1,2,3
kanngiesser2020children,fimi,6,f,owner,kuno,17,m,non_owner,bonobo,pan,fimi_kuno,b5,4,2,b5_14,,simult,no,both,f,0,2,2
kanngiesser2020children,fimi,6,f,owner,kuno,17,m,non_owner,bonobo,pan,fimi_kuno,b5,4,3,b5_15,,simult,no,both,f,1,1,2
kanngiesser2020children,fimi,6,f,owner,kuno,17,m,non_owner,bonobo,pan,fimi_kuno,b5,4,4,b5_16,,simult,no,both,f,1,1,2
kanngiesser2020children,kuno,17,m,owner,fimi,6,f,non_owner,bonobo,pan,kuno_fimi,b5,1,1,b5_1,,simult,yes,both,m,0,1,1
kanngiesser2020children,kuno,17,m,owner,fimi,6,f,non_owner,bonobo,pan,kuno_fimi,b5,1,2,b5_2,,simult,yes,both,m,2,1,3
kanngiesser2020children,kuno,17,m,owner,fimi,6,f,non_owner,bonobo,pan,kuno_fimi,b5,1,3,b5_3,,simult,yes,both,m,0,2,2
kanngiesser2020children,kuno,17,m,owner,fimi,6,f,non_owner,bonobo,pan,kuno_fimi,b5,1,4,b5_4,,simult,yes,both,m,0,1,1
kanngiesser2020children,kuno,17,m,owner,fimi,6,f,non_owner,bonobo,pan,kuno_fimi,b5,2,1,b5_5,,delayed,yes,no,m,0,0,0
kanngiesser2020children,kuno,17,m,owner,fimi,6,f,non_owner,bonobo,pan,kuno_fimi,b5,2,2,b5_6,,delayed,yes,yes,m,2,2,4
kanngiesser2020children,kuno,17,m,owner,fimi,6,f,non_owner,bonobo,pan,kuno_fimi,b5,2,3,b5_7,,delayed,yes,no,m,0,0,0
kanngiesser2020children,kuno,17,m,owner,fimi,6,f,non_owner,bonobo,pan,kuno_fimi,b5,2,4,b5_8,,delayed,yes,yes,m,2,2,4
kanngiesser2020children,kuno,17,m,owner,fimi,6,f,non_owner,bonobo,pan,kuno_fimi,b5,3,1,b5_9,,delayed,yes,yes,m,2,2,4
kanngiesser2020children,kuno,17,m,owner,fimi,6,f,non_owner,bonobo,pan,kuno_fimi,b5,3,2,b5_10,,delayed,yes,no,m,0,0,0
kanngiesser2020children,kuno,17,m,owner,fimi,6,f,non_owner,bonobo,pan,kuno_fimi,b5,3,3,b5_11,,delayed,yes,yes,m,2,2,4
kanngiesser2020children,kuno,17,m,owner,fimi,6,f,non_owner,bonobo,pan,kuno_fimi,b5,3,4,b5_12,,delayed,yes,no,m,0,0,0
kanngiesser2020children,kuno,17,m,owner,fimi,6,f,non_owner,bonobo,pan,kuno_fimi,b5,4,1,b5_13,,simult,yes,both,m,0,1,1
kanngiesser2020children,kuno,17,m,owner,fimi,6,f,non_owner,bonobo,pan,kuno_fimi,b5,4,2,b5_14,,simult,yes,both,m,0,2,2
kanngiesser2020children,kuno,17,m,owner,fimi,6,f,non_owner,bonobo,pan,kuno_fimi,b5,4,3,b5_15,,simult,yes,both,m,1,1,2
kanngiesser2020children,kuno,17,m,owner,fimi,6,f,non_owner,bonobo,pan,kuno_fimi,b5,4,4,b5_16,,simult,yes,both,m,1,1,2
kanngiesser2020children,yasa,17,f,owner,gemena,8,f,non_owner,bonobo,pan,yasa_gemena,b6,1,1,b6_1,,simult,yes,both,f,1,1,2
kanngiesser2020children,yasa,17,f,owner,gemena,8,f,non_owner,bonobo,pan,yasa_gemena,b6,1,2,b6_2,,simult,yes,both,f,1,1,2
kanngiesser2020children,yasa,17,f,owner,gemena,8,f,non_owner,bonobo,pan,yasa_gemena,b6,1,3,b6_3,,simult,yes,both,f,1,1,2
kanngiesser2020children,yasa,17,f,owner,gemena,8,f,non_owner,bonobo,pan,yasa_gemena,b6,1,4,b6_4,,simult,yes,both,f,0,2,2
kanngiesser2020children,yasa,17,f,owner,gemena,8,f,non_owner,bonobo,pan,yasa_gemena,b6,2,1,b6_5,,delayed,yes,no,f,0,0,0
kanngiesser2020children,yasa,17,f,owner,gemena,8,f,non_owner,bonobo,pan,yasa_gemena,b6,2,2,b6_6,,delayed,yes,yes,f,2,2,4
kanngiesser2020children,yasa,17,f,owner,gemena,8,f,non_owner,bonobo,pan,yasa_gemena,b6,2,3,b6_7,,delayed,yes,no,f,0,1,1
kanngiesser2020children,yasa,17,f,owner,gemena,8,f,non_owner,bonobo,pan,yasa_gemena,b6,2,4,b6_8,,delayed,yes,yes,f,2,2,4
kanngiesser2020children,yasa,17,f,owner,gemena,8,f,non_owner,bonobo,pan,yasa_gemena,b6,3,1,b6_9,,delayed,yes,yes,f,2,2,4
kanngiesser2020children,yasa,17,f,owner,gemena,8,f,non_owner,bonobo,pan,yasa_gemena,b6,3,2,b6_10,,delayed,yes,no,f,2,0,2
kanngiesser2020children,yasa,17,f,owner,gemena,8,f,non_owner,bonobo,pan,yasa_gemena,b6,3,3,b6_11,,delayed,yes,yes,f,1,2,3
kanngiesser2020children,yasa,17,f,owner,gemena,8,f,non_owner,bonobo,pan,yasa_gemena,b6,3,4,b6_12,,delayed,yes,no,f,0,0,0
kanngiesser2020children,yasa,17,f,owner,gemena,8,f,non_owner,bonobo,pan,yasa_gemena,b6,4,1,b6_13,,simult,yes,both,f,0,1,1
kanngiesser2020children,yasa,17,f,owner,gemena,8,f,non_owner,bonobo,pan,yasa_gemena,b6,4,2,b6_14,,simult,yes,both,f,0,2,2
kanngiesser2020children,yasa,17,f,owner,gemena,8,f,non_owner,bonobo,pan,yasa_gemena,b6,4,3,b6_15,,simult,yes,both,f,0,2,2
kanngiesser2020children,yasa,17,f,owner,gemena,8,f,non_owner,bonobo,pan,yasa_gemena,b6,4,4,b6_16,,simult,yes,both,f,1,2,3
kanngiesser2020children,gemena,8,f,owner,yasa,17,f,non_owner,bonobo,pan,gemena_yasa,b6,1,1,b6_1,,simult,no,both,f,1,1,2
kanngiesser2020children,gemena,8,f,owner,yasa,17,f,non_owner,bonobo,pan,gemena_yasa,b6,1,2,b6_2,,simult,no,both,f,1,1,2
kanngiesser2020children,gemena,8,f,owner,yasa,17,f,non_owner,bonobo,pan,gemena_yasa,b6,1,3,b6_3,,simult,no,both,f,1,1,2
kanngiesser2020children,gemena,8,f,owner,yasa,17,f,non_owner,bonobo,pan,gemena_yasa,b6,1,4,b6_4,,simult,no,both,f,0,2,2
kanngiesser2020children,gemena,8,f,owner,yasa,17,f,non_owner,bonobo,pan,gemena_yasa,b6,2,1,b6_5,,delayed,no,yes,f,2,2,4
kanngiesser2020children,gemena,8,f,owner,yasa,17,f,non_owner,bonobo,pan,gemena_yasa,b6,2,2,b6_6,,delayed,no,no,f,0,0,0
kanngiesser2020children,gemena,8,f,owner,yasa,17,f,non_owner,bonobo,pan,gemena_yasa,b6,2,3,b6_7,,delayed,no,yes,f,1,2,3
kanngiesser2020children,gemena,8,f,owner,yasa,17,f,non_owner,bonobo,pan,gemena_yasa,b6,2,4,b6_8,,delayed,no,no,f,0,0,0
kanngiesser2020children,gemena,8,f,owner,yasa,17,f,non_owner,bonobo,pan,gemena_yasa,b6,3,1,b6_9,,delayed,no,no,f,0,0,0
kanngiesser2020children,gemena,8,f,owner,yasa,17,f,non_owner,bonobo,pan,gemena_yasa,b6,3,2,b6_10,,delayed,no,yes,f,2,0,2
kanngiesser2020children,gemena,8,f,owner,yasa,17,f,non_owner,bonobo,pan,gemena_yasa,b6,3,3,b6_11,,delayed,no,no,f,0,1,1
kanngiesser2020children,gemena,8,f,owner,yasa,17,f,non_owner,bonobo,pan,gemena_yasa,b6,3,4,b6_12,,delayed,no,yes,f,2,2,4
kanngiesser2020children,gemena,8,f,owner,yasa,17,f,non_owner,bonobo,pan,gemena_yasa,b6,4,1,b6_13,,simult,no,both,f,1,2,3
kanngiesser2020children,gemena,8,f,owner,yasa,17,f,non_owner,bonobo,pan,gemena_yasa,b6,4,2,b6_14,,simult,no,both,f,0,2,2
kanngiesser2020children,gemena,8,f,owner,yasa,17,f,non_owner,bonobo,pan,gemena_yasa,b6,4,3,b6_15,,simult,no,both,f,0,2,2
kanngiesser2020children,gemena,8,f,owner,yasa,17,f,non_owner,bonobo,pan,gemena_yasa,b6,4,4,b6_16,,simult,no,both,f,0,1,1
