study_id,year,month,day,participant,age_original,age_in_years,sex,species,session,trial,condition,drop_out,group_original,success,rake_attempt,rake_hesitation,rake_toolate,tool_takenby,mouth_beforeattempt,mouth_beforesuccess,eaten_first,grissini_pref
ebel2021prior,2017,2,22,kibara,13,13.0,f,gorilla,3,4,grissini&block,false,grissini_pieces,0,0,0,0,hand,no,yes,,31.0
ebel2021prior,2017,2,22,kibara,13,13.0,f,gorilla,3,5,stick&grapes,false,grissini_pieces,1,0,0,0,hand,no,yes,,31.0
ebel2021prior,2017,2,22,kibara,13,13.0,f,gorilla,3,6,stick&grapes,false,grissini_pieces,1,0,0,0,hand,no,yes,,31.0
ebel2021prior,2016,12,16,kofi,11,11.0,m,chimpanzee,1,1,experimental,false,grissini_pieces,0,0,0,0,hand,,,,14.0
ebel2021prior,2016,12,16,kofi,11,11.0,m,chimpanzee,1,2,experimental,false,grissini_pieces,0,0,0,0,mouth,,,,14.0
ebel2021prior,2016,12,16,kofi,11,11.0,m,chimpanzee,1,3,experimental,false,grissini_pieces,0,0,0,0,hand,,,,14.0
ebel2021prior,2016,12,19,kofi,11,11.0,m,chimpanzee,2,1,experimental,false,grissini_pieces,0,0,0,0,hand,,,,14.0
ebel2021prior,2016,12,19,kofi,11,11.0,m,chimpanzee,2,2,experimental,false,grissini_pieces,0,0,0,0,hand,,,,14.0
ebel2021prior,2016,12,19,kofi,11,11.0,m,chimpanzee,2,3,experimental,false,grissini_pieces,0,0,0,0,hand,,,,14.0
ebel2021prior,2016,12,20,kofi,11,11.0,m,chimpanzee,3,1,stick&grapes,false,grissini_pieces,1,0,0,0,hand,yes,yes,,14.0
ebel2021prior,2016,12,20,kofi,11,11.0,m,chimpanzee,3,2,grissini&block,false,grissini_pieces,1,0,0,0,hand,,,,14.0
ebel2021prior,2016,12,20,kofi,11,11.0,m,chimpanzee,3,3,stick&grapes,false,grissini_pieces,1,0,0,0,hand,no,yes,,14.0
ebel2021prior,2016,12,20,kofi,11,11.0,m,chimpanzee,3,4,stick&grapes,false,grissini_pieces,1,0,0,0,hand,no,yes,,14.0
ebel2021prior,2016,12,20,kofi,11,11.0,m,chimpanzee,3,5,grissini&block,false,grissini_pieces,1,0,0,0,hand,,,,14.0
ebel2021prior,2016,12,20,kofi,11,11.0,m,chimpanzee,3,6,grissini&block,false,grissini_pieces,1,0,0,0,hand,,,,14.0
ebel2021prior,2017,2,18,kumili,13,13.0,f,gorilla,1,1,experimental,false,none,1,0,0,0,hand,no,no,grapes,0.0
ebel2021prior,2017,2,18,kumili,13,13.0,f,gorilla,1,2,experimental,false,none,1,0,0,0,hand,no,no,grapes,0.0
ebel2021prior,2017,2,18,kumili,13,13.0,f,gorilla,1,3,experimental,false,none,1,0,0,0,hand,no,no,grapes,0.0
ebel2021prior,2017,2,19,kumili,13,13.0,f,gorilla,2,1,experimental,false,none,1,0,0,0,hand,no,no,grapes,0.0
ebel2021prior,2017,2,19,kumili,13,13.0,f,gorilla,2,2,experimental,false,none,1,0,0,0,hand,no,no,grapes,0.0
ebel2021prior,2017,2,19,kumili,13,13.0,f,gorilla,2,3,experimental,false,none,1,0,0,0,hand,no,no,grapes,0.0
ebel2021prior,2017,2,20,kumili,13,13.0,f,gorilla,3,1,grissini&block,false,none,1,0,0,1,hand,,,,0.0
ebel2021prior,2017,2,20,kumili,13,13.0,f,gorilla,3,2,stick&grapes,false,none,1,0,0,0,hand,no,no,,0.0
ebel2021prior,2017,2,20,kumili,13,13.0,f,gorilla,3,3,grissini&block,false,none,1,0,0,0,hand,,,,0.0
ebel2021prior,2017,2,20,kumili,13,13.0,f,gorilla,3,4,stick&grapes,false,none,1,0,0,0,hand,no,no,,0.0
ebel2021prior,2017,2,20,kumili,13,13.0,f,gorilla,3,5,stick&grapes,false,none,1,0,0,0,hand,no,no,,0.0
ebel2021prior,2017,2,20,kumili,13,13.0,f,gorilla,3,6,grissini&block,false,none,1,0,0,0,hand,,,,0.0
ebel2021prior,2016,11,12,kuno,19,19.0,m,bonobo,1,1,experimental,false,none,1,0,0,0,mouth,yes,yes,grapes,12.0
ebel2021prior,2016,11,12,kuno,19,19.0,m,bonobo,1,2,experimental,false,none,0,0,1,0,mouth,,,,12.0
ebel2021prior,2016,11,12,kuno,19,19.0,m,bonobo,1,3,experimental,false,none,0,0,0,0,mouth,,,,12.0
ebel2021prior,2016,11,13,kuno,19,19.0,m,bonobo,2,1,experimental,false,none,0,1,0,0,mouth,yes,,,12.0
ebel2021prior,2016,11,13,kuno,19,19.0,m,bonobo,2,2,experimental,false,none,1,0,0,0,mouth,yes,yes,grissinieatenbefore,12.0
ebel2021prior,2016,11,13,kuno,19,19.0,m,bonobo,2,3,experimental,false,none,1,0,0,0,mouth,yes,yes,grapes,12.0
ebel2021prior,2016,11,14,kuno,19,19.0,m,bonobo,3,1,stick&grapes,false,none,1,0,0,0,mouth,yes,yes,,12.0
ebel2021prior,2016,11,14,kuno,19,19.0,m,bonobo,3,2,stick&grapes,false,none,1,0,0,0,mouth,yes,yes,,12.0
ebel2021prior,2016,11,14,kuno,19,19.0,m,bonobo,3,3,grissini&block,false,none,1,0,1,0,mouth,,,,12.0
ebel2021prior,2016,11,14,kuno,19,19.0,m,bonobo,3,4,stick&grapes,false,none,1,0,0,0,mouth,yes,yes,,12.0
ebel2021prior,2016,11,14,kuno,19,19.0,m,bonobo,3,5,grissini&block,false,none,1,0,0,0,mouth,,,,12.0
ebel2021prior,2016,11,14,kuno,19,19.0,m,bonobo,3,6,grissini&block,false,none,1,0,0,0,mouth,,,,12.0
ebel2021prior,2016,11,14,lexi,17,17.0,f,bonobo,1,1,experimental,false,grissini_sticks,0,0,1,0,hand,,,,27.0
ebel2021prior,2016,11,14,lexi,17,17.0,f,bonobo,1,2,experimental,false,grissini_sticks,0,0,0,0,hand,,,,27.0
ebel2021prior,2016,11,14,lexi,17,17.0,f,bonobo,1,3,experimental,false,grissini_sticks,0,0,0,0,hand,,,,27.0
ebel2021prior,2016,11,15,lexi,17,17.0,f,bonobo,2,1,experimental,false,grissini_sticks,0,0,0,0,hand,,,,27.0
ebel2021prior,2016,11,15,lexi,17,17.0,f,bonobo,2,2,experimental,false,grissini_sticks,0,0,0,0,hand,,,,27.0
ebel2021prior,2016,11,15,lexi,17,17.0,f,bonobo,2,3,experimental,false,grissini_sticks,0,0,0,0,hand,,,,27.0
ebel2021prior,2016,11,16,lexi,17,17.0,f,bonobo,3,1,grissini&block,false,grissini_sticks,1,0,0,0,hand,,,,27.0
ebel2021prior,2016,11,16,lexi,17,17.0,f,bonobo,3,2,stick&grapes,false,grissini_sticks,1,0,0,0,hand,yes,yes,,27.0
ebel2021prior,2016,11,16,lexi,17,17.0,f,bonobo,3,3,grissini&block,false,grissini_sticks,1,0,0,0,hand,,,,27.0
ebel2021prior,2016,11,16,lexi,17,17.0,f,bonobo,3,4,stick&grapes,false,grissini_sticks,1,0,0,0,hand,no,yes,,27.0
ebel2021prior,2016,11,16,lexi,17,17.0,f,bonobo,3,5,grissini&block,false,grissini_sticks,1,0,0,0,hand,,,,27.0
ebel2021prior,2016,11,16,lexi,17,17.0,f,bonobo,3,6,stick&grapes,false,grissini_sticks,1,0,0,0,hand,no,yes,,27.0
ebel2021prior,2016,12,19,lobo,12,12.0,m,chimpanzee,1,1,experimental,false,grissini_sticks,0,0,0,0,mouth,,,,15.0
ebel2021prior,2016,12,19,lobo,12,12.0,m,chimpanzee,1,2,experimental,false,grissini_sticks,0,0,0,0,mouth,,,,15.0
ebel2021prior,2016,12,19,lobo,12,12.0,m,chimpanzee,1,3,experimental,false,grissini_sticks,0,1,0,0,hand,yes,,,15.0
ebel2021prior,2016,12,20,lobo,12,12.0,m,chimpanzee,2,1,experimental,false,grissini_sticks,0,1,0,0,mouth,yes,,,15.0
ebel2021prior,2016,12,20,lobo,12,12.0,m,chimpanzee,2,2,experimental,false,grissini_sticks,1,0,0,0,mouth,yes,yes,grissinieatenbefore,15.0
ebel2021prior,2016,12,20,lobo,12,12.0,m,chimpanzee,2,3,experimental,false,grissini_sticks,0,1,0,0,mouth,yes,,,15.0
ebel2021prior,2016,12,21,lobo,12,12.0,m,chimpanzee,3,1,grissini&block,false,grissini_sticks,1,0,0,0,mouth,,,,15.0
ebel2021prior,2016,12,21,lobo,12,12.0,m,chimpanzee,3,2,grissini&block,false,grissini_sticks,1,0,0,0,mouth,,,,15.0
ebel2021prior,2016,12,21,lobo,12,12.0,m,chimpanzee,3,3,stick&grapes,false,grissini_sticks,1,0,0,0,mouth,yes,yes,,15.0
ebel2021prior,2016,12,21,lobo,12,12.0,m,chimpanzee,3,4,grissini&block,false,grissini_sticks,1,0,0,0,mouth,,,,15.0
ebel2021prior,2016,12,21,lobo,12,12.0,m,chimpanzee,3,5,stick&grapes,false,grissini_sticks,1,0,0,0,mouth,yes,yes,,15.0
ebel2021prior,2016,12,21,lobo,12,12.0,m,chimpanzee,3,6,stick&grapes,false,grissini_sticks,1,0,0,0,mouth,no,yes,,15.0
ebel2021prior,2016,12,16,lome,15,15.0,m,chimpanzee,1,1,experimental,false,none,0,1,0,0,hand,yes,,,17.0
ebel2021prior,2016,12,16,lome,15,15.0,m,chimpanzee,1,2,experimental,false,none,0,0,0,1,hand,,,,17.0
ebel2021prior,2016,12,16,lome,15,15.0,m,chimpanzee,1,3,experimental,false,none,0,0,0,0,mouth,,,,17.0
ebel2021prior,2016,12,19,lome,15,15.0,m,chimpanzee,2,1,experimental,false,none,0,1,0,0,mouth ,yes,,,17.0
ebel2021prior,2016,12,19,lome,15,15.0,m,chimpanzee,2,2,experimental,false,none,1,0,0,0,hand,yes,yes,grissinieatenbefore,17.0
ebel2021prior,2016,12,19,lome,15,15.0,m,chimpanzee,2,3,experimental,false,none,1,0,0,0,hand,yes,yes,grapes,17.0
ebel2021prior,2016,12,20,lome,15,15.0,m,chimpanzee,3,1,grissini&block,false,none,1,0,0,0,hand,,,,17.0
ebel2021prior,2016,12,20,lome,15,15.0,m,chimpanzee,3,2,stick&grapes,false,none,1,0,0,0,hand,yes,yes,,17.0
ebel2021prior,2016,12,20,lome,15,15.0,m,chimpanzee,3,3,grissini&block,false,none,1,0,0,0,hand,,,,17.0
ebel2021prior,2016,12,20,lome,15,15.0,m,chimpanzee,3,4,grissini&block,false,none,1,0,0,0,hand,,,,17.0
ebel2021prior,2016,12,20,lome,15,15.0,m,chimpanzee,3,5,stick&grapes,false,none,1,0,0,0,mouth,yes,yes,,17.0
ebel2021prior,2016,12,20,lome,15,15.0,m,chimpanzee,3,6,stick&grapes,false,none,1,0,0,0,hand,yes,yes,,17.0
ebel2021prior,2016,11,19,luiza,11,11.0,f,bonobo,1,1,experimental,false,grissini_pieces,1,0,0,0,hand,no,no,grapes,32.0
ebel2021prior,2016,11,19,luiza,11,11.0,f,bonobo,1,2,experimental,false,grissini_pieces,0,1,0,0,hand,yes,,,32.0
ebel2021prior,2016,11,19,luiza,11,11.0,f,bonobo,1,3,experimental,false,grissini_pieces,1,0,0,0,hand,no,yes,grapes,32.0
ebel2021prior,2016,11,20,luiza,11,11.0,f,bonobo,2,1,experimental,false,grissini_pieces,1,0,0,0,hand,no,no,grapes,32.0
ebel2021prior,2016,11,20,luiza,11,11.0,f,bonobo,2,2,experimental,false,grissini_pieces,1,0,0,0,hand,no,yes,grapes,32.0
ebel2021prior,2016,11,20,luiza,11,11.0,f,bonobo,2,3,experimental,false,grissini_pieces,1,0,0,0,hand,no,no,grapes,32.0
ebel2021prior,2016,11,20,luiza,11,11.0,f,bonobo,3,1,grissini&block,false,grissini_pieces,0,0,0,0,hand,no,,,32.0
ebel2021prior,2016,11,20,luiza,11,11.0,f,bonobo,3,2,stick&grapes,false,grissini_pieces,1,0,0,0,hand,no,no,,32.0
ebel2021prior,2016,11,20,luiza,11,11.0,f,bonobo,3,3,stick&grapes,false,grissini_pieces,1,0,0,0,hand,no,no,,32.0
ebel2021prior,2016,11,20,luiza,11,11.0,f,bonobo,3,4,grissini&block,false,grissini_pieces,0,0,0,0,hand,no,,,32.0
ebel2021prior,2016,11,20,luiza,11,11.0,f,bonobo,3,5,stick&grapes,false,grissini_pieces,1,0,0,0,hand,no,no,,32.0
ebel2021prior,2016,11,20,luiza,11,11.0,f,bonobo,3,6,grissini&block,false,grissini_pieces,1,0,0,0,hand,,,,32.0
ebel2021prior,2016,12,30,natascha,36,36.0,f,chimpanzee,1,1,experimental,false,grissini_pieces,0,0,0,0,hand,,,,10.0
ebel2021prior,2016,12,30,natascha,36,36.0,f,chimpanzee,1,2,experimental,false,grissini_pieces,0,0,0,0,hand,,,,10.0
ebel2021prior,2016,12,30,natascha,36,36.0,f,chimpanzee,1,3,experimental,false,grissini_pieces,0,0,0,0,hand,,,,10.0
ebel2021prior,2017,1,2,natascha,36,36.0,f,chimpanzee,2,1,experimental,false,grissini_pieces,0,0,0,0,hand,,,,10.0
ebel2021prior,2017,1,2,natascha,36,36.0,f,chimpanzee,2,2,experimental,false,grissini_pieces,0,0,0,0,hand,,,,10.0
ebel2021prior,2017,1,2,natascha,36,36.0,f,chimpanzee,2,3,experimental,false,grissini_pieces,0,0,0,0,hand,,,,10.0
ebel2021prior,2017,1,3,natascha,36,36.0,f,chimpanzee,3,1,grissini&block,false,grissini_pieces,1,0,0,0,hand,,,,10.0
ebel2021prior,2017,1,3,natascha,36,36.0,f,chimpanzee,3,2,stick&grapes,false,grissini_pieces,1,0,0,0,hand,yes,yes,,10.0
ebel2021prior,2017,1,3,natascha,36,36.0,f,chimpanzee,3,3,grissini&block,false,grissini_pieces,1,0,0,0,hand,,,,10.0
ebel2021prior,2017,1,3,natascha,36,36.0,f,chimpanzee,3,4,grissini&block,false,grissini_pieces,1,0,0,0,hand,,,,10.0
ebel2021prior,2017,1,3,natascha,36,36.0,f,chimpanzee,3,5,stick&grapes,false,grissini_pieces,1,0,0,0,hand,yes,yes,,10.0
ebel2021prior,2017,1,3,natascha,36,36.0,f,chimpanzee,3,6,stick&grapes,false,grissini_pieces,0,1,0,0,hand,yes,,,10.0
ebel2021prior,2017,2,13,padana,19,19.0,f,orangutan,1,1,experimental,false,none,1,0,0,0,hand,yes,yes,grapes,31.0
ebel2021prior,2017,2,13,padana,19,19.0,f,orangutan,1,2,experimental,false,none,1,0,0,0,hand,no,no,grapes,31.0
ebel2021prior,2017,2,13,padana,19,19.0,f,orangutan,1,3,experimental,false,none,1,0,0,0,hand,no,no,grapes,31.0
ebel2021prior,2017,2,15,padana,19,19.0,f,orangutan,2,1,experimental,false,none,1,0,0,0,hand,yes,yes,grapes,31.0
ebel2021prior,2017,2,15,padana,19,19.0,f,orangutan,2,2,experimental,false,none,1,0,0,0,hand,no,no,grapes,31.0
ebel2021prior,2017,2,15,padana,19,19.0,f,orangutan,2,3,experimental,false,none,1,0,0,0,hand,no,no,grapes,31.0
ebel2021prior,2017,2,16,padana,19,19.0,f,orangutan,3,1,stick&grapes,false,none,1,0,0,0,hand,yes,yes,,31.0
ebel2021prior,2017,2,16,padana,19,19.0,f,orangutan,3,2,stick&grapes,false,none,1,0,0,0,hand,no,no,,31.0
ebel2021prior,2017,2,16,padana,19,19.0,f,orangutan,3,3,grissini&block,false,none,0,0,0,0,hand,no,no,,31.0
ebel2021prior,2017,2,16,padana,19,19.0,f,orangutan,3,4,grissini&block,false,none,0,0,0,0,hand,no,yes,,31.0
ebel2021prior,2017,2,16,padana,19,19.0,f,orangutan,3,5,stick&grapes,false,none,1,0,0,0,hand,no,no,,31.0
ebel2021prior,2017,2,16,padana,19,19.0,f,orangutan,3,6,grissini&block,false,none,1,0,0,0,hand,,,,31.0
ebel2021prior,2017,2,16,pini,28,28.0,f,orangutan,1,1,experimental,false,grissini_sticks,1,0,0,0,hand,no,no,grapes,0.0
ebel2021prior,2017,2,16,pini,28,28.0,f,orangutan,1,2,experimental,false,grissini_sticks,1,0,0,0,hand,no,no,grapes,0.0
ebel2021prior,2017,2,16,pini,28,28.0,f,orangutan,1,3,experimental,false,grissini_sticks,1,0,0,0,hand,no,no,grapes,0.0
ebel2021prior,2017,2,17,pini,28,28.0,f,orangutan,2,1,experimental,false,grissini_sticks,1,0,0,0,hand,no,no,grapes,0.0
ebel2021prior,2017,2,17,pini,28,28.0,f,orangutan,2,2,experimental,false,grissini_sticks,1,0,0,0,hand,no,no,grapes,0.0
ebel2021prior,2017,2,17,pini,28,28.0,f,orangutan,2,3,experimental,false,grissini_sticks,1,0,0,0,hand,no,no,grapes,0.0
ebel2021prior,2017,2,18,pini,28,28.0,f,orangutan,3,1,grissini&block,false,grissini_sticks,1,0,0,0,hand,,,,0.0
ebel2021prior,2017,2,18,pini,28,28.0,f,orangutan,3,2,stick&grapes,false,grissini_sticks,1,0,0,0,hand,yes,yes,,0.0
ebel2021prior,2017,2,18,pini,28,28.0,f,orangutan,3,3,stick&grapes,false,grissini_sticks,1,0,0,0,hand,no,no,,0.0
ebel2021prior,2017,2,18,pini,28,28.0,f,orangutan,3,4,grissini&block,false,grissini_sticks,1,0,0,0,hand,,,,0.0
ebel2021prior,2017,2,18,pini,28,28.0,f,orangutan,3,5,stick&grapes,false,grissini_sticks,1,0,0,0,hand,no,no,,0.0
ebel2021prior,2017,2,18,pini,28,28.0,f,orangutan,3,6,grissini&block,false,grissini_sticks,1,0,0,0,hand,,,,0.0
ebel2021prior,2016,12,30,riet,39,39.0,f,chimpanzee,1,1,experimental,false,grissini_sticks,0,0,0,0,mouth,,,,0.0
ebel2021prior,2016,12,30,riet,39,39.0,f,chimpanzee,1,2,experimental,false,grissini_sticks,0,0,0,0,hand,,,,0.0
ebel2021prior,2016,12,30,riet,39,39.0,f,chimpanzee,1,3,experimental,false,grissini_sticks,0,0,0,0,hand,,,,0.0
ebel2021prior,2017,1,2,riet,39,39.0,f,chimpanzee,2,1,experimental,false,grissini_sticks,0,0,0,1,hand,,,,0.0
ebel2021prior,2017,1,2,riet,39,39.0,f,chimpanzee,2,2,experimental,false,grissini_sticks,0,0,0,0,hand,,,,0.0
ebel2021prior,2017,1,2,riet,39,39.0,f,chimpanzee,2,3,experimental,false,grissini_sticks,0,0,0,0,hand,,,,0.0
ebel2021prior,2017,1,3,riet,39,39.0,f,chimpanzee,3,1,stick&grapes,false,grissini_sticks,1,0,0,0,mouth,yes,yes,,0.0
ebel2021prior,2017,1,3,riet,39,39.0,f,chimpanzee,3,2,grissini&block,false,grissini_sticks,1,0,0,0,hand,,,,0.0
ebel2021prior,2017,1,3,riet,39,39.0,f,chimpanzee,3,3,stick&grapes,false,grissini_sticks,1,0,0,0,hand,yes,yes,,0.0
ebel2021prior,2017,1,3,riet,39,39.0,f,chimpanzee,3,4,grissini&block,false,grissini_sticks,1,0,0,0,hand,,,,0.0
ebel2021prior,2017,1,3,riet,39,39.0,f,chimpanzee,3,5,grissini&block,false,grissini_sticks,1,0,0,0,hand,,,,0.0
ebel2021prior,2017,1,3,riet,39,39.0,f,chimpanzee,3,6,stick&grapes,false,grissini_sticks,1,0,0,0,hand,yes,yes,,0.0
ebel2021prior,2016,12,30,robert,41,41.0,m,chimpanzee,1,1,experimental,false,grissini_sticks,0,0,0,0,hand,,,,17.0
ebel2021prior,2016,12,30,robert,41,41.0,m,chimpanzee,1,2,experimental,false,grissini_sticks,0,0,0,0,hand,,,,17.0
ebel2021prior,2016,12,30,robert,41,41.0,m,chimpanzee,1,3,experimental,false,grissini_sticks,0,0,0,0,hand,,,,17.0
ebel2021prior,2017,1,2,robert,41,41.0,m,chimpanzee,2,1,experimental,false,grissini_sticks,0,0,0,0,mouth,,,,17.0
ebel2021prior,2017,1,2,robert,41,41.0,m,chimpanzee,2,2,experimental,false,grissini_sticks,0,0,0,0,mouth,,,,17.0
ebel2021prior,2017,1,2,robert,41,41.0,m,chimpanzee,2,3,experimental,false,grissini_sticks,0,0,0,0,mouth,,,,17.0
ebel2021prior,2017,1,3,robert,41,41.0,m,chimpanzee,3,1,grissini&block,false,grissini_sticks,1,0,0,0,hand,,,,17.0
ebel2021prior,2017,1,3,robert,41,41.0,m,chimpanzee,3,2,stick&grapes,false,grissini_sticks,1,0,0,0,mouth,yes,yes,,17.0
ebel2021prior,2017,1,3,robert,41,41.0,m,chimpanzee,3,3,grissini&block,false,grissini_sticks,1,0,0,0,mouth,,,,17.0
ebel2021prior,2017,1,3,robert,41,41.0,m,chimpanzee,3,4,stick&grapes,false,grissini_sticks,1,0,0,0,mouth,yes,yes,,17.0
ebel2021prior,2017,1,3,robert,41,41.0,m,chimpanzee,3,5,stick&grapes,false,grissini_sticks,1,0,0,0,mouth,,,,17.0
ebel2021prior,2017,1,3,robert,41,41.0,m,chimpanzee,3,6,grissini&block,false,grissini_sticks,1,0,0,0,hand,,,,17.0
ebel2021prior,2016,12,19,sandra,23,23.0,f,chimpanzee,1,1,experimental,false,grissini_pieces,0,0,0,1,mouth,,,,18.0
ebel2021prior,2016,12,19,sandra,23,23.0,f,chimpanzee,1,2,experimental,false,grissini_pieces,0,0,0,1,mouth,,,,18.0
ebel2021prior,2016,12,19,sandra,23,23.0,f,chimpanzee,1,3,experimental,false,grissini_pieces,0,0,0,0,mouth,,,,18.0
ebel2021prior,2016,12,20,sandra,23,23.0,f,chimpanzee,2,1,experimental,false,grissini_pieces,0,0,0,1,hand,,,,18.0
ebel2021prior,2016,12,20,sandra,23,23.0,f,chimpanzee,2,2,experimental,false,grissini_pieces,0,0,0,0,mouth,,,,18.0
ebel2021prior,2016,12,20,sandra,23,23.0,f,chimpanzee,2,3,experimental,false,grissini_pieces,0,0,0,0,hand,,,,18.0
ebel2021prior,2016,12,21,sandra,23,23.0,f,chimpanzee,3,1,grissini&block,false,grissini_pieces,1,0,0,0,hand,,,,18.0
ebel2021prior,2016,12,21,sandra,23,23.0,f,chimpanzee,3,2,stick&grapes,false,grissini_pieces,1,0,0,0,hand,yes,yes,,18.0
ebel2021prior,2016,12,21,sandra,23,23.0,f,chimpanzee,3,3,grissini&block,false,grissini_pieces,1,0,0,0,hand,,,,18.0
ebel2021prior,2016,12,21,sandra,23,23.0,f,chimpanzee,3,4,stick&grapes,false,grissini_pieces,1,0,0,0,hand,yes,yes,,18.0
ebel2021prior,2016,12,21,sandra,23,23.0,f,chimpanzee,3,5,stick&grapes,false,grissini_pieces,1,0,0,0,hand,no,no,,18.0
ebel2021prior,2016,12,21,sandra,23,23.0,f,chimpanzee,3,6,grissini&block,false,grissini_pieces,1,0,0,0,hand,,,,18.0
ebel2021prior,2017,2,17,suaq,7,7.0,m,orangutan,1,1,experimental,false,grissini_sticks,0,0,0,0,mouth,,,,6.0
ebel2021prior,2017,2,17,suaq,7,7.0,m,orangutan,1,2,experimental,false,grissini_sticks,0,0,0,0,mouth,,,,6.0
ebel2021prior,2017,2,17,suaq,7,7.0,m,orangutan,1,3,experimental,false,grissini_sticks,0,0,0,0,mouth,,,,6.0
ebel2021prior,2017,2,18,suaq,7,7.0,m,orangutan,2,1,experimental,false,grissini_sticks,0,0,0,0,mouth,,,,6.0
ebel2021prior,2017,2,18,suaq,7,7.0,m,orangutan,2,2,experimental,false,grissini_sticks,0,0,0,0,hand,,,,6.0
ebel2021prior,2017,2,18,suaq,7,7.0,m,orangutan,2,3,experimental,false,grissini_sticks,0,0,0,0,mouth,,,,6.0
ebel2021prior,2017,2,19,suaq,7,7.0,m,orangutan,3,1,stick&grapes,false,grissini_sticks,1,0,0,0,mouth,yes,yes,,6.0
ebel2021prior,2017,2,19,suaq,7,7.0,m,orangutan,3,2,stick&grapes,false,grissini_sticks,1,0,0,0,mouth,yes,yes,,6.0
ebel2021prior,2017,2,19,suaq,7,7.0,m,orangutan,3,3,grissini&block,false,grissini_sticks,1,0,0,0,mouth,,,,6.0
ebel2021prior,2017,2,19,suaq,7,7.0,m,orangutan,3,4,grissini&block,false,grissini_sticks,1,0,0,0,mouth,,,,6.0
ebel2021prior,2017,2,19,suaq,7,7.0,m,orangutan,3,5,stick&grapes,false,grissini_sticks,1,0,0,0,mouth,yes,yes,,6.0
ebel2021prior,2017,2,19,suaq,7,7.0,m,orangutan,3,6,grissini&block,false,grissini_sticks,1,0,0,0,mouth,,,,6.0
ebel2021prior,2016,12,30,swela,21,21.0,f,chimpanzee,1,1,experimental,false,grissini_sticks,0,0,0,0,mouth,,,,29.0
ebel2021prior,2016,12,30,swela,21,21.0,f,chimpanzee,1,2,experimental,false,grissini_sticks,0,0,0,0,hand,,,,29.0
ebel2021prior,2016,12,30,swela,21,21.0,f,chimpanzee,1,3,experimental,false,grissini_sticks,0,0,0,0,hand,,,,29.0
ebel2021prior,2017,1,2,swela,21,21.0,f,chimpanzee,2,1,experimental,false,grissini_sticks,0,0,0,0,hand,,,,29.0
ebel2021prior,2017,1,2,swela,21,21.0,f,chimpanzee,2,2,experimental,false,grissini_sticks,0,0,0,0,hand,,,,29.0
ebel2021prior,2017,1,2,swela,21,21.0,f,chimpanzee,2,3,experimental,false,grissini_sticks,0,0,0,0,hand,,,,29.0
ebel2021prior,2017,1,3,swela,21,21.0,f,chimpanzee,3,1,stick&grapes,false,grissini_sticks,1,0,0,0,hand,yes,yes,,29.0
ebel2021prior,2017,1,3,swela,21,21.0,f,chimpanzee,3,2,stick&grapes,false,grissini_sticks,1,0,0,0,hand,yes,yes,,29.0
ebel2021prior,2017,1,3,swela,21,21.0,f,chimpanzee,3,3,grissini&block,false,grissini_sticks,1,0,0,0,hand,,,,29.0
ebel2021prior,2017,1,3,swela,21,21.0,f,chimpanzee,3,4,stick&grapes,false,grissini_sticks,1,0,0,0,hand,yes,yes,,29.0
ebel2021prior,2017,1,3,swela,21,21.0,f,chimpanzee,3,5,grissini&block,false,grissini_sticks,1,0,0,0,hand,,,,29.0
ebel2021prior,2017,1,3,swela,21,21.0,f,chimpanzee,3,6,grissini&block,false,grissini_sticks,1,0,0,0,hand,,,,29.0
ebel2021prior,2016,12,19,tai,14,14.0,f,chimpanzee,1,1,experimental,false,grissini_sticks,1,0,0,0,hand,no,yes,grapes,17.0
ebel2021prior,2016,12,19,tai,14,14.0,f,chimpanzee,1,2,experimental,false,grissini_sticks,1,0,0,0,hand,no,yes,grissinieatenbefore,17.0
ebel2021prior,2016,12,19,tai,14,14.0,f,chimpanzee,1,3,experimental,false,grissini_sticks,1,0,0,0,hand,no,yes,grapes,17.0
ebel2021prior,2016,12,20,tai,14,14.0,f,chimpanzee,2,1,experimental,false,grissini_sticks,1,0,0,0,hand,yes,yes,grapes,17.0
ebel2021prior,2016,12,20,tai,14,14.0,f,chimpanzee,2,2,experimental,false,grissini_sticks,1,0,0,0,hand,no,yes,grapes,17.0
ebel2021prior,2016,12,20,tai,14,14.0,f,chimpanzee,2,3,experimental,false,grissini_sticks,1,0,0,0,hand,no,yes,grissinieatenbefore,17.0
ebel2021prior,2016,12,21,tai,14,14.0,f,chimpanzee,3,1,stick&grapes,false,grissini_sticks,1,0,0,0,hand,yes,yes,,17.0
ebel2021prior,2016,12,21,tai,14,14.0,f,chimpanzee,3,2,grissini&block,false,grissini_sticks,1,1,0,0,hand,no,,,17.0
ebel2021prior,2016,12,21,tai,14,14.0,f,chimpanzee,3,3,grissini&block,false,grissini_sticks,1,0,0,0,hand,,,,17.0
ebel2021prior,2016,12,21,tai,14,14.0,f,chimpanzee,3,4,stick&grapes,false,grissini_sticks,1,0,0,0,hand,yes,yes,,17.0
ebel2021prior,2016,12,21,tai,14,14.0,f,chimpanzee,3,5,grissini&block,false,grissini_sticks,1,0,0,0,hand,,,,17.0
ebel2021prior,2016,12,21,tai,14,14.0,f,chimpanzee,3,6,stick&grapes,false,grissini_sticks,1,0,0,0,hand,no,yes,,17.0
