study_id,experiment,experiment_name,year,month,day,participant,age_in_years,sex,species,trial,condition,behaviour,result
engelmann2012five,1,stealing,2010.0,9.0,21.0,lome,9.0,m,chimpanzee,0,refreshment_door_open,steal,no
engelmann2012five,1,stealing,2010.0,9.0,21.0,lome,9.0,m,chimpanzee,0,refreshment_door_closed,steal,yes
engelmann2012five,1,stealing,2010.0,9.0,21.0,lome,9.0,m,chimpanzee,1,unobserved,steal,yes
engelmann2012five,1,stealing,2010.0,9.0,21.0,lome,9.0,m,chimpanzee,2,unobserved,steal,yes
engelmann2012five,1,stealing,2010.0,9.0,21.0,lome,9.0,m,chimpanzee,3,unobserved,steal,no
engelmann2012five,1,stealing,2010.0,9.0,21.0,lome,9.0,m,chimpanzee,4,unobserved,steal,yes
engelmann2012five,1,stealing,2010.0,9.0,21.0,ulla,33.0,f,chimpanzee,0,refreshment_door_open,steal,no
engelmann2012five,1,stealing,2010.0,9.0,21.0,ulla,33.0,f,chimpanzee,0,refreshment_door_closed,steal,no
engelmann2012five,1,stealing,2010.0,9.0,21.0,ulla,33.0,f,chimpanzee,1,unobserved,steal,yes
engelmann2012five,1,stealing,2010.0,9.0,21.0,ulla,33.0,f,chimpanzee,2,unobserved,steal,no
engelmann2012five,1,stealing,2010.0,9.0,21.0,ulla,33.0,f,chimpanzee,3,unobserved,steal,no
engelmann2012five,1,stealing,2010.0,9.0,21.0,ulla,33.0,f,chimpanzee,4,unobserved,steal,no
engelmann2012five,1,stealing,2010.0,9.0,21.0,fraukje,34.0,f,chimpanzee,0,refreshment_door_open,steal,no
engelmann2012five,1,stealing,2010.0,9.0,21.0,fraukje,34.0,f,chimpanzee,0,refreshment_door_closed,steal,no
engelmann2012five,1,stealing,2010.0,9.0,21.0,fraukje,34.0,f,chimpanzee,1,unobserved,steal,no
engelmann2012five,1,stealing,2010.0,9.0,21.0,fraukje,34.0,f,chimpanzee,2,unobserved,steal,no
engelmann2012five,1,stealing,2010.0,9.0,21.0,fraukje,34.0,f,chimpanzee,3,unobserved,steal,no
engelmann2012five,1,stealing,2010.0,9.0,21.0,fraukje,34.0,f,chimpanzee,4,unobserved,steal,no
engelmann2012five,1,stealing,2010.0,9.0,22.0,lome,9.0,m,chimpanzee,0,refreshment_door_open,steal,no
engelmann2012five,1,stealing,2010.0,9.0,22.0,lome,9.0,m,chimpanzee,0,refreshment_door_closed,steal,no
engelmann2012five,1,stealing,2010.0,9.0,22.0,lome,9.0,m,chimpanzee,1,observed,steal,no
engelmann2012five,1,stealing,2010.0,9.0,22.0,lome,9.0,m,chimpanzee,2,observed,steal,yes
engelmann2012five,1,stealing,2010.0,9.0,22.0,lome,9.0,m,chimpanzee,3,observed,steal,yes
engelmann2012five,1,stealing,2010.0,9.0,22.0,lome,9.0,m,chimpanzee,4,observed,steal,yes
engelmann2012five,1,stealing,2010.0,9.0,22.0,fraukje,34.0,f,chimpanzee,0,refreshment_door_open,steal,no
engelmann2012five,1,stealing,2010.0,9.0,22.0,fraukje,34.0,f,chimpanzee,0,refreshment_door_closed,steal,no
engelmann2012five,1,stealing,2010.0,9.0,22.0,fraukje,34.0,f,chimpanzee,1,observed,steal,no
engelmann2012five,1,stealing,2010.0,9.0,22.0,fraukje,34.0,f,chimpanzee,2,observed,steal,no
engelmann2012five,1,stealing,2010.0,9.0,22.0,fraukje,34.0,f,chimpanzee,3,observed,steal,no
engelmann2012five,1,stealing,2010.0,9.0,22.0,fraukje,34.0,f,chimpanzee,4,observed,steal,no
engelmann2012five,1,stealing,2010.0,9.0,22.0,ulla,33.0,f,chimpanzee,0,refreshment_door_open,steal,no
engelmann2012five,1,stealing,2010.0,9.0,22.0,ulla,33.0,f,chimpanzee,0,refreshment_door_closed,steal,no
engelmann2012five,1,stealing,2010.0,9.0,22.0,ulla,33.0,f,chimpanzee,1,observed,steal,no
engelmann2012five,1,stealing,2010.0,9.0,22.0,ulla,33.0,f,chimpanzee,2,observed,steal,no
engelmann2012five,1,stealing,2010.0,9.0,22.0,ulla,33.0,f,chimpanzee,3,observed,steal,no
engelmann2012five,1,stealing,2010.0,9.0,22.0,ulla,33.0,f,chimpanzee,4,observed,steal,no
engelmann2012five,1,stealing,2010.0,9.0,24.0,natascha,30.0,f,chimpanzee,0,refreshment_door_open,steal,no
engelmann2012five,1,stealing,2010.0,9.0,24.0,natascha,30.0,f,chimpanzee,0,refreshment_door_closed,steal,yes
engelmann2012five,1,stealing,2010.0,9.0,24.0,natascha,30.0,f,chimpanzee,1,observed,steal,no
engelmann2012five,1,stealing,2010.0,9.0,24.0,natascha,30.0,f,chimpanzee,2,observed,steal,no
engelmann2012five,1,stealing,2010.0,9.0,24.0,natascha,30.0,f,chimpanzee,3,observed,steal,no
engelmann2012five,1,stealing,2010.0,9.0,24.0,natascha,30.0,f,chimpanzee,4,observed,steal,no
engelmann2012five,1,stealing,2010.0,9.0,24.0,tai,8.0,f,chimpanzee,0,refreshment_door_open,steal,no
engelmann2012five,1,stealing,2010.0,9.0,24.0,tai,8.0,f,chimpanzee,0,refreshment_door_closed,steal,no
engelmann2012five,1,stealing,2010.0,9.0,24.0,tai,8.0,f,chimpanzee,1,observed,steal,no
engelmann2012five,1,stealing,2010.0,9.0,24.0,tai,8.0,f,chimpanzee,2,observed,steal,no
engelmann2012five,1,stealing,2010.0,9.0,24.0,tai,8.0,f,chimpanzee,3,observed,steal,no
engelmann2012five,1,stealing,2010.0,9.0,24.0,tai,8.0,f,chimpanzee,4,observed,steal,no
engelmann2012five,1,stealing,2010.0,9.0,24.0,sandra,17.0,f,chimpanzee,0,refreshment_door_open,steal,no
engelmann2012five,1,stealing,2010.0,9.0,24.0,sandra,17.0,f,chimpanzee,0,refreshment_door_closed,steal,no
engelmann2012five,1,stealing,2010.0,9.0,24.0,sandra,17.0,f,chimpanzee,1,observed,steal,yes
engelmann2012five,1,stealing,2010.0,9.0,24.0,sandra,17.0,f,chimpanzee,2,observed,steal,yes
engelmann2012five,1,stealing,2010.0,9.0,24.0,sandra,17.0,f,chimpanzee,3,observed,steal,yes
engelmann2012five,1,stealing,2010.0,9.0,24.0,sandra,17.0,f,chimpanzee,4,observed,steal,yes
engelmann2012five,1,stealing,2010.0,9.0,24.0,frodo,16.0,m,chimpanzee,0,refreshment_door_open,steal,no
engelmann2012five,1,stealing,2010.0,9.0,24.0,frodo,16.0,m,chimpanzee,0,refreshment_door_closed,steal,no
engelmann2012five,1,stealing,2010.0,9.0,24.0,frodo,16.0,m,chimpanzee,1,observed,steal,no
engelmann2012five,1,stealing,2010.0,9.0,24.0,frodo,16.0,m,chimpanzee,2,observed,steal,no
engelmann2012five,1,stealing,2010.0,9.0,24.0,frodo,16.0,m,chimpanzee,3,observed,steal,no
engelmann2012five,1,stealing,2010.0,9.0,24.0,frodo,16.0,m,chimpanzee,4,observed,steal,no
engelmann2012five,1,stealing,2010.0,9.0,25.0,natascha,30.0,f,chimpanzee,0,refreshment_door_open,steal,yes
engelmann2012five,1,stealing,2010.0,9.0,25.0,natascha,30.0,f,chimpanzee,0,refreshment_door_closed,steal,no
engelmann2012five,1,stealing,2010.0,9.0,25.0,natascha,30.0,f,chimpanzee,1,unobserved,steal,no
engelmann2012five,1,stealing,2010.0,9.0,25.0,natascha,30.0,f,chimpanzee,2,unobserved,steal,no
engelmann2012five,1,stealing,2010.0,9.0,25.0,natascha,30.0,f,chimpanzee,3,unobserved,steal,no
engelmann2012five,1,stealing,2010.0,9.0,25.0,natascha,30.0,f,chimpanzee,4,unobserved,steal,no
engelmann2012five,1,stealing,2010.0,9.0,25.0,frodo,16.0,m,chimpanzee,0,refreshment_door_open,steal,no
engelmann2012five,1,stealing,2010.0,9.0,25.0,frodo,16.0,m,chimpanzee,0,refreshment_door_closed,steal,no
engelmann2012five,1,stealing,2010.0,9.0,25.0,frodo,16.0,m,chimpanzee,1,unobserved,steal,no
engelmann2012five,1,stealing,2010.0,9.0,25.0,frodo,16.0,m,chimpanzee,2,unobserved,steal,no
engelmann2012five,1,stealing,2010.0,9.0,25.0,frodo,16.0,m,chimpanzee,3,unobserved,steal,no
engelmann2012five,1,stealing,2010.0,9.0,25.0,frodo,16.0,m,chimpanzee,4,unobserved,steal,no
engelmann2012five,1,stealing,2010.0,9.0,25.0,sandra,17.0,f,chimpanzee,0,refreshment_door_open,steal,no
engelmann2012five,1,stealing,2010.0,9.0,25.0,sandra,17.0,f,chimpanzee,0,refreshment_door_closed,steal,yes
engelmann2012five,1,stealing,2010.0,9.0,25.0,sandra,17.0,f,chimpanzee,1,unobserved,steal,yes
engelmann2012five,1,stealing,2010.0,9.0,25.0,sandra,17.0,f,chimpanzee,2,unobserved,steal,no
engelmann2012five,1,stealing,2010.0,9.0,25.0,sandra,17.0,f,chimpanzee,3,unobserved,steal,no
engelmann2012five,1,stealing,2010.0,9.0,25.0,sandra,17.0,f,chimpanzee,4,unobserved,steal,yes
engelmann2012five,1,stealing,2010.0,9.0,25.0,tai,8.0,f,chimpanzee,0,refreshment_door_open,steal,no
engelmann2012five,1,stealing,2010.0,9.0,25.0,tai,8.0,f,chimpanzee,0,refreshment_door_closed,steal,no
engelmann2012five,1,stealing,2010.0,9.0,25.0,tai,8.0,f,chimpanzee,1,unobserved,steal,no
engelmann2012five,1,stealing,2010.0,9.0,25.0,tai,8.0,f,chimpanzee,2,unobserved,steal,no
engelmann2012five,1,stealing,2010.0,9.0,25.0,tai,8.0,f,chimpanzee,3,unobserved,steal,no
engelmann2012five,1,stealing,2010.0,9.0,25.0,tai,8.0,f,chimpanzee,4,unobserved,steal,yes
engelmann2012five,1,stealing,,,,lobo,,m,chimpanzee,0,refreshment_door_open,steal,no
engelmann2012five,1,stealing,2010.0,9.0,28.0,lobo,6.0,m,chimpanzee,0,refreshment_door_closed,steal,no
engelmann2012five,1,stealing,2010.0,9.0,28.0,lobo,6.0,m,chimpanzee,1,observed,steal,yes
engelmann2012five,1,stealing,2010.0,9.0,28.0,lobo,6.0,m,chimpanzee,2,observed,steal,no
engelmann2012five,1,stealing,2010.0,9.0,28.0,lobo,6.0,m,chimpanzee,3,observed,steal,no
engelmann2012five,1,stealing,2010.0,9.0,28.0,lobo,6.0,m,chimpanzee,4,observed,steal,yes
engelmann2012five,1,stealing,2010.0,9.0,28.0,riet,32.0,f,chimpanzee,0,refreshment_door_open,steal,no
engelmann2012five,1,stealing,2010.0,9.0,28.0,riet,32.0,f,chimpanzee,0,refreshment_door_closed,steal,no
engelmann2012five,1,stealing,2010.0,9.0,28.0,riet,32.0,f,chimpanzee,1,observed,steal,no
engelmann2012five,1,stealing,2010.0,9.0,28.0,riet,32.0,f,chimpanzee,2,observed,steal,no
engelmann2012five,1,stealing,2010.0,9.0,28.0,riet,32.0,f,chimpanzee,3,observed,steal,no
engelmann2012five,1,stealing,2010.0,9.0,28.0,riet,32.0,f,chimpanzee,4,observed,steal,no
engelmann2012five,1,stealing,2010.0,9.0,29.0,swela,14.0,f,chimpanzee,0,refreshment_door_open,steal,no
engelmann2012five,1,stealing,2010.0,9.0,29.0,swela,14.0,f,chimpanzee,0,refreshment_door_closed,steal,no
engelmann2012five,1,stealing,2010.0,9.0,29.0,swela,14.0,f,chimpanzee,1,observed,steal,no
engelmann2012five,1,stealing,2010.0,9.0,29.0,swela,14.0,f,chimpanzee,2,observed,steal,no
engelmann2012five,1,stealing,2010.0,9.0,29.0,swela,14.0,f,chimpanzee,3,observed,steal,no
engelmann2012five,1,stealing,2010.0,9.0,29.0,swela,14.0,f,chimpanzee,4,observed,steal,no
engelmann2012five,1,stealing,2010.0,9.0,29.0,corry,33.0,f,chimpanzee,0,refreshment_door_open,steal,no
engelmann2012five,1,stealing,2010.0,9.0,29.0,corry,33.0,f,chimpanzee,0,refreshment_door_closed,steal,no
engelmann2012five,1,stealing,2010.0,9.0,29.0,corry,33.0,f,chimpanzee,1,observed,steal,no
