study_id,experiment,experiment_name,participant,age_original,age_in_years,sex,species,species_subgroup,session,trial,all_trials,condition,pref,pref_side,decision,side,drop_out
rakoczy2014apes,2,control_heuristics_banana_minority,lobo,83.0,6.0,m,chimpanzee,a,1,4,12.0,pretest,banana,right,,,
rakoczy2014apes,2,control_heuristics_banana_minority,lobo,83.0,6.0,m,chimpanzee,a,1,1,12.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,lobo,83.0,6.0,m,chimpanzee,a,1,2,12.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,lobo,83.0,6.0,m,chimpanzee,a,1,3,12.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,lobo,83.0,6.0,m,chimpanzee,a,1,4,12.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,lobo,83.0,6.0,m,chimpanzee,a,1,5,12.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,lobo,83.0,6.0,m,chimpanzee,a,1,6,12.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,lobo,83.0,6.0,m,chimpanzee,a,2,7,12.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,lobo,83.0,6.0,m,chimpanzee,a,2,8,12.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,lobo,83.0,6.0,m,chimpanzee,a,2,9,12.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,lobo,83.0,6.0,m,chimpanzee,a,2,10,12.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,lobo,83.0,6.0,m,chimpanzee,a,2,11,12.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,lobo,83.0,6.0,m,chimpanzee,a,2,12,12.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,lome,115.0,9.0,m,chimpanzee,a,1,1,12.0,pretest,banana,left,,,
rakoczy2014apes,2,control_heuristics_banana_minority,lome,115.0,9.0,m,chimpanzee,a,1,2,12.0,pretest,banana,left,,,
rakoczy2014apes,2,control_heuristics_banana_minority,lome,115.0,9.0,m,chimpanzee,a,1,3,12.0,pretest,banana,right,,,
rakoczy2014apes,2,control_heuristics_banana_minority,lome,115.0,9.0,m,chimpanzee,a,1,4,12.0,pretest,banana,right,,,
rakoczy2014apes,2,control_heuristics_banana_minority,lome,115.0,9.0,m,chimpanzee,a,1,1,12.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,lome,115.0,9.0,m,chimpanzee,a,1,2,12.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,lome,115.0,9.0,m,chimpanzee,a,1,3,12.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,lome,115.0,9.0,m,chimpanzee,a,1,4,12.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,lome,115.0,9.0,m,chimpanzee,a,1,5,12.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,lome,115.0,9.0,m,chimpanzee,a,1,6,12.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,lome,115.0,9.0,m,chimpanzee,a,2,7,12.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,lome,115.0,9.0,m,chimpanzee,a,2,8,12.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,lome,115.0,9.0,m,chimpanzee,a,2,9,12.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,lome,115.0,9.0,m,chimpanzee,a,2,10,12.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,lome,115.0,9.0,m,chimpanzee,a,2,11,12.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,lome,115.0,9.0,m,chimpanzee,a,2,12,12.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,luiza,74.0,6.0,f,bonobo,,1,1,12.0,pretest,banana,right,,,
rakoczy2014apes,2,control_heuristics_banana_minority,luiza,74.0,6.0,f,bonobo,,1,2,12.0,pretest,banana,right,,,
rakoczy2014apes,2,control_heuristics_banana_minority,luiza,74.0,6.0,f,bonobo,,1,3,12.0,pretest,banana,left,,,
rakoczy2014apes,2,control_heuristics_banana_minority,luiza,74.0,6.0,f,bonobo,,1,4,12.0,pretest,banana,left,,,
rakoczy2014apes,2,control_heuristics_banana_minority,luiza,74.0,6.0,f,bonobo,,1,1,12.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,luiza,74.0,6.0,f,bonobo,,1,2,12.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,luiza,74.0,6.0,f,bonobo,,1,3,12.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,luiza,74.0,6.0,f,bonobo,,1,4,12.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,luiza,74.0,6.0,f,bonobo,,1,5,12.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,luiza,74.0,6.0,f,bonobo,,1,6,12.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,luiza,74.0,6.0,f,bonobo,,2,7,12.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,luiza,74.0,6.0,f,bonobo,,2,8,12.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,luiza,74.0,6.0,f,bonobo,,2,9,12.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,luiza,74.0,6.0,f,bonobo,,2,10,12.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,luiza,74.0,6.0,f,bonobo,,2,11,12.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,luiza,74.0,6.0,f,bonobo,,2,12,12.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,natascha,372.0,31.0,f,chimpanzee,a,1,1,8.0,pretest,banana,left,,,
rakoczy2014apes,2,control_heuristics_banana_minority,natascha,372.0,31.0,f,chimpanzee,a,1,2,8.0,pretest,banana,left,,,
rakoczy2014apes,2,control_heuristics_banana_minority,natascha,372.0,31.0,f,chimpanzee,a,1,3,8.0,pretest,banana,right,,,
rakoczy2014apes,2,control_heuristics_banana_minority,natascha,372.0,31.0,f,chimpanzee,a,1,4,8.0,pretest,banana,right,,,
rakoczy2014apes,2,control_heuristics_banana_minority,natascha,372.0,31.0,f,chimpanzee,a,1,1,8.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,natascha,372.0,31.0,f,chimpanzee,a,1,2,8.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,natascha,372.0,31.0,f,chimpanzee,a,1,3,8.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,natascha,372.0,31.0,f,chimpanzee,a,1,4,8.0,test,,,wrong,left,
rakoczy2014apes,2,control_heuristics_banana_minority,natascha,372.0,31.0,f,chimpanzee,a,1,5,8.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,natascha,372.0,31.0,f,chimpanzee,a,1,6,8.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,natascha,372.0,31.0,f,chimpanzee,a,2,7,8.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,natascha,372.0,31.0,f,chimpanzee,a,2,8,8.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,natascha,372.0,31.0,f,chimpanzee,a,2,9,8.0,test,,,wrong,left,
rakoczy2014apes,2,control_heuristics_banana_minority,natascha,372.0,31.0,f,chimpanzee,a,2,10,8.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,natascha,372.0,31.0,f,chimpanzee,a,2,11,8.0,test,,,wrong,left,
rakoczy2014apes,2,control_heuristics_banana_minority,natascha,372.0,31.0,f,chimpanzee,a,2,12,8.0,test,,,wrong,left,
rakoczy2014apes,2,control_heuristics_banana_minority,padana,280.0,23.0,f,orangutan,,1,1,9.0,pretest,banana,left,,,
rakoczy2014apes,2,control_heuristics_banana_minority,padana,280.0,23.0,f,orangutan,,1,2,9.0,pretest,banana,left,,,
rakoczy2014apes,2,control_heuristics_banana_minority,padana,280.0,23.0,f,orangutan,,1,3,9.0,pretest,banana,right,,,
rakoczy2014apes,2,control_heuristics_banana_minority,padana,280.0,23.0,f,orangutan,,1,4,9.0,pretest,banana,right,,,
rakoczy2014apes,2,control_heuristics_banana_minority,padana,280.0,23.0,f,orangutan,,1,1,9.0,test,,,wrong,right,
rakoczy2014apes,2,control_heuristics_banana_minority,padana,280.0,23.0,f,orangutan,,1,2,9.0,test,,,wrong,right,
rakoczy2014apes,2,control_heuristics_banana_minority,padana,280.0,23.0,f,orangutan,,1,3,9.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,padana,280.0,23.0,f,orangutan,,1,4,9.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,padana,280.0,23.0,f,orangutan,,1,5,9.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,padana,280.0,23.0,f,orangutan,,1,6,9.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,padana,280.0,23.0,f,orangutan,,2,7,9.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,padana,280.0,23.0,f,orangutan,,2,8,9.0,test,,,wrong,right,
rakoczy2014apes,2,control_heuristics_banana_minority,padana,280.0,23.0,f,orangutan,,2,9,9.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,padana,280.0,23.0,f,orangutan,,2,10,9.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,padana,280.0,23.0,f,orangutan,,2,11,9.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,padana,280.0,23.0,f,orangutan,,2,12,9.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,patrick,165.0,13.0,m,chimpanzee,a,1,1,12.0,pretest,banana,right,,,
rakoczy2014apes,2,control_heuristics_banana_minority,patrick,165.0,13.0,m,chimpanzee,a,1,2,12.0,pretest,banana,right,,,
rakoczy2014apes,2,control_heuristics_banana_minority,patrick,165.0,13.0,m,chimpanzee,a,1,3,12.0,pretest,banana,left,,,
rakoczy2014apes,2,control_heuristics_banana_minority,patrick,165.0,13.0,m,chimpanzee,a,1,4,12.0,pretest,banana,left,,,
rakoczy2014apes,2,control_heuristics_banana_minority,patrick,165.0,13.0,m,chimpanzee,a,1,1,12.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,patrick,165.0,13.0,m,chimpanzee,a,1,2,12.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,patrick,165.0,13.0,m,chimpanzee,a,1,3,12.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,patrick,165.0,13.0,m,chimpanzee,a,1,4,12.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,patrick,165.0,13.0,m,chimpanzee,a,1,5,12.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,patrick,165.0,13.0,m,chimpanzee,a,1,6,12.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,patrick,165.0,13.0,m,chimpanzee,a,2,7,12.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,patrick,165.0,13.0,m,chimpanzee,a,2,8,12.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,patrick,165.0,13.0,m,chimpanzee,a,2,9,12.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,patrick,165.0,13.0,m,chimpanzee,a,2,10,12.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,patrick,165.0,13.0,m,chimpanzee,a,2,11,12.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,patrick,165.0,13.0,m,chimpanzee,a,2,12,12.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,pia,138.0,11.0,f,chimpanzee,a,1,1,12.0,pretest,banana,left,,,
rakoczy2014apes,2,control_heuristics_banana_minority,pia,138.0,11.0,f,chimpanzee,a,1,2,12.0,pretest,banana,left,,,
rakoczy2014apes,2,control_heuristics_banana_minority,pia,138.0,11.0,f,chimpanzee,a,1,3,12.0,pretest,banana,right,,,
rakoczy2014apes,2,control_heuristics_banana_minority,pia,138.0,11.0,f,chimpanzee,a,1,4,12.0,pretest,banana,right,,,
rakoczy2014apes,2,control_heuristics_banana_minority,pia,138.0,11.0,f,chimpanzee,a,1,1,12.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,pia,138.0,11.0,f,chimpanzee,a,1,2,12.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,pia,138.0,11.0,f,chimpanzee,a,1,3,12.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,pia,138.0,11.0,f,chimpanzee,a,1,4,12.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,pia,138.0,11.0,f,chimpanzee,a,1,5,12.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,pia,138.0,11.0,f,chimpanzee,a,1,6,12.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,pia,138.0,11.0,f,chimpanzee,a,2,7,12.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,pia,138.0,11.0,f,chimpanzee,a,2,8,12.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,pia,138.0,11.0,f,chimpanzee,a,2,9,12.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,pia,138.0,11.0,f,chimpanzee,a,2,10,12.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,pia,138.0,11.0,f,chimpanzee,a,2,11,12.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,pia,138.0,11.0,f,chimpanzee,a,2,12,12.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,pini,273.0,22.0,f,orangutan,,1,1,12.0,pretest,banana,left,,,
rakoczy2014apes,2,control_heuristics_banana_minority,pini,273.0,22.0,f,orangutan,,1,2,12.0,pretest,banana,left,,,
rakoczy2014apes,2,control_heuristics_banana_minority,pini,273.0,22.0,f,orangutan,,1,3,12.0,pretest,banana,right,,,
rakoczy2014apes,2,control_heuristics_banana_minority,pini,273.0,22.0,f,orangutan,,1,4,12.0,pretest,banana,right,,,
rakoczy2014apes,2,control_heuristics_banana_minority,pini,273.0,22.0,f,orangutan,,1,1,12.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,pini,273.0,22.0,f,orangutan,,1,2,12.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,pini,273.0,22.0,f,orangutan,,1,3,12.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,pini,273.0,22.0,f,orangutan,,1,4,12.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,pini,273.0,22.0,f,orangutan,,1,5,12.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,pini,273.0,22.0,f,orangutan,,1,6,12.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,pini,273.0,22.0,f,orangutan,,2,7,12.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,pini,273.0,22.0,f,orangutan,,2,8,12.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,pini,273.0,22.0,f,orangutan,,2,9,12.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,pini,273.0,22.0,f,orangutan,,2,10,12.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,pini,273.0,22.0,f,orangutan,,2,11,12.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,pini,273.0,22.0,f,orangutan,,2,12,12.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,raja,90.0,7.0,f,orangutan,,1,1,6.0,pretest,banana,right,,,
rakoczy2014apes,2,control_heuristics_banana_minority,raja,90.0,7.0,f,orangutan,,1,2,6.0,pretest,banana,right,,,
rakoczy2014apes,2,control_heuristics_banana_minority,raja,90.0,7.0,f,orangutan,,1,3,6.0,pretest,banana,left,,,
rakoczy2014apes,2,control_heuristics_banana_minority,raja,90.0,7.0,f,orangutan,,1,4,6.0,pretest,banana,left,,,
rakoczy2014apes,2,control_heuristics_banana_minority,raja,90.0,7.0,f,orangutan,,1,1,6.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,raja,90.0,7.0,f,orangutan,,1,2,6.0,test,,,wrong,right,
rakoczy2014apes,2,control_heuristics_banana_minority,raja,90.0,7.0,f,orangutan,,1,3,6.0,test,,,wrong,right,
rakoczy2014apes,2,control_heuristics_banana_minority,raja,90.0,7.0,f,orangutan,,1,4,6.0,test,,,wrong,left,
rakoczy2014apes,2,control_heuristics_banana_minority,raja,90.0,7.0,f,orangutan,,1,5,6.0,test,,,wrong,left,
rakoczy2014apes,2,control_heuristics_banana_minority,raja,90.0,7.0,f,orangutan,,1,6,6.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,raja,90.0,7.0,f,orangutan,,2,7,6.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,raja,90.0,7.0,f,orangutan,,2,8,6.0,test,,,wrong,left,
rakoczy2014apes,2,control_heuristics_banana_minority,raja,90.0,7.0,f,orangutan,,2,9,6.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,raja,90.0,7.0,f,orangutan,,2,10,6.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,raja,90.0,7.0,f,orangutan,,2,11,6.0,test,,,wrong,left,
rakoczy2014apes,2,control_heuristics_banana_minority,raja,90.0,7.0,f,orangutan,,2,12,6.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,riet,400.0,33.0,f,chimpanzee,a,1,1,10.0,pretest,banana,left,,,
rakoczy2014apes,2,control_heuristics_banana_minority,riet,400.0,33.0,f,chimpanzee,a,1,2,10.0,pretest,banana,left,,,
rakoczy2014apes,2,control_heuristics_banana_minority,riet,400.0,33.0,f,chimpanzee,a,1,3,10.0,pretest,banana,right,,,
rakoczy2014apes,2,control_heuristics_banana_minority,riet,400.0,33.0,f,chimpanzee,a,1,4,10.0,pretest,banana,right,,,
rakoczy2014apes,2,control_heuristics_banana_minority,riet,400.0,33.0,f,chimpanzee,a,1,1,10.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,riet,400.0,33.0,f,chimpanzee,a,1,2,10.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,riet,400.0,33.0,f,chimpanzee,a,1,3,10.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,riet,400.0,33.0,f,chimpanzee,a,1,4,10.0,test,,,wrong,left,
rakoczy2014apes,2,control_heuristics_banana_minority,riet,400.0,33.0,f,chimpanzee,a,1,5,10.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,riet,400.0,33.0,f,chimpanzee,a,1,6,10.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,riet,400.0,33.0,f,chimpanzee,a,2,7,10.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,riet,400.0,33.0,f,chimpanzee,a,2,8,10.0,test,,,wrong,left,
rakoczy2014apes,2,control_heuristics_banana_minority,riet,400.0,33.0,f,chimpanzee,a,2,9,10.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,riet,400.0,33.0,f,chimpanzee,a,2,10,10.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,riet,400.0,33.0,f,chimpanzee,a,2,11,10.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,riet,400.0,33.0,f,chimpanzee,a,2,12,10.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,robert,435.0,36.0,m,chimpanzee,a,1,1,10.0,pretest,banana,right,,,
rakoczy2014apes,2,control_heuristics_banana_minority,robert,435.0,36.0,m,chimpanzee,a,1,2,10.0,pretest,banana,right,,,
rakoczy2014apes,2,control_heuristics_banana_minority,robert,435.0,36.0,m,chimpanzee,a,1,3,10.0,pretest,banana,left,,,
rakoczy2014apes,2,control_heuristics_banana_minority,robert,435.0,36.0,m,chimpanzee,a,1,4,10.0,pretest,banana,left,,,
rakoczy2014apes,2,control_heuristics_banana_minority,robert,435.0,36.0,m,chimpanzee,a,1,1,10.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,robert,435.0,36.0,m,chimpanzee,a,1,2,10.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,robert,435.0,36.0,m,chimpanzee,a,1,3,10.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,robert,435.0,36.0,m,chimpanzee,a,1,4,10.0,test,,,wrong,left,
rakoczy2014apes,2,control_heuristics_banana_minority,robert,435.0,36.0,m,chimpanzee,a,1,5,10.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,robert,435.0,36.0,m,chimpanzee,a,1,6,10.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,robert,435.0,36.0,m,chimpanzee,a,2,7,10.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,robert,435.0,36.0,m,chimpanzee,a,2,8,10.0,test,,,wrong,left,
rakoczy2014apes,2,control_heuristics_banana_minority,robert,435.0,36.0,m,chimpanzee,a,2,9,10.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,robert,435.0,36.0,m,chimpanzee,a,2,10,10.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,robert,435.0,36.0,m,chimpanzee,a,2,11,10.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,robert,435.0,36.0,m,chimpanzee,a,2,12,10.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,sandra,213.0,17.0,f,chimpanzee,a,1,1,11.0,pretest,banana,right,,,
rakoczy2014apes,2,control_heuristics_banana_minority,sandra,213.0,17.0,f,chimpanzee,a,1,2,11.0,pretest,banana,right,,,
rakoczy2014apes,2,control_heuristics_banana_minority,sandra,213.0,17.0,f,chimpanzee,a,1,3,11.0,pretest,banana,left,,,
rakoczy2014apes,2,control_heuristics_banana_minority,sandra,213.0,17.0,f,chimpanzee,a,1,4,11.0,pretest,banana,left,,,
rakoczy2014apes,2,control_heuristics_banana_minority,sandra,213.0,17.0,f,chimpanzee,a,1,1,11.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,sandra,213.0,17.0,f,chimpanzee,a,1,2,11.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,sandra,213.0,17.0,f,chimpanzee,a,1,3,11.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,sandra,213.0,17.0,f,chimpanzee,a,1,4,11.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,sandra,213.0,17.0,f,chimpanzee,a,1,5,11.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,sandra,213.0,17.0,f,chimpanzee,a,1,6,11.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,sandra,213.0,17.0,f,chimpanzee,a,2,7,11.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,sandra,213.0,17.0,f,chimpanzee,a,2,8,11.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,sandra,213.0,17.0,f,chimpanzee,a,2,9,11.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,sandra,213.0,17.0,f,chimpanzee,a,2,10,11.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,sandra,213.0,17.0,f,chimpanzee,a,2,11,11.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,sandra,213.0,17.0,f,chimpanzee,a,2,12,11.0,test,,,wrong,left,
rakoczy2014apes,2,control_heuristics_banana_minority,swela,,,f,chimpanzee,,1,1,,pretest,,,,,true
rakoczy2014apes,2,control_heuristics_banana_minority,swela,,,f,chimpanzee,,1,2,,pretest,,,,,true
rakoczy2014apes,2,control_heuristics_banana_minority,swela,,,f,chimpanzee,,1,3,,pretest,,,,,true
rakoczy2014apes,2,control_heuristics_banana_minority,swela,,,f,chimpanzee,,1,1,,test,,,,,true
rakoczy2014apes,2,control_heuristics_banana_minority,swela,,,f,chimpanzee,,1,2,,test,,,,,true
rakoczy2014apes,2,control_heuristics_banana_minority,swela,,,f,chimpanzee,,1,3,,test,,,,,true
rakoczy2014apes,2,control_heuristics_banana_minority,swela,,,f,chimpanzee,,1,4,,test,,,,,true
rakoczy2014apes,2,control_heuristics_banana_minority,swela,,,f,chimpanzee,,1,5,,test,,,,,true
rakoczy2014apes,2,control_heuristics_banana_minority,swela,,,f,chimpanzee,,1,6,,test,,,,,true
rakoczy2014apes,2,control_heuristics_banana_minority,swela,,,f,chimpanzee,,2,7,,test,,,,,true
rakoczy2014apes,2,control_heuristics_banana_minority,swela,,,f,chimpanzee,,2,8,,test,,,,,true
rakoczy2014apes,2,control_heuristics_banana_minority,swela,,,f,chimpanzee,,2,9,,test,,,,,true
rakoczy2014apes,2,control_heuristics_banana_minority,swela,,,f,chimpanzee,,2,10,,test,,,,,true
rakoczy2014apes,2,control_heuristics_banana_minority,swela,,,f,chimpanzee,,2,11,,test,,,,,true
rakoczy2014apes,2,control_heuristics_banana_minority,swela,,,f,chimpanzee,,2,12,,test,,,,,true
rakoczy2014apes,2,control_heuristics_banana_minority,tai,103.0,8.0,f,chimpanzee,a,1,1,8.0,pretest,banana,left,,,
rakoczy2014apes,2,control_heuristics_banana_minority,tai,103.0,8.0,f,chimpanzee,a,1,2,8.0,pretest,banana,left,,,
rakoczy2014apes,2,control_heuristics_banana_minority,tai,103.0,8.0,f,chimpanzee,a,1,3,8.0,pretest,banana,right,,,
rakoczy2014apes,2,control_heuristics_banana_minority,tai,103.0,8.0,f,chimpanzee,a,1,4,8.0,pretest,banana,right,,,
rakoczy2014apes,2,control_heuristics_banana_minority,tai,103.0,8.0,f,chimpanzee,a,1,1,8.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,tai,103.0,8.0,f,chimpanzee,a,1,2,8.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,tai,103.0,8.0,f,chimpanzee,a,1,3,8.0,test,,,wrong,left,
rakoczy2014apes,2,control_heuristics_banana_minority,tai,103.0,8.0,f,chimpanzee,a,1,4,8.0,test,,,wrong,right,
rakoczy2014apes,2,control_heuristics_banana_minority,tai,103.0,8.0,f,chimpanzee,a,1,5,8.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,tai,103.0,8.0,f,chimpanzee,a,1,6,8.0,test,,,correct,right,
rakoczy2014apes,2,control_heuristics_banana_minority,tai,103.0,8.0,f,chimpanzee,a,2,7,8.0,test,,,correct,left,
rakoczy2014apes,2,control_heuristics_banana_minority,tai,103.0,8.0,f,chimpanzee,a,2,8,8.0,test,,,correct,left,
