study_id,experiment,experiment_name,participant,age_original,age_in_years,sex,species,species_subgroup,session,trial,all_trials,condition,pref,pref_side,decision,side
rakoczy2014apes,4,statistical_inference_control_one,lome,115.0,9.0,m,chimpanzee,a,1,1,9.0,pretest,banana,left,,
rakoczy2014apes,4,statistical_inference_control_one,lome,115.0,9.0,m,chimpanzee,a,1,2,9.0,pretest,banana,left,,
rakoczy2014apes,4,statistical_inference_control_one,lome,115.0,9.0,m,chimpanzee,a,1,3,9.0,pretest,banana,right,,
rakoczy2014apes,4,statistical_inference_control_one,lome,115.0,9.0,m,chimpanzee,a,1,4,9.0,pretest,banana,right,,
rakoczy2014apes,4,statistical_inference_control_one,lome,115.0,9.0,m,chimpanzee,a,1,1,9.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,lome,115.0,9.0,m,chimpanzee,a,1,2,9.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,lome,115.0,9.0,m,chimpanzee,a,1,3,9.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,lome,115.0,9.0,m,chimpanzee,a,1,4,9.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,lome,115.0,9.0,m,chimpanzee,a,1,5,9.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,lome,115.0,9.0,m,chimpanzee,a,1,6,9.0,test,,,wrong,left
rakoczy2014apes,4,statistical_inference_control_one,lome,115.0,9.0,m,chimpanzee,a,2,7,9.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,lome,115.0,9.0,m,chimpanzee,a,2,8,9.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,lome,115.0,9.0,m,chimpanzee,a,2,9,9.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,lome,115.0,9.0,m,chimpanzee,a,2,10,9.0,test,,,wrong,right
rakoczy2014apes,4,statistical_inference_control_one,lome,115.0,9.0,m,chimpanzee,a,2,11,9.0,test,,,wrong,right
rakoczy2014apes,4,statistical_inference_control_one,lome,115.0,9.0,m,chimpanzee,a,2,12,9.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,luiza,74.0,6.0,f,bonobo,,1,1,11.0,pretest,banana,left,,
rakoczy2014apes,4,statistical_inference_control_one,luiza,74.0,6.0,f,bonobo,,1,2,11.0,pretest,banana,left,,
rakoczy2014apes,4,statistical_inference_control_one,luiza,74.0,6.0,f,bonobo,,1,3,11.0,pretest,banana,right,,
rakoczy2014apes,4,statistical_inference_control_one,luiza,74.0,6.0,f,bonobo,,1,4,11.0,pretest,banana,right,,
rakoczy2014apes,4,statistical_inference_control_one,luiza,74.0,6.0,f,bonobo,,1,1,11.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,luiza,74.0,6.0,f,bonobo,,1,2,11.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,luiza,74.0,6.0,f,bonobo,,1,3,11.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,luiza,74.0,6.0,f,bonobo,,1,4,11.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,luiza,74.0,6.0,f,bonobo,,1,5,11.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,luiza,74.0,6.0,f,bonobo,,1,6,11.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,luiza,74.0,6.0,f,bonobo,,2,7,11.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,luiza,74.0,6.0,f,bonobo,,2,8,11.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,luiza,74.0,6.0,f,bonobo,,2,9,11.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,luiza,74.0,6.0,f,bonobo,,2,10,11.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,luiza,74.0,6.0,f,bonobo,,2,11,11.0,test,,,wrong,left
rakoczy2014apes,4,statistical_inference_control_one,luiza,74.0,6.0,f,bonobo,,2,12,11.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,natascha,372.0,31.0,f,chimpanzee,a,1,1,7.0,pretest,banana,left,,
rakoczy2014apes,4,statistical_inference_control_one,natascha,372.0,31.0,f,chimpanzee,a,1,2,7.0,pretest,banana,left,,
rakoczy2014apes,4,statistical_inference_control_one,natascha,372.0,31.0,f,chimpanzee,a,1,3,7.0,pretest,banana,right,,
rakoczy2014apes,4,statistical_inference_control_one,natascha,372.0,31.0,f,chimpanzee,a,1,4,7.0,pretest,banana,right,,
rakoczy2014apes,4,statistical_inference_control_one,natascha,372.0,31.0,f,chimpanzee,a,1,1,7.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,natascha,372.0,31.0,f,chimpanzee,a,1,2,7.0,test,,,wrong,left
rakoczy2014apes,4,statistical_inference_control_one,natascha,372.0,31.0,f,chimpanzee,a,1,3,7.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,natascha,372.0,31.0,f,chimpanzee,a,1,4,7.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,natascha,372.0,31.0,f,chimpanzee,a,1,5,7.0,test,,,wrong,left
rakoczy2014apes,4,statistical_inference_control_one,natascha,372.0,31.0,f,chimpanzee,a,1,6,7.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,natascha,372.0,31.0,f,chimpanzee,a,2,7,7.0,test,,,wrong,left
rakoczy2014apes,4,statistical_inference_control_one,natascha,372.0,31.0,f,chimpanzee,a,2,8,7.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,natascha,372.0,31.0,f,chimpanzee,a,2,9,7.0,test,,,wrong,left
rakoczy2014apes,4,statistical_inference_control_one,natascha,372.0,31.0,f,chimpanzee,a,2,10,7.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,natascha,372.0,31.0,f,chimpanzee,a,2,11,7.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,natascha,372.0,31.0,f,chimpanzee,a,2,12,7.0,test,,,wrong,left
rakoczy2014apes,4,statistical_inference_control_one,padana,280.0,23.0,f,orangutan,,1,1,10.0,pretest,banana,left,,
rakoczy2014apes,4,statistical_inference_control_one,padana,280.0,23.0,f,orangutan,,1,2,10.0,pretest,banana,left,,
rakoczy2014apes,4,statistical_inference_control_one,padana,280.0,23.0,f,orangutan,,1,3,10.0,pretest,banana,right,,
rakoczy2014apes,4,statistical_inference_control_one,padana,280.0,23.0,f,orangutan,,1,4,10.0,pretest,banana,right,,
rakoczy2014apes,4,statistical_inference_control_one,padana,280.0,23.0,f,orangutan,,1,1,10.0,test,,,wrong,right
rakoczy2014apes,4,statistical_inference_control_one,padana,280.0,23.0,f,orangutan,,1,2,10.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,padana,280.0,23.0,f,orangutan,,1,3,10.0,test,,,wrong,right
rakoczy2014apes,4,statistical_inference_control_one,padana,280.0,23.0,f,orangutan,,1,4,10.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,padana,280.0,23.0,f,orangutan,,1,5,10.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,padana,280.0,23.0,f,orangutan,,1,6,10.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,padana,280.0,23.0,f,orangutan,,2,7,10.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,padana,280.0,23.0,f,orangutan,,2,8,10.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,padana,280.0,23.0,f,orangutan,,2,9,10.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,padana,280.0,23.0,f,orangutan,,2,10,10.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,padana,280.0,23.0,f,orangutan,,2,11,10.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,padana,280.0,23.0,f,orangutan,,2,12,10.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,patrick,165.0,13.0,m,chimpanzee,a,1,1,9.0,pretest,banana,right,,
rakoczy2014apes,4,statistical_inference_control_one,patrick,165.0,13.0,m,chimpanzee,a,1,2,9.0,pretest,banana,right,,
rakoczy2014apes,4,statistical_inference_control_one,patrick,165.0,13.0,m,chimpanzee,a,1,3,9.0,pretest,banana,left,,
rakoczy2014apes,4,statistical_inference_control_one,patrick,165.0,13.0,m,chimpanzee,a,1,4,9.0,pretest,banana,left,,
rakoczy2014apes,4,statistical_inference_control_one,patrick,165.0,13.0,m,chimpanzee,a,1,1,9.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,patrick,165.0,13.0,m,chimpanzee,a,1,2,9.0,test,,,wrong,left
rakoczy2014apes,4,statistical_inference_control_one,patrick,165.0,13.0,m,chimpanzee,a,1,3,9.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,patrick,165.0,13.0,m,chimpanzee,a,1,4,9.0,test,,,wrong,right
rakoczy2014apes,4,statistical_inference_control_one,patrick,165.0,13.0,m,chimpanzee,a,1,5,9.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,patrick,165.0,13.0,m,chimpanzee,a,1,6,9.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,patrick,165.0,13.0,m,chimpanzee,a,2,7,9.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,patrick,165.0,13.0,m,chimpanzee,a,2,8,9.0,test,,,wrong,left
rakoczy2014apes,4,statistical_inference_control_one,patrick,165.0,13.0,m,chimpanzee,a,2,9,9.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,patrick,165.0,13.0,m,chimpanzee,a,2,10,9.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,patrick,165.0,13.0,m,chimpanzee,a,2,11,9.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,patrick,165.0,13.0,m,chimpanzee,a,2,12,9.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,pia,138.0,11.0,f,chimpanzee,a,1,1,10.0,pretest,banana,right,,
rakoczy2014apes,4,statistical_inference_control_one,pia,138.0,11.0,f,chimpanzee,a,1,2,10.0,pretest,banana,right,,
rakoczy2014apes,4,statistical_inference_control_one,pia,138.0,11.0,f,chimpanzee,a,1,3,10.0,pretest,banana,left,,
rakoczy2014apes,4,statistical_inference_control_one,pia,138.0,11.0,f,chimpanzee,a,1,4,10.0,pretest,banana,left,,
rakoczy2014apes,4,statistical_inference_control_one,pia,138.0,11.0,f,chimpanzee,a,1,1,10.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,pia,138.0,11.0,f,chimpanzee,a,1,2,10.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,pia,138.0,11.0,f,chimpanzee,a,1,3,10.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,pia,138.0,11.0,f,chimpanzee,a,1,4,10.0,test,,,wrong,left
rakoczy2014apes,4,statistical_inference_control_one,pia,138.0,11.0,f,chimpanzee,a,1,5,10.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,pia,138.0,11.0,f,chimpanzee,a,1,6,10.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,pia,138.0,11.0,f,chimpanzee,a,2,7,10.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,pia,138.0,11.0,f,chimpanzee,a,2,8,10.0,test,,,wrong,left
rakoczy2014apes,4,statistical_inference_control_one,pia,138.0,11.0,f,chimpanzee,a,2,9,10.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,pia,138.0,11.0,f,chimpanzee,a,2,10,10.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,pia,138.0,11.0,f,chimpanzee,a,2,11,10.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,pia,138.0,11.0,f,chimpanzee,a,2,12,10.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,pini,273.0,22.0,f,orangutan,,1,1,12.0,pretest,banana,right,,
rakoczy2014apes,4,statistical_inference_control_one,pini,273.0,22.0,f,orangutan,,1,2,12.0,pretest,banana,right,,
rakoczy2014apes,4,statistical_inference_control_one,pini,273.0,22.0,f,orangutan,,1,3,12.0,pretest,banana,left,,
rakoczy2014apes,4,statistical_inference_control_one,pini,273.0,22.0,f,orangutan,,1,4,12.0,pretest,banana,left,,
rakoczy2014apes,4,statistical_inference_control_one,pini,273.0,22.0,f,orangutan,,1,1,12.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,pini,273.0,22.0,f,orangutan,,1,2,12.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,pini,273.0,22.0,f,orangutan,,1,3,12.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,pini,273.0,22.0,f,orangutan,,1,4,12.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,pini,273.0,22.0,f,orangutan,,1,5,12.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,pini,273.0,22.0,f,orangutan,,1,6,12.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,pini,273.0,22.0,f,orangutan,,2,7,12.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,pini,273.0,22.0,f,orangutan,,2,8,12.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,pini,273.0,22.0,f,orangutan,,2,9,12.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,pini,273.0,22.0,f,orangutan,,2,10,12.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,pini,273.0,22.0,f,orangutan,,2,11,12.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,pini,273.0,22.0,f,orangutan,,2,12,12.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,raja,90.0,7.0,f,orangutan,,1,1,9.0,pretest,banana,left,,
rakoczy2014apes,4,statistical_inference_control_one,raja,90.0,7.0,f,orangutan,,1,2,9.0,pretest,banana,left,,
rakoczy2014apes,4,statistical_inference_control_one,raja,90.0,7.0,f,orangutan,,1,3,9.0,pretest,banana,right,,
rakoczy2014apes,4,statistical_inference_control_one,raja,90.0,7.0,f,orangutan,,1,4,9.0,pretest,banana,right,,
rakoczy2014apes,4,statistical_inference_control_one,raja,90.0,7.0,f,orangutan,,1,1,9.0,test,,,wrong,left
rakoczy2014apes,4,statistical_inference_control_one,raja,90.0,7.0,f,orangutan,,1,2,9.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,raja,90.0,7.0,f,orangutan,,1,3,9.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,raja,90.0,7.0,f,orangutan,,1,4,9.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,raja,90.0,7.0,f,orangutan,,1,5,9.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,raja,90.0,7.0,f,orangutan,,1,6,9.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,raja,90.0,7.0,f,orangutan,,2,7,9.0,test,,,wrong,left
rakoczy2014apes,4,statistical_inference_control_one,raja,90.0,7.0,f,orangutan,,2,8,9.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,raja,90.0,7.0,f,orangutan,,2,9,9.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,raja,90.0,7.0,f,orangutan,,2,10,9.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,raja,90.0,7.0,f,orangutan,,2,11,9.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,raja,90.0,7.0,f,orangutan,,2,12,9.0,test,,,wrong,left
rakoczy2014apes,4,statistical_inference_control_one,riet,400.0,33.0,f,chimpanzee,a,1,1,7.0,pretest,banana,left,,
rakoczy2014apes,4,statistical_inference_control_one,riet,400.0,33.0,f,chimpanzee,a,1,2,7.0,pretest,banana,left,,
rakoczy2014apes,4,statistical_inference_control_one,riet,400.0,33.0,f,chimpanzee,a,1,3,7.0,pretest,banana,right,,
rakoczy2014apes,4,statistical_inference_control_one,riet,400.0,33.0,f,chimpanzee,a,1,4,7.0,pretest,banana,right,,
rakoczy2014apes,4,statistical_inference_control_one,riet,400.0,33.0,f,chimpanzee,a,1,1,7.0,test,,,wrong,left
rakoczy2014apes,4,statistical_inference_control_one,riet,400.0,33.0,f,chimpanzee,a,1,2,7.0,test,,,wrong,left
rakoczy2014apes,4,statistical_inference_control_one,riet,400.0,33.0,f,chimpanzee,a,1,3,7.0,test,,,wrong,left
rakoczy2014apes,4,statistical_inference_control_one,riet,400.0,33.0,f,chimpanzee,a,1,4,7.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,riet,400.0,33.0,f,chimpanzee,a,1,5,7.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,riet,400.0,33.0,f,chimpanzee,a,1,6,7.0,test,,,wrong,left
rakoczy2014apes,4,statistical_inference_control_one,riet,400.0,33.0,f,chimpanzee,a,2,7,7.0,test,,,wrong,left
rakoczy2014apes,4,statistical_inference_control_one,riet,400.0,33.0,f,chimpanzee,a,2,8,7.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,riet,400.0,33.0,f,chimpanzee,a,2,9,7.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,riet,400.0,33.0,f,chimpanzee,a,2,10,7.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,riet,400.0,33.0,f,chimpanzee,a,2,11,7.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,riet,400.0,33.0,f,chimpanzee,a,2,12,7.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,robert,435.0,36.0,m,chimpanzee,a,1,1,10.0,pretest,banana,right,,
rakoczy2014apes,4,statistical_inference_control_one,robert,435.0,36.0,m,chimpanzee,a,1,2,10.0,pretest,banana,right,,
rakoczy2014apes,4,statistical_inference_control_one,robert,435.0,36.0,m,chimpanzee,a,1,3,10.0,pretest,banana,left,,
rakoczy2014apes,4,statistical_inference_control_one,robert,435.0,36.0,m,chimpanzee,a,1,4,10.0,pretest,banana,left,,
rakoczy2014apes,4,statistical_inference_control_one,robert,435.0,36.0,m,chimpanzee,a,1,1,10.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,robert,435.0,36.0,m,chimpanzee,a,1,2,10.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,robert,435.0,36.0,m,chimpanzee,a,1,3,10.0,test,,,wrong,right
rakoczy2014apes,4,statistical_inference_control_one,robert,435.0,36.0,m,chimpanzee,a,1,4,10.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,robert,435.0,36.0,m,chimpanzee,a,1,5,10.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,robert,435.0,36.0,m,chimpanzee,a,1,6,10.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,robert,435.0,36.0,m,chimpanzee,a,2,7,10.0,test,,,wrong,right
rakoczy2014apes,4,statistical_inference_control_one,robert,435.0,36.0,m,chimpanzee,a,2,8,10.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,robert,435.0,36.0,m,chimpanzee,a,2,9,10.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,robert,435.0,36.0,m,chimpanzee,a,2,10,10.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,robert,435.0,36.0,m,chimpanzee,a,2,11,10.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,robert,435.0,36.0,m,chimpanzee,a,2,12,10.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,sandra,213.0,17.0,f,chimpanzee,a,1,1,11.0,pretest,banana,right,,
rakoczy2014apes,4,statistical_inference_control_one,sandra,213.0,17.0,f,chimpanzee,a,1,2,11.0,pretest,banana,right,,
rakoczy2014apes,4,statistical_inference_control_one,sandra,213.0,17.0,f,chimpanzee,a,1,3,11.0,pretest,banana,left,,
rakoczy2014apes,4,statistical_inference_control_one,sandra,213.0,17.0,f,chimpanzee,a,1,4,11.0,pretest,banana,left,,
rakoczy2014apes,4,statistical_inference_control_one,sandra,213.0,17.0,f,chimpanzee,a,1,1,11.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,sandra,213.0,17.0,f,chimpanzee,a,1,2,11.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,sandra,213.0,17.0,f,chimpanzee,a,1,3,11.0,test,,,wrong,left
rakoczy2014apes,4,statistical_inference_control_one,sandra,213.0,17.0,f,chimpanzee,a,1,4,11.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,sandra,213.0,17.0,f,chimpanzee,a,1,5,11.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,sandra,213.0,17.0,f,chimpanzee,a,1,6,11.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,sandra,213.0,17.0,f,chimpanzee,a,2,7,11.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,sandra,213.0,17.0,f,chimpanzee,a,2,8,11.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,sandra,213.0,17.0,f,chimpanzee,a,2,9,11.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,sandra,213.0,17.0,f,chimpanzee,a,2,10,11.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,sandra,213.0,17.0,f,chimpanzee,a,2,11,11.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,sandra,213.0,17.0,f,chimpanzee,a,2,12,11.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,swela,185.0,15.0,f,chimpanzee,a,1,1,7.0,pretest,banana,left,,
rakoczy2014apes,4,statistical_inference_control_one,swela,185.0,15.0,f,chimpanzee,a,1,2,7.0,pretest,banana,left,,
rakoczy2014apes,4,statistical_inference_control_one,swela,185.0,15.0,f,chimpanzee,a,1,3,7.0,pretest,banana,right,,
rakoczy2014apes,4,statistical_inference_control_one,swela,185.0,15.0,f,chimpanzee,a,1,4,7.0,pretest,banana,right,,
rakoczy2014apes,4,statistical_inference_control_one,swela,185.0,15.0,f,chimpanzee,a,1,1,7.0,test,,,wrong,left
rakoczy2014apes,4,statistical_inference_control_one,swela,185.0,15.0,f,chimpanzee,a,1,2,7.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,swela,185.0,15.0,f,chimpanzee,a,1,3,7.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,swela,185.0,15.0,f,chimpanzee,a,1,4,7.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,swela,185.0,15.0,f,chimpanzee,a,1,5,7.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,swela,185.0,15.0,f,chimpanzee,a,1,6,7.0,test,,,wrong,left
rakoczy2014apes,4,statistical_inference_control_one,swela,185.0,15.0,f,chimpanzee,a,2,7,7.0,test,,,wrong,left
rakoczy2014apes,4,statistical_inference_control_one,swela,185.0,15.0,f,chimpanzee,a,2,8,7.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,swela,185.0,15.0,f,chimpanzee,a,2,9,7.0,test,,,wrong,left
rakoczy2014apes,4,statistical_inference_control_one,swela,185.0,15.0,f,chimpanzee,a,2,10,7.0,test,,,wrong,left
rakoczy2014apes,4,statistical_inference_control_one,swela,185.0,15.0,f,chimpanzee,a,2,11,7.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,swela,185.0,15.0,f,chimpanzee,a,2,12,7.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,tai,103.0,8.0,f,chimpanzee,a,1,1,8.0,pretest,banana,left,,
rakoczy2014apes,4,statistical_inference_control_one,tai,103.0,8.0,f,chimpanzee,a,1,2,8.0,pretest,banana,left,,
rakoczy2014apes,4,statistical_inference_control_one,tai,103.0,8.0,f,chimpanzee,a,1,3,8.0,pretest,banana,right,,
rakoczy2014apes,4,statistical_inference_control_one,tai,103.0,8.0,f,chimpanzee,a,1,4,8.0,pretest,banana,right,,
rakoczy2014apes,4,statistical_inference_control_one,tai,103.0,8.0,f,chimpanzee,a,1,1,8.0,test,,,wrong,left
rakoczy2014apes,4,statistical_inference_control_one,tai,103.0,8.0,f,chimpanzee,a,1,2,8.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,tai,103.0,8.0,f,chimpanzee,a,1,3,8.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,tai,103.0,8.0,f,chimpanzee,a,1,4,8.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,tai,103.0,8.0,f,chimpanzee,a,1,5,8.0,test,,,wrong,right
rakoczy2014apes,4,statistical_inference_control_one,tai,103.0,8.0,f,chimpanzee,a,1,6,8.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,tai,103.0,8.0,f,chimpanzee,a,2,7,8.0,test,,,wrong,left
rakoczy2014apes,4,statistical_inference_control_one,tai,103.0,8.0,f,chimpanzee,a,2,8,8.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,tai,103.0,8.0,f,chimpanzee,a,2,9,8.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,tai,103.0,8.0,f,chimpanzee,a,2,10,8.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,tai,103.0,8.0,f,chimpanzee,a,2,11,8.0,test,,,wrong,left
rakoczy2014apes,4,statistical_inference_control_one,tai,103.0,8.0,f,chimpanzee,a,2,12,8.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,ulindi,209.0,17.0,f,bonobo,,1,1,12.0,pretest,banana,left,,
rakoczy2014apes,4,statistical_inference_control_one,ulindi,209.0,17.0,f,bonobo,,1,2,12.0,pretest,banana,left,,
rakoczy2014apes,4,statistical_inference_control_one,ulindi,209.0,17.0,f,bonobo,,1,3,12.0,pretest,banana,right,,
rakoczy2014apes,4,statistical_inference_control_one,ulindi,209.0,17.0,f,bonobo,,1,4,12.0,pretest,banana,right,,
rakoczy2014apes,4,statistical_inference_control_one,ulindi,209.0,17.0,f,bonobo,,1,1,12.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,ulindi,209.0,17.0,f,bonobo,,1,2,12.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,ulindi,209.0,17.0,f,bonobo,,1,3,12.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,ulindi,209.0,17.0,f,bonobo,,1,4,12.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,ulindi,209.0,17.0,f,bonobo,,1,5,12.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,ulindi,209.0,17.0,f,bonobo,,1,6,12.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,ulindi,209.0,17.0,f,bonobo,,2,7,12.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,ulindi,209.0,17.0,f,bonobo,,2,8,12.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,ulindi,209.0,17.0,f,bonobo,,2,9,12.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,ulindi,209.0,17.0,f,bonobo,,2,10,12.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,ulindi,209.0,17.0,f,bonobo,,2,11,12.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,ulindi,209.0,17.0,f,bonobo,,2,12,12.0,test,,,correct,left
