study_id,experiment,participant,age_in_years,sex,species,phase,session,trial,condition,order,order2,correct_side,first_response,chosen_side
volter2018intuitive,2,ulla,37,f,chimpanzee,arbitrary,6,64,arbitrary,shadow_first,2.0,l,1.0,l
volter2018intuitive,2,ulla,37,f,chimpanzee,arbitrary,6,65,arbitrary,shadow_first,2.0,r,1.0,r
volter2018intuitive,2,ulla,37,f,chimpanzee,arbitrary,6,66,arbitrary,shadow_first,2.0,l,0.0,r
volter2018intuitive,2,ulla,37,f,chimpanzee,arbitrary,6,67,control,shadow_first,2.0,l,0.0,r
volter2018intuitive,2,ulla,37,f,chimpanzee,arbitrary,6,68,base,shadow_first,2.0,l,0.0,r
volter2018intuitive,2,ulla,37,f,chimpanzee,arbitrary,6,69,base,shadow_first,2.0,r,1.0,r
volter2018intuitive,2,ulla,37,f,chimpanzee,arbitrary,6,70,arbitrary,shadow_first,2.0,r,1.0,r
volter2018intuitive,2,ulla,37,f,chimpanzee,arbitrary,6,71,arbitrary,shadow_first,2.0,l,0.0,r
volter2018intuitive,2,ulla,37,f,chimpanzee,arbitrary,7,72,control,shadow_first,2.0,r,1.0,r
volter2018intuitive,2,ulla,37,f,chimpanzee,arbitrary,7,73,control,shadow_first,2.0,l,0.0,r
volter2018intuitive,2,ulla,37,f,chimpanzee,arbitrary,7,74,base,shadow_first,2.0,l,1.0,l
volter2018intuitive,2,ulla,37,f,chimpanzee,arbitrary,7,75,arbitrary,shadow_first,2.0,r,1.0,r
volter2018intuitive,2,ulla,37,f,chimpanzee,arbitrary,7,76,arbitrary,shadow_first,2.0,l,0.0,r
volter2018intuitive,2,ulla,37,f,chimpanzee,arbitrary,7,77,base,shadow_first,2.0,r,1.0,r
volter2018intuitive,2,ulla,37,f,chimpanzee,arbitrary,7,78,arbitrary,shadow_first,2.0,l,0.0,r
volter2018intuitive,2,ulla,37,f,chimpanzee,arbitrary,7,79,control,shadow_first,2.0,r,1.0,r
volter2018intuitive,2,ulla,37,f,chimpanzee,arbitrary,7,80,arbitrary,shadow_first,2.0,r,1.0,r
volter2018intuitive,2,ulla,37,f,chimpanzee,arbitrary,7,81,arbitrary,shadow_first,2.0,l,0.0,r
volter2018intuitive,2,ulla,37,f,chimpanzee,arbitrary,7,82,control,shadow_first,2.0,l,0.0,r
volter2018intuitive,2,ulla,37,f,chimpanzee,arbitrary,7,83,base,shadow_first,2.0,r,1.0,r
volter2018intuitive,2,ulla,37,f,chimpanzee,arbitrary,8,84,arbitrary,shadow_first,2.0,r,1.0,r
volter2018intuitive,2,ulla,37,f,chimpanzee,arbitrary,8,85,arbitrary,shadow_first,2.0,l,0.0,r
volter2018intuitive,2,ulla,37,f,chimpanzee,arbitrary,8,86,base,shadow_first,2.0,l,1.0,l
volter2018intuitive,2,ulla,37,f,chimpanzee,arbitrary,8,87,control,shadow_first,2.0,r,1.0,r
volter2018intuitive,2,ulla,37,f,chimpanzee,arbitrary,8,88,arbitrary,shadow_first,2.0,r,1.0,r
volter2018intuitive,2,ulla,37,f,chimpanzee,arbitrary,8,89,arbitrary,shadow_first,2.0,l,0.0,r
volter2018intuitive,2,ulla,37,f,chimpanzee,arbitrary,8,90,arbitrary,shadow_first,2.0,r,1.0,r
volter2018intuitive,2,ulla,37,f,chimpanzee,arbitrary,8,91,base,shadow_first,2.0,r,1.0,r
volter2018intuitive,2,ulla,37,f,chimpanzee,arbitrary,8,92,control,shadow_first,2.0,l,0.0,r
volter2018intuitive,2,ulla,37,f,chimpanzee,arbitrary,8,93,control,shadow_first,2.0,r,1.0,r
volter2018intuitive,2,ulla,37,f,chimpanzee,arbitrary,8,94,base,shadow_first,2.0,l,0.0,r
volter2018intuitive,2,ulla,37,f,chimpanzee,arbitrary,8,95,arbitrary,shadow_first,2.0,l,0.0,r
volter2018intuitive,2,ulla,37,f,chimpanzee,arbitrary,8,96,arbitrary,shadow_first,2.0,r,1.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,1,1,shadow,shadow_first,1.0,r,1.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,1,2,shadow,shadow_first,1.0,l,1.0,l
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,1,3,base,shadow_first,1.0,r,1.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,1,4,control,shadow_first,1.0,l,1.0,l
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,1,5,control,shadow_first,1.0,r,0.0,l
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,1,6,shadow,shadow_first,1.0,l,0.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,1,7,base,shadow_first,1.0,l,1.0,l
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,1,8,shadow,shadow_first,1.0,r,0.0,l
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,1,9,base,shadow_first,1.0,r,1.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,1,10,shadow,shadow_first,1.0,l,0.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,1,11,control,shadow_first,1.0,r,0.0,l
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,1,12,shadow,shadow_first,1.0,r,1.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,2,13,control,shadow_first,1.0,l,1.0,l
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,2,14,shadow,shadow_first,1.0,l,0.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,2,15,shadow,shadow_first,1.0,r,1.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,2,16,base,shadow_first,1.0,l,0.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,2,17,control,shadow_first,1.0,l,1.0,l
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,2,18,base,shadow_first,1.0,r,1.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,2,19,shadow,shadow_first,1.0,r,1.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,2,20,shadow,shadow_first,1.0,l,0.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,2,21,shadow,shadow_first,1.0,l,0.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,2,22,control,shadow_first,1.0,r,1.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,2,23,shadow,shadow_first,1.0,r,0.0,l
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,2,24,base,shadow_first,1.0,l,1.0,l
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,3,25,shadow,shadow_first,1.0,r,1.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,3,26,shadow,shadow_first,1.0,l,1.0,l
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,3,27,base,shadow_first,1.0,r,1.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,3,28,control,shadow_first,1.0,r,0.0,l
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,3,29,control,shadow_first,1.0,l,0.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,3,30,shadow,shadow_first,1.0,l,1.0,l
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,3,31,base,shadow_first,1.0,l,1.0,l
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,3,32,shadow,shadow_first,1.0,r,1.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,3,33,base,shadow_first,1.0,r,1.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,3,34,shadow,shadow_first,1.0,l,0.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,3,35,control,shadow_first,1.0,r,1.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,3,36,shadow,shadow_first,1.0,r,1.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,4,37,control,shadow_first,1.0,l,0.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,4,38,shadow,shadow_first,1.0,l,0.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,4,39,shadow,shadow_first,1.0,r,0.0,l
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,4,40,base,shadow_first,1.0,l,0.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,4,41,control,shadow_first,1.0,r,0.0,l
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,4,42,base,shadow_first,1.0,l,0.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,4,43,shadow,shadow_first,1.0,r,0.0,l
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,4,44,shadow,shadow_first,1.0,l,0.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,4,45,shadow,shadow_first,1.0,l,1.0,l
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,4,46,control,shadow_first,1.0,l,0.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,4,47,shadow,shadow_first,1.0,r,1.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,shadow,4,48,base,shadow_first,1.0,r,1.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,5,49,arbitrary,shadow_first,2.0,l,1.0,l
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,5,50,base,shadow_first,2.0,r,1.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,5,51,arbitrary,shadow_first,2.0,r,1.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,5,52,control,shadow_first,2.0,r,1.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,5,53,arbitrary,shadow_first,2.0,r,1.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,5,54,arbitrary,shadow_first,2.0,l,1.0,l
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,5,55,base,shadow_first,2.0,l,0.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,5,56,control,shadow_first,2.0,l,0.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,5,57,arbitrary,shadow_first,2.0,l,0.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,5,58,base,shadow_first,2.0,r,1.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,5,59,arbitrary,shadow_first,2.0,r,1.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,6,60,control,shadow_first,2.0,r,1.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,6,61,arbitrary,shadow_first,2.0,r,0.0,l
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,6,62,arbitrary,shadow_first,2.0,l,0.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,6,63,control,shadow_first,2.0,l,0.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,6,64,base,shadow_first,2.0,l,1.0,l
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,6,65,arbitrary,shadow_first,2.0,r,1.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,6,66,control,shadow_first,2.0,r,1.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,6,67,base,shadow_first,2.0,l,0.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,6,68,arbitrary,shadow_first,2.0,l,0.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,6,69,control,shadow_first,2.0,l,1.0,l
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,6,70,arbitrary,shadow_first,2.0,r,1.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,6,71,base,shadow_first,2.0,r,1.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,7,72,arbitrary,shadow_first,2.0,l,0.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,7,73,arbitrary,shadow_first,2.0,l,0.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,7,74,control,shadow_first,2.0,r,0.0,l
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,7,75,base,shadow_first,2.0,r,1.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,7,76,arbitrary,shadow_first,2.0,r,0.0,l
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,7,77,control,shadow_first,2.0,l,0.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,7,78,base,shadow_first,2.0,l,0.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,7,79,control,shadow_first,2.0,r,1.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,7,80,base,shadow_first,2.0,r,1.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,7,81,arbitrary,shadow_first,2.0,r,1.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,7,82,arbitrary,shadow_first,2.0,l,0.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,7,83,arbitrary,shadow_first,2.0,r,1.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,8,84,base,shadow_first,2.0,l,1.0,l
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,8,85,control,shadow_first,2.0,l,0.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,8,86,arbitrary,shadow_first,2.0,l,0.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,8,87,base,shadow_first,2.0,l,0.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,8,88,control,shadow_first,2.0,r,1.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,8,89,arbitrary,shadow_first,2.0,l,0.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,8,90,arbitrary,shadow_first,2.0,r,1.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,8,91,control,shadow_first,2.0,l,0.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,8,92,base,shadow_first,2.0,r,1.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,8,93,arbitrary,shadow_first,2.0,l,0.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,8,94,arbitrary,shadow_first,2.0,r,1.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,8,95,arbitrary,shadow_first,2.0,l,0.0,r
volter2018intuitive,2,robert,39,m,chimpanzee,arbitrary,8,96,arbitrary,shadow_first,2.0,r,0.0,l
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,1,1,arbitrary,arbitrary_first,1.0,r,1.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,1,2,base,arbitrary_first,1.0,l,0.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,1,3,control,arbitrary_first,1.0,l,0.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,1,4,arbitrary,arbitrary_first,1.0,l,0.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,1,5,arbitrary,arbitrary_first,1.0,r,1.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,1,6,control,arbitrary_first,1.0,r,1.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,1,7,base,arbitrary_first,1.0,r,1.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,1,8,base,arbitrary_first,1.0,l,0.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,1,9,arbitrary,arbitrary_first,1.0,l,0.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,1,10,arbitrary,arbitrary_first,1.0,r,1.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,1,11,control,arbitrary_first,1.0,l,0.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,1,12,arbitrary,arbitrary_first,1.0,r,1.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,2,13,control,arbitrary_first,1.0,r,1.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,2,14,arbitrary,arbitrary_first,1.0,l,0.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,2,15,base,arbitrary_first,1.0,r,1.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,2,16,arbitrary,arbitrary_first,1.0,l,0.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,2,17,arbitrary,arbitrary_first,1.0,r,1.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,2,18,base,arbitrary_first,1.0,l,1.0,l
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,2,19,control,arbitrary_first,1.0,r,0.0,l
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,2,20,arbitrary,arbitrary_first,1.0,l,1.0,l
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,2,21,base,arbitrary_first,1.0,r,1.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,2,22,arbitrary,arbitrary_first,1.0,r,1.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,2,23,control,arbitrary_first,1.0,l,0.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,2,24,arbitrary,arbitrary_first,1.0,l,0.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,3,25,arbitrary,arbitrary_first,1.0,r,1.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,3,26,control,arbitrary_first,1.0,r,1.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,3,27,base,arbitrary_first,1.0,l,1.0,l
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,3,28,arbitrary,arbitrary_first,1.0,l,0.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,3,29,base,arbitrary_first,1.0,r,1.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,3,30,control,arbitrary_first,1.0,l,0.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,3,31,arbitrary,arbitrary_first,1.0,r,1.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,3,32,control,arbitrary_first,1.0,r,1.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,3,33,arbitrary,arbitrary_first,1.0,l,0.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,3,34,arbitrary,arbitrary_first,1.0,r,1.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,3,35,base,arbitrary_first,1.0,r,1.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,3,36,base,arbitrary_first,1.0,l,1.0,l
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,4,37,control,arbitrary_first,1.0,l,1.0,l
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,4,38,arbitrary,arbitrary_first,1.0,r,0.0,l
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,4,39,arbitrary,arbitrary_first,1.0,l,1.0,l
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,4,40,arbitrary,arbitrary_first,1.0,l,1.0,l
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,4,41,arbitrary,arbitrary_first,1.0,r,0.0,l
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,4,42,base,arbitrary_first,1.0,l,1.0,l
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,4,43,control,arbitrary_first,1.0,l,1.0,l
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,4,44,base,arbitrary_first,1.0,r,1.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,4,45,arbitrary,arbitrary_first,1.0,l,1.0,l
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,4,46,control,arbitrary_first,1.0,r,1.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,4,47,arbitrary,arbitrary_first,1.0,r,1.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,arbitrary,4,48,arbitrary,arbitrary_first,1.0,l,0.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,5,49,shadow,arbitrary_first,2.0,l,0.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,5,50,shadow,arbitrary_first,2.0,r,1.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,5,51,base,arbitrary_first,2.0,l,1.0,l
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,5,52,control,arbitrary_first,2.0,l,0.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,5,53,shadow,arbitrary_first,2.0,r,1.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,5,54,control,arbitrary_first,2.0,r,1.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,5,55,shadow,arbitrary_first,2.0,l,1.0,l
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,5,56,base,arbitrary_first,2.0,r,1.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,5,57,shadow,arbitrary_first,2.0,l,1.0,l
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,5,58,base,arbitrary_first,2.0,r,1.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,5,59,control,arbitrary_first,2.0,l,0.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,6,60,shadow,arbitrary_first,2.0,r,1.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,6,61,shadow,arbitrary_first,2.0,l,1.0,l
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,6,62,base,arbitrary_first,2.0,l,1.0,l
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,6,63,control,arbitrary_first,2.0,r,0.0,l
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,6,64,shadow,arbitrary_first,2.0,r,1.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,6,65,shadow,arbitrary_first,2.0,l,1.0,l
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,6,66,shadow,arbitrary_first,2.0,r,1.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,6,67,base,arbitrary_first,2.0,l,1.0,l
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,6,68,control,arbitrary_first,2.0,r,1.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,6,69,shadow,arbitrary_first,2.0,r,1.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,6,70,base,arbitrary_first,2.0,r,1.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,6,71,control,arbitrary_first,2.0,l,0.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,7,72,shadow,arbitrary_first,2.0,l,0.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,7,73,base,arbitrary_first,2.0,r,1.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,7,74,control,arbitrary_first,2.0,l,0.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,7,75,shadow,arbitrary_first,2.0,l,1.0,l
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,7,76,shadow,arbitrary_first,2.0,r,1.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,7,77,shadow,arbitrary_first,2.0,r,1.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,7,78,shadow,arbitrary_first,2.0,l,1.0,l
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,7,79,base,arbitrary_first,2.0,l,1.0,l
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,7,80,control,arbitrary_first,2.0,r,1.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,7,81,shadow,arbitrary_first,2.0,l,1.0,l
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,7,82,shadow,arbitrary_first,2.0,r,1.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,7,83,control,arbitrary_first,2.0,r,1.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,8,84,base,arbitrary_first,2.0,l,1.0,l
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,8,85,shadow,arbitrary_first,2.0,r,1.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,8,86,control,arbitrary_first,2.0,l,0.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,8,87,base,arbitrary_first,2.0,r,1.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,8,88,shadow,arbitrary_first,2.0,l,1.0,l
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,8,89,base,arbitrary_first,2.0,r,1.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,8,90,shadow,arbitrary_first,2.0,r,1.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,8,91,control,arbitrary_first,2.0,r,1.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,8,92,shadow,arbitrary_first,2.0,l,0.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,8,93,control,arbitrary_first,2.0,l,0.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,8,94,base,arbitrary_first,2.0,l,1.0,l
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,8,95,shadow,arbitrary_first,2.0,r,1.0,r
volter2018intuitive,2,kofi,9,m,chimpanzee,shadow,8,96,shadow,arbitrary_first,2.0,l,1.0,l
volter2018intuitive,2,tai,12,f,chimpanzee,arbitrary,1,1,arbitrary,arbitrary_first,1.0,r,0.0,l
volter2018intuitive,2,tai,12,f,chimpanzee,arbitrary,1,2,arbitrary,arbitrary_first,1.0,l,1.0,l
volter2018intuitive,2,tai,12,f,chimpanzee,arbitrary,1,3,control,arbitrary_first,1.0,r,1.0,r
volter2018intuitive,2,tai,12,f,chimpanzee,arbitrary,1,4,base,arbitrary_first,1.0,r,0.0,l
volter2018intuitive,2,tai,12,f,chimpanzee,arbitrary,1,5,control,arbitrary_first,1.0,l,1.0,l
volter2018intuitive,2,tai,12,f,chimpanzee,arbitrary,1,6,arbitrary,arbitrary_first,1.0,l,1.0,l
volter2018intuitive,2,tai,12,f,chimpanzee,arbitrary,1,7,base,arbitrary_first,1.0,l,1.0,l
volter2018intuitive,2,tai,12,f,chimpanzee,arbitrary,1,8,control,arbitrary_first,1.0,l,1.0,l
volter2018intuitive,2,tai,12,f,chimpanzee,arbitrary,1,9,base,arbitrary_first,1.0,r,1.0,r
volter2018intuitive,2,tai,12,f,chimpanzee,arbitrary,1,10,arbitrary,arbitrary_first,1.0,l,1.0,l
volter2018intuitive,2,tai,12,f,chimpanzee,arbitrary,1,11,arbitrary,arbitrary_first,1.0,r,0.0,l
volter2018intuitive,2,tai,12,f,chimpanzee,arbitrary,1,12,arbitrary,arbitrary_first,1.0,r,0.0,l
volter2018intuitive,2,tai,12,f,chimpanzee,arbitrary,2,13,base,arbitrary_first,1.0,l,1.0,l
volter2018intuitive,2,tai,12,f,chimpanzee,arbitrary,2,14,arbitrary,arbitrary_first,1.0,l,0.0,r
volter2018intuitive,2,tai,12,f,chimpanzee,arbitrary,2,15,control,arbitrary_first,1.0,r,0.0,l
volter2018intuitive,2,tai,12,f,chimpanzee,arbitrary,2,16,base,arbitrary_first,1.0,r,1.0,r
volter2018intuitive,2,tai,12,f,chimpanzee,arbitrary,2,17,arbitrary,arbitrary_first,1.0,r,0.0,l
volter2018intuitive,2,tai,12,f,chimpanzee,arbitrary,2,18,arbitrary,arbitrary_first,1.0,l,1.0,l
