study_id,experiment,participant,age_in_years,sex,species,session,trial,condition,correct_side,correct_side_1,chosen_side,order_block,order_block2,session_within_block,block,side_with_food_image
volter2018intuitive,4,dokana,26,f,orangutan,3,28,incongruent,l,1.0,l,image_first,1.0,3.0,image,0.0
volter2018intuitive,4,dokana,26,f,orangutan,3,29,congruent,l,0.0,r,image_first,1.0,3.0,image,0.0
volter2018intuitive,4,dokana,26,f,orangutan,3,30,incongruent,l,1.0,l,image_first,1.0,3.0,image,0.0
volter2018intuitive,4,dokana,26,f,orangutan,3,31,congruent,r,1.0,r,image_first,1.0,3.0,image,1.0
volter2018intuitive,4,dokana,26,f,orangutan,3,32,incongruent,r,1.0,r,image_first,1.0,3.0,image,0.0
volter2018intuitive,4,dokana,26,f,orangutan,3,33,congruent,l,1.0,l,image_first,1.0,3.0,image,1.0
volter2018intuitive,4,dokana,26,f,orangutan,3,34,incongruent,l,1.0,l,image_first,1.0,3.0,image,0.0
volter2018intuitive,4,dokana,26,f,orangutan,3,35,congruent,r,1.0,r,image_first,1.0,3.0,image,1.0
volter2018intuitive,4,dokana,26,f,orangutan,3,36,incongruent,r,1.0,r,image_first,1.0,3.0,image,0.0
volter2018intuitive,4,dokana,26,f,orangutan,4,37,incongruent,l,1.0,l,image_first,1.0,4.0,image,0.0
volter2018intuitive,4,dokana,26,f,orangutan,4,38,congruent,l,0.0,r,image_first,1.0,4.0,image,0.0
volter2018intuitive,4,dokana,26,f,orangutan,4,39,congruent,r,0.0,l,image_first,1.0,4.0,image,0.0
volter2018intuitive,4,dokana,26,f,orangutan,4,40,incongruent,r,0.0,l,image_first,1.0,4.0,image,1.0
volter2018intuitive,4,dokana,26,f,orangutan,4,41,incongruent,r,0.0,l,image_first,1.0,4.0,image,1.0
volter2018intuitive,4,dokana,26,f,orangutan,4,42,congruent,l,1.0,l,image_first,1.0,4.0,image,1.0
volter2018intuitive,4,dokana,26,f,orangutan,4,43,congruent,r,0.0,l,image_first,1.0,4.0,image,0.0
volter2018intuitive,4,dokana,26,f,orangutan,4,44,incongruent,l,1.0,l,image_first,1.0,4.0,image,0.0
volter2018intuitive,4,dokana,26,f,orangutan,4,45,congruent,l,0.0,r,image_first,1.0,4.0,image,0.0
volter2018intuitive,4,dokana,26,f,orangutan,4,46,incongruent,l,0.0,r,image_first,1.0,4.0,image,1.0
volter2018intuitive,4,dokana,26,f,orangutan,4,47,congruent,r,1.0,r,image_first,1.0,4.0,image,1.0
volter2018intuitive,4,dokana,26,f,orangutan,4,48,incongruent,r,1.0,r,image_first,1.0,4.0,image,0.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,1,1,congruent,l,1.0,l,image_first,1.0,1.0,image,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,1,2,congruent,r,1.0,r,image_first,1.0,1.0,image,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,1,3,incongruent,l,0.0,r,image_first,1.0,1.0,image,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,1,4,incongruent,r,0.0,l,image_first,1.0,1.0,image,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,1,5,incongruent,l,0.0,r,image_first,1.0,1.0,image,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,1,6,incongruent,r,0.0,l,image_first,1.0,1.0,image,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,1,7,congruent,l,1.0,l,image_first,1.0,1.0,image,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,1,8,congruent,r,1.0,r,image_first,1.0,1.0,image,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,1,9,congruent,l,1.0,l,image_first,1.0,1.0,image,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,1,10,incongruent,r,0.0,l,image_first,1.0,1.0,image,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,1,11,congruent,r,0.0,l,image_first,1.0,1.0,image,0.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,1,12,incongruent,l,0.0,r,image_first,1.0,1.0,image,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,2,13,congruent,r,0.0,l,image_first,1.0,2.0,image,0.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,2,14,incongruent,r,0.0,l,image_first,1.0,2.0,image,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,2,15,congruent,l,1.0,l,image_first,1.0,2.0,image,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,2,16,incongruent,l,0.0,r,image_first,1.0,2.0,image,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,2,17,incongruent,l,1.0,l,image_first,1.0,2.0,image,0.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,2,18,congruent,l,1.0,l,image_first,1.0,2.0,image,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,2,19,congruent,r,0.0,l,image_first,1.0,2.0,image,0.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,2,20,incongruent,r,0.0,l,image_first,1.0,2.0,image,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,2,21,incongruent,r,1.0,r,image_first,1.0,2.0,image,0.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,2,22,congruent,r,0.0,l,image_first,1.0,2.0,image,0.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,2,23,congruent,l,1.0,l,image_first,1.0,2.0,image,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,2,24,incongruent,l,0.0,r,image_first,1.0,2.0,image,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,3,25,congruent,l,1.0,l,image_first,1.0,3.0,image,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,3,26,incongruent,r,1.0,r,image_first,1.0,3.0,image,0.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,3,27,incongruent,l,1.0,l,image_first,1.0,3.0,image,0.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,3,28,congruent,r,0.0,l,image_first,1.0,3.0,image,0.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,3,29,incongruent,r,1.0,r,image_first,1.0,3.0,image,0.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,3,30,congruent,r,0.0,l,image_first,1.0,3.0,image,0.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,3,31,congruent,l,1.0,l,image_first,1.0,3.0,image,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,3,32,incongruent,l,1.0,l,image_first,1.0,3.0,image,0.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,3,33,congruent,l,0.0,r,image_first,1.0,3.0,image,0.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,3,34,congruent,l,1.0,l,image_first,1.0,3.0,image,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,3,35,incongruent,r,0.0,l,image_first,1.0,3.0,image,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,3,36,incongruent,l,1.0,l,image_first,1.0,3.0,image,0.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,4,37,incongruent,l,1.0,l,image_first,1.0,4.0,image,0.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,4,38,incongruent,r,1.0,r,image_first,1.0,4.0,image,0.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,4,39,congruent,l,1.0,l,image_first,1.0,4.0,image,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,4,40,congruent,r,0.0,l,image_first,1.0,4.0,image,0.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,4,41,incongruent,l,0.0,r,image_first,1.0,4.0,image,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,4,42,congruent,r,0.0,l,image_first,1.0,4.0,image,0.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,4,43,incongruent,r,0.0,l,image_first,1.0,4.0,image,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,4,44,congruent,l,1.0,l,image_first,1.0,4.0,image,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,4,45,congruent,r,0.0,l,image_first,1.0,4.0,image,0.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,4,46,congruent,l,0.0,r,image_first,1.0,4.0,image,0.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,4,47,incongruent,r,0.0,l,image_first,1.0,4.0,image,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,4,48,incongruent,l,0.0,r,image_first,1.0,4.0,image,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,5,49,congruent,r,0.0,l,image_first,2.0,1.0,mirror,0.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,5,50,incongruent,l,1.0,l,image_first,2.0,1.0,mirror,0.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,5,51,incongruent,r,0.0,l,image_first,2.0,1.0,mirror,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,5,52,congruent,l,1.0,l,image_first,2.0,1.0,mirror,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,5,53,congruent,r,1.0,r,image_first,2.0,1.0,mirror,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,5,54,incongruent,r,0.0,l,image_first,2.0,1.0,mirror,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,5,55,congruent,l,1.0,l,image_first,2.0,1.0,mirror,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,5,56,incongruent,l,0.0,r,image_first,2.0,1.0,mirror,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,5,57,incongruent,l,0.0,r,image_first,2.0,1.0,mirror,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,5,58,congruent,r,0.0,l,image_first,2.0,1.0,mirror,0.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,5,59,congruent,l,1.0,l,image_first,2.0,1.0,mirror,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,5,60,incongruent,r,0.0,l,image_first,2.0,1.0,mirror,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,6,61,congruent,r,0.0,l,image_first,2.0,2.0,mirror,0.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,6,62,incongruent,r,0.0,l,image_first,2.0,2.0,mirror,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,6,63,congruent,l,1.0,l,image_first,2.0,2.0,mirror,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,6,64,incongruent,l,1.0,l,image_first,2.0,2.0,mirror,0.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,6,65,incongruent,l,0.0,r,image_first,2.0,2.0,mirror,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,6,66,congruent,r,0.0,l,image_first,2.0,2.0,mirror,0.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,6,67,incongruent,r,0.0,l,image_first,2.0,2.0,mirror,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,6,68,congruent,l,1.0,l,image_first,2.0,2.0,mirror,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,6,69,congruent,l,1.0,l,image_first,2.0,2.0,mirror,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,6,70,incongruent,l,1.0,l,image_first,2.0,2.0,mirror,0.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,6,71,incongruent,r,1.0,r,image_first,2.0,2.0,mirror,0.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,6,72,congruent,r,1.0,r,image_first,2.0,2.0,mirror,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,7,73,congruent,l,1.0,l,image_first,2.0,3.0,mirror,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,7,74,congruent,r,1.0,r,image_first,2.0,3.0,mirror,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,7,75,incongruent,r,0.0,l,image_first,2.0,3.0,mirror,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,7,76,incongruent,l,1.0,l,image_first,2.0,3.0,mirror,0.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,7,77,incongruent,r,0.0,l,image_first,2.0,3.0,mirror,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,7,78,incongruent,l,0.0,r,image_first,2.0,3.0,mirror,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,7,79,congruent,l,1.0,l,image_first,2.0,3.0,mirror,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,7,80,congruent,r,1.0,r,image_first,2.0,3.0,mirror,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,7,81,congruent,r,1.0,r,image_first,2.0,3.0,mirror,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,7,82,incongruent,l,0.0,r,image_first,2.0,3.0,mirror,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,7,83,congruent,l,1.0,l,image_first,2.0,3.0,mirror,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,7,84,incongruent,r,0.0,l,image_first,2.0,3.0,mirror,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,8,85,incongruent,l,0.0,r,image_first,2.0,4.0,mirror,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,8,86,congruent,l,1.0,l,image_first,2.0,4.0,mirror,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,8,87,incongruent,r,0.0,l,image_first,2.0,4.0,mirror,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,8,88,congruent,r,1.0,r,image_first,2.0,4.0,mirror,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,8,89,congruent,r,0.0,l,image_first,2.0,4.0,mirror,0.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,8,90,incongruent,r,0.0,l,image_first,2.0,4.0,mirror,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,8,91,congruent,l,1.0,l,image_first,2.0,4.0,mirror,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,8,92,incongruent,l,0.0,r,image_first,2.0,4.0,mirror,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,8,93,incongruent,l,0.0,r,image_first,2.0,4.0,mirror,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,8,94,incongruent,r,0.0,l,image_first,2.0,4.0,mirror,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,8,95,congruent,l,1.0,l,image_first,2.0,4.0,mirror,1.0
volter2018intuitive,4,fraukje,38,f,chimpanzee,8,96,congruent,r,1.0,r,image_first,2.0,4.0,mirror,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,1,1,congruent,l,1.0,l,mirror_first,1.0,1.0,mirror,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,1,2,incongruent,r,1.0,r,mirror_first,1.0,1.0,mirror,0.0
volter2018intuitive,4,frodo,21,m,chimpanzee,1,3,incongruent,l,0.0,r,mirror_first,1.0,1.0,mirror,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,1,4,congruent,r,1.0,r,mirror_first,1.0,1.0,mirror,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,1,5,congruent,l,1.0,l,mirror_first,1.0,1.0,mirror,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,1,6,congruent,r,1.0,r,mirror_first,1.0,1.0,mirror,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,1,7,incongruent,r,0.0,l,mirror_first,1.0,1.0,mirror,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,1,8,incongruent,l,1.0,l,mirror_first,1.0,1.0,mirror,0.0
volter2018intuitive,4,frodo,21,m,chimpanzee,1,9,incongruent,l,0.0,r,mirror_first,1.0,1.0,mirror,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,1,10,congruent,r,1.0,r,mirror_first,1.0,1.0,mirror,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,1,11,incongruent,r,0.0,l,mirror_first,1.0,1.0,mirror,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,1,12,congruent,l,0.0,r,mirror_first,1.0,1.0,mirror,0.0
volter2018intuitive,4,frodo,21,m,chimpanzee,2,13,incongruent,l,1.0,l,mirror_first,1.0,2.0,mirror,0.0
volter2018intuitive,4,frodo,21,m,chimpanzee,2,14,congruent,l,0.0,r,mirror_first,1.0,2.0,mirror,0.0
volter2018intuitive,4,frodo,21,m,chimpanzee,2,15,incongruent,r,1.0,r,mirror_first,1.0,2.0,mirror,0.0
volter2018intuitive,4,frodo,21,m,chimpanzee,2,16,congruent,r,0.0,l,mirror_first,1.0,2.0,mirror,0.0
volter2018intuitive,4,frodo,21,m,chimpanzee,2,17,congruent,l,1.0,l,mirror_first,1.0,2.0,mirror,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,2,18,incongruent,r,1.0,r,mirror_first,1.0,2.0,mirror,0.0
volter2018intuitive,4,frodo,21,m,chimpanzee,2,19,congruent,r,1.0,r,mirror_first,1.0,2.0,mirror,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,2,20,incongruent,l,0.0,r,mirror_first,1.0,2.0,mirror,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,2,21,incongruent,r,1.0,r,mirror_first,1.0,2.0,mirror,0.0
volter2018intuitive,4,frodo,21,m,chimpanzee,2,22,congruent,r,1.0,r,mirror_first,1.0,2.0,mirror,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,2,23,congruent,l,1.0,l,mirror_first,1.0,2.0,mirror,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,2,24,incongruent,l,0.0,r,mirror_first,1.0,2.0,mirror,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,3,25,congruent,l,0.0,r,mirror_first,1.0,3.0,mirror,0.0
volter2018intuitive,4,frodo,21,m,chimpanzee,3,26,congruent,r,1.0,r,mirror_first,1.0,3.0,mirror,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,3,27,incongruent,l,0.0,r,mirror_first,1.0,3.0,mirror,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,3,28,incongruent,r,1.0,r,mirror_first,1.0,3.0,mirror,0.0
volter2018intuitive,4,frodo,21,m,chimpanzee,3,29,congruent,l,1.0,l,mirror_first,1.0,3.0,mirror,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,3,30,congruent,r,1.0,r,mirror_first,1.0,3.0,mirror,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,3,31,incongruent,l,0.0,r,mirror_first,1.0,3.0,mirror,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,3,32,congruent,r,1.0,r,mirror_first,1.0,3.0,mirror,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,3,33,incongruent,l,0.0,r,mirror_first,1.0,3.0,mirror,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,3,34,congruent,r,1.0,r,mirror_first,1.0,3.0,mirror,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,3,35,congruent,l,0.0,r,mirror_first,1.0,3.0,mirror,0.0
volter2018intuitive,4,frodo,21,m,chimpanzee,3,36,incongruent,r,0.0,l,mirror_first,1.0,3.0,mirror,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,4,37,incongruent,r,1.0,r,mirror_first,1.0,4.0,mirror,0.0
volter2018intuitive,4,frodo,21,m,chimpanzee,4,38,incongruent,r,0.0,l,mirror_first,1.0,4.0,mirror,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,4,39,incongruent,l,0.0,r,mirror_first,1.0,4.0,mirror,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,4,40,congruent,l,0.0,r,mirror_first,1.0,4.0,mirror,0.0
volter2018intuitive,4,frodo,21,m,chimpanzee,4,41,incongruent,l,0.0,r,mirror_first,1.0,4.0,mirror,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,4,42,incongruent,r,1.0,r,mirror_first,1.0,4.0,mirror,0.0
volter2018intuitive,4,frodo,21,m,chimpanzee,4,43,congruent,l,1.0,l,mirror_first,1.0,4.0,mirror,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,4,44,congruent,r,1.0,r,mirror_first,1.0,4.0,mirror,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,4,45,congruent,l,1.0,l,mirror_first,1.0,4.0,mirror,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,4,46,incongruent,r,1.0,r,mirror_first,1.0,4.0,mirror,0.0
volter2018intuitive,4,frodo,21,m,chimpanzee,4,47,congruent,r,1.0,r,mirror_first,1.0,4.0,mirror,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,4,48,incongruent,l,0.0,r,mirror_first,1.0,4.0,mirror,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,5,49,incongruent,l,0.0,r,mirror_first,2.0,1.0,image,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,5,50,incongruent,r,1.0,r,mirror_first,2.0,1.0,image,0.0
volter2018intuitive,4,frodo,21,m,chimpanzee,5,51,congruent,l,1.0,l,mirror_first,2.0,1.0,image,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,5,52,congruent,r,1.0,r,mirror_first,2.0,1.0,image,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,5,53,congruent,l,0.0,r,mirror_first,2.0,1.0,image,0.0
volter2018intuitive,4,frodo,21,m,chimpanzee,5,54,incongruent,l,0.0,r,mirror_first,2.0,1.0,image,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,5,55,incongruent,r,1.0,r,mirror_first,2.0,1.0,image,0.0
volter2018intuitive,4,frodo,21,m,chimpanzee,5,56,congruent,r,0.0,l,mirror_first,2.0,1.0,image,0.0
volter2018intuitive,4,frodo,21,m,chimpanzee,5,57,incongruent,r,0.0,l,mirror_first,2.0,1.0,image,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,5,58,incongruent,l,1.0,l,mirror_first,2.0,1.0,image,0.0
volter2018intuitive,4,frodo,21,m,chimpanzee,5,59,congruent,l,0.0,r,mirror_first,2.0,1.0,image,0.0
volter2018intuitive,4,frodo,21,m,chimpanzee,5,60,congruent,r,1.0,r,mirror_first,2.0,1.0,image,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,6,61,incongruent,l,1.0,l,mirror_first,2.0,2.0,image,0.0
volter2018intuitive,4,frodo,21,m,chimpanzee,6,62,congruent,l,0.0,r,mirror_first,2.0,2.0,image,0.0
volter2018intuitive,4,frodo,21,m,chimpanzee,6,63,congruent,r,1.0,r,mirror_first,2.0,2.0,image,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,6,64,incongruent,r,0.0,l,mirror_first,2.0,2.0,image,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,6,65,congruent,l,1.0,l,mirror_first,2.0,2.0,image,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,6,66,incongruent,l,0.0,r,mirror_first,2.0,2.0,image,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,6,67,incongruent,r,0.0,l,mirror_first,2.0,2.0,image,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,6,68,congruent,r,1.0,r,mirror_first,2.0,2.0,image,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,6,69,congruent,l,1.0,l,mirror_first,2.0,2.0,image,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,6,70,congruent,r,1.0,r,mirror_first,2.0,2.0,image,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,6,71,incongruent,r,0.0,l,mirror_first,2.0,2.0,image,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,6,72,incongruent,l,1.0,l,mirror_first,2.0,2.0,image,0.0
volter2018intuitive,4,frodo,21,m,chimpanzee,7,73,incongruent,r,1.0,r,mirror_first,2.0,3.0,image,0.0
volter2018intuitive,4,frodo,21,m,chimpanzee,7,74,congruent,r,0.0,l,mirror_first,2.0,3.0,image,0.0
volter2018intuitive,4,frodo,21,m,chimpanzee,7,75,incongruent,l,1.0,l,mirror_first,2.0,3.0,image,0.0
volter2018intuitive,4,frodo,21,m,chimpanzee,7,76,congruent,l,1.0,l,mirror_first,2.0,3.0,image,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,7,77,congruent,r,1.0,r,mirror_first,2.0,3.0,image,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,7,78,incongruent,l,0.0,r,mirror_first,2.0,3.0,image,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,7,79,incongruent,r,0.0,l,mirror_first,2.0,3.0,image,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,7,80,congruent,l,1.0,l,mirror_first,2.0,3.0,image,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,7,81,congruent,r,0.0,l,mirror_first,2.0,3.0,image,0.0
volter2018intuitive,4,frodo,21,m,chimpanzee,7,82,incongruent,r,0.0,l,mirror_first,2.0,3.0,image,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,7,83,incongruent,l,1.0,l,mirror_first,2.0,3.0,image,0.0
volter2018intuitive,4,frodo,21,m,chimpanzee,7,84,congruent,l,0.0,r,mirror_first,2.0,3.0,image,0.0
volter2018intuitive,4,frodo,21,m,chimpanzee,8,85,congruent,r,1.0,r,mirror_first,2.0,4.0,image,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,8,86,congruent,l,1.0,l,mirror_first,2.0,4.0,image,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,8,87,incongruent,r,1.0,r,mirror_first,2.0,4.0,image,0.0
volter2018intuitive,4,frodo,21,m,chimpanzee,8,88,incongruent,l,1.0,l,mirror_first,2.0,4.0,image,0.0
volter2018intuitive,4,frodo,21,m,chimpanzee,8,89,congruent,l,0.0,r,mirror_first,2.0,4.0,image,0.0
volter2018intuitive,4,frodo,21,m,chimpanzee,8,90,incongruent,r,1.0,r,mirror_first,2.0,4.0,image,0.0
volter2018intuitive,4,frodo,21,m,chimpanzee,8,91,congruent,r,0.0,l,mirror_first,2.0,4.0,image,0.0
volter2018intuitive,4,frodo,21,m,chimpanzee,8,92,incongruent,l,1.0,l,mirror_first,2.0,4.0,image,0.0
volter2018intuitive,4,frodo,21,m,chimpanzee,8,93,incongruent,l,0.0,r,mirror_first,2.0,4.0,image,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,8,94,congruent,r,1.0,r,mirror_first,2.0,4.0,image,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,8,95,incongruent,r,0.0,l,mirror_first,2.0,4.0,image,1.0
volter2018intuitive,4,frodo,21,m,chimpanzee,8,96,congruent,l,0.0,r,mirror_first,2.0,4.0,image,0.0
volter2018intuitive,4,jahaga,22,f,chimpanzee,1,1,congruent,r,1.0,r,mirror_first,1.0,1.0,mirror,1.0
volter2018intuitive,4,jahaga,22,f,chimpanzee,1,2,congruent,l,1.0,l,mirror_first,1.0,1.0,mirror,1.0
volter2018intuitive,4,jahaga,22,f,chimpanzee,1,3,incongruent,r,0.0,l,mirror_first,1.0,1.0,mirror,1.0
volter2018intuitive,4,jahaga,22,f,chimpanzee,1,4,incongruent,l,0.0,r,mirror_first,1.0,1.0,mirror,1.0
volter2018intuitive,4,jahaga,22,f,chimpanzee,1,5,incongruent,r,0.0,l,mirror_first,1.0,1.0,mirror,1.0
volter2018intuitive,4,jahaga,22,f,chimpanzee,1,6,congruent,l,0.0,r,mirror_first,1.0,1.0,mirror,0.0
volter2018intuitive,4,jahaga,22,f,chimpanzee,1,7,incongruent,l,1.0,l,mirror_first,1.0,1.0,mirror,0.0
volter2018intuitive,4,jahaga,22,f,chimpanzee,1,8,congruent,r,1.0,r,mirror_first,1.0,1.0,mirror,1.0
volter2018intuitive,4,jahaga,22,f,chimpanzee,1,9,congruent,l,1.0,l,mirror_first,1.0,1.0,mirror,1.0
