study_id,experiment,participant,age_in_years,sex,species,session,trial,condition,order,order2,correct_side,first_response,chosen_side,experience_with_mirror,pre_experience
volter2018intuitive,5,sandra,22,f,chimpanzee,4,46,picture,mirror_first,2.0,l,1.0,l,experienced,picture
volter2018intuitive,5,sandra,22,f,chimpanzee,4,47,mirror,mirror_first,2.0,l,1.0,l,experienced,picture
volter2018intuitive,5,sandra,22,f,chimpanzee,4,48,mirror,mirror_first,2.0,r,1.0,r,experienced,picture
volter2018intuitive,5,swela,19,f,chimpanzee,1,1,picture,mirror_first,1.0,r,0.0,l,naive,mirror
volter2018intuitive,5,swela,19,f,chimpanzee,1,2,mirror,mirror_first,1.0,l,0.0,r,naive,mirror
volter2018intuitive,5,swela,19,f,chimpanzee,1,3,mirror,mirror_first,1.0,r,0.0,l,naive,mirror
volter2018intuitive,5,swela,19,f,chimpanzee,1,4,picture,mirror_first,1.0,l,0.0,r,naive,mirror
volter2018intuitive,5,swela,19,f,chimpanzee,1,5,mirror,mirror_first,1.0,l,1.0,l,naive,mirror
volter2018intuitive,5,swela,19,f,chimpanzee,1,6,picture,mirror_first,1.0,r,0.0,l,naive,mirror
volter2018intuitive,5,swela,19,f,chimpanzee,1,7,picture,mirror_first,1.0,l,0.0,r,naive,mirror
volter2018intuitive,5,swela,19,f,chimpanzee,1,8,mirror,mirror_first,1.0,r,1.0,r,naive,mirror
volter2018intuitive,5,swela,19,f,chimpanzee,1,9,mirror,mirror_first,1.0,l,1.0,l,naive,mirror
volter2018intuitive,5,swela,19,f,chimpanzee,1,10,mirror,mirror_first,1.0,r,0.0,l,naive,mirror
volter2018intuitive,5,swela,19,f,chimpanzee,1,11,picture,mirror_first,1.0,l,0.0,r,naive,mirror
volter2018intuitive,5,swela,19,f,chimpanzee,1,12,picture,mirror_first,1.0,r,1.0,r,naive,mirror
volter2018intuitive,5,swela,19,f,chimpanzee,2,13,picture,mirror_first,1.0,l,1.0,l,naive,mirror
volter2018intuitive,5,swela,19,f,chimpanzee,2,14,mirror,mirror_first,1.0,l,1.0,l,naive,mirror
volter2018intuitive,5,swela,19,f,chimpanzee,2,15,picture,mirror_first,1.0,r,1.0,r,naive,mirror
volter2018intuitive,5,swela,19,f,chimpanzee,2,16,mirror,mirror_first,1.0,r,1.0,r,naive,mirror
volter2018intuitive,5,swela,19,f,chimpanzee,2,17,mirror,mirror_first,1.0,r,1.0,r,naive,mirror
volter2018intuitive,5,swela,19,f,chimpanzee,2,18,picture,mirror_first,1.0,l,0.0,r,naive,mirror
volter2018intuitive,5,swela,19,f,chimpanzee,2,19,mirror,mirror_first,1.0,l,1.0,l,naive,mirror
volter2018intuitive,5,swela,19,f,chimpanzee,2,20,picture,mirror_first,1.0,r,1.0,r,naive,mirror
volter2018intuitive,5,swela,19,f,chimpanzee,2,21,picture,mirror_first,1.0,r,1.0,r,naive,mirror
volter2018intuitive,5,swela,19,f,chimpanzee,2,22,picture,mirror_first,1.0,l,0.0,r,naive,mirror
volter2018intuitive,5,swela,19,f,chimpanzee,2,23,mirror,mirror_first,1.0,r,1.0,r,naive,mirror
volter2018intuitive,5,swela,19,f,chimpanzee,2,24,mirror,mirror_first,1.0,l,0.0,r,naive,mirror
volter2018intuitive,5,swela,19,f,chimpanzee,3,25,picture,mirror_first,2.0,r,1.0,r,naive,picture
volter2018intuitive,5,swela,19,f,chimpanzee,3,26,picture,mirror_first,2.0,r,1.0,r,naive,picture
volter2018intuitive,5,swela,19,f,chimpanzee,3,27,picture,mirror_first,2.0,l,0.0,r,naive,picture
volter2018intuitive,5,swela,19,f,chimpanzee,3,28,mirror,mirror_first,2.0,l,1.0,l,naive,picture
volter2018intuitive,5,swela,19,f,chimpanzee,3,29,picture,mirror_first,2.0,r,1.0,r,naive,picture
volter2018intuitive,5,swela,19,f,chimpanzee,3,30,picture,mirror_first,2.0,l,0.0,r,naive,picture
volter2018intuitive,5,swela,19,f,chimpanzee,3,31,mirror,mirror_first,2.0,r,1.0,r,naive,picture
volter2018intuitive,5,swela,19,f,chimpanzee,3,32,mirror,mirror_first,2.0,l,0.0,r,naive,picture
volter2018intuitive,5,swela,19,f,chimpanzee,3,33,mirror,mirror_first,2.0,l,1.0,l,naive,picture
volter2018intuitive,5,swela,19,f,chimpanzee,3,34,picture,mirror_first,2.0,l,1.0,l,naive,picture
volter2018intuitive,5,swela,19,f,chimpanzee,3,35,picture,mirror_first,2.0,r,0.0,l,naive,picture
volter2018intuitive,5,swela,19,f,chimpanzee,3,36,mirror,mirror_first,2.0,r,0.0,l,naive,picture
volter2018intuitive,5,swela,19,f,chimpanzee,4,37,picture,mirror_first,2.0,l,1.0,l,naive,picture
volter2018intuitive,5,swela,19,f,chimpanzee,4,38,mirror,mirror_first,2.0,l,1.0,l,naive,picture
volter2018intuitive,5,swela,19,f,chimpanzee,4,39,picture,mirror_first,2.0,r,0.0,l,naive,picture
volter2018intuitive,5,swela,19,f,chimpanzee,4,40,mirror,mirror_first,2.0,r,0.0,l,naive,picture
volter2018intuitive,5,swela,19,f,chimpanzee,4,41,mirror,mirror_first,2.0,r,1.0,r,naive,picture
volter2018intuitive,5,swela,19,f,chimpanzee,4,42,mirror,mirror_first,2.0,l,0.0,r,naive,picture
volter2018intuitive,5,swela,19,f,chimpanzee,4,43,picture,mirror_first,2.0,l,1.0,l,naive,picture
volter2018intuitive,5,swela,19,f,chimpanzee,4,44,mirror,mirror_first,2.0,r,0.0,l,naive,picture
volter2018intuitive,5,swela,19,f,chimpanzee,4,45,mirror,mirror_first,2.0,r,0.0,l,naive,picture
volter2018intuitive,5,swela,19,f,chimpanzee,4,46,picture,mirror_first,2.0,r,0.0,l,naive,picture
volter2018intuitive,5,swela,19,f,chimpanzee,4,47,picture,mirror_first,2.0,l,0.0,r,naive,picture
volter2018intuitive,5,swela,19,f,chimpanzee,4,48,mirror,mirror_first,2.0,l,0.0,r,naive,picture
volter2018intuitive,5,frodo,48,m,chimpanzee,1,1,picture,picture_first,1.0,l,0.0,r,experienced,picture
volter2018intuitive,5,frodo,48,m,chimpanzee,1,2,picture,picture_first,1.0,r,1.0,r,experienced,picture
volter2018intuitive,5,frodo,48,m,chimpanzee,1,3,mirror,picture_first,1.0,r,1.0,r,experienced,picture
volter2018intuitive,5,frodo,48,m,chimpanzee,1,4,mirror,picture_first,1.0,l,0.0,r,experienced,picture
volter2018intuitive,5,frodo,48,m,chimpanzee,1,5,mirror,picture_first,1.0,l,1.0,l,experienced,picture
volter2018intuitive,5,frodo,48,m,chimpanzee,1,6,mirror,picture_first,1.0,r,1.0,r,experienced,picture
volter2018intuitive,5,frodo,48,m,chimpanzee,1,7,picture,picture_first,1.0,l,1.0,l,experienced,picture
volter2018intuitive,5,frodo,48,m,chimpanzee,1,8,picture,picture_first,1.0,r,0.0,l,experienced,picture
volter2018intuitive,5,frodo,48,m,chimpanzee,1,9,mirror,picture_first,1.0,r,0.0,l,experienced,picture
volter2018intuitive,5,frodo,48,m,chimpanzee,1,10,mirror,picture_first,1.0,l,0.0,r,experienced,picture
volter2018intuitive,5,frodo,48,m,chimpanzee,1,11,picture,picture_first,1.0,l,1.0,l,experienced,picture
volter2018intuitive,5,frodo,48,m,chimpanzee,1,12,picture,picture_first,1.0,r,0.0,l,experienced,picture
volter2018intuitive,5,frodo,48,m,chimpanzee,2,13,mirror,picture_first,1.0,l,1.0,l,experienced,picture
volter2018intuitive,5,frodo,48,m,chimpanzee,2,14,picture,picture_first,1.0,l,0.0,r,experienced,picture
volter2018intuitive,5,frodo,48,m,chimpanzee,2,15,picture,picture_first,1.0,r,1.0,r,experienced,picture
volter2018intuitive,5,frodo,48,m,chimpanzee,2,16,mirror,picture_first,1.0,r,0.0,l,experienced,picture
volter2018intuitive,5,frodo,48,m,chimpanzee,2,17,mirror,picture_first,1.0,l,1.0,l,experienced,picture
volter2018intuitive,5,frodo,48,m,chimpanzee,2,18,mirror,picture_first,1.0,r,1.0,r,experienced,picture
volter2018intuitive,5,frodo,48,m,chimpanzee,2,19,picture,picture_first,1.0,r,0.0,l,experienced,picture
volter2018intuitive,5,frodo,48,m,chimpanzee,2,20,picture,picture_first,1.0,l,1.0,l,experienced,picture
volter2018intuitive,5,frodo,48,m,chimpanzee,2,21,mirror,picture_first,1.0,l,1.0,l,experienced,picture
volter2018intuitive,5,frodo,48,m,chimpanzee,2,22,picture,picture_first,1.0,r,0.0,l,experienced,picture
volter2018intuitive,5,frodo,48,m,chimpanzee,2,23,mirror,picture_first,1.0,r,0.0,l,experienced,picture
volter2018intuitive,5,frodo,48,m,chimpanzee,2,24,picture,picture_first,1.0,l,1.0,l,experienced,picture
volter2018intuitive,5,frodo,48,m,chimpanzee,3,25,mirror,picture_first,2.0,l,1.0,l,experienced,mirror
volter2018intuitive,5,frodo,48,m,chimpanzee,3,26,picture,picture_first,2.0,r,1.0,r,experienced,mirror
volter2018intuitive,5,frodo,48,m,chimpanzee,3,27,mirror,picture_first,2.0,r,1.0,r,experienced,mirror
volter2018intuitive,5,frodo,48,m,chimpanzee,3,28,picture,picture_first,2.0,l,1.0,l,experienced,mirror
volter2018intuitive,5,frodo,48,m,chimpanzee,3,29,mirror,picture_first,2.0,r,1.0,r,experienced,mirror
volter2018intuitive,5,frodo,48,m,chimpanzee,3,30,picture,picture_first,2.0,l,1.0,l,experienced,mirror
volter2018intuitive,5,frodo,48,m,chimpanzee,3,31,mirror,picture_first,2.0,l,1.0,l,experienced,mirror
volter2018intuitive,5,frodo,48,m,chimpanzee,3,32,picture,picture_first,2.0,r,1.0,r,experienced,mirror
volter2018intuitive,5,frodo,48,m,chimpanzee,3,33,picture,picture_first,2.0,r,0.0,l,experienced,mirror
volter2018intuitive,5,frodo,48,m,chimpanzee,3,34,mirror,picture_first,2.0,l,1.0,l,experienced,mirror
volter2018intuitive,5,frodo,48,m,chimpanzee,3,35,mirror,picture_first,2.0,r,1.0,r,experienced,mirror
volter2018intuitive,5,frodo,48,m,chimpanzee,3,36,picture,picture_first,2.0,l,1.0,l,experienced,mirror
volter2018intuitive,5,frodo,48,m,chimpanzee,4,37,picture,picture_first,2.0,l,1.0,l,experienced,mirror
volter2018intuitive,5,frodo,48,m,chimpanzee,4,38,mirror,picture_first,2.0,r,1.0,r,experienced,mirror
volter2018intuitive,5,frodo,48,m,chimpanzee,4,39,picture,picture_first,2.0,r,0.0,l,experienced,mirror
volter2018intuitive,5,frodo,48,m,chimpanzee,4,40,mirror,picture_first,2.0,l,1.0,l,experienced,mirror
volter2018intuitive,5,frodo,48,m,chimpanzee,4,41,picture,picture_first,2.0,l,0.0,r,experienced,mirror
volter2018intuitive,5,frodo,48,m,chimpanzee,4,42,mirror,picture_first,2.0,r,1.0,r,experienced,mirror
volter2018intuitive,5,frodo,48,m,chimpanzee,4,43,picture,picture_first,2.0,r,1.0,r,experienced,mirror
volter2018intuitive,5,frodo,48,m,chimpanzee,4,44,mirror,picture_first,2.0,l,1.0,l,experienced,mirror
volter2018intuitive,5,frodo,48,m,chimpanzee,4,45,picture,picture_first,2.0,r,1.0,r,experienced,mirror
volter2018intuitive,5,frodo,48,m,chimpanzee,4,46,picture,picture_first,2.0,l,1.0,l,experienced,mirror
volter2018intuitive,5,frodo,48,m,chimpanzee,4,47,mirror,picture_first,2.0,r,1.0,r,experienced,mirror
volter2018intuitive,5,frodo,48,m,chimpanzee,4,48,mirror,picture_first,2.0,l,1.0,l,experienced,mirror
volter2018intuitive,5,lobo,10,m,chimpanzee,1,1,mirror,picture_first,1.0,r,0.0,l,naive,picture
volter2018intuitive,5,lobo,10,m,chimpanzee,1,2,mirror,picture_first,1.0,l,1.0,l,naive,picture
volter2018intuitive,5,lobo,10,m,chimpanzee,1,3,picture,picture_first,1.0,r,1.0,r,naive,picture
volter2018intuitive,5,lobo,10,m,chimpanzee,1,4,picture,picture_first,1.0,l,1.0,l,naive,picture
volter2018intuitive,5,lobo,10,m,chimpanzee,1,5,picture,picture_first,1.0,l,0.0,r,naive,picture
volter2018intuitive,5,lobo,10,m,chimpanzee,1,6,mirror,picture_first,1.0,l,1.0,l,naive,picture
volter2018intuitive,5,lobo,10,m,chimpanzee,1,7,picture,picture_first,1.0,r,0.0,l,naive,picture
volter2018intuitive,5,lobo,10,m,chimpanzee,1,8,mirror,picture_first,1.0,r,0.0,l,naive,picture
volter2018intuitive,5,lobo,10,m,chimpanzee,1,9,picture,picture_first,1.0,l,1.0,l,naive,picture
volter2018intuitive,5,lobo,10,m,chimpanzee,1,10,mirror,picture_first,1.0,l,0.0,r,naive,picture
volter2018intuitive,5,lobo,10,m,chimpanzee,1,11,picture,picture_first,1.0,r,0.0,l,naive,picture
volter2018intuitive,5,lobo,10,m,chimpanzee,1,12,mirror,picture_first,1.0,r,1.0,r,naive,picture
volter2018intuitive,5,lobo,10,m,chimpanzee,2,13,mirror,picture_first,1.0,r,1.0,r,naive,picture
volter2018intuitive,5,lobo,10,m,chimpanzee,2,14,mirror,picture_first,1.0,l,1.0,l,naive,picture
volter2018intuitive,5,lobo,10,m,chimpanzee,2,15,picture,picture_first,1.0,r,0.0,l,naive,picture
volter2018intuitive,5,lobo,10,m,chimpanzee,2,16,picture,picture_first,1.0,l,0.0,r,naive,picture
volter2018intuitive,5,lobo,10,m,chimpanzee,2,17,mirror,picture_first,1.0,l,1.0,l,naive,picture
volter2018intuitive,5,lobo,10,m,chimpanzee,2,18,picture,picture_first,1.0,l,0.0,r,naive,picture
volter2018intuitive,5,lobo,10,m,chimpanzee,2,19,mirror,picture_first,1.0,r,0.0,l,naive,picture
volter2018intuitive,5,lobo,10,m,chimpanzee,2,20,picture,picture_first,1.0,r,0.0,l,naive,picture
volter2018intuitive,5,lobo,10,m,chimpanzee,2,21,mirror,picture_first,1.0,l,1.0,l,naive,picture
volter2018intuitive,5,lobo,10,m,chimpanzee,2,22,picture,picture_first,1.0,l,1.0,l,naive,picture
volter2018intuitive,5,lobo,10,m,chimpanzee,2,23,picture,picture_first,1.0,r,1.0,r,naive,picture
volter2018intuitive,5,lobo,10,m,chimpanzee,2,24,mirror,picture_first,1.0,r,0.0,l,naive,picture
volter2018intuitive,5,lobo,10,m,chimpanzee,3,25,mirror,picture_first,2.0,l,1.0,l,naive,mirror
volter2018intuitive,5,lobo,10,m,chimpanzee,3,26,mirror,picture_first,2.0,r,1.0,r,naive,mirror
volter2018intuitive,5,lobo,10,m,chimpanzee,3,27,picture,picture_first,2.0,r,0.0,l,naive,mirror
volter2018intuitive,5,lobo,10,m,chimpanzee,3,28,picture,picture_first,2.0,l,0.0,r,naive,mirror
volter2018intuitive,5,lobo,10,m,chimpanzee,3,29,mirror,picture_first,2.0,l,1.0,l,naive,mirror
volter2018intuitive,5,lobo,10,m,chimpanzee,3,30,picture,picture_first,2.0,r,1.0,r,naive,mirror
volter2018intuitive,5,lobo,10,m,chimpanzee,3,31,picture,picture_first,2.0,l,1.0,l,naive,mirror
volter2018intuitive,5,lobo,10,m,chimpanzee,3,32,mirror,picture_first,2.0,r,0.0,l,naive,mirror
volter2018intuitive,5,lobo,10,m,chimpanzee,3,33,picture,picture_first,2.0,l,1.0,l,naive,mirror
volter2018intuitive,5,lobo,10,m,chimpanzee,3,34,picture,picture_first,2.0,r,1.0,r,naive,mirror
volter2018intuitive,5,lobo,10,m,chimpanzee,3,35,mirror,picture_first,2.0,l,0.0,r,naive,mirror
volter2018intuitive,5,lobo,10,m,chimpanzee,3,36,mirror,picture_first,2.0,r,0.0,l,naive,mirror
volter2018intuitive,5,lobo,10,m,chimpanzee,4,37,picture,picture_first,2.0,r,1.0,r,naive,mirror
volter2018intuitive,5,lobo,10,m,chimpanzee,4,38,picture,picture_first,2.0,l,1.0,l,naive,mirror
volter2018intuitive,5,lobo,10,m,chimpanzee,4,39,mirror,picture_first,2.0,r,1.0,r,naive,mirror
volter2018intuitive,5,lobo,10,m,chimpanzee,4,40,mirror,picture_first,2.0,l,1.0,l,naive,mirror
volter2018intuitive,5,lobo,10,m,chimpanzee,4,41,picture,picture_first,2.0,l,1.0,l,naive,mirror
volter2018intuitive,5,lobo,10,m,chimpanzee,4,42,mirror,picture_first,2.0,r,0.0,l,naive,mirror
volter2018intuitive,5,lobo,10,m,chimpanzee,4,43,mirror,picture_first,2.0,l,1.0,l,naive,mirror
volter2018intuitive,5,lobo,10,m,chimpanzee,4,44,picture,picture_first,2.0,r,1.0,r,naive,mirror
volter2018intuitive,5,lobo,10,m,chimpanzee,4,45,mirror,picture_first,2.0,r,0.0,l,naive,mirror
volter2018intuitive,5,lobo,10,m,chimpanzee,4,46,picture,picture_first,2.0,r,1.0,r,naive,mirror
volter2018intuitive,5,lobo,10,m,chimpanzee,4,47,picture,picture_first,2.0,l,1.0,l,naive,mirror
volter2018intuitive,5,lobo,10,m,chimpanzee,4,48,mirror,picture_first,2.0,l,1.0,l,naive,mirror
volter2018intuitive,5,lome,13,m,chimpanzee,1,1,mirror,picture_first,1.0,r,1.0,r,experienced,picture
volter2018intuitive,5,lome,13,m,chimpanzee,1,2,picture,picture_first,1.0,l,1.0,l,experienced,picture
volter2018intuitive,5,lome,13,m,chimpanzee,1,3,mirror,picture_first,1.0,l,1.0,l,experienced,picture
volter2018intuitive,5,lome,13,m,chimpanzee,1,4,picture,picture_first,1.0,r,1.0,r,experienced,picture
volter2018intuitive,5,lome,13,m,chimpanzee,1,5,mirror,picture_first,1.0,l,1.0,l,experienced,picture
volter2018intuitive,5,lome,13,m,chimpanzee,1,6,picture,picture_first,1.0,l,1.0,l,experienced,picture
volter2018intuitive,5,lome,13,m,chimpanzee,1,7,picture,picture_first,1.0,r,1.0,r,experienced,picture
volter2018intuitive,5,lome,13,m,chimpanzee,1,8,mirror,picture_first,1.0,r,1.0,r,experienced,picture
volter2018intuitive,5,lome,13,m,chimpanzee,1,9,mirror,picture_first,1.0,l,1.0,l,experienced,picture
volter2018intuitive,5,lome,13,m,chimpanzee,1,10,picture,picture_first,1.0,r,0.0,l,experienced,picture
volter2018intuitive,5,lome,13,m,chimpanzee,1,11,mirror,picture_first,1.0,r,1.0,r,experienced,picture
volter2018intuitive,5,lome,13,m,chimpanzee,1,12,picture,picture_first,1.0,l,1.0,l,experienced,picture
volter2018intuitive,5,lome,13,m,chimpanzee,2,13,picture,picture_first,1.0,l,1.0,l,experienced,picture
volter2018intuitive,5,lome,13,m,chimpanzee,2,14,mirror,picture_first,1.0,r,1.0,r,experienced,picture
volter2018intuitive,5,lome,13,m,chimpanzee,2,15,picture,picture_first,1.0,r,0.0,l,experienced,picture
volter2018intuitive,5,lome,13,m,chimpanzee,2,16,mirror,picture_first,1.0,l,1.0,l,experienced,picture
volter2018intuitive,5,lome,13,m,chimpanzee,2,17,picture,picture_first,1.0,l,1.0,l,experienced,picture
volter2018intuitive,5,lome,13,m,chimpanzee,2,18,mirror,picture_first,1.0,r,1.0,r,experienced,picture
volter2018intuitive,5,lome,13,m,chimpanzee,2,19,mirror,picture_first,1.0,l,1.0,l,experienced,picture
volter2018intuitive,5,lome,13,m,chimpanzee,2,20,picture,picture_first,1.0,r,1.0,r,experienced,picture
volter2018intuitive,5,lome,13,m,chimpanzee,2,21,picture,picture_first,1.0,l,1.0,l,experienced,picture
volter2018intuitive,5,lome,13,m,chimpanzee,2,22,mirror,picture_first,1.0,r,1.0,r,experienced,picture
volter2018intuitive,5,lome,13,m,chimpanzee,2,23,picture,picture_first,1.0,r,1.0,r,experienced,picture
volter2018intuitive,5,lome,13,m,chimpanzee,2,24,mirror,picture_first,1.0,l,1.0,l,experienced,picture
volter2018intuitive,5,lome,13,m,chimpanzee,3,25,picture,picture_first,2.0,l,1.0,l,experienced,mirror
volter2018intuitive,5,lome,13,m,chimpanzee,3,26,picture,picture_first,2.0,r,1.0,r,experienced,mirror
volter2018intuitive,5,lome,13,m,chimpanzee,3,27,mirror,picture_first,2.0,r,1.0,r,experienced,mirror
volter2018intuitive,5,lome,13,m,chimpanzee,3,28,mirror,picture_first,2.0,l,1.0,l,experienced,mirror
volter2018intuitive,5,lome,13,m,chimpanzee,3,29,picture,picture_first,2.0,r,1.0,r,experienced,mirror
volter2018intuitive,5,lome,13,m,chimpanzee,3,30,picture,picture_first,2.0,l,1.0,l,experienced,mirror
volter2018intuitive,5,lome,13,m,chimpanzee,3,31,mirror,picture_first,2.0,l,1.0,l,experienced,mirror
volter2018intuitive,5,lome,13,m,chimpanzee,3,32,mirror,picture_first,2.0,r,1.0,r,experienced,mirror
volter2018intuitive,5,lome,13,m,chimpanzee,3,33,picture,picture_first,2.0,l,1.0,l,experienced,mirror
volter2018intuitive,5,lome,13,m,chimpanzee,3,34,picture,picture_first,2.0,r,1.0,r,experienced,mirror
volter2018intuitive,5,lome,13,m,chimpanzee,3,35,mirror,picture_first,2.0,l,1.0,l,experienced,mirror
volter2018intuitive,5,lome,13,m,chimpanzee,3,36,mirror,picture_first,2.0,r,1.0,r,experienced,mirror
volter2018intuitive,5,lome,13,m,chimpanzee,4,37,picture,picture_first,2.0,r,1.0,r,experienced,mirror
volter2018intuitive,5,lome,13,m,chimpanzee,4,38,picture,picture_first,2.0,l,1.0,l,experienced,mirror
volter2018intuitive,5,lome,13,m,chimpanzee,4,39,mirror,picture_first,2.0,r,1.0,r,experienced,mirror
volter2018intuitive,5,lome,13,m,chimpanzee,4,40,mirror,picture_first,2.0,l,1.0,l,experienced,mirror
volter2018intuitive,5,lome,13,m,chimpanzee,4,41,mirror,picture_first,2.0,r,1.0,r,experienced,mirror
volter2018intuitive,5,lome,13,m,chimpanzee,4,42,picture,picture_first,2.0,r,0.0,l,experienced,mirror
volter2018intuitive,5,lome,13,m,chimpanzee,4,43,picture,picture_first,2.0,l,1.0,l,experienced,mirror
volter2018intuitive,5,lome,13,m,chimpanzee,4,44,mirror,picture_first,2.0,l,1.0,l,experienced,mirror
volter2018intuitive,5,lome,13,m,chimpanzee,4,45,picture,picture_first,2.0,l,1.0,l,experienced,mirror
volter2018intuitive,5,lome,13,m,chimpanzee,4,46,mirror,picture_first,2.0,r,1.0,r,experienced,mirror
volter2018intuitive,5,lome,13,m,chimpanzee,4,47,picture,picture_first,2.0,r,0.0,l,experienced,mirror
volter2018intuitive,5,lome,13,m,chimpanzee,4,48,mirror,picture_first,2.0,l,1.0,l,experienced,mirror
volter2018intuitive,5,natascha,35,f,chimpanzee,1,1,picture,picture_first,1.0,l,0.0,r,naive,picture
volter2018intuitive,5,natascha,35,f,chimpanzee,1,2,picture,picture_first,1.0,r,1.0,r,naive,picture
volter2018intuitive,5,natascha,35,f,chimpanzee,1,3,mirror,picture_first,1.0,l,1.0,l,naive,picture
volter2018intuitive,5,natascha,35,f,chimpanzee,1,4,mirror,picture_first,1.0,r,1.0,r,naive,picture
volter2018intuitive,5,natascha,35,f,chimpanzee,1,5,mirror,picture_first,1.0,r,1.0,r,naive,picture
volter2018intuitive,5,natascha,35,f,chimpanzee,1,6,picture,picture_first,1.0,l,1.0,l,naive,picture
volter2018intuitive,5,natascha,35,f,chimpanzee,1,7,picture,picture_first,1.0,r,1.0,r,naive,picture
volter2018intuitive,5,natascha,35,f,chimpanzee,1,8,mirror,picture_first,1.0,l,1.0,l,naive,picture
volter2018intuitive,5,natascha,35,f,chimpanzee,1,9,mirror,picture_first,1.0,r,1.0,r,naive,picture
volter2018intuitive,5,natascha,35,f,chimpanzee,1,10,picture,picture_first,1.0,r,1.0,r,naive,picture
volter2018intuitive,5,natascha,35,f,chimpanzee,1,11,mirror,picture_first,1.0,l,0.0,r,naive,picture
volter2018intuitive,5,natascha,35,f,chimpanzee,1,12,picture,picture_first,1.0,l,1.0,l,naive,picture
volter2018intuitive,5,natascha,35,f,chimpanzee,2,13,mirror,picture_first,1.0,r,1.0,r,naive,picture
volter2018intuitive,5,natascha,35,f,chimpanzee,2,14,picture,picture_first,1.0,r,1.0,r,naive,picture
volter2018intuitive,5,natascha,35,f,chimpanzee,2,15,mirror,picture_first,1.0,l,1.0,l,naive,picture
volter2018intuitive,5,natascha,35,f,chimpanzee,2,16,picture,picture_first,1.0,l,1.0,l,naive,picture
volter2018intuitive,5,natascha,35,f,chimpanzee,2,17,mirror,picture_first,1.0,l,1.0,l,naive,picture
volter2018intuitive,5,natascha,35,f,chimpanzee,2,18,picture,picture_first,1.0,r,1.0,r,naive,picture
volter2018intuitive,5,natascha,35,f,chimpanzee,2,19,picture,picture_first,1.0,l,1.0,l,naive,picture
volter2018intuitive,5,natascha,35,f,chimpanzee,2,20,mirror,picture_first,1.0,r,1.0,r,naive,picture
volter2018intuitive,5,natascha,35,f,chimpanzee,2,21,picture,picture_first,1.0,r,1.0,r,naive,picture
volter2018intuitive,5,natascha,35,f,chimpanzee,2,22,mirror,picture_first,1.0,r,1.0,r,naive,picture
volter2018intuitive,5,natascha,35,f,chimpanzee,2,23,mirror,picture_first,1.0,l,0.0,r,naive,picture
volter2018intuitive,5,natascha,35,f,chimpanzee,2,24,picture,picture_first,1.0,l,1.0,l,naive,picture
volter2018intuitive,5,natascha,35,f,chimpanzee,3,25,mirror,picture_first,2.0,r,1.0,r,naive,mirror
volter2018intuitive,5,natascha,35,f,chimpanzee,3,26,picture,picture_first,2.0,l,0.0,r,naive,mirror
volter2018intuitive,5,natascha,35,f,chimpanzee,3,27,mirror,picture_first,2.0,l,1.0,l,naive,mirror
volter2018intuitive,5,natascha,35,f,chimpanzee,3,28,picture,picture_first,2.0,r,1.0,r,naive,mirror
volter2018intuitive,5,natascha,35,f,chimpanzee,3,29,mirror,picture_first,2.0,r,1.0,r,naive,mirror
volter2018intuitive,5,natascha,35,f,chimpanzee,3,30,picture,picture_first,2.0,l,0.0,r,naive,mirror
volter2018intuitive,5,natascha,35,f,chimpanzee,3,31,mirror,picture_first,2.0,l,1.0,l,naive,mirror
volter2018intuitive,5,natascha,35,f,chimpanzee,3,32,picture,picture_first,2.0,r,1.0,r,naive,mirror
volter2018intuitive,5,natascha,35,f,chimpanzee,3,33,picture,picture_first,2.0,l,1.0,l,naive,mirror
volter2018intuitive,5,natascha,35,f,chimpanzee,3,34,mirror,picture_first,2.0,l,1.0,l,naive,mirror
volter2018intuitive,5,natascha,35,f,chimpanzee,3,35,picture,picture_first,2.0,r,1.0,r,naive,mirror
volter2018intuitive,5,natascha,35,f,chimpanzee,3,36,mirror,picture_first,2.0,r,1.0,r,naive,mirror
volter2018intuitive,5,natascha,35,f,chimpanzee,4,37,picture,picture_first,2.0,l,1.0,l,naive,mirror
volter2018intuitive,5,natascha,35,f,chimpanzee,4,38,mirror,picture_first,2.0,l,0.0,r,naive,mirror
volter2018intuitive,5,natascha,35,f,chimpanzee,4,39,mirror,picture_first,2.0,r,1.0,r,naive,mirror
volter2018intuitive,5,natascha,35,f,chimpanzee,4,40,picture,picture_first,2.0,r,1.0,r,naive,mirror
volter2018intuitive,5,natascha,35,f,chimpanzee,4,41,mirror,picture_first,2.0,r,1.0,r,naive,mirror
volter2018intuitive,5,natascha,35,f,chimpanzee,4,42,picture,picture_first,2.0,l,1.0,l,naive,mirror
volter2018intuitive,5,natascha,35,f,chimpanzee,4,43,mirror,picture_first,2.0,l,0.0,r,naive,mirror
volter2018intuitive,5,natascha,35,f,chimpanzee,4,44,picture,picture_first,2.0,l,1.0,l,naive,mirror
volter2018intuitive,5,natascha,35,f,chimpanzee,4,45,mirror,picture_first,2.0,r,0.0,l,naive,mirror
volter2018intuitive,5,natascha,35,f,chimpanzee,4,46,mirror,picture_first,2.0,l,0.0,r,naive,mirror
volter2018intuitive,5,natascha,35,f,chimpanzee,4,47,picture,picture_first,2.0,l,1.0,l,naive,mirror
volter2018intuitive,5,natascha,35,f,chimpanzee,4,48,picture,picture_first,2.0,l,1.0,l,naive,mirror
