study_id,experiment,participant,age_in_years,sex,species,phase,session,trial,condition,order,order2,correct_side,first_response,chosen_side
volter2018intuitive,1,alex,14,m,chimpanzee,shadow,4,44,base,shadow_first,1.0,r,1.0,r
volter2018intuitive,1,alex,14,m,chimpanzee,shadow,4,45,shadow,shadow_first,1.0,r,0.0,l
volter2018intuitive,1,alex,14,m,chimpanzee,shadow,4,46,shadow,shadow_first,1.0,l,1.0,l
volter2018intuitive,1,alex,14,m,chimpanzee,shadow,4,47,shadow,shadow_first,1.0,r,1.0,r
volter2018intuitive,1,alex,14,m,chimpanzee,shadow,4,48,shadow,shadow_first,1.0,r,1.0,r
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,5,49,mirror,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,5,50,base,shadow_first,2.0,l,1.0,l
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,5,51,mirror,shadow_first,2.0,l,0.0,r
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,5,52,mirror,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,5,53,mirror,shadow_first,2.0,l,1.0,l
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,5,54,control,shadow_first,2.0,l,0.0,r
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,5,55,base,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,5,56,mirror,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,5,57,control,shadow_first,2.0,r,0.0,l
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,5,58,mirror,shadow_first,2.0,l,1.0,l
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,5,59,control,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,5,60,base,shadow_first,2.0,l,1.0,l
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,6,61,mirror,shadow_first,2.0,l,0.0,r
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,6,62,control,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,6,63,mirror,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,6,64,mirror,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,6,65,control,shadow_first,2.0,l,0.0,r
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,6,66,control,shadow_first,2.0,l,0.0,r
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,6,67,mirror,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,6,68,mirror,shadow_first,2.0,l,0.0,r
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,7,69,base,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,7,70,base,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,7,71,mirror,shadow_first,2.0,l,0.0,r
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,7,72,base,shadow_first,2.0,l,1.0,l
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,7,73,base,shadow_first,2.0,l,1.0,l
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,7,74,mirror,shadow_first,2.0,l,0.0,r
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,7,75,base,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,7,76,mirror,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,7,77,control,shadow_first,2.0,l,0.0,r
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,7,78,base,shadow_first,2.0,l,1.0,l
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,7,79,mirror,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,7,80,control,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,7,81,mirror,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,7,82,mirror,shadow_first,2.0,l,0.0,r
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,7,83,control,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,7,84,mirror,shadow_first,2.0,l,0.0,r
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,8,85,control,shadow_first,2.0,l,0.0,r
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,8,86,base,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,8,87,mirror,shadow_first,2.0,l,0.0,r
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,8,88,mirror,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,8,89,mirror,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,8,90,control,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,8,91,mirror,shadow_first,2.0,l,1.0,l
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,8,92,base,shadow_first,2.0,l,1.0,l
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,8,93,base,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,8,94,mirror,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,8,95,mirror,shadow_first,2.0,l,1.0,l
volter2018intuitive,1,alex,14,m,chimpanzee,mirror,8,96,control,shadow_first,2.0,l,0.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,1,1,shadow,shadow_first,1.0,r,0.0,l
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,1,2,control,shadow_first,1.0,r,1.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,1,3,base,shadow_first,1.0,l,1.0,l
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,1,4,shadow,shadow_first,1.0,l,1.0,l
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,1,5,shadow,shadow_first,1.0,r,1.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,1,6,shadow,shadow_first,1.0,l,1.0,l
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,1,7,shadow,shadow_first,1.0,r,0.0,l
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,1,8,base,shadow_first,1.0,r,1.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,1,9,shadow,shadow_first,1.0,l,0.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,1,10,control,shadow_first,1.0,l,1.0,l
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,1,11,control,shadow_first,1.0,r,1.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,1,12,base,shadow_first,1.0,l,1.0,l
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,2,13,shadow,shadow_first,1.0,l,1.0,l
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,2,14,shadow,shadow_first,1.0,l,0.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,2,15,shadow,shadow_first,1.0,r,1.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,2,16,base,shadow_first,1.0,l,1.0,l
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,2,17,control,shadow_first,1.0,l,0.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,2,18,shadow,shadow_first,1.0,r,0.0,l
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,2,19,control,shadow_first,1.0,r,1.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,2,20,shadow,shadow_first,1.0,r,1.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,2,21,control,shadow_first,1.0,l,0.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,2,22,base,shadow_first,1.0,r,0.0,l
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,2,23,base,shadow_first,1.0,r,1.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,2,24,shadow,shadow_first,1.0,l,1.0,l
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,3,25,control,shadow_first,1.0,r,1.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,3,26,shadow,shadow_first,1.0,r,0.0,l
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,3,27,shadow,shadow_first,1.0,r,1.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,3,28,shadow,shadow_first,1.0,l,1.0,l
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,3,29,base,shadow_first,1.0,l,0.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,3,30,shadow,shadow_first,1.0,l,1.0,l
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,3,31,shadow,shadow_first,1.0,r,1.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,3,32,base,shadow_first,1.0,r,0.0,l
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,3,33,control,shadow_first,1.0,l,0.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,3,34,control,shadow_first,1.0,r,0.0,l
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,3,35,shadow,shadow_first,1.0,l,1.0,l
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,3,36,base,shadow_first,1.0,l,1.0,l
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,4,37,shadow,shadow_first,1.0,l,1.0,l
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,4,38,shadow,shadow_first,1.0,r,1.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,4,39,base,shadow_first,1.0,r,0.0,l
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,4,40,control,shadow_first,1.0,l,0.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,4,41,base,shadow_first,1.0,l,1.0,l
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,4,42,shadow,shadow_first,1.0,r,1.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,4,43,shadow,shadow_first,1.0,l,1.0,l
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,4,44,base,shadow_first,1.0,r,1.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,4,45,shadow,shadow_first,1.0,l,1.0,l
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,4,46,control,shadow_first,1.0,r,1.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,4,47,control,shadow_first,1.0,l,0.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,shadow,4,48,shadow,shadow_first,1.0,r,1.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,5,49,mirror,shadow_first,2.0,l,1.0,l
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,5,50,mirror,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,5,51,base,shadow_first,2.0,l,0.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,5,52,mirror,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,5,53,mirror,shadow_first,2.0,l,1.0,l
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,5,54,control,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,5,55,base,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,5,56,base,shadow_first,2.0,l,1.0,l
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,5,57,control,shadow_first,2.0,l,1.0,l
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,5,58,mirror,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,5,59,control,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,5,60,mirror,shadow_first,2.0,l,1.0,l
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,6,61,control,shadow_first,2.0,r,0.0,l
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,6,62,mirror,shadow_first,2.0,l,1.0,l
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,6,63,mirror,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,6,64,base,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,6,65,mirror,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,6,66,mirror,shadow_first,2.0,l,1.0,l
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,6,67,base,shadow_first,2.0,l,0.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,6,68,control,shadow_first,2.0,l,1.0,l
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,6,69,base,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,6,70,mirror,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,6,71,control,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,6,72,mirror,shadow_first,2.0,l,1.0,l
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,7,73,mirror,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,7,74,base,shadow_first,2.0,l,1.0,l
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,7,75,control,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,7,76,mirror,shadow_first,2.0,l,1.0,l
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,7,77,control,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,7,78,mirror,shadow_first,2.0,l,1.0,l
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,7,79,mirror,shadow_first,2.0,l,1.0,l
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,7,80,base,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,7,81,mirror,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,7,82,mirror,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,7,83,control,shadow_first,2.0,l,0.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,7,84,base,shadow_first,2.0,l,1.0,l
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,8,85,mirror,shadow_first,2.0,l,1.0,l
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,8,86,mirror,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,8,87,control,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,8,88,control,shadow_first,2.0,l,1.0,l
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,8,89,base,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,8,90,mirror,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,8,91,mirror,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,8,92,mirror,shadow_first,2.0,l,1.0,l
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,8,93,mirror,shadow_first,2.0,l,1.0,l
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,8,94,base,shadow_first,2.0,l,1.0,l
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,8,95,base,shadow_first,2.0,r,1.0,r
volter2018intuitive,1,alexandra,15,f,chimpanzee,mirror,8,96,control,shadow_first,2.0,l,0.0,r
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,1,1,mirror,mirror_first,1.0,l,0.0,r
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,1,2,mirror,mirror_first,1.0,r,1.0,r
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,1,3,base,mirror_first,1.0,l,1.0,l
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,1,4,control,mirror_first,1.0,r,0.0,l
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,1,5,mirror,mirror_first,1.0,l,1.0,l
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,1,6,control,mirror_first,1.0,l,0.0,r
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,1,7,base,mirror_first,1.0,r,0.0,l
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,1,8,mirror,mirror_first,1.0,r,1.0,r
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,1,9,mirror,mirror_first,1.0,l,0.0,r
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,1,10,control,mirror_first,1.0,r,0.0,l
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,1,11,mirror,mirror_first,1.0,r,1.0,r
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,1,12,base,mirror_first,1.0,l,1.0,l
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,2,13,control,mirror_first,1.0,l,0.0,r
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,2,14,base,mirror_first,1.0,r,1.0,r
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,2,15,mirror,mirror_first,1.0,l,0.0,r
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,2,16,mirror,mirror_first,1.0,r,1.0,r
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,2,17,mirror,mirror_first,1.0,r,0.0,l
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,2,18,base,mirror_first,1.0,r,1.0,r
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,2,19,mirror,mirror_first,1.0,l,1.0,l
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,2,20,control,mirror_first,1.0,l,0.0,r
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,2,21,control,mirror_first,1.0,r,0.0,l
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,2,22,mirror,mirror_first,1.0,l,1.0,l
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,2,23,base,mirror_first,1.0,l,0.0,r
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,2,24,mirror,mirror_first,1.0,r,1.0,r
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,3,25,base,mirror_first,1.0,r,1.0,r
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,3,26,mirror,mirror_first,1.0,r,0.0,l
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,3,27,mirror,mirror_first,1.0,l,1.0,l
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,3,28,control,mirror_first,1.0,r,1.0,r
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,3,29,control,mirror_first,1.0,l,1.0,l
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,3,30,mirror,mirror_first,1.0,l,0.0,r
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,3,31,mirror,mirror_first,1.0,r,1.0,r
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,3,32,base,mirror_first,1.0,l,1.0,l
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,3,33,mirror,mirror_first,1.0,r,1.0,r
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,3,34,mirror,mirror_first,1.0,l,1.0,l
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,3,35,control,mirror_first,1.0,l,0.0,r
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,3,36,base,mirror_first,1.0,l,1.0,l
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,4,37,control,mirror_first,1.0,r,1.0,r
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,4,38,mirror,mirror_first,1.0,r,1.0,r
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,4,39,base,mirror_first,1.0,r,0.0,l
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,4,40,mirror,mirror_first,1.0,l,1.0,l
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,4,41,base,mirror_first,1.0,l,0.0,r
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,4,42,mirror,mirror_first,1.0,r,1.0,r
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,4,43,control,mirror_first,1.0,r,0.0,l
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,4,44,mirror,mirror_first,1.0,l,1.0,l
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,4,45,mirror,mirror_first,1.0,r,1.0,r
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,4,46,base,mirror_first,1.0,r,1.0,r
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,4,47,control,mirror_first,1.0,l,1.0,l
volter2018intuitive,1,annett,15,f,chimpanzee,mirror,4,48,mirror,mirror_first,1.0,l,0.0,r
volter2018intuitive,1,annett,15,f,chimpanzee,shadow,5,49,shadow,mirror_first,2.0,l,1.0,l
volter2018intuitive,1,annett,15,f,chimpanzee,shadow,5,50,shadow,mirror_first,2.0,r,0.0,r
volter2018intuitive,1,annett,15,f,chimpanzee,shadow,5,51,base,mirror_first,2.0,l,0.0,r
volter2018intuitive,1,annett,15,f,chimpanzee,shadow,5,52,control,mirror_first,2.0,l,0.0,r
volter2018intuitive,1,annett,15,f,chimpanzee,shadow,5,53,shadow,mirror_first,2.0,r,0.0,l
volter2018intuitive,1,annett,15,f,chimpanzee,shadow,5,54,shadow,mirror_first,2.0,l,1.0,l
volter2018intuitive,1,annett,15,f,chimpanzee,shadow,5,55,control,mirror_first,2.0,r,0.0,l
volter2018intuitive,1,annett,15,f,chimpanzee,shadow,5,56,base,mirror_first,2.0,r,1.0,r
volter2018intuitive,1,annett,15,f,chimpanzee,shadow,5,57,control,mirror_first,2.0,l,1.0,l
volter2018intuitive,1,annett,15,f,chimpanzee,shadow,5,58,shadow,mirror_first,2.0,r,1.0,r
volter2018intuitive,1,annett,15,f,chimpanzee,shadow,5,59,shadow,mirror_first,2.0,l,1.0,l
volter2018intuitive,1,annett,15,f,chimpanzee,shadow,5,60,base,mirror_first,2.0,l,1.0,l
volter2018intuitive,1,annett,15,f,chimpanzee,shadow,6,61,shadow,mirror_first,2.0,l,1.0,l
