study_id,year,month,day,participant,age_in_years,sex,species,session,trial,apparatus,start_time,end_time,finger,lift,shoot,success_action
manrique2013repeated,2009,08,31,gertrudia,16,f,chimpanzee,1,3,1,"2'20""","3'26""",2,0,0,finger
manrique2013repeated,2009,08,31,gertrudia,16,f,chimpanzee,1,4,1,"3'32""","3'49""",3,0,0,finger
manrique2013repeated,2009,08,31,gertrudia,16,f,chimpanzee,1,5,1,"3'58""","4'09""",1,0,0,finger
manrique2013repeated,2009,08,31,gertrudia,16,f,chimpanzee,1,6,1,"4'19""","4'26""",1,0,0,finger
manrique2013repeated,2009,08,31,gertrudia,16,f,chimpanzee,1,7,1,"4'40""","4'45""",1,0,0,finger
manrique2013repeated,2009,08,31,gertrudia,16,f,chimpanzee,1,8,1,"4'58""","5'08""",1,0,0,finger
manrique2013repeated,2009,08,31,gertrudia,16,f,chimpanzee,1,9,1,"5'20""","5'25""",1,0,0,finger
manrique2013repeated,2009,08,31,gertrudia,16,f,chimpanzee,1,10,1,"5'37""","5'47""",1,0,0,finger
manrique2013repeated,2009,9,1,gertrudia,16,f,chimpanzee,2,11,1,"5""","14""",1,0,0,finger
manrique2013repeated,2009,9,1,gertrudia,16,f,chimpanzee,2,12,1,"31""","37""",1,0,0,finger
manrique2013repeated,2009,9,1,gertrudia,16,f,chimpanzee,2,13,1,"45""","53""",1,0,0,finger
manrique2013repeated,2009,9,1,gertrudia,16,f,chimpanzee,2,14,1,"1'02""","1'17""",2,0,0,finger
manrique2013repeated,2009,9,1,gertrudia,16,f,chimpanzee,2,15,1,"1'26""","1'32""",1,0,0,finger
manrique2013repeated,2009,9,1,gertrudia,16,f,chimpanzee,2,16,1,"1'41""","1'48""",1,0,0,finger
manrique2013repeated,2009,9,1,gertrudia,16,f,chimpanzee,2,17,1,"1'55""","2'03""",1,0,0,finger
manrique2013repeated,2009,9,1,gertrudia,16,f,chimpanzee,2,18,1,"2'12""","2'20""",1,0,0,finger
manrique2013repeated,2009,9,1,gertrudia,16,f,chimpanzee,2,19,1,"2'36""","2'42""",1,0,0,finger
manrique2013repeated,2009,9,1,gertrudia,16,f,chimpanzee,2,20,1,"2'51""","2'58""",1,0,0,finger
manrique2013repeated,2009,9,2,gertrudia,16,f,chimpanzee,1,1,2,"6""",10',16,0,0,no_success
manrique2013repeated,2009,9,3,gertrudia,16,f,chimpanzee,2,1,2,"17""","10'28""",5,2,25,no_success
manrique2013repeated,2009,9,4,gertrudia,16,f,chimpanzee,3,1,2,"14""","10'12""",2,2,0,no_success
manrique2013repeated,2009,9,5,gertrudia,16,f,chimpanzee,4,1,2,"20""","10'18""",0,0,0,no_success
manrique2013repeated,2009,9,7,gertrudia,16,f,chimpanzee,5,1,2,"16""","10'03""",0,1,0,no_success
manrique2013repeated,2009,08,29,bimbo,28,m,orangutan,1,1,1,"50""","2'02""",0,2,0,lift
manrique2013repeated,2009,08,29,bimbo,28,m,orangutan,1,2,1,"2'25""","2'32""",0,1,0,lift
manrique2013repeated,2009,08,29,bimbo,28,m,orangutan,1,3,1,2'47,"3'05""",0,3,0,lift
manrique2013repeated,2009,08,29,bimbo,28,m,orangutan,1,4,1,3'16,"3'43""",0,4,0,lift
manrique2013repeated,2009,08,29,bimbo,28,m,orangutan,1,5,1,"3'54""","4'02""",0,1,0,lift
manrique2013repeated,2009,08,29,bimbo,28,m,orangutan,1,6,1,"4'16""","4'26""",0,1,0,lift
manrique2013repeated,2009,08,29,bimbo,28,m,orangutan,1,7,1,"4'40""","4'45""",0,1,0,lift
manrique2013repeated,2009,08,29,bimbo,28,m,orangutan,1,8,1,"4'58""","5'03""",0,1,0,lift
manrique2013repeated,2009,08,29,bimbo,28,m,orangutan,1,9,1,"5'11""","5'18""",0,1,0,lift
manrique2013repeated,2009,08,29,bimbo,28,m,orangutan,1,10,1,"5'29""","5'32""",0,1,0,lift
manrique2013repeated,2009,9,9,bimbo,28,m,orangutan,2,11,1,"17""","30""",0,1,0,lift
manrique2013repeated,2009,9,9,bimbo,28,m,orangutan,2,12,1,"40""","45""",0,1,0,lift
manrique2013repeated,2009,9,9,bimbo,28,m,orangutan,2,13,1,"57""","1'07""",0,1,0,lift
manrique2013repeated,2009,9,9,bimbo,28,m,orangutan,2,14,1,"1'17""","1'20""",0,1,0,lift
manrique2013repeated,2009,9,9,bimbo,28,m,orangutan,2,15,1,"1'31""","1'38""",0,1,0,lift
manrique2013repeated,2009,9,9,bimbo,28,m,orangutan,2,16,1,"1'50""","2'04""",0,1,0,lift
manrique2013repeated,2009,9,9,bimbo,28,m,orangutan,2,17,1,"2'14""","2'21""",0,1,0,lift
manrique2013repeated,2009,9,9,bimbo,28,m,orangutan,2,18,1,"2'31""","2'38""",0,1,0,lift
manrique2013repeated,2009,9,9,bimbo,28,m,orangutan,2,19,1,"2'49""","2'51""",0,1,0,lift
manrique2013repeated,2009,9,9,bimbo,28,m,orangutan,2,20,1,"3'03""","3'10""",0,1,0,lift
manrique2013repeated,2009,9,11,bimbo,28,m,orangutan,1,1,2,"34""","2'55""",0,12,8,shoot
manrique2013repeated,2009,9,11,bimbo,28,m,orangutan,1,2,2,"3'09""","3'27""",0,1,2,shoot
manrique2013repeated,2009,9,11,bimbo,28,m,orangutan,1,3,2,"3'39""","3'55""",0,0,9,shoot
manrique2013repeated,2009,9,11,bimbo,28,m,orangutan,1,4,2,"4'04""","4'09""",0,0,2,shoot
manrique2013repeated,2009,9,11,bimbo,28,m,orangutan,1,5,2,"4'19""","4'21""",0,0,1,shoot
manrique2013repeated,2009,9,11,bimbo,28,m,orangutan,1,6,2,"4'29""","4'32""",0,0,2,shoot
manrique2013repeated,2009,9,11,bimbo,28,m,orangutan,1,7,2,"4'40""","4'44""",0,0,1,shoot
manrique2013repeated,2009,9,11,bimbo,28,m,orangutan,1,8,2,"4'53""","4'59""",0,0,2,shoot
manrique2013repeated,2009,9,11,bimbo,28,m,orangutan,1,9,2,"5'07""","5'13""",0,0,5,shoot
manrique2013repeated,2009,9,11,bimbo,28,m,orangutan,1,10,2,"5'27""","5'30""",0,0,1,shoot
manrique2013repeated,2009,09,13,bimbo,29,m,orangutan,2,11,2,"20""","3'02""",0,5,8,shoot
manrique2013repeated,2009,09,13,bimbo,29,m,orangutan,2,12,2,"3'21""","3'27""",0,0,5,shoot
manrique2013repeated,2009,09,13,bimbo,29,m,orangutan,2,13,2,"3'40""","3'47""",0,0,4,shoot
manrique2013repeated,2009,09,13,bimbo,29,m,orangutan,2,14,2,"3'58""","4'15""",0,0,2,shoot
manrique2013repeated,2009,09,13,bimbo,29,m,orangutan,2,15,2,"4'24""","4'27""",0,0,2,shoot
manrique2013repeated,2009,09,13,bimbo,29,m,orangutan,2,16,2,"4'37""","4'40""",0,0,3,shoot
manrique2013repeated,2009,09,13,bimbo,29,m,orangutan,2,17,2,"4'55""","4'59""",0,0,3,shoot
manrique2013repeated,2009,09,13,bimbo,29,m,orangutan,2,18,2,"5'14""","5'18""",0,0,3,shoot
manrique2013repeated,2009,09,13,bimbo,29,m,orangutan,2,19,2,"5'17""","5'30""",0,0,2,shoot
manrique2013repeated,2009,09,13,bimbo,29,m,orangutan,2,20,2,"5'40""","5'42""",0,0,2,shoot
manrique2013repeated,2009,08,27,dokana,20,f,orangutan,1,1,1,"30""","1'21""",0,1,0,lift
manrique2013repeated,2009,08,27,dokana,20,f,orangutan,1,2,1,"1'43""","1'50""",0,1,0,lift
manrique2013repeated,2009,08,27,dokana,20,f,orangutan,1,3,1,"2'03""","2'20""",1,1,0,finger
manrique2013repeated,2009,08,27,dokana,20,f,orangutan,1,4,1,"2'30""","2'38""",1,0,0,finger
manrique2013repeated,2009,08,27,dokana,20,f,orangutan,1,5,1,"2'48""","3'07""",1,2,0,lift
manrique2013repeated,2009,08,27,dokana,20,f,orangutan,1,6,1,"3'18""","3'23""",0,1,0,lift
manrique2013repeated,2009,08,27,dokana,20,f,orangutan,1,7,1,"3'32""","3'38""",0,1,0,lift
manrique2013repeated,2009,08,27,dokana,20,f,orangutan,1,8,1,"3'46""","4'09""",0,1,0,lift
manrique2013repeated,2009,08,27,dokana,20,f,orangutan,1,9,1,"4'19""","4'26""",0,1,0,lift
manrique2013repeated,2009,08,27,dokana,20,f,orangutan,1,10,1,"4'34""","4'51""",0,1,0,lift
manrique2013repeated,2009,08,29,dokana,20,f,orangutan,2,11,1,"20""","35""",0,1,0,lift
manrique2013repeated,2009,08,29,dokana,20,f,orangutan,2,12,1,"1'05""","1'16""",0,1,0,lift
manrique2013repeated,2009,08,29,dokana,20,f,orangutan,2,13,1,"1'32""","1'43""",1,1,0,lift
manrique2013repeated,2009,08,29,dokana,20,f,orangutan,2,14,1,"1'55""","2'11""",1,1,0,lift
manrique2013repeated,2009,08,29,dokana,20,f,orangutan,2,15,1,"2'32""","3'42""",0,2,0,lift
manrique2013repeated,2009,08,29,dokana,20,f,orangutan,2,16,1,"4'04""","4'08""",0,1,0,lift
manrique2013repeated,2009,08,29,dokana,20,f,orangutan,2,17,1,"4'19""","4'25""",0,1,0,lift
manrique2013repeated,2009,08,29,dokana,20,f,orangutan,2,18,1,"4'36""","4'42""",0,1,0,lift
manrique2013repeated,2009,08,29,dokana,20,f,orangutan,2,19,1,"4'51""","4'53""",0,1,0,lift
manrique2013repeated,2009,08,29,dokana,20,f,orangutan,2,20,1,"5'06""","5'10""",0,1,0,lift
manrique2013repeated,2009,9,11,dokana,20,f,orangutan,1,1,2,"30""","43""",0,1,0,lift
manrique2013repeated,2009,9,11,dokana,20,f,orangutan,1,2,2,"50""","1'31""",0,2,0,lift
manrique2013repeated,2009,9,11,dokana,20,f,orangutan,1,3,2,"1'51""","2'03""",0,1,0,lift
manrique2013repeated,2009,9,11,dokana,20,f,orangutan,1,4,2,"2'13""","2'39""",0,1,0,lift
manrique2013repeated,2009,9,11,dokana,20,f,orangutan,1,5,2,"2'49""","3'07""",0,2,0,lift
manrique2013repeated,2009,9,11,dokana,20,f,orangutan,1,6,2,"3'16""","3'32""",0,1,0,lift
manrique2013repeated,2009,9,11,dokana,20,f,orangutan,1,7,2,"3'44""","4'03""",0,1,0,lift
manrique2013repeated,2009,9,11,dokana,20,f,orangutan,1,8,2,"4'11""","4'29""",0,1,0,lift
manrique2013repeated,2009,9,11,dokana,20,f,orangutan,1,9,2,"4'50""","5'01""",0,1,0,lift
manrique2013repeated,2009,9,11,dokana,20,f,orangutan,1,10,2,"5'12""","5'56""",0,2,0,lift
manrique2013repeated,2009,09,13,dokana,20,f,orangutan,2,11,2,"15""","39""",0,1,0,lift
manrique2013repeated,2009,09,13,dokana,20,f,orangutan,2,12,2,"54""","1'20""",0,1,0,lift
manrique2013repeated,2009,09,13,dokana,20,f,orangutan,2,13,2,"1'50""","2'06""",0,1,0,lift
manrique2013repeated,2009,09,13,dokana,20,f,orangutan,2,14,2,"2'21""","2'53""",0,1,0,lift
manrique2013repeated,2009,09,13,dokana,20,f,orangutan,2,15,2,"3'02""","3'19""",0,1,0,lift
manrique2013repeated,2009,09,13,dokana,20,f,orangutan,2,16,2,"3'30""","3'37""",0,1,0,lift
manrique2013repeated,2009,09,13,dokana,20,f,orangutan,2,17,2,"3'46""","4'08""",0,1,0,lift
manrique2013repeated,2009,09,13,dokana,20,f,orangutan,2,18,2,"4'53""","5'19""",0,1,0,lift
manrique2013repeated,2009,09,13,dokana,20,f,orangutan,2,19,2,"5'31""","5'48""",0,1,0,lift
manrique2013repeated,2009,09,13,dokana,20,f,orangutan,2,20,2,"5'55""","6'04""",0,1,0,lift
manrique2013repeated,2009,09,15,dokana,20,f,orangutan,1,1,3,"18""","10'12""",0,3,0,no_success
manrique2013repeated,2009,09,17,dokana,20,f,orangutan,2,1,3,"20""","10'01""",0,3,0,no_success
manrique2013repeated,2009,09,19,dokana,20,f,orangutan,3,1,3,"0""",10',0,3,0,no_success
manrique2013repeated,2009,09,20,dokana,20,f,orangutan,4,1,3,"0""","10'03""",0,1,0,no_success
manrique2013repeated,2009,09,27,dokana,20,f,orangutan,5,1,3,"0""","10'02""",0,0,0,no_success
manrique2013repeated,2009,08,29,dunja,36,f,orangutan,1,1,1,"20""","38""",0,1,0,lift
manrique2013repeated,2009,08,29,dunja,36,f,orangutan,1,2,1,"1'12""","2'17""",3,0,0,finger
manrique2013repeated,2009,08,29,dunja,36,f,orangutan,1,3,1,"2'35""","3'25""",3,0,0,finger
manrique2013repeated,2009,08,29,dunja,36,f,orangutan,1,4,1,"3'42""","4'15""",1,0,0,finger
manrique2013repeated,2009,08,29,dunja,36,f,orangutan,1,5,1,"4'31""","4'55""",2,0,0,finger
manrique2013repeated,2009,08,29,dunja,36,f,orangutan,1,6,1,"5'11""","5'42""",3,0,0,finger
manrique2013repeated,2009,08,29,dunja,36,f,orangutan,1,7,1,"6'06""","6'12""",1,0,0,finger
manrique2013repeated,2009,08,29,dunja,36,f,orangutan,1,8,1,"6'25""","6'32""",0,1,0,lift
manrique2013repeated,2009,08,29,dunja,36,f,orangutan,1,9,1,"6'44""","6'56""",0,1,0,lift
manrique2013repeated,2009,08,29,dunja,36,f,orangutan,1,10,1,"7'12""","7'15""",0,1,0,lift
manrique2013repeated,2009,9,9,dunja,36,f,orangutan,2,11,1,"7""","20""",0,2,0,lift
manrique2013repeated,2009,9,9,dunja,36,f,orangutan,2,12,1,"28""","33""",0,1,0,lift
manrique2013repeated,2009,9,9,dunja,36,f,orangutan,2,13,1,"47""","50""",0,1,0,lift
manrique2013repeated,2009,9,9,dunja,36,f,orangutan,2,14,1,1',"1'04""",0,1,0,lift
manrique2013repeated,2009,9,9,dunja,36,f,orangutan,2,15,1,"1'15""","1'19""",0,1,0,lift
manrique2013repeated,2009,9,9,dunja,36,f,orangutan,2,16,1,"1'28""","1'31""",0,1,0,lift
manrique2013repeated,2009,9,9,dunja,36,f,orangutan,2,17,1,"1'49""","1'51""",0,1,0,lift
manrique2013repeated,2009,9,9,dunja,36,f,orangutan,2,18,1,"1'57""",2',0,1,0,lift
manrique2013repeated,2009,9,9,dunja,36,f,orangutan,2,19,1,"2'12""","2'14""",0,1,0,lift
manrique2013repeated,2009,9,9,dunja,36,f,orangutan,2,20,1,"2'25""","2'28""",0,1,0,lift
manrique2013repeated,2009,9,11,dunja,36,f,orangutan,1,1,2,"0""","28""",0,2,0,lift
manrique2013repeated,2009,9,11,dunja,36,f,orangutan,1,2,2,"37""","54""",0,1,0,lift
manrique2013repeated,2009,9,11,dunja,36,f,orangutan,1,3,2,"59""","1'11""",0,1,0,lift
manrique2013repeated,2009,9,11,dunja,36,f,orangutan,1,4,2,"1'18""","1'43""",0,1,0,lift
manrique2013repeated,2009,9,11,dunja,36,f,orangutan,1,5,2,"1'49""","2'16""",0,1,0,lift
manrique2013repeated,2009,9,11,dunja,36,f,orangutan,1,6,2,"2'26""","2'41""",0,1,0,lift
manrique2013repeated,2009,9,11,dunja,36,f,orangutan,1,7,2,"2'53""","3'01""",0,1,0,lift
manrique2013repeated,2009,9,11,dunja,36,f,orangutan,1,8,2,"3'11""","3'18""",0,1,0,lift
manrique2013repeated,2009,9,11,dunja,36,f,orangutan,1,9,2,"3'35""","3'48""",0,1,0,lift
manrique2013repeated,2009,9,11,dunja,36,f,orangutan,1,10,2,"3'55""","4'05""",0,1,0,lift
manrique2013repeated,2009,09,13,dunja,36,f,orangutan,2,11,2,"20""","1'30""",0,2,0,lift
manrique2013repeated,2009,09,13,dunja,36,f,orangutan,2,12,2,2',"2'37""",0,1,0,lift
manrique2013repeated,2009,09,13,dunja,36,f,orangutan,2,13,2,"2'51""","3'11""",0,1,0,lift
manrique2013repeated,2009,09,13,dunja,36,f,orangutan,2,14,2,"3'20""","4'49""",0,5,0,lift
manrique2013repeated,2009,09,13,dunja,36,f,orangutan,2,15,2,"5'12""","5'30""",0,1,0,lift
manrique2013repeated,2009,09,13,dunja,36,f,orangutan,2,16,2,"5'52""","7'33""",0,5,0,lift
manrique2013repeated,2009,09,13,dunja,36,f,orangutan,2,17,2,8',"8'34""",0,2,0,lift
manrique2013repeated,2009,09,13,dunja,36,f,orangutan,2,18,2,"8'49""","9'29""",0,2,0,lift
manrique2013repeated,2009,09,13,dunja,36,f,orangutan,2,19,2,"9'46""","10'11""",0,1,0,lift
manrique2013repeated,2009,09,13,dunja,36,f,orangutan,2,20,2,"10'26""","11'07""",0,3,0,lift
manrique2013repeated,2009,09,15,dunja,36,f,orangutan,1,1,3,0,10',0,5,0,no_success
manrique2013repeated,2009,09,17,dunja,36,f,orangutan,2,1,3,0,10',0,5,0,no_success
manrique2013repeated,2009,09,19,dunja,36,f,orangutan,3,1,3,0,10',0,2,0,no_success
manrique2013repeated,2009,09,20,dunja,36,f,orangutan,4,1,3,0,10',0,2,0,no_success
manrique2013repeated,2009,09,27,dunja,36,f,orangutan,5,1,3,0,10',0,1,0,no_success
manrique2013repeated,2009,08,29,kila,9,f,orangutan,1,1,1,"20""","1'11""",1,0,0,finger
manrique2013repeated,2009,08,29,kila,9,f,orangutan,1,2,1,"1'36""","1'54""",1,0,0,finger
manrique2013repeated,2009,08,29,kila,9,f,orangutan,1,3,1,"2'10""","3'05""",3,0,0,finger
manrique2013repeated,2009,08,29,kila,9,f,orangutan,1,4,1,"3'05""","4'06""",4,0,0,finger
manrique2013repeated,2009,08,29,kila,9,f,orangutan,1,5,1,"4'40""","6'12""",1,0,0,finger
manrique2013repeated,2009,08,29,kila,9,f,orangutan,1,6,1,"6'28""","6'45""",1,0,0,finger
manrique2013repeated,2009,08,29,kila,9,f,orangutan,1,7,1,"6'57""","7'44""",2,0,0,finger
manrique2013repeated,2009,08,29,kila,9,f,orangutan,1,8,1,"8'16""","8'56""",2,0,0,finger
manrique2013repeated,2009,08,29,kila,9,f,orangutan,1,9,1,"9'05""",9'41,2,0,0,finger
manrique2013repeated,2009,08,29,kila,9,f,orangutan,1,10,1,"9'51""","10'12""",1,0,0,finger
manrique2013repeated,2009,9,9,kila,9,f,orangutan,2,11,1,"14""","30""",0,1,0,lift
manrique2013repeated,2009,9,9,kila,9,f,orangutan,2,12,1,"44""","49""",0,1,0,lift
manrique2013repeated,2009,9,9,kila,9,f,orangutan,2,13,1,"1'01""","1'12""",0,1,0,lift
manrique2013repeated,2009,9,9,kila,9,f,orangutan,2,14,1,"1'22""","1'54""",0,1,0,lift
manrique2013repeated,2009,9,9,kila,9,f,orangutan,2,15,1,"2'01""","2'11""",0,1,0,lift
manrique2013repeated,2009,9,9,kila,9,f,orangutan,2,16,1,"2'17""","2'23""",0,1,0,lift
manrique2013repeated,2009,9,9,kila,9,f,orangutan,2,17,1,"2'42""","2'49""",0,1,0,lift
manrique2013repeated,2009,9,9,kila,9,f,orangutan,2,18,1,"2'58""","3'07""",0,1,0,lift
manrique2013repeated,2009,9,9,kila,9,f,orangutan,2,19,1,"3'15""","3'20""",0,1,0,lift
manrique2013repeated,2009,9,9,kila,9,f,orangutan,2,20,1,"3'32""","3'44""",0,1,0,lift
manrique2013repeated,2009,9,11,kila,9,f,orangutan,1,1,2,"12""","38""",0,1,0,lift
manrique2013repeated,2009,9,11,kila,9,f,orangutan,1,2,2,"47""","1'21""",0,1,0,lift
manrique2013repeated,2009,9,11,kila,9,f,orangutan,1,3,2,"1'48""","2'31""",0,2,0,lift
manrique2013repeated,2009,9,11,kila,9,f,orangutan,1,4,2,"2'52""","3'30""",0,1,0,lift
manrique2013repeated,2009,9,11,kila,9,f,orangutan,1,5,2,"4'07""","4'39""",0,1,0,lift
manrique2013repeated,2009,9,11,kila,9,f,orangutan,1,6,2,"4'48""","5'19""",0,1,0,lift
manrique2013repeated,2009,9,11,kila,9,f,orangutan,1,7,2,"5'36""","6'06""",0,1,0,lift
manrique2013repeated,2009,9,11,kila,9,f,orangutan,1,8,2,"7'14""","10'16""",0,2,0,lift
manrique2013repeated,2009,9,11,kila,9,f,orangutan,1,9,2,"10'24""","10'42""",0,1,0,lift
manrique2013repeated,2009,9,11,kila,9,f,orangutan,1,10,2,"10'51""","11'18""",0,1,0,lift
manrique2013repeated,2009,09,13,kila,9,f,orangutan,2,11,2,"15""","2'14""",0,4,0,lift
manrique2013repeated,2009,09,13,kila,9,f,orangutan,2,12,2,"2'52""","4'05""",0,3,0,lift
manrique2013repeated,2009,09,13,kila,9,f,orangutan,2,13,2,"4'21""","5'35""",0,1,0,lift
manrique2013repeated,2009,09,13,kila,9,f,orangutan,2,14,2,"5'50""","7'08""",0,3,0,lift
manrique2013repeated,2009,09,13,kila,9,f,orangutan,2,15,2,"7'16""","8'10""",0,2,0,lift
manrique2013repeated,2009,09,13,kila,9,f,orangutan,2,16,2,"8'45""","8'57""",0,1,0,lift
manrique2013repeated,2009,09,13,kila,9,f,orangutan,2,17,2,"9'13""","9'37""",0,1,0,lift
manrique2013repeated,2009,09,13,kila,9,f,orangutan,2,18,2,"9'48""","10'04""",0,1,0,lift
manrique2013repeated,2009,09,13,kila,9,f,orangutan,2,19,2,"10'15""","10'27""",0,1,0,lift
manrique2013repeated,2009,09,13,kila,9,f,orangutan,2,20,2,"10'43""","11'09""",0,1,0,lift
manrique2013repeated,2009,09,15,kila,9,f,orangutan,1,1,3,"15""","10'15""",0,0,0,no_success
manrique2013repeated,2009,09,17,kila,9,f,orangutan,2,1,3,"0""",10',0,8,0,no_success
manrique2013repeated,2009,09,19,kila,9,f,orangutan,3,1,3,"15""","10'15""",0,1,0,no_success
manrique2013repeated,2009,09,20,kila,9,f,orangutan,4,1,3,"0""",10',0,3,0,no_success
manrique2013repeated,2009,09,27,kila,9,f,orangutan,5,1,3,"0""",10',0,3,0,no_success
manrique2013repeated,2009,08,29,padana,11,f,orangutan,1,1,1,"12""","19""",0,1,0,lift
manrique2013repeated,2009,08,29,padana,11,f,orangutan,1,2,1,"42""","1'09""",1,0,0,finger
manrique2013repeated,2009,08,29,padana,11,f,orangutan,1,3,1,"1'17""","1'32""",0,1,0,lift
manrique2013repeated,2009,08,29,padana,11,f,orangutan,1,4,1,"1'45""","1'59""",0,1,0,lift
manrique2013repeated,2009,08,29,padana,11,f,orangutan,1,5,1,"2'13""","2'26""",0,1,0,lift
manrique2013repeated,2009,08,29,padana,11,f,orangutan,1,6,1,"2'42""","2'58""",0,1,0,lift
manrique2013repeated,2009,08,29,padana,11,f,orangutan,1,7,1,"3'11""","3'22""",0,1,0,lift
manrique2013repeated,2009,08,29,padana,11,f,orangutan,1,8,1,"3'37""","3'44""",0,1,0,lift
manrique2013repeated,2009,08,29,padana,11,f,orangutan,1,9,1,"3'54""","4'01""",1,0,0,finger
manrique2013repeated,2009,08,29,padana,11,f,orangutan,1,10,1,"4'11""","4'17""",0,1,0,lift
manrique2013repeated,2009,9,9,padana,11,f,orangutan,2,11,1,"27""","35""",0,1,0,lift
manrique2013repeated,2009,9,9,padana,11,f,orangutan,2,12,1,"58""","1'14""",0,1,0,lift
manrique2013repeated,2009,9,9,padana,11,f,orangutan,2,13,1,"1'25""","1'53""",0,2,0,lift
manrique2013repeated,2009,9,9,padana,11,f,orangutan,2,14,1,"2'03""","2'46""",0,2,0,lift
manrique2013repeated,2009,9,9,padana,11,f,orangutan,2,15,1,"2'53""","3'11""",0,1,0,lift
manrique2013repeated,2009,9,9,padana,11,f,orangutan,2,16,1,"3'20""","3'36""",0,1,0,lift
manrique2013repeated,2009,9,9,padana,11,f,orangutan,2,17,1,"3'47""","4'14""",0,1,0,lift
manrique2013repeated,2009,9,9,padana,11,f,orangutan,2,18,1,"4'25""","4'52""",1,4,0,lift
manrique2013repeated,2009,9,9,padana,11,f,orangutan,2,19,1,5',"5'07""",0,1,0,lift
manrique2013repeated,2009,9,9,padana,11,f,orangutan,2,20,1,"5'18""","5'24""",0,1,0,lift
manrique2013repeated,2009,9,11,padana,11,f,orangutan,1,1,2,"7""","37""",0,1,0,lift
manrique2013repeated,2009,9,11,padana,11,f,orangutan,1,2,2,"44""","1'11""",0,3,0,lift
manrique2013repeated,2009,9,11,padana,11,f,orangutan,1,3,2,"1'25""","1'34""",0,1,0,lift
manrique2013repeated,2009,9,11,padana,11,f,orangutan,1,4,2,"1'42""","1'53""",0,1,0,lift
manrique2013repeated,2009,9,11,padana,11,f,orangutan,1,5,2,"2'04""","2'20""",1,0,0,lift
manrique2013repeated,2009,9,11,padana,11,f,orangutan,1,6,2,"2'33""","3'14""",0,3,0,lift
manrique2013repeated,2009,9,11,padana,11,f,orangutan,1,7,2,"3'29""","3'43""",0,1,0,lift
manrique2013repeated,2009,9,11,padana,11,f,orangutan,1,8,2,"3'53""","4'17""",0,1,0,lift
manrique2013repeated,2009,9,11,padana,11,f,orangutan,1,9,2,"4'24""","5'12""",0,2,0,lift
manrique2013repeated,2009,9,11,padana,11,f,orangutan,1,10,2,"5'30""","6'07""",0,2,0,lift
manrique2013repeated,2009,09,13,padana,11,f,orangutan,2,11,2,"10""","1'23""",0,2,0,lift
manrique2013repeated,2009,09,13,padana,11,f,orangutan,2,12,2,"1'33""","1'53""",0,1,0,lift
manrique2013repeated,2009,09,13,padana,11,f,orangutan,2,13,2,"2'02""","2'43""",0,4,0,lift
manrique2013repeated,2009,09,13,padana,11,f,orangutan,2,14,2,"2'54""","3'18""",0,2,0,lift
manrique2013repeated,2009,09,13,padana,11,f,orangutan,2,15,2,"3'27""","4'12""",0,1,0,lift
manrique2013repeated,2009,09,13,padana,11,f,orangutan,2,16,2,"4'21""","4'44""",0,2,0,lift
manrique2013repeated,2009,09,13,padana,11,f,orangutan,2,17,2,"5'03""","5'21""",0,1,0,lift
manrique2013repeated,2009,09,13,padana,11,f,orangutan,2,18,2,"5'39""","5'59""",0,1,0,lift
manrique2013repeated,2009,09,13,padana,11,f,orangutan,2,19,2,"6'10""","6'48""",0,1,0,lift
manrique2013repeated,2009,09,13,padana,11,f,orangutan,2,20,2,"6'58""","7'33""",0,1,0,lift
manrique2013repeated,2009,09,15,padana,11,f,orangutan,1,1,3,"14""","10'14""",0,17,0,no_success
manrique2013repeated,2009,09,17,padana,11,f,orangutan,2,1,3,0',10',0,7,1,no_success
manrique2013repeated,2009,09,19,padana,11,f,orangutan,3,1,3,0',10',0,1,0,no_success
manrique2013repeated,2009,09,20,padana,11,f,orangutan,4,1,3,0',10',0,2,0,no_success
manrique2013repeated,2009,09,27,padana,11,f,orangutan,5,1,3,0',10',0,12,11,no_success
manrique2013repeated,2009,08,29,pini,21,f,orangutan,1,1,1,"24""","30""",0,1,0,lift
manrique2013repeated,2009,08,29,pini,21,f,orangutan,1,2,1,"1'08""","1'27""",1,0,0,finger
manrique2013repeated,2009,08,29,pini,21,f,orangutan,1,3,1,"1'52""","2'19""",1,0,0,finger
manrique2013repeated,2009,08,29,pini,21,f,orangutan,1,4,1,"2'35""","2'43""",1,0,0,finger
manrique2013repeated,2009,08,29,pini,21,f,orangutan,1,5,1,"3'10""","3'45""",1,0,0,finger
manrique2013repeated,2009,08,29,pini,21,f,orangutan,1,6,1,"4'04""","4'22""",1,0,0,finger
manrique2013repeated,2009,08,29,pini,21,f,orangutan,1,7,1,"4'37""","4'57""",2,0,0,finger
manrique2013repeated,2009,08,29,pini,21,f,orangutan,1,8,1,"5'14""","5'24""",1,0,0,finger
manrique2013repeated,2009,08,29,pini,21,f,orangutan,1,9,1,"5'39""","6'10""",2,0,0,finger
manrique2013repeated,2009,08,29,pini,21,f,orangutan,1,10,1,"6'29""","6'42""",1,0,0,finger
manrique2013repeated,2009,9,9,pini,21,f,orangutan,2,11,1,"11""","39""",2,0,0,finger
manrique2013repeated,2009,9,9,pini,21,f,orangutan,2,12,1,"47""","58""",1,0,0,finger
manrique2013repeated,2009,9,9,pini,21,f,orangutan,2,13,1,"1'09""","1'16""",1,0,0,finger
