study_id,experiment,year,month,day,participant,sex,species,session,trial,condition,response_side,correct
cacchione2014apes,1,2011,4,18,pini,f,orangutan,2,2,obj_12,right,correct
cacchione2014apes,1,2011,4,18,pini,f,orangutan,2,3,obj_12,right,incorrect
cacchione2014apes,1,2011,4,18,pini,f,orangutan,2,4,obj_12,right,correct
cacchione2014apes,1,2011,4,11,pini,f,orangutan,1,1,slis_11,left,incorrect
cacchione2014apes,1,2011,4,11,pini,f,orangutan,1,2,slis_11,right,incorrect
cacchione2014apes,1,2011,4,11,pini,f,orangutan,1,3,slis_11,left,incorrect
cacchione2014apes,1,2011,4,11,pini,f,orangutan,1,4,slis_11,right,incorrect
cacchione2014apes,1,2011,4,11,pini,f,orangutan,1,1,slis_12,left,correct
cacchione2014apes,1,2011,4,11,pini,f,orangutan,1,2,slis_12,right,correct
cacchione2014apes,1,2011,4,11,pini,f,orangutan,1,3,slis_12,right,incorrect
cacchione2014apes,1,2011,4,11,pini,f,orangutan,1,4,slis_12,left,incorrect
cacchione2014apes,1,2011,4,19,pini,f,orangutan,3,1,sols_11,right,incorrect
cacchione2014apes,1,2011,4,19,pini,f,orangutan,3,2,sols_11,right,correct
cacchione2014apes,1,2011,4,19,pini,f,orangutan,3,3,sols_11,right,incorrect
cacchione2014apes,1,2011,4,19,pini,f,orangutan,3,4,sols_11,right,correct
cacchione2014apes,1,2011,4,19,pini,f,orangutan,3,1,sols_12,right,correct
cacchione2014apes,1,2011,4,19,pini,f,orangutan,3,2,sols_12,right,incorrect
cacchione2014apes,1,2011,4,19,pini,f,orangutan,3,3,sols_12,right,correct
cacchione2014apes,1,2011,4,19,pini,f,orangutan,3,4,sols_12,left,correct
cacchione2014apes,1,2011,4,11,bimbo,m,orangutan,1,1,obj_11,left,correct
cacchione2014apes,1,2011,4,11,bimbo,m,orangutan,1,2,obj_11,right,incorrect
cacchione2014apes,1,2011,4,11,bimbo,m,orangutan,1,3,obj_11,left,correct
cacchione2014apes,1,2011,4,11,bimbo,m,orangutan,1,4,obj_11,right,incorrect
cacchione2014apes,1,2011,4,11,bimbo,m,orangutan,1,1,obj_12,right,correct
cacchione2014apes,1,2011,4,11,bimbo,m,orangutan,1,2,obj_12,left,correct
cacchione2014apes,1,2011,4,11,bimbo,m,orangutan,1,3,obj_12,right,correct
cacchione2014apes,1,2011,4,11,bimbo,m,orangutan,1,4,obj_12,left,correct
cacchione2014apes,1,2011,4,19,bimbo,m,orangutan,3,1,slis_11,right,incorrect
cacchione2014apes,1,2011,4,19,bimbo,m,orangutan,3,2,slis_11,left,incorrect
cacchione2014apes,1,2011,4,19,bimbo,m,orangutan,3,3,slis_11,left,correct
cacchione2014apes,1,2011,4,19,bimbo,m,orangutan,3,4,slis_11,left,incorrect
cacchione2014apes,1,2011,4,19,bimbo,m,orangutan,3,1,slis_12,right,correct
cacchione2014apes,1,2011,4,19,bimbo,m,orangutan,3,2,slis_12,left,correct
cacchione2014apes,1,2011,4,19,bimbo,m,orangutan,3,3,slis_12,right,correct
cacchione2014apes,1,2011,4,19,bimbo,m,orangutan,3,4,slis_12,left,correct
cacchione2014apes,1,2011,4,18,bimbo,m,orangutan,2,1,sols_11,right,correct
cacchione2014apes,1,2011,4,18,bimbo,m,orangutan,2,2,sols_11,left,correct
cacchione2014apes,1,2011,4,18,bimbo,m,orangutan,2,3,sols_11,left,incorrect
cacchione2014apes,1,2011,4,18,bimbo,m,orangutan,2,4,sols_11,right,incorrect
cacchione2014apes,1,2011,4,18,bimbo,m,orangutan,2,1,sols_12,left,correct
cacchione2014apes,1,2011,4,18,bimbo,m,orangutan,2,2,sols_12,right,correct
cacchione2014apes,1,2011,4,18,bimbo,m,orangutan,2,3,sols_12,left,correct
cacchione2014apes,1,2011,4,18,bimbo,m,orangutan,2,4,sols_12,right,correct
cacchione2014apes,1,2011,4,18,padana,f,orangutan,2,1,obj_11,left,correct
cacchione2014apes,1,2011,4,18,padana,f,orangutan,2,2,obj_11,left,correct
cacchione2014apes,1,2011,4,18,padana,f,orangutan,2,3,obj_11,left,correct
cacchione2014apes,1,2011,4,18,padana,f,orangutan,2,4,obj_11,left,correct
cacchione2014apes,1,2011,4,18,padana,f,orangutan,2,1,obj_12,left,correct
cacchione2014apes,1,2011,4,18,padana,f,orangutan,2,2,obj_12,left,incorrect
cacchione2014apes,1,2011,4,18,padana,f,orangutan,2,3,obj_12,right,incorrect
cacchione2014apes,1,2011,4,18,padana,f,orangutan,2,4,obj_12,right,correct
cacchione2014apes,1,2011,4,19,padana,f,orangutan,3,1,slis_11,left,incorrect
cacchione2014apes,1,2011,4,19,padana,f,orangutan,3,2,slis_11,right,incorrect
cacchione2014apes,1,2011,4,19,padana,f,orangutan,3,3,slis_11,left,incorrect
cacchione2014apes,1,2011,4,19,padana,f,orangutan,3,4,slis_11,left,correct
cacchione2014apes,1,2011,4,19,padana,f,orangutan,3,1,slis_12,left,correct
cacchione2014apes,1,2011,4,19,padana,f,orangutan,3,2,slis_12,left,incorrect
cacchione2014apes,1,2011,4,19,padana,f,orangutan,3,3,slis_12,left,correct
cacchione2014apes,1,2011,4,19,padana,f,orangutan,3,4,slis_12,right,correct
cacchione2014apes,1,2011,4,11,padana,f,orangutan,1,1,sols_11,left,incorrect
cacchione2014apes,1,2011,4,11,padana,f,orangutan,1,2,sols_11,right,incorrect
cacchione2014apes,1,2011,4,11,padana,f,orangutan,1,3,sols_11,left,incorrect
cacchione2014apes,1,2011,4,11,padana,f,orangutan,1,4,sols_11,right,incorrect
cacchione2014apes,1,2011,4,11,padana,f,orangutan,1,1,sols_12,left,correct
cacchione2014apes,1,2011,4,11,padana,f,orangutan,1,2,sols_12,left,incorrect
cacchione2014apes,1,2011,4,11,padana,f,orangutan,1,3,sols_12,left,correct
cacchione2014apes,1,2011,4,11,padana,f,orangutan,1,4,sols_12,left,incorrect
cacchione2014apes,1,2011,4,11,dokana,f,orangutan,1,1,obj_11,right,incorrect
cacchione2014apes,1,2011,4,11,dokana,f,orangutan,1,2,obj_11,left,correct
cacchione2014apes,1,2011,4,11,dokana,f,orangutan,1,3,obj_11,right,incorrect
cacchione2014apes,1,2011,4,11,dokana,f,orangutan,1,4,obj_11,left,correct
cacchione2014apes,1,2011,4,11,dokana,f,orangutan,1,1,obj_12,right,incorrect
cacchione2014apes,1,2011,4,11,dokana,f,orangutan,1,2,obj_12,left,incorrect
cacchione2014apes,1,2011,4,11,dokana,f,orangutan,1,3,obj_12,left,correct
cacchione2014apes,1,2011,4,11,dokana,f,orangutan,1,4,obj_12,right,correct
cacchione2014apes,1,2011,4,18,dokana,f,orangutan,2,1,slis_11,left,incorrect
cacchione2014apes,1,2011,4,18,dokana,f,orangutan,2,2,slis_11,left,correct
cacchione2014apes,1,2011,4,18,dokana,f,orangutan,2,3,slis_11,left,incorrect
cacchione2014apes,1,2011,4,18,dokana,f,orangutan,2,4,slis_11,left,correct
cacchione2014apes,1,2011,4,18,dokana,f,orangutan,2,1,slis_12,left,correct
cacchione2014apes,1,2011,4,18,dokana,f,orangutan,2,2,slis_12,left,incorrect
cacchione2014apes,1,2011,4,18,dokana,f,orangutan,2,3,slis_12,left,correct
cacchione2014apes,1,2011,4,18,dokana,f,orangutan,2,4,slis_12,right,correct
cacchione2014apes,1,2011,4,19,dokana,f,orangutan,3,1,sols_11,right,correct
cacchione2014apes,1,2011,4,19,dokana,f,orangutan,3,2,sols_11,left,correct
cacchione2014apes,1,2011,4,19,dokana,f,orangutan,3,3,sols_11,right,correct
cacchione2014apes,1,2011,4,19,dokana,f,orangutan,3,4,sols_11,right,incorrect
cacchione2014apes,1,2011,4,19,dokana,f,orangutan,3,1,sols_12,left,correct
cacchione2014apes,1,2011,4,19,dokana,f,orangutan,3,2,sols_12,right,correct
cacchione2014apes,1,2011,4,19,dokana,f,orangutan,3,3,sols_12,left,correct
cacchione2014apes,1,2011,4,19,dokana,f,orangutan,3,4,sols_12,right,correct
cacchione2014apes,1,2011,4,19,raja,f,orangutan,3,1,obj_11,right,incorrect
cacchione2014apes,1,2011,4,19,raja,f,orangutan,3,2,obj_11,right,incorrect
cacchione2014apes,1,2011,4,19,raja,f,orangutan,3,3,obj_11,right,incorrect
cacchione2014apes,1,2011,4,19,raja,f,orangutan,3,4,obj_11,left,correct
cacchione2014apes,1,2011,4,19,raja,f,orangutan,3,1,obj_12,right,incorrect
cacchione2014apes,1,2011,4,19,raja,f,orangutan,3,2,obj_12,right,correct
cacchione2014apes,1,2011,4,19,raja,f,orangutan,3,3,obj_12,right,incorrect
cacchione2014apes,1,2011,4,19,raja,f,orangutan,3,4,obj_12,right,correct
cacchione2014apes,1,2011,4,11,raja,f,orangutan,1,1,slis_11,right,incorrect
cacchione2014apes,1,2011,4,11,raja,f,orangutan,1,2,slis_11,right,correct
cacchione2014apes,1,2011,4,11,raja,f,orangutan,1,3,slis_11,left,correct
cacchione2014apes,1,2011,4,11,raja,f,orangutan,1,4,slis_11,left,incorrect
cacchione2014apes,1,2011,4,11,raja,f,orangutan,1,1,slis_12,right,correct
cacchione2014apes,1,2011,4,11,raja,f,orangutan,1,2,slis_12,left,correct
cacchione2014apes,1,2011,4,11,raja,f,orangutan,1,3,slis_12,left,incorrect
cacchione2014apes,1,2011,4,11,raja,f,orangutan,1,4,slis_12,right,incorrect
cacchione2014apes,1,2011,4,18,raja,f,orangutan,2,1,sols_11,right,correct
cacchione2014apes,1,2011,4,18,raja,f,orangutan,2,2,sols_11,right,incorrect
cacchione2014apes,1,2011,4,18,raja,f,orangutan,2,3,sols_11,left,incorrect
cacchione2014apes,1,2011,4,18,raja,f,orangutan,2,4,sols_11,right,incorrect
cacchione2014apes,1,2011,4,18,raja,f,orangutan,2,1,sols_12,left,correct
cacchione2014apes,1,2011,4,18,raja,f,orangutan,2,2,sols_12,right,correct
cacchione2014apes,1,2011,4,18,raja,f,orangutan,2,3,sols_12,right,incorrect
cacchione2014apes,1,2011,4,18,raja,f,orangutan,2,4,sols_12,left,incorrect
cacchione2014apes,1,2011,4,19,kila,f,orangutan,3,1,obj_11,left,correct
cacchione2014apes,1,2011,4,19,kila,f,orangutan,3,2,obj_11,left,correct
cacchione2014apes,1,2011,4,19,kila,f,orangutan,3,3,obj_11,left,correct
cacchione2014apes,1,2011,4,19,kila,f,orangutan,3,4,obj_11,left,correct
cacchione2014apes,1,2011,4,19,kila,f,orangutan,3,1,obj_12,left,incorrect
cacchione2014apes,1,2011,4,19,kila,f,orangutan,3,2,obj_12,left,correct
cacchione2014apes,1,2011,4,19,kila,f,orangutan,3,3,obj_12,right,correct
cacchione2014apes,1,2011,4,19,kila,f,orangutan,3,4,obj_12,left,correct
cacchione2014apes,1,2011,4,18,kila,f,orangutan,2,1,slis_11,right,incorrect
cacchione2014apes,1,2011,4,18,kila,f,orangutan,2,2,slis_11,left,incorrect
cacchione2014apes,1,2011,4,18,kila,f,orangutan,2,3,slis_11,left,correct
cacchione2014apes,1,2011,4,18,kila,f,orangutan,2,4,slis_11,left,incorrect
cacchione2014apes,1,2011,4,18,kila,f,orangutan,2,1,slis_12,right,correct
cacchione2014apes,1,2011,4,18,kila,f,orangutan,2,2,slis_12,right,incorrect
cacchione2014apes,1,2011,4,18,kila,f,orangutan,2,3,slis_12,left,incorrect
cacchione2014apes,1,2011,4,18,kila,f,orangutan,2,4,slis_12,left,correct
cacchione2014apes,1,2011,4,11,kila,f,orangutan,1,1,sols_11,left,incorrect
cacchione2014apes,1,2011,4,11,kila,f,orangutan,1,2,sols_11,right,incorrect
cacchione2014apes,1,2011,4,11,kila,f,orangutan,1,3,sols_11,left,incorrect
cacchione2014apes,1,2011,4,11,kila,f,orangutan,1,4,sols_11,right,incorrect
cacchione2014apes,1,2011,4,11,kila,f,orangutan,1,1,sols_12,right,incorrect
cacchione2014apes,1,2011,4,11,kila,f,orangutan,1,2,sols_12,right,correct
cacchione2014apes,1,2011,4,11,kila,f,orangutan,1,3,sols_12,left,correct
cacchione2014apes,1,2011,4,11,kila,f,orangutan,1,4,sols_12,left,incorrect
