"study_id","experiment_name","year","month","day","participant","age_original","age_in_years","sex","species","species_subgroup","session","trial","condition","app_left","app_right","side_indicated","cho2","code2"
"bohn2016comprehension","1b",2012,12,6,"sandra",19.49,19,"f","chimpanzee","a",19,1,"arbitrary","c","d","r","l",0
"bohn2016comprehension","1b",2012,12,6,"sandra",19.49,19,"f","chimpanzee","a",19,2,"arbitrary","c","d","r","l",0
"bohn2016comprehension","1b",2012,12,6,"sandra",19.49,19,"f","chimpanzee","a",19,3,"arbitrary","c","d","l","l",1
"bohn2016comprehension","1b",2012,12,6,"sandra",19.49,19,"f","chimpanzee","a",19,4,"arbitrary","c","d","l","l",1
"bohn2016comprehension","1b",2012,12,6,"sandra",19.49,19,"f","chimpanzee","a",19,5,"arbitrary","c","d","r","l",0
"bohn2016comprehension","1b",2012,12,6,"sandra",19.49,19,"f","chimpanzee","a",19,6,"arbitrary","c","d","l","l",1
"bohn2016comprehension","1b",2012,12,6,"sandra",19.49,19,"f","chimpanzee","a",19,7,"arbitrary","c","d","r","l",0
"bohn2016comprehension","1b",2012,12,6,"sandra",19.49,19,"f","chimpanzee","a",19,8,"arbitrary","c","d","r","l",0
"bohn2016comprehension","1b",2012,12,6,"sandra",19.49,19,"f","chimpanzee","a",19,9,"arbitrary","c","d","l","l",1
"bohn2016comprehension","1b",2012,12,6,"sandra",19.49,19,"f","chimpanzee","a",19,10,"arbitrary","c","d","r","l",0
"bohn2016comprehension","1b",2012,12,6,"sandra",19.49,19,"f","chimpanzee","a",19,11,"arbitrary","c","d","l","l",1
"bohn2016comprehension","1b",2012,12,6,"sandra",19.49,19,"f","chimpanzee","a",19,12,"arbitrary","c","d","l","l",1
"bohn2016comprehension","1b",2012,12,7,"sandra",19.5,19,"f","chimpanzee","a",20,1,"arbitrary","c","d","l","r",0
"bohn2016comprehension","1b",2012,12,7,"sandra",19.5,19,"f","chimpanzee","a",20,2,"arbitrary","c","d","l","l",0
"bohn2016comprehension","1b",2012,12,7,"sandra",19.5,19,"f","chimpanzee","a",20,3,"arbitrary","c","d","r","l",0
"bohn2016comprehension","1b",2012,12,7,"sandra",19.5,19,"f","chimpanzee","a",20,4,"arbitrary","c","d","r","l",0
"bohn2016comprehension","1b",2012,12,7,"sandra",19.5,19,"f","chimpanzee","a",20,5,"arbitrary","c","d","l","l",0
"bohn2016comprehension","1b",2012,12,7,"sandra",19.5,19,"f","chimpanzee","a",20,6,"arbitrary","c","d","l","r",0
"bohn2016comprehension","1b",2012,12,7,"sandra",19.5,19,"f","chimpanzee","a",20,7,"arbitrary","c","d","r","l",0
"bohn2016comprehension","1b",2012,12,7,"sandra",19.5,19,"f","chimpanzee","a",20,8,"arbitrary","c","d","r","l",0
"bohn2016comprehension","1b",2012,12,7,"sandra",19.5,19,"f","chimpanzee","a",20,9,"arbitrary","c","d","l","l",1
"bohn2016comprehension","1b",2012,12,7,"sandra",19.5,19,"f","chimpanzee","a",20,10,"arbitrary","c","d","l","l",1
"bohn2016comprehension","1b",2012,12,7,"sandra",19.5,19,"f","chimpanzee","a",20,11,"arbitrary","c","d","r","l",0
"bohn2016comprehension","1b",2012,12,7,"sandra",19.5,19,"f","chimpanzee","a",20,12,"arbitrary","c","d","r","l",0
"bohn2016comprehension","1b",2012,12,8,"sandra",19.5,19,"f","chimpanzee","a",21,1,"arbitrary","c","d","l","r",0
"bohn2016comprehension","1b",2012,12,8,"sandra",19.5,19,"f","chimpanzee","a",21,2,"arbitrary","c","d","l","l",1
"bohn2016comprehension","1b",2012,12,8,"sandra",19.5,19,"f","chimpanzee","a",21,3,"arbitrary","c","d","r","l",0
"bohn2016comprehension","1b",2012,12,8,"sandra",19.5,19,"f","chimpanzee","a",21,4,"arbitrary","c","d","r","l",0
"bohn2016comprehension","1b",2012,12,8,"sandra",19.5,19,"f","chimpanzee","a",21,5,"arbitrary","c","d","l","l",1
"bohn2016comprehension","1b",2012,12,8,"sandra",19.5,19,"f","chimpanzee","a",21,6,"arbitrary","c","d","r","l",0
"bohn2016comprehension","1b",2012,12,8,"sandra",19.5,19,"f","chimpanzee","a",21,7,"arbitrary","c","d","r","l",0
"bohn2016comprehension","1b",2012,12,8,"sandra",19.5,19,"f","chimpanzee","a",21,8,"arbitrary","c","d","l","l",1
"bohn2016comprehension","1b",2012,12,8,"sandra",19.5,19,"f","chimpanzee","a",21,9,"arbitrary","c","d","l","l",1
"bohn2016comprehension","1b",2012,12,8,"sandra",19.5,19,"f","chimpanzee","a",21,10,"arbitrary","c","d","r","l",0
"bohn2016comprehension","1b",2012,12,8,"sandra",19.5,19,"f","chimpanzee","a",21,11,"arbitrary","c","d","r","l",0
"bohn2016comprehension","1b",2012,12,8,"sandra",19.5,19,"f","chimpanzee","a",21,12,"arbitrary","c","d","l","l",1
"bohn2016comprehension","1b",2012,12,9,"sandra",19.5,19,"f","chimpanzee","a",22,1,"arbitrary","c","d","r","l",0
"bohn2016comprehension","1b",2012,12,9,"sandra",19.5,19,"f","chimpanzee","a",22,2,"arbitrary","c","d","r","l",0
"bohn2016comprehension","1b",2012,12,9,"sandra",19.5,19,"f","chimpanzee","a",22,3,"arbitrary","c","d","l","l",1
"bohn2016comprehension","1b",2012,12,9,"sandra",19.5,19,"f","chimpanzee","a",22,4,"arbitrary","c","d","l","l",1
"bohn2016comprehension","1b",2012,12,9,"sandra",19.5,19,"f","chimpanzee","a",22,5,"arbitrary","c","d","r","l",0
"bohn2016comprehension","1b",2012,12,9,"sandra",19.5,19,"f","chimpanzee","a",22,6,"arbitrary","c","d","r","l",0
"bohn2016comprehension","1b",2012,12,9,"sandra",19.5,19,"f","chimpanzee","a",22,7,"arbitrary","c","d","l","l",1
"bohn2016comprehension","1b",2012,12,9,"sandra",19.5,19,"f","chimpanzee","a",22,8,"arbitrary","c","d","r","l",0
"bohn2016comprehension","1b",2012,12,9,"sandra",19.5,19,"f","chimpanzee","a",22,9,"arbitrary","c","d","l","l",1
"bohn2016comprehension","1b",2012,12,9,"sandra",19.5,19,"f","chimpanzee","a",22,10,"arbitrary","c","d","l","l",1
"bohn2016comprehension","1b",2012,12,9,"sandra",19.5,19,"f","chimpanzee","a",22,11,"arbitrary","c","d","r","l",0
"bohn2016comprehension","1b",2012,12,9,"sandra",19.5,19,"f","chimpanzee","a",22,12,"arbitrary","c","d","l","l",1
"bohn2016comprehension","1b",2012,12,10,"sandra",19.5,19,"f","chimpanzee","a",23,1,"arbitrary","c","d","r","l",0
"bohn2016comprehension","1b",2012,12,10,"sandra",19.5,19,"f","chimpanzee","a",23,2,"arbitrary","c","d","r","l",0
"bohn2016comprehension","1b",2012,12,10,"sandra",19.5,19,"f","chimpanzee","a",23,3,"arbitrary","c","d","l","l",1
"bohn2016comprehension","1b",2012,12,10,"sandra",19.5,19,"f","chimpanzee","a",23,4,"arbitrary","c","d","r","l",0
"bohn2016comprehension","1b",2012,12,10,"sandra",19.5,19,"f","chimpanzee","a",23,5,"arbitrary","c","d","l","l",1
"bohn2016comprehension","1b",2012,12,10,"sandra",19.5,19,"f","chimpanzee","a",23,6,"arbitrary","c","d","r","l",0
"bohn2016comprehension","1b",2012,12,10,"sandra",19.5,19,"f","chimpanzee","a",23,7,"arbitrary","c","d","r","l",0
"bohn2016comprehension","1b",2012,12,10,"sandra",19.5,19,"f","chimpanzee","a",23,8,"arbitrary","c","d","l","l",1
"bohn2016comprehension","1b",2012,12,10,"sandra",19.5,19,"f","chimpanzee","a",23,9,"arbitrary","c","d","l","l",1
"bohn2016comprehension","1b",2012,12,10,"sandra",19.5,19,"f","chimpanzee","a",23,10,"arbitrary","c","d","r","l",0
"bohn2016comprehension","1b",2012,12,10,"sandra",19.5,19,"f","chimpanzee","a",23,11,"arbitrary","c","d","l","l",1
"bohn2016comprehension","1b",2012,12,10,"sandra",19.5,19,"f","chimpanzee","a",23,12,"arbitrary","c","d","l","l",1
"bohn2016comprehension","1b",2012,12,11,"sandra",19.51,19,"f","chimpanzee","a",24,1,"arbitrary","c","d","l","l",1
"bohn2016comprehension","1b",2012,12,11,"sandra",19.51,19,"f","chimpanzee","a",24,2,"arbitrary","c","d","l","l",1
"bohn2016comprehension","1b",2012,12,11,"sandra",19.51,19,"f","chimpanzee","a",24,3,"arbitrary","c","d","r","l",0
"bohn2016comprehension","1b",2012,12,11,"sandra",19.51,19,"f","chimpanzee","a",24,4,"arbitrary","c","d","l","l",1
"bohn2016comprehension","1b",2012,12,11,"sandra",19.51,19,"f","chimpanzee","a",24,5,"arbitrary","c","d","r","l",0
"bohn2016comprehension","1b",2012,12,11,"sandra",19.51,19,"f","chimpanzee","a",24,6,"arbitrary","c","d","r","l",0
"bohn2016comprehension","1b",2012,12,11,"sandra",19.51,19,"f","chimpanzee","a",24,7,"arbitrary","c","d","l","l",1
"bohn2016comprehension","1b",2012,12,11,"sandra",19.51,19,"f","chimpanzee","a",24,8,"arbitrary","c","d","r","l",0
"bohn2016comprehension","1b",2012,12,11,"sandra",19.51,19,"f","chimpanzee","a",24,9,"arbitrary","c","d","r","l",0
"bohn2016comprehension","1b",2012,12,11,"sandra",19.51,19,"f","chimpanzee","a",24,10,"arbitrary","c","d","l","l",1
"bohn2016comprehension","1b",2012,12,11,"sandra",19.51,19,"f","chimpanzee","a",24,11,"arbitrary","c","d","l","l",1
"bohn2016comprehension","1b",2012,12,11,"sandra",19.51,19,"f","chimpanzee","a",24,12,"arbitrary","c","d","r","l",0
"bohn2016comprehension","1b",2012,12,12,"sandra",19.51,19,"f","chimpanzee","a",25,1,"arbitrary","c","d","r","l",0
"bohn2016comprehension","1b",2012,12,12,"sandra",19.51,19,"f","chimpanzee","a",25,2,"arbitrary","c","d","l","l",1
"bohn2016comprehension","1b",2012,12,12,"sandra",19.51,19,"f","chimpanzee","a",25,3,"arbitrary","c","d","r","l",0
"bohn2016comprehension","1b",2012,12,12,"sandra",19.51,19,"f","chimpanzee","a",25,4,"arbitrary","c","d","l","l",1
"bohn2016comprehension","1b",2012,12,12,"sandra",19.51,19,"f","chimpanzee","a",25,5,"arbitrary","c","d","l","l",1
"bohn2016comprehension","1b",2012,12,12,"sandra",19.51,19,"f","chimpanzee","a",25,6,"arbitrary","c","d","r","l",0
"bohn2016comprehension","1b",2012,12,12,"sandra",19.51,19,"f","chimpanzee","a",25,7,"arbitrary","c","d","l","l",1
"bohn2016comprehension","1b",2012,12,12,"sandra",19.51,19,"f","chimpanzee","a",25,8,"arbitrary","c","d","r","r",1
"bohn2016comprehension","1b",2012,12,12,"sandra",19.51,19,"f","chimpanzee","a",25,9,"arbitrary","c","d","l","l",1
"bohn2016comprehension","1b",2012,12,12,"sandra",19.51,19,"f","chimpanzee","a",25,10,"arbitrary","c","d","r","l",0
"bohn2016comprehension","1b",2012,12,12,"sandra",19.51,19,"f","chimpanzee","a",25,11,"arbitrary","c","d","r","l",0
"bohn2016comprehension","1b",2012,12,12,"sandra",19.51,19,"f","chimpanzee","a",25,12,"arbitrary","c","d","l","l",1
"bohn2016comprehension","1a",2012,10,7,"sandra",19.33,19,"f","chimpanzee","a",1,1,"iconic","b","a","l","l",1
"bohn2016comprehension","1a",2012,10,7,"sandra",19.33,19,"f","chimpanzee","a",1,2,"iconic","b","a","l","r",0
"bohn2016comprehension","1a",2012,10,7,"sandra",19.33,19,"f","chimpanzee","a",1,3,"iconic","b","a","r","r",1
"bohn2016comprehension","1a",2012,10,7,"sandra",19.33,19,"f","chimpanzee","a",1,4,"iconic","b","a","r","l",0
"bohn2016comprehension","1a",2012,10,7,"sandra",19.33,19,"f","chimpanzee","a",1,5,"iconic","b","a","l","l",1
"bohn2016comprehension","1a",2012,10,7,"sandra",19.33,19,"f","chimpanzee","a",1,6,"iconic","b","a","l","r",0
"bohn2016comprehension","1a",2012,10,7,"sandra",19.33,19,"f","chimpanzee","a",1,7,"iconic","b","a","r","r",1
"bohn2016comprehension","1a",2012,10,7,"sandra",19.33,19,"f","chimpanzee","a",1,8,"iconic","b","a","l","l",1
"bohn2016comprehension","1a",2012,10,7,"sandra",19.33,19,"f","chimpanzee","a",1,9,"iconic","b","a","r","l",0
"bohn2016comprehension","1a",2012,10,7,"sandra",19.33,19,"f","chimpanzee","a",1,10,"iconic","b","a","r","l",0
"bohn2016comprehension","1a",2012,10,7,"sandra",19.33,19,"f","chimpanzee","a",1,11,"iconic","b","a","l","l",1
"bohn2016comprehension","1a",2012,10,7,"sandra",19.33,19,"f","chimpanzee","a",1,12,"iconic","b","a","r","r",1
"bohn2016comprehension","1a",2012,10,9,"sandra",19.33,19,"f","chimpanzee","a",2,1,"iconic","b","a","r","l",0
"bohn2016comprehension","1a",2012,10,9,"sandra",19.33,19,"f","chimpanzee","a",2,2,"iconic","b","a","r","r",0
"bohn2016comprehension","1a",2012,10,9,"sandra",19.33,19,"f","chimpanzee","a",2,3,"iconic","b","a","l","r",0
"bohn2016comprehension","1a",2012,10,9,"sandra",19.33,19,"f","chimpanzee","a",2,4,"iconic","b","a","l","r",0
"bohn2016comprehension","1a",2012,10,9,"sandra",19.33,19,"f","chimpanzee","a",2,5,"iconic","b","a","r","l",0
"bohn2016comprehension","1a",2012,10,9,"sandra",19.33,19,"f","chimpanzee","a",2,6,"iconic","b","a","l","l",1
"bohn2016comprehension","1a",2012,10,9,"sandra",19.33,19,"f","chimpanzee","a",2,7,"iconic","b","a","l","r",0
"bohn2016comprehension","1a",2012,10,9,"sandra",19.33,19,"f","chimpanzee","a",2,8,"iconic","b","a","r","r",1
"bohn2016comprehension","1a",2012,10,9,"sandra",19.33,19,"f","chimpanzee","a",2,9,"iconic","b","a","r","r",1
"bohn2016comprehension","1a",2012,10,9,"sandra",19.33,19,"f","chimpanzee","a",2,10,"iconic","b","a","l","r",0
"bohn2016comprehension","1a",2012,10,9,"sandra",19.33,19,"f","chimpanzee","a",2,11,"iconic","b","a","r","r",1
"bohn2016comprehension","1a",2012,10,9,"sandra",19.33,19,"f","chimpanzee","a",2,12,"iconic","b","a","l","r",0
"bohn2016comprehension","1b",2012,10,10,"sandra",19.34,19,"f","chimpanzee","a",3,1,"iconic","b","a","r","l",0
"bohn2016comprehension","1b",2012,10,10,"sandra",19.34,19,"f","chimpanzee","a",3,2,"iconic","b","a","r","r",1
"bohn2016comprehension","1b",2012,10,10,"sandra",19.34,19,"f","chimpanzee","a",3,3,"iconic","b","a","l","r",0
"bohn2016comprehension","1b",2012,10,10,"sandra",19.34,19,"f","chimpanzee","a",3,4,"iconic","b","a","l","r",0
"bohn2016comprehension","1b",2012,10,10,"sandra",19.34,19,"f","chimpanzee","a",3,5,"iconic","b","a","r","l",0
"bohn2016comprehension","1b",2012,10,10,"sandra",19.34,19,"f","chimpanzee","a",3,6,"iconic","b","a","r","r",1
"bohn2016comprehension","1b",2012,10,10,"sandra",19.34,19,"f","chimpanzee","a",3,7,"iconic","b","a","l","r",0
"bohn2016comprehension","1b",2012,10,10,"sandra",19.34,19,"f","chimpanzee","a",3,8,"iconic","b","a","l","r",0
"bohn2016comprehension","1b",2012,10,10,"sandra",19.34,19,"f","chimpanzee","a",3,9,"iconic","b","a","r","r",1
"bohn2016comprehension","1b",2012,10,10,"sandra",19.34,19,"f","chimpanzee","a",3,10,"iconic","b","a","l","l",1
"bohn2016comprehension","1b",2012,10,10,"sandra",19.34,19,"f","chimpanzee","a",3,11,"iconic","b","a","l","l",1
"bohn2016comprehension","1b",2012,10,10,"sandra",19.34,19,"f","chimpanzee","a",3,12,"iconic","b","a","r","r",1
"bohn2016comprehension","1b",2012,10,14,"sandra",19.35,19,"f","chimpanzee","a",4,1,"iconic","b","a","l","l",1
"bohn2016comprehension","1b",2012,10,14,"sandra",19.35,19,"f","chimpanzee","a",4,2,"iconic","b","a","l","r",0
"bohn2016comprehension","1b",2012,10,14,"sandra",19.35,19,"f","chimpanzee","a",4,3,"iconic","b","a","r","x",0
"bohn2016comprehension","1b",2012,10,14,"sandra",19.35,19,"f","chimpanzee","a",4,4,"iconic","b","a","r","l",0
"bohn2016comprehension","1b",2012,10,14,"sandra",19.35,19,"f","chimpanzee","a",4,5,"iconic","b","a","l","l",1
"bohn2016comprehension","1b",2012,10,14,"sandra",19.35,19,"f","chimpanzee","a",4,6,"iconic","b","a","r","l",0
"bohn2016comprehension","1b",2012,10,14,"sandra",19.35,19,"f","chimpanzee","a",4,7,"iconic","b","a","r","r",1
"bohn2016comprehension","1b",2012,10,14,"sandra",19.35,19,"f","chimpanzee","a",4,8,"iconic","b","a","l","l",1
"bohn2016comprehension","1b",2012,10,14,"sandra",19.35,19,"f","chimpanzee","a",4,9,"iconic","b","a","r","r",0
"bohn2016comprehension","1b",2012,10,14,"sandra",19.35,19,"f","chimpanzee","a",4,10,"iconic","b","a","l","l",1
"bohn2016comprehension","1b",2012,10,14,"sandra",19.35,19,"f","chimpanzee","a",4,11,"iconic","b","a","r","l",0
"bohn2016comprehension","1b",2012,10,14,"sandra",19.35,19,"f","chimpanzee","a",4,12,"iconic","b","a","l","l",0
"bohn2016comprehension","1b",2012,10,15,"sandra",19.35,19,"f","chimpanzee","a",5,1,"iconic","b","a","r","l",0
"bohn2016comprehension","1b",2012,10,15,"sandra",19.35,19,"f","chimpanzee","a",5,2,"iconic","b","a","l","l",1
"bohn2016comprehension","1b",2012,10,15,"sandra",19.35,19,"f","chimpanzee","a",5,3,"iconic","b","a","r","r",1
"bohn2016comprehension","1b",2012,10,15,"sandra",19.35,19,"f","chimpanzee","a",5,4,"iconic","b","a","r","l",0
"bohn2016comprehension","1b",2012,10,15,"sandra",19.35,19,"f","chimpanzee","a",5,5,"iconic","b","a","l","l",1
"bohn2016comprehension","1b",2012,10,15,"sandra",19.35,19,"f","chimpanzee","a",5,6,"iconic","b","a","r","r",1
"bohn2016comprehension","1b",2012,10,15,"sandra",19.35,19,"f","chimpanzee","a",5,7,"iconic","b","a","l","l",1
"bohn2016comprehension","1b",2012,10,15,"sandra",19.35,19,"f","chimpanzee","a",5,8,"iconic","b","a","l","r",0
"bohn2016comprehension","1b",2012,10,15,"sandra",19.35,19,"f","chimpanzee","a",5,9,"iconic","b","a","r","l",0
"bohn2016comprehension","1b",2012,10,15,"sandra",19.35,19,"f","chimpanzee","a",5,10,"iconic","b","a","l","l",1
"bohn2016comprehension","1b",2012,10,15,"sandra",19.35,19,"f","chimpanzee","a",5,11,"iconic","b","a","l","r",0
"bohn2016comprehension","1b",2012,10,15,"sandra",19.35,19,"f","chimpanzee","a",5,12,"iconic","b","a","r","r",1
"bohn2016comprehension","1b",2012,10,17,"sandra",19.36,19,"f","chimpanzee","a",6,1,"iconic","b","a","l","l",0
"bohn2016comprehension","1b",2012,10,17,"sandra",19.36,19,"f","chimpanzee","a",6,2,"iconic","b","a","l","r",0
"bohn2016comprehension","1b",2012,10,17,"sandra",19.36,19,"f","chimpanzee","a",6,3,"iconic","b","a","r","r",1
"bohn2016comprehension","1b",2012,10,17,"sandra",19.36,19,"f","chimpanzee","a",6,4,"iconic","b","a","l","l",1
"bohn2016comprehension","1b",2012,10,17,"sandra",19.36,19,"f","chimpanzee","a",6,5,"iconic","b","a","r","l",0
"bohn2016comprehension","1b",2012,10,17,"sandra",19.36,19,"f","chimpanzee","a",6,6,"iconic","b","a","r","l",0
"bohn2016comprehension","1b",2012,10,17,"sandra",19.36,19,"f","chimpanzee","a",6,7,"iconic","b","a","l","l",1
"bohn2016comprehension","1b",2012,10,17,"sandra",19.36,19,"f","chimpanzee","a",6,8,"iconic","b","a","r","r",1
"bohn2016comprehension","1b",2012,10,17,"sandra",19.36,19,"f","chimpanzee","a",6,9,"iconic","b","a","l","l",1
"bohn2016comprehension","1b",2012,10,17,"sandra",19.36,19,"f","chimpanzee","a",6,10,"iconic","b","a","r","l",0
"bohn2016comprehension","1b",2012,10,17,"sandra",19.36,19,"f","chimpanzee","a",6,11,"iconic","b","a","l","l",1
"bohn2016comprehension","1b",2012,10,17,"sandra",19.36,19,"f","chimpanzee","a",6,12,"iconic","b","a","r","l",0
"bohn2016comprehension","1b",2012,10,19,"sandra",19.36,19,"f","chimpanzee","a",7,1,"iconic","b","a","l","l",1
"bohn2016comprehension","1b",2012,10,19,"sandra",19.36,19,"f","chimpanzee","a",7,2,"iconic","b","a","r","r",1
"bohn2016comprehension","1b",2012,10,19,"sandra",19.36,19,"f","chimpanzee","a",7,3,"iconic","b","a","l","l",1
"bohn2016comprehension","1b",2012,10,19,"sandra",19.36,19,"f","chimpanzee","a",7,4,"iconic","b","a","r","r",1
"bohn2016comprehension","1b",2012,10,19,"sandra",19.36,19,"f","chimpanzee","a",7,5,"iconic","b","a","l","l",1
"bohn2016comprehension","1b",2012,10,19,"sandra",19.36,19,"f","chimpanzee","a",7,6,"iconic","b","a","l","r",0
"bohn2016comprehension","1b",2012,10,19,"sandra",19.36,19,"f","chimpanzee","a",7,7,"iconic","b","a","r","r",1
"bohn2016comprehension","1b",2012,10,19,"sandra",19.36,19,"f","chimpanzee","a",7,8,"iconic","b","a","l","l",1
"bohn2016comprehension","1b",2012,10,19,"sandra",19.36,19,"f","chimpanzee","a",7,9,"iconic","b","a","r","r",1
"bohn2016comprehension","1b",2012,10,19,"sandra",19.36,19,"f","chimpanzee","a",7,10,"iconic","b","a","r","l",0
"bohn2016comprehension","1b",2012,10,19,"sandra",19.36,19,"f","chimpanzee","a",7,11,"iconic","b","a","l","l",1
"bohn2016comprehension","1b",2012,10,19,"sandra",19.36,19,"f","chimpanzee","a",7,12,"iconic","b","a","r","l",0
"bohn2016comprehension","1b",2012,10,22,"sandra",19.37,19,"f","chimpanzee","a",8,1,"iconic","b","a","l","r",0
"bohn2016comprehension","1b",2012,10,22,"sandra",19.37,19,"f","chimpanzee","a",8,2,"iconic","b","a","l","l",1
"bohn2016comprehension","1b",2012,10,22,"sandra",19.37,19,"f","chimpanzee","a",8,3,"iconic","b","a","r","r",1
"bohn2016comprehension","1b",2012,10,22,"sandra",19.37,19,"f","chimpanzee","a",8,4,"iconic","b","a","r","l",0
"bohn2016comprehension","1b",2012,10,22,"sandra",19.37,19,"f","chimpanzee","a",8,5,"iconic","b","a","l","l",1
"bohn2016comprehension","1b",2012,10,22,"sandra",19.37,19,"f","chimpanzee","a",8,6,"iconic","b","a","r","l",0
"bohn2016comprehension","1b",2012,10,22,"sandra",19.37,19,"f","chimpanzee","a",8,7,"iconic","b","a","r","l",0
"bohn2016comprehension","1b",2012,10,22,"sandra",19.37,19,"f","chimpanzee","a",8,8,"iconic","b","a","l","l",1
"bohn2016comprehension","1b",2012,10,22,"sandra",19.37,19,"f","chimpanzee","a",8,9,"iconic","b","a","l","r",0
"bohn2016comprehension","1b",2012,10,22,"sandra",19.37,19,"f","chimpanzee","a",8,10,"iconic","b","a","r","l",0
"bohn2016comprehension","1b",2012,10,22,"sandra",19.37,19,"f","chimpanzee","a",8,11,"iconic","b","a","l","l",1
"bohn2016comprehension","1b",2012,10,22,"sandra",19.37,19,"f","chimpanzee","a",8,12,"iconic","b","a","r","l",0
"bohn2016comprehension","1b",2012,10,23,"sandra",19.37,19,"f","chimpanzee","a",9,1,"iconic","b","a","r","l",0
"bohn2016comprehension","1b",2012,10,23,"sandra",19.37,19,"f","chimpanzee","a",9,2,"iconic","b","a","r","l",0
"bohn2016comprehension","1b",2012,10,23,"sandra",19.37,19,"f","chimpanzee","a",9,3,"iconic","b","a","l","r",0
"bohn2016comprehension","1b",2012,10,23,"sandra",19.37,19,"f","chimpanzee","a",9,4,"iconic","b","a","l","r",0
"bohn2016comprehension","1b",2012,10,23,"sandra",19.37,19,"f","chimpanzee","a",9,5,"iconic","b","a","r","r",1
"bohn2016comprehension","1b",2012,10,23,"sandra",19.37,19,"f","chimpanzee","a",9,6,"iconic","b","a","l","l",1
"bohn2016comprehension","1b",2012,10,23,"sandra",19.37,19,"f","chimpanzee","a",9,7,"iconic","b","a","l","l",1
"bohn2016comprehension","1b",2012,10,23,"sandra",19.37,19,"f","chimpanzee","a",9,8,"iconic","b","a","r","l",0
"bohn2016comprehension","1b",2012,10,23,"sandra",19.37,19,"f","chimpanzee","a",9,9,"iconic","b","a","r","l",0
"bohn2016comprehension","1b",2012,10,23,"sandra",19.37,19,"f","chimpanzee","a",9,10,"iconic","b","a","l","l",1
"bohn2016comprehension","1b",2012,10,23,"sandra",19.37,19,"f","chimpanzee","a",9,11,"iconic","b","a","l","l",1
"bohn2016comprehension","1b",2012,10,23,"sandra",19.37,19,"f","chimpanzee","a",9,12,"iconic","b","a","r","l",0
"bohn2016comprehension","1b",2012,10,24,"sandra",19.38,19,"f","chimpanzee","a",10,1,"iconic","b","a","r","l",0
"bohn2016comprehension","1b",2012,10,24,"sandra",19.38,19,"f","chimpanzee","a",10,2,"iconic","b","a","r","l",0
"bohn2016comprehension","1b",2012,10,24,"sandra",19.38,19,"f","chimpanzee","a",10,3,"iconic","b","a","l","l",1
"bohn2016comprehension","1b",2012,10,24,"sandra",19.38,19,"f","chimpanzee","a",10,4,"iconic","b","a","r","r",1
"bohn2016comprehension","1b",2012,10,24,"sandra",19.38,19,"f","chimpanzee","a",10,5,"iconic","b","a","r","l",0
"bohn2016comprehension","1b",2012,10,24,"sandra",19.38,19,"f","chimpanzee","a",10,6,"iconic","b","a","l","l",1
"bohn2016comprehension","1b",2012,10,24,"sandra",19.38,19,"f","chimpanzee","a",10,7,"iconic","b","a","r","r",1
"bohn2016comprehension","1b",2012,10,24,"sandra",19.38,19,"f","chimpanzee","a",10,8,"iconic","b","a","l","l",1
"bohn2016comprehension","1b",2012,10,24,"sandra",19.38,19,"f","chimpanzee","a",10,9,"iconic","b","a","l","r",0
"bohn2016comprehension","1b",2012,10,24,"sandra",19.38,19,"f","chimpanzee","a",10,10,"iconic","b","a","r","l",0
"bohn2016comprehension","1b",2012,10,24,"sandra",19.38,19,"f","chimpanzee","a",10,11,"iconic","b","a","l","l",1
"bohn2016comprehension","1b",2012,10,24,"sandra",19.38,19,"f","chimpanzee","a",10,12,"iconic","b","a","l","l",0
"bohn2016comprehension","1b",2012,10,25,"sandra",19.38,19,"f","chimpanzee","a",11,1,"iconic","b","a","r","r",1
"bohn2016comprehension","1b",2012,10,25,"sandra",19.38,19,"f","chimpanzee","a",11,2,"iconic","b","a","l","l",1
"bohn2016comprehension","1b",2012,10,25,"sandra",19.38,19,"f","chimpanzee","a",11,3,"iconic","b","a","l","l",1
"bohn2016comprehension","1b",2012,10,25,"sandra",19.38,19,"f","chimpanzee","a",11,4,"iconic","b","a","r","r",1
"bohn2016comprehension","1b",2012,10,25,"sandra",19.38,19,"f","chimpanzee","a",11,5,"iconic","b","a","l","l",1
"bohn2016comprehension","1b",2012,10,25,"sandra",19.38,19,"f","chimpanzee","a",11,6,"iconic","b","a","r","l",0
"bohn2016comprehension","1b",2012,10,25,"sandra",19.38,19,"f","chimpanzee","a",11,7,"iconic","b","a","l","l",1
"bohn2016comprehension","1b",2012,10,25,"sandra",19.38,19,"f","chimpanzee","a",11,8,"iconic","b","a","r","l",0
"bohn2016comprehension","1b",2012,10,25,"sandra",19.38,19,"f","chimpanzee","a",11,9,"iconic","b","a","r","l",0
"bohn2016comprehension","1b",2012,10,25,"sandra",19.38,19,"f","chimpanzee","a",11,10,"iconic","b","a","l","l",1
"bohn2016comprehension","1b",2012,10,25,"sandra",19.38,19,"f","chimpanzee","a",11,11,"iconic","b","a","l","l",1
"bohn2016comprehension","1b",2012,10,25,"sandra",19.38,19,"f","chimpanzee","a",11,12,"iconic","b","a","r","r",1
"bohn2016comprehension","1b",2012,10,29,"sandra",19.39,19,"f","chimpanzee","a",12,1,"iconic","b","a","r","r",1
"bohn2016comprehension","1b",2012,10,29,"sandra",19.39,19,"f","chimpanzee","a",12,2,"iconic","b","a","l","l",1
