"study_id","experiment_name","year","month","day","participant","age_original","age_in_years","sex","species","species_subgroup","session","trial","condition","app_left","app_right","side_indicated","cho2","code2"
"bohn2016comprehension","1a",2012,10,5,"frodo",18.85,18,"m","chimpanzee","a",2,10,"iconic","a","b","l","r",0
"bohn2016comprehension","1a",2012,10,5,"frodo",18.85,18,"m","chimpanzee","a",2,11,"iconic","a","b","l","r",0
"bohn2016comprehension","1a",2012,10,5,"frodo",18.85,18,"m","chimpanzee","a",2,12,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,6,"frodo",18.86,18,"m","chimpanzee","a",3,1,"iconic","a","b","r","l",0
"bohn2016comprehension","1b",2012,10,6,"frodo",18.86,18,"m","chimpanzee","a",3,2,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,6,"frodo",18.86,18,"m","chimpanzee","a",3,3,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,6,"frodo",18.86,18,"m","chimpanzee","a",3,4,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,6,"frodo",18.86,18,"m","chimpanzee","a",3,5,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,6,"frodo",18.86,18,"m","chimpanzee","a",3,6,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,6,"frodo",18.86,18,"m","chimpanzee","a",3,7,"iconic","a","b","r","l",0
"bohn2016comprehension","1b",2012,10,6,"frodo",18.86,18,"m","chimpanzee","a",3,8,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,6,"frodo",18.86,18,"m","chimpanzee","a",3,9,"iconic","a","b","l","r",0
"bohn2016comprehension","1b",2012,10,6,"frodo",18.86,18,"m","chimpanzee","a",3,10,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,6,"frodo",18.86,18,"m","chimpanzee","a",3,11,"iconic","a","b","l","r",0
"bohn2016comprehension","1b",2012,10,6,"frodo",18.86,18,"m","chimpanzee","a",3,12,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,7,"frodo",18.86,18,"m","chimpanzee","a",4,1,"iconic","a","b","l","r",0
"bohn2016comprehension","1b",2012,10,7,"frodo",18.86,18,"m","chimpanzee","a",4,2,"iconic","a","b","l","r",0
"bohn2016comprehension","1b",2012,10,7,"frodo",18.86,18,"m","chimpanzee","a",4,3,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,7,"frodo",18.86,18,"m","chimpanzee","a",4,4,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,7,"frodo",18.86,18,"m","chimpanzee","a",4,5,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,7,"frodo",18.86,18,"m","chimpanzee","a",4,6,"iconic","a","b","l","r",0
"bohn2016comprehension","1b",2012,10,7,"frodo",18.86,18,"m","chimpanzee","a",4,7,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,7,"frodo",18.86,18,"m","chimpanzee","a",4,8,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,7,"frodo",18.86,18,"m","chimpanzee","a",4,9,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,7,"frodo",18.86,18,"m","chimpanzee","a",4,10,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,7,"frodo",18.86,18,"m","chimpanzee","a",4,11,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,7,"frodo",18.86,18,"m","chimpanzee","a",4,12,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,8,"frodo",18.86,18,"m","chimpanzee","a",5,1,"iconic","a","b","r","r",0
"bohn2016comprehension","1b",2012,10,8,"frodo",18.86,18,"m","chimpanzee","a",5,2,"iconic","a","b","r","l",0
"bohn2016comprehension","1b",2012,10,8,"frodo",18.86,18,"m","chimpanzee","a",5,3,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,8,"frodo",18.86,18,"m","chimpanzee","a",5,4,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,8,"frodo",18.86,18,"m","chimpanzee","a",5,5,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,8,"frodo",18.86,18,"m","chimpanzee","a",5,6,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,8,"frodo",18.86,18,"m","chimpanzee","a",5,7,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,8,"frodo",18.86,18,"m","chimpanzee","a",5,8,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,8,"frodo",18.86,18,"m","chimpanzee","a",5,9,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,8,"frodo",18.86,18,"m","chimpanzee","a",5,10,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,8,"frodo",18.86,18,"m","chimpanzee","a",5,11,"iconic","a","b","l","r",0
"bohn2016comprehension","1b",2012,10,8,"frodo",18.86,18,"m","chimpanzee","a",5,12,"iconic","a","b","l","r",0
"bohn2016comprehension","1b",2012,10,9,"frodo",18.86,18,"m","chimpanzee","a",6,1,"iconic","a","b","r","l",0
"bohn2016comprehension","1b",2012,10,9,"frodo",18.86,18,"m","chimpanzee","a",6,2,"iconic","a","b","r","l",0
"bohn2016comprehension","1b",2012,10,9,"frodo",18.86,18,"m","chimpanzee","a",6,3,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,9,"frodo",18.86,18,"m","chimpanzee","a",6,4,"iconic","a","b","l","r",0
"bohn2016comprehension","1b",2012,10,9,"frodo",18.86,18,"m","chimpanzee","a",6,5,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,9,"frodo",18.86,18,"m","chimpanzee","a",6,6,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,9,"frodo",18.86,18,"m","chimpanzee","a",6,7,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,9,"frodo",18.86,18,"m","chimpanzee","a",6,8,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,9,"frodo",18.86,18,"m","chimpanzee","a",6,9,"iconic","a","b","r","l",0
"bohn2016comprehension","1b",2012,10,9,"frodo",18.86,18,"m","chimpanzee","a",6,10,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,9,"frodo",18.86,18,"m","chimpanzee","a",6,11,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,9,"frodo",18.86,18,"m","chimpanzee","a",6,12,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,10,"frodo",18.87,18,"m","chimpanzee","a",7,1,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,10,"frodo",18.87,18,"m","chimpanzee","a",7,2,"iconic","a","b","r","l",0
"bohn2016comprehension","1b",2012,10,10,"frodo",18.87,18,"m","chimpanzee","a",7,3,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,10,"frodo",18.87,18,"m","chimpanzee","a",7,4,"iconic","a","b","l","r",0
"bohn2016comprehension","1b",2012,10,10,"frodo",18.87,18,"m","chimpanzee","a",7,5,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,10,"frodo",18.87,18,"m","chimpanzee","a",7,6,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,10,"frodo",18.87,18,"m","chimpanzee","a",7,7,"iconic","a","b","l","r",0
"bohn2016comprehension","1b",2012,10,10,"frodo",18.87,18,"m","chimpanzee","a",7,8,"iconic","a","b","l","r",0
"bohn2016comprehension","1b",2012,10,10,"frodo",18.87,18,"m","chimpanzee","a",7,9,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,10,"frodo",18.87,18,"m","chimpanzee","a",7,10,"iconic","a","b","l","r",0
"bohn2016comprehension","1b",2012,10,10,"frodo",18.87,18,"m","chimpanzee","a",7,11,"iconic","a","b","l","r",0
"bohn2016comprehension","1b",2012,10,10,"frodo",18.87,18,"m","chimpanzee","a",7,12,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,14,"frodo",18.88,18,"m","chimpanzee","a",8,1,"iconic","a","b","l","r",0
"bohn2016comprehension","1b",2012,10,14,"frodo",18.88,18,"m","chimpanzee","a",8,2,"iconic","a","b","l","r",0
"bohn2016comprehension","1b",2012,10,14,"frodo",18.88,18,"m","chimpanzee","a",8,3,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,14,"frodo",18.88,18,"m","chimpanzee","a",8,4,"iconic","a","b","r","l",0
"bohn2016comprehension","1b",2012,10,14,"frodo",18.88,18,"m","chimpanzee","a",8,5,"iconic","a","b","l","r",0
"bohn2016comprehension","1b",2012,10,14,"frodo",18.88,18,"m","chimpanzee","a",8,6,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,14,"frodo",18.88,18,"m","chimpanzee","a",8,7,"iconic","a","b","r","l",0
"bohn2016comprehension","1b",2012,10,14,"frodo",18.88,18,"m","chimpanzee","a",8,8,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,14,"frodo",18.88,18,"m","chimpanzee","a",8,9,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,14,"frodo",18.88,18,"m","chimpanzee","a",8,10,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,14,"frodo",18.88,18,"m","chimpanzee","a",8,11,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,14,"frodo",18.88,18,"m","chimpanzee","a",8,12,"iconic","a","b","l","r",0
"bohn2016comprehension","1b",2012,10,15,"frodo",18.88,18,"m","chimpanzee","a",9,1,"iconic","a","b","r","l",0
"bohn2016comprehension","1b",2012,10,15,"frodo",18.88,18,"m","chimpanzee","a",9,2,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,15,"frodo",18.88,18,"m","chimpanzee","a",9,3,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,15,"frodo",18.88,18,"m","chimpanzee","a",9,4,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,15,"frodo",18.88,18,"m","chimpanzee","a",9,5,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,15,"frodo",18.88,18,"m","chimpanzee","a",9,6,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,15,"frodo",18.88,18,"m","chimpanzee","a",9,7,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,15,"frodo",18.88,18,"m","chimpanzee","a",9,8,"iconic","a","b","l","r",0
"bohn2016comprehension","1b",2012,10,15,"frodo",18.88,18,"m","chimpanzee","a",9,9,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,15,"frodo",18.88,18,"m","chimpanzee","a",9,10,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,15,"frodo",18.88,18,"m","chimpanzee","a",9,11,"iconic","a","b","l","r",0
"bohn2016comprehension","1b",2012,10,15,"frodo",18.88,18,"m","chimpanzee","a",9,12,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,17,"frodo",18.89,18,"m","chimpanzee","a",10,1,"iconic","a","b","l","r",0
"bohn2016comprehension","1b",2012,10,17,"frodo",18.89,18,"m","chimpanzee","a",10,2,"iconic","a","b","l","r",0
"bohn2016comprehension","1b",2012,10,17,"frodo",18.89,18,"m","chimpanzee","a",10,3,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,17,"frodo",18.89,18,"m","chimpanzee","a",10,4,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,17,"frodo",18.89,18,"m","chimpanzee","a",10,5,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,17,"frodo",18.89,18,"m","chimpanzee","a",10,6,"iconic","a","b","r","l",0
"bohn2016comprehension","1b",2012,10,17,"frodo",18.89,18,"m","chimpanzee","a",10,7,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,17,"frodo",18.89,18,"m","chimpanzee","a",10,8,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,17,"frodo",18.89,18,"m","chimpanzee","a",10,9,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,17,"frodo",18.89,18,"m","chimpanzee","a",10,10,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,17,"frodo",18.89,18,"m","chimpanzee","a",10,11,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,17,"frodo",18.89,18,"m","chimpanzee","a",10,12,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,19,"frodo",18.89,18,"m","chimpanzee","a",11,1,"iconic","a","b","l","r",0
"bohn2016comprehension","1b",2012,10,19,"frodo",18.89,18,"m","chimpanzee","a",11,2,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,19,"frodo",18.89,18,"m","chimpanzee","a",11,3,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,19,"frodo",18.89,18,"m","chimpanzee","a",11,4,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,19,"frodo",18.89,18,"m","chimpanzee","a",11,5,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,19,"frodo",18.89,18,"m","chimpanzee","a",11,6,"iconic","a","b","l","r",0
"bohn2016comprehension","1b",2012,10,19,"frodo",18.89,18,"m","chimpanzee","a",11,7,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,19,"frodo",18.89,18,"m","chimpanzee","a",11,8,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,19,"frodo",18.89,18,"m","chimpanzee","a",11,9,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,19,"frodo",18.89,18,"m","chimpanzee","a",11,10,"iconic","a","b","r","l",0
"bohn2016comprehension","1b",2012,10,19,"frodo",18.89,18,"m","chimpanzee","a",11,11,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,19,"frodo",18.89,18,"m","chimpanzee","a",11,12,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,22,"frodo",18.9,18,"m","chimpanzee","a",12,1,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,22,"frodo",18.9,18,"m","chimpanzee","a",12,2,"iconic","a","b","l","r",0
"bohn2016comprehension","1b",2012,10,22,"frodo",18.9,18,"m","chimpanzee","a",12,3,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,22,"frodo",18.9,18,"m","chimpanzee","a",12,4,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,22,"frodo",18.9,18,"m","chimpanzee","a",12,5,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,22,"frodo",18.9,18,"m","chimpanzee","a",12,6,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,22,"frodo",18.9,18,"m","chimpanzee","a",12,7,"iconic","a","b","r","l",0
"bohn2016comprehension","1b",2012,10,22,"frodo",18.9,18,"m","chimpanzee","a",12,8,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,22,"frodo",18.9,18,"m","chimpanzee","a",12,9,"iconic","a","b","l","r",0
"bohn2016comprehension","1b",2012,10,22,"frodo",18.9,18,"m","chimpanzee","a",12,10,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,22,"frodo",18.9,18,"m","chimpanzee","a",12,11,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,22,"frodo",18.9,18,"m","chimpanzee","a",12,12,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,23,"frodo",18.9,18,"m","chimpanzee","a",13,1,"iconic","a","b","r","l",0
"bohn2016comprehension","1b",2012,10,23,"frodo",18.9,18,"m","chimpanzee","a",13,2,"iconic","a","b","r","l",0
"bohn2016comprehension","1b",2012,10,23,"frodo",18.9,18,"m","chimpanzee","a",13,3,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,23,"frodo",18.9,18,"m","chimpanzee","a",13,4,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,23,"frodo",18.9,18,"m","chimpanzee","a",13,5,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,23,"frodo",18.9,18,"m","chimpanzee","a",13,6,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,23,"frodo",18.9,18,"m","chimpanzee","a",13,7,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,23,"frodo",18.9,18,"m","chimpanzee","a",13,8,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,23,"frodo",18.9,18,"m","chimpanzee","a",13,9,"iconic","a","b","r","l",0
"bohn2016comprehension","1b",2012,10,23,"frodo",18.9,18,"m","chimpanzee","a",13,10,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,23,"frodo",18.9,18,"m","chimpanzee","a",13,11,"iconic","a","b","l","r",0
"bohn2016comprehension","1b",2012,10,23,"frodo",18.9,18,"m","chimpanzee","a",13,12,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,24,"frodo",18.9,18,"m","chimpanzee","a",14,1,"iconic","a","b","r","l",0
"bohn2016comprehension","1b",2012,10,24,"frodo",18.9,18,"m","chimpanzee","a",14,2,"iconic","a","b","r","l",0
"bohn2016comprehension","1b",2012,10,24,"frodo",18.9,18,"m","chimpanzee","a",14,3,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,24,"frodo",18.9,18,"m","chimpanzee","a",14,4,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,24,"frodo",18.9,18,"m","chimpanzee","a",14,5,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,24,"frodo",18.9,18,"m","chimpanzee","a",14,6,"iconic","a","b","l","r",0
"bohn2016comprehension","1b",2012,10,24,"frodo",18.9,18,"m","chimpanzee","a",14,7,"iconic","a","b","r","r",0
"bohn2016comprehension","1b",2012,10,24,"frodo",18.9,18,"m","chimpanzee","a",14,8,"iconic","a","b","l","r",0
"bohn2016comprehension","1b",2012,10,24,"frodo",18.9,18,"m","chimpanzee","a",14,9,"iconic","a","b","l","r",0
"bohn2016comprehension","1b",2012,10,24,"frodo",18.9,18,"m","chimpanzee","a",14,10,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,24,"frodo",18.9,18,"m","chimpanzee","a",14,11,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,24,"frodo",18.9,18,"m","chimpanzee","a",14,12,"iconic","a","b","l","r",0
"bohn2016comprehension","1b",2012,10,25,"frodo",18.91,18,"m","chimpanzee","a",15,1,"iconic","a","b","r","l",0
"bohn2016comprehension","1b",2012,10,25,"frodo",18.91,18,"m","chimpanzee","a",15,2,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,25,"frodo",18.91,18,"m","chimpanzee","a",15,3,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,25,"frodo",18.91,18,"m","chimpanzee","a",15,4,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,25,"frodo",18.91,18,"m","chimpanzee","a",15,5,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,25,"frodo",18.91,18,"m","chimpanzee","a",15,6,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,25,"frodo",18.91,18,"m","chimpanzee","a",15,7,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,25,"frodo",18.91,18,"m","chimpanzee","a",15,8,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,25,"frodo",18.91,18,"m","chimpanzee","a",15,9,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,25,"frodo",18.91,18,"m","chimpanzee","a",15,10,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,25,"frodo",18.91,18,"m","chimpanzee","a",15,11,"iconic","a","b","l","r",0
"bohn2016comprehension","1b",2012,10,25,"frodo",18.91,18,"m","chimpanzee","a",15,12,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,26,"frodo",18.91,18,"m","chimpanzee","a",16,1,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,26,"frodo",18.91,18,"m","chimpanzee","a",16,2,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,26,"frodo",18.91,18,"m","chimpanzee","a",16,3,"iconic","a","b","l","r",0
"bohn2016comprehension","1b",2012,10,26,"frodo",18.91,18,"m","chimpanzee","a",16,4,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,26,"frodo",18.91,18,"m","chimpanzee","a",16,5,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,26,"frodo",18.91,18,"m","chimpanzee","a",16,6,"iconic","a","b","l","r",0
"bohn2016comprehension","1b",2012,10,26,"frodo",18.91,18,"m","chimpanzee","a",16,7,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,26,"frodo",18.91,18,"m","chimpanzee","a",16,8,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,26,"frodo",18.91,18,"m","chimpanzee","a",16,9,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,26,"frodo",18.91,18,"m","chimpanzee","a",16,10,"iconic","a","b","r","l",0
"bohn2016comprehension","1b",2012,10,26,"frodo",18.91,18,"m","chimpanzee","a",16,11,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,26,"frodo",18.91,18,"m","chimpanzee","a",16,12,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,29,"frodo",18.92,18,"m","chimpanzee","a",17,1,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,29,"frodo",18.92,18,"m","chimpanzee","a",17,2,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,29,"frodo",18.92,18,"m","chimpanzee","a",17,3,"iconic","a","b","r","l",0
"bohn2016comprehension","1b",2012,10,29,"frodo",18.92,18,"m","chimpanzee","a",17,4,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,29,"frodo",18.92,18,"m","chimpanzee","a",17,5,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,29,"frodo",18.92,18,"m","chimpanzee","a",17,6,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,29,"frodo",18.92,18,"m","chimpanzee","a",17,7,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,29,"frodo",18.92,18,"m","chimpanzee","a",17,8,"iconic","a","b","l","r",0
"bohn2016comprehension","1b",2012,10,29,"frodo",18.92,18,"m","chimpanzee","a",17,9,"iconic","a","b","l","r",0
"bohn2016comprehension","1b",2012,10,29,"frodo",18.92,18,"m","chimpanzee","a",17,10,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,29,"frodo",18.92,18,"m","chimpanzee","a",17,11,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,29,"frodo",18.92,18,"m","chimpanzee","a",17,12,"iconic","a","b","l","r",0
"bohn2016comprehension","1b",2012,10,30,"frodo",18.92,18,"m","chimpanzee","a",18,1,"iconic","a","b","l","r",0
"bohn2016comprehension","1b",2012,10,30,"frodo",18.92,18,"m","chimpanzee","a",18,2,"iconic","a","b","l","r",0
"bohn2016comprehension","1b",2012,10,30,"frodo",18.92,18,"m","chimpanzee","a",18,3,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,30,"frodo",18.92,18,"m","chimpanzee","a",18,4,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,30,"frodo",18.92,18,"m","chimpanzee","a",18,5,"iconic","a","b","l","l",0
"bohn2016comprehension","1b",2012,10,30,"frodo",18.92,18,"m","chimpanzee","a",18,6,"iconic","a","b","l","r",0
"bohn2016comprehension","1b",2012,10,30,"frodo",18.92,18,"m","chimpanzee","a",18,7,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,30,"frodo",18.92,18,"m","chimpanzee","a",18,8,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,30,"frodo",18.92,18,"m","chimpanzee","a",18,9,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,10,30,"frodo",18.92,18,"m","chimpanzee","a",18,10,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,10,30,"frodo",18.92,18,"m","chimpanzee","a",18,11,"iconic","a","b","r","l",0
"bohn2016comprehension","1b",2012,10,30,"frodo",18.92,18,"m","chimpanzee","a",18,12,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,11,1,"frodo",18.93,18,"m","chimpanzee","a",19,1,"iconic","a","b","r","l",0
"bohn2016comprehension","1b",2012,11,1,"frodo",18.93,18,"m","chimpanzee","a",19,2,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,11,1,"frodo",18.93,18,"m","chimpanzee","a",19,3,"iconic","a","b","l","r",0
"bohn2016comprehension","1b",2012,11,1,"frodo",18.93,18,"m","chimpanzee","a",19,4,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,11,1,"frodo",18.93,18,"m","chimpanzee","a",19,5,"iconic","a","b","l","r",0
"bohn2016comprehension","1b",2012,11,1,"frodo",18.93,18,"m","chimpanzee","a",19,6,"iconic","a","b","l","r",0
"bohn2016comprehension","1b",2012,11,1,"frodo",18.93,18,"m","chimpanzee","a",19,7,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,11,1,"frodo",18.93,18,"m","chimpanzee","a",19,8,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,11,1,"frodo",18.93,18,"m","chimpanzee","a",19,9,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,11,1,"frodo",18.93,18,"m","chimpanzee","a",19,10,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,11,1,"frodo",18.93,18,"m","chimpanzee","a",19,11,"iconic","a","b","r","l",0
"bohn2016comprehension","1b",2012,11,1,"frodo",18.93,18,"m","chimpanzee","a",19,12,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,11,2,"frodo",18.93,18,"m","chimpanzee","a",20,1,"iconic","a","b","r","l",0
"bohn2016comprehension","1b",2012,11,2,"frodo",18.93,18,"m","chimpanzee","a",20,2,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,11,2,"frodo",18.93,18,"m","chimpanzee","a",20,3,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,11,2,"frodo",18.93,18,"m","chimpanzee","a",20,4,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,11,2,"frodo",18.93,18,"m","chimpanzee","a",20,5,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,11,2,"frodo",18.93,18,"m","chimpanzee","a",20,6,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,11,2,"frodo",18.93,18,"m","chimpanzee","a",20,7,"iconic","a","b","l","l",1
"bohn2016comprehension","1b",2012,11,2,"frodo",18.93,18,"m","chimpanzee","a",20,8,"iconic","a","b","l","r",0
"bohn2016comprehension","1b",2012,11,2,"frodo",18.93,18,"m","chimpanzee","a",20,9,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,11,2,"frodo",18.93,18,"m","chimpanzee","a",20,10,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,11,2,"frodo",18.93,18,"m","chimpanzee","a",20,11,"iconic","a","b","l","r",0
"bohn2016comprehension","1b",2012,11,2,"frodo",18.93,18,"m","chimpanzee","a",20,12,"iconic","a","b","r","r",1
"bohn2016comprehension","1b",2012,11,3,"frodo",18.93,18,"m","chimpanzee","a",21,1,"iconic","a","b","r","l",0
"bohn2016comprehension","1b",2012,11,3,"frodo",18.93,18,"m","chimpanzee","a",21,2,"iconic","a","b","l","l",1
