study_id,experiment,year,month,day,participant,age_in_years,sex,species,session,trial,trial_type,ls_or_lm_trial,1st_amount_chosen,2nd_amount_chosen,1st_choice_container,2nd_choice_container
suda2004piagetian,4.0,2002,01,16,fraukje,25.0,f,chimpanzee,3,2.0,no-transfer-4-cup,lm_trial,larger_quantity,no_testing_trial,multiple_cups,no_testing_trial
suda2004piagetian,4.0,2002,01,16,fraukje,25.0,f,chimpanzee,3,3.0,4-cup,lm_trial,larger_quantity,larger_quantity,single_cup,multiple_cups
suda2004piagetian,4.0,2002,01,16,fraukje,25.0,f,chimpanzee,3,4.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,single_cup
suda2004piagetian,4.0,2002,01,16,fraukje,25.0,f,chimpanzee,3,5.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,01,16,fraukje,25.0,f,chimpanzee,3,6.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,single_cup
suda2004piagetian,4.0,2002,01,16,fraukje,25.0,f,chimpanzee,3,7.0,no-transfer-4-cup,ls_trial,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,01,16,fraukje,25.0,f,chimpanzee,3,8.0,4-cup,lm_trial,larger_quantity,larger_quantity,single_cup,multiple_cups
suda2004piagetian,4.0,2002,01,16,fraukje,25.0,f,chimpanzee,3,9.0,no-transfer-4-cup,ls_trial,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,01,16,fraukje,25.0,f,chimpanzee,3,10.0,no_testing_trial,no_trial_type,smaller_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,01,16,fraukje,25.0,f,chimpanzee,3,11.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,01,16,fraukje,25.0,f,chimpanzee,3,12.0,4-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,single_cup
suda2004piagetian,4.0,2002,01,16,fraukje,25.0,f,chimpanzee,3,13.0,no-transfer-4-cup,lm_trial,larger_quantity,no_testing_trial,multiple_cups,no_testing_trial
suda2004piagetian,4.0,2002,01,16,fraukje,25.0,f,chimpanzee,3,14.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,single_cup
suda2004piagetian,4.0,2002,01,16,fraukje,25.0,f,chimpanzee,3,15.0,no-transfer-4-cup,ls_trial,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,01,16,fraukje,25.0,f,chimpanzee,3,16.0,no-transfer-4-cup,lm_trial,larger_quantity,no_testing_trial,multiple_cups,no_testing_trial
suda2004piagetian,4.0,2002,01,16,fraukje,25.0,f,chimpanzee,3,17.0,4-cup,lm_trial,larger_quantity,larger_quantity,single_cup,multiple_cups
suda2004piagetian,4.0,2002,01,16,fraukje,25.0,f,chimpanzee,3,18.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,single_cup
suda2004piagetian,4.0,2002,01,16,fraukje,25.0,f,chimpanzee,3,19.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,01,16,fraukje,25.0,f,chimpanzee,3,20.0,no-transfer-4-cup,ls_trial,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,03,25,ulla,24.0,f,chimpanzee,4,1.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,single_cup
suda2004piagetian,4.0,2002,03,25,ulla,24.0,f,chimpanzee,4,2.0,no-transfer-4-cup,lm_trial,smaller_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,03,25,ulla,24.0,f,chimpanzee,4,3.0,no-transfer-4-cup,ls_trial,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,03,25,ulla,24.0,f,chimpanzee,4,4.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,03,25,ulla,24.0,f,chimpanzee,4,5.0,4-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,single_cup
suda2004piagetian,4.0,2002,03,25,ulla,24.0,f,chimpanzee,4,6.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,03,25,ulla,24.0,f,chimpanzee,4,7.0,4-cup,lm_trial,larger_quantity,larger_quantity,single_cup,multiple_cups
suda2004piagetian,4.0,2002,03,25,ulla,24.0,f,chimpanzee,4,8.0,no-transfer-4-cup,ls_trial,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,03,25,ulla,24.0,f,chimpanzee,4,9.0,no-transfer-4-cup,lm_trial,smaller_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,03,25,ulla,24.0,f,chimpanzee,4,10.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,single_cup
suda2004piagetian,4.0,2002,03,25,ulla,24.0,f,chimpanzee,4,11.0,no-transfer-4-cup,ls_trial,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,03,25,ulla,24.0,f,chimpanzee,4,12.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,03,25,ulla,24.0,f,chimpanzee,4,13.0,4-cup,lm_trial,larger_quantity,larger_quantity,single_cup,multiple_cups
suda2004piagetian,4.0,2002,03,25,ulla,24.0,f,chimpanzee,4,14.0,no-transfer-4-cup,lm_trial,smaller_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,03,25,ulla,24.0,f,chimpanzee,4,15.0,4-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,single_cup
suda2004piagetian,4.0,2002,03,25,ulla,24.0,f,chimpanzee,4,16.0,no-transfer-4-cup,lm_trial,smaller_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,03,25,ulla,24.0,f,chimpanzee,4,17.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,03,25,ulla,24.0,f,chimpanzee,4,18.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,single_cup
suda2004piagetian,4.0,2002,03,25,ulla,24.0,f,chimpanzee,4,19.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,single_cup
suda2004piagetian,4.0,2002,03,25,ulla,24.0,f,chimpanzee,4,20.0,no-transfer-4-cup,ls_trial,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,04,04,ulla,24.0,f,chimpanzee,5,1.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,single_cup
suda2004piagetian,4.0,2002,04,04,ulla,24.0,f,chimpanzee,5,2.0,4-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,single_cup
suda2004piagetian,4.0,2002,04,04,ulla,24.0,f,chimpanzee,5,3.0,no-transfer-4-cup,lm_trial,smaller_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,04,04,ulla,24.0,f,chimpanzee,5,4.0,no-transfer-4-cup,ls_trial,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,04,04,ulla,24.0,f,chimpanzee,5,5.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,04,04,ulla,24.0,f,chimpanzee,5,6.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,single_cup
suda2004piagetian,4.0,2002,04,04,ulla,24.0,f,chimpanzee,5,7.0,no-transfer-4-cup,lm_trial,smaller_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,04,04,ulla,24.0,f,chimpanzee,5,8.0,4-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,single_cup
suda2004piagetian,4.0,2002,04,04,ulla,24.0,f,chimpanzee,5,9.0,no-transfer-4-cup,ls_trial,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,04,04,ulla,24.0,f,chimpanzee,5,10.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,04,04,ulla,24.0,f,chimpanzee,5,11.0,no-transfer-4-cup,ls_trial,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,04,04,ulla,24.0,f,chimpanzee,5,12.0,4-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,single_cup
suda2004piagetian,4.0,2002,04,04,ulla,24.0,f,chimpanzee,5,13.0,no-transfer-4-cup,ls_trial,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,04,05,ulla,24.0,f,chimpanzee,5,1.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,single_cup
suda2004piagetian,4.0,2002,04,05,ulla,24.0,f,chimpanzee,5,2.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,04,05,ulla,24.0,f,chimpanzee,5,3.0,no-transfer-4-cup,lm_trial,smaller_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,04,05,ulla,24.0,f,chimpanzee,5,4.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,04,05,ulla,24.0,f,chimpanzee,5,5.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,single_cup
suda2004piagetian,4.0,2002,04,05,ulla,24.0,f,chimpanzee,5,6.0,no-transfer-4-cup,lm_trial,smaller_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,04,05,ulla,24.0,f,chimpanzee,5,7.0,4-cup,lm_trial,larger_quantity,larger_quantity,single_cup,multiple_cups
suda2004piagetian,4.0,2002,04,05,ulla,24.0,f,chimpanzee,6,8.0,no-transfer-4-cup,lm_trial,smaller_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,04,05,ulla,24.0,f,chimpanzee,6,9.0,no-transfer-4-cup,lm_trial,smaller_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,04,05,ulla,24.0,f,chimpanzee,6,10.0,4-cup,lm_trial,larger_quantity,larger_quantity,single_cup,multiple_cups
suda2004piagetian,4.0,2002,04,05,ulla,24.0,f,chimpanzee,6,11.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,single_cup
suda2004piagetian,4.0,2002,04,05,ulla,24.0,f,chimpanzee,6,12.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,04,05,ulla,24.0,f,chimpanzee,6,13.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,single_cup
suda2004piagetian,4.0,2002,04,05,ulla,24.0,f,chimpanzee,6,14.0,no-transfer-4-cup,ls_trial,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,04,05,ulla,24.0,f,chimpanzee,6,15.0,4-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,single_cup
suda2004piagetian,4.0,2002,04,08,ulla,24.0,f,chimpanzee,6,1.0,no-transfer-4-cup,ls_trial,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,04,08,ulla,24.0,f,chimpanzee,6,2.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,04,08,ulla,24.0,f,chimpanzee,6,3.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,04,08,ulla,24.0,f,chimpanzee,6,4.0,4-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,single_cup
suda2004piagetian,4.0,2002,04,08,ulla,24.0,f,chimpanzee,6,5.0,no-transfer-4-cup,lm_trial,smaller_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,04,08,ulla,24.0,f,chimpanzee,6,6.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,single_cup
suda2004piagetian,4.0,2002,04,08,ulla,24.0,f,chimpanzee,6,7.0,no-transfer-4-cup,ls_trial,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,04,08,ulla,24.0,f,chimpanzee,6,8.0,no-transfer-4-cup,lm_trial,smaller_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,04,09,ulla,24.0,f,chimpanzee,6,1.0,4-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,single_cup
suda2004piagetian,4.0,2002,04,09,ulla,24.0,f,chimpanzee,6,2.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,single_cup
suda2004piagetian,4.0,2002,04,09,ulla,24.0,f,chimpanzee,6,3.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,04,09,ulla,24.0,f,chimpanzee,6,4.0,no-transfer-4-cup,ls_trial,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,12,12,bimbo,22.0,m,orangutan,1,1.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,12,12,bimbo,22.0,m,orangutan,1,2.0,no-transfer-4-cup,ls_trial,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,12,12,bimbo,22.0,m,orangutan,1,3.0,no-transfer-8-cup,lm_trial,larger_quantity,no_testing_trial,multiple_cups,no_testing_trial
suda2004piagetian,4.0,2002,12,12,bimbo,22.0,m,orangutan,1,4.0,4-cup,ls_trial,larger_quantity,smaller_quantity,single_cup,multiple_cups
suda2004piagetian,4.0,2002,12,12,bimbo,22.0,m,orangutan,1,5.0,4-cup,lm_trial,larger_quantity,larger_quantity,single_cup,multiple_cups
suda2004piagetian,4.0,2002,12,12,bimbo,22.0,m,orangutan,1,6.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,12,12,bimbo,22.0,m,orangutan,1,7.0,no-transfer-4-cup,lm_trial,smaller_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,12,12,bimbo,22.0,m,orangutan,1,8.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,single_cup
suda2004piagetian,4.0,2002,12,12,bimbo,22.0,m,orangutan,1,9.0,no-transfer-8-cup,ls_trial,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,12,12,bimbo,22.0,m,orangutan,1,10.0,8-cup,lm_trial,larger_quantity,larger_quantity,single_cup,multiple_cups
suda2004piagetian,4.0,2002,12,12,bimbo,22.0,m,orangutan,1,11.0,no-transfer-8-cup,lm_trial,larger_quantity,no_testing_trial,multiple_cups,no_testing_trial
suda2004piagetian,4.0,2002,12,12,bimbo,22.0,m,orangutan,1,12.0,no-transfer-4-cup,lm_trial,larger_quantity,no_testing_trial,multiple_cups,no_testing_trial
suda2004piagetian,4.0,2002,12,12,bimbo,22.0,m,orangutan,1,13.0,no-transfer-4-cup,ls_trial,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,12,12,bimbo,22.0,m,orangutan,1,14.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,12,12,bimbo,22.0,m,orangutan,1,15.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,12,12,bimbo,22.0,m,orangutan,1,16.0,8-cup,lm_trial,larger_quantity,larger_quantity,single_cup,multiple_cups
suda2004piagetian,4.0,2002,12,12,bimbo,22.0,m,orangutan,1,17.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,single_cup
suda2004piagetian,4.0,2002,12,12,bimbo,22.0,m,orangutan,1,18.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,single_cup
suda2004piagetian,4.0,2002,12,12,bimbo,22.0,m,orangutan,1,19.0,4-cup,lm_trial,larger_quantity,larger_quantity,single_cup,multiple_cups
suda2004piagetian,4.0,2002,12,12,bimbo,22.0,m,orangutan,1,20.0,no-transfer-8-cup,ls_trial,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,12,13,bimbo,22.0,m,orangutan,2,1.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,single_cup
suda2004piagetian,4.0,2002,12,13,bimbo,22.0,m,orangutan,2,2.0,no-transfer-8-cup,ls_trial,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,12,13,bimbo,22.0,m,orangutan,2,3.0,no-transfer-4-cup,lm_trial,larger_quantity,no_testing_trial,multiple_cups,no_testing_trial
suda2004piagetian,4.0,2002,12,13,bimbo,22.0,m,orangutan,2,4.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,12,13,bimbo,22.0,m,orangutan,2,5.0,8-cup,lm_trial,larger_quantity,larger_quantity,single_cup,multiple_cups
suda2004piagetian,4.0,2002,12,13,bimbo,22.0,m,orangutan,2,6.0,no-transfer-4-cup,ls_trial,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,12,13,bimbo,22.0,m,orangutan,2,7.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,single_cup
suda2004piagetian,4.0,2002,12,13,bimbo,22.0,m,orangutan,2,8.0,4-cup,lm_trial,larger_quantity,larger_quantity,single_cup,multiple_cups
suda2004piagetian,4.0,2002,12,13,bimbo,22.0,m,orangutan,2,9.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,12,13,bimbo,22.0,m,orangutan,2,10.0,no-transfer-8-cup,lm_trial,smaller_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,12,13,bimbo,22.0,m,orangutan,2,11.0,8-cup,lm_trial,larger_quantity,larger_quantity,single_cup,multiple_cups
suda2004piagetian,4.0,2002,12,13,bimbo,22.0,m,orangutan,2,12.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,12,13,bimbo,22.0,m,orangutan,2,13.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,single_cup
suda2004piagetian,4.0,2002,12,13,bimbo,22.0,m,orangutan,2,14.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,12,13,bimbo,22.0,m,orangutan,2,15.0,8-cup,ls_trial,larger_quantity,smaller_quantity,single_cup,multiple_cups
suda2004piagetian,4.0,2002,12,13,bimbo,22.0,m,orangutan,2,16.0,no-transfer-8-cup,ls_trial,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,12,13,bimbo,22.0,m,orangutan,2,17.0,no-transfer-4-cup,ls_trial,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2002,12,13,bimbo,22.0,m,orangutan,2,18.0,4-cup,lm_trial,larger_quantity,larger_quantity,single_cup,multiple_cups
suda2004piagetian,4.0,2002,12,13,bimbo,22.0,m,orangutan,2,19.0,no-transfer-8-cup,lm_trial,larger_quantity,no_testing_trial,multiple_cups,no_testing_trial
suda2004piagetian,4.0,2002,12,13,bimbo,22.0,m,orangutan,2,20.0,no-transfer-4-cup,lm_trial,larger_quantity,no_testing_trial,multiple_cups,no_testing_trial
suda2004piagetian,4.0,2003,01,10,bimbo,22.0,m,orangutan,3,1.0,8-cup,lm_trial,larger_quantity,larger_quantity,single_cup,multiple_cups
suda2004piagetian,4.0,2003,01,10,bimbo,22.0,m,orangutan,3,2.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2003,01,10,bimbo,22.0,m,orangutan,3,3.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,single_cup
suda2004piagetian,4.0,2003,01,10,bimbo,22.0,m,orangutan,3,4.0,no-transfer-8-cup,lm_trial,larger_quantity,no_testing_trial,multiple_cups,no_testing_trial
suda2004piagetian,4.0,2003,01,10,bimbo,22.0,m,orangutan,3,5.0,no-transfer-4-cup,lm_trial,larger_quantity,no_testing_trial,multiple_cups,no_testing_trial
suda2004piagetian,4.0,2003,01,10,bimbo,22.0,m,orangutan,3,6.0,no-transfer-8-cup,ls_trial,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2003,01,10,bimbo,22.0,m,orangutan,3,7.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,single_cup
suda2004piagetian,4.0,2003,01,10,bimbo,22.0,m,orangutan,3,8.0,4-cup,lm_trial,larger_quantity,larger_quantity,single_cup,multiple_cups
suda2004piagetian,4.0,2003,01,10,bimbo,22.0,m,orangutan,3,9.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2003,01,10,bimbo,22.0,m,orangutan,3,10.0,no-transfer-4-cup,ls_trial,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2003,01,10,bimbo,22.0,m,orangutan,3,11.0,no-transfer-4-cup,lm_trial,larger_quantity,no_testing_trial,multiple_cups,no_testing_trial
suda2004piagetian,4.0,2003,01,10,bimbo,22.0,m,orangutan,3,12.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,single_cup
suda2004piagetian,4.0,2003,01,10,bimbo,22.0,m,orangutan,3,13.0,4-cup,lm_trial,larger_quantity,larger_quantity,single_cup,multiple_cups
suda2004piagetian,4.0,2003,01,10,bimbo,22.0,m,orangutan,3,14.0,no-transfer-4-cup,ls_trial,smaller_quantity,no_testing_trial,multiple_cups,no_testing_trial
suda2004piagetian,4.0,2003,01,10,bimbo,22.0,m,orangutan,3,15.0,no-transfer-8-cup,lm_trial,larger_quantity,no_testing_trial,multiple_cups,no_testing_trial
suda2004piagetian,4.0,2003,01,10,bimbo,22.0,m,orangutan,3,16.0,8-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,single_cup
suda2004piagetian,4.0,2003,01,13,bimbo,22.0,m,orangutan,3,1.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,single_cup
suda2004piagetian,4.0,2003,01,13,bimbo,22.0,m,orangutan,3,2.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2003,01,13,bimbo,22.0,m,orangutan,3,3.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2003,01,13,bimbo,22.0,m,orangutan,3,4.0,no-transfer-8-cup,ls_trial,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2003,01,13,bimbo,22.0,m,orangutan,4,5.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2003,01,13,bimbo,22.0,m,orangutan,4,6.0,4-cup,lm_trial,larger_quantity,larger_quantity,single_cup,multiple_cups
suda2004piagetian,4.0,2003,01,13,bimbo,22.0,m,orangutan,4,7.0,no-transfer-8-cup,lm_trial,larger_quantity,no_testing_trial,multiple_cups,no_testing_trial
suda2004piagetian,4.0,2003,01,13,bimbo,22.0,m,orangutan,4,8.0,no-transfer-4-cup,ls_trial,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2003,01,13,bimbo,22.0,m,orangutan,4,9.0,no-transfer-8-cup,ls_trial,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2003,01,13,bimbo,22.0,m,orangutan,4,10.0,no-transfer-4-cup,lm_trial,larger_quantity,no_testing_trial,multiple_cups,no_testing_trial
suda2004piagetian,4.0,2003,01,13,bimbo,22.0,m,orangutan,4,11.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,single_cup
suda2004piagetian,4.0,2003,01,13,bimbo,22.0,m,orangutan,4,12.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2003,01,13,bimbo,22.0,m,orangutan,4,13.0,8-cup,lm_trial,larger_quantity,larger_quantity,single_cup,multiple_cups
suda2004piagetian,4.0,2003,01,13,bimbo,22.0,m,orangutan,4,14.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,single_cup
suda2004piagetian,4.0,2003,01,13,bimbo,22.0,m,orangutan,4,15.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2003,01,13,bimbo,22.0,m,orangutan,4,16.0,4-cup,lm_trial,larger_quantity,larger_quantity,single_cup,multiple_cups
suda2004piagetian,4.0,2003,01,13,bimbo,22.0,m,orangutan,4,17.0,8-cup,lm_trial,larger_quantity,larger_quantity,single_cup,multiple_cups
suda2004piagetian,4.0,2003,01,13,bimbo,22.0,m,orangutan,4,18.0,no-transfer-8-cup,lm_trial,larger_quantity,no_testing_trial,multiple_cups,no_testing_trial
suda2004piagetian,4.0,2003,01,13,bimbo,22.0,m,orangutan,4,19.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,single_cup
suda2004piagetian,4.0,2003,01,13,bimbo,22.0,m,orangutan,4,20.0,no-transfer-4-cup,ls_trial,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2003,01,13,bimbo,22.0,m,orangutan,4,21.0,no-transfer-4-cup,lm_trial,larger_quantity,no_testing_trial,multiple_cups,no_testing_trial
suda2004piagetian,4.0,2003,01,14,bimbo,22.0,m,orangutan,4,1.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,single_cup
suda2004piagetian,4.0,2003,01,14,bimbo,22.0,m,orangutan,4,2.0,no-transfer-8-cup,ls_trial,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2003,01,14,bimbo,22.0,m,orangutan,4,3.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2003,01,14,bimbo,22.0,m,orangutan,5,4.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2003,01,14,bimbo,22.0,m,orangutan,5,5.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,single_cup
suda2004piagetian,4.0,2003,01,14,bimbo,22.0,m,orangutan,5,6.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,single_cup
suda2004piagetian,4.0,2003,01,14,bimbo,22.0,m,orangutan,5,7.0,no-transfer-8-cup,lm_trial,larger_quantity,no_testing_trial,multiple_cups,no_testing_trial
suda2004piagetian,4.0,2003,01,14,bimbo,22.0,m,orangutan,5,8.0,4-cup,lm_trial,larger_quantity,larger_quantity,single_cup,multiple_cups
suda2004piagetian,4.0,2003,01,14,bimbo,22.0,m,orangutan,5,9.0,no-transfer-4-cup,ls_trial,larger_quantity,no_testing_trial,single_cup,no_testing_trial
suda2004piagetian,4.0,2003,01,15,bimbo,22.0,m,orangutan,5,1.0,8-cup,lm_trial,larger_quantity,larger_quantity,single_cup,multiple_cups
