study_id,experiment,year,month,day,participant,age_in_years,sex,species,session,trial,trial_type,ls_or_lm_trial,1st_amount_chosen,2nd_amount_chosen,2nd_choice_container,1st_choice_hesitation,2nd_choice_hesitation
suda2004piagetian,3.0,2001,11,14,ulla,24.0,f,chimpanzee,1,1.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,14,ulla,24.0,f,chimpanzee,1,2.0,4-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,recording_failure
suda2004piagetian,3.0,2001,11,14,ulla,24.0,f,chimpanzee,1,3.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,14,ulla,24.0,f,chimpanzee,1,4.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,14,ulla,24.0,f,chimpanzee,1,5.0,8-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,14,ulla,24.0,f,chimpanzee,1,6.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,14,ulla,24.0,f,chimpanzee,1,7.0,8-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,14,ulla,24.0,f,chimpanzee,1,8.0,4-cup,ls_trial,smaller_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,14,ulla,24.0,f,chimpanzee,1,9.0,4-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,14,ulla,24.0,f,chimpanzee,1,10.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,15,ulla,24.0,f,chimpanzee,2,1.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,15,ulla,24.0,f,chimpanzee,2,2.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,15,ulla,24.0,f,chimpanzee,2,3.0,8-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,15,ulla,24.0,f,chimpanzee,2,4.0,4-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,no_hesitation,hesitation
suda2004piagetian,3.0,2001,11,15,ulla,24.0,f,chimpanzee,2,5.0,8-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,no_hesitation,hesitation
suda2004piagetian,3.0,2001,11,15,ulla,24.0,f,chimpanzee,2,6.0,4-cup,lm_trial,smaller_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,15,ulla,24.0,f,chimpanzee,2,7.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,recording_failure,recording_failure
suda2004piagetian,3.0,2001,11,15,ulla,24.0,f,chimpanzee,2,8.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,15,ulla,24.0,f,chimpanzee,2,9.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,15,ulla,24.0,f,chimpanzee,2,10.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,20,ulla,24.0,f,chimpanzee,3,1.0,8-cup,ls_trial,smaller_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,20,ulla,24.0,f,chimpanzee,3,2.0,8-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,20,ulla,24.0,f,chimpanzee,3,3.0,4-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,no_hesitation,hesitation
suda2004piagetian,3.0,2001,11,20,ulla,24.0,f,chimpanzee,3,4.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,20,ulla,24.0,f,chimpanzee,3,5.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,20,ulla,24.0,f,chimpanzee,3,6.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,20,ulla,24.0,f,chimpanzee,3,7.0,4-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,no_hesitation,hesitation
suda2004piagetian,3.0,2001,11,20,ulla,24.0,f,chimpanzee,3,8.0,8-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,20,ulla,24.0,f,chimpanzee,3,9.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,20,ulla,24.0,f,chimpanzee,3,10.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,22,ulla,24.0,f,chimpanzee,4,1.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,22,ulla,24.0,f,chimpanzee,4,2.0,8-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,22,ulla,24.0,f,chimpanzee,4,3.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,22,ulla,24.0,f,chimpanzee,4,4.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,22,ulla,24.0,f,chimpanzee,4,5.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,22,ulla,24.0,f,chimpanzee,4,6.0,4-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,22,ulla,24.0,f,chimpanzee,4,7.0,no_testing_trial,no_trial_type,smaller_quantity,no_testing_trial,no_testing_trial,hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,22,ulla,24.0,f,chimpanzee,4,8.0,8-cup,ls_trial,smaller_quantity,larger_quantity,single_cup,hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,22,ulla,24.0,f,chimpanzee,4,9.0,4-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,22,ulla,24.0,f,chimpanzee,4,10.0,8-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,recording_failure,recording_failure
suda2004piagetian,3.0,2001,11,23,ulla,24.0,f,chimpanzee,5,1.0,4-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,23,ulla,24.0,f,chimpanzee,5,2.0,4-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,hesitation
suda2004piagetian,3.0,2001,11,23,ulla,24.0,f,chimpanzee,5,3.0,8-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,23,ulla,24.0,f,chimpanzee,5,4.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,23,ulla,24.0,f,chimpanzee,5,5.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,23,ulla,24.0,f,chimpanzee,5,6.0,8-cup,ls_trial,smaller_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,27,ulla,24.0,f,chimpanzee,5,1.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,27,ulla,24.0,f,chimpanzee,5,2.0,8-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,27,ulla,24.0,f,chimpanzee,5,3.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,27,ulla,24.0,f,chimpanzee,5,4.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,27,ulla,24.0,f,chimpanzee,6,5.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,27,ulla,24.0,f,chimpanzee,6,6.0,8-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,27,ulla,24.0,f,chimpanzee,6,7.0,4-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,27,ulla,24.0,f,chimpanzee,6,8.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,27,ulla,24.0,f,chimpanzee,6,9.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,29,ulla,24.0,f,chimpanzee,6,1.0,4-cup,lm_trial,smaller_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,29,ulla,24.0,f,chimpanzee,6,2.0,8-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,29,ulla,24.0,f,chimpanzee,6,3.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,29,ulla,24.0,f,chimpanzee,6,4.0,no_testing_trial,no_trial_type,smaller_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2001,11,29,ulla,24.0,f,chimpanzee,6,5.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,11,25,bimbo,22.0,m,orangutan,1,1.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,11,25,bimbo,22.0,m,orangutan,1,2.0,4-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,11,25,bimbo,22.0,m,orangutan,1,3.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,11,25,bimbo,22.0,m,orangutan,1,4.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,11,25,bimbo,22.0,m,orangutan,1,5.0,8-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,11,25,bimbo,22.0,m,orangutan,1,6.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,11,25,bimbo,22.0,m,orangutan,1,7.0,8-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,11,25,bimbo,22.0,m,orangutan,1,8.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,11,25,bimbo,22.0,m,orangutan,1,9.0,4-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,11,25,bimbo,22.0,m,orangutan,1,10.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,11,25,bimbo,22.0,m,orangutan,2,11.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,11,25,bimbo,22.0,m,orangutan,2,12.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,11,25,bimbo,22.0,m,orangutan,2,13.0,8-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,11,25,bimbo,22.0,m,orangutan,2,14.0,4-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,11,25,bimbo,22.0,m,orangutan,2,15.0,8-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,12,09,bimbo,22.0,m,orangutan,2,1.0,4-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,12,09,bimbo,22.0,m,orangutan,2,2.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,12,09,bimbo,22.0,m,orangutan,2,3.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,12,09,bimbo,22.0,m,orangutan,2,4.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,12,09,bimbo,22.0,m,orangutan,2,5.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,12,09,bimbo,22.0,m,orangutan,3,6.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,12,09,bimbo,22.0,m,orangutan,3,7.0,8-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,12,09,bimbo,22.0,m,orangutan,3,8.0,4-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,12,09,bimbo,22.0,m,orangutan,3,9.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,12,09,bimbo,22.0,m,orangutan,3,10.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,12,09,bimbo,22.0,m,orangutan,3,11.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,12,09,bimbo,22.0,m,orangutan,3,12.0,4-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,12,09,bimbo,22.0,m,orangutan,3,13.0,8-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,12,09,bimbo,22.0,m,orangutan,3,14.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,12,09,bimbo,22.0,m,orangutan,3,15.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,12,10,bimbo,22.0,m,orangutan,4,1.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,12,10,bimbo,22.0,m,orangutan,4,2.0,8-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,12,10,bimbo,22.0,m,orangutan,4,3.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,12,10,bimbo,22.0,m,orangutan,4,4.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,12,10,bimbo,22.0,m,orangutan,4,5.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,12,10,bimbo,22.0,m,orangutan,4,6.0,4-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,12,10,bimbo,22.0,m,orangutan,4,7.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,12,10,bimbo,22.0,m,orangutan,4,8.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,12,10,bimbo,22.0,m,orangutan,4,9.0,4-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,12,10,bimbo,22.0,m,orangutan,4,10.0,8-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,12,10,bimbo,22.0,m,orangutan,5,11.0,4-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,12,10,bimbo,22.0,m,orangutan,5,12.0,4-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,12,10,bimbo,22.0,m,orangutan,5,13.0,8-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,12,10,bimbo,22.0,m,orangutan,5,14.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,12,10,bimbo,22.0,m,orangutan,5,15.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,12,11,bimbo,22.0,m,orangutan,5,1.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,12,11,bimbo,22.0,m,orangutan,5,2.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,12,11,bimbo,22.0,m,orangutan,5,3.0,8-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,12,11,bimbo,22.0,m,orangutan,5,4.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,12,11,bimbo,22.0,m,orangutan,5,5.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,12,11,bimbo,22.0,m,orangutan,6,6.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,12,11,bimbo,22.0,m,orangutan,6,7.0,8-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,12,11,bimbo,22.0,m,orangutan,6,8.0,4-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,12,11,bimbo,22.0,m,orangutan,6,9.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,12,11,bimbo,22.0,m,orangutan,6,10.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,12,11,bimbo,22.0,m,orangutan,6,11.0,4-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,12,11,bimbo,22.0,m,orangutan,6,12.0,8-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,12,11,bimbo,22.0,m,orangutan,6,13.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,12,11,bimbo,22.0,m,orangutan,6,14.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,12,11,bimbo,22.0,m,orangutan,6,15.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,02,dunja,31.0,f,orangutan,1,1.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,hesitation,hesitation
suda2004piagetian,3.0,2002,09,02,dunja,31.0,f,orangutan,1,2.0,4-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,no_hesitation,hesitation
suda2004piagetian,3.0,2002,09,02,dunja,31.0,f,orangutan,1,3.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,02,dunja,31.0,f,orangutan,1,4.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,02,dunja,31.0,f,orangutan,1,5.0,8-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,02,dunja,31.0,f,orangutan,1,6.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,02,dunja,31.0,f,orangutan,1,7.0,8-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,hesitation,hesitation
suda2004piagetian,3.0,2002,09,02,dunja,31.0,f,orangutan,1,8.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,02,dunja,31.0,f,orangutan,1,9.0,4-cup,lm_trial,smaller_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,02,dunja,31.0,f,orangutan,1,10.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,03,dunja,31.0,f,orangutan,2,1.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,03,dunja,31.0,f,orangutan,2,2.0,no_testing_trial,no_trial_type,smaller_quantity,no_testing_trial,no_testing_trial,hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,03,dunja,31.0,f,orangutan,2,3.0,8-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,03,dunja,31.0,f,orangutan,2,4.0,4-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,03,dunja,31.0,f,orangutan,2,5.0,8-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,03,dunja,31.0,f,orangutan,2,6.0,4-cup,lm_trial,larger_quantity,larger_quantity,multiple_cups,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,03,dunja,31.0,f,orangutan,2,7.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,03,dunja,31.0,f,orangutan,2,8.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,03,dunja,31.0,f,orangutan,2,9.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,03,dunja,31.0,f,orangutan,2,10.0,4-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,05,dunja,31.0,f,orangutan,3,1.0,8-cup,ls_trial,larger_quantity,larger_quantity,single_cup,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,3.0,2002,09,05,dunja,31.0,f,orangutan,3,2.0,8-cup,lm_trial,larger_quantity,smaller_quantity,single_cup,hesitation,hesitation
