study_id,experiment,year,month,day,participant,age_in_years,sex,species,session,trial,trial_type,ld_or_lt_trial,1st_amount_chosen,2nd_amount_chosen,1st_choice_container,2nd_choice_container,1st_choice_side,2nd_choice_side,1st_choice_hesitation,2nd_choice_hesitation
suda2004piagetian,2.0,2001,12,05,jahaga,8.0,f,chimpanzee,3,14.0,no-transfer-different,lt_trial,smaller_quantity,no_testing_trial,dish,no_testing_trial,left,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,05,jahaga,8.0,f,chimpanzee,3,15.0,transfer-different,lt_trial,larger_quantity,larger_quantity,cup,tube,right,right,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,06,jahaga,8.0,f,chimpanzee,4,1.0,transfer-same,no_trial_type,larger_quantity,larger_quantity,cup,dish,right,left,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,06,jahaga,8.0,f,chimpanzee,4,2.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,cup,no_testing_trial,left,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,06,jahaga,8.0,f,chimpanzee,4,3.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,cup,no_testing_trial,right,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,06,jahaga,8.0,f,chimpanzee,4,4.0,no-transfer-same,no_trial_type,larger_quantity,no_testing_trial,dish,no_testing_trial,right,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,06,jahaga,8.0,f,chimpanzee,4,5.0,no-transfer-different,ld_trial,larger_quantity,no_testing_trial,dish,no_testing_trial,right,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,06,jahaga,8.0,f,chimpanzee,4,6.0,transfer-different,ld_trial,larger_quantity,larger_quantity,cup,dish,left,left,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,06,jahaga,8.0,f,chimpanzee,4,7.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,cup,no_testing_trial,right,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,06,jahaga,8.0,f,chimpanzee,4,8.0,no-transfer-different,ld_trial,larger_quantity,no_testing_trial,dish,no_testing_trial,left,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,06,jahaga,8.0,f,chimpanzee,4,9.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,cup,no_testing_trial,left,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,06,jahaga,8.0,f,chimpanzee,4,10.0,no-transfer-different,lt_trial,smaller_quantity,no_testing_trial,dish,no_testing_trial,right,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,06,jahaga,8.0,f,chimpanzee,4,11.0,no-transfer-same,no_trial_type,larger_quantity,no_testing_trial,dish,no_testing_trial,left,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,06,jahaga,8.0,f,chimpanzee,4,12.0,no-transfer-same,no_trial_type,larger_quantity,no_testing_trial,dish,no_testing_trial,right,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,06,jahaga,8.0,f,chimpanzee,4,13.0,transfer-same,no_trial_type,larger_quantity,larger_quantity,cup,tube,right,right,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,06,jahaga,8.0,f,chimpanzee,4,14.0,transfer-same,no_trial_type,larger_quantity,larger_quantity,cup,dish,right,right,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,06,jahaga,8.0,f,chimpanzee,4,15.0,transfer-different,ld_trial,larger_quantity,larger_quantity,cup,dish,right,right,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,07,jahaga,8.0,f,chimpanzee,5,1.0,no-transfer-same,no_trial_type,larger_quantity,no_testing_trial,dish,no_testing_trial,left,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,07,jahaga,8.0,f,chimpanzee,5,2.0,transfer-same,no_trial_type,larger_quantity,larger_quantity,cup,dish,right,left,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,07,jahaga,8.0,f,chimpanzee,5,3.0,transfer-different,ld_trial,larger_quantity,larger_quantity,cup,dish,right,right,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,07,jahaga,8.0,f,chimpanzee,5,4.0,transfer-different,lt_trial,larger_quantity,larger_quantity,cup,tube,left,left,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,07,jahaga,8.0,f,chimpanzee,5,5.0,transfer-same,no_trial_type,larger_quantity,larger_quantity,cup,dish,right,right,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,07,jahaga,8.0,f,chimpanzee,5,6.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,cup,no_testing_trial,left,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,07,jahaga,8.0,f,chimpanzee,5,7.0,no-transfer-same,no_trial_type,larger_quantity,no_testing_trial,dish,no_testing_trial,left,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,07,jahaga,8.0,f,chimpanzee,5,8.0,no-transfer-different,lt_trial,smaller_quantity,no_testing_trial,dish,no_testing_trial,left,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,07,jahaga,8.0,f,chimpanzee,5,9.0,no-transfer-different,ld_trial,larger_quantity,no_testing_trial,dish,no_testing_trial,left,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,07,jahaga,8.0,f,chimpanzee,5,10.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,cup,no_testing_trial,right,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,07,jahaga,8.0,f,chimpanzee,5,11.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,cup,no_testing_trial,right,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,07,jahaga,8.0,f,chimpanzee,5,12.0,no-transfer-different,ld_trial,larger_quantity,no_testing_trial,dish,no_testing_trial,right,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,10,jahaga,8.0,f,chimpanzee,5,1.0,transfer-different,lt_trial,larger_quantity,larger_quantity,cup,tube,right,right,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,10,jahaga,8.0,f,chimpanzee,5,2.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,cup,no_testing_trial,left,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,10,jahaga,8.0,f,chimpanzee,5,3.0,transfer-same,no_trial_type,larger_quantity,larger_quantity,cup,dish,left,left,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,10,jahaga,8.0,f,chimpanzee,6,4.0,no-transfer-same,no_trial_type,larger_quantity,no_testing_trial,dish,no_testing_trial,right,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,10,jahaga,8.0,f,chimpanzee,6,5.0,no-transfer-different,lt_trial,smaller_quantity,no_testing_trial,dish,no_testing_trial,right,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,10,jahaga,8.0,f,chimpanzee,6,6.0,no-transfer-same,no_trial_type,larger_quantity,no_testing_trial,dish,no_testing_trial,right,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,10,jahaga,8.0,f,chimpanzee,6,7.0,transfer-same,no_trial_type,larger_quantity,larger_quantity,cup,dish,right,right,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,10,jahaga,8.0,f,chimpanzee,6,8.0,transfer-different,ld_trial,larger_quantity,larger_quantity,cup,dish,left,left,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,10,jahaga,8.0,f,chimpanzee,6,9.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,cup,no_testing_trial,right,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,10,jahaga,8.0,f,chimpanzee,6,10.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,cup,no_testing_trial,left,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,10,jahaga,8.0,f,chimpanzee,6,11.0,transfer-different,ld_trial,larger_quantity,larger_quantity,cup,dish,right,right,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,10,jahaga,8.0,f,chimpanzee,6,12.0,no-transfer-same,no_trial_type,larger_quantity,no_testing_trial,dish,no_testing_trial,right,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,10,jahaga,8.0,f,chimpanzee,6,13.0,transfer-different,ld_trial,larger_quantity,larger_quantity,cup,dish,left,left,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,10,jahaga,8.0,f,chimpanzee,6,14.0,transfer-same,no_trial_type,larger_quantity,larger_quantity,cup,dish,right,right,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,10,jahaga,8.0,f,chimpanzee,6,15.0,transfer-same,no_trial_type,larger_quantity,larger_quantity,cup,dish,right,right,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,10,jahaga,8.0,f,chimpanzee,6,16.0,no-transfer-different,lt_trial,larger_quantity,no_testing_trial,tube,no_testing_trial,left,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,10,jahaga,8.0,f,chimpanzee,6,17.0,no-transfer-different,ld_trial,larger_quantity,no_testing_trial,dish,no_testing_trial,right,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,10,jahaga,8.0,f,chimpanzee,6,18.0,no-transfer-same,no_trial_type,larger_quantity,no_testing_trial,dish,no_testing_trial,left,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,11,jahaga,8.0,f,chimpanzee,7,1.0,transfer-different,lt_trial,larger_quantity,larger_quantity,cup,tube,left,left,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,11,jahaga,8.0,f,chimpanzee,7,2.0,no-transfer-different,ld_trial,larger_quantity,no_testing_trial,dish,no_testing_trial,left,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,11,jahaga,8.0,f,chimpanzee,7,3.0,no-transfer-different,lt_trial,larger_quantity,no_testing_trial,tube,no_testing_trial,right,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,11,jahaga,8.0,f,chimpanzee,7,4.0,no-transfer-same,no_trial_type,larger_quantity,no_testing_trial,dish,no_testing_trial,left,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,11,jahaga,8.0,f,chimpanzee,7,5.0,transfer-same,no_trial_type,larger_quantity,larger_quantity,cup,dish,right,left,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,11,jahaga,8.0,f,chimpanzee,7,6.0,transfer-same,no_trial_type,larger_quantity,larger_quantity,cup,tube,right,right,hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,11,jahaga,8.0,f,chimpanzee,7,7.0,no-transfer-same,no_trial_type,larger_quantity,no_testing_trial,dish,no_testing_trial,right,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,11,jahaga,8.0,f,chimpanzee,7,8.0,transfer-different,lt_trial,larger_quantity,larger_quantity,cup,tube,right,right,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,11,jahaga,8.0,f,chimpanzee,7,9.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,cup,no_testing_trial,left,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,11,jahaga,8.0,f,chimpanzee,7,10.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,cup,no_testing_trial,right,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,11,jahaga,8.0,f,chimpanzee,7,11.0,no-transfer-same,no_trial_type,larger_quantity,no_testing_trial,dish,no_testing_trial,right,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,11,jahaga,8.0,f,chimpanzee,7,12.0,no-transfer-different,lt_trial,larger_quantity,no_testing_trial,tube,no_testing_trial,left,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,11,jahaga,8.0,f,chimpanzee,7,13.0,transfer-same,no_trial_type,larger_quantity,larger_quantity,cup,dish,right,left,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,11,jahaga,8.0,f,chimpanzee,7,14.0,no-transfer-same,no_trial_type,larger_quantity,no_testing_trial,dish,no_testing_trial,left,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,11,jahaga,8.0,f,chimpanzee,7,15.0,transfer-same,no_trial_type,larger_quantity,larger_quantity,cup,dish,right,left,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,12,jahaga,8.0,f,chimpanzee,8,1.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,cup,no_testing_trial,right,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,12,jahaga,8.0,f,chimpanzee,8,2.0,no-transfer-different,ld_trial,larger_quantity,no_testing_trial,dish,no_testing_trial,left,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,12,jahaga,8.0,f,chimpanzee,8,3.0,transfer-different,lt_trial,larger_quantity,larger_quantity,cup,tube,left,left,no_hesitation,hesitation
suda2004piagetian,2.0,2001,12,12,jahaga,8.0,f,chimpanzee,8,4.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,cup,no_testing_trial,right,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,12,jahaga,8.0,f,chimpanzee,8,5.0,transfer-different,ld_trial,larger_quantity,larger_quantity,cup,dish,left,left,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,12,jahaga,8.0,f,chimpanzee,8,6.0,no-transfer-same,no_trial_type,larger_quantity,no_testing_trial,dish,no_testing_trial,left,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,12,jahaga,8.0,f,chimpanzee,8,7.0,transfer-different,ld_trial,larger_quantity,larger_quantity,cup,dish,right,right,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,12,jahaga,8.0,f,chimpanzee,8,8.0,no-transfer-different,ld_trial,larger_quantity,no_testing_trial,dish,no_testing_trial,right,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,12,jahaga,8.0,f,chimpanzee,8,9.0,no-transfer-same,no_trial_type,larger_quantity,no_testing_trial,tube,no_testing_trial,left,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,12,jahaga,8.0,f,chimpanzee,8,10.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,cup,no_testing_trial,left,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,12,jahaga,8.0,f,chimpanzee,8,11.0,transfer-different,lt_trial,larger_quantity,larger_quantity,cup,tube,right,right,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,12,jahaga,8.0,f,chimpanzee,8,12.0,transfer-same,no_trial_type,larger_quantity,larger_quantity,cup,tube,right,left,no_hesitation,hesitation
suda2004piagetian,2.0,2001,12,12,jahaga,8.0,f,chimpanzee,8,13.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,cup,no_testing_trial,left,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,12,jahaga,8.0,f,chimpanzee,8,14.0,transfer-same,no_trial_type,larger_quantity,larger_quantity,cup,tube,right,left,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,12,jahaga,8.0,f,chimpanzee,8,15.0,no-transfer-different,lt_trial,larger_quantity,no_testing_trial,tube,no_testing_trial,right,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,03,ulla,24.0,f,chimpanzee,1,1.0,no-transfer-same,no_trial_type,larger_quantity,no_testing_trial,dish,no_testing_trial,right,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,03,ulla,24.0,f,chimpanzee,1,2.0,transfer-same,no_trial_type,larger_quantity,larger_quantity,cup,dish,right,right,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,03,ulla,24.0,f,chimpanzee,1,3.0,transfer-different,lt_trial,larger_quantity,smaller_quantity,cup,dish,left,right,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,03,ulla,24.0,f,chimpanzee,1,4.0,transfer-same,no_trial_type,larger_quantity,larger_quantity,cup,dish,left,left,hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,03,ulla,24.0,f,chimpanzee,1,5.0,no-transfer-different,lt_trial,larger_quantity,no_testing_trial,tube,no_testing_trial,left,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,03,ulla,24.0,f,chimpanzee,1,6.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,cup,no_testing_trial,right,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,03,ulla,24.0,f,chimpanzee,1,7.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,cup,no_testing_trial,left,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,03,ulla,24.0,f,chimpanzee,1,8.0,no-transfer-same,no_trial_type,larger_quantity,no_testing_trial,dish,no_testing_trial,left,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,03,ulla,24.0,f,chimpanzee,1,9.0,transfer-different,lt_trial,larger_quantity,smaller_quantity,cup,dish,right,left,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,03,ulla,24.0,f,chimpanzee,1,10.0,no-transfer-different,ld_trial,larger_quantity,no_testing_trial,dish,no_testing_trial,right,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,03,ulla,24.0,f,chimpanzee,1,11.0,transfer-same,no_trial_type,larger_quantity,larger_quantity,cup,dish,left,right,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,03,ulla,24.0,f,chimpanzee,1,12.0,transfer-different,ld_trial,larger_quantity,larger_quantity,cup,dish,right,right,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,03,ulla,24.0,f,chimpanzee,1,13.0,no-transfer-same,no_trial_type,larger_quantity,no_testing_trial,dish,no_testing_trial,left,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,03,ulla,24.0,f,chimpanzee,1,14.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,cup,no_testing_trial,left,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,04,ulla,24.0,f,chimpanzee,1,1.0,no-transfer-different,ld_trial,larger_quantity,no_testing_trial,dish,no_testing_trial,left,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,04,ulla,24.0,f,chimpanzee,2,2.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,cup,no_testing_trial,right,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,04,ulla,24.0,f,chimpanzee,2,3.0,no-transfer-same,no_trial_type,larger_quantity,no_testing_trial,dish,no_testing_trial,right,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,04,ulla,24.0,f,chimpanzee,2,4.0,transfer-different,ld_trial,larger_quantity,larger_quantity,cup,dish,left,left,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,04,ulla,24.0,f,chimpanzee,2,5.0,no-transfer-different,lt_trial,larger_quantity,no_testing_trial,tube,no_testing_trial,right,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,04,ulla,24.0,f,chimpanzee,2,6.0,transfer-same,no_trial_type,larger_quantity,larger_quantity,cup,dish,left,left,hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,04,ulla,24.0,f,chimpanzee,2,7.0,no-transfer-same,no_trial_type,larger_quantity,no_testing_trial,dish,no_testing_trial,left,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,04,ulla,24.0,f,chimpanzee,2,8.0,transfer-same,no_trial_type,larger_quantity,larger_quantity,cup,dish,left,right,hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,04,ulla,24.0,f,chimpanzee,2,9.0,transfer-different,lt_trial,larger_quantity,smaller_quantity,cup,dish,right,left,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,04,ulla,24.0,f,chimpanzee,2,10.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,cup,no_testing_trial,left,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,04,ulla,24.0,f,chimpanzee,2,11.0,no-transfer-different,ld_trial,smaller_quantity,no_testing_trial,tube,no_testing_trial,right,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,06,ulla,24.0,f,chimpanzee,2,1.0,transfer-different,ld_trial,smaller_quantity,larger_quantity,cup,dish,left,right,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,06,ulla,24.0,f,chimpanzee,2,2.0,no-transfer-same,no_trial_type,larger_quantity,no_testing_trial,dish,no_testing_trial,right,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,06,ulla,24.0,f,chimpanzee,2,3.0,no-transfer-different,ld_trial,larger_quantity,no_testing_trial,dish,no_testing_trial,right,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,06,ulla,24.0,f,chimpanzee,2,4.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,cup,no_testing_trial,right,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,06,ulla,24.0,f,chimpanzee,2,5.0,transfer-same,no_trial_type,larger_quantity,larger_quantity,cup,dish,right,left,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,06,ulla,24.0,f,chimpanzee,3,6.0,no-transfer-different,lt_trial,smaller_quantity,no_testing_trial,dish,no_testing_trial,right,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,06,ulla,24.0,f,chimpanzee,3,7.0,no-transfer-different,lt_trial,smaller_quantity,no_testing_trial,dish,no_testing_trial,left,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,06,ulla,24.0,f,chimpanzee,3,8.0,no-transfer-same,no_trial_type,larger_quantity,no_testing_trial,dish,no_testing_trial,left,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,06,ulla,24.0,f,chimpanzee,3,9.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,cup,no_testing_trial,right,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,06,ulla,24.0,f,chimpanzee,3,10.0,transfer-different,ld_trial,smaller_quantity,larger_quantity,cup,dish,right,left,hesitation,hesitation
suda2004piagetian,2.0,2001,12,06,ulla,24.0,f,chimpanzee,3,11.0,transfer-different,lt_trial,larger_quantity,smaller_quantity,cup,dish,left,right,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,06,ulla,24.0,f,chimpanzee,3,12.0,no-transfer-same,no_trial_type,larger_quantity,no_testing_trial,dish,no_testing_trial,right,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,06,ulla,24.0,f,chimpanzee,3,13.0,transfer-same,no_trial_type,larger_quantity,larger_quantity,cup,dish,right,right,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,06,ulla,24.0,f,chimpanzee,3,14.0,transfer-same,no_trial_type,larger_quantity,larger_quantity,cup,dish,left,left,hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,06,ulla,24.0,f,chimpanzee,3,15.0,no_testing_trial,no_trial_type,larger_quantity,no_testing_trial,cup,no_testing_trial,left,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,06,ulla,24.0,f,chimpanzee,3,16.0,transfer-different,lt_trial,larger_quantity,larger_quantity,cup,tube,left,left,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,13,ulla,24.0,f,chimpanzee,3,1.0,no-transfer-same,no_trial_type,larger_quantity,no_testing_trial,dish,no_testing_trial,left,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,13,ulla,24.0,f,chimpanzee,3,2.0,transfer-same,no_trial_type,larger_quantity,larger_quantity,cup,dish,left,right,no_hesitation,hesitation
suda2004piagetian,2.0,2001,12,13,ulla,24.0,f,chimpanzee,3,3.0,no-transfer-different,lt_trial,smaller_quantity,no_testing_trial,dish,no_testing_trial,left,no_testing_trial,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,13,ulla,24.0,f,chimpanzee,3,4.0,transfer-different,lt_trial,larger_quantity,smaller_quantity,cup,dish,right,left,no_hesitation,no_hesitation_or_no_testing_trial
suda2004piagetian,2.0,2001,12,13,ulla,24.0,f,chimpanzee,4,5.0,transfer-same,no_trial_type,larger_quantity,larger_quantity,cup,dish,left,left,no_hesitation,no_hesitation_or_no_testing_trial
