study_id,experiment,participant,sex,species,session,trial,condition,response,correct
cacchione2009gravity,baseline,bebe,f,gorilla,1.0,5.0,horizontal_switch,back,correct
cacchione2009gravity,baseline,bebe,f,gorilla,1.0,6.0,horizontal_switch,front,correct
cacchione2009gravity,baseline,bebe,f,gorilla,1.0,7.0,horizontal_switch,back,correct
cacchione2009gravity,baseline,bebe,f,gorilla,1.0,8.0,horizontal_switch,front,correct
cacchione2009gravity,baseline,bebe,f,gorilla,1.0,9.0,horizontal_switch,back,correct
cacchione2009gravity,baseline,bebe,f,gorilla,1.0,10.0,horizontal_switch,front,correct
cacchione2009gravity,baseline,n’diki,f,gorilla,1.0,1.0,vertical_baseline,top,correct
cacchione2009gravity,baseline,n’diki,f,gorilla,1.0,2.0,vertical_baseline,down,correct
cacchione2009gravity,baseline,n’diki,f,gorilla,1.0,3.0,vertical_baseline,down,correct
cacchione2009gravity,baseline,n’diki,f,gorilla,1.0,4.0,vertical_baseline,top,correct
cacchione2009gravity,baseline,n’diki,f,gorilla,1.0,5.0,vertical_baseline,top,correct
cacchione2009gravity,baseline,n’diki,f,gorilla,1.0,6.0,vertical_baseline,top,correct
cacchione2009gravity,baseline,n’diki,f,gorilla,1.0,7.0,vertical_baseline,down,correct
cacchione2009gravity,baseline,n’diki,f,gorilla,1.0,8.0,vertical_baseline,top,incorrect
cacchione2009gravity,baseline,n’diki,f,gorilla,1.0,9.0,vertical_baseline,down,correct
cacchione2009gravity,baseline,n’diki,f,gorilla,1.0,10.0,vertical_baseline,top,correct
cacchione2009gravity,baseline,n’diki,f,gorilla,1.0,1.0,vertical_switch,down,correct
cacchione2009gravity,baseline,n’diki,f,gorilla,1.0,2.0,vertical_switch,down,correct
cacchione2009gravity,baseline,n’diki,f,gorilla,1.0,3.0,vertical_switch,down,correct
cacchione2009gravity,baseline,n’diki,f,gorilla,1.0,4.0,vertical_switch,down,correct
cacchione2009gravity,baseline,n’diki,f,gorilla,1.0,5.0,vertical_switch,down,correct
cacchione2009gravity,baseline,n’diki,f,gorilla,1.0,6.0,vertical_switch,top,correct
cacchione2009gravity,baseline,n’diki,f,gorilla,1.0,7.0,vertical_switch,top,correct
cacchione2009gravity,baseline,n’diki,f,gorilla,1.0,8.0,vertical_switch,down,correct
cacchione2009gravity,baseline,n’diki,f,gorilla,1.0,9.0,vertical_switch,down,correct
cacchione2009gravity,baseline,n’diki,f,gorilla,1.0,10.0,vertical_switch,top,correct
cacchione2009gravity,baseline,n’diki,f,gorilla,1.0,1.0,horizontal_baseline,back,correct
cacchione2009gravity,baseline,n’diki,f,gorilla,1.0,2.0,horizontal_baseline,front,correct
cacchione2009gravity,baseline,n’diki,f,gorilla,1.0,3.0,horizontal_baseline,back,correct
cacchione2009gravity,baseline,n’diki,f,gorilla,1.0,4.0,horizontal_baseline,front,correct
cacchione2009gravity,baseline,n’diki,f,gorilla,1.0,5.0,horizontal_baseline,back,correct
cacchione2009gravity,baseline,n’diki,f,gorilla,1.0,6.0,horizontal_baseline,back,correct
cacchione2009gravity,baseline,n’diki,f,gorilla,1.0,7.0,horizontal_baseline,front,correct
cacchione2009gravity,baseline,n’diki,f,gorilla,1.0,8.0,horizontal_baseline,front,correct
cacchione2009gravity,baseline,n’diki,f,gorilla,1.0,9.0,horizontal_baseline,back,correct
cacchione2009gravity,baseline,n’diki,f,gorilla,1.0,1.0,horizontal_switch,front,incorrect
cacchione2009gravity,baseline,n’diki,f,gorilla,1.0,2.0,horizontal_switch,back,correct
cacchione2009gravity,baseline,n’diki,f,gorilla,1.0,3.0,horizontal_switch,back,correct
cacchione2009gravity,baseline,n’diki,f,gorilla,1.0,4.0,horizontal_switch,back,correct
cacchione2009gravity,baseline,n’diki,f,gorilla,1.0,5.0,horizontal_switch,back,correct
cacchione2009gravity,baseline,n’diki,f,gorilla,1.0,6.0,horizontal_switch,front,correct
cacchione2009gravity,baseline,n’diki,f,gorilla,1.0,7.0,horizontal_switch,front,correct
cacchione2009gravity,baseline,n’diki,f,gorilla,1.0,8.0,horizontal_switch,back,correct
cacchione2009gravity,baseline,n’diki,f,gorilla,1.0,9.0,horizontal_switch,front,correct
cacchione2009gravity,baseline,n’diki,f,gorilla,1.0,10.0,horizontal_switch,back,correct
cacchione2009gravity,baseline,ruby_b'windi,f,gorilla,1.0,1.0,vertical_baseline,top,correct
cacchione2009gravity,baseline,ruby_b'windi,f,gorilla,1.0,2.0,vertical_baseline,down,correct
cacchione2009gravity,baseline,ruby_b'windi,f,gorilla,1.0,3.0,vertical_baseline,top,correct
cacchione2009gravity,baseline,ruby_b'windi,f,gorilla,1.0,4.0,vertical_baseline,down,correct
cacchione2009gravity,baseline,ruby_b'windi,f,gorilla,1.0,5.0,vertical_baseline,down,correct
cacchione2009gravity,baseline,ruby_b'windi,f,gorilla,1.0,6.0,vertical_baseline,top,correct
cacchione2009gravity,baseline,ruby_b'windi,f,gorilla,1.0,7.0,vertical_baseline,top,correct
cacchione2009gravity,baseline,ruby_b'windi,f,gorilla,1.0,8.0,vertical_baseline,down,correct
cacchione2009gravity,baseline,ruby_b'windi,f,gorilla,1.0,9.0,vertical_baseline,down,correct
cacchione2009gravity,baseline,ruby_b'windi,f,gorilla,1.0,10.0,vertical_baseline,top,correct
cacchione2009gravity,baseline,ruby_b'windi,f,gorilla,1.0,1.0,vertical_switch,down,correct
cacchione2009gravity,baseline,ruby_b'windi,f,gorilla,1.0,2.0,vertical_switch,down,correct
cacchione2009gravity,baseline,ruby_b'windi,f,gorilla,1.0,3.0,vertical_switch,down,correct
cacchione2009gravity,baseline,ruby_b'windi,f,gorilla,1.0,4.0,vertical_switch,down,correct
cacchione2009gravity,baseline,ruby_b'windi,f,gorilla,1.0,5.0,vertical_switch,down,correct
cacchione2009gravity,baseline,ruby_b'windi,f,gorilla,1.0,6.0,vertical_switch,top,correct
cacchione2009gravity,baseline,ruby_b'windi,f,gorilla,1.0,7.0,vertical_switch,down,correct
cacchione2009gravity,baseline,ruby_b'windi,f,gorilla,1.0,8.0,vertical_switch,top,correct
cacchione2009gravity,baseline,ruby_b'windi,f,gorilla,1.0,9.0,vertical_switch,down,correct
cacchione2009gravity,baseline,ruby_b'windi,f,gorilla,1.0,10.0,vertical_switch,top,correct
cacchione2009gravity,baseline,ruby_b'windi,f,gorilla,1.0,1.0,horizontal_baseline,front,correct
cacchione2009gravity,baseline,ruby_b'windi,f,gorilla,1.0,2.0,horizontal_baseline,back,correct
cacchione2009gravity,baseline,ruby_b'windi,f,gorilla,1.0,3.0,horizontal_baseline,back,correct
cacchione2009gravity,baseline,ruby_b'windi,f,gorilla,1.0,4.0,horizontal_baseline,front,correct
cacchione2009gravity,baseline,ruby_b'windi,f,gorilla,1.0,5.0,horizontal_baseline,front,correct
cacchione2009gravity,baseline,ruby_b'windi,f,gorilla,1.0,6.0,horizontal_baseline,back,correct
cacchione2009gravity,baseline,ruby_b'windi,f,gorilla,1.0,7.0,horizontal_baseline,front,correct
cacchione2009gravity,baseline,ruby_b'windi,f,gorilla,1.0,8.0,horizontal_baseline,back,correct
cacchione2009gravity,baseline,ruby_b'windi,f,gorilla,1.0,9.0,horizontal_baseline,front,correct
cacchione2009gravity,baseline,ruby_b'windi,f,gorilla,1.0,10.0,horizontal_baseline,back,correct
cacchione2009gravity,baseline,ruby_b'windi,f,gorilla,1.0,1.0,horizontal_switch,back,correct
cacchione2009gravity,baseline,ruby_b'windi,f,gorilla,1.0,2.0,horizontal_switch,back,correct
cacchione2009gravity,baseline,ruby_b'windi,f,gorilla,1.0,3.0,horizontal_switch,back,correct
cacchione2009gravity,baseline,ruby_b'windi,f,gorilla,1.0,4.0,horizontal_switch,back,correct
cacchione2009gravity,baseline,ruby_b'windi,f,gorilla,1.0,5.0,horizontal_switch,back,correct
cacchione2009gravity,baseline,ruby_b'windi,f,gorilla,1.0,6.0,horizontal_switch,front,correct
cacchione2009gravity,baseline,ruby_b'windi,f,gorilla,1.0,7.0,horizontal_switch,front,correct
cacchione2009gravity,baseline,ruby_b'windi,f,gorilla,1.0,8.0,horizontal_switch,back,correct
cacchione2009gravity,baseline,ruby_b'windi,f,gorilla,1.0,9.0,horizontal_switch,front,correct
cacchione2009gravity,baseline,ruby_b'windi,f,gorilla,1.0,10.0,horizontal_switch,back,correct
cacchione2009gravity,baseline,viringika,f,gorilla,1.0,1.0,vertical_baseline,top,correct
cacchione2009gravity,baseline,viringika,f,gorilla,1.0,2.0,vertical_baseline,down,correct
cacchione2009gravity,baseline,viringika,f,gorilla,1.0,3.0,vertical_baseline,top,correct
cacchione2009gravity,baseline,viringika,f,gorilla,1.0,4.0,vertical_baseline,down,
cacchione2009gravity,baseline,viringika,f,gorilla,1.0,5.0,vertical_baseline,top,correct
cacchione2009gravity,baseline,viringika,f,gorilla,1.0,6.0,vertical_baseline,down,correct
cacchione2009gravity,baseline,viringika,f,gorilla,1.0,7.0,vertical_baseline,down,correct
cacchione2009gravity,baseline,viringika,f,gorilla,1.0,8.0,vertical_baseline,top,correct
cacchione2009gravity,baseline,viringika,f,gorilla,1.0,9.0,vertical_baseline,down,correct
cacchione2009gravity,baseline,viringika,f,gorilla,1.0,10.0,vertical_baseline,top,correct
cacchione2009gravity,baseline,viringika,f,gorilla,1.0,1.0,vertical_switch,top,incorrect
cacchione2009gravity,baseline,viringika,f,gorilla,1.0,2.0,vertical_switch,down,correct
cacchione2009gravity,baseline,viringika,f,gorilla,1.0,3.0,vertical_switch,down,correct
cacchione2009gravity,baseline,viringika,f,gorilla,1.0,4.0,vertical_switch,down,correct
cacchione2009gravity,baseline,viringika,f,gorilla,1.0,5.0,vertical_switch,down,correct
cacchione2009gravity,baseline,viringika,f,gorilla,1.0,6.0,vertical_switch,top,correct
cacchione2009gravity,baseline,viringika,f,gorilla,1.0,7.0,vertical_switch,down,correct
cacchione2009gravity,baseline,viringika,f,gorilla,1.0,8.0,vertical_switch,down,incorrect
cacchione2009gravity,baseline,viringika,f,gorilla,1.0,9.0,vertical_switch,top,correct
cacchione2009gravity,baseline,viringika,f,gorilla,1.0,10.0,vertical_switch,down,correct
cacchione2009gravity,baseline,viringika,f,gorilla,1.0,1.0,horizontal_baseline,back,correct
cacchione2009gravity,baseline,viringika,f,gorilla,1.0,2.0,horizontal_baseline,front,correct
cacchione2009gravity,baseline,viringika,f,gorilla,1.0,3.0,horizontal_baseline,back,correct
cacchione2009gravity,baseline,viringika,f,gorilla,1.0,4.0,horizontal_baseline,front,correct
cacchione2009gravity,baseline,viringika,f,gorilla,1.0,5.0,horizontal_baseline,back,correct
cacchione2009gravity,baseline,viringika,f,gorilla,1.0,6.0,horizontal_baseline,front,correct
cacchione2009gravity,baseline,viringika,f,gorilla,1.0,7.0,horizontal_baseline,front,correct
cacchione2009gravity,baseline,viringika,f,gorilla,1.0,8.0,horizontal_baseline,front,incorrect
cacchione2009gravity,baseline,viringika,f,gorilla,1.0,9.0,horizontal_baseline,back,correct
cacchione2009gravity,baseline,viringika,f,gorilla,1.0,10.0,horizontal_baseline,front,correct
cacchione2009gravity,baseline,viringika,f,gorilla,1.0,1.0,horizontal_switch,front,correct
cacchione2009gravity,baseline,viringika,f,gorilla,1.0,2.0,horizontal_switch,front,correct
cacchione2009gravity,baseline,viringika,f,gorilla,1.0,3.0,horizontal_switch,front,correct
cacchione2009gravity,baseline,viringika,f,gorilla,1.0,4.0,horizontal_switch,front,correct
cacchione2009gravity,baseline,viringika,f,gorilla,1.0,5.0,horizontal_switch,front,correct
cacchione2009gravity,baseline,viringika,f,gorilla,1.0,6.0,horizontal_switch,back,correct
cacchione2009gravity,baseline,viringika,f,gorilla,1.0,7.0,horizontal_switch,front,correct
cacchione2009gravity,baseline,viringika,f,gorilla,1.0,8.0,horizontal_switch,back,correct
cacchione2009gravity,baseline,viringika,f,gorilla,1.0,9.0,horizontal_switch,front,correct
cacchione2009gravity,baseline,viringika,f,gorilla,1.0,10.0,horizontal_switch,back,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,1.0,1.0,vertical_baseline,down,incorrect
cacchione2009gravity,baseline,gorgo,m,gorilla,1.0,2.0,vertical_baseline,top,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,1.0,3.0,vertical_baseline,down,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,1.0,4.0,vertical_baseline,top,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,1.0,5.0,vertical_baseline,down,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,1.0,6.0,vertical_baseline,down,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,2.0,1.0,vertical_baseline,top,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,2.0,2.0,vertical_baseline,down,incorrect
cacchione2009gravity,baseline,gorgo,m,gorilla,2.0,3.0,vertical_baseline,down,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,3.0,1.0,vertical_baseline,top,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,3.0,2.0,vertical_baseline,down,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,3.0,3.0,vertical_baseline,down,incorrect
cacchione2009gravity,baseline,gorgo,m,gorilla,3.0,4.0,vertical_baseline,down,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,3.0,5.0,vertical_baseline,down,incorrect
cacchione2009gravity,baseline,gorgo,m,gorilla,3.0,6.0,vertical_baseline,top,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,3.0,7.0,vertical_baseline,top,incorrect
cacchione2009gravity,baseline,gorgo,m,gorilla,3.0,8.0,vertical_baseline,top,incorrect
cacchione2009gravity,baseline,gorgo,m,gorilla,3.0,9.0,vertical_baseline,top,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,4.0,1.0,vertical_baseline,top,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,4.0,2.0,vertical_baseline,down,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,4.0,3.0,vertical_baseline,top,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,4.0,4.0,vertical_baseline,top,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,4.0,5.0,vertical_baseline,down,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,4.0,6.0,vertical_baseline,down,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,4.0,7.0,vertical_baseline,top,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,4.0,8.0,vertical_baseline,top,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,4.0,9.0,vertical_baseline,down,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,1.0,1.0,vertical_switch,top,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,1.0,2.0,vertical_switch,top,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,1.0,3.0,vertical_switch,top,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,1.0,4.0,vertical_switch,top,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,1.0,5.0,vertical_switch,top,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,1.0,6.0,vertical_switch,down,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,1.0,7.0,vertical_switch,down,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,1.0,8.0,vertical_switch,top,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,1.0,9.0,vertical_switch,top,incorrect
cacchione2009gravity,baseline,gorgo,m,gorilla,1.0,10.0,vertical_switch,top,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,1.0,1.0,horizontal_baseline,front,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,1.0,2.0,horizontal_baseline,back,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,1.0,3.0,horizontal_baseline,front,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,1.0,4.0,horizontal_baseline,front,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,1.0,5.0,horizontal_baseline,back,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,1.0,6.0,horizontal_baseline,front,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,1.0,7.0,horizontal_baseline,back,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,1.0,8.0,horizontal_baseline,back,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,1.0,9.0,horizontal_baseline,front,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,1.0,10.0,horizontal_baseline,back,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,1.0,1.0,horizontal_switch,front,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,1.0,2.0,horizontal_switch,front,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,1.0,3.0,horizontal_switch,front,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,1.0,4.0,horizontal_switch,front,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,1.0,5.0,horizontal_switch,front,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,1.0,6.0,horizontal_switch,back,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,1.0,7.0,horizontal_switch,back,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,1.0,8.0,horizontal_switch,front,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,1.0,9.0,horizontal_switch,back,correct
cacchione2009gravity,baseline,gorgo,m,gorilla,1.0,10.0,horizontal_switch,front,correct
cacchione2009gravity,baseline,bimbo,m,orangutan,1.0,1.0,vertical_baseline,down,incorrect
cacchione2009gravity,baseline,bimbo,m,orangutan,1.0,2.0,vertical_baseline,down,correct
cacchione2009gravity,baseline,bimbo,m,orangutan,1.0,3.0,vertical_baseline,top,correct
cacchione2009gravity,baseline,bimbo,m,orangutan,1.0,4.0,vertical_baseline,down,correct
cacchione2009gravity,baseline,bimbo,m,orangutan,1.0,5.0,vertical_baseline,top,correct
cacchione2009gravity,baseline,bimbo,m,orangutan,1.0,6.0,vertical_baseline,down,incorrect
cacchione2009gravity,baseline,bimbo,m,orangutan,1.0,7.0,vertical_baseline,down,correct
cacchione2009gravity,baseline,bimbo,m,orangutan,1.0,8.0,vertical_baseline,down,correct
cacchione2009gravity,baseline,bimbo,m,orangutan,1.0,9.0,vertical_baseline,top,correct
cacchione2009gravity,baseline,bimbo,m,orangutan,1.0,10.0,vertical_baseline,down,correct
cacchione2009gravity,baseline,bimbo,m,orangutan,1.0,11.0,vertical_baseline,top,correct
cacchione2009gravity,baseline,bimbo,m,orangutan,1.0,1.0,vertical_switch,top,correct
cacchione2009gravity,baseline,bimbo,m,orangutan,1.0,2.0,vertical_switch,top,correct
cacchione2009gravity,baseline,bimbo,m,orangutan,1.0,3.0,vertical_switch,top,correct
cacchione2009gravity,baseline,bimbo,m,orangutan,1.0,4.0,vertical_switch,top,correct
cacchione2009gravity,baseline,bimbo,m,orangutan,1.0,5.0,vertical_switch,top,correct
cacchione2009gravity,baseline,bimbo,m,orangutan,1.0,6.0,vertical_switch,down,correct
cacchione2009gravity,baseline,bimbo,m,orangutan,1.0,7.0,vertical_switch,top,correct
cacchione2009gravity,baseline,bimbo,m,orangutan,1.0,8.0,vertical_switch,down,correct
cacchione2009gravity,baseline,bimbo,m,orangutan,1.0,9.0,vertical_switch,down,correct
cacchione2009gravity,baseline,bimbo,m,orangutan,1.0,10.0,vertical_switch,top,correct
cacchione2009gravity,baseline,bimbo,m,orangutan,1.0,1.0,horizontal_baseline,front,correct
cacchione2009gravity,baseline,bimbo,m,orangutan,1.0,2.0,horizontal_baseline,back,correct
cacchione2009gravity,baseline,bimbo,m,orangutan,1.0,3.0,horizontal_baseline,back,correct
cacchione2009gravity,baseline,bimbo,m,orangutan,1.0,4.0,horizontal_baseline,front,correct
cacchione2009gravity,baseline,bimbo,m,orangutan,1.0,5.0,horizontal_baseline,back,correct
cacchione2009gravity,baseline,bimbo,m,orangutan,1.0,6.0,horizontal_baseline,front,correct
cacchione2009gravity,baseline,bimbo,m,orangutan,1.0,7.0,horizontal_baseline,front,correct
cacchione2009gravity,baseline,bimbo,m,orangutan,1.0,8.0,horizontal_baseline,back,correct
cacchione2009gravity,baseline,bimbo,m,orangutan,1.0,9.0,horizontal_baseline,front,correct
cacchione2009gravity,baseline,bimbo,m,orangutan,1.0,10.0,horizontal_baseline,back,correct
cacchione2009gravity,baseline,bimbo,m,orangutan,1.0,1.0,horizontal_switch,front,correct
cacchione2009gravity,baseline,bimbo,m,orangutan,1.0,2.0,horizontal_switch,front,correct
cacchione2009gravity,baseline,bimbo,m,orangutan,1.0,3.0,horizontal_switch,front,correct
cacchione2009gravity,baseline,bimbo,m,orangutan,1.0,4.0,horizontal_switch,front,correct
cacchione2009gravity,baseline,bimbo,m,orangutan,1.0,5.0,horizontal_switch,front,correct
cacchione2009gravity,baseline,bimbo,m,orangutan,1.0,6.0,horizontal_switch,back,correct
cacchione2009gravity,baseline,bimbo,m,orangutan,1.0,7.0,horizontal_switch,front,correct
cacchione2009gravity,baseline,bimbo,m,orangutan,1.0,8.0,horizontal_switch,back,correct
cacchione2009gravity,baseline,bimbo,m,orangutan,1.0,9.0,horizontal_switch,back,correct
cacchione2009gravity,baseline,bimbo,m,orangutan,1.0,10.0,horizontal_switch,front,correct
cacchione2009gravity,baseline,dokana,f,orangutan,1.0,1.0,vertical_baseline,down,correct
cacchione2009gravity,baseline,dokana,f,orangutan,1.0,2.0,vertical_baseline,down,incorrect
cacchione2009gravity,baseline,dokana,f,orangutan,1.0,3.0,vertical_baseline,top,correct
cacchione2009gravity,baseline,dokana,f,orangutan,1.0,4.0,vertical_baseline,down,correct
cacchione2009gravity,baseline,dokana,f,orangutan,1.0,5.0,vertical_baseline,top,correct
cacchione2009gravity,baseline,dokana,f,orangutan,1.0,6.0,vertical_baseline,down,correct
cacchione2009gravity,baseline,dokana,f,orangutan,1.0,7.0,vertical_baseline,down,correct
cacchione2009gravity,baseline,dokana,f,orangutan,1.0,8.0,vertical_baseline,top,correct
cacchione2009gravity,baseline,dokana,f,orangutan,1.0,9.0,vertical_baseline,top,correct
cacchione2009gravity,baseline,dokana,f,orangutan,1.0,10.0,vertical_baseline,down,correct
cacchione2009gravity,baseline,dokana,f,orangutan,1.0,1.0,vertical_switch,top,correct
cacchione2009gravity,baseline,dokana,f,orangutan,1.0,2.0,vertical_switch,top,correct
cacchione2009gravity,baseline,dokana,f,orangutan,1.0,3.0,vertical_switch,top,correct
cacchione2009gravity,baseline,dokana,f,orangutan,1.0,4.0,vertical_switch,top,correct
cacchione2009gravity,baseline,dokana,f,orangutan,1.0,5.0,vertical_switch,top,correct
cacchione2009gravity,baseline,dokana,f,orangutan,1.0,6.0,vertical_switch,down,correct
cacchione2009gravity,baseline,dokana,f,orangutan,1.0,7.0,vertical_switch,top,correct
cacchione2009gravity,baseline,dokana,f,orangutan,1.0,8.0,vertical_switch,down,correct
cacchione2009gravity,baseline,dokana,f,orangutan,1.0,9.0,vertical_switch,top,correct
cacchione2009gravity,baseline,dokana,f,orangutan,1.0,10.0,vertical_switch,down,correct
cacchione2009gravity,baseline,dokana,f,orangutan,1.0,1.0,horizontal_baseline,back,incorrect
cacchione2009gravity,baseline,dokana,f,orangutan,1.0,2.0,horizontal_baseline,back,correct
cacchione2009gravity,baseline,dokana,f,orangutan,1.0,3.0,horizontal_baseline,front,correct
cacchione2009gravity,baseline,dokana,f,orangutan,1.0,4.0,horizontal_baseline,back,correct
cacchione2009gravity,baseline,dokana,f,orangutan,1.0,5.0,horizontal_baseline,front,correct
cacchione2009gravity,baseline,dokana,f,orangutan,1.0,6.0,horizontal_baseline,back,correct
cacchione2009gravity,baseline,dokana,f,orangutan,1.0,7.0,horizontal_baseline,back,correct
cacchione2009gravity,baseline,dokana,f,orangutan,1.0,8.0,horizontal_baseline,front,correct
cacchione2009gravity,baseline,dokana,f,orangutan,1.0,9.0,horizontal_baseline,front,correct
cacchione2009gravity,baseline,dokana,f,orangutan,1.0,10.0,horizontal_baseline,back,correct
cacchione2009gravity,baseline,dokana,f,orangutan,1.0,1.0,horizontal_switch,front,correct
cacchione2009gravity,baseline,dokana,f,orangutan,1.0,2.0,horizontal_switch,front,correct
cacchione2009gravity,baseline,dokana,f,orangutan,1.0,3.0,horizontal_switch,front,correct
cacchione2009gravity,baseline,dokana,f,orangutan,1.0,4.0,horizontal_switch,front,correct
cacchione2009gravity,baseline,dokana,f,orangutan,1.0,5.0,horizontal_switch,front,correct
cacchione2009gravity,baseline,dokana,f,orangutan,1.0,6.0,horizontal_switch,back,correct
cacchione2009gravity,baseline,dokana,f,orangutan,1.0,7.0,horizontal_switch,front,correct
cacchione2009gravity,baseline,dokana,f,orangutan,1.0,8.0,horizontal_switch,back,correct
