study_id,experiment,participant,sex,species,session,trial,condition,response,correct
cacchione2009gravity,2,padana,f,orangutan,1.0,3.0,horizontal_test_near,front,correct
cacchione2009gravity,2,padana,f,orangutan,1.0,4.0,horizontal_test_near,front,correct
cacchione2009gravity,2,pini,f,orangutan,1.0,1.0,horizontal_test_far,front,correct
cacchione2009gravity,2,pini,f,orangutan,1.0,2.0,horizontal_test_far,front,correct
cacchione2009gravity,2,pini,f,orangutan,1.0,3.0,horizontal_test_far,front,correct
cacchione2009gravity,2,pini,f,orangutan,1.0,4.0,horizontal_test_far,front,correct
cacchione2009gravity,2,pini,f,orangutan,1.0,1.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,pini,f,orangutan,1.0,2.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,pini,f,orangutan,1.0,3.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,pini,f,orangutan,1.0,4.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,pini,f,orangutan,1.0,1.0,horizontal_test_near,back,incorrect
cacchione2009gravity,2,pini,f,orangutan,1.0,2.0,horizontal_test_near,front,correct
cacchione2009gravity,2,pini,f,orangutan,1.0,3.0,horizontal_test_near,front,correct
cacchione2009gravity,2,pini,f,orangutan,1.0,4.0,horizontal_test_near,front,correct
cacchione2009gravity,2,pini,f,orangutan,1.0,5.0,horizontal_test_near,front,correct
cacchione2009gravity,2,joey,m,bonobo,1.0,1.0,horizontal_test_far,front,correct
cacchione2009gravity,2,joey,m,bonobo,1.0,2.0,horizontal_test_far,front,correct
cacchione2009gravity,2,joey,m,bonobo,1.0,3.0,horizontal_test_far,front,correct
cacchione2009gravity,2,joey,m,bonobo,1.0,4.0,horizontal_test_far,front,correct
cacchione2009gravity,2,joey,m,bonobo,1.0,1.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,joey,m,bonobo,1.0,2.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,joey,m,bonobo,1.0,3.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,joey,m,bonobo,1.0,4.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,joey,m,bonobo,1.0,1.0,horizontal_test_near,front,correct
cacchione2009gravity,2,joey,m,bonobo,1.0,2.0,horizontal_test_near,front,correct
cacchione2009gravity,2,joey,m,bonobo,1.0,3.0,horizontal_test_near,front,correct
cacchione2009gravity,2,joey,m,bonobo,1.0,4.0,horizontal_test_near,front,correct
cacchione2009gravity,2,kuno,m,bonobo,1.0,1.0,horizontal_test_far,front,correct
cacchione2009gravity,2,kuno,m,bonobo,1.0,2.0,horizontal_test_far,front,correct
cacchione2009gravity,2,kuno,m,bonobo,1.0,3.0,horizontal_test_far,front,correct
cacchione2009gravity,2,kuno,m,bonobo,1.0,4.0,horizontal_test_far,front,correct
cacchione2009gravity,2,kuno,m,bonobo,1.0,1.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,kuno,m,bonobo,1.0,2.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,kuno,m,bonobo,1.0,3.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,kuno,m,bonobo,1.0,4.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,kuno,m,bonobo,1.0,1.0,horizontal_test_near,front,correct
cacchione2009gravity,2,kuno,m,bonobo,1.0,2.0,horizontal_test_near,front,correct
cacchione2009gravity,2,kuno,m,bonobo,1.0,3.0,horizontal_test_near,front,correct
cacchione2009gravity,2,kuno,m,bonobo,1.0,4.0,horizontal_test_near,front,correct
cacchione2009gravity,2,limbuko,m,bonobo,1.0,1.0,horizontal_test_far,front,correct
cacchione2009gravity,2,limbuko,m,bonobo,1.0,2.0,horizontal_test_far,front,correct
cacchione2009gravity,2,limbuko,m,bonobo,1.0,3.0,horizontal_test_far,front,correct
cacchione2009gravity,2,limbuko,m,bonobo,1.0,4.0,horizontal_test_far,front,correct
cacchione2009gravity,2,limbuko,m,bonobo,1.0,1.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,limbuko,m,bonobo,1.0,2.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,limbuko,m,bonobo,1.0,3.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,limbuko,m,bonobo,1.0,4.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,limbuko,m,bonobo,1.0,1.0,horizontal_test_near,front,correct
cacchione2009gravity,2,limbuko,m,bonobo,1.0,2.0,horizontal_test_near,front,correct
cacchione2009gravity,2,limbuko,m,bonobo,1.0,3.0,horizontal_test_near,front,correct
cacchione2009gravity,2,limbuko,m,bonobo,1.0,4.0,horizontal_test_near,front,correct
cacchione2009gravity,2,ulindi,f,bonobo,1.0,1.0,horizontal_test_far,front,correct
cacchione2009gravity,2,ulindi,f,bonobo,1.0,2.0,horizontal_test_far,front,correct
cacchione2009gravity,2,ulindi,f,bonobo,1.0,3.0,horizontal_test_far,front,correct
cacchione2009gravity,2,ulindi,f,bonobo,1.0,4.0,horizontal_test_far,front,correct
cacchione2009gravity,2,ulindi,f,bonobo,1.0,1.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,ulindi,f,bonobo,1.0,2.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,ulindi,f,bonobo,1.0,3.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,ulindi,f,bonobo,1.0,4.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,ulindi,f,bonobo,1.0,1.0,horizontal_test_near,front,correct
cacchione2009gravity,2,ulindi,f,bonobo,1.0,2.0,horizontal_test_near,front,correct
cacchione2009gravity,2,ulindi,f,bonobo,1.0,3.0,horizontal_test_near,front,correct
cacchione2009gravity,2,ulindi,f,bonobo,1.0,4.0,horizontal_test_near,front,correct
cacchione2009gravity,2,yasa,f,bonobo,1.0,1.0,horizontal_test_far,front,correct
cacchione2009gravity,2,yasa,f,bonobo,1.0,2.0,horizontal_test_far,front,correct
cacchione2009gravity,2,yasa,f,bonobo,1.0,3.0,horizontal_test_far,front,correct
cacchione2009gravity,2,yasa,f,bonobo,1.0,4.0,horizontal_test_far,front,correct
cacchione2009gravity,2,yasa,f,bonobo,1.0,1.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,yasa,f,bonobo,1.0,2.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,yasa,f,bonobo,1.0,3.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,yasa,f,bonobo,1.0,4.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,yasa,f,bonobo,1.0,1.0,horizontal_test_near,front,correct
cacchione2009gravity,2,yasa,f,bonobo,1.0,2.0,horizontal_test_near,front,correct
cacchione2009gravity,2,yasa,f,bonobo,1.0,3.0,horizontal_test_near,front,correct
cacchione2009gravity,2,yasa,f,bonobo,1.0,4.0,horizontal_test_near,front,correct
cacchione2009gravity,2,alex,m,chimpanzee,1.0,1.0,horizontal_test_far,front,correct
cacchione2009gravity,2,alex,m,chimpanzee,1.0,2.0,horizontal_test_far,front,correct
cacchione2009gravity,2,alex,m,chimpanzee,1.0,3.0,horizontal_test_far,front,correct
cacchione2009gravity,2,alex,m,chimpanzee,1.0,4.0,horizontal_test_far,front,correct
cacchione2009gravity,2,alex,m,chimpanzee,1.0,1.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,alex,m,chimpanzee,1.0,2.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,alex,m,chimpanzee,1.0,3.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,alex,m,chimpanzee,1.0,4.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,alex,m,chimpanzee,1.0,1.0,horizontal_test_near,front,correct
cacchione2009gravity,2,alex,m,chimpanzee,1.0,2.0,horizontal_test_near,front,correct
cacchione2009gravity,2,alex,m,chimpanzee,1.0,3.0,horizontal_test_near,front,correct
cacchione2009gravity,2,alex,m,chimpanzee,1.0,4.0,horizontal_test_near,front,correct
cacchione2009gravity,2,alexandra,f,chimpanzee,1.0,1.0,horizontal_test_far,front,correct
cacchione2009gravity,2,alexandra,f,chimpanzee,1.0,2.0,horizontal_test_far,front,correct
cacchione2009gravity,2,alexandra,f,chimpanzee,1.0,3.0,horizontal_test_far,front,correct
cacchione2009gravity,2,alexandra,f,chimpanzee,1.0,4.0,horizontal_test_far,front,correct
cacchione2009gravity,2,alexandra,f,chimpanzee,1.0,1.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,alexandra,f,chimpanzee,1.0,2.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,alexandra,f,chimpanzee,1.0,3.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,alexandra,f,chimpanzee,1.0,4.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,alexandra,f,chimpanzee,1.0,1.0,horizontal_test_near,front,correct
cacchione2009gravity,2,alexandra,f,chimpanzee,1.0,2.0,horizontal_test_near,front,correct
cacchione2009gravity,2,alexandra,f,chimpanzee,1.0,3.0,horizontal_test_near,front,correct
cacchione2009gravity,2,alexandra,f,chimpanzee,1.0,4.0,horizontal_test_near,front,correct
cacchione2009gravity,2,annett,f,chimpanzee,1.0,1.0,horizontal_test_far,front,correct
cacchione2009gravity,2,annett,f,chimpanzee,1.0,2.0,horizontal_test_far,front,correct
cacchione2009gravity,2,annett,f,chimpanzee,1.0,3.0,horizontal_test_far,front,correct
cacchione2009gravity,2,annett,f,chimpanzee,1.0,4.0,horizontal_test_far,back,incorrect
cacchione2009gravity,2,annett,f,chimpanzee,1.0,5.0,horizontal_test_far,front,correct
cacchione2009gravity,2,annett,f,chimpanzee,1.0,1.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,annett,f,chimpanzee,1.0,2.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,annett,f,chimpanzee,1.0,3.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,annett,f,chimpanzee,1.0,4.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,annett,f,chimpanzee,1.0,1.0,horizontal_test_near,front,correct
cacchione2009gravity,2,annett,f,chimpanzee,1.0,2.0,horizontal_test_near,front,correct
cacchione2009gravity,2,annett,f,chimpanzee,1.0,3.0,horizontal_test_near,front,correct
cacchione2009gravity,2,annett,f,chimpanzee,1.0,4.0,horizontal_test_near,front,correct
cacchione2009gravity,2,fifi,f,chimpanzee,1.0,1.0,horizontal_test_far,front,correct
cacchione2009gravity,2,fifi,f,chimpanzee,1.0,2.0,horizontal_test_far,front,correct
cacchione2009gravity,2,fifi,f,chimpanzee,1.0,3.0,horizontal_test_far,front,correct
cacchione2009gravity,2,fifi,f,chimpanzee,1.0,4.0,horizontal_test_far,front,correct
cacchione2009gravity,2,fifi,f,chimpanzee,1.0,1.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,fifi,f,chimpanzee,1.0,2.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,fifi,f,chimpanzee,1.0,3.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,fifi,f,chimpanzee,1.0,4.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,fifi,f,chimpanzee,1.0,1.0,horizontal_test_near,front,correct
cacchione2009gravity,2,fifi,f,chimpanzee,1.0,2.0,horizontal_test_near,front,correct
cacchione2009gravity,2,fifi,f,chimpanzee,1.0,3.0,horizontal_test_near,front,correct
cacchione2009gravity,2,fifi,f,chimpanzee,1.0,4.0,horizontal_test_near,front,correct
cacchione2009gravity,2,gertrudia,f,chimpanzee,1.0,1.0,horizontal_test_far,front,correct
cacchione2009gravity,2,gertrudia,f,chimpanzee,1.0,2.0,horizontal_test_far,front,correct
cacchione2009gravity,2,gertrudia,f,chimpanzee,1.0,3.0,horizontal_test_far,front,correct
cacchione2009gravity,2,gertrudia,f,chimpanzee,1.0,4.0,horizontal_test_far,front,correct
cacchione2009gravity,2,gertrudia,f,chimpanzee,1.0,1.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,gertrudia,f,chimpanzee,1.0,2.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,gertrudia,f,chimpanzee,1.0,3.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,gertrudia,f,chimpanzee,1.0,4.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,gertrudia,f,chimpanzee,1.0,1.0,horizontal_test_near,front,correct
cacchione2009gravity,2,gertrudia,f,chimpanzee,1.0,2.0,horizontal_test_near,front,correct
cacchione2009gravity,2,gertrudia,f,chimpanzee,1.0,3.0,horizontal_test_near,front,correct
cacchione2009gravity,2,gertrudia,f,chimpanzee,1.0,4.0,horizontal_test_near,front,correct
cacchione2009gravity,2,jahaga,f,chimpanzee,1.0,1.0,horizontal_test_far,front,correct
cacchione2009gravity,2,jahaga,f,chimpanzee,1.0,2.0,horizontal_test_far,front,correct
cacchione2009gravity,2,jahaga,f,chimpanzee,1.0,3.0,horizontal_test_far,front,correct
cacchione2009gravity,2,jahaga,f,chimpanzee,1.0,4.0,horizontal_test_far,back,correct
cacchione2009gravity,2,jahaga,f,chimpanzee,1.0,5.0,horizontal_test_far,front,correct
cacchione2009gravity,2,jahaga,f,chimpanzee,1.0,1.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,jahaga,f,chimpanzee,1.0,2.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,jahaga,f,chimpanzee,1.0,3.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,jahaga,f,chimpanzee,1.0,4.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,jahaga,f,chimpanzee,1.0,1.0,horizontal_test_near,front,correct
cacchione2009gravity,2,jahaga,f,chimpanzee,1.0,2.0,horizontal_test_near,front,correct
cacchione2009gravity,2,jahaga,f,chimpanzee,1.0,3.0,horizontal_test_near,front,correct
cacchione2009gravity,2,jahaga,f,chimpanzee,1.0,4.0,horizontal_test_near,front,correct
cacchione2009gravity,2,toba,f,orangutan,1.0,1.0,horizontal_test_far,front,correct
cacchione2009gravity,2,toba,f,orangutan,1.0,2.0,horizontal_test_far,front,correct
cacchione2009gravity,2,toba,f,orangutan,1.0,3.0,horizontal_test_far,front,correct
cacchione2009gravity,2,toba,f,orangutan,1.0,4.0,horizontal_test_far,front,correct
cacchione2009gravity,2,toba,f,orangutan,1.0,1.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,toba,f,orangutan,1.0,2.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,toba,f,orangutan,1.0,3.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,toba,f,orangutan,1.0,4.0,horizontal_test_far_opposite_c.,front,correct
cacchione2009gravity,2,toba,f,orangutan,1.0,1.0,horizontal_test_near,front,correct
cacchione2009gravity,2,toba,f,orangutan,1.0,2.0,horizontal_test_near,front,correct
cacchione2009gravity,2,toba,f,orangutan,1.0,3.0,horizontal_test_near,front,correct
