study_id,experiment,participant,age_in_years,sex,species,number_trials,condition,lop,num_levels,changes_direction,order,new_order,configuration_id,repetition,t1_planning,t1_success,test_value,diff_num_trials
volter2014younger,1,kofi,6,m,chimpanzee,1,clear,0,2,0.0,42,17.0,4,2,1,1,4.0,-3.0
volter2014younger,1,kofi,6,m,chimpanzee,1,clear,1,2,0.0,43,18.0,15,2,1,1,4.0,-3.0
volter2014younger,1,kofi,6,m,chimpanzee,3,clear,2,2,1.0,44,19.0,21,2,0,0,4.0,-1.0
volter2014younger,1,kofi,6,m,chimpanzee,1,clear,1,1,0.0,45,20.0,12,2,1,1,4.0,-3.0
volter2014younger,1,kofi,6,m,chimpanzee,1,clear,1,2,1.0,46,21.0,13,2,1,1,4.0,-3.0
volter2014younger,1,kofi,6,m,chimpanzee,1,clear,2,1,0.0,47,22.0,17,2,1,1,4.0,-3.0
volter2014younger,1,kofi,6,m,chimpanzee,1,clear,0,2,1.0,48,23.0,7,2,1,1,4.0,-3.0
volter2014younger,1,kofi,6,m,chimpanzee,1,clear,0,2,0.0,49,24.0,8,2,1,1,4.0,-3.0
volter2014younger,1,kuno,14,m,bonobo,2,clear,0,2,0.0,1,1.0,8,1,0,0,4.0,-2.0
volter2014younger,1,kuno,14,m,bonobo,3,clear,0,2,0.0,2,2.0,4,1,0,0,4.0,-1.0
volter2014younger,1,kuno,14,m,bonobo,8,clear,2,1,1.0,3,3.0,18,1,1,0,4.0,4.0
volter2014younger,1,kuno,14,m,bonobo,5,clear,0,2,0.0,4,4.0,6,1,1,0,4.0,1.0
volter2014younger,1,kuno,14,m,bonobo,1,clear,2,2,0.0,5,5.0,22,1,1,1,4.0,-3.0
volter2014younger,1,kuno,14,m,bonobo,2,clear,1,1,0.0,6,6.0,12,1,0,0,4.0,-2.0
volter2014younger,1,kuno,14,m,bonobo,1,clear,0,2,0.0,7,7.0,1,1,1,1,4.0,-3.0
volter2014younger,1,kuno,14,m,bonobo,13,clear,1,2,1.0,8,8.0,16,1,1,0,4.0,9.0
volter2014younger,1,kuno,14,m,bonobo,1,clear,0,2,1.0,9,9.0,2,1,1,1,4.0,-3.0
volter2014younger,1,kuno,14,m,bonobo,4,clear,1,2,0.0,10,10.0,14,1,0,0,4.0,0.0
volter2014younger,1,kuno,14,m,bonobo,2,clear,0,2,1.0,11,11.0,5,1,0,0,4.0,-2.0
volter2014younger,1,kuno,14,m,bonobo,1,clear,1,2,1.0,12,12.0,13,1,1,1,4.0,-3.0
volter2014younger,1,kuno,14,m,bonobo,1,clear,2,2,1.0,13,13.0,21,1,1,1,4.0,-3.0
volter2014younger,1,kuno,14,m,bonobo,2,clear,0,2,1.0,14,14.0,3,1,1,0,4.0,-2.0
volter2014younger,1,kuno,14,m,bonobo,2,clear,2,1,0.0,15,15.0,20,1,0,0,4.0,-2.0
volter2014younger,1,kuno,14,m,bonobo,1,clear,2,2,0.0,16,16.0,23,1,1,1,4.0,-3.0
volter2014younger,1,kuno,14,m,bonobo,1,clear,1,1,1.0,17,17.0,11,1,1,1,4.0,-3.0
volter2014younger,1,kuno,14,m,bonobo,3,clear,2,2,1.0,18,18.0,24,1,0,0,4.0,-1.0
volter2014younger,1,kuno,14,m,bonobo,3,clear,1,1,0.0,19,19.0,9,1,0,0,4.0,-1.0
volter2014younger,1,kuno,14,m,bonobo,6,clear,2,1,1.0,20,20.0,19,1,0,0,4.0,2.0
volter2014younger,1,kuno,14,m,bonobo,1,clear,1,1,1.0,21,21.0,10,1,1,1,4.0,-3.0
volter2014younger,1,kuno,14,m,bonobo,1,clear,2,1,0.0,22,22.0,17,1,1,1,4.0,-3.0
volter2014younger,1,kuno,14,m,bonobo,1,clear,0,2,1.0,23,23.0,7,1,1,1,4.0,-3.0
volter2014younger,1,kuno,14,m,bonobo,2,clear,1,2,0.0,24,24.0,15,1,0,0,4.0,-2.0
volter2014younger,1,kuno,14,m,bonobo,1,clear,0,2,1.0,25,1.0,3,2,1,1,4.0,-3.0
volter2014younger,1,kuno,14,m,bonobo,2,clear,2,1,1.0,26,2.0,18,2,0,0,4.0,-2.0
volter2014younger,1,kuno,14,m,bonobo,1,clear,1,1,0.0,27,3.0,12,2,1,1,4.0,-3.0
volter2014younger,1,kuno,14,m,bonobo,2,clear,2,2,0.0,28,4.0,23,2,0,0,4.0,-2.0
volter2014younger,1,kuno,14,m,bonobo,1,clear,1,2,0.0,29,5.0,14,2,1,1,4.0,-3.0
volter2014younger,1,kuno,14,m,bonobo,2,clear,0,2,0.0,30,6.0,4,2,1,0,4.0,-2.0
volter2014younger,1,kuno,14,m,bonobo,1,clear,1,1,0.0,31,7.0,9,2,1,1,4.0,-3.0
volter2014younger,1,kuno,14,m,bonobo,1,clear,2,2,0.0,32,8.0,22,2,1,1,4.0,-3.0
volter2014younger,1,kuno,14,m,bonobo,2,clear,0,2,1.0,33,9.0,2,2,0,0,4.0,-2.0
volter2014younger,1,kuno,14,m,bonobo,1,clear,0,2,1.0,34,10.0,5,2,1,1,4.0,-3.0
volter2014younger,1,kuno,14,m,bonobo,4,clear,2,1,0.0,36,11.0,17,2,0,0,4.0,0.0
volter2014younger,1,kuno,14,m,bonobo,1,clear,1,2,0.0,37,12.0,15,2,1,1,4.0,-3.0
volter2014younger,1,kuno,14,m,bonobo,1,clear,0,2,0.0,38,13.0,1,2,1,1,4.0,-3.0
volter2014younger,1,kuno,14,m,bonobo,1,clear,1,2,1.0,39,14.0,16,2,1,1,4.0,-3.0
volter2014younger,1,kuno,14,m,bonobo,2,clear,2,2,1.0,40,15.0,24,2,0,0,4.0,-2.0
volter2014younger,1,kuno,14,m,bonobo,1,clear,0,2,0.0,41,16.0,8,2,1,1,4.0,-3.0
volter2014younger,1,kuno,14,m,bonobo,1,clear,1,1,1.0,42,17.0,10,2,1,1,4.0,-3.0
volter2014younger,1,kuno,14,m,bonobo,1,clear,0,2,1.0,43,18.0,7,2,1,1,4.0,-3.0
volter2014younger,1,kuno,14,m,bonobo,1,clear,2,1,1.0,44,19.0,19,2,1,1,4.0,-3.0
volter2014younger,1,kuno,14,m,bonobo,3,clear,0,2,0.0,45,20.0,6,2,1,0,4.0,-1.0
volter2014younger,1,kuno,14,m,bonobo,1,clear,1,2,1.0,46,21.0,13,2,1,1,4.0,-3.0
volter2014younger,1,kuno,14,m,bonobo,1,clear,2,2,1.0,47,22.0,21,2,1,1,4.0,-3.0
volter2014younger,1,kuno,14,m,bonobo,2,clear,2,1,0.0,48,23.0,20,2,0,0,4.0,-2.0
volter2014younger,1,kuno,14,m,bonobo,1,clear,1,1,1.0,49,24.0,11,2,1,1,4.0,-3.0
volter2014younger,1,pia,12,f,chimpanzee,7,clear,2,1,1.0,1,1.0,19,1,0,0,4.0,3.0
volter2014younger,1,pia,12,f,chimpanzee,3,clear,1,2,0.0,2,2.0,14,1,1,0,4.0,-1.0
volter2014younger,1,pia,12,f,chimpanzee,1,clear,1,1,0.0,3,3.0,12,1,1,1,4.0,-3.0
volter2014younger,1,pia,12,f,chimpanzee,6,clear,1,2,1.0,4,4.0,16,1,1,0,4.0,2.0
volter2014younger,1,pia,12,f,chimpanzee,17,clear,0,2,1.0,5,5.0,2,1,0,0,4.0,13.0
volter2014younger,1,pia,12,f,chimpanzee,17,clear,2,1,0.0,6,6.0,17,1,0,0,4.0,13.0
volter2014younger,1,pia,12,f,chimpanzee,3,clear,1,2,1.0,7,7.0,13,1,0,0,4.0,-1.0
volter2014younger,1,pia,12,f,chimpanzee,9,clear,1,1,0.0,8,8.0,9,1,1,0,4.0,5.0
volter2014younger,1,pia,12,f,chimpanzee,1,clear,0,2,0.0,9,9.0,6,1,1,1,4.0,-3.0
volter2014younger,1,pia,12,f,chimpanzee,5,clear,2,1,1.0,10,10.0,18,1,1,0,4.0,1.0
volter2014younger,1,pia,12,f,chimpanzee,3,clear,1,1,1.0,11,11.0,10,1,0,0,4.0,-1.0
volter2014younger,1,pia,12,f,chimpanzee,1,clear,2,1,0.0,12,12.0,20,1,1,1,4.0,-3.0
volter2014younger,1,pia,12,f,chimpanzee,3,clear,2,2,1.0,13,13.0,24,1,0,0,4.0,-1.0
volter2014younger,1,pia,12,f,chimpanzee,7,clear,2,2,1.0,14,14.0,21,1,1,0,4.0,3.0
volter2014younger,1,pia,12,f,chimpanzee,1,clear,0,2,1.0,15,15.0,5,1,1,1,4.0,-3.0
volter2014younger,1,pia,12,f,chimpanzee,3,clear,1,2,0.0,16,16.0,15,1,0,0,4.0,-1.0
volter2014younger,1,pia,12,f,chimpanzee,2,clear,0,2,1.0,17,17.0,3,1,0,0,4.0,-2.0
volter2014younger,1,pia,12,f,chimpanzee,1,clear,0,2,0.0,18,18.0,1,1,1,1,4.0,-3.0
volter2014younger,1,pia,12,f,chimpanzee,2,clear,2,2,0.0,19,19.0,23,1,0,0,4.0,-2.0
volter2014younger,1,pia,12,f,chimpanzee,4,clear,0,2,1.0,20,20.0,7,1,0,0,4.0,0.0
volter2014younger,1,pia,12,f,chimpanzee,1,clear,0,2,0.0,21,21.0,8,1,1,1,4.0,-3.0
volter2014younger,1,pia,12,f,chimpanzee,9,clear,2,2,0.0,22,22.0,22,1,0,0,4.0,5.0
volter2014younger,1,pia,12,f,chimpanzee,7,clear,1,1,1.0,23,23.0,11,1,1,0,4.0,3.0
volter2014younger,1,pia,12,f,chimpanzee,1,clear,0,2,0.0,24,24.0,4,1,1,1,4.0,-3.0
volter2014younger,1,pia,12,f,chimpanzee,1,clear,1,1,1.0,25,1.0,11,2,1,1,4.0,-3.0
volter2014younger,1,pia,12,f,chimpanzee,3,clear,1,2,1.0,26,2.0,16,2,0,0,4.0,-1.0
volter2014younger,1,pia,12,f,chimpanzee,1,clear,0,2,0.0,27,3.0,8,2,1,1,4.0,-3.0
volter2014younger,1,pia,12,f,chimpanzee,1,clear,0,2,1.0,28,4.0,5,2,1,1,4.0,-3.0
volter2014younger,1,pia,12,f,chimpanzee,3,clear,1,2,1.0,29,5.0,13,2,1,0,4.0,-1.0
volter2014younger,1,pia,12,f,chimpanzee,1,clear,0,2,1.0,30,6.0,7,2,1,1,4.0,-3.0
volter2014younger,1,pia,12,f,chimpanzee,2,clear,0,2,0.0,31,7.0,4,2,1,0,4.0,-2.0
volter2014younger,1,pia,12,f,chimpanzee,1,clear,2,1,0.0,32,8.0,17,2,1,1,4.0,-3.0
volter2014younger,1,pia,12,f,chimpanzee,1,clear,0,2,1.0,33,9.0,2,2,1,1,4.0,-3.0
volter2014younger,1,pia,12,f,chimpanzee,1,clear,1,2,0.0,34,10.0,14,2,1,1,4.0,-3.0
volter2014younger,1,pia,12,f,chimpanzee,4,clear,2,2,1.0,35,11.0,24,2,0,0,4.0,0.0
volter2014younger,1,pia,12,f,chimpanzee,1,clear,2,2,0.0,36,12.0,23,2,1,1,4.0,-3.0
volter2014younger,1,pia,12,f,chimpanzee,4,clear,1,1,0.0,37,13.0,12,2,0,0,4.0,0.0
volter2014younger,1,pia,12,f,chimpanzee,1,clear,0,2,1.0,38,14.0,3,2,1,1,4.0,-3.0
volter2014younger,1,pia,12,f,chimpanzee,1,clear,2,1,0.0,39,15.0,20,2,1,1,4.0,-3.0
volter2014younger,1,pia,12,f,chimpanzee,1,clear,2,2,0.0,40,16.0,22,2,1,1,4.0,-3.0
volter2014younger,1,pia,12,f,chimpanzee,1,clear,0,2,0.0,41,17.0,1,2,1,1,4.0,-3.0
volter2014younger,1,pia,12,f,chimpanzee,5,clear,1,1,1.0,42,18.0,10,2,1,0,4.0,1.0
volter2014younger,1,pia,12,f,chimpanzee,1,clear,1,2,0.0,44,19.0,15,2,1,1,4.0,-3.0
volter2014younger,1,pia,12,f,chimpanzee,1,clear,0,2,0.0,45,20.0,6,2,1,1,4.0,-3.0
volter2014younger,1,pia,12,f,chimpanzee,1,clear,2,1,1.0,46,21.0,18,2,1,1,4.0,-3.0
volter2014younger,1,pia,12,f,chimpanzee,1,clear,1,1,0.0,47,22.0,9,2,1,1,4.0,-3.0
volter2014younger,1,pia,12,f,chimpanzee,3,clear,2,2,1.0,48,23.0,21,2,0,0,4.0,-1.0
volter2014younger,1,pia,12,f,chimpanzee,1,clear,2,1,1.0,49,24.0,19,2,1,1,4.0,-3.0
volter2014younger,1,pini,23,f,orangutan,8,clear,2,1,1.0,1,1.0,18,1,0,0,4.0,4.0
volter2014younger,1,pini,23,f,orangutan,12,clear,0,2,0.0,2,2.0,1,1,0,0,4.0,8.0
volter2014younger,1,pini,23,f,orangutan,4,clear,1,1,0.0,3,3.0,12,1,1,0,4.0,0.0
volter2014younger,1,pini,23,f,orangutan,1,clear,2,2,1.0,4,4.0,24,1,1,1,4.0,-3.0
volter2014younger,1,pini,23,f,orangutan,3,clear,1,2,1.0,5,5.0,13,1,0,0,4.0,-1.0
volter2014younger,1,pini,23,f,orangutan,1,clear,2,2,0.0,6,6.0,22,1,1,1,4.0,-3.0
volter2014younger,1,pini,23,f,orangutan,17,clear,1,1,1.0,7,7.0,11,1,0,0,4.0,13.0
volter2014younger,1,pini,23,f,orangutan,8,clear,2,1,0.0,8,8.0,20,1,1,0,4.0,4.0
volter2014younger,1,pini,23,f,orangutan,3,clear,0,2,0.0,9,9.0,6,1,1,0,4.0,-1.0
volter2014younger,1,pini,23,f,orangutan,2,clear,0,2,1.0,10,10.0,2,1,1,0,4.0,-2.0
volter2014younger,1,pini,23,f,orangutan,17,clear,2,1,0.0,11,11.0,17,1,0,0,4.0,13.0
volter2014younger,1,pini,23,f,orangutan,17,clear,0,2,1.0,12,12.0,3,1,0,0,4.0,13.0
volter2014younger,1,pini,23,f,orangutan,1,clear,2,2,0.0,13,13.0,23,1,1,1,4.0,-3.0
volter2014younger,1,pini,23,f,orangutan,7,clear,1,1,0.0,14,14.0,9,1,0,0,4.0,3.0
volter2014younger,1,pini,23,f,orangutan,6,clear,1,2,0.0,15,15.0,14,1,0,0,4.0,2.0
volter2014younger,1,pini,23,f,orangutan,15,clear,0,2,1.0,16,16.0,7,1,0,0,4.0,11.0
volter2014younger,1,pini,23,f,orangutan,4,clear,0,2,0.0,18,17.0,8,1,0,0,4.0,0.0
volter2014younger,1,pini,23,f,orangutan,13,clear,2,2,1.0,19,18.0,21,1,1,0,4.0,9.0
volter2014younger,1,pini,23,f,orangutan,3,clear,1,2,1.0,20,19.0,16,1,0,0,4.0,-1.0
volter2014younger,1,pini,23,f,orangutan,2,clear,0,2,0.0,21,20.0,4,1,0,0,4.0,-2.0
volter2014younger,1,pini,23,f,orangutan,2,clear,0,2,1.0,22,21.0,5,1,0,0,4.0,-2.0
volter2014younger,1,pini,23,f,orangutan,2,clear,2,1,1.0,23,22.0,19,1,0,0,4.0,-2.0
volter2014younger,1,pini,23,f,orangutan,14,clear,1,1,1.0,24,23.0,10,1,0,0,4.0,10.0
volter2014younger,1,pini,23,f,orangutan,4,clear,1,2,0.0,41,24.0,15,1,0,0,4.0,0.0
volter2014younger,1,pini,23,f,orangutan,13,clear,1,1,1.0,25,1.0,10,2,0,0,4.0,9.0
volter2014younger,1,pini,23,f,orangutan,3,clear,1,2,1.0,26,2.0,13,2,1,0,4.0,-1.0
volter2014younger,1,pini,23,f,orangutan,2,clear,0,2,0.0,27,3.0,1,2,0,0,4.0,-2.0
volter2014younger,1,pini,23,f,orangutan,2,clear,0,2,1.0,29,4.0,7,2,0,0,4.0,-2.0
volter2014younger,1,pini,23,f,orangutan,1,clear,0,2,1.0,30,5.0,2,2,1,1,4.0,-3.0
volter2014younger,1,pini,23,f,orangutan,2,clear,2,1,0.0,31,6.0,17,2,0,0,4.0,-2.0
volter2014younger,1,pini,23,f,orangutan,5,clear,1,1,0.0,32,7.0,12,2,0,0,4.0,1.0
volter2014younger,1,pini,23,f,orangutan,1,clear,0,2,0.0,33,8.0,4,2,1,1,4.0,-3.0
volter2014younger,1,pini,23,f,orangutan,1,clear,1,2,0.0,34,9.0,14,2,1,1,4.0,-3.0
volter2014younger,1,pini,23,f,orangutan,1,clear,1,1,0.0,35,10.0,9,2,1,1,4.0,-3.0
volter2014younger,1,pini,23,f,orangutan,3,clear,2,1,0.0,36,11.0,20,2,0,0,4.0,-1.0
volter2014younger,1,pini,23,f,orangutan,6,clear,2,2,0.0,37,12.0,23,2,1,0,4.0,2.0
volter2014younger,1,pini,23,f,orangutan,3,clear,1,2,1.0,38,13.0,16,2,1,0,4.0,-1.0
volter2014younger,1,pini,23,f,orangutan,10,clear,2,2,1.0,39,14.0,24,2,0,0,4.0,6.0
volter2014younger,1,pini,23,f,orangutan,10,clear,1,1,1.0,40,15.0,11,2,1,0,4.0,6.0
volter2014younger,1,pini,23,f,orangutan,1,clear,0,2,0.0,42,16.0,8,2,1,1,4.0,-3.0
volter2014younger,1,pini,23,f,orangutan,5,clear,2,1,1.0,43,17.0,19,2,0,0,4.0,1.0
volter2014younger,1,pini,23,f,orangutan,4,clear,0,2,0.0,44,18.0,6,2,0,0,4.0,0.0
volter2014younger,1,pini,23,f,orangutan,17,clear,0,2,1.0,45,19.0,3,2,0,0,4.0,13.0
volter2014younger,1,pini,23,f,orangutan,3,clear,2,2,0.0,46,20.0,22,2,0,0,4.0,-1.0
volter2014younger,1,pini,23,f,orangutan,7,clear,0,2,1.0,47,21.0,5,2,0,0,4.0,3.0
volter2014younger,1,pini,23,f,orangutan,17,clear,2,2,1.0,48,22.0,21,2,0,0,4.0,13.0
volter2014younger,1,pini,23,f,orangutan,5,clear,1,2,0.0,49,23.0,15,2,0,0,4.0,1.0
volter2014younger,1,pini,23,f,orangutan,5,clear,2,1,1.0,50,24.0,18,2,0,0,4.0,1.0
volter2014younger,1,riet,33,f,chimpanzee,5,clear,1,2,1.0,1,1.0,13,1,0,0,4.0,1.0
volter2014younger,1,riet,33,f,chimpanzee,6,clear,2,2,1.0,2,2.0,21,1,0,0,4.0,2.0
volter2014younger,1,riet,33,f,chimpanzee,15,clear,0,2,1.0,3,3.0,2,1,0,0,4.0,11.0
volter2014younger,1,riet,33,f,chimpanzee,1,clear,2,1,1.0,4,4.0,19,1,1,1,4.0,-3.0
volter2014younger,1,riet,33,f,chimpanzee,2,clear,1,1,0.0,5,5.0,9,1,1,0,4.0,-2.0
volter2014younger,1,riet,33,f,chimpanzee,1,clear,2,1,1.0,6,6.0,18,1,1,1,4.0,-3.0
volter2014younger,1,riet,33,f,chimpanzee,8,clear,0,2,0.0,7,7.0,6,1,0,0,4.0,4.0
volter2014younger,1,riet,33,f,chimpanzee,1,clear,2,2,0.0,8,8.0,23,1,1,1,4.0,-3.0
volter2014younger,1,riet,33,f,chimpanzee,15,clear,0,2,0.0,9,9.0,8,1,0,0,4.0,11.0
volter2014younger,1,riet,33,f,chimpanzee,5,clear,1,2,0.0,10,10.0,14,1,0,0,4.0,1.0
volter2014younger,1,riet,33,f,chimpanzee,5,clear,0,2,1.0,11,11.0,5,1,0,0,4.0,1.0
volter2014younger,1,riet,33,f,chimpanzee,3,clear,0,2,0.0,12,12.0,4,1,0,0,4.0,-1.0
volter2014younger,1,riet,33,f,chimpanzee,9,clear,1,2,1.0,13,13.0,16,1,1,0,4.0,5.0
volter2014younger,1,riet,33,f,chimpanzee,6,clear,2,1,0.0,14,14.0,20,1,1,0,4.0,2.0
volter2014younger,1,riet,33,f,chimpanzee,7,clear,0,2,0.0,15,15.0,1,1,1,0,4.0,3.0
volter2014younger,1,riet,33,f,chimpanzee,4,clear,2,1,0.0,16,16.0,17,1,0,0,4.0,0.0
volter2014younger,1,riet,33,f,chimpanzee,2,clear,1,1,0.0,17,17.0,12,1,1,0,4.0,-2.0
volter2014younger,1,riet,33,f,chimpanzee,1,clear,1,1,1.0,18,18.0,11,1,1,1,4.0,-3.0
volter2014younger,1,riet,33,f,chimpanzee,4,clear,0,2,1.0,19,19.0,3,1,0,0,4.0,0.0
volter2014younger,1,riet,33,f,chimpanzee,1,clear,2,2,0.0,20,20.0,22,1,1,1,4.0,-3.0
volter2014younger,1,riet,33,f,chimpanzee,17,clear,2,2,1.0,21,21.0,24,1,0,0,4.0,13.0
volter2014younger,1,riet,33,f,chimpanzee,2,clear,1,2,0.0,22,22.0,15,1,0,0,4.0,-2.0
volter2014younger,1,riet,33,f,chimpanzee,3,clear,1,1,1.0,23,23.0,10,1,0,0,4.0,-1.0
volter2014younger,1,riet,33,f,chimpanzee,1,clear,0,2,1.0,24,24.0,7,1,1,1,4.0,-3.0
volter2014younger,1,riet,33,f,chimpanzee,7,clear,1,2,0.0,25,1.0,14,2,0,0,4.0,3.0
volter2014younger,1,riet,33,f,chimpanzee,3,clear,0,2,1.0,26,2.0,5,2,0,0,4.0,-1.0
volter2014younger,1,riet,33,f,chimpanzee,4,clear,2,1,1.0,27,3.0,19,2,0,0,4.0,0.0
volter2014younger,1,riet,33,f,chimpanzee,4,clear,1,1,0.0,28,4.0,9,2,0,0,4.0,0.0
volter2014younger,1,riet,33,f,chimpanzee,8,clear,2,2,0.0,29,5.0,23,2,0,0,4.0,4.0
volter2014younger,1,riet,33,f,chimpanzee,7,clear,1,2,1.0,30,6.0,13,2,0,0,4.0,3.0
volter2014younger,1,riet,33,f,chimpanzee,1,clear,1,2,0.0,31,7.0,15,2,1,1,4.0,-3.0
volter2014younger,1,riet,33,f,chimpanzee,3,clear,0,2,0.0,32,8.0,8,2,0,0,4.0,-1.0
volter2014younger,1,riet,33,f,chimpanzee,4,clear,1,1,1.0,33,9.0,10,2,1,0,4.0,0.0
volter2014younger,1,riet,33,f,chimpanzee,3,clear,0,2,1.0,34,10.0,7,2,0,0,4.0,-1.0
volter2014younger,1,riet,33,f,chimpanzee,3,clear,2,1,1.0,35,11.0,18,2,0,0,4.0,-1.0
volter2014younger,1,riet,33,f,chimpanzee,2,clear,0,2,1.0,37,12.0,3,2,0,0,4.0,-2.0
volter2014younger,1,riet,33,f,chimpanzee,4,clear,0,2,0.0,38,13.0,6,2,1,0,4.0,0.0
volter2014younger,1,riet,33,f,chimpanzee,2,clear,2,2,1.0,39,14.0,21,2,0,0,4.0,-2.0
volter2014younger,1,riet,33,f,chimpanzee,9,clear,1,1,1.0,40,15.0,11,2,1,0,4.0,5.0
volter2014younger,1,riet,33,f,chimpanzee,2,clear,0,2,0.0,41,16.0,4,2,0,0,4.0,-2.0
volter2014younger,1,riet,33,f,chimpanzee,5,clear,2,2,0.0,42,17.0,22,2,1,0,4.0,1.0
volter2014younger,1,riet,33,f,chimpanzee,2,clear,2,1,0.0,43,18.0,20,2,0,0,4.0,-2.0
volter2014younger,1,riet,33,f,chimpanzee,4,clear,0,2,1.0,44,19.0,2,2,1,0,4.0,0.0
volter2014younger,1,riet,33,f,chimpanzee,1,clear,1,1,0.0,45,20.0,12,2,1,1,4.0,-3.0
volter2014younger,1,riet,33,f,chimpanzee,2,clear,0,2,0.0,46,21.0,1,2,0,0,4.0,-2.0
volter2014younger,1,riet,33,f,chimpanzee,4,clear,1,2,1.0,48,22.0,16,2,0,0,4.0,0.0
volter2014younger,1,riet,33,f,chimpanzee,10,clear,2,1,0.0,49,23.0,17,2,0,0,4.0,6.0
volter2014younger,1,riet,33,f,chimpanzee,1,clear,2,2,1.0,50,24.0,24,2,1,1,4.0,-3.0
volter2014younger,1,robert,35,m,chimpanzee,5,clear,1,2,0.0,2,1.0,15,1,1,0,4.0,1.0
volter2014younger,1,robert,35,m,chimpanzee,3,clear,0,2,1.0,3,2.0,7,1,0,0,4.0,-1.0
volter2014younger,1,robert,35,m,chimpanzee,4,clear,2,2,0.0,4,3.0,22,1,0,0,4.0,0.0
volter2014younger,1,robert,35,m,chimpanzee,1,clear,0,2,1.0,5,4.0,2,1,1,1,4.0,-3.0
volter2014younger,1,robert,35,m,chimpanzee,1,clear,2,1,1.0,6,5.0,18,1,1,1,4.0,-3.0
volter2014younger,1,robert,35,m,chimpanzee,12,clear,2,2,1.0,7,6.0,24,1,0,0,4.0,8.0
volter2014younger,1,robert,35,m,chimpanzee,1,clear,1,2,1.0,8,7.0,13,1,1,1,4.0,-3.0
volter2014younger,1,robert,35,m,chimpanzee,4,clear,0,2,0.0,9,8.0,8,1,1,0,4.0,0.0
volter2014younger,1,robert,35,m,chimpanzee,1,clear,1,1,1.0,10,9.0,10,1,1,1,4.0,-3.0
volter2014younger,1,robert,35,m,chimpanzee,2,clear,2,2,0.0,11,10.0,23,1,0,0,4.0,-2.0
volter2014younger,1,robert,35,m,chimpanzee,4,clear,1,2,1.0,12,11.0,16,1,0,0,4.0,0.0
volter2014younger,1,robert,35,m,chimpanzee,12,clear,0,2,0.0,13,12.0,4,1,1,0,4.0,8.0
volter2014younger,1,robert,35,m,chimpanzee,3,clear,0,2,0.0,14,13.0,1,1,0,0,4.0,-1.0
volter2014younger,1,robert,35,m,chimpanzee,12,clear,0,2,1.0,16,14.0,5,1,0,0,4.0,8.0
volter2014younger,1,robert,35,m,chimpanzee,2,clear,2,1,0.0,17,15.0,17,1,0,0,4.0,-2.0
volter2014younger,1,robert,35,m,chimpanzee,17,clear,2,1,0.0,18,16.0,20,1,0,0,4.0,13.0
volter2014younger,1,robert,35,m,chimpanzee,1,clear,1,1,0.0,19,17.0,12,1,1,1,4.0,-3.0
volter2014younger,1,robert,35,m,chimpanzee,4,clear,2,2,1.0,20,18.0,21,1,0,0,4.0,0.0
volter2014younger,1,robert,35,m,chimpanzee,11,clear,0,2,1.0,21,19.0,3,1,0,0,4.0,7.0
volter2014younger,1,robert,35,m,chimpanzee,2,clear,1,1,1.0,22,20.0,11,1,0,0,4.0,-2.0
volter2014younger,1,robert,35,m,chimpanzee,3,clear,1,1,0.0,23,21.0,9,1,0,0,4.0,-1.0
volter2014younger,1,robert,35,m,chimpanzee,2,clear,0,2,0.0,24,22.0,6,1,0,0,4.0,-2.0
volter2014younger,1,robert,35,m,chimpanzee,2,clear,2,1,1.0,25,23.0,19,1,1,0,4.0,-2.0
volter2014younger,1,robert,35,m,chimpanzee,3,clear,1,2,0.0,51,24.0,14,1,1,0,4.0,-1.0
volter2014younger,1,robert,35,m,chimpanzee,2,clear,1,2,1.0,27,1.0,16,2,0,0,4.0,-2.0
volter2014younger,1,robert,35,m,chimpanzee,3,clear,1,1,1.0,28,2.0,10,2,0,0,4.0,-1.0
volter2014younger,1,robert,35,m,chimpanzee,4,clear,0,2,1.0,30,3.0,5,2,0,0,4.0,0.0
volter2014younger,1,robert,35,m,chimpanzee,3,clear,2,1,1.0,31,4.0,18,2,1,0,4.0,-1.0
volter2014younger,1,robert,35,m,chimpanzee,12,clear,0,2,0.0,32,5.0,6,2,1,0,4.0,8.0
volter2014younger,1,robert,35,m,chimpanzee,1,clear,0,2,0.0,34,6.0,1,2,1,1,4.0,-3.0
volter2014younger,1,robert,35,m,chimpanzee,8,clear,2,2,1.0,35,7.0,21,2,0,0,4.0,4.0
volter2014younger,1,robert,35,m,chimpanzee,10,clear,0,2,0.0,36,8.0,8,2,0,0,4.0,6.0
volter2014younger,1,robert,35,m,chimpanzee,17,clear,2,2,1.0,37,9.0,24,2,0,0,4.0,13.0
volter2014younger,1,robert,35,m,chimpanzee,5,clear,2,2,0.0,38,10.0,23,2,0,0,4.0,1.0
volter2014younger,1,robert,35,m,chimpanzee,5,clear,0,2,1.0,39,11.0,2,2,0,0,4.0,1.0
volter2014younger,1,robert,35,m,chimpanzee,1,clear,2,1,0.0,40,12.0,20,2,1,1,4.0,-3.0
volter2014younger,1,robert,35,m,chimpanzee,5,clear,2,1,1.0,41,13.0,19,2,0,0,4.0,1.0
volter2014younger,1,robert,35,m,chimpanzee,3,clear,1,2,1.0,42,14.0,13,2,0,0,4.0,-1.0
volter2014younger,1,robert,35,m,chimpanzee,2,clear,1,1,0.0,43,15.0,12,2,1,0,4.0,-2.0
