study_id,experiment_name,participant,sex,role,participant_2,sex_2,role_2,species,dyad,session,trial,condition,a_baited_focal_participant_bc_acts,b_baited_partner_a_acts
amici2014calculated,reciprocity_task,kibara,f,focal_participant_bc,,,,gorilla,kibara_viringika,5,4,control,1.0,
amici2014calculated,reciprocity_task,kibara,f,focal_participant_bc,,,,gorilla,kibara_viringika,5,5,control,1.0,
amici2014calculated,reciprocity_task,kibara,f,focal_participant_bc,,,,gorilla,kibara_viringika,5,6,control,1.0,
amici2014calculated,reciprocity_task,kibara,f,focal_participant_bc,,,,gorilla,kibara_viringika,6,1,control,1.0,
amici2014calculated,reciprocity_task,kibara,f,focal_participant_bc,,,,gorilla,kibara_viringika,6,2,control,1.0,
amici2014calculated,reciprocity_task,kibara,f,focal_participant_bc,,,,gorilla,kibara_viringika,6,3,control,0.0,
amici2014calculated,reciprocity_task,kibara,f,focal_participant_bc,,,,gorilla,kibara_viringika,6,4,control,1.0,
amici2014calculated,reciprocity_task,kibara,f,focal_participant_bc,,,,gorilla,kibara_viringika,6,5,control,0.0,
amici2014calculated,reciprocity_task,kibara,f,focal_participant_bc,,,,gorilla,kibara_viringika,6,6,control,1.0,
amici2014calculated,reciprocity_task,kibara,f,focal_participant_bc,,,,gorilla,kibara_viringika,7,1,control,1.0,
amici2014calculated,reciprocity_task,kibara,f,focal_participant_bc,,,,gorilla,kibara_viringika,7,2,control,1.0,
amici2014calculated,reciprocity_task,kibara,f,focal_participant_bc,,,,gorilla,kibara_viringika,7,3,control,1.0,
amici2014calculated,reciprocity_task,kibara,f,focal_participant_bc,,,,gorilla,kibara_viringika,7,4,control,1.0,
amici2014calculated,reciprocity_task,kibara,f,focal_participant_bc,,,,gorilla,kibara_viringika,7,5,control,1.0,
amici2014calculated,reciprocity_task,kibara,f,focal_participant_bc,,,,gorilla,kibara_viringika,7,6,control,0.0,
amici2014calculated,reciprocity_task,kibara,f,focal_participant_bc,,,,gorilla,kibara_viringika,8,1,control,1.0,
amici2014calculated,reciprocity_task,kibara,f,focal_participant_bc,,,,gorilla,kibara_viringika,8,2,control,1.0,
amici2014calculated,reciprocity_task,kibara,f,focal_participant_bc,,,,gorilla,kibara_viringika,8,3,control,0.0,
amici2014calculated,reciprocity_task,kibara,f,focal_participant_bc,,,,gorilla,kibara_viringika,8,4,control,1.0,
amici2014calculated,reciprocity_task,kibara,f,focal_participant_bc,,,,gorilla,kibara_viringika,8,5,control,1.0,
amici2014calculated,reciprocity_task,kibara,f,focal_participant_bc,,,,gorilla,kibara_viringika,8,6,control,1.0,
amici2014calculated,reciprocity_task,kibara,f,focal_participant_bc,,,,gorilla,kibara_viringika,9,1,control,0.0,
amici2014calculated,reciprocity_task,kibara,f,focal_participant_bc,,,,gorilla,kibara_viringika,9,2,control,0.0,
amici2014calculated,reciprocity_task,kibara,f,focal_participant_bc,,,,gorilla,kibara_viringika,9,3,control,0.0,
amici2014calculated,reciprocity_task,kibara,f,focal_participant_bc,,,,gorilla,kibara_viringika,9,4,control,0.0,
amici2014calculated,reciprocity_task,kibara,f,focal_participant_bc,,,,gorilla,kibara_viringika,9,5,control,1.0,
amici2014calculated,reciprocity_task,kibara,f,focal_participant_bc,,,,gorilla,kibara_viringika,9,6,control,0.0,
amici2014calculated,reciprocity_task,kibara,f,focal_participant_bc,,,,gorilla,kibara_viringika,10,1,control,0.0,
amici2014calculated,reciprocity_task,kibara,f,focal_participant_bc,,,,gorilla,kibara_viringika,10,2,control,1.0,
amici2014calculated,reciprocity_task,kibara,f,focal_participant_bc,,,,gorilla,kibara_viringika,10,3,control,0.0,
amici2014calculated,reciprocity_task,kibara,f,focal_participant_bc,,,,gorilla,kibara_viringika,10,4,control,0.0,
amici2014calculated,reciprocity_task,kibara,f,focal_participant_bc,,,,gorilla,kibara_viringika,10,5,control,0.0,
amici2014calculated,reciprocity_task,kibara,f,focal_participant_bc,,,,gorilla,kibara_viringika,10,6,control,1.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,1,1,control,0.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,1,2,control,0.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,1,3,control,0.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,1,4,control,1.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,1,5,control,1.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,1,6,control,1.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,2,1,control,1.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,2,2,control,1.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,2,3,control,1.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,2,4,control,1.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,2,5,control,1.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,2,6,control,1.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,3,1,control,1.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,3,2,control,1.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,3,3,control,1.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,3,4,control,1.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,3,5,control,1.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,3,6,control,1.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,4,1,control,1.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,4,2,control,0.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,4,3,control,0.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,4,4,control,1.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,4,5,control,1.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,4,6,control,1.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,5,1,control,1.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,5,2,control,1.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,5,3,control,1.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,5,4,control,1.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,5,5,control,1.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,5,6,control,1.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,6,1,control,0.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,6,2,control,1.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,6,3,control,1.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,6,4,control,0.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,6,5,control,1.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,6,6,control,1.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,7,1,control,0.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,7,2,control,0.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,7,3,control,0.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,7,4,control,1.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,7,5,control,1.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,7,6,control,1.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,8,1,control,1.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,8,2,control,1.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,8,3,control,1.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,8,4,control,1.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,8,5,control,1.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,8,6,control,1.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,9,1,control,0.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,9,2,control,1.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,9,3,control,1.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,9,4,control,1.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,9,5,control,0.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,9,6,control,0.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,10,1,control,0.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,10,2,control,0.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,10,3,control,0.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,10,4,control,0.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,10,5,control,0.0,
amici2014calculated,reciprocity_task,lome,m,focal_participant_bc,,,,chimpanzee,lome_sandra,10,6,control,0.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,1,1,control,1.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,1,2,control,1.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,1,3,control,1.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,1,4,control,1.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,1,5,control,1.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,1,6,control,1.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,2,1,control,1.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,2,2,control,1.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,2,3,control,1.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,2,4,control,1.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,2,5,control,1.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,2,6,control,1.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,3,1,control,0.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,3,2,control,1.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,3,3,control,0.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,3,4,control,0.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,3,5,control,0.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,3,6,control,1.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,4,1,control,0.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,4,2,control,0.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,4,3,control,0.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,4,4,control,1.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,4,5,control,0.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,4,6,control,0.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,5,1,control,0.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,5,2,control,1.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,5,3,control,0.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,5,4,control,0.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,5,5,control,1.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,5,6,control,1.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,6,1,control,0.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,6,2,control,0.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,6,3,control,0.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,6,4,control,0.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,6,5,control,1.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,6,6,control,0.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,7,1,control,0.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,7,2,control,1.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,7,3,control,0.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,7,4,control,1.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,7,5,control,1.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,7,6,control,1.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,8,1,control,1.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,8,2,control,1.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,8,3,control,1.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,8,4,control,1.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,8,5,control,1.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,8,6,control,1.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,9,1,control,0.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,9,2,control,1.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,9,3,control,1.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,9,4,control,0.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,9,5,control,0.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,9,6,control,0.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,10,1,control,1.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,10,2,control,1.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,10,3,control,0.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,10,4,control,1.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,10,5,control,0.0,
amici2014calculated,reciprocity_task,louna,f,focal_participant_bc,,,,gorilla,louna_viringika,10,6,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,1,1,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,1,2,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,1,3,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,1,4,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,1,5,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,1,6,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,2,1,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,2,2,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,2,3,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,2,4,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,2,5,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,2,6,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,3,1,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,3,2,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,3,3,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,3,4,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,3,5,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,3,6,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,4,1,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,4,2,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,4,3,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,4,4,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,4,5,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,4,6,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,5,1,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,5,2,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,5,3,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,5,4,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,5,5,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,5,6,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,6,1,control,1.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,6,2,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,6,3,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,6,4,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,6,5,control,1.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,6,6,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,7,1,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,7,2,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,7,3,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,7,4,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,7,5,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,7,6,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,8,1,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,8,2,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,8,3,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,8,4,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,8,5,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,8,6,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,9,1,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,9,2,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,9,3,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,9,4,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,9,5,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,9,6,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,10,1,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,10,2,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,10,3,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,10,4,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,10,5,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_ulindi,10,6,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_yasa,1,1,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_yasa,1,2,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_yasa,1,3,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_yasa,1,4,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_yasa,1,5,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_yasa,1,6,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_yasa,2,1,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_yasa,2,2,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_yasa,2,3,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_yasa,2,4,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_yasa,2,5,control,1.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_yasa,2,6,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_yasa,3,1,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_yasa,3,2,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_yasa,3,3,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_yasa,3,4,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_yasa,3,5,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_yasa,3,6,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_yasa,4,1,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_yasa,4,2,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_yasa,4,3,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_yasa,4,4,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_yasa,4,5,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_yasa,4,6,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_yasa,5,1,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_yasa,5,2,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_yasa,5,3,control,0.0,
amici2014calculated,reciprocity_task,luiza,f,focal_participant_bc,,,,bonobo,luiza_yasa,5,4,control,0.0,
