study_id,year,month,day,participant,age_in_years,sex,role,participant_2,age_in_years_2,sex_2,role_2,species,dyad,dyad_sex,phase,session,trial,type_trial,weight_kg,success,aver_r_kg,aver_l_kg,max_r_kg,max_l_kg,total_time_reach,first_pull,start_pull1_sec,diff_pull1_pull2_sec,totaltime_untilbothpull,weight_ratio,weight_ratio_pos,time_pull,both_one,dif_weights,dif_weights_abs,weight_ratio_pos_1,binom_weight_res
sanchez2016chimpanzees,2014,6,15,corry,37,f,focal_participant_right,ulla,37,f,focal_participant_left,chimpanzee,corry_ulla,female,2,8,6,long,high,yes,22.74,3.78,42.45,4.35,3,corry,1.4,0.44,1.84,0.714932127,0.714932127,1.6,both,18.96,18.96,0.285067873,0.0
sanchez2016chimpanzees,2014,6,15,corry,37,f,focal_participant_right,ulla,37,f,focal_participant_left,chimpanzee,corry_ulla,female,2,8,7,long,high,yes,24.8,4.06,48.95,10.3,3,ulla,0.0,1.24,1.24,0.718641719,0.718641719,3.0,both,20.74,20.74,0.281358281,1.0
sanchez2016chimpanzees,2014,6,15,corry,37,f,focal_participant_right,ulla,37,f,focal_participant_left,chimpanzee,corry_ulla,female,2,8,8,short,high,yes,24.64,4.83,36.3,6.9,3,corry,0.96,0.2,1.16,0.672209026,0.672209026,2.04,both,19.81,19.81,0.327790974,1.0
sanchez2016chimpanzees,2014,6,27,kara,9,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,kara_fraukje,female,2,8,1,long,high,no,17.1,14.63,60.5,59.4,50,kara,0.96,0.92,1.88,0.077844311,0.077844311,49.04,both,2.47,2.47,0.922155689,1.0
sanchez2016chimpanzees,2014,6,29,kara,9,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,kara_fraukje,female,2,8,2,long,high,yes,38.76,24.86,61.85,49.9,4,kara,1.2,0.64,1.84,0.218484753,0.218484753,2.8,both,13.9,13.9,0.781515247,1.0
sanchez2016chimpanzees,2014,6,29,kara,9,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,kara_fraukje,female,2,8,3,long,high,yes,21.61,36.13,38.4,52.05,4,kara,0.96,0.64,1.6,-0.251472116,0.251472116,3.04,both,-14.52,14.52,0.748527884,1.0
sanchez2016chimpanzees,2014,6,29,kara,9,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,kara_fraukje,female,2,8,4,short,high,yes,15.87,42.46,22.6,73.75,3,kara,0.88,0.56,1.44,-0.45585462,0.45585462,2.12,both,-26.59,26.59,0.54414538,1.0
sanchez2016chimpanzees,2014,6,29,kara,9,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,kara_fraukje,female,2,8,5,short,high,yes,11.2,40.51,15.45,92.0,3,kara,0.48,1,1.48,-0.566814929,0.566814929,2.52,both,-29.31,29.31,0.433185071,1.0
sanchez2016chimpanzees,2014,6,29,kara,9,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,kara_fraukje,female,2,8,6,short,high,yes,9.83,36.7,17.0,85.5,4,kara,0.64,0.84,1.48,-0.577476897,0.577476897,3.36,both,-26.87,26.87,0.422523103,1.0
sanchez2016chimpanzees,2014,6,29,kara,9,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,kara_fraukje,female,2,8,7,long,high,yes,15.68,51.7,23.95,78.6,4,kara,0.96,0.6,1.56,-0.534579994,0.534579994,3.04,both,-36.02,36.02,0.465420006,1.0
sanchez2016chimpanzees,2014,6,29,kara,9,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,kara_fraukje,female,2,8,8,short,high,yes,10.34,41.54,14.15,92.95,4,kara,0.76,0.84,1.6,-0.601387818,0.601387818,3.24,both,-31.2,31.2,0.398612182,1.0
sanchez2016chimpanzees,2014,6,10,kofi,8,m,focal_participant_right,lobo,10,m,focal_participant_left,chimpanzee,kofi_lobo,male,2,8,1,long,high,yes,2.2,48.84,2.2,81.95,3,lobo,0.96,0.8,1.76,-0.913793103,0.913793103,2.04,both,-46.64,46.64,0.086206897,1.0
sanchez2016chimpanzees,2014,6,14,kofi,8,m,focal_participant_right,lobo,10,m,focal_participant_left,chimpanzee,kofi_lobo,male,2,8,2,short,high,yes,3.87,43.35,5.05,80.75,3,koffi,1.04,0.08,1.12,-0.836086404,0.836086404,1.96,both,-39.48,39.48,0.163913596,1.0
sanchez2016chimpanzees,2014,6,14,kofi,8,m,focal_participant_right,lobo,10,m,focal_participant_left,chimpanzee,kofi_lobo,male,2,8,3,long,high,yes,4.12,42.13,6.2,71.4,2,lobo,1.32,0.36,1.68,-0.821837838,0.821837838,0.68,both,-38.01,38.01,0.178162162,1.0
sanchez2016chimpanzees,2014,6,14,lobo,10,m,focal_participant_right,kofi,8,m,focal_participant_left,chimpanzee,lobo_kofi,male,2,8,4,long,high,yes,19.94,6.11,69.75,10.9,2,lobo,0.0,1.2,1.2,0.530902111,0.530902111,2.0,both,13.83,13.83,0.469097889,1.0
sanchez2016chimpanzees,2014,6,14,lobo,10,m,focal_participant_right,kofi,8,m,focal_participant_left,chimpanzee,lobo_kofi,male,2,8,5,short,high,yes,27.1,0.0,90.5,0.0,2,lobo,0.56,np,np,1.0,1.0,1.44,one,27.1,27.1,0.0,1.0
sanchez2016chimpanzees,2014,6,14,lobo,10,m,focal_participant_right,kofi,8,m,focal_participant_left,chimpanzee,lobo_kofi,male,2,8,6,short,high,yes,29.12,8.25,73.55,10.6,3,lobo,0.76,0.08,0.84,0.55846936,0.55846936,2.24,both,20.87,20.87,0.44153064,0.0
sanchez2016chimpanzees,2014,6,14,kofi,8,m,focal_participant_right,lobo,10,m,focal_participant_left,chimpanzee,kofi_lobo,male,2,8,7,short,high,yes,6.02,45.28,7.3,78.1,4,koffi,1.12,0.44,1.56,-0.765302144,0.765302144,2.88,both,-39.26,39.26,0.234697856,1.0
sanchez2016chimpanzees,2014,6,14,kofi,8,m,focal_participant_right,lobo,10,m,focal_participant_left,chimpanzee,kofi_lobo,male,2,8,8,long,high,yes,3.52,28.51,6.3,72.15,3,koffi,0.72,0.24,0.96,-0.780206057,0.780206057,2.28,both,-24.99,24.99,0.219793943,1.0
sanchez2016chimpanzees,2014,4,23,ulla,36,f,focal_participant_right,kofi,8,m,focal_participant_left,chimpanzee,ulla_kofi,mix,1,8,1,short,high,yes,0.0,28.23,0.0,75.0,3,koffi,0.6,np,np,-1.0,1.0,2.4,one,-28.23,28.23,0.0,1.0
sanchez2016chimpanzees,2014,4,28,ulla,36,f,focal_participant_right,kofi,8,m,focal_participant_left,chimpanzee,ulla_kofi,mix,1,8,2,long,high,yes,0.0,32.23,0.0,70.7,3,koffi,0.84,np,np,-1.0,1.0,2.16,one,-32.23,32.23,0.0,0.0
sanchez2016chimpanzees,2014,4,28,ulla,36,f,focal_participant_right,kofi,8,m,focal_participant_left,chimpanzee,ulla_kofi,mix,1,8,3,short,high,yes,0.0,27.1,0.0,70.45,3,koffi,0.0,np,np,-1.0,1.0,3.0,one,-27.1,27.1,0.0,0.0
sanchez2016chimpanzees,2014,4,28,ulla,36,f,focal_participant_right,kofi,8,m,focal_participant_left,chimpanzee,ulla_kofi,mix,1,8,4,long,high,yes,0.0,33.53,0.0,65.9,4,koffi,0.32,np,np,-1.0,1.0,3.68,one,-33.53,33.53,0.0,0.0
sanchez2016chimpanzees,2014,4,28,ulla,36,f,focal_participant_right,kofi,8,m,focal_participant_left,chimpanzee,ulla_kofi,mix,1,8,5,long,high,yes,1.93,31.01,2.7,64.35,6,koffi,0.4,1.24,1.64,-0.882817243,0.882817243,5.6,both,-29.08,29.08,0.117182757,0.0
sanchez2016chimpanzees,2014,4,28,ulla,36,f,focal_participant_right,kofi,8,m,focal_participant_left,chimpanzee,ulla_kofi,mix,1,8,6,short,high,yes,0.0,28.28,0.0,0.85,3,koffi,0.76,np,np,-1.0,1.0,2.24,one,-28.28,28.28,0.0,1.0
sanchez2016chimpanzees,2014,4,28,ulla,36,f,focal_participant_right,kofi,8,m,focal_participant_left,chimpanzee,ulla_kofi,mix,1,8,7,long,high,yes,0.0,33.68,0.0,69.6,4,koffi,0.64,np,np,-1.0,1.0,3.36,one,-33.68,33.68,0.0,0.0
sanchez2016chimpanzees,2014,4,28,ulla,36,f,focal_participant_right,kofi,8,m,focal_participant_left,chimpanzee,ulla_kofi,mix,1,8,8,short,high,yes,5.4,24.53,8.1,60.6,6,koffi,0.8,4.76,5.56,-0.639158035,0.639158035,5.2,both,-19.13,19.13,0.360841965,0.0
sanchez2016chimpanzees,2014,2,21,lobo,9,m,focal_participant_right,kara,8,f,focal_participant_left,chimpanzee,lobo_kara,mix,1,8,1,short,high,yes,21.29,15.63,52.05,28.9,2,kara,0.36,0.72,1.08,0.153304442,0.153304442,1.64,both,5.66,5.66,0.846695558,1.0
sanchez2016chimpanzees,2014,2,21,kara,8,f,focal_participant_right,lobo,9,m,focal_participant_left,chimpanzee,kara_lobo,mix,1,8,2,long,high,yes,18.4,27.71,32.85,61.2,3,kara,0.48,0.36,0.84,-0.20190848,0.20190848,2.52,both,-9.31,9.31,0.79809152,1.0
sanchez2016chimpanzees,2014,2,21,lobo,9,m,focal_participant_right,kara,8,f,focal_participant_left,chimpanzee,lobo_kara,mix,1,8,3,short,high,yes,32.69,3.45,71.9,4.95,2,lobo,0.68,0.68,1.36,0.809075816,0.809075816,1.32,both,29.24,29.24,0.190924184,1.0
sanchez2016chimpanzees,2014,2,21,kara,8,f,focal_participant_right,lobo,9,m,focal_participant_left,chimpanzee,kara_lobo,mix,1,8,4,long,high,yes,23.0,17.65,43.2,27.15,3,kara,0.4,0.92,1.32,0.131611316,0.131611316,2.6,both,5.35,5.35,0.868388684,1.0
sanchez2016chimpanzees,2014,2,21,lobo,9,m,focal_participant_right,kara,8,f,focal_participant_left,chimpanzee,lobo_kara,mix,1,8,5,long,high,yes,37.05,7.57,69.0,13.3,3,lobo,0.72,0.2,0.92,0.660690273,0.660690273,2.28,both,29.48,29.48,0.339309727,1.0
sanchez2016chimpanzees,2014,2,21,lobo,9,m,focal_participant_right,kara,8,f,focal_participant_left,chimpanzee,lobo_kara,mix,1,8,6,short,high,yes,19.35,7.65,59.05,11.15,3,both,0.84,0,0.84,0.433333333,0.433333333,2.16,both,11.7,11.7,0.566666667,1.0
sanchez2016chimpanzees,2014,2,21,kara,8,f,focal_participant_right,lobo,9,m,focal_participant_left,chimpanzee,kara_lobo,mix,1,8,7,long,high,yes,18.62,27.92,30.4,63.1,3,kara,0.8,0.44,1.24,-0.199828105,0.199828105,2.2,both,-9.3,9.3,0.800171895,1.0
sanchez2016chimpanzees,2014,2,21,lobo,9,m,focal_participant_right,kara,8,f,focal_participant_left,chimpanzee,lobo_kara,mix,1,8,8,short,high,yes,32.87,3.05,73.6,4.0,3,lobo,0.8,0.64,1.44,0.830178174,0.830178174,2.2,both,29.82,29.82,0.169821826,1.0
sanchez2016chimpanzees,2014,5,29,lome,12,m,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,lome_frodo,male,1,8,1,short,high,yes,53.36,0.0,104.15,0.0,2,lome,1.12,np,np,1.0,1.0,0.88,one,53.36,53.36,0.0,1.0
sanchez2016chimpanzees,2014,5,30,lome,12,m,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,lome_frodo,male,1,8,2,short,high,yes,46.04,0.0,92.65,0.0,4,lome,1.56,np,np,1.0,1.0,2.44,one,46.04,46.04,0.0,0.0
sanchez2016chimpanzees,2014,5,30,lome,12,m,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,lome_frodo,male,1,8,3,long,high,yes,39.45,0.0,108.35,0.0,4,lome,1.68,np,np,1.0,1.0,2.32,one,39.45,39.45,0.0,0.0
sanchez2016chimpanzees,2014,5,30,lome,12,m,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,lome_frodo,male,1,8,4,short,high,yes,47.91,0.0,95.5,0.0,3,lome,1.16,np,np,1.0,1.0,1.84,one,47.91,47.91,0.0,0.0
sanchez2016chimpanzees,2014,5,30,lome,12,m,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,lome_frodo,male,1,8,5,short,high,yes,52.37,0.0,93.5,0.0,4,lome,1.48,np,np,1.0,1.0,2.52,one,52.37,52.37,0.0,0.0
sanchez2016chimpanzees,2014,5,30,lome,12,m,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,lome_frodo,male,1,8,6,long,high,yes,46.67,0.0,92.95,0.0,4,lome,1.08,np,np,1.0,1.0,2.92,one,46.67,46.67,0.0,0.0
sanchez2016chimpanzees,2014,5,30,lome,12,m,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,lome_frodo,male,1,8,7,long,high,yes,41.63,0.0,91.8,0.0,5,lome,1.08,np,np,1.0,1.0,3.92,one,41.63,41.63,0.0,0.0
sanchez2016chimpanzees,2014,5,30,lome,12,m,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,lome_frodo,male,1,8,8,long,high,yes,48.45,0.0,88.6,0.0,4,lome,1.8,np,np,1.0,1.0,2.2,one,48.45,48.45,0.0,0.0
sanchez2016chimpanzees,2014,6,27,lome,12,m,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,lome_robert,male,2,8,1,long,high,yes,9.03,38.37,26.0,85.55,6,robert,0.0,4.6,4.6,-0.618987342,0.618987342,6.0,both,-29.34,29.34,0.381012658,0.0
sanchez2016chimpanzees,2014,6,29,robert,38,m,focal_participant_right,lome,12,m,focal_participant_left,chimpanzee,robert_lome,male,2,8,2,long,high,yes,48.33,4.9,101.05,7.3,4,robert,1.6,1.04,2.64,0.815893293,0.815893293,2.4,both,43.43,43.43,0.184106707,1.0
sanchez2016chimpanzees,2014,6,29,robert,38,m,focal_participant_right,lome,12,m,focal_participant_left,chimpanzee,robert_lome,male,2,8,3,long,high,yes,29.73,7.26,95.85,15.55,13,robert,1.64,0.64,2.28,0.607461476,0.607461476,11.36,both,22.47,22.47,0.392538524,1.0
sanchez2016chimpanzees,2014,6,29,lome,12,m,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,lome_robert,male,2,8,4,short,high,yes,9.36,22.67,18.0,85.55,6,robert,2.44,0.68,3.12,-0.415547924,0.415547924,3.56,both,-13.31,13.31,0.584452076,1.0
sanchez2016chimpanzees,2014,6,29,lome,12,m,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,lome_robert,male,2,8,5,short,high,yes,10.69,25.28,38.45,59.35,6,lome,2.0,1.04,3.04,-0.405615791,0.405615791,4.0,both,-14.59,14.59,0.594384209,1.0
sanchez2016chimpanzees,2014,6,29,robert,38,m,focal_participant_right,lome,12,m,focal_participant_left,chimpanzee,robert_lome,male,2,8,6,short,high,yes,58.86,7.65,88.15,8.6,3,robert,1.4,1.6,3,0.769959405,0.769959405,1.6,both,51.21,51.21,0.230040595,1.0
sanchez2016chimpanzees,2014,6,29,robert,38,m,focal_participant_right,lome,12,m,focal_participant_left,chimpanzee,robert_lome,male,2,8,7,long,high,yes,41.21,6.8,105.55,17.85,13,robert,2.4,3.12,5.52,0.716725682,0.716725682,10.6,both,34.41,34.41,0.283274318,1.0
sanchez2016chimpanzees,2014,6,29,robert,38,m,focal_participant_right,lome,12,m,focal_participant_left,chimpanzee,robert_lome,male,2,8,8,short,high,yes,32.93,13.43,97.4,20.85,7,robert,1.8,4.96,6.76,0.420621225,0.420621225,5.2,both,19.5,19.5,0.579378775,1.0
sanchez2016chimpanzees,2014,6,17,riet,36,f,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,riet_frodo,mix,2,8,1,long,high,yes,24.87,37.41,99.8,82.0,13,frodo,1.6,0.16,1.76,-0.201348748,0.201348748,11.4,both,-12.54,12.54,0.798651252,1.0
sanchez2016chimpanzees,2014,6,18,riet,36,f,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,riet_frodo,mix,2,8,2,long,high,yes,29.36,18.68,72.05,32.85,4,riet,1.24,0.44,1.68,0.222314738,0.222314738,2.76,both,10.68,10.68,0.777685262,1.0
sanchez2016chimpanzees,2014,6,18,riet,36,f,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,riet_frodo,mix,2,8,3,long,high,yes,17.76,35.2,36.25,68.0,4,frodo,1.72,0.16,1.88,-0.329305136,0.329305136,2.28,both,-17.44,17.44,0.670694864,1.0
sanchez2016chimpanzees,2014,6,18,riet,36,f,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,riet_frodo,mix,2,8,4,short,high,yes,11.42,26.1,34.6,51.1,7,riet,1.52,0.16,1.68,-0.391257996,0.391257996,5.48,both,-14.68,14.68,0.608742004,1.0
sanchez2016chimpanzees,2014,6,18,riet,36,f,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,riet_frodo,mix,2,8,5,short,high,yes,0.0,54.44,0.0,99.55,4,frodo,1.16,np,np,-1.0,1.0,2.84,one,-54.44,54.44,0.0,1.0
sanchez2016chimpanzees,2014,6,18,riet,36,f,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,riet_frodo,mix,2,8,6,short,high,yes,16.46,27.28,36.5,68.8,4,frodo,1.08,0.12,1.2,-0.247370828,0.247370828,2.92,both,-10.82,10.82,0.752629172,0.0
sanchez2016chimpanzees,2014,6,18,riet,36,f,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,riet_frodo,mix,2,8,7,long,high,yes,46.68,19.02,78.4,37.5,4,riet,1.28,0.2,1.48,0.421004566,0.421004566,2.72,both,27.66,27.66,0.578995434,1.0
sanchez2016chimpanzees,2014,6,18,riet,36,f,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,riet_frodo,mix,2,8,8,short,high,yes,18.47,45.04,25.6,90.2,3,frodo,1.2,0.64,1.84,-0.418359313,0.418359313,1.8,both,-26.57,26.57,0.581640687,1.0
sanchez2016chimpanzees,2014,5,7,riet,36,f,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,riet_robert,mix,1,8,1,short,high,yes,6.875,46.37,10.95,73.2,6,robert,0.92,1.12,2.04,-0.74175979,0.74175979,5.08,both,-39.495,39.495,0.25824021,1.0
sanchez2016chimpanzees,2014,5,7,riet,36,f,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,riet_robert,mix,1,8,2,long,high,yes,10.7,31.0,13.4,84.55,6,robert,0.0,4.84,4.84,-0.486810552,0.486810552,6.0,both,-20.3,20.3,0.513189448,1.0
sanchez2016chimpanzees,2014,5,7,riet,36,f,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,riet_robert,mix,1,8,3,long,high,yes,6.875,47.84,11.85,89.55,3,robert,0.0,1.64,1.64,-0.748697798,0.748697798,3.0,both,-40.965,40.965,0.251302202,1.0
sanchez2016chimpanzees,2014,5,7,riet,36,f,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,riet_robert,mix,1,8,4,long,high,yes,7.16,28.39,14.95,71.25,6,robert,0.0,1.2,1.2,-0.59718706,0.59718706,6.0,both,-21.23,21.23,0.40281294,1.0
sanchez2016chimpanzees,2014,5,7,riet,36,f,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,riet_robert,mix,1,8,5,short,high,yes,15.86,30.03,35.8,66.25,6,robert,0.0,1.24,1.24,-0.30878187,0.30878187,6.0,both,-14.17,14.17,0.69121813,1.0
sanchez2016chimpanzees,2014,5,7,riet,36,f,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,riet_robert,mix,1,8,6,short,high,yes,5.13,36.05,6.9,81.65,4,robert,0.0,1.32,1.32,-0.750849927,0.750849927,4.0,both,-30.92,30.92,0.249150073,1.0
sanchez2016chimpanzees,2014,5,7,riet,36,f,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,riet_robert,mix,1,8,7,long,high,yes,9.8,25.28,29.25,92.15,4,robert,0.0,1.72,1.72,-0.441277081,0.441277081,4.0,both,-15.48,15.48,0.558722919,1.0
sanchez2016chimpanzees,2014,5,7,riet,36,f,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,riet_robert,mix,1,8,8,short,high,yes,8.78,44.2,10.45,76.45,4,robert,0.0,1.2,1.2,-0.668554171,0.668554171,4.0,both,-35.42,35.42,0.331445829,1.0
sanchez2016chimpanzees,2014,3,24,sandra,20,f,focal_participant_right,tai,11,f,focal_participant_left,chimpanzee,sandra_tai,female,1,8,1,short,high,yes,25.6,4.48,49.75,74.2,3,tai,0.36,0.56,0.92,0.70212766,0.70212766,2.64,both,21.12,21.12,0.29787234,1.0
sanchez2016chimpanzees,2014,3,24,sandra,20,f,focal_participant_right,tai,11,f,focal_participant_left,chimpanzee,sandra_tai,female,1,8,2,long,high,yes,38.55,15.82,62.35,474.0,4,sandra,0.64,0.4,1.04,0.418061431,0.418061431,3.36,both,22.73,22.73,0.581938569,1.0
sanchez2016chimpanzees,2014,3,24,sandra,20,f,focal_participant_right,tai,11,f,focal_participant_left,chimpanzee,sandra_tai,female,1,8,3,short,high,yes,23.37,24.19,37.7,96.5,2,sandra,0.36,0.32,0.68,-0.017241379,0.017241379,1.64,both,-0.82,0.82,0.982758621,1.0
sanchez2016chimpanzees,2014,3,24,tai,11,f,focal_participant_right,sandra,20,f,focal_participant_left,chimpanzee,tai_sandra,female,1,8,4,long,high,yes,42.4,20.71,70.6,40.5,3,tai,0.44,0.76,1.2,0.343685628,0.343685628,2.56,both,21.69,21.69,0.656314372,1.0
sanchez2016chimpanzees,2014,3,24,tai,11,f,focal_participant_right,sandra,20,f,focal_participant_left,chimpanzee,tai_sandra,female,1,8,5,long,high,yes,53.97,9.57,80.9,21.85,3,tai,0.8,0.44,1.24,0.698772427,0.698772427,2.2,both,44.4,44.4,0.301227573,1.0
sanchez2016chimpanzees,2014,3,24,tai,11,f,focal_participant_right,sandra,20,f,focal_participant_left,chimpanzee,tai_sandra,female,1,8,6,long,high,yes,45.78,3.38,82.4,5.65,4,tai,0.16,1.36,1.52,0.862489829,0.862489829,3.84,both,42.4,42.4,0.137510171,1.0
sanchez2016chimpanzees,2014,3,24,sandra,20,f,focal_participant_right,tai,11,f,focal_participant_left,chimpanzee,sandra_tai,female,1,8,7,short,high,yes,21.3,32.89,34.0,87.35,6,tai,1.24,0.6,1.84,-0.213877099,0.213877099,4.76,both,-11.59,11.59,0.786122901,1.0
sanchez2016chimpanzees,2014,3,24,sandra,20,f,focal_participant_right,tai,11,f,focal_participant_left,chimpanzee,sandra_tai,female,1,8,8,short,high,no,36.67,38.11,46.35,88.3,10,sandra,0.44,0.92,1.36,-0.019256486,0.019256486,9.56,both,-1.44,1.44,0.980743514,1.0
