study_id,year,month,day,participant,age_in_years,sex,role,participant_2,age_in_years_2,sex_2,role_2,species,dyad,dyad_sex,phase,session,trial,type_trial,weight_kg,success,aver_r_kg,aver_l_kg,max_r_kg,max_l_kg,total_time_reach,first_pull,start_pull1_sec,diff_pull1_pull2_sec,totaltime_untilbothpull,weight_ratio,weight_ratio_pos,time_pull,both_one,dif_weights,dif_weights_abs,weight_ratio_pos_1,binom_weight_res
sanchez2016chimpanzees,2014,6,11,corry,37,f,focal_participant_right,ulla,37,f,focal_participant_left,chimpanzee,corry_ulla,female,2,7,1,short,low,yes,10.1,7.77,17.6,8.28,2,corry,0.68,1,1.68,0.130386122,0.130386122,1.32,both,2.33,2.33,0.869613878,1.0
sanchez2016chimpanzees,2014,6,14,corry,37,f,focal_participant_right,ulla,37,f,focal_participant_left,chimpanzee,corry_ulla,female,2,7,2,long,low,yes,12.8,0.0,23.65,0.0,2,corry,0.52,np,np,1.0,1.0,1.48,one,12.8,12.8,0.0,1.0
sanchez2016chimpanzees,2014,6,14,corry,37,f,focal_participant_right,ulla,37,f,focal_participant_left,chimpanzee,corry_ulla,female,2,7,3,short,low,yes,13.29,0.0,24.45,0.0,2,corry,0.84,np,np,1.0,1.0,1.16,one,13.29,13.29,0.0,0.0
sanchez2016chimpanzees,2014,6,14,corry,37,f,focal_participant_right,ulla,37,f,focal_participant_left,chimpanzee,corry_ulla,female,2,7,4,short,low,yes,7.73,4.35,15.3,6.3,2,corry,0.56,0.96,1.52,0.279801325,0.279801325,1.44,both,3.38,3.38,0.720198675,0.0
sanchez2016chimpanzees,2014,6,14,corry,37,f,focal_participant_right,ulla,37,f,focal_participant_left,chimpanzee,corry_ulla,female,2,7,5,long,low,yes,9.36,0.0,18.1,0.0,2,corry,0.32,np,np,1.0,1.0,1.68,one,9.36,9.36,0.0,1.0
sanchez2016chimpanzees,2014,6,14,corry,37,f,focal_participant_right,ulla,37,f,focal_participant_left,chimpanzee,corry_ulla,female,2,7,6,long,low,yes,14.3,1.5,22.8,1.5,3,corry,0.76,0.72,1.48,0.810126582,0.810126582,2.24,both,12.8,12.8,0.189873418,0.0
sanchez2016chimpanzees,2014,6,14,corry,37,f,focal_participant_right,ulla,37,f,focal_participant_left,chimpanzee,corry_ulla,female,2,7,7,long,low,yes,12.13,0.0,20.85,0.0,2,corry,0.72,np,np,1.0,1.0,1.28,one,12.13,12.13,0.0,1.0
sanchez2016chimpanzees,2014,6,14,corry,37,f,focal_participant_right,ulla,37,f,focal_participant_left,chimpanzee,corry_ulla,female,2,7,8,short,low,yes,10.91,0.0,19.7,0.0,2,corry,0.08,np,np,1.0,1.0,1.92,one,10.91,10.91,0.0,0.0
sanchez2016chimpanzees,2014,6,26,kara,9,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,kara_fraukje,female,2,7,1,short,low,yes,15.61,5.85,23.15,8.2,3,kara,1.0,0.84,1.84,0.454799627,0.454799627,2.0,both,9.76,9.76,0.545200373,0.0
sanchez2016chimpanzees,2014,6,27,kara,9,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,kara_fraukje,female,2,7,2,short,low,yes,10.85,11.73,14.0,12.25,3,kara,1.24,0.12,1.36,-0.038972542,0.038972542,1.76,both,-0.88,0.88,0.961027458,1.0
sanchez2016chimpanzees,2014,6,27,kara,9,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,kara_fraukje,female,2,7,3,long,low,yes,8.36,6.0,15.95,10.15,3,kara,0.44,0.56,1,0.164345404,0.164345404,2.56,both,2.36,2.36,0.835654596,1.0
sanchez2016chimpanzees,2014,6,27,kara,9,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,kara_fraukje,female,2,7,4,short,low,yes,17.13,8.93,13.0,15.65,3,kara,0.68,0.36,1.04,0.31465848,0.31465848,2.32,both,8.2,8.2,0.68534152,1.0
sanchez2016chimpanzees,2014,6,27,kara,9,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,kara_fraukje,female,2,7,5,long,low,yes,10.7,4.6,15.95,4.6,3,kara,0.24,1.32,1.56,0.39869281,0.39869281,2.76,both,6.1,6.1,0.60130719,1.0
sanchez2016chimpanzees,2014,6,27,kara,9,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,kara_fraukje,female,2,7,6,long,low,yes,5.8,9.07,10.5,12.65,3,fraukje,0.12,0.12,0.24,-0.219905851,0.219905851,2.88,both,-3.27,3.27,0.780094149,1.0
sanchez2016chimpanzees,2014,6,27,kara,9,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,kara_fraukje,female,2,7,7,long,low,yes,8.91,6.7,16.2,11.5,2,kara,0.52,1.04,1.56,0.141575913,0.141575913,1.48,both,2.21,2.21,0.858424087,1.0
sanchez2016chimpanzees,2014,6,27,kara,9,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,kara_fraukje,female,2,7,8,short,low,yes,5.95,9.75,8.95,17.8,3,kara,0.68,0.56,1.24,-0.242038217,0.242038217,2.32,both,-3.8,3.8,0.757961783,1.0
sanchez2016chimpanzees,2014,6,3,kofi,8,m,focal_participant_right,lobo,10,m,focal_participant_left,chimpanzee,kofi_lobo,male,2,7,1,short,low,yes,1.9,41.28,1.9,76.05,2,koffi,0.84,0.24,1.08,-0.911996295,0.911996295,1.16,both,-39.38,39.38,0.088003705,1.0
sanchez2016chimpanzees,2014,6,10,kofi,8,m,focal_participant_right,lobo,10,m,focal_participant_left,chimpanzee,kofi_lobo,male,2,7,2,long,low,yes,2.54,43.63,2.95,99.25,2,koffi,0.0,1.12,1.12,-0.889971843,0.889971843,2.0,both,-41.09,41.09,0.110028157,1.0
sanchez2016chimpanzees,2014,6,10,lobo,10,m,focal_participant_right,kofi,8,m,focal_participant_left,chimpanzee,lobo_kofi,male,2,7,3,long,low,yes,16.3,0.0,24.75,0.0,2,lobo,0.76,np,np,1.0,1.0,1.24,one,16.3,16.3,0.0,1.0
sanchez2016chimpanzees,2014,6,10,kofi,8,m,focal_participant_right,lobo,10,m,focal_participant_left,chimpanzee,kofi_lobo,male,2,7,4,short,low,yes,5.1,26.09,8.8,58.6,6,koffi,2.64,0.16,2.8,-0.672972106,0.672972106,3.36,both,-20.99,20.99,0.327027894,0.0
sanchez2016chimpanzees,2014,6,10,kofi,8,m,focal_participant_right,lobo,10,m,focal_participant_left,chimpanzee,kofi_lobo,male,2,7,5,long,low,yes,0.0,50.75,0.0,83.4,1,lobo,0.08,np,np,-1.0,1.0,0.92,one,-50.75,50.75,0.0,1.0
sanchez2016chimpanzees,2014,6,10,kofi,8,m,focal_participant_right,lobo,10,m,focal_participant_left,chimpanzee,kofi_lobo,male,2,7,6,short,low,yes,0.0,36.55,0.0,87.6,3,lobo,0.24,np,np,-1.0,1.0,2.76,one,-36.55,36.55,0.0,0.0
sanchez2016chimpanzees,2014,6,10,kofi,8,m,focal_participant_right,lobo,10,m,focal_participant_left,chimpanzee,kofi_lobo,male,2,7,7,long,low,yes,2.15,36.62,2.15,60.4,2,lobo,0.32,0.64,0.96,-0.889089502,0.889089502,1.68,both,-34.47,34.47,0.110910498,0.0
sanchez2016chimpanzees,2014,6,10,kofi,8,m,focal_participant_right,lobo,10,m,focal_participant_left,chimpanzee,kofi_lobo,male,2,7,8,short,low,yes,0.0,27.86,0.0,57.7,3,lobo,0.0,np,np,-1.0,1.0,3.0,one,-27.86,27.86,0.0,1.0
sanchez2016chimpanzees,2014,4,23,ulla,36,f,focal_participant_right,kofi,8,m,focal_participant_left,chimpanzee,ulla_kofi,mix,1,7,1,long,low,yes,0.0,12.52,0.0,30.0,3,koffi,1.0,np,np,-1.0,1.0,2.0,one,-12.52,12.52,0.0,0.0
sanchez2016chimpanzees,2014,4,23,ulla,36,f,focal_participant_right,kofi,8,m,focal_participant_left,chimpanzee,ulla_kofi,mix,1,7,2,short,low,yes,0.0,11.51,0.0,22.6,3,koffi,0.88,np,np,-1.0,1.0,2.12,one,-11.51,11.51,0.0,0.0
sanchez2016chimpanzees,2014,4,23,ulla,36,f,focal_participant_right,kofi,8,m,focal_participant_left,chimpanzee,ulla_kofi,mix,1,7,3,short,low,yes,0.0,13.54,0.0,30.95,2,koffi,0.72,np,np,-1.0,1.0,1.28,one,-13.54,13.54,0.0,0.0
sanchez2016chimpanzees,2014,4,23,ulla,36,f,focal_participant_right,kofi,8,m,focal_participant_left,chimpanzee,ulla_kofi,mix,1,7,4,long,low,yes,0.0,11.5,0.0,29.1,3,koffi,0.8,np,np,-1.0,1.0,2.2,one,-11.5,11.5,0.0,0.0
sanchez2016chimpanzees,2014,4,23,ulla,36,f,focal_participant_right,kofi,8,m,focal_participant_left,chimpanzee,ulla_kofi,mix,1,7,5,short,low,yes,2.38,10.46,2.5,26.75,3,ulla,0.0,0.64,0.64,-0.629283489,0.629283489,3.0,both,-8.08,8.08,0.370716511,0.0
sanchez2016chimpanzees,2014,4,23,ulla,36,f,focal_participant_right,kofi,8,m,focal_participant_left,chimpanzee,ulla_kofi,mix,1,7,6,long,low,yes,0.0,9.39,0.0,21.35,4,koffi,0.68,np,np,-1.0,1.0,3.32,one,-9.39,9.39,0.0,1.0
sanchez2016chimpanzees,2014,4,23,ulla,36,f,focal_participant_right,kofi,8,m,focal_participant_left,chimpanzee,ulla_kofi,mix,1,7,7,short,low,yes,0.0,10.14,0.0,21.4,3,koffi,0.52,np,np,-1.0,1.0,2.48,one,-10.14,10.14,0.0,0.0
sanchez2016chimpanzees,2014,4,23,ulla,36,f,focal_participant_right,kofi,8,m,focal_participant_left,chimpanzee,ulla_kofi,mix,1,7,8,long,low,yes,0.0,12.7,0.0,20.1,3,koffi,0.48,np,np,-1.0,1.0,2.52,one,-12.7,12.7,0.0,0.0
sanchez2016chimpanzees,2014,2,19,lobo,9,m,focal_participant_right,kara,8,f,focal_participant_left,chimpanzee,lobo_kara,mix,1,7,1,long,low,yes,15.18,6.26,39.1,9.8,2,lobo,0.72,0.08,0.8,0.416044776,0.416044776,1.28,both,8.92,8.92,0.583955224,0.0
sanchez2016chimpanzees,2014,2,19,kara,8,f,focal_participant_right,lobo,9,m,focal_participant_left,chimpanzee,kara_lobo,mix,1,7,2,short,low,yes,14.05,12.63,22.0,25.1,3,kara,0.52,0.52,1.04,0.053223388,0.053223388,2.48,both,1.42,1.42,0.946776612,1.0
sanchez2016chimpanzees,2014,2,19,kara,8,f,focal_participant_right,lobo,9,m,focal_participant_left,chimpanzee,kara_lobo,mix,1,7,3,short,low,yes,13.43,11.71,21.75,21.1,2,kara,0.56,0.32,0.88,0.068416866,0.068416866,1.44,both,1.72,1.72,0.931583134,1.0
sanchez2016chimpanzees,2014,2,19,lobo,9,m,focal_participant_right,kara,8,f,focal_participant_left,chimpanzee,lobo_kara,mix,1,7,4,long,low,yes,14.41,4.8,23.7,8.5,3,lobo,0.36,0.64,1,0.500260281,0.500260281,2.64,both,9.61,9.61,0.499739719,1.0
sanchez2016chimpanzees,2014,2,19,kara,8,f,focal_participant_right,lobo,9,m,focal_participant_left,chimpanzee,kara_lobo,mix,1,7,5,short,low,yes,0.0,21.41,0.0,34.3,3,lobo,1.2,np,np,-1.0,1.0,1.8,one,-21.41,21.41,0.0,1.0
sanchez2016chimpanzees,2014,2,19,kara,8,f,focal_participant_right,lobo,9,m,focal_participant_left,chimpanzee,kara_lobo,mix,1,7,6,long,low,yes,8.73,7.67,16.35,16.25,2,kara,0.0,0.72,0.72,0.064634146,0.064634146,2.0,both,1.06,1.06,0.935365854,0.0
sanchez2016chimpanzees,2014,2,19,lobo,9,m,focal_participant_right,kara,8,f,focal_participant_left,chimpanzee,lobo_kara,mix,1,7,7,short,low,yes,8.85,4.85,27.05,5.15,2,lobo,0.4,0.36,0.76,0.291970803,0.291970803,1.6,both,4.0,4.0,0.708029197,1.0
sanchez2016chimpanzees,2014,2,19,kara,8,f,focal_participant_right,lobo,9,m,focal_participant_left,chimpanzee,kara_lobo,mix,1,7,8,long,low,yes,14.67,7.23,22.25,20.0,3,kara,0.8,0.16,0.96,0.339726027,0.339726027,2.2,both,7.44,7.44,0.660273973,1.0
sanchez2016chimpanzees,2014,5,27,lome,12,m,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,lome_frodo,male,1,7,1,long,low,yes,23.26,0.0,50.7,0.0,2,lome,0.72,np,np,1.0,1.0,1.28,one,23.26,23.26,0.0,1.0
sanchez2016chimpanzees,2014,5,29,lome,12,m,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,lome_frodo,male,1,7,2,long,low,yes,16.65,0.0,30.35,0.0,3,lome,1.44,np,np,1.0,1.0,1.56,one,16.65,16.65,0.0,0.0
sanchez2016chimpanzees,2014,5,29,lome,12,m,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,lome_frodo,male,1,7,3,short,low,yes,10.98,0.0,45.85,0.0,3,lome,1.28,np,np,1.0,1.0,1.72,one,10.98,10.98,0.0,0.0
sanchez2016chimpanzees,2014,5,29,lome,12,m,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,lome_frodo,male,1,7,4,short,low,yes,13.07,0.0,46.2,0.0,3,lome,1.0,np,np,1.0,1.0,2.0,one,13.07,13.07,0.0,0.0
sanchez2016chimpanzees,2014,5,29,lome,12,m,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,lome_frodo,male,1,7,5,long,low,yes,19.53,0.0,38.5,0.0,2,lome,1.4,np,np,1.0,1.0,0.6,one,19.53,19.53,0.0,0.0
sanchez2016chimpanzees,2014,5,29,lome,12,m,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,lome_frodo,male,1,7,6,short,low,yes,15.15,0.0,37.1,0.0,4,lome,1.2,np,np,1.0,1.0,2.8,one,15.15,15.15,0.0,0.0
sanchez2016chimpanzees,2014,5,29,lome,12,m,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,lome_frodo,male,1,7,7,long,low,yes,13.9,0.0,37.1,0.0,2,lome,1.0,np,np,1.0,1.0,1.0,one,13.9,13.9,0.0,0.0
sanchez2016chimpanzees,2014,5,29,lome,12,m,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,lome_frodo,male,1,7,8,short,low,yes,13.11,0.0,30.8,0.0,3,lome,1.28,np,np,1.0,1.0,1.72,one,13.11,13.11,0.0,0.0
sanchez2016chimpanzees,2014,6,26,lome,12,m,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,lome_robert,male,2,7,1,long,low,yes,0.0,18.92,0.0,31.3,3,robert,0.0,np,np,-1.0,1.0,3.0,one,-18.92,18.92,0.0,0.0
sanchez2016chimpanzees,2014,6,27,robert,38,m,focal_participant_right,lome,12,m,focal_participant_left,chimpanzee,robert_lome,male,2,7,2,long,low,yes,17.95,3.0,30.4,3.1,3,lome,1.52,0.08,1.6,0.713603819,0.713603819,1.48,both,14.95,14.95,0.286396181,0.0
sanchez2016chimpanzees,2014,6,27,robert,38,m,focal_participant_right,lome,12,m,focal_participant_left,chimpanzee,robert_lome,male,2,7,3,long,low,yes,26.35,0.0,28.45,0.0,3,robert,1.12,np,np,1.0,1.0,1.88,one,26.35,26.35,0.0,1.0
sanchez2016chimpanzees,2014,6,27,robert,38,m,focal_participant_right,lome,12,m,focal_participant_left,chimpanzee,robert_lome,male,2,7,4,short,low,yes,16.45,0.0,40.1,0.0,2,robert,0.44,np,np,1.0,1.0,1.56,one,16.45,16.45,0.0,0.0
sanchez2016chimpanzees,2014,6,27,robert,38,m,focal_participant_right,lome,12,m,focal_participant_left,chimpanzee,robert_lome,male,2,7,5,short,low,yes,16.8,0.0,37.2,0.0,3,robert,0.6,np,np,1.0,1.0,2.4,one,16.8,16.8,0.0,0.0
sanchez2016chimpanzees,2014,6,27,robert,38,m,focal_participant_right,lome,12,m,focal_participant_left,chimpanzee,robert_lome,male,2,7,6,long,low,yes,16.9,0.0,36.15,0.0,4,robert,0.0,np,np,1.0,1.0,4.0,one,16.9,16.9,0.0,0.0
sanchez2016chimpanzees,2014,6,27,robert,38,m,focal_participant_right,lome,12,m,focal_participant_left,chimpanzee,robert_lome,male,2,7,7,short,low,yes,13.88,0.0,38.4,0.0,2,robert,0.0,np,np,1.0,1.0,2.0,one,13.88,13.88,0.0,0.0
sanchez2016chimpanzees,2014,6,27,lome,12,m,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,lome_robert,male,2,7,8,short,low,yes,0.0,23.55,0.0,35.65,2,robert,0.76,np,np,-1.0,1.0,1.24,one,-23.55,23.55,0.0,0.0
sanchez2016chimpanzees,2014,6,16,riet,36,f,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,riet_frodo,mix,2,7,1,short,low,yes,5.78,14.38,7.75,27.8,3,riet,1.72,0.16,1.88,-0.426587302,0.426587302,1.28,both,-8.6,8.6,0.573412698,0.0
sanchez2016chimpanzees,2014,6,17,riet,36,f,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,riet_frodo,mix,2,7,2,short,low,yes,6.68,12.45,13.05,24.95,4,frodo,1.28,0.48,1.76,-0.301620491,0.301620491,2.72,both,-5.77,5.77,0.698379509,1.0
sanchez2016chimpanzees,2014,6,17,riet,36,f,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,riet_frodo,mix,2,7,3,long,low,yes,9.32,13.48,15.0,18.4,2,riet,0.88,0.48,1.36,-0.18245614,0.18245614,1.12,both,-4.16,4.16,0.81754386,1.0
sanchez2016chimpanzees,2014,6,17,riet,36,f,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,riet_frodo,mix,2,7,4,short,low,yes,2.98,17.27,3.2,33.9,2,frodo,0.96,0.2,1.16,-0.705679012,0.705679012,1.04,both,-14.29,14.29,0.294320988,1.0
sanchez2016chimpanzees,2014,6,17,riet,36,f,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,riet_frodo,mix,2,7,5,long,low,yes,6.82,9.6,9.3,20.6,3,riet,0.96,0.04,1,-0.169305725,0.169305725,2.04,both,-2.78,2.78,0.830694275,1.0
sanchez2016chimpanzees,2014,6,17,riet,36,f,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,riet_frodo,mix,2,7,6,long,low,yes,8.03,11.63,8.1,22.7,4,frodo,1.12,0.24,1.36,-0.18311292,0.18311292,2.88,both,-3.6,3.6,0.81688708,1.0
sanchez2016chimpanzees,2014,6,17,riet,36,f,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,riet_frodo,mix,2,7,7,long,low,yes,8.7,11.78,15.4,18.15,3,riet,1.04,0.52,1.56,-0.150390625,0.150390625,1.96,both,-3.08,3.08,0.849609375,1.0
sanchez2016chimpanzees,2014,6,17,riet,36,f,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,riet_frodo,mix,2,7,8,short,low,yes,9.2,14.08,14.25,15.85,3,riet,1.0,0.32,1.32,-0.209621993,0.209621993,2.0,both,-4.88,4.88,0.790378007,1.0
sanchez2016chimpanzees,2014,5,5,riet,36,f,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,riet_robert,mix,1,7,1,long,low,yes,2.48,14.18,3.3,34.35,2,robert,0.52,0.8,1.32,-0.702280912,0.702280912,1.48,both,-11.7,11.7,0.297719088,1.0
sanchez2016chimpanzees,2014,5,5,riet,36,f,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,riet_robert,mix,1,7,2,short,low,yes,10.68,13.73,17.55,20.4,3,riet,1.24,0.36,1.6,-0.124948791,0.124948791,1.76,both,-3.05,3.05,0.875051209,1.0
sanchez2016chimpanzees,2014,5,5,riet,36,f,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,riet_robert,mix,1,7,3,long,low,yes,7.28,16.98,12.95,22.4,3,riet,0.76,0.8,1.56,-0.39983512,0.39983512,2.24,both,-9.7,9.7,0.60016488,1.0
sanchez2016chimpanzees,2014,5,5,riet,36,f,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,riet_robert,mix,1,7,4,short,low,yes,0.0,19.42,0.0,41.55,3,robert,1.0,np,np,-1.0,1.0,2.0,one,-19.42,19.42,0.0,1.0
sanchez2016chimpanzees,2014,5,5,riet,36,f,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,riet_robert,mix,1,7,5,long,low,yes,0.0,20.63,0.0,41.0,2,robert,0.32,np,np,-1.0,1.0,1.68,one,-20.63,20.63,0.0,0.0
sanchez2016chimpanzees,2014,5,5,riet,36,f,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,riet_robert,mix,1,7,6,short,low,yes,0.0,13.18,0.0,27.15,2,robert,0.0,np,np,-1.0,1.0,2.0,one,-13.18,13.18,0.0,0.0
sanchez2016chimpanzees,2014,5,5,riet,36,f,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,riet_robert,mix,1,7,7,long,low,yes,4.17,14.06,5.4,23.6,3,robert,0.72,0.84,1.56,-0.542512342,0.542512342,2.28,both,-9.89,9.89,0.457487658,0.0
sanchez2016chimpanzees,2014,5,5,riet,36,f,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,riet_robert,mix,1,7,8,short,low,yes,0.0,15.94,0.0,29.2,2,robert,0.0,np,np,-1.0,1.0,2.0,one,-15.94,15.94,0.0,1.0
sanchez2016chimpanzees,2014,3,19,sandra,20,f,focal_participant_right,tai,11,f,focal_participant_left,chimpanzee,sandra_tai,female,1,7,1,long,low,yes,12.69,3.05,22.05,4.9,2,tai,0.52,0.56,1.08,0.612452351,0.612452351,1.48,both,9.64,9.64,0.387547649,0.0
sanchez2016chimpanzees,2014,3,19,sandra,20,f,focal_participant_right,tai,11,f,focal_participant_left,chimpanzee,sandra_tai,female,1,7,2,short,low,yes,19.78,2.99,26.2,4.15,2,sandra,0.64,0.4,1.04,0.737373737,0.737373737,1.36,both,16.79,16.79,0.262626263,1.0
sanchez2016chimpanzees,2014,3,19,tai,11,f,focal_participant_right,sandra,20,f,focal_participant_left,chimpanzee,tai_sandra,female,1,7,3,short,low,yes,8.47,8.91,13.1,16.25,3,sandra,0.64,0.32,0.96,-0.025316456,0.025316456,2.36,both,-0.44,0.44,0.974683544,1.0
sanchez2016chimpanzees,2014,3,19,tai,11,f,focal_participant_right,sandra,20,f,focal_participant_left,chimpanzee,tai_sandra,female,1,7,4,long,low,yes,8.13,12.83,14.8,19.3,3,tai,0.8,0.08,0.88,-0.224236641,0.224236641,2.2,both,-4.7,4.7,0.775763359,1.0
sanchez2016chimpanzees,2014,3,19,tai,11,f,focal_participant_right,sandra,20,f,focal_participant_left,chimpanzee,tai_sandra,female,1,7,5,short,low,yes,6.81,10.3,10.75,21.2,3,sandra,0.28,0.48,0.76,-0.203974284,0.203974284,2.72,both,-3.49,3.49,0.796025716,1.0
sanchez2016chimpanzees,2014,3,19,tai,11,f,focal_participant_right,sandra,20,f,focal_participant_left,chimpanzee,tai_sandra,female,1,7,6,long,low,yes,8.72,9.4,15.8,15.75,3,tai,0.72,0.24,0.96,-0.037527594,0.037527594,2.28,both,-0.68,0.68,0.962472406,1.0
sanchez2016chimpanzees,2014,3,19,tai,11,f,focal_participant_right,sandra,20,f,focal_participant_left,chimpanzee,tai_sandra,female,1,7,7,short,low,yes,9.05,6.31,14.8,13.2,3,tai,0.48,0.16,0.64,0.178385417,0.178385417,2.52,both,2.74,2.74,0.821614583,1.0
sanchez2016chimpanzees,2014,3,19,tai,11,f,focal_participant_right,sandra,20,f,focal_participant_left,chimpanzee,tai_sandra,female,1,7,8,long,low,yes,8.23,10.37,10.3,13.3,3,sandra,0.72,0.12,0.84,-0.115053763,0.115053763,2.28,both,-2.14,2.14,0.884946237,1.0
sanchez2016chimpanzees,2014,5,26,corry,37,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,corry_fraukje,female,1,8,1,short,high,yes,7.67,32.1,10.25,59.65,4,fraukje,1.56,0.8,2.36,-0.614282122,0.614282122,2.44,both,-24.43,24.43,0.385717878,1.0
sanchez2016chimpanzees,2014,5,26,corry,37,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,corry_fraukje,female,1,8,2,long,high,yes,12.6,28.36,25.35,43.1,3,corry,0.6,0.48,1.08,-0.384765625,0.384765625,2.4,both,-15.76,15.76,0.615234375,1.0
sanchez2016chimpanzees,2014,5,26,corry,37,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,corry_fraukje,female,1,8,3,long,high,yes,15.23,23.09,35.65,35.35,3,corry,0.0,0.88,0.88,-0.205114823,0.205114823,3.0,both,-7.86,7.86,0.794885177,1.0
sanchez2016chimpanzees,2014,5,26,corry,37,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,corry_fraukje,female,1,8,4,long,high,yes,17.68,24.65,34.25,46.95,3,corry,1.52,0.24,1.76,-0.164658635,0.164658635,1.48,both,-6.97,6.97,0.835341365,1.0
sanchez2016chimpanzees,2014,5,26,corry,37,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,corry_fraukje,female,1,8,5,short,high,yes,16.42,29.2,28.95,43.1,3,corry,1.6,0.36,1.96,-0.280140289,0.280140289,1.4,both,-12.78,12.78,0.719859711,1.0
sanchez2016chimpanzees,2014,5,26,corry,37,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,corry_fraukje,female,1,8,6,short,high,yes,10.54,30.38,20.75,51.25,4,fraukje,1.76,0.32,2.08,-0.484848485,0.484848485,2.24,both,-19.84,19.84,0.515151515,1.0
sanchez2016chimpanzees,2014,5,26,corry,37,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,corry_fraukje,female,1,8,7,long,high,yes,0.0,33.87,0.0,74.6,4,fraukje,1.32,np,np,-1.0,1.0,2.68,one,-33.87,33.87,0.0,1.0
sanchez2016chimpanzees,2014,5,26,corry,37,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,corry_fraukje,female,1,8,8,short,high,yes,3.05,37.64,3.05,81.9,3,fraukje,1.2,0.88,2.08,-0.850086016,0.850086016,1.8,both,-34.59,34.59,0.149913984,0.0
sanchez2016chimpanzees,2014,6,14,corry,37,f,focal_participant_right,ulla,37,f,focal_participant_left,chimpanzee,corry_ulla,female,2,8,1,short,high,yes,19.61,10.82,33.5,16.8,4,corry,1.24,0.36,1.6,0.288859678,0.288859678,2.76,both,8.79,8.79,0.711140322,1.0
sanchez2016chimpanzees,2014,6,15,corry,37,f,focal_participant_right,ulla,37,f,focal_participant_left,chimpanzee,corry_ulla,female,2,8,2,short,high,yes,14.98,10.95,25.4,21.0,5,corry,0.64,1.2,1.84,0.155418434,0.155418434,4.36,both,4.03,4.03,0.844581566,1.0
sanchez2016chimpanzees,2014,6,15,corry,37,f,focal_participant_right,ulla,37,f,focal_participant_left,chimpanzee,corry_ulla,female,2,8,3,long,high,yes,17.81,8.225,36.25,13.2,3,ulla,0.72,0.08,0.8,0.368158249,0.368158249,2.28,both,9.585,9.585,0.631841751,1.0
sanchez2016chimpanzees,2014,6,15,corry,37,f,focal_participant_right,ulla,37,f,focal_participant_left,chimpanzee,corry_ulla,female,2,8,4,short,high,yes,32.68,2.55,46.4,2.55,3,corry,1.12,0.72,1.84,0.855237014,0.855237014,1.88,both,30.13,30.13,0.144762986,1.0
sanchez2016chimpanzees,2014,6,15,corry,37,f,focal_participant_right,ulla,37,f,focal_participant_left,chimpanzee,corry_ulla,female,2,8,5,long,high,yes,18.16,0.0,44.65,0.0,4,corry,0.24,np,np,1.0,1.0,3.76,one,18.16,18.16,0.0,1.0
