study_id,year,month,day,participant,age_original,age_in_years,sex,species,session,trial,condition,size,first,no_of_cups,what_cups,baited_cup,choice,success,risk_choice,comments
haun2011great,2008,12,13,bimbo,27,28,m,orangutan,6,16,visible,1,big_first,4,2_3_4_5,5,5,yes,risk,
haun2011great,2008,08,14,dokana,19,19,f,orangutan,1,1,visible,2,big_first,2,4_5,5,5,yes,risk,
haun2011great,2008,08,14,dokana,19,19,f,orangutan,1,2,invisible,2,big_first,3,2_3_4,3,4,no,risk,
haun2011great,2008,08,14,dokana,19,19,f,orangutan,1,3,invisible,2,small_first,1,5,5,5,yes,risk,
haun2011great,2008,08,14,dokana,19,19,f,orangutan,1,4,visible,2,small_first,1,4,4,4,yes,risk,
haun2011great,2008,08,14,dokana,19,19,f,orangutan,1,5,visible,2,big_first,3,2_3_4,2,2,yes,risk,
haun2011great,2008,08,14,dokana,19,19,f,orangutan,1,6,visible,2,big_first,1,2,2,2,yes,risk,
haun2011great,2008,08,14,dokana,19,19,f,orangutan,1,7,invisible,2,small_first,3,3_4_5,5,5,yes,risk,
haun2011great,2008,08,14,dokana,19,19,f,orangutan,1,8,visible,2,small_first,2,2_3,3,3,yes,risk,
haun2011great,2008,08,15,dokana,19,19,f,orangutan,1,9,visible,2,small_first,3,3_4_5,4,4,yes,risk,
haun2011great,2008,08,15,dokana,19,19,f,orangutan,1,10,invisible,2,big_first,1,3,3,3,yes,risk,
haun2011great,2008,08,15,dokana,19,19,f,orangutan,1,11,invisible,2,big_first,2,4_5,4,0,no,safe,
haun2011great,2008,08,15,dokana,19,19,f,orangutan,1,12,visible,2,big_first,4,2_3_4_5,5,5,yes,risk,
haun2011great,2008,08,15,dokana,19,19,f,orangutan,1,13,visible,2,small_first,4,2_3_4_5,3,3,yes,risk,
haun2011great,2008,08,15,dokana,19,19,f,orangutan,1,14,invisible,2,small_first,4,2_3_4_5,2,2,yes,risk,
haun2011great,2008,08,15,dokana,19,19,f,orangutan,1,15,invisible,2,small_first,2,2_3,2,3,no,risk,
haun2011great,2008,08,15,dokana,19,19,f,orangutan,1,16,invisible,2,big_first,4,2_3_4_5,4,0,no,safe,
haun2011great,2008,08,19,dokana,19,19,f,orangutan,2,1,invisible,2,big_first,4,2_3_4_5,4,0,no,safe,
haun2011great,2008,08,19,dokana,19,19,f,orangutan,2,2,visible,2,small_first,4,2_3_4_5,3,3,yes,risk,
haun2011great,2008,08,19,dokana,19,19,f,orangutan,2,3,invisible,2,small_first,4,2_3_4_5,2,5,no,risk,
haun2011great,2008,08,19,dokana,19,19,f,orangutan,2,4,invisible,2,big_first,3,2_3_4,3,0,no,safe,
haun2011great,2008,08,19,dokana,19,19,f,orangutan,2,5,visible,2,big_first,3,2_3_4,2,2,yes,risk,
haun2011great,2008,08,19,dokana,19,19,f,orangutan,2,6,visible,2,big_first,2,4_5,5,5,yes,risk,
haun2011great,2008,08,19,dokana,19,19,f,orangutan,2,7,invisible,2,big_first,2,4_5,4,5,no,risk,
haun2011great,2008,08,19,dokana,19,19,f,orangutan,2,8,invisible,2,small_first,1,5,5,5,yes,risk,
haun2011great,2008,08,21,dokana,19,19,f,orangutan,2,9,visible,2,small_first,2,2_3,3,3,yes,risk,
haun2011great,2008,08,21,dokana,19,19,f,orangutan,2,10,invisible,2,big_first,1,3,3,0,no,safe,
haun2011great,2008,08,21,dokana,19,19,f,orangutan,2,11,visible,2,small_first,3,3_4_5,4,4,yes,risk,
haun2011great,2008,08,21,dokana,19,19,f,orangutan,2,12,visible,2,small_first,1,4,4,4,yes,risk,
haun2011great,2008,08,21,dokana,19,19,f,orangutan,2,13,invisible,2,small_first,2,2_3,2,2,yes,risk,
haun2011great,2008,08,21,dokana,19,19,f,orangutan,2,14,invisible,2,small_first,3,3_4_5,5,0,no,safe,
haun2011great,2008,08,21,dokana,19,19,f,orangutan,2,15,visible,2,big_first,1,2,2,2,yes,risk,
haun2011great,2008,08,21,dokana,19,19,f,orangutan,2,16,visible,2,big_first,4,2_3_4_5,5,5,yes,risk,repeat (pagai)
haun2011great,2008,12,01,dokana,19,19,f,orangutan,3,1,visible,.05,big_first,3,2_3_4,2,2,yes,risk,
haun2011great,2008,12,01,dokana,19,19,f,orangutan,3,2,visible,.05,small_first,3,3_4_5,4,4,yes,risk,
haun2011great,2008,12,01,dokana,19,19,f,orangutan,3,3,invisible,.05,small_first,4,2_3_4_5,2,4,no,risk,
haun2011great,2008,12,01,dokana,19,19,f,orangutan,3,4,invisible,.05,big_first,1,3,3,3,yes,risk,
haun2011great,2008,12,01,dokana,19,19,f,orangutan,3,5,invisible,.05,big_first,3,2_3_4,3,2,no,risk,
haun2011great,2008,12,01,dokana,19,19,f,orangutan,3,6,visible,.05,big_first,4,2_3_4_5,5,4,no,risk,
haun2011great,2008,12,01,dokana,19,19,f,orangutan,3,7,visible,.05,small_first,1,4,4,4,yes,risk,
haun2011great,2008,12,01,dokana,19,19,f,orangutan,3,8,invisible,.05,small_first,1,5,5,5,yes,risk,
haun2011great,2008,12,02,dokana,19,19,f,orangutan,3,9,invisible,.05,big_first,2,4_5,4,4,yes,risk,
haun2011great,2008,12,02,dokana,19,19,f,orangutan,3,10,invisible,.05,big_first,4,2_3_4_5,4,2,no,risk,
haun2011great,2008,12,02,dokana,19,19,f,orangutan,3,11,visible,.05,small_first,4,2_3_4_5,3,3,yes,risk,
haun2011great,2008,12,02,dokana,19,19,f,orangutan,3,12,invisible,.05,small_first,3,3_4_5,5,4,no,risk,
haun2011great,2008,12,02,dokana,19,19,f,orangutan,3,13,visible,.05,big_first,2,4_5,5,5,yes,risk,
haun2011great,2008,12,02,dokana,19,19,f,orangutan,3,14,visible,.05,big_first,1,2,2,2,yes,risk,
haun2011great,2008,12,02,dokana,19,19,f,orangutan,3,15,visible,.05,small_first,2,2_3,3,3,yes,risk,
haun2011great,2008,12,02,dokana,19,19,f,orangutan,3,16,invisible,.05,small_first,2,2_3,2,2,yes,risk,
haun2011great,2008,12,03,dokana,19,19,f,orangutan,4,1,visible,.05,big_first,1,2,2,2,yes,risk,
haun2011great,2008,12,03,dokana,19,19,f,orangutan,4,2,invisible,.05,small_first,2,2_3,2,2,yes,risk,
haun2011great,2008,12,03,dokana,19,19,f,orangutan,4,3,visible,.05,small_first,4,2_3_4_5,3,3,yes,risk,
haun2011great,2008,12,03,dokana,19,19,f,orangutan,4,4,invisible,.05,small_first,3,3_4_5,5,4,no,risk,
haun2011great,2008,12,03,dokana,19,19,f,orangutan,4,5,invisible,.05,small_first,1,5,5,5,yes,risk,
haun2011great,2008,12,03,dokana,19,19,f,orangutan,4,6,invisible,.05,big_first,1,3,3,3,yes,risk,
haun2011great,2008,12,03,dokana,19,19,f,orangutan,4,7,invisible,.05,big_first,3,2_3_4,3,2,no,risk,
haun2011great,2008,12,03,dokana,19,19,f,orangutan,4,8,visible,.05,small_first,1,4,4,4,yes,risk,
haun2011great,2008,12,04,dokana,19,19,f,orangutan,4,9,visible,.05,big_first,3,2_3_4,2,2,yes,risk,
haun2011great,2008,12,04,dokana,19,19,f,orangutan,4,10,visible,.05,big_first,2,4_5,5,5,yes,risk,
haun2011great,2008,12,04,dokana,19,19,f,orangutan,4,11,visible,.05,small_first,2,2_3,3,3,yes,risk,
haun2011great,2008,12,04,dokana,19,19,f,orangutan,4,12,invisible,.05,big_first,4,2_3_4_5,4,5,no,risk,chooses 2 cups
haun2011great,2008,12,04,dokana,19,19,f,orangutan,4,13,visible,.05,small_first,3,3_4_5,4,4,yes,risk,
haun2011great,2008,12,04,dokana,19,19,f,orangutan,4,14,invisible,.05,big_first,2,4_5,4,4,yes,risk,
haun2011great,2008,12,04,dokana,19,19,f,orangutan,4,15,invisible,.05,small_first,4,2_3_4_5,2,2,yes,risk,
haun2011great,2008,12,04,dokana,19,19,f,orangutan,4,16,visible,.05,big_first,4,2_3_4_5,5,5,yes,risk,
haun2011great,2008,12,08,dokana,19,19,f,orangutan,5,1,visible,1,small_first,1,4,4,4,yes,risk,
haun2011great,2008,12,08,dokana,19,19,f,orangutan,5,2,visible,1,big_first,3,2_3_4,2,2,yes,risk,
haun2011great,2008,12,08,dokana,19,19,f,orangutan,5,3,invisible,1,big_first,3,2_3_4,3,3,yes,risk,
haun2011great,2008,12,08,dokana,19,19,f,orangutan,5,4,invisible,1,big_first,4,2_3_4_5,4,3,no,risk,
haun2011great,2008,12,08,dokana,19,19,f,orangutan,5,5,invisible,1,small_first,1,5,5,5,yes,risk,
haun2011great,2008,12,08,dokana,19,19,f,orangutan,5,6,visible,1,big_first,1,2,2,2,yes,risk,
haun2011great,2008,12,08,dokana,19,19,f,orangutan,5,7,invisible,1,big_first,2,4_5,4,5,no,risk,
haun2011great,2008,12,08,dokana,19,19,f,orangutan,5,8,invisible,1,big_first,1,3,3,3,yes,risk,
haun2011great,2008,12,10,dokana,19,19,f,orangutan,5,9,visible,1,big_first,2,4_5,5,5,yes,risk,
haun2011great,2008,12,10,dokana,19,19,f,orangutan,5,10,visible,1,big_first,4,2_3_4_5,5,5,yes,risk,
haun2011great,2008,12,10,dokana,19,19,f,orangutan,5,11,visible,1,small_first,3,3_4_5,4,4,yes,risk,
haun2011great,2008,12,10,dokana,19,19,f,orangutan,5,12,invisible,1,small_first,4,2_3_4_5,2,2,yes,risk,
haun2011great,2008,12,10,dokana,19,19,f,orangutan,5,13,visible,1,small_first,4,2_3_4_5,3,3,yes,risk,
haun2011great,2008,12,10,dokana,19,19,f,orangutan,5,14,invisible,1,small_first,3,3_4_5,5,3,no,risk,
haun2011great,2008,12,10,dokana,19,19,f,orangutan,5,15,visible,1,small_first,2,2_3,3,3,yes,risk,
haun2011great,2008,12,10,dokana,19,19,f,orangutan,5,16,invisible,1,small_first,2,2_3,2,2,yes,risk,
haun2011great,2008,12,11,dokana,19,19,f,orangutan,6,1,visible,1,big_first,3,2_3_4,2,2,yes,risk,
haun2011great,2008,12,11,dokana,19,19,f,orangutan,6,2,invisible,1,small_first,4,2_3_4_5,2,5,no,risk,
haun2011great,2008,12,11,dokana,19,19,f,orangutan,6,3,invisible,1,small_first,3,3_4_5,5,5,yes,risk,
haun2011great,2008,12,11,dokana,19,19,f,orangutan,6,4,visible,1,big_first,2,4_5,5,5,yes,risk,
haun2011great,2008,12,11,dokana,19,19,f,orangutan,6,5,visible,1,big_first,1,2,2,2,yes,risk,
haun2011great,2008,12,11,dokana,19,19,f,orangutan,6,6,invisible,1,big_first,1,3,3,3,yes,risk,
haun2011great,2008,12,11,dokana,19,19,f,orangutan,6,7,visible,1,big_first,4,2_3_4_5,5,5,yes,risk,
haun2011great,2008,12,11,dokana,19,19,f,orangutan,6,8,invisible,1,small_first,2,2_3,2,2,yes,risk,
haun2011great,2008,12,13,dokana,19,19,f,orangutan,6,9,visible,1,small_first,4,2_3_4_5,3,3,yes,risk,
haun2011great,2008,12,13,dokana,19,19,f,orangutan,6,10,visible,1,small_first,2,2_3,3,3,yes,risk,
haun2011great,2008,12,13,dokana,19,19,f,orangutan,6,11,visible,1,small_first,3,3_4_5,4,4,yes,risk,
haun2011great,2008,12,13,dokana,19,19,f,orangutan,6,12,invisible,1,big_first,2,4_5,4,4,yes,risk,
haun2011great,2008,12,13,dokana,19,19,f,orangutan,6,13,invisible,1,big_first,4,2_3_4_5,4,3,no,risk,
haun2011great,2008,12,13,dokana,19,19,f,orangutan,6,14,visible,1,small_first,1,4,4,4,yes,risk,
haun2011great,2008,12,13,dokana,19,19,f,orangutan,6,15,invisible,1,big_first,3,2_3_4,3,2,no,risk,
haun2011great,2008,12,13,dokana,19,19,f,orangutan,6,16,invisible,1,small_first,1,5,5,5,yes,risk,
haun2011great,2008,08,14,dunja,35,35,f,orangutan,1,1,invisible,.05,big_first,3,2_3_4,3,2,no,risk,
haun2011great,2008,08,14,dunja,35,35,f,orangutan,1,2,visible,.05,small_first,4,2_3_4_5,3,3,yes,risk,
haun2011great,2008,08,14,dunja,35,35,f,orangutan,1,3,invisible,.05,big_first,2,4_5,4,5,no,risk,
haun2011great,2008,08,14,dunja,35,35,f,orangutan,1,4,visible,.05,small_first,3,3_4_5,4,4,yes,risk,
haun2011great,2008,08,14,dunja,35,35,f,orangutan,1,5,invisible,.05,small_first,4,2_3_4_5,2,5,no,risk,
haun2011great,2008,08,14,dunja,35,35,f,orangutan,1,6,invisible,.05,big_first,4,2_3_4_5,4,5,no,risk,
haun2011great,2008,08,14,dunja,35,35,f,orangutan,1,7,invisible,.05,small_first,3,3_4_5,5,3,no,risk,
haun2011great,2008,08,14,dunja,35,35,f,orangutan,1,8,visible,.05,big_first,3,2_3_4,2,2,yes,risk,
haun2011great,2008,08,15,dunja,35,35,f,orangutan,1,9,invisible,.05,big_first,1,3,3,0,no,safe,
haun2011great,2008,08,15,dunja,35,35,f,orangutan,1,10,visible,.05,big_first,1,2,2,2,yes,risk,
haun2011great,2008,08,15,dunja,35,35,f,orangutan,1,11,visible,.05,small_first,1,4,4,4,yes,risk,
haun2011great,2008,08,15,dunja,35,35,f,orangutan,1,12,visible,.05,big_first,4,2_3_4_5,5,5,yes,risk,
haun2011great,2008,08,15,dunja,35,35,f,orangutan,1,13,invisible,.05,small_first,2,2_3,2,3,no,risk,
haun2011great,2008,08,15,dunja,35,35,f,orangutan,1,14,visible,.05,small_first,2,2_3,3,3,yes,risk,
haun2011great,2008,08,15,dunja,35,35,f,orangutan,1,15,visible,.05,big_first,2,4_5,5,5,yes,risk,
haun2011great,2008,08,15,dunja,35,35,f,orangutan,1,16,invisible,.05,small_first,1,5,5,5,yes,risk,
haun2011great,2008,08,19,dunja,35,35,f,orangutan,2,1,invisible,.05,small_first,4,2_3_4_5,2,5,no,risk,
haun2011great,2008,08,19,dunja,35,35,f,orangutan,2,2,invisible,.05,small_first,3,3_4_5,5,3,no,risk,
haun2011great,2008,08,19,dunja,35,35,f,orangutan,2,3,visible,.05,big_first,2,4_5,5,5,yes,risk,
haun2011great,2008,08,19,dunja,35,35,f,orangutan,2,4,visible,.05,big_first,3,2_3_4,2,2,yes,risk,
haun2011great,2008,08,19,dunja,35,35,f,orangutan,2,5,visible,.05,big_first,1,2,2,2,yes,risk,
haun2011great,2008,08,19,dunja,35,35,f,orangutan,2,6,visible,.05,small_first,3,3_4_5,4,4,yes,risk,
haun2011great,2008,08,19,dunja,35,35,f,orangutan,2,7,visible,.05,small_first,4,2_3_4_5,3,3,yes,risk,chooses 2 cups
haun2011great,2008,08,19,dunja,35,35,f,orangutan,2,8,invisible,.05,small_first,2,2_3,2,2,yes,risk,
haun2011great,2008,08,21,dunja,35,35,f,orangutan,2,9,visible,.05,small_first,2,2_3,3,3,yes,risk,
haun2011great,2008,08,21,dunja,35,35,f,orangutan,2,10,invisible,.05,big_first,1,3,3,3,yes,risk,
haun2011great,2008,08,21,dunja,35,35,f,orangutan,2,11,invisible,.05,small_first,1,5,5,5,yes,risk,
haun2011great,2008,08,21,dunja,35,35,f,orangutan,2,12,invisible,.05,big_first,2,4_5,4,5,no,risk,
haun2011great,2008,08,21,dunja,35,35,f,orangutan,2,13,visible,.05,big_first,4,2_3_4_5,5,5,yes,risk,
haun2011great,2008,08,21,dunja,35,35,f,orangutan,2,14,visible,.05,small_first,1,4,4,4,yes,risk,
haun2011great,2008,08,21,dunja,35,35,f,orangutan,2,15,invisible,.05,big_first,3,2_3_4,3,3,yes,risk,
haun2011great,2008,08,21,dunja,35,35,f,orangutan,2,16,invisible,.05,big_first,4,2_3_4_5,4,0,no,safe,
haun2011great,2008,12,01,dunja,35,35,f,orangutan,3,1,invisible,2,big_first,3,2_3_4,3,0,no,safe,
haun2011great,2008,12,01,dunja,35,35,f,orangutan,3,2,visible,2,big_first,4,2_3_4_5,5,5,yes,risk,
haun2011great,2008,12,01,dunja,35,35,f,orangutan,3,3,visible,2,small_first,2,2_3,3,3,yes,risk,
haun2011great,2008,12,01,dunja,35,35,f,orangutan,3,4,visible,2,big_first,2,4_5,5,5,yes,risk,
haun2011great,2008,12,01,dunja,35,35,f,orangutan,3,5,visible,2,big_first,1,2,2,2,yes,risk,
haun2011great,2008,12,01,dunja,35,35,f,orangutan,3,6,invisible,2,big_first,1,3,3,0,no,safe,
haun2011great,2008,12,01,dunja,35,35,f,orangutan,3,7,visible,2,big_first,3,2_3_4,2,2,yes,risk,
haun2011great,2008,12,01,dunja,35,35,f,orangutan,3,8,invisible,2,big_first,4,2_3_4_5,4,0,no,safe,
haun2011great,2008,12,02,dunja,35,35,f,orangutan,3,9,invisible,2,small_first,1,5,5,5,yes,risk,
haun2011great,2008,12,02,dunja,35,35,f,orangutan,3,10,invisible,2,small_first,2,2_3,2,2,yes,risk,
haun2011great,2008,12,02,dunja,35,35,f,orangutan,3,11,visible,2,small_first,3,3_4_5,4,4,yes,risk,
haun2011great,2008,12,02,dunja,35,35,f,orangutan,3,12,visible,2,small_first,4,2_3_4_5,3,3,yes,risk,
haun2011great,2008,12,02,dunja,35,35,f,orangutan,3,13,visible,2,small_first,1,4,4,4,yes,risk,
haun2011great,2008,12,02,dunja,35,35,f,orangutan,3,14,invisible,2,small_first,4,2_3_4_5,2,3,no,risk,
haun2011great,2008,12,02,dunja,35,35,f,orangutan,3,15,invisible,2,small_first,3,3_4_5,5,3,no,risk,
haun2011great,2008,12,02,dunja,35,35,f,orangutan,3,16,invisible,2,big_first,2,4_5,4,5,no,risk,
haun2011great,2008,12,03,dunja,35,35,f,orangutan,4,1,visible,2,big_first,3,2_3_4,2,2,yes,risk,
haun2011great,2008,12,03,dunja,35,35,f,orangutan,4,2,invisible,2,big_first,3,2_3_4,3,4,no,risk,
haun2011great,2008,12,03,dunja,35,35,f,orangutan,4,3,invisible,2,small_first,1,5,5,5,yes,risk,
haun2011great,2008,12,03,dunja,35,35,f,orangutan,4,4,invisible,2,small_first,4,2_3_4_5,2,5,no,risk,
haun2011great,2008,12,03,dunja,35,35,f,orangutan,4,5,invisible,2,big_first,4,2_3_4_5,4,4,yes,risk,blue choice
haun2011great,2008,12,03,dunja,35,35,f,orangutan,4,6,visible,2,big_first,2,4_5,5,5,yes,risk,
haun2011great,2008,12,03,dunja,35,35,f,orangutan,4,7,visible,2,small_first,4,2_3_4_5,3,3,yes,risk,
haun2011great,2008,12,03,dunja,35,35,f,orangutan,4,8,visible,2,big_first,1,2,2,2,yes,risk,
haun2011great,2008,12,04,dunja,35,35,f,orangutan,4,9,invisible,2,big_first,2,4_5,4,0,no,safe,
haun2011great,2008,12,04,dunja,35,35,f,orangutan,4,10,invisible,2,small_first,3,3_4_5,5,0,no,safe,
haun2011great,2008,12,04,dunja,35,35,f,orangutan,4,11,visible,2,big_first,4,2_3_4_5,5,5,yes,risk,
haun2011great,2008,12,04,dunja,35,35,f,orangutan,4,12,visible,2,small_first,1,4,4,4,yes,risk,
haun2011great,2008,12,04,dunja,35,35,f,orangutan,4,13,visible,2,small_first,3,3_4_5,4,4,yes,risk,
haun2011great,2008,12,04,dunja,35,35,f,orangutan,4,14,invisible,2,big_first,1,3,3,3,yes,risk,
haun2011great,2008,12,04,dunja,35,35,f,orangutan,4,15,invisible,2,small_first,2,2_3,2,0,no,safe,
haun2011great,2008,12,04,dunja,35,35,f,orangutan,4,16,visible,2,small_first,2,2_3,3,3,yes,risk,
haun2011great,2008,12,08,dunja,35,35,f,orangutan,5,1,invisible,1,small_first,2,2_3,2,2,yes,risk,
haun2011great,2008,12,08,dunja,35,35,f,orangutan,5,2,visible,1,big_first,1,2,2,2,yes,risk,
haun2011great,2008,12,08,dunja,35,35,f,orangutan,5,3,visible,1,big_first,4,2_3_4_5,5,5,yes,risk,
haun2011great,2008,12,08,dunja,35,35,f,orangutan,5,4,invisible,1,big_first,2,4_5,4,5,no,risk,
haun2011great,2008,12,08,dunja,35,35,f,orangutan,5,5,invisible,1,small_first,4,2_3_4_5,2,2,yes,risk,
haun2011great,2008,12,08,dunja,35,35,f,orangutan,5,6,visible,1,big_first,3,2_3_4,2,2,yes,risk,
haun2011great,2008,12,08,dunja,35,35,f,orangutan,5,7,visible,1,small_first,4,2_3_4_5,3,3,yes,risk,
haun2011great,2008,12,08,dunja,35,35,f,orangutan,5,8,visible,1,small_first,3,3_4_5,4,4,yes,risk,
haun2011great,2008,12,10,dunja,35,35,f,orangutan,5,9,invisible,1,big_first,1,3,3,3,yes,risk,
haun2011great,2008,12,10,dunja,35,35,f,orangutan,5,10,invisible,1,big_first,3,2_3_4,3,3,yes,risk,
haun2011great,2008,12,10,dunja,35,35,f,orangutan,5,11,invisible,1,small_first,1,5,5,5,yes,risk,
haun2011great,2008,12,10,dunja,35,35,f,orangutan,5,12,visible,1,small_first,1,4,4,4,yes,risk,
haun2011great,2008,12,10,dunja,35,35,f,orangutan,5,13,visible,1,small_first,2,2_3,3,3,yes,risk,
haun2011great,2008,12,10,dunja,35,35,f,orangutan,5,14,invisible,1,small_first,3,3_4_5,5,5,yes,risk,
haun2011great,2008,12,10,dunja,35,35,f,orangutan,5,15,invisible,1,big_first,4,2_3_4_5,4,5,no,risk,
haun2011great,2008,12,10,dunja,35,35,f,orangutan,5,16,visible,1,big_first,2,4_5,5,5,yes,risk,
haun2011great,2008,12,11,dunja,35,35,f,orangutan,6,1,visible,1,big_first,2,4_5,5,5,yes,risk,
haun2011great,2008,12,11,dunja,35,35,f,orangutan,6,2,visible,1,small_first,1,4,4,4,yes,risk,
haun2011great,2008,12,11,dunja,35,35,f,orangutan,6,3,invisible,1,small_first,3,3_4_5,5,4,no,risk,
haun2011great,2008,12,11,dunja,35,35,f,orangutan,6,4,invisible,1,small_first,1,5,5,5,yes,risk,
haun2011great,2008,12,11,dunja,35,35,f,orangutan,6,5,invisible,1,big_first,2,4_5,4,5,no,risk,
haun2011great,2008,12,11,dunja,35,35,f,orangutan,6,6,invisible,1,big_first,3,2_3_4,3,4,no,risk,
haun2011great,2008,12,11,dunja,35,35,f,orangutan,6,7,visible,1,big_first,3,2_3_4,2,2,yes,risk,
haun2011great,2008,12,11,dunja,35,35,f,orangutan,6,8,visible,1,big_first,1,2,2,2,yes,risk,
haun2011great,2008,12,13,dunja,35,35,f,orangutan,6,9,visible,1,small_first,4,2_3_4_5,3,3,yes,risk,
haun2011great,2008,12,13,dunja,35,35,f,orangutan,6,10,visible,1,big_first,4,2_3_4_5,5,5,yes,risk,
haun2011great,2008,12,13,dunja,35,35,f,orangutan,6,11,invisible,1,big_first,1,3,3,3,yes,risk,
haun2011great,2008,12,13,dunja,35,35,f,orangutan,6,12,invisible,1,small_first,2,2_3,2,3,no,risk,
haun2011great,2008,12,13,dunja,35,35,f,orangutan,6,13,visible,1,small_first,2,2_3,3,3,yes,risk,
haun2011great,2008,12,13,dunja,35,35,f,orangutan,6,14,invisible,1,big_first,4,2_3_4_5,4,5,no,risk,unsure
haun2011great,2008,12,13,dunja,35,35,f,orangutan,6,15,invisible,1,small_first,4,2_3_4_5,2,5,no,risk,
haun2011great,2008,12,13,dunja,35,35,f,orangutan,6,16,visible,1,small_first,3,3_4_5,4,4,yes,risk,
haun2011great,2008,08,19,kila,8,8,f,orangutan,1,1,visible,2,small_first,4,2_3_4_5,3,3,yes,risk,
haun2011great,2008,08,19,kila,8,8,f,orangutan,1,2,visible,2,big_first,4,2_3_4_5,5,4,no,risk,
haun2011great,2008,08,19,kila,8,8,f,orangutan,1,3,invisible,2,big_first,4,2_3_4_5,4,5,no,risk,
haun2011great,2008,08,19,kila,8,8,f,orangutan,1,4,invisible,2,small_first,4,2_3_4_5,2,4,no,risk,
haun2011great,2008,08,19,kila,8,8,f,orangutan,1,5,invisible,2,small_first,3,3_4_5,5,0,no,safe,
haun2011great,2008,08,19,kila,8,8,f,orangutan,1,6,invisible,2,big_first,3,2_3_4,3,0,no,safe,
haun2011great,2008,08,19,kila,8,8,f,orangutan,1,7,visible,2,big_first,1,2,2,2,yes,risk,
haun2011great,2008,08,19,kila,8,8,f,orangutan,1,8,visible,2,small_first,3,3_4_5,4,4,yes,risk,
haun2011great,2008,08,21,kila,8,8,f,orangutan,1,9,visible,2,small_first,1,4,4,4,yes,risk,
haun2011great,2008,08,21,kila,8,8,f,orangutan,1,10,visible,2,big_first,3,2_3_4,2,2,yes,risk,
haun2011great,2008,08,21,kila,8,8,f,orangutan,1,11,invisible,2,big_first,1,3,3,3,yes,risk,
haun2011great,2008,08,21,kila,8,8,f,orangutan,1,12,visible,2,small_first,2,2_3,3,3,yes,risk,
haun2011great,2008,08,21,kila,8,8,f,orangutan,1,13,invisible,2,small_first,1,5,5,5,yes,risk,
haun2011great,2008,08,21,kila,8,8,f,orangutan,1,14,invisible,2,small_first,2,2_3,2,0,no,safe,
haun2011great,2008,08,21,kila,8,8,f,orangutan,1,15,visible,2,big_first,2,4_5,5,5,yes,risk,
haun2011great,2008,08,21,kila,8,8,f,orangutan,1,16,invisible,2,big_first,2,4_5,4,4,yes,risk,
haun2011great,2008,12,01,kila,8,8,f,orangutan,2,1,invisible,2,big_first,3,2_3_4,3,0,no,safe,
haun2011great,2008,12,01,kila,8,8,f,orangutan,2,2,visible,2,big_first,4,2_3_4_5,5,0,no,safe,
haun2011great,2008,12,01,kila,8,8,f,orangutan,2,3,visible,2,big_first,1,2,2,0,no,safe,
haun2011great,2008,12,01,kila,8,8,f,orangutan,2,4,invisible,2,small_first,1,5,5,0,no,safe,
haun2011great,2008,12,01,kila,8,8,f,orangutan,2,5,visible,2,small_first,2,2_3,3,3,yes,risk,
haun2011great,2008,12,01,kila,8,8,f,orangutan,2,6,invisible,2,big_first,1,3,3,3,yes,risk,
haun2011great,2008,12,01,kila,8,8,f,orangutan,2,7,invisible,2,small_first,3,3_4_5,5,3,no,risk,
haun2011great,2008,12,01,kila,8,8,f,orangutan,2,8,visible,2,big_first,3,2_3_4,2,2,yes,risk,
haun2011great,2008,12,02,kila,8,8,f,orangutan,2,9,invisible,2,big_first,4,2_3_4_5,4,0,no,safe,
haun2011great,2008,12,02,kila,8,8,f,orangutan,2,10,invisible,2,small_first,2,2_3,2,3,no,risk,
haun2011great,2008,12,02,kila,8,8,f,orangutan,2,11,visible,2,small_first,4,2_3_4_5,3,3,yes,risk,
haun2011great,2008,12,02,kila,8,8,f,orangutan,2,12,invisible,2,big_first,2,4_5,4,0,no,safe,
haun2011great,2008,12,02,kila,8,8,f,orangutan,2,13,visible,2,small_first,3,3_4_5,4,4,yes,risk,
haun2011great,2008,12,02,kila,8,8,f,orangutan,2,14,visible,2,small_first,1,4,4,4,yes,risk,
haun2011great,2008,12,02,kila,8,8,f,orangutan,2,15,visible,2,big_first,2,4_5,5,5,yes,risk,
haun2011great,2008,12,02,kila,8,8,f,orangutan,2,16,invisible,2,small_first,4,2_3_4_5,2,5,no,risk,
haun2011great,2008,12,03,kila,8,8,f,orangutan,3,1,invisible,.05,small_first,2,2_3,2,3,no,risk,first risk
haun2011great,2008,12,03,kila,8,8,f,orangutan,3,2,visible,.05,small_first,4,2_3_4_5,3,3,yes,risk,
haun2011great,2008,12,03,kila,8,8,f,orangutan,3,3,visible,.05,small_first,2,2_3,3,3,yes,risk,
haun2011great,2008,12,03,kila,8,8,f,orangutan,3,4,visible,.05,small_first,3,3_4_5,4,4,yes,risk,
haun2011great,2008,12,03,kila,8,8,f,orangutan,3,5,visible,.05,big_first,4,2_3_4_5,5,4,no,risk,
haun2011great,2008,12,03,kila,8,8,f,orangutan,3,6,invisible,.05,small_first,1,5,5,5,yes,risk,
haun2011great,2008,12,03,kila,8,8,f,orangutan,3,7,invisible,.05,big_first,4,2_3_4_5,4,5,no,risk,
haun2011great,2008,12,03,kila,8,8,f,orangutan,3,8,invisible,.05,big_first,1,3,3,3,yes,risk,
haun2011great,2008,12,04,kila,8,8,f,orangutan,3,9,visible,.05,big_first,1,2,2,2,yes,risk,
