study_id,year,month,day,participant,age_original,age_in_years,sex,species,session,trial,condition,size,first,no_of_cups,what_cups,baited_cup,choice,success,risk_choice,comments
haun2011great,2008,07,14,frodo,14,14,m,chimpanzee,1,8,invisible,2,small_first,2,2_3,2,3,no,risk,
haun2011great,2008,07,15,frodo,14,14,m,chimpanzee,1,9,visible,2,big_first,4,2_3_4_5,5,5,yes,risk,
haun2011great,2008,07,15,frodo,14,14,m,chimpanzee,1,10,invisible,2,small_first,1,5,5,5,yes,risk,
haun2011great,2008,07,15,frodo,14,14,m,chimpanzee,1,11,visible,2,small_first,3,3_4_5,4,4,yes,risk,
haun2011great,2008,07,15,frodo,14,14,m,chimpanzee,1,12,invisible,2,small_first,4,2_3_4_5,2,3,no,risk,
haun2011great,2008,07,15,frodo,14,14,m,chimpanzee,1,13,invisible,2,big_first,4,2_3_4_5,4,3,no,risk,
haun2011great,2008,07,15,frodo,14,14,m,chimpanzee,1,14,invisible,2,big_first,2,4_5,4,4,yes,risk,
haun2011great,2008,07,15,frodo,14,14,m,chimpanzee,1,15,visible,2,big_first,2,4_5,5,5,yes,risk,
haun2011great,2008,07,15,frodo,14,14,m,chimpanzee,1,16,visible,2,big_first,1,2,2,2,yes,risk,
haun2011great,2008,07,16,frodo,14,14,m,chimpanzee,2,1,invisible,2,small_first,3,3_4_5,5,4,no,risk,
haun2011great,2008,07,16,frodo,14,14,m,chimpanzee,2,2,visible,2,small_first,2,2_3,3,3,yes,risk,
haun2011great,2008,07,16,frodo,14,14,m,chimpanzee,2,3,visible,2,small_first,3,3_4_5,4,4,yes,risk,
haun2011great,2008,07,16,frodo,14,14,m,chimpanzee,2,4,invisible,2,small_first,1,5,5,5,yes,risk,
haun2011great,2008,07,16,frodo,14,14,m,chimpanzee,2,5,visible,2,big_first,4,2_3_4_5,5,5,yes,risk,
haun2011great,2008,07,16,frodo,14,14,m,chimpanzee,2,6,visible,2,big_first,3,2_3_4,2,2,yes,risk,
haun2011great,2008,07,16,frodo,14,14,m,chimpanzee,2,7,invisible,2,big_first,1,3,3,3,yes,risk,
haun2011great,2008,07,16,frodo,14,14,m,chimpanzee,2,8,visible,2,small_first,4,2_3_4_5,3,3,yes,risk,
haun2011great,2008,07,17,frodo,14,14,m,chimpanzee,2,9,invisible,2,big_first,2,4_5,4,4,yes,risk,
haun2011great,2008,07,17,frodo,14,14,m,chimpanzee,2,10,invisible,2,big_first,3,2_3_4,3,4,no,risk,
haun2011great,2008,07,17,frodo,14,14,m,chimpanzee,2,11,visible,2,big_first,1,2,2,2,yes,risk,
haun2011great,2008,07,17,frodo,14,14,m,chimpanzee,2,12,invisible,2,small_first,4,2_3_4_5,2,4,no,risk,
haun2011great,2008,07,17,frodo,14,14,m,chimpanzee,2,13,visible,2,small_first,1,4,4,4,yes,risk,
haun2011great,2008,07,17,frodo,14,14,m,chimpanzee,2,14,visible,2,big_first,2,4_5,5,5,yes,risk,
haun2011great,2008,07,17,frodo,14,14,m,chimpanzee,2,15,invisible,2,small_first,2,2_3,2,3,no,risk,
haun2011great,2008,07,17,frodo,14,14,m,chimpanzee,2,16,invisible,2,big_first,4,2_3_4_5,4,3,no,risk,
haun2011great,2008,07,21,frodo,14,14,m,chimpanzee,3,1,visible,.05,big_first,4,2_3_4_5,5,5,yes,risk,
haun2011great,2008,07,21,frodo,14,14,m,chimpanzee,3,2,visible,.05,small_first,3,3_4_5,4,4,yes,risk,
haun2011great,2008,07,21,frodo,14,14,m,chimpanzee,3,3,visible,.05,big_first,1,2_,2,2,yes,risk,
haun2011great,2008,07,21,frodo,14,14,m,chimpanzee,3,4,invisible,.05,small_first,3,3_4_5,5,4,no,risk,
haun2011great,2008,07,21,frodo,14,14,m,chimpanzee,3,5,invisible,.05,big_first,4,2_3_4_5,4,4,yes,risk,
haun2011great,2008,07,21,frodo,14,14,m,chimpanzee,3,6,invisible,.05,big_first,2,4_5,4,4,yes,risk,
haun2011great,2008,07,21,frodo,14,14,m,chimpanzee,3,7,visible,.05,small_first,4,2_3_4_5,3,3,yes,risk,
haun2011great,2008,07,21,frodo,14,14,m,chimpanzee,3,8,visible,.05,big_first,3,2_3_4,2,2,yes,risk,
haun2011great,2008,07,22,frodo,14,14,m,chimpanzee,3,9,invisible,.05,big_first,1,3,3,3,yes,risk,
haun2011great,2008,07,22,frodo,14,14,m,chimpanzee,3,10,invisible,.05,small_first,1,5,5,5,yes,risk,
haun2011great,2008,07,22,frodo,14,14,m,chimpanzee,3,11,invisible,.05,small_first,2,2_3,2,3,no,risk,
haun2011great,2008,07,22,frodo,14,14,m,chimpanzee,3,12,visible,.05,small_first,1,4,4,4,yes,risk,
haun2011great,2008,07,22,frodo,14,14,m,chimpanzee,3,13,visible,.05,big_first,2,4_5,5,5,yes,risk,
haun2011great,2008,07,22,frodo,14,14,m,chimpanzee,3,14,invisible,.05,big_first,3,2_3_4,3,3,yes,risk,
haun2011great,2008,07,22,frodo,14,14,m,chimpanzee,3,15,invisible,.05,small_first,4,2_3_4_5,2,3,no,risk,
haun2011great,2008,07,22,frodo,14,14,m,chimpanzee,3,16,visible,.05,small_first,2,2_3,3,3,yes,risk,
haun2011great,2008,08,02,frodo,14,14,m,chimpanzee,4,1,invisible,.05,big_first,1,3,3,3,yes,risk,
haun2011great,2008,08,02,frodo,14,14,m,chimpanzee,4,2,visible,.05,big_first,4,2_3_4_5,5,5,yes,risk,
haun2011great,2008,08,02,frodo,14,14,m,chimpanzee,4,3,invisible,.05,small_first,1,5,5,5,yes,risk,
haun2011great,2008,08,02,frodo,14,14,m,chimpanzee,4,4,visible,.05,big_first,1,2,2,2,yes,risk,
haun2011great,2008,08,02,frodo,14,14,m,chimpanzee,4,5,visible,.05,big_first,2,4_5,5,5,yes,risk,
haun2011great,2008,08,02,frodo,14,14,m,chimpanzee,4,6,visible,.05,small_first,1,4,4,4,yes,risk,
haun2011great,2008,08,02,frodo,14,14,m,chimpanzee,4,7,invisible,.05,small_first,4,2_3_4_5,2,4,no,risk,
haun2011great,2008,08,02,frodo,14,14,m,chimpanzee,4,8,invisible,.05,small_first,3,3_4_5,5,4,no,risk,
haun2011great,2008,08,03,frodo,14,14,m,chimpanzee,4,9,invisible,.05,big_first,4,2_3_4_5,4,4,yes,risk,
haun2011great,2008,08,03,frodo,14,14,m,chimpanzee,4,10,invisible,.05,big_first,3,2_3_4,3,3,yes,risk,
haun2011great,2008,08,03,frodo,14,14,m,chimpanzee,4,11,invisible,.05,small_first,2,2_3,2,3,no,risk,
haun2011great,2008,08,03,frodo,14,14,m,chimpanzee,4,12,visible,.05,small_first,3,3_4_5,4,4,yes,risk,
haun2011great,2008,08,03,frodo,14,14,m,chimpanzee,4,13,visible,.05,small_first,4,2_3_4_5,3,3,yes,risk,
haun2011great,2008,08,03,frodo,14,14,m,chimpanzee,4,14,invisible,.05,big_first,2,4_5,4,5,no,risk,
haun2011great,2008,08,03,frodo,14,14,m,chimpanzee,4,15,visible,.05,small_first,2,2_3,3,3,yes,risk,
haun2011great,2008,08,03,frodo,14,14,m,chimpanzee,4,16,visible,.05,big_first,3,2_3_4,2,2,yes,risk,
haun2011great,2008,11,05,frodo,14,14,m,chimpanzee,5,1,invisible,1,small_first,2,2_3,2,3,no,risk,
haun2011great,2008,11,05,frodo,14,14,m,chimpanzee,5,2,visible,1,big_first,1,2,2,2,yes,risk,
haun2011great,2008,11,05,frodo,14,14,m,chimpanzee,5,3,invisible,1,big_first,4,2_3_4_5,4,4,yes,risk,
haun2011great,2008,11,05,frodo,14,14,m,chimpanzee,5,4,invisible,1,small_first,1,5,5,5,yes,risk,
haun2011great,2008,11,05,frodo,14,14,m,chimpanzee,5,5,visible,1,big_first,2,4_5,5,5,yes,risk,
haun2011great,2008,11,05,frodo,14,14,m,chimpanzee,5,6,invisible,1,small_first,3,3_4_5,5,4,no,risk,
haun2011great,2008,11,05,frodo,14,14,m,chimpanzee,5,7,visible,1,small_first,1,4,4,4,yes,risk,
haun2011great,2008,11,05,frodo,14,14,m,chimpanzee,5,8,visible,1,big_first,3,2_3_4,2,2,yes,risk,
haun2011great,2008,11,06,frodo,14,14,m,chimpanzee,5,9,invisible,1,big_first,1,3,3,3,yes,risk,
haun2011great,2008,11,06,frodo,14,14,m,chimpanzee,5,10,invisible,1,big_first,2,4_5,4,5,no,risk,
haun2011great,2008,11,06,frodo,14,14,m,chimpanzee,5,11,visible,1,small_first,4,2_3_4_5,3,3,yes,risk,
haun2011great,2008,11,06,frodo,14,14,m,chimpanzee,5,12,visible,1,big_first,4,2_3_4_5,5,5,yes,risk,
haun2011great,2008,11,06,frodo,14,14,m,chimpanzee,5,13,visible,1,small_first,3,3_4_5,4,4,yes,risk,
haun2011great,2008,11,06,frodo,14,14,m,chimpanzee,5,14,invisible,1,small_first,4,2_3_4_5,2,5,no,risk,
haun2011great,2008,11,06,frodo,14,14,m,chimpanzee,5,15,visible,1,small_first,2,2_3,3,3,yes,risk,
haun2011great,2008,11,06,frodo,14,14,m,chimpanzee,5,16,invisible,1,big_first,3,2_3_4,3,4,no,risk,
haun2011great,2008,11,12,frodo,14,14,m,chimpanzee,6,1,invisible,1,big_first,2,4_5,4,5,no,risk,
haun2011great,2008,11,12,frodo,14,14,m,chimpanzee,6,2,visible,1,big_first,2,4_5,5,5,yes,risk,
haun2011great,2008,11,12,frodo,14,14,m,chimpanzee,6,3,invisible,1,small_first,2,2_3,2,3,no,risk,
haun2011great,2008,11,12,frodo,14,14,m,chimpanzee,6,4,invisible,1,small_first,4,2_3_4_5,2,4,no,risk,
haun2011great,2008,11,12,frodo,14,14,m,chimpanzee,6,5,invisible,1,small_first,3,3_4_5,5,4,no,risk,
haun2011great,2008,11,12,frodo,14,14,m,chimpanzee,6,6,visible,1,big_first,4,2_3_4,5,5,yes,risk,
haun2011great,2008,11,12,frodo,14,14,m,chimpanzee,6,7,visible,1,big_first,3,2_3_4_5,2,2,yes,risk,
haun2011great,2008,11,12,frodo,14,14,m,chimpanzee,6,8,visible,1,small_first,4,3,3,3,yes,risk,
haun2011great,2008,11,13,frodo,14,14,m,chimpanzee,6,9,invisible,1,big_first,1,5,3,3,yes,risk,
haun2011great,2008,11,13,frodo,14,14,m,chimpanzee,6,10,invisible,1,small_first,1,2_3,5,5,yes,risk,
haun2011great,2008,11,13,frodo,14,14,m,chimpanzee,6,11,visible,1,small_first,2,4,3,3,yes,risk,
haun2011great,2008,11,13,frodo,14,14,m,chimpanzee,6,12,visible,1,small_first,1,2_3_4_5,4,4,yes,risk,
haun2011great,2008,11,13,frodo,14,14,m,chimpanzee,6,13,invisible,1,big_first,4,3_4_5,4,2,no,risk,
haun2011great,2008,11,13,frodo,14,14,m,chimpanzee,6,14,visible,1,small_first,3,2,4,4,yes,risk,
haun2011great,2008,11,13,frodo,14,14,m,chimpanzee,6,15,visible,1,big_first,1,2_3_4,2,2,yes,risk,
haun2011great,2008,11,13,frodo,14,14,m,chimpanzee,6,16,invisible,1,big_first,3,,3,4,no,risk,
haun2011great,2007,06,01,jahaga,15,14,f,chimpanzee,1,1,invisible,.05,big_first,3,3_4_5,5,5,yes,risk,
haun2011great,2007,06,01,jahaga,15,14,f,chimpanzee,1,2,visible,.05,big_first,1,4,4,4,yes,risk,
haun2011great,2007,06,01,jahaga,15,14,f,chimpanzee,1,3,invisible,.05,small_first,4,2_3_4_5,2,4,no,risk,
haun2011great,2007,06,01,jahaga,15,14,f,chimpanzee,1,4,visible,.05,small_first,2,2_3,3,3,yes,risk,
haun2011great,2007,06,01,jahaga,15,14,f,chimpanzee,1,5,visible,.05,big_first,4,2_3_4_5,5,5,yes,risk,
haun2011great,2007,06,01,jahaga,15,14,f,chimpanzee,1,6,invisible,.05,small_first,1,5,5,5,yes,risk,
haun2011great,2007,06,01,jahaga,15,14,f,chimpanzee,1,7,visible,.05,big_first,4,2_3_4_5,3,3,yes,risk,
haun2011great,2007,06,01,jahaga,15,14,f,chimpanzee,1,8,visible,.05,small_first,3,2_3_4,2,2,yes,risk,
haun2011great,2007,06,01,jahaga,15,14,f,chimpanzee,1,9,visible,.05,big_first,1,2,2,2,yes,risk,
haun2011great,2007,06,01,jahaga,15,14,f,chimpanzee,1,10,visible,.05,small_first,3,3_4_5,4,4,yes,risk,
haun2011great,2007,06,01,jahaga,15,14,f,chimpanzee,1,11,invisible,.05,big_first,2,2_3,2,3,no,risk,
haun2011great,2007,06,01,jahaga,15,14,f,chimpanzee,1,12,invisible,.05,big_first,3,2_3_4,3,4,no,risk,
haun2011great,2007,06,01,jahaga,15,14,f,chimpanzee,1,13,invisible,.05,small_first,1,3,3,3,yes,risk,
haun2011great,2007,06,01,jahaga,15,14,f,chimpanzee,1,14,invisible,.05,big_first,2,4_5,4,4,yes,risk,
haun2011great,2007,06,01,jahaga,15,14,f,chimpanzee,1,15,visible,.05,small_first,2,4_5,5,5,yes,risk,
haun2011great,2007,06,01,jahaga,15,14,f,chimpanzee,1,16,invisible,.05,small_first,4,2_3_4_5,4,2,no,risk,
haun2011great,2007,06,02,jahaga,15,14,f,chimpanzee,2,1,visible,.05,small_first,3,2_3_4,2,2,yes,risk,
haun2011great,2007,06,02,jahaga,15,14,f,chimpanzee,2,2,invisible,.05,small_first,4,2_3_4_5,4,5,no,risk,
haun2011great,2007,06,02,jahaga,15,14,f,chimpanzee,2,3,visible,.05,big_first,1,2,2,2,yes,risk,
haun2011great,2007,06,02,jahaga,15,14,f,chimpanzee,2,4,visible,.05,big_first,1,4,4,4,yes,risk,
haun2011great,2007,06,02,jahaga,15,14,f,chimpanzee,2,5,invisible,.05,big_first,3,2_3_4,3,4,no,risk,
haun2011great,2007,06,02,jahaga,15,14,f,chimpanzee,2,6,invisible,.05,small_first,4,2_3_4_5,2,4,no,risk,
haun2011great,2007,06,02,jahaga,15,14,f,chimpanzee,2,7,invisible,.05,big_first,2,4_5,4,4,yes,risk,
haun2011great,2007,06,02,jahaga,15,14,f,chimpanzee,2,8,invisible,.05,small_first,1,3,3,3,yes,risk,
haun2011great,2007,06,02,jahaga,15,14,f,chimpanzee,2,9,invisible,.05,big_first,3,3_4_5,5,3,no,risk,
haun2011great,2007,06,02,jahaga,15,14,f,chimpanzee,2,10,visible,.05,small_first,2,4_5,5,5,yes,risk,
haun2011great,2007,06,02,jahaga,15,14,f,chimpanzee,2,11,visible,.05,small_first,3,3_4_5,4,4,yes,risk,
haun2011great,2007,06,02,jahaga,15,14,f,chimpanzee,2,12,visible,.05,big_first,4,2_3_4_5,5,5,yes,risk,
haun2011great,2007,06,02,jahaga,15,14,f,chimpanzee,2,13,visible,.05,big_first,4,2_3_4_5,3,3,yes,risk,
haun2011great,2007,06,02,jahaga,15,14,f,chimpanzee,2,14,visible,.05,small_first,2,2_3,3,3,yes,risk,
haun2011great,2007,06,02,jahaga,15,14,f,chimpanzee,2,15,invisible,.05,small_first,1,5,5,5,yes,risk,
haun2011great,2007,06,02,jahaga,15,14,f,chimpanzee,2,16,invisible,.05,big_first,2,2_3,2,2,yes,risk,
haun2011great,2007,06,05,jahaga,15,14,f,chimpanzee,3,1,visible,2,big_first,1,4,4,4,yes,risk,
haun2011great,2007,06,05,jahaga,15,14,f,chimpanzee,3,2,visible,2,big_first,4,2_3_4_5,3,3,yes,risk,
haun2011great,2007,06,05,jahaga,15,14,f,chimpanzee,3,3,invisible,2,big_first,2,4_5,4,0,no,safe,
haun2011great,2007,06,05,jahaga,15,14,f,chimpanzee,3,4,visible,2,small_first,2,2_3,3,3,yes,risk,
haun2011great,2007,06,05,jahaga,15,14,f,chimpanzee,3,5,invisible,2,small_first,1,5,5,5,yes,risk,
haun2011great,2007,06,05,jahaga,15,14,f,chimpanzee,3,6,visible,2,small_first,3,2_3_4,2,2,yes,risk,
haun2011great,2007,06,05,jahaga,15,14,f,chimpanzee,3,7,visible,2,big_first,1,2,2,2,yes,risk,
haun2011great,2007,06,05,jahaga,15,14,f,chimpanzee,3,8,invisible,2,small_first,1,3,3,3,yes,risk,
haun2011great,2007,06,05,jahaga,15,14,f,chimpanzee,3,9,visible,2,small_first,3,3_4_5,4,4,yes,risk,
haun2011great,2007,06,05,jahaga,15,14,f,chimpanzee,3,10,visible,2,big_first,4,2_3_4_5,5,5,yes,risk,
haun2011great,2007,06,05,jahaga,15,14,f,chimpanzee,3,11,visible,2,small_first,2,4_5,5,5,yes,risk,
haun2011great,2007,06,05,jahaga,15,14,f,chimpanzee,3,12,invisible,2,big_first,2,2_3,2,0,no,safe,
haun2011great,2007,06,05,jahaga,15,14,f,chimpanzee,3,13,invisible,2,small_first,4,2_3_4_5,2,0,no,safe,
haun2011great,2007,06,05,jahaga,15,14,f,chimpanzee,3,14,invisible,2,big_first,3,3_4_5,5,5,yes,risk,
haun2011great,2007,06,05,jahaga,15,14,f,chimpanzee,3,15,invisible,2,big_first,3,2_3_4,3,4,no,risk,
haun2011great,2007,06,05,jahaga,15,14,f,chimpanzee,3,16,invisible,2,small_first,4,2_3_4_5,4,0,no,safe,
haun2011great,2007,06,07,jahaga,15,14,f,chimpanzee,4,1,visible,2,big_first,1,4,4,4,yes,risk,
haun2011great,2007,06,07,jahaga,15,14,f,chimpanzee,4,2,invisible,2,big_first,3,2_3_4,3,0,no,safe,
haun2011great,2007,06,07,jahaga,15,14,f,chimpanzee,4,3,invisible,2,small_first,4,2_3_4_5,2,0,no,safe,
haun2011great,2007,06,07,jahaga,15,14,f,chimpanzee,4,4,invisible,2,small_first,4,2_3_4_5,4,0,no,safe,
haun2011great,2007,06,07,jahaga,15,14,f,chimpanzee,4,5,visible,2,big_first,4,2_3_4_5,5,5,yes,risk,
haun2011great,2007,06,07,jahaga,15,14,f,chimpanzee,4,6,visible,2,small_first,3,2_3_4,2,2,yes,risk,
haun2011great,2007,06,07,jahaga,15,14,f,chimpanzee,4,7,invisible,2,big_first,2,2_3,2,3,no,risk,
haun2011great,2007,06,07,jahaga,15,14,f,chimpanzee,4,8,visible,2,small_first,3,3_4_5,4,4,yes,risk,
haun2011great,2007,06,07,jahaga,15,14,f,chimpanzee,4,9,visible,2,small_first,2,4_5,5,5,yes,risk,
haun2011great,2007,06,07,jahaga,15,14,f,chimpanzee,4,10,invisible,2,small_first,1,3,3,3,yes,risk,
haun2011great,2007,06,07,jahaga,15,14,f,chimpanzee,4,11,visible,2,big_first,4,2_3_4_5,3,3,yes,risk,
haun2011great,2007,06,07,jahaga,15,14,f,chimpanzee,4,12,visible,2,big_first,1,2,2,2,yes,risk,
haun2011great,2007,06,07,jahaga,15,14,f,chimpanzee,4,13,invisible,2,big_first,3,3_4_5,5,3,no,risk,
haun2011great,2007,06,07,jahaga,15,14,f,chimpanzee,4,14,invisible,2,big_first,2,4_5,4,0,no,safe,
haun2011great,2007,06,07,jahaga,15,14,f,chimpanzee,4,15,invisible,2,small_first,1,5,5,5,yes,risk,
haun2011great,2007,06,07,jahaga,15,14,f,chimpanzee,4,16,visible,2,small_first,2,2_3,3,3,yes,risk,
haun2011great,2008,10,13,jahaga,15,15,f,chimpanzee,5,1,visible,1,big_first,2,4_5,5,5,yes,risk,
haun2011great,2008,10,13,jahaga,15,15,f,chimpanzee,5,2,invisible,1,small_first,2,2_3,2,3,no,risk,
haun2011great,2008,10,13,jahaga,15,15,f,chimpanzee,5,3,invisible,1,big_first,2,4_5,4,4,yes,risk,
haun2011great,2008,10,13,jahaga,15,15,f,chimpanzee,5,4,invisible,1,big_first,1,3,3,3,yes,risk,
haun2011great,2008,10,13,jahaga,15,15,f,chimpanzee,5,5,visible,1,small_first,2,2_3,3,3,yes,risk,
haun2011great,2008,10,13,jahaga,15,15,f,chimpanzee,5,6,invisible,1,big_first,4,2_3_4_5,4,3,no,risk,
haun2011great,2008,10,13,jahaga,15,15,f,chimpanzee,5,7,visible,1,small_first,1,4,4,4,yes,risk,
haun2011great,2008,10,13,jahaga,15,15,f,chimpanzee,5,8,invisible,1,big_first,3,2_3_4,3,0,no,safe,
haun2011great,2008,10,14,jahaga,15,15,f,chimpanzee,5,9,visible,1,big_first,3,2_3_4,2,2,yes,risk,
haun2011great,2008,10,14,jahaga,15,15,f,chimpanzee,5,10,visible,1,small_first,3,3_4_5,4,4,yes,risk,
haun2011great,2008,10,14,jahaga,15,15,f,chimpanzee,5,11,visible,1,big_first,1,2,2,2,yes,risk,
haun2011great,2008,10,14,jahaga,15,15,f,chimpanzee,5,12,invisible,1,small_first,4,2_3_4_5,2,5,no,risk,
haun2011great,2008,10,14,jahaga,15,15,f,chimpanzee,5,13,visible,1,big_first,4,2_3_4_5,5,5,yes,risk,
haun2011great,2008,10,14,jahaga,15,15,f,chimpanzee,5,14,invisible,1,small_first,1,5,5,5,yes,risk,
haun2011great,2008,10,14,jahaga,15,15,f,chimpanzee,5,15,invisible,1,small_first,3,3_4_5,5,4,no,risk,
haun2011great,2008,10,14,jahaga,15,15,f,chimpanzee,5,16,visible,1,small_first,4,2_3_4_5,3,3,yes,risk,
haun2011great,2008,10,15,jahaga,15,15,f,chimpanzee,6,1,invisible,1,big_first,1,3,3,3,yes,risk,
haun2011great,2008,10,15,jahaga,15,15,f,chimpanzee,6,2,invisible,1,big_first,4,2_3_4_5,4,5,no,risk,
haun2011great,2008,10,15,jahaga,15,15,f,chimpanzee,6,3,visible,1,small_first,1,4,4,4,yes,risk,
haun2011great,2008,10,15,jahaga,15,15,f,chimpanzee,6,4,invisible,1,big_first,3,2_3_4,3,4,no,risk,
haun2011great,2008,10,15,jahaga,15,15,f,chimpanzee,6,5,invisible,1,small_first,1,5,5,5,yes,risk,
haun2011great,2008,10,15,jahaga,15,15,f,chimpanzee,6,6,visible,1,big_first,1,2,2,2,yes,risk,
haun2011great,2008,10,15,jahaga,15,15,f,chimpanzee,6,7,visible,1,small_first,3,3_4_5,4,4,yes,risk,
haun2011great,2008,10,15,jahaga,15,15,f,chimpanzee,6,8,visible,1,big_first,4,2_3_4_5,5,5,yes,risk,
haun2011great,2008,10,16,jahaga,15,15,f,chimpanzee,6,9,visible,1,big_first,2,4_5,5,5,yes,risk,
haun2011great,2008,10,16,jahaga,15,15,f,chimpanzee,6,10,invisible,1,big_first,2,4_5,4,5,no,risk,
haun2011great,2008,10,16,jahaga,15,15,f,chimpanzee,6,11,visible,1,small_first,2,2_3,3,3,yes,risk,
haun2011great,2008,10,16,jahaga,15,15,f,chimpanzee,6,12,invisible,1,small_first,3,3_4_5,5,0,no,safe,learned?
haun2011great,2008,10,16,jahaga,15,15,f,chimpanzee,6,13,invisible,1,small_first,4,2_3_4_5,2,0,no,safe,learned?
haun2011great,2008,10,16,jahaga,15,15,f,chimpanzee,6,14,visible,1,small_first,4,2_3_4_5,3,3,yes,risk,
haun2011great,2008,10,16,jahaga,15,15,f,chimpanzee,6,15,invisible,1,small_first,2,2_3,2,0,no,safe,learned?
haun2011great,2008,10,16,jahaga,15,15,f,chimpanzee,6,16,visible,1,big_first,3,2_3_4,2,2,yes,risk,
haun2011great,2008,07,14,patrick,11,11,m,chimpanzee,1,1,visible,2,small_first,1,4,4,4,yes,risk,
haun2011great,2008,07,14,patrick,11,11,m,chimpanzee,1,2,invisible,2,big_first,4,2_3_4_5,4,0,no,safe,
haun2011great,2008,07,14,patrick,11,11,m,chimpanzee,1,3,visible,2,big_first,4,2_3_4_5,5,5,yes,risk,
haun2011great,2008,07,14,patrick,11,11,m,chimpanzee,1,4,invisible,2,big_first,1,3,3,3,yes,risk,
haun2011great,2008,07,14,patrick,11,11,m,chimpanzee,1,5,invisible,2,small_first,3,3_4_5,5,0,no,safe,
haun2011great,2008,07,14,patrick,11,11,m,chimpanzee,1,6,visible,2,small_first,3,3_4_5,4,4,yes,risk,
haun2011great,2008,07,14,patrick,11,11,m,chimpanzee,1,7,invisible,2,big_first,3,2_3_4,3,3,yes,risk,
haun2011great,2008,07,14,patrick,11,11,m,chimpanzee,1,8,visible,2,small_first,2,2_3,3,3,yes,risk,
haun2011great,2008,07,15,patrick,11,11,m,chimpanzee,1,9,visible,2,big_first,1,2,2,2,yes,risk,
haun2011great,2008,07,15,patrick,11,11,m,chimpanzee,1,10,invisible,2,small_first,1,5,5,5,yes,risk,risk first
haun2011great,2008,07,15,patrick,11,11,m,chimpanzee,1,11,invisible,2,small_first,4,2_3_4_5,2,4,no,risk,
haun2011great,2008,07,15,patrick,11,11,m,chimpanzee,1,12,visible,2,small_first,4,2_3_4_5,3,4,no,risk,
haun2011great,2008,07,15,patrick,11,11,m,chimpanzee,1,13,visible,2,big_first,2,4_5,5,0,no,safe,
haun2011great,2008,07,15,patrick,11,11,m,chimpanzee,1,14,visible,2,big_first,3,2_3_4,2,2,yes,risk,
haun2011great,2008,07,15,patrick,11,11,m,chimpanzee,1,15,invisible,2,big_first,2,4_5,4,0,no,safe,
haun2011great,2008,07,15,patrick,11,11,m,chimpanzee,1,16,invisible,2,small_first,2,2_3,2,2,yes,risk,
haun2011great,2008,07,16,patrick,11,11,m,chimpanzee,2,1,invisible,2,small_first,2,2_3,2,2,yes,risk,first risk
haun2011great,2008,07,16,patrick,11,11,m,chimpanzee,2,2,visible,2,small_first,3,3_4_5,4,4,yes,risk,
haun2011great,2008,07,16,patrick,11,11,m,chimpanzee,2,3,visible,2,big_first,1,2,2,2,yes,risk,
haun2011great,2008,07,16,patrick,11,11,m,chimpanzee,2,4,invisible,2,small_first,1,5,5,0,no,safe,
haun2011great,2008,07,16,patrick,11,11,m,chimpanzee,2,5,visible,2,small_first,1,3,3,3,yes,risk,
haun2011great,2008,07,16,patrick,11,11,m,chimpanzee,2,6,visible,2,small_first,4,2_3_4_5,3,3,yes,risk,
haun2011great,2008,07,16,patrick,11,11,m,chimpanzee,2,7,invisible,2,small_first,4,2_3_4_5,2,3,no,risk,
haun2011great,2008,07,16,patrick,11,11,m,chimpanzee,2,8,visible,2,big_first,4,2_3_4_5,5,5,yes,risk,
haun2011great,2008,07,17,patrick,11,11,m,chimpanzee,2,9,invisible,2,big_first,3,2_3_4,3,2,no,risk,
haun2011great,2008,07,17,patrick,11,11,m,chimpanzee,2,10,invisible,2,small_first,3,3_4_5,5,4,no,risk,
haun2011great,2008,07,17,patrick,11,11,m,chimpanzee,2,11,invisible,2,big_first,4,2_3_4_5,4,3,no,risk,
haun2011great,2008,07,17,patrick,11,11,m,chimpanzee,2,12,visible,2,small_first,2,2_3,3,3,yes,risk,
haun2011great,2008,07,17,patrick,11,11,m,chimpanzee,2,13,visible,2,big_first,3,2_3_4,2,2,yes,risk,
haun2011great,2008,07,17,patrick,11,11,m,chimpanzee,2,14,visible,2,big_first,2,4_5,5,5,yes,risk,
haun2011great,2008,07,17,patrick,11,11,m,chimpanzee,2,15,invisible,2,big_first,2,4_5,4,0,no,safe,
haun2011great,2008,07,17,patrick,11,11,m,chimpanzee,2,16,invisible,2,big_first,1,3,3,3,yes,risk,
haun2011great,2008,07,21,patrick,11,11,m,chimpanzee,3,1,invisible,.05,big_first,1,3,3,3,yes,risk,
haun2011great,2008,07,21,patrick,11,11,m,chimpanzee,3,2,visible,.05,small_first,2,2_3,3,3,yes,risk,
haun2011great,2008,07,21,patrick,11,11,m,chimpanzee,3,3,invisible,.05,small_first,1,5,5,5,yes,risk,
haun2011great,2008,07,21,patrick,11,11,m,chimpanzee,3,4,invisible,.05,small_first,2,2_3,2,2,yes,risk,
haun2011great,2008,07,21,patrick,11,11,m,chimpanzee,3,5,visible,.05,small_first,4,2_3_4_5,3,3,yes,risk,
haun2011great,2008,07,21,patrick,11,11,m,chimpanzee,3,6,invisible,.05,big_first,4,2_3_4_5,4,3,no,risk,
haun2011great,2008,07,21,patrick,11,11,m,chimpanzee,3,7,visible,.05,big_first,4,2_3_4_5,5,5,yes,risk,
