study_id,year,month,day,participant,age_in_years,sex,species,phase,session,trial,see,bring,condition,food_left,food_right,point,side_indicated,food_indicated,point_to_empty
bohn2016role,2014,5,27,fimi,5.0,f,bonobo,testwarmup,2,0,0,0,same,a,a,1,r,a,0
bohn2016role,2014,5,27,fimi,5.0,f,bonobo,testwarmup,2,0,0,0,same,a,a,1,r,a,0
bohn2016role,2014,5,27,fimi,5.0,f,bonobo,testwarmup,2,0,0,0,same,a,a,1,r,a,0
bohn2016role,2014,5,27,fimi,5.0,f,bonobo,test,2,1,0,0,same,a,x,1,l,a,0
bohn2016role,2014,5,27,yasa,16.0,f,bonobo,testwarmup,2,0,1,1,different,c,g,1,r,g,0
bohn2016role,2014,5,27,yasa,16.0,f,bonobo,testwarmup,2,0,1,1,different,c,g,1,r,g,0
bohn2016role,2014,5,27,yasa,16.0,f,bonobo,testwarmup,2,0,1,1,different,c,g,1,r,g,0
bohn2016role,2014,5,27,yasa,16.0,f,bonobo,test,2,1,1,1,different,c,x,1,r,g,1
bohn2016role,2014,5,27,kuno,17.0,m,bonobo,testwarmup,2,0,0,0,different,a,g,1,r,g,0
bohn2016role,2014,5,27,kuno,17.0,m,bonobo,testwarmup,2,0,0,0,different,a,g,1,r,g,0
bohn2016role,2014,5,27,kuno,17.0,m,bonobo,testwarmup,2,0,0,0,different,a,g,1,r,g,0
bohn2016role,2014,5,27,kuno,17.0,m,bonobo,test,2,1,0,0,different,a,x,1,l,a,0
bohn2016role,2014,5,27,kuno,17.0,m,bonobo,test,2,2,0,0,different,a,x,1,l,a,0
bohn2016role,2014,5,27,kuno,17.0,m,bonobo,test,2,3,0,0,different,a,x,1,l,a,0
bohn2016role,2014,5,28,luiza,9.0,f,bonobo,testwarmup,3,0,1,1,different,a,g,1,r,g,0
bohn2016role,2014,5,28,luiza,9.0,f,bonobo,testwarmup,3,0,1,1,different,a,g,1,r,g,0
bohn2016role,2014,5,28,luiza,9.0,f,bonobo,testwarmup,3,0,1,1,different,a,g,1,r,g,0
bohn2016role,2014,5,28,luiza,9.0,f,bonobo,test,3,1,1,1,different,a,x,1,l,a,0
bohn2016role,2014,5,28,luiza,9.0,f,bonobo,test,3,2,1,1,different,a,x,1,l,a,0
bohn2016role,2014,5,28,luiza,9.0,f,bonobo,test,3,3,1,1,different,a,x,1,l,a,0
bohn2016role,2014,5,28,gemena,8.0,f,bonobo,testwarmup,3,0,1,1,different,a,g,1,r,g,0
bohn2016role,2014,5,28,gemena,8.0,f,bonobo,testwarmup,3,0,1,1,different,a,g,1,r,g,0
bohn2016role,2014,5,28,gemena,8.0,f,bonobo,testwarmup,3,0,1,1,different,a,g,1,r,g,0
bohn2016role,2014,5,28,gemena,8.0,f,bonobo,test,3,1,1,1,different,a,x,1,l,a,0
bohn2016role,2014,5,28,gemena,8.0,f,bonobo,test,3,2,1,1,different,a,x,1,l,a,0
bohn2016role,2014,5,28,gemena,8.0,f,bonobo,test,3,3,1,1,different,a,x,1,l,a,0
bohn2016role,2014,5,28,jasongo,23.0,m,bonobo,testwarmup,2,0,1,1,different,g,a,1,l,g,0
bohn2016role,2014,5,28,jasongo,23.0,m,bonobo,testwarmup,2,0,1,1,different,g,a,1,l,g,0
bohn2016role,2014,5,28,jasongo,23.0,m,bonobo,testwarmup,2,0,1,1,different,g,a,1,l,g,0
bohn2016role,2014,5,28,jasongo,23.0,m,bonobo,test,2,1,1,1,different,x,a,1,l,g,1
bohn2016role,2014,5,28,lexi,14.0,f,bonobo,testwarmup,3,0,1,1,same,c,c,1,l,c,0
bohn2016role,2014,5,28,lexi,14.0,f,bonobo,testwarmup,3,0,1,1,same,c,c,1,l,c,0
bohn2016role,2014,5,28,lexi,14.0,f,bonobo,testwarmup,3,0,1,1,same,c,c,1,l,c,0
bohn2016role,2014,5,28,lexi,14.0,f,bonobo,test,3,1,1,1,same,x,c,1,r,c,0
bohn2016role,2014,5,28,lexi,14.0,f,bonobo,test,3,2,1,1,same,x,c,1,r,c,0
bohn2016role,2014,5,28,lexi,14.0,f,bonobo,test,3,3,1,1,same,x,c,1,r,c,0
bohn2016role,2014,5,28,fimi,5.0,f,bonobo,testwarmup,3,0,1,1,different,a,g,1,r,g,0
bohn2016role,2014,5,28,fimi,5.0,f,bonobo,testwarmup,3,0,1,1,different,a,g,1,l,a,0
bohn2016role,2014,5,28,fimi,5.0,f,bonobo,testwarmup,3,0,1,1,different,a,g,1,l,a,0
bohn2016role,2014,5,28,fimi,5.0,f,bonobo,testwarmup,3,0,1,1,different,a,g,1,r,g,0
bohn2016role,2014,5,28,fimi,5.0,f,bonobo,testwarmup,3,0,1,1,different,a,g,1,r,g,0
bohn2016role,2014,5,28,fimi,5.0,f,bonobo,test,3,1,1,1,different,a,x,1,l,a,0
bohn2016role,2014,5,28,yasa,16.0,f,bonobo,testwarmup,3,0,0,0,same,g,g,1,r,g,0
bohn2016role,2014,5,28,yasa,16.0,f,bonobo,testwarmup,3,0,0,0,same,g,g,1,l,g,0
bohn2016role,2014,5,28,yasa,16.0,f,bonobo,testwarmup,3,0,0,0,same,g,g,1,l,g,0
bohn2016role,2014,5,28,yasa,16.0,f,bonobo,testwarmup,3,0,0,0,same,g,g,1,l,g,0
bohn2016role,2014,5,28,yasa,16.0,f,bonobo,test,3,1,0,0,same,x,g,1,r,g,0
bohn2016role,2014,5,28,yasa,16.0,f,bonobo,test,3,2,0,0,same,x,g,1,r,g,0
bohn2016role,2014,5,28,kuno,17.0,m,bonobo,testwarmup,3,0,1,1,different,g,a,1,l,g,0
bohn2016role,2014,5,28,kuno,17.0,m,bonobo,testwarmup,3,0,1,1,different,g,a,1,l,g,0
bohn2016role,2014,5,28,kuno,17.0,m,bonobo,testwarmup,3,0,1,1,different,g,a,1,l,g,0
bohn2016role,2014,5,28,kuno,17.0,m,bonobo,test,3,1,1,1,different,x,a,1,r,a,0
bohn2016role,2014,5,28,kuno,17.0,m,bonobo,test,3,2,1,1,different,x,a,1,r,a,0
bohn2016role,2014,5,28,kuno,17.0,m,bonobo,test,3,3,1,1,different,x,a,1,r,a,0
bohn2016role,2014,5,30,jasongo,23.0,m,bonobo,testwarmup,3,0,0,0,same,g,g,1,r,g,0
bohn2016role,2014,5,30,jasongo,23.0,m,bonobo,testwarmup,3,0,0,0,same,g,g,1,r,g,0
bohn2016role,2014,5,30,jasongo,23.0,m,bonobo,testwarmup,3,0,0,0,same,g,g,1,r,g,0
bohn2016role,2014,5,30,jasongo,23.0,m,bonobo,test,3,1,0,0,same,g,x,1,l,g,0
bohn2016role,2014,5,30,jasongo,23.0,m,bonobo,test,3,2,0,0,same,g,x,1,l,g,0
bohn2016role,2014,5,30,jasongo,23.0,m,bonobo,test,3,3,0,0,same,g,x,1,l,g,0
bohn2016role,2014,5,30,luiza,9.0,f,bonobo,testwarmup,4,0,0,0,same,g,g,1,r,g,0
bohn2016role,2014,5,30,luiza,9.0,f,bonobo,testwarmup,4,0,0,0,same,g,g,1,r,g,0
bohn2016role,2014,5,30,luiza,9.0,f,bonobo,testwarmup,4,0,0,0,same,g,g,1,r,g,0
bohn2016role,2014,5,30,luiza,9.0,f,bonobo,test,4,1,0,0,same,g,x,1,l,g,0
bohn2016role,2014,5,30,luiza,9.0,f,bonobo,test,4,2,0,0,same,g,x,1,l,g,0
bohn2016role,2014,5,30,luiza,9.0,f,bonobo,test,4,3,0,0,same,g,x,1,l,g,0
bohn2016role,2014,5,30,gemena,8.0,f,bonobo,testwarmup,4,0,1,1,same,a,a,1,r,a,0
bohn2016role,2014,5,30,gemena,8.0,f,bonobo,testwarmup,4,0,1,1,same,a,a,1,l,a,0
bohn2016role,2014,5,30,gemena,8.0,f,bonobo,testwarmup,4,0,1,1,same,a,a,1,l,a,0
bohn2016role,2014,5,30,gemena,8.0,f,bonobo,testwarmup,4,0,1,1,same,a,a,1,l,a,0
bohn2016role,2014,5,30,gemena,8.0,f,bonobo,test,4,1,1,1,same,x,a,1,r,a,0
bohn2016role,2014,5,30,gemena,8.0,f,bonobo,test,4,2,1,1,same,x,a,1,r,a,0
bohn2016role,2014,5,30,fimi,5.0,f,bonobo,testwarmup,4,0,0,0,different,g,a,1,l,a,0
bohn2016role,2014,5,30,fimi,5.0,f,bonobo,testwarmup,4,0,0,0,different,g,a,1,l,a,0
bohn2016role,2014,5,30,fimi,5.0,f,bonobo,testwarmup,4,0,0,0,different,g,a,1,r,a,0
bohn2016role,2014,5,30,fimi,5.0,f,bonobo,testwarmup,4,0,0,0,different,g,a,1,l,a,0
bohn2016role,2014,5,30,fimi,5.0,f,bonobo,test,4,1,0,0,different,x,a,1,r,a,0
bohn2016role,2014,5,30,fimi,5.0,f,bonobo,test,4,2,0,0,different,x,a,1,r,a,0
bohn2016role,2014,5,30,lexi,14.0,f,bonobo,testwarmup,4,0,0,0,same,g,g,1,l,g,0
bohn2016role,2014,5,30,lexi,14.0,f,bonobo,testwarmup,4,0,0,0,same,g,g,1,r,g,0
bohn2016role,2014,5,30,lexi,14.0,f,bonobo,testwarmup,4,0,0,0,same,g,g,1,r,g,0
bohn2016role,2014,5,30,lexi,14.0,f,bonobo,testwarmup,4,0,0,0,same,g,g,1,r,g,0
bohn2016role,2014,5,30,lexi,14.0,f,bonobo,test,4,1,0,0,same,g,x,1,l,g,0
bohn2016role,2014,5,30,lexi,14.0,f,bonobo,test,4,2,0,0,same,g,x,1,l,g,0
bohn2016role,2014,5,30,yasa,16.0,f,bonobo,testwarmup,4,0,1,1,same,c,c,1,l,c,0
bohn2016role,2014,5,30,yasa,16.0,f,bonobo,testwarmup,4,0,1,1,same,c,c,1,l,c,0
bohn2016role,2014,5,30,yasa,16.0,f,bonobo,testwarmup,4,0,1,1,same,c,c,1,l,c,0
bohn2016role,2014,5,30,yasa,16.0,f,bonobo,test,4,1,1,1,same,x,c,1,r,c,0
bohn2016role,2014,5,30,yasa,16.0,f,bonobo,test,4,2,1,1,same,x,c,1,r,c,0
bohn2016role,2014,5,30,yasa,16.0,f,bonobo,test,4,3,1,1,same,x,c,1,r,c,0
bohn2016role,2014,5,30,kuno,17.0,m,bonobo,testwarmup,4,0,0,0,same,a,a,1,r,a,0
bohn2016role,2014,5,30,kuno,17.0,m,bonobo,testwarmup,4,0,0,0,same,a,a,1,r,a,0
bohn2016role,2014,5,30,kuno,17.0,m,bonobo,testwarmup,4,0,0,0,same,a,a,1,r,a,0
bohn2016role,2014,5,30,kuno,17.0,m,bonobo,test,4,1,0,0,same,a,x,1,l,a,0
bohn2016role,2014,5,30,kuno,17.0,m,bonobo,test,4,2,0,0,same,a,x,1,l,a,0
bohn2016role,2014,5,30,kuno,17.0,m,bonobo,test,4,3,0,0,same,a,x,0,n,n,0
bohn2016role,2014,6,2,jasongo,23.0,m,bonobo,testwarmup,4,0,0,0,different,a,g,1,r,g,0
bohn2016role,2014,6,2,jasongo,23.0,m,bonobo,testwarmup,4,0,0,0,different,a,g,1,r,g,0
bohn2016role,2014,6,2,jasongo,23.0,m,bonobo,testwarmup,4,0,0,0,different,a,g,1,r,g,0
bohn2016role,2014,6,2,jasongo,23.0,m,bonobo,test,4,1,0,0,different,a,x,1,l,a,0
bohn2016role,2014,6,2,jasongo,23.0,m,bonobo,test,4,2,0,0,different,a,x,1,l,a,0
bohn2016role,2014,6,2,jasongo,23.0,m,bonobo,test,4,3,0,0,different,a,x,0,n,n,0
bohn2016role,2014,6,3,viringika,19.0,f,gorilla,testwarmup,1,0,0,0,different,c,g,1,r,g,0
bohn2016role,2014,6,3,viringika,19.0,f,gorilla,testwarmup,1,0,0,0,different,c,g,1,r,g,0
bohn2016role,2014,6,3,viringika,19.0,f,gorilla,testwarmup,1,0,0,0,different,c,g,1,r,g,0
bohn2016role,2014,6,3,viringika,19.0,f,gorilla,test,1,1,0,0,different,c,x,1,l,c,0
bohn2016role,2014,6,3,viringika,19.0,f,gorilla,test,1,2,0,0,different,c,x,1,l,c,0
bohn2016role,2014,6,3,viringika,19.0,f,gorilla,test,1,3,0,0,different,c,x,1,l,c,0
bohn2016role,2014,6,3,kibara,10.0,f,gorilla,testwarmup,1,0,1,1,different,c,g,1,r,g,0
bohn2016role,2014,6,3,kibara,10.0,f,gorilla,testwarmup,1,0,1,1,different,c,g,1,r,g,0
bohn2016role,2014,6,3,kibara,10.0,f,gorilla,testwarmup,1,0,1,1,different,c,g,1,r,g,0
bohn2016role,2014,6,3,kibara,10.0,f,gorilla,test,1,1,1,1,different,c,x,1,l,c,0
bohn2016role,2014,6,3,kibara,10.0,f,gorilla,test,1,2,1,1,different,c,x,1,l,c,0
bohn2016role,2014,6,3,kibara,10.0,f,gorilla,test,1,3,1,1,different,c,x,1,l,c,0
bohn2016role,2014,6,3,abeeku,15.0,m,gorilla,testwarmup,1,0,1,1,same,c,c,1,l,c,0
bohn2016role,2014,6,3,abeeku,15.0,m,gorilla,testwarmup,1,0,1,1,same,c,c,1,l,c,0
bohn2016role,2014,6,3,abeeku,15.0,m,gorilla,testwarmup,1,0,1,1,same,c,c,1,l,c,0
bohn2016role,2014,6,3,abeeku,15.0,m,gorilla,test,1,1,1,1,same,c,c,1,r,c,0
bohn2016role,2014,6,3,abeeku,15.0,m,gorilla,test,1,2,1,1,same,c,c,1,r,c,0
bohn2016role,2014,6,3,abeeku,15.0,m,gorilla,test,1,3,1,1,same,c,c,1,r,c,0
bohn2016role,2014,6,3,kumili,10.0,f,gorilla,testwarmup,1,0,1,1,same,a,a,1,l,a,0
bohn2016role,2014,6,3,kumili,10.0,f,gorilla,testwarmup,1,0,1,1,same,a,a,1,l,a,0
bohn2016role,2014,6,3,kumili,10.0,f,gorilla,testwarmup,1,0,1,1,same,a,a,1,l,a,0
bohn2016role,2014,6,3,kumili,10.0,f,gorilla,test,1,1,1,1,same,a,a,1,r,a,0
bohn2016role,2014,6,3,kumili,10.0,f,gorilla,test,1,2,1,1,same,a,a,1,r,a,0
bohn2016role,2014,6,3,kumili,10.0,f,gorilla,test,1,3,1,1,same,a,a,1,r,a,0
bohn2016role,2014,6,4,kibara,10.0,f,gorilla,testwarmup,2,0,1,1,same,g,g,1,r,g,0
bohn2016role,2014,6,4,kibara,10.0,f,gorilla,testwarmup,2,0,1,1,same,g,g,1,r,g,0
bohn2016role,2014,6,4,kibara,10.0,f,gorilla,testwarmup,2,0,1,1,same,g,g,1,r,g,0
bohn2016role,2014,6,4,kibara,10.0,f,gorilla,test,2,1,1,1,same,g,x,1,l,g,0
bohn2016role,2014,6,4,kibara,10.0,f,gorilla,test,2,2,1,1,same,g,x,1,l,g,0
bohn2016role,2014,6,4,kibara,10.0,f,gorilla,test,2,3,1,1,same,g,x,1,l,g,0
bohn2016role,2014,6,4,viringika,19.0,f,gorilla,testwarmup,2,0,1,1,different,g,c,1,l,g,0
bohn2016role,2014,6,4,viringika,19.0,f,gorilla,testwarmup,2,0,1,1,different,g,c,1,l,g,0
bohn2016role,2014,6,4,viringika,19.0,f,gorilla,testwarmup,2,0,1,1,different,g,c,1,l,g,0
bohn2016role,2014,6,4,viringika,19.0,f,gorilla,test,2,1,1,1,different,x,c,1,r,c,0
bohn2016role,2014,6,4,viringika,19.0,f,gorilla,test,2,2,1,1,different,x,c,1,r,c,0
bohn2016role,2014,6,4,viringika,19.0,f,gorilla,test,2,3,1,1,different,x,c,1,r,c,0
bohn2016role,2014,6,4,abeeku,15.0,m,gorilla,testwarmup,2,0,0,0,different,g,c,1,r,c,0
bohn2016role,2014,6,4,abeeku,15.0,m,gorilla,testwarmup,2,0,0,0,different,g,c,1,r,c,0
bohn2016role,2014,6,4,abeeku,15.0,m,gorilla,testwarmup,2,0,0,0,different,g,c,1,r,c,0
bohn2016role,2014,6,4,abeeku,15.0,m,gorilla,test,2,1,0,0,different,g,x,1,l,g,0
bohn2016role,2014,6,4,abeeku,15.0,m,gorilla,test,2,2,0,0,different,g,x,1,l,g,0
bohn2016role,2014,6,4,abeeku,15.0,m,gorilla,test,2,3,0,0,different,g,x,1,l,g,0
bohn2016role,2014,6,4,kumili,10.0,f,gorilla,testwarmup,2,0,0,0,same,g,g,1,l,g,0
bohn2016role,2014,6,4,kumili,10.0,f,gorilla,testwarmup,2,0,0,0,same,g,g,1,l,g,0
bohn2016role,2014,6,4,kumili,10.0,f,gorilla,testwarmup,2,0,0,0,same,g,g,1,l,g,0
bohn2016role,2014,6,4,kumili,10.0,f,gorilla,test,2,1,0,0,same,x,g,1,r,g,0
bohn2016role,2014,6,4,kumili,10.0,f,gorilla,test,2,2,0,0,same,x,g,1,r,g,0
bohn2016role,2014,6,4,kumili,10.0,f,gorilla,test,2,3,0,0,same,x,g,1,r,g,0
bohn2016role,2014,6,5,viringika,19.0,f,gorilla,testwarmup,3,0,0,0,same,g,g,1,r,g,0
bohn2016role,2014,6,5,viringika,19.0,f,gorilla,testwarmup,3,0,0,0,same,g,g,1,r,g,0
bohn2016role,2014,6,5,viringika,19.0,f,gorilla,testwarmup,3,0,0,0,same,g,g,1,r,g,0
bohn2016role,2014,6,5,viringika,19.0,f,gorilla,test,3,1,0,0,same,x,g,1,l,g,0
bohn2016role,2014,6,5,viringika,19.0,f,gorilla,test,3,2,0,0,same,x,g,1,l,g,0
bohn2016role,2014,6,5,viringika,19.0,f,gorilla,test,3,3,0,0,same,x,g,1,l,g,0
bohn2016role,2014,6,5,kibara,10.0,f,gorilla,testwarmup,3,0,0,0,different,g,c,1,l,g,0
bohn2016role,2014,6,5,kibara,10.0,f,gorilla,testwarmup,3,0,0,0,different,g,c,1,l,g,0
bohn2016role,2014,6,5,kibara,10.0,f,gorilla,testwarmup,3,0,0,0,different,g,c,1,l,g,0
bohn2016role,2014,6,5,kibara,10.0,f,gorilla,test,3,1,0,0,different,x,c,1,r,c,0
bohn2016role,2014,6,5,kibara,10.0,f,gorilla,test,3,2,0,0,different,x,c,1,r,c,0
bohn2016role,2014,6,5,kibara,10.0,f,gorilla,test,3,3,0,0,different,x,c,1,r,c,0
bohn2016role,2014,6,5,abeeku,15.0,m,gorilla,testwarmup,3,0,1,1,different,c,g,1,r,g,0
bohn2016role,2014,6,5,abeeku,15.0,m,gorilla,testwarmup,3,0,1,1,different,c,g,1,r,g,0
bohn2016role,2014,6,5,abeeku,15.0,m,gorilla,testwarmup,3,0,1,1,different,c,g,1,r,g,0
bohn2016role,2014,6,5,abeeku,15.0,m,gorilla,test,3,1,1,1,different,c,x,1,r,g,1
bohn2016role,2014,6,5,kumili,10.0,f,gorilla,testwarmup,3,0,0,0,different,g,a,1,r,a,0
bohn2016role,2014,6,5,kumili,10.0,f,gorilla,testwarmup,3,0,0,0,different,g,a,1,r,a,0
bohn2016role,2014,6,5,kumili,10.0,f,gorilla,testwarmup,3,0,0,0,different,g,a,1,r,a,0
bohn2016role,2014,6,5,kumili,10.0,f,gorilla,test,3,1,0,0,different,g,x,1,l,g,0
bohn2016role,2014,6,5,kumili,10.0,f,gorilla,test,3,2,0,0,different,g,x,1,l,g,0
bohn2016role,2014,6,5,kumili,10.0,f,gorilla,test,3,3,0,0,different,g,x,1,l,g,0
bohn2016role,2014,6,6,viringika,19.0,f,gorilla,testwarmup,4,0,1,1,same,c,c,1,r,c,0
bohn2016role,2014,6,6,viringika,19.0,f,gorilla,testwarmup,4,0,1,1,same,c,c,1,r,c,0
bohn2016role,2014,6,6,viringika,19.0,f,gorilla,testwarmup,4,0,1,1,same,c,c,1,r,c,0
bohn2016role,2014,6,6,viringika,19.0,f,gorilla,test,4,1,1,1,same,c,x,1,l,c,0
bohn2016role,2014,6,6,viringika,19.0,f,gorilla,test,4,2,1,1,same,c,x,1,l,c,0
bohn2016role,2014,6,6,viringika,19.0,f,gorilla,test,4,3,1,1,same,c,x,1,l,c,0
bohn2016role,2014,6,6,kibara,10.0,f,gorilla,testwarmup,4,0,0,0,same,c,c,1,l,c,0
bohn2016role,2014,6,6,kibara,10.0,f,gorilla,testwarmup,4,0,0,0,same,c,c,1,r,c,0
bohn2016role,2014,6,6,kibara,10.0,f,gorilla,testwarmup,4,0,0,0,same,c,c,1,r,c,0
bohn2016role,2014,6,6,kibara,10.0,f,gorilla,testwarmup,4,0,0,0,same,c,c,1,r,c,0
bohn2016role,2014,6,6,kibara,10.0,f,gorilla,test,4,1,0,0,same,c,x,1,l,c,0
bohn2016role,2014,6,6,kibara,10.0,f,gorilla,test,4,2,0,0,same,c,x,1,l,c,0
bohn2016role,2014,6,6,abeeku,15.0,m,gorilla,testwarmup,4,0,0,0,same,g,g,1,l,g,0
bohn2016role,2014,6,6,abeeku,15.0,m,gorilla,testwarmup,4,0,0,0,same,g,g,1,l,g,0
bohn2016role,2014,6,6,abeeku,15.0,m,gorilla,testwarmup,4,0,0,0,same,g,g,1,l,g,0
bohn2016role,2014,6,6,abeeku,15.0,m,gorilla,test,4,1,0,0,same,x,g,1,r,g,0
bohn2016role,2014,6,6,abeeku,15.0,m,gorilla,test,4,2,0,0,same,x,g,1,r,g,0
bohn2016role,2014,6,6,abeeku,15.0,m,gorilla,test,4,3,0,0,same,x,g,1,r,g,0
bohn2016role,2014,6,6,kumili,10.0,f,gorilla,testwarmup,4,0,1,1,different,a,g,1,r,g,0
bohn2016role,2014,6,6,kumili,10.0,f,gorilla,testwarmup,4,0,1,1,different,a,g,1,r,g,0
bohn2016role,2014,6,6,kumili,10.0,f,gorilla,testwarmup,4,0,1,1,different,a,g,1,r,g,0
bohn2016role,2014,6,6,kumili,10.0,f,gorilla,test,4,1,1,1,different,a,x,1,l,a,0
bohn2016role,2014,6,6,kumili,10.0,f,gorilla,test,4,2,1,1,different,a,x,1,l,a,0
bohn2016role,2014,6,6,kumili,10.0,f,gorilla,test,4,3,1,1,different,a,x,1,l,a,0
bohn2016role,2014,7,25,fraukje,38.0,f,chimpanzee,testwarmup,5,0,0,1,same,g,g,1,r,g,0
bohn2016role,2014,7,25,fraukje,38.0,f,chimpanzee,testwarmup,5,0,0,1,same,g,g,1,r,g,0
bohn2016role,2014,7,25,fraukje,38.0,f,chimpanzee,testwarmup,5,0,0,1,same,g,g,1,r,g,0
bohn2016role,2014,7,25,fraukje,38.0,f,chimpanzee,test,5,1,0,1,same,g,x,1,l,g,0
bohn2016role,2014,7,25,fraukje,38.0,f,chimpanzee,test,5,2,0,1,same,g,x,1,l,g,0
bohn2016role,2014,7,25,fraukje,38.0,f,chimpanzee,test,5,3,0,1,same,g,x,1,l,g,0
bohn2016role,2014,7,25,lome,12.0,m,chimpanzee,testwarmup,5,0,0,1,different,g,c,1,l,g,0
bohn2016role,2014,7,25,lome,12.0,m,chimpanzee,testwarmup,5,0,0,1,different,g,c,1,l,g,0
bohn2016role,2014,7,25,lome,12.0,m,chimpanzee,testwarmup,5,0,0,1,different,g,c,1,l,g,0
bohn2016role,2014,7,25,lome,12.0,m,chimpanzee,test,5,1,0,1,different,x,c,1,r,c,0
bohn2016role,2014,7,25,lome,12.0,m,chimpanzee,test,5,2,0,1,different,x,c,1,r,c,0
bohn2016role,2014,7,25,lome,12.0,m,chimpanzee,test,5,3,0,1,different,x,c,1,r,c,0
bohn2016role,2014,7,25,kofi,9.0,m,chimpanzee,testwarmup,5,0,0,1,different,g,c,1,l,g,0
bohn2016role,2014,7,25,kofi,9.0,m,chimpanzee,testwarmup,5,0,0,1,different,g,c,1,l,g,0
bohn2016role,2014,7,25,kofi,9.0,m,chimpanzee,testwarmup,5,0,0,1,different,g,c,1,l,g,0
bohn2016role,2014,7,25,kofi,9.0,m,chimpanzee,test,5,1,0,1,different,x,c,1,r,c,0
bohn2016role,2014,7,25,kofi,9.0,m,chimpanzee,test,5,2,0,1,different,x,c,1,r,c,0
bohn2016role,2014,7,25,kofi,9.0,m,chimpanzee,test,5,3,0,1,different,x,c,1,r,c,0
bohn2016role,2014,7,25,tai,11.0,f,chimpanzee,testwarmup,5,0,1,0,same,c,c,1,r,c,0
bohn2016role,2014,7,25,tai,11.0,f,chimpanzee,testwarmup,5,0,1,0,same,c,c,1,r,c,0
bohn2016role,2014,7,25,tai,11.0,f,chimpanzee,testwarmup,5,0,1,0,same,c,c,1,r,c,0
bohn2016role,2014,7,25,tai,11.0,f,chimpanzee,test,5,1,1,0,same,c,x,1,l,c,0
bohn2016role,2014,7,25,tai,11.0,f,chimpanzee,test,5,2,1,0,same,c,x,1,r,c,1
bohn2016role,2014,7,25,frodo,20.0,m,chimpanzee,testwarmup,5,0,0,1,different,g,a,1,l,g,0
bohn2016role,2014,7,25,frodo,20.0,m,chimpanzee,testwarmup,5,0,0,1,different,g,a,1,l,g,0
bohn2016role,2014,7,25,frodo,20.0,m,chimpanzee,testwarmup,5,0,0,1,different,g,a,1,l,g,0
bohn2016role,2014,7,25,frodo,20.0,m,chimpanzee,test,5,1,0,1,different,x,a,1,r,a,0
bohn2016role,2014,7,25,frodo,20.0,m,chimpanzee,test,5,2,0,1,different,x,a,0,n,n,0
bohn2016role,2014,7,25,lobo,10.0,m,chimpanzee,testwarmup,5,0,0,1,different,g,c,1,l,g,0
bohn2016role,2014,7,25,lobo,10.0,m,chimpanzee,testwarmup,5,0,0,1,different,g,c,1,l,g,0
bohn2016role,2014,7,25,lobo,10.0,m,chimpanzee,testwarmup,5,0,0,1,different,g,c,1,l,g,0
bohn2016role,2014,7,25,lobo,10.0,m,chimpanzee,test,5,1,0,1,different,x,c,1,r,c,0
bohn2016role,2014,7,25,lobo,10.0,m,chimpanzee,test,5,2,0,1,different,x,c,1,r,c,0
bohn2016role,2014,7,25,lobo,10.0,m,chimpanzee,test,5,3,0,1,different,x,c,1,r,c,0
bohn2016role,2014,7,25,robert,38.0,m,chimpanzee,testwarmup,5,0,0,1,different,a,g,1,r,g,0
bohn2016role,2014,7,25,robert,38.0,m,chimpanzee,testwarmup,5,0,0,1,different,a,g,1,r,g,0
bohn2016role,2014,7,25,robert,38.0,m,chimpanzee,testwarmup,5,0,0,1,different,a,g,1,r,g,0
bohn2016role,2014,7,25,robert,38.0,m,chimpanzee,test,5,1,0,1,different,a,x,1,l,a,0
bohn2016role,2014,7,25,robert,38.0,m,chimpanzee,test,5,2,0,1,different,a,x,1,l,a,0
bohn2016role,2014,7,25,robert,38.0,m,chimpanzee,test,5,3,0,1,different,a,x,1,l,a,0
bohn2016role,2014,7,28,tai,11.0,f,chimpanzee,testwarmup,6,0,0,1,different,g,c,1,l,g,0
bohn2016role,2014,7,28,tai,11.0,f,chimpanzee,testwarmup,6,0,0,1,different,g,c,1,l,g,0
bohn2016role,2014,7,28,tai,11.0,f,chimpanzee,testwarmup,6,0,0,1,different,g,c,1,l,g,0
bohn2016role,2014,7,28,tai,11.0,f,chimpanzee,test,6,1,0,1,different,x,c,1,l,g,1
bohn2016role,2014,7,28,fraukje,38.0,f,chimpanzee,testwarmup,6,0,1,0,same,a,a,1,l,a,0
bohn2016role,2014,7,28,fraukje,38.0,f,chimpanzee,testwarmup,6,0,1,0,same,a,a,1,l,a,0
bohn2016role,2014,7,28,fraukje,38.0,f,chimpanzee,testwarmup,6,0,1,0,same,a,a,1,l,a,0
bohn2016role,2014,7,28,fraukje,38.0,f,chimpanzee,test,6,1,1,0,same,x,a,1,r,a,0
bohn2016role,2014,7,28,fraukje,38.0,f,chimpanzee,test,6,2,1,0,same,x,a,1,r,a,0
bohn2016role,2014,7,28,fraukje,38.0,f,chimpanzee,test,6,3,1,0,same,x,a,1,r,a,0
bohn2016role,2014,7,28,kofi,9.0,m,chimpanzee,testwarmup,6,0,0,1,same,c,c,1,r,c,0
bohn2016role,2014,7,28,kofi,9.0,m,chimpanzee,testwarmup,6,0,0,1,same,c,c,1,r,c,0
bohn2016role,2014,7,28,kofi,9.0,m,chimpanzee,testwarmup,6,0,0,1,same,c,c,1,r,c,0
