study_id,year,month,day,participant,age_in_years,sex,species,phase,session,trial,see,bring,condition,food_left,food_right,point,side_indicated,food_indicated,point_to_empty
bohn2016role,2014,7,28,kofi,9.0,m,chimpanzee,test,6,1,0,1,same,c,x,1,l,c,0
bohn2016role,2014,7,28,kofi,9.0,m,chimpanzee,test,6,2,0,1,same,c,x,1,l,c,0
bohn2016role,2014,7,28,kofi,9.0,m,chimpanzee,test,6,3,0,1,same,c,x,1,l,c,0
bohn2016role,2014,7,28,robert,38.0,m,chimpanzee,testwarmup,6,0,0,1,same,a,a,1,l,a,0
bohn2016role,2014,7,28,robert,38.0,m,chimpanzee,testwarmup,6,0,0,1,same,a,a,1,l,a,0
bohn2016role,2014,7,28,robert,38.0,m,chimpanzee,testwarmup,6,0,0,1,same,a,a,1,l,a,0
bohn2016role,2014,7,28,robert,38.0,m,chimpanzee,test,6,1,0,1,same,x,a,1,r,a,0
bohn2016role,2014,7,28,robert,38.0,m,chimpanzee,test,6,2,0,1,same,x,a,1,r,a,0
bohn2016role,2014,7,28,robert,38.0,m,chimpanzee,test,6,3,0,1,same,x,a,1,r,a,0
bohn2016role,2014,7,28,sandra,21.0,f,chimpanzee,testwarmup,5,0,1,0,same,a,a,1,r,a,0
bohn2016role,2014,7,28,sandra,21.0,f,chimpanzee,testwarmup,5,0,1,0,same,a,a,1,r,a,0
bohn2016role,2014,7,28,sandra,21.0,f,chimpanzee,testwarmup,5,0,1,0,same,a,a,1,r,a,0
bohn2016role,2014,7,28,sandra,21.0,f,chimpanzee,test,5,1,1,0,same,a,x,1,l,a,0
bohn2016role,2014,7,28,sandra,21.0,f,chimpanzee,test,5,2,1,0,same,a,x,1,l,a,0
bohn2016role,2014,7,28,sandra,21.0,f,chimpanzee,test,5,3,1,0,same,a,x,1,l,a,0
bohn2016role,2014,7,28,lobo,10.0,m,chimpanzee,testwarmup,6,0,0,1,same,g,g,1,r,g,0
bohn2016role,2014,7,28,lobo,10.0,m,chimpanzee,testwarmup,6,0,0,1,same,g,g,1,r,g,0
bohn2016role,2014,7,28,lobo,10.0,m,chimpanzee,testwarmup,6,0,0,1,same,g,g,1,r,g,0
bohn2016role,2014,7,28,lobo,10.0,m,chimpanzee,test,6,1,0,1,same,g,x,1,l,g,0
bohn2016role,2014,7,28,lobo,10.0,m,chimpanzee,test,6,2,0,1,same,g,x,1,l,g,0
bohn2016role,2014,7,28,lobo,10.0,m,chimpanzee,test,6,3,0,1,same,g,x,1,l,g,0
bohn2016role,2014,7,28,frodo,20.0,m,chimpanzee,testwarmup,6,0,1,0,same,g,g,1,r,g,0
bohn2016role,2014,7,28,frodo,20.0,m,chimpanzee,testwarmup,6,0,1,0,same,g,g,1,r,g,0
bohn2016role,2014,7,28,frodo,20.0,m,chimpanzee,testwarmup,6,0,1,0,same,g,g,1,l,g,0
bohn2016role,2014,7,28,frodo,20.0,m,chimpanzee,testwarmup,6,0,1,0,same,g,g,1,l,g,0
bohn2016role,2014,7,28,frodo,20.0,m,chimpanzee,testwarmup,6,0,1,0,same,g,g,1,l,g,0
bohn2016role,2014,7,28,frodo,20.0,m,chimpanzee,test,6,1,1,0,same,x,g,1,r,g,0
bohn2016role,2014,7,28,lome,12.0,m,chimpanzee,testwarmup,6,0,1,0,different,c,g,1,r,g,0
bohn2016role,2014,7,28,lome,12.0,m,chimpanzee,testwarmup,6,0,1,0,different,c,g,1,r,g,0
bohn2016role,2014,7,28,lome,12.0,m,chimpanzee,testwarmup,6,0,1,0,different,c,g,1,r,g,0
bohn2016role,2014,7,28,lome,12.0,m,chimpanzee,test,6,1,1,0,different,c,g,1,l,c,0
bohn2016role,2014,7,28,lome,12.0,m,chimpanzee,test,6,2,1,0,different,c,g,1,l,c,0
bohn2016role,2014,7,28,lome,12.0,m,chimpanzee,test,6,3,1,0,different,c,g,1,l,c,0
bohn2016role,2014,7,29,kofi,9.0,m,chimpanzee,testwarmup,7,0,1,0,same,g,g,1,r,g,0
bohn2016role,2014,7,29,kofi,9.0,m,chimpanzee,testwarmup,7,0,1,0,same,g,g,1,r,g,0
bohn2016role,2014,7,29,kofi,9.0,m,chimpanzee,testwarmup,7,0,1,0,same,g,g,1,r,g,0
bohn2016role,2014,7,29,kofi,9.0,m,chimpanzee,test,7,1,1,0,same,g,x,1,l,g,0
bohn2016role,2014,7,29,kofi,9.0,m,chimpanzee,test,7,2,1,0,same,g,x,1,l,g,0
bohn2016role,2014,7,29,kofi,9.0,m,chimpanzee,test,7,3,1,0,same,g,x,1,l,g,0
bohn2016role,2014,7,29,fraukje,38.0,f,chimpanzee,testwarmup,7,0,0,1,different,g,a,1,l,g,0
bohn2016role,2014,7,29,fraukje,38.0,f,chimpanzee,testwarmup,7,0,0,1,different,g,a,1,l,g,0
bohn2016role,2014,7,29,fraukje,38.0,f,chimpanzee,testwarmup,7,0,0,1,different,g,a,1,l,g,0
bohn2016role,2014,7,29,fraukje,38.0,f,chimpanzee,test,7,1,0,1,different,x,a,1,r,a,0
bohn2016role,2014,7,29,fraukje,38.0,f,chimpanzee,test,7,2,0,1,different,x,a,1,r,a,0
bohn2016role,2014,7,29,fraukje,38.0,f,chimpanzee,test,7,3,0,1,different,x,a,1,r,a,0
bohn2016role,2014,7,29,lobo,10.0,m,chimpanzee,testwarmup,7,0,1,0,different,c,g,1,r,g,0
bohn2016role,2014,7,29,lobo,10.0,m,chimpanzee,testwarmup,7,0,1,0,different,c,g,1,r,g,0
bohn2016role,2014,7,29,lobo,10.0,m,chimpanzee,testwarmup,7,0,1,0,different,c,g,1,r,g,0
bohn2016role,2014,7,29,lobo,10.0,m,chimpanzee,test,7,1,1,0,different,c,x,1,l,c,0
bohn2016role,2014,7,29,lobo,10.0,m,chimpanzee,test,7,2,1,0,different,c,x,1,l,c,0
bohn2016role,2014,7,29,lobo,10.0,m,chimpanzee,test,7,3,1,0,different,c,x,1,l,c,0
bohn2016role,2014,7,29,tai,11.0,f,chimpanzee,testwarmup,7,0,1,0,different,c,g,1,r,g,0
bohn2016role,2014,7,29,tai,11.0,f,chimpanzee,testwarmup,7,0,1,0,different,c,g,1,r,g,0
bohn2016role,2014,7,29,tai,11.0,f,chimpanzee,testwarmup,7,0,1,0,different,c,g,1,r,g,0
bohn2016role,2014,7,29,tai,11.0,f,chimpanzee,test,7,1,1,0,different,c,x,1,l,c,0
bohn2016role,2014,7,29,tai,11.0,f,chimpanzee,test,7,2,1,0,different,c,x,1,l,c,0
bohn2016role,2014,7,29,tai,11.0,f,chimpanzee,test,7,3,1,0,different,c,x,1,l,c,0
bohn2016role,2014,7,29,sandra,21.0,f,chimpanzee,testwarmup,6,0,0,1,different,g,a,1,l,g,0
bohn2016role,2014,7,29,sandra,21.0,f,chimpanzee,testwarmup,6,0,0,1,different,g,a,1,l,g,0
bohn2016role,2014,7,29,sandra,21.0,f,chimpanzee,testwarmup,6,0,0,1,different,g,a,1,l,g,0
bohn2016role,2014,7,29,sandra,21.0,f,chimpanzee,test,6,1,0,1,different,x,a,1,r,a,0
bohn2016role,2014,7,29,sandra,21.0,f,chimpanzee,test,6,2,0,1,different,x,a,1,r,a,0
bohn2016role,2014,7,29,sandra,21.0,f,chimpanzee,test,6,3,0,1,different,x,a,1,r,a,0
bohn2016role,2014,7,29,kara,9.0,f,chimpanzee,testwarmup,5,0,1,0,different,g,c,1,l,g,0
bohn2016role,2014,7,29,kara,9.0,f,chimpanzee,testwarmup,5,0,1,0,different,g,c,1,l,g,0
bohn2016role,2014,7,29,kara,9.0,f,chimpanzee,testwarmup,5,0,1,0,different,g,c,1,l,g,0
bohn2016role,2014,7,29,kara,9.0,f,chimpanzee,test,5,1,1,0,different,x,c,1,r,c,0
bohn2016role,2014,7,29,kara,9.0,f,chimpanzee,test,5,2,1,0,different,x,c,1,r,c,0
bohn2016role,2014,7,29,kara,9.0,f,chimpanzee,test,5,3,1,0,different,x,c,1,r,c,0
bohn2016role,2014,7,29,robert,38.0,m,chimpanzee,testwarmup,7,0,1,0,different,g,a,1,l,g,0
bohn2016role,2014,7,29,robert,38.0,m,chimpanzee,testwarmup,7,0,1,0,different,g,a,1,l,g,0
bohn2016role,2014,7,29,robert,38.0,m,chimpanzee,testwarmup,7,0,1,0,different,g,a,1,l,g,0
bohn2016role,2014,7,29,robert,38.0,m,chimpanzee,test,7,1,1,0,different,x,a,1,r,a,0
bohn2016role,2014,7,29,robert,38.0,m,chimpanzee,test,7,2,1,0,different,x,a,1,r,a,0
bohn2016role,2014,7,29,robert,38.0,m,chimpanzee,test,7,3,1,0,different,x,a,1,r,a,0
bohn2016role,2014,7,29,frodo,20.0,m,chimpanzee,testwarmup,7,0,0,1,same,a,a,1,l,a,0
bohn2016role,2014,7,29,frodo,20.0,m,chimpanzee,testwarmup,7,0,0,1,same,a,a,1,l,a,0
bohn2016role,2014,7,29,frodo,20.0,m,chimpanzee,testwarmup,7,0,0,1,same,a,a,1,l,a,0
bohn2016role,2014,7,29,frodo,20.0,m,chimpanzee,test,7,1,0,1,same,x,a,1,r,a,0
bohn2016role,2014,7,29,frodo,20.0,m,chimpanzee,test,7,2,0,1,same,x,a,1,r,a,0
bohn2016role,2014,7,29,frodo,20.0,m,chimpanzee,test,7,3,0,1,same,x,a,1,r,a,0
bohn2016role,2014,7,29,riet,36.0,f,chimpanzee,testwarmup,5,0,1,0,different,a,g,1,r,g,0
bohn2016role,2014,7,29,riet,36.0,f,chimpanzee,testwarmup,5,0,1,0,different,a,g,1,r,g,0
bohn2016role,2014,7,29,riet,36.0,f,chimpanzee,testwarmup,5,0,1,0,different,a,g,1,r,g,0
bohn2016role,2014,7,29,riet,36.0,f,chimpanzee,test,5,1,1,0,different,a,x,0,n,n,0
bohn2016role,2014,7,29,lome,12.0,m,chimpanzee,testwarmup,7,0,1,0,same,c,c,1,l,c,0
bohn2016role,2014,7,29,lome,12.0,m,chimpanzee,testwarmup,7,0,1,0,same,c,c,1,l,c,0
bohn2016role,2014,7,29,lome,12.0,m,chimpanzee,testwarmup,7,0,1,0,same,c,c,1,l,c,0
bohn2016role,2014,7,29,lome,12.0,m,chimpanzee,test,7,1,1,0,same,x,c,1,r,c,0
bohn2016role,2014,7,29,lome,12.0,m,chimpanzee,test,7,2,1,0,same,x,c,1,r,c,0
bohn2016role,2014,7,29,lome,12.0,m,chimpanzee,test,7,3,1,0,same,x,c,1,r,c,0
bohn2016role,2014,7,29,kofi,9.0,m,chimpanzee,testwarmup,8,0,1,0,different,c,g,1,r,g,0
bohn2016role,2014,7,29,kofi,9.0,m,chimpanzee,testwarmup,8,0,1,0,different,c,g,1,r,g,0
bohn2016role,2014,7,29,kofi,9.0,m,chimpanzee,testwarmup,8,0,1,0,different,c,g,1,r,g,0
bohn2016role,2014,7,29,kofi,9.0,m,chimpanzee,test,8,1,1,0,different,c,x,1,l,c,0
bohn2016role,2014,7,29,kofi,9.0,m,chimpanzee,test,8,2,1,0,different,c,x,1,l,c,0
bohn2016role,2014,7,29,kofi,9.0,m,chimpanzee,test,8,3,1,0,different,c,x,1,l,c,0
bohn2016role,2014,7,29,riet,36.0,f,chimpanzee,testwarmup,6,0,1,0,same,g,g,1,l,g,0
bohn2016role,2014,7,29,riet,36.0,f,chimpanzee,testwarmup,6,0,1,0,same,g,g,1,l,g,0
bohn2016role,2014,7,29,riet,36.0,f,chimpanzee,testwarmup,6,0,1,0,same,g,g,1,l,g,0
bohn2016role,2014,7,29,riet,36.0,f,chimpanzee,test,6,1,1,0,same,x,g,1,r,g,0
bohn2016role,2014,7,29,riet,36.0,f,chimpanzee,test,6,2,1,0,same,x,g,1,r,g,0
bohn2016role,2014,7,29,riet,36.0,f,chimpanzee,test,6,3,1,0,same,x,g,1,r,g,0
bohn2016role,2014,7,29,sandra,21.0,f,chimpanzee,testwarmup,7,0,0,1,same,g,g,1,r,g,0
bohn2016role,2014,7,29,sandra,21.0,f,chimpanzee,testwarmup,7,0,0,1,same,g,g,1,r,g,0
bohn2016role,2014,7,29,sandra,21.0,f,chimpanzee,testwarmup,7,0,0,1,same,g,g,1,r,g,0
bohn2016role,2014,7,29,sandra,21.0,f,chimpanzee,test,7,1,0,1,same,g,x,1,l,g,0
bohn2016role,2014,7,29,sandra,21.0,f,chimpanzee,test,7,2,0,1,same,g,x,1,l,g,0
bohn2016role,2014,7,29,sandra,21.0,f,chimpanzee,test,7,3,0,1,same,g,x,1,l,g,0
bohn2016role,2014,7,29,fraukje,38.0,f,chimpanzee,testwarmup,8,0,1,0,different,a,g,1,r,g,0
bohn2016role,2014,7,29,fraukje,38.0,f,chimpanzee,testwarmup,8,0,1,0,different,a,g,1,r,g,0
bohn2016role,2014,7,29,fraukje,38.0,f,chimpanzee,testwarmup,8,0,1,0,different,a,g,1,r,g,0
bohn2016role,2014,7,29,fraukje,38.0,f,chimpanzee,test,8,1,1,0,different,a,g,1,l,a,0
bohn2016role,2014,7,29,fraukje,38.0,f,chimpanzee,test,8,2,1,0,different,a,g,1,l,a,0
bohn2016role,2014,7,29,fraukje,38.0,f,chimpanzee,test,8,3,1,0,different,a,g,1,l,a,0
bohn2016role,2014,7,29,frodo,20.0,m,chimpanzee,testwarmup,8,0,1,0,different,a,g,1,r,g,0
bohn2016role,2014,7,29,frodo,20.0,m,chimpanzee,testwarmup,8,0,1,0,different,a,g,1,r,g,0
bohn2016role,2014,7,29,frodo,20.0,m,chimpanzee,testwarmup,8,0,1,0,different,a,g,1,r,g,0
bohn2016role,2014,7,29,frodo,20.0,m,chimpanzee,test,8,1,1,0,different,a,x,1,l,a,0
bohn2016role,2014,7,29,frodo,20.0,m,chimpanzee,test,8,2,1,0,different,a,x,1,l,a,0
bohn2016role,2014,7,29,frodo,20.0,m,chimpanzee,test,8,3,1,0,different,a,x,1,l,a,0
bohn2016role,2014,7,29,lobo,10.0,m,chimpanzee,testwarmup,8,0,1,0,same,c,c,1,r,c,0
bohn2016role,2014,7,29,lobo,10.0,m,chimpanzee,testwarmup,8,0,1,0,same,c,c,1,r,c,0
bohn2016role,2014,7,29,lobo,10.0,m,chimpanzee,testwarmup,8,0,1,0,same,c,c,1,r,c,0
bohn2016role,2014,7,29,lobo,10.0,m,chimpanzee,test,8,1,1,0,same,c,x,1,l,c,0
bohn2016role,2014,7,29,lobo,10.0,m,chimpanzee,test,8,2,1,0,same,c,x,1,l,c,0
bohn2016role,2014,7,29,lobo,10.0,m,chimpanzee,test,8,3,1,0,same,c,x,1,l,c,0
bohn2016role,2014,7,29,kara,9.0,f,chimpanzee,testwarmup,6,0,0,1,different,c,g,1,r,g,0
bohn2016role,2014,7,29,kara,9.0,f,chimpanzee,testwarmup,6,0,0,1,different,c,g,1,r,g,0
bohn2016role,2014,7,29,kara,9.0,f,chimpanzee,testwarmup,6,0,0,1,different,c,g,1,r,g,0
bohn2016role,2014,7,29,kara,9.0,f,chimpanzee,test,6,1,0,1,different,c,x,1,l,c,0
bohn2016role,2014,7,29,kara,9.0,f,chimpanzee,test,6,2,0,1,different,c,x,1,l,c,0
bohn2016role,2014,7,29,kara,9.0,f,chimpanzee,test,6,3,0,1,different,c,x,1,l,c,0
bohn2016role,2014,7,29,tai,11.0,f,chimpanzee,testwarmup,8,0,0,1,same,g,g,1,l,g,0
bohn2016role,2014,7,29,tai,11.0,f,chimpanzee,testwarmup,8,0,0,1,same,g,g,1,l,g,0
bohn2016role,2014,7,29,tai,11.0,f,chimpanzee,testwarmup,8,0,0,1,same,g,g,1,l,g,0
bohn2016role,2014,7,29,tai,11.0,f,chimpanzee,test,8,1,0,1,same,x,g,1,r,g,0
bohn2016role,2014,7,29,tai,11.0,f,chimpanzee,test,8,2,0,1,same,x,g,1,r,g,0
bohn2016role,2014,7,29,tai,11.0,f,chimpanzee,test,8,3,0,1,same,x,g,1,r,g,0
bohn2016role,2014,7,29,lome,12.0,m,chimpanzee,testwarmup,8,0,0,1,same,g,g,1,r,g,0
bohn2016role,2014,7,29,lome,12.0,m,chimpanzee,testwarmup,8,0,0,1,same,g,g,1,r,g,0
bohn2016role,2014,7,29,lome,12.0,m,chimpanzee,testwarmup,8,0,0,1,same,g,g,1,r,g,0
bohn2016role,2014,7,29,lome,12.0,m,chimpanzee,test,8,1,0,1,same,g,x,1,l,g,0
bohn2016role,2014,7,29,lome,12.0,m,chimpanzee,test,8,2,0,1,same,g,x,1,l,g,0
bohn2016role,2014,7,29,lome,12.0,m,chimpanzee,test,8,3,0,1,same,g,x,1,l,g,0
bohn2016role,2014,7,29,robert,38.0,m,chimpanzee,testwarmup,8,0,1,0,same,g,g,1,l,g,0
bohn2016role,2014,7,29,robert,38.0,m,chimpanzee,testwarmup,8,0,1,0,same,g,g,1,l,g,0
bohn2016role,2014,7,29,robert,38.0,m,chimpanzee,testwarmup,8,0,1,0,same,g,g,1,l,g,0
bohn2016role,2014,7,29,robert,38.0,m,chimpanzee,test,8,1,1,0,same,x,g,1,r,g,0
bohn2016role,2014,7,29,robert,38.0,m,chimpanzee,test,8,2,1,0,same,x,g,1,r,g,0
bohn2016role,2014,7,29,robert,38.0,m,chimpanzee,test,8,3,1,0,same,x,g,1,r,g,0
bohn2016role,2014,8,1,kara,9.0,f,chimpanzee,testwarmup,7,0,0,1,same,g,g,1,l,g,0
bohn2016role,2014,8,1,kara,9.0,f,chimpanzee,testwarmup,7,0,0,1,same,g,g,1,l,g,0
bohn2016role,2014,8,1,kara,9.0,f,chimpanzee,testwarmup,7,0,0,1,same,g,g,1,l,g,0
bohn2016role,2014,8,1,kara,9.0,f,chimpanzee,test,7,1,0,1,same,x,g,1,r,g,0
bohn2016role,2014,8,1,kara,9.0,f,chimpanzee,test,7,2,0,1,same,x,g,1,r,g,0
bohn2016role,2014,8,1,kara,9.0,f,chimpanzee,test,7,3,0,1,same,x,g,1,r,g,0
bohn2016role,2014,8,1,sandra,21.0,f,chimpanzee,testwarmup,8,0,1,0,different,a,g,1,r,g,0
bohn2016role,2014,8,1,sandra,21.0,f,chimpanzee,testwarmup,8,0,1,0,different,a,g,1,r,g,0
bohn2016role,2014,8,1,sandra,21.0,f,chimpanzee,testwarmup,8,0,1,0,different,a,g,1,r,g,0
bohn2016role,2014,8,1,sandra,21.0,f,chimpanzee,test,8,1,1,0,different,a,x,1,l,a,0
bohn2016role,2014,8,1,sandra,21.0,f,chimpanzee,test,8,2,1,0,different,a,x,1,l,a,0
bohn2016role,2014,8,1,sandra,21.0,f,chimpanzee,test,8,3,1,0,different,a,x,1,l,a,0
bohn2016role,2014,8,3,jasongo,24.0,m,bonobo,testwarmup,5,0,0,1,same,g,g,1,r,g,0
bohn2016role,2014,8,3,jasongo,24.0,m,bonobo,testwarmup,5,0,0,1,same,g,g,1,l,g,0
bohn2016role,2014,8,3,jasongo,24.0,m,bonobo,testwarmup,5,0,0,1,same,g,g,1,r,g,0
bohn2016role,2014,8,3,jasongo,24.0,m,bonobo,testwarmup,5,0,0,1,same,g,g,1,r,g,0
bohn2016role,2014,8,3,jasongo,24.0,m,bonobo,test,5,1,0,1,same,g,x,1,l,g,0
bohn2016role,2014,8,3,jasongo,24.0,m,bonobo,test,5,2,0,1,same,g,x,1,l,g,0
bohn2016role,2014,8,3,lexi,14.0,f,bonobo,testwarmup,5,0,1,0,same,g,g,1,r,g,0
bohn2016role,2014,8,3,lexi,14.0,f,bonobo,testwarmup,5,0,1,0,same,g,g,1,r,g,0
bohn2016role,2014,8,3,lexi,14.0,f,bonobo,testwarmup,5,0,1,0,same,g,g,1,r,g,0
bohn2016role,2014,8,3,lexi,14.0,f,bonobo,test,5,1,1,0,same,g,x,1,l,g,0
bohn2016role,2014,8,3,lexi,14.0,f,bonobo,test,5,2,1,0,same,g,x,1,l,g,0
bohn2016role,2014,8,3,lexi,14.0,f,bonobo,test,5,3,1,0,same,g,x,1,l,g,0
bohn2016role,2014,8,3,fimi,6.0,f,bonobo,testwarmup,5,0,0,1,different,a,g,1,r,g,0
bohn2016role,2014,8,3,fimi,6.0,f,bonobo,testwarmup,5,0,0,1,different,a,g,1,l,a,0
bohn2016role,2014,8,3,fimi,6.0,f,bonobo,testwarmup,5,0,0,1,different,a,g,1,r,g,0
bohn2016role,2014,8,3,fimi,6.0,f,bonobo,testwarmup,5,0,0,1,different,a,g,1,r,g,0
bohn2016role,2014,8,3,fimi,6.0,f,bonobo,test,5,1,0,1,different,a,x,1,l,a,0
bohn2016role,2014,8,3,fimi,6.0,f,bonobo,test,5,2,0,1,different,a,x,1,l,a,0
bohn2016role,2014,8,3,yasa,16.0,f,bonobo,testwarmup,5,0,1,0,same,g,g,1,r,g,0
bohn2016role,2014,8,3,yasa,16.0,f,bonobo,testwarmup,5,0,1,0,same,g,g,1,r,g,0
bohn2016role,2014,8,3,yasa,16.0,f,bonobo,testwarmup,5,0,1,0,same,g,g,1,r,g,0
bohn2016role,2014,8,3,yasa,16.0,f,bonobo,test,5,1,1,0,same,g,x,1,l,g,0
bohn2016role,2014,8,3,yasa,16.0,f,bonobo,test,5,2,1,0,same,g,x,1,l,g,0
bohn2016role,2014,8,3,yasa,16.0,f,bonobo,test,5,3,1,0,same,g,x,1,l,g,0
bohn2016role,2014,8,3,gemena,8.0,f,bonobo,testwarmup,5,0,0,1,different,g,a,1,l,g,0
bohn2016role,2014,8,3,gemena,8.0,f,bonobo,testwarmup,5,0,0,1,different,g,a,1,l,g,0
bohn2016role,2014,8,3,gemena,8.0,f,bonobo,testwarmup,5,0,0,1,different,g,a,1,l,g,0
bohn2016role,2014,8,3,gemena,8.0,f,bonobo,test,5,1,0,1,different,x,a,1,r,a,0
bohn2016role,2014,8,3,gemena,8.0,f,bonobo,test,5,2,0,1,different,x,a,1,r,a,0
bohn2016role,2014,8,3,gemena,8.0,f,bonobo,test,5,3,0,1,different,x,a,1,r,a,0
bohn2016role,2014,8,3,luiza,9.0,f,bonobo,testwarmup,5,0,0,1,same,a,a,1,r,a,0
bohn2016role,2014,8,3,luiza,9.0,f,bonobo,testwarmup,5,0,0,1,same,a,a,1,r,a,0
bohn2016role,2014,8,3,luiza,9.0,f,bonobo,testwarmup,5,0,0,1,same,a,a,1,l,a,0
bohn2016role,2014,8,3,luiza,9.0,f,bonobo,testwarmup,5,0,0,1,same,a,a,1,l,a,0
bohn2016role,2014,8,3,luiza,9.0,f,bonobo,testwarmup,5,0,0,1,same,a,a,1,l,a,0
bohn2016role,2014,8,3,luiza,9.0,f,bonobo,test,5,1,0,1,same,x,a,1,r,a,0
bohn2016role,2014,8,3,kuno,17.0,m,bonobo,testwarmup,5,0,0,1,same,g,g,1,l,g,0
bohn2016role,2014,8,3,kuno,17.0,m,bonobo,testwarmup,5,0,0,1,same,g,g,1,l,g,0
bohn2016role,2014,8,3,kuno,17.0,m,bonobo,testwarmup,5,0,0,1,same,g,g,1,r,g,0
bohn2016role,2014,8,3,kuno,17.0,m,bonobo,testwarmup,5,0,0,1,same,g,g,1,r,g,0
bohn2016role,2014,8,3,kuno,17.0,m,bonobo,testwarmup,5,0,0,1,same,g,g,1,r,g,0
bohn2016role,2014,8,3,kuno,17.0,m,bonobo,test,5,1,0,1,same,g,x,1,l,g,0
bohn2016role,2014,8,6,jasongo,24.0,m,bonobo,testwarmup,6,0,1,0,different,a,g,1,r,g,0
bohn2016role,2014,8,6,jasongo,24.0,m,bonobo,testwarmup,6,0,1,0,different,a,g,1,r,g,0
bohn2016role,2014,8,6,jasongo,24.0,m,bonobo,testwarmup,6,0,1,0,different,a,g,1,r,g,0
bohn2016role,2014,8,6,jasongo,24.0,m,bonobo,test,6,1,1,0,different,a,x,1,r,g,1
bohn2016role,2014,8,6,luiza,9.0,f,bonobo,testwarmup,6,0,0,1,different,g,a,1,l,g,0
bohn2016role,2014,8,6,luiza,9.0,f,bonobo,testwarmup,6,0,0,1,different,g,a,1,l,g,0
bohn2016role,2014,8,6,luiza,9.0,f,bonobo,testwarmup,6,0,0,1,different,g,a,1,l,g,0
bohn2016role,2014,8,6,luiza,9.0,f,bonobo,test,6,1,0,1,different,x,a,1,r,a,0
bohn2016role,2014,8,6,luiza,9.0,f,bonobo,test,6,2,0,1,different,x,a,1,r,a,0
bohn2016role,2014,8,6,luiza,9.0,f,bonobo,test,6,3,0,1,different,x,a,1,r,a,0
bohn2016role,2014,8,6,gemena,8.0,f,bonobo,testwarmup,6,0,1,0,same,g,g,1,r,g,0
bohn2016role,2014,8,6,gemena,8.0,f,bonobo,testwarmup,6,0,1,0,same,g,g,1,r,g,0
bohn2016role,2014,8,6,gemena,8.0,f,bonobo,testwarmup,6,0,1,0,same,g,g,1,l,g,0
bohn2016role,2014,8,6,gemena,8.0,f,bonobo,testwarmup,6,0,1,0,same,g,g,1,l,g,0
bohn2016role,2014,8,6,gemena,8.0,f,bonobo,testwarmup,6,0,1,0,same,g,g,1,l,g,0
bohn2016role,2014,8,6,gemena,8.0,f,bonobo,test,6,1,1,0,same,x,g,1,r,g,0
bohn2016role,2014,8,6,fimi,6.0,f,bonobo,testwarmup,6,0,1,0,same,g,g,1,r,g,0
bohn2016role,2014,8,6,fimi,6.0,f,bonobo,testwarmup,6,0,1,0,same,g,g,1,l,g,0
bohn2016role,2014,8,6,fimi,6.0,f,bonobo,testwarmup,6,0,1,0,same,g,g,1,l,g,0
bohn2016role,2014,8,6,fimi,6.0,f,bonobo,testwarmup,6,0,1,0,same,g,g,1,r,g,0
bohn2016role,2014,8,6,fimi,6.0,f,bonobo,testwarmup,6,0,1,0,same,g,g,1,r,g,0
bohn2016role,2014,8,6,fimi,6.0,f,bonobo,test,6,1,1,0,same,g,x,1,l,g,0
bohn2016role,2014,8,6,yasa,16.0,f,bonobo,testwarmup,6,0,0,1,different,c,g,1,r,g,0
bohn2016role,2014,8,6,yasa,16.0,f,bonobo,testwarmup,6,0,0,1,different,c,g,1,r,g,0
bohn2016role,2014,8,6,yasa,16.0,f,bonobo,testwarmup,6,0,0,1,different,c,g,1,r,g,0
bohn2016role,2014,8,6,yasa,16.0,f,bonobo,test,6,1,0,1,different,c,x,1,l,g,0
bohn2016role,2014,8,6,yasa,16.0,f,bonobo,test,6,2,0,1,different,c,x,1,l,g,0
bohn2016role,2014,8,6,yasa,16.0,f,bonobo,test,6,3,0,1,different,c,x,1,l,g,0
bohn2016role,2014,8,6,kuno,17.0,m,bonobo,testwarmup,6,0,0,1,different,a,g,1,r,g,0
bohn2016role,2014,8,6,kuno,17.0,m,bonobo,testwarmup,6,0,0,1,different,a,g,1,r,g,0
bohn2016role,2014,8,6,kuno,17.0,m,bonobo,testwarmup,6,0,0,1,different,a,g,1,r,g,0
bohn2016role,2014,8,6,kuno,17.0,m,bonobo,test,6,1,0,1,different,a,x,1,l,a,0
bohn2016role,2014,8,6,kuno,17.0,m,bonobo,test,6,2,0,1,different,a,x,1,l,a,0
bohn2016role,2014,8,6,kuno,17.0,m,bonobo,test,6,3,0,1,different,a,x,1,l,a,0
bohn2016role,2014,8,6,lexi,14.0,f,bonobo,testwarmup,6,0,0,1,same,c,c,1,r,c,0
bohn2016role,2014,8,6,lexi,14.0,f,bonobo,testwarmup,6,0,0,1,same,c,c,1,r,c,0
bohn2016role,2014,8,6,lexi,14.0,f,bonobo,testwarmup,6,0,0,1,same,c,c,1,r,c,0
bohn2016role,2014,8,6,lexi,14.0,f,bonobo,test,6,1,0,1,same,c,x,1,l,c,0
bohn2016role,2014,8,6,lexi,14.0,f,bonobo,test,6,2,0,1,same,c,x,1,l,c,0
bohn2016role,2014,8,6,lexi,14.0,f,bonobo,test,6,3,0,1,same,c,x,1,l,c,0
bohn2016role,2014,8,7,jasongo,24.0,m,bonobo,testwarmup,7,0,0,1,different,g,a,1,l,g,0
bohn2016role,2014,8,7,jasongo,24.0,m,bonobo,testwarmup,7,0,0,1,different,g,a,1,l,g,0
