study_id,experiment,participant,age_in_years,sex,species,trial,condition,food_on_left,food_on_right,choice,choice_codes,success
call2004inferences,5,bimbo,21.0,m,orangutan,6.0,tapping,yes,no,2.0,left,0.0
call2004inferences,5,bimbo,21.0,m,orangutan,7.0,tapping,no,yes,2.0,left,1.0
call2004inferences,5,bimbo,21.0,m,orangutan,8.0,control,yes,no,2.0,left,0.0
call2004inferences,5,bimbo,21.0,m,orangutan,9.0,control,no,yes,2.0,left,1.0
call2004inferences,5,bimbo,21.0,m,orangutan,10.0,tapping,yes,no,2.0,left,0.0
call2004inferences,5,bimbo,21.0,m,orangutan,11.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,bimbo,21.0,m,orangutan,12.0,control,yes,no,2.0,left,0.0
call2004inferences,5,bimbo,21.0,m,orangutan,13.0,tapping,no,yes,2.0,left,1.0
call2004inferences,5,bimbo,21.0,m,orangutan,14.0,tapping,yes,no,2.0,left,0.0
call2004inferences,5,bimbo,21.0,m,orangutan,15.0,control,yes,no,2.0,left,0.0
call2004inferences,5,bimbo,21.0,m,orangutan,16.0,tapping,no,yes,2.0,left,1.0
call2004inferences,5,bimbo,21.0,m,orangutan,17.0,control,no,yes,2.0,left,1.0
call2004inferences,5,bimbo,21.0,m,orangutan,18.0,control,yes,no,1.0,right,1.0
call2004inferences,5,bimbo,21.0,m,orangutan,19.0,tapping,yes,no,2.0,left,0.0
call2004inferences,5,bimbo,21.0,m,orangutan,20.0,control,no,yes,2.0,left,1.0
call2004inferences,5,bimbo,21.0,m,orangutan,21.0,tapping,yes,no,2.0,left,0.0
call2004inferences,5,bimbo,21.0,m,orangutan,22.0,control,no,yes,1.0,right,0.0
call2004inferences,5,bimbo,21.0,m,orangutan,23.0,control,yes,no,2.0,left,0.0
call2004inferences,5,bimbo,21.0,m,orangutan,24.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,bimbo,21.0,m,orangutan,25.0,control,no,yes,2.0,left,1.0
call2004inferences,5,bimbo,21.0,m,orangutan,26.0,tapping,yes,no,2.0,left,0.0
call2004inferences,5,bimbo,21.0,m,orangutan,27.0,control,no,yes,1.0,right,0.0
call2004inferences,5,bimbo,21.0,m,orangutan,28.0,tapping,yes,no,2.0,left,0.0
call2004inferences,5,bimbo,21.0,m,orangutan,29.0,tapping,no,yes,2.0,left,1.0
call2004inferences,5,bimbo,21.0,m,orangutan,30.0,control,yes,no,2.0,left,0.0
call2004inferences,5,bimbo,21.0,m,orangutan,31.0,tapping,no,yes,2.0,left,1.0
call2004inferences,5,bimbo,21.0,m,orangutan,32.0,tapping,no,yes,2.0,left,1.0
call2004inferences,5,bimbo,21.0,m,orangutan,33.0,control,yes,no,2.0,left,0.0
call2004inferences,5,bimbo,21.0,m,orangutan,34.0,tapping,yes,no,2.0,left,0.0
call2004inferences,5,bimbo,21.0,m,orangutan,35.0,control,no,yes,2.0,left,1.0
call2004inferences,5,bimbo,21.0,m,orangutan,36.0,control,yes,no,2.0,left,0.0
call2004inferences,5,bimbo,21.0,m,orangutan,37.0,tapping,yes,no,2.0,left,0.0
call2004inferences,5,bimbo,21.0,m,orangutan,38.0,control,no,yes,2.0,left,1.0
call2004inferences,5,bimbo,21.0,m,orangutan,39.0,control,yes,no,2.0,left,0.0
call2004inferences,5,bimbo,21.0,m,orangutan,40.0,tapping,yes,no,2.0,left,0.0
call2004inferences,5,bimbo,21.0,m,orangutan,41.0,tapping,no,yes,2.0,left,1.0
call2004inferences,5,bimbo,21.0,m,orangutan,42.0,control,no,yes,2.0,left,1.0
call2004inferences,5,bimbo,21.0,m,orangutan,43.0,control,yes,no,2.0,left,0.0
call2004inferences,5,bimbo,21.0,m,orangutan,44.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,bimbo,21.0,m,orangutan,45.0,control,no,yes,2.0,left,1.0
call2004inferences,5,bimbo,21.0,m,orangutan,46.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,bimbo,21.0,m,orangutan,47.0,tapping,no,yes,2.0,left,1.0
call2004inferences,5,bimbo,21.0,m,orangutan,48.0,control,yes,no,2.0,left,0.0
call2004inferences,5,dunja,28.0,f,orangutan,1.0,control,yes,no,1.0,right,1.0
call2004inferences,5,dunja,28.0,f,orangutan,2.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,dunja,28.0,f,orangutan,3.0,control,no,yes,1.0,right,0.0
call2004inferences,5,dunja,28.0,f,orangutan,4.0,control,yes,no,1.0,right,1.0
call2004inferences,5,dunja,28.0,f,orangutan,5.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,dunja,28.0,f,orangutan,6.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,dunja,28.0,f,orangutan,7.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,dunja,28.0,f,orangutan,8.0,control,no,yes,1.0,right,0.0
call2004inferences,5,dunja,28.0,f,orangutan,9.0,tapping,no,yes,2.0,left,1.0
call2004inferences,5,dunja,28.0,f,orangutan,10.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,dunja,28.0,f,orangutan,11.0,control,yes,no,1.0,right,1.0
call2004inferences,5,dunja,28.0,f,orangutan,12.0,control,no,yes,1.0,right,0.0
call2004inferences,5,dunja,28.0,f,orangutan,13.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,dunja,28.0,f,orangutan,14.0,control,no,yes,1.0,right,0.0
call2004inferences,5,dunja,28.0,f,orangutan,15.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,dunja,28.0,f,orangutan,16.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,dunja,28.0,f,orangutan,17.0,control,yes,no,1.0,right,1.0
call2004inferences,5,dunja,28.0,f,orangutan,18.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,dunja,28.0,f,orangutan,19.0,control,no,yes,1.0,right,0.0
call2004inferences,5,dunja,28.0,f,orangutan,20.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,dunja,28.0,f,orangutan,21.0,control,no,yes,1.0,right,0.0
call2004inferences,5,dunja,28.0,f,orangutan,22.0,control,yes,no,1.0,right,1.0
call2004inferences,5,dunja,28.0,f,orangutan,23.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,dunja,28.0,f,orangutan,24.0,control,yes,no,1.0,right,1.0
call2004inferences,5,dunja,28.0,f,orangutan,25.0,control,no,yes,1.0,right,0.0
call2004inferences,5,dunja,28.0,f,orangutan,26.0,control,yes,no,1.0,right,1.0
call2004inferences,5,dunja,28.0,f,orangutan,27.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,dunja,28.0,f,orangutan,28.0,control,no,yes,1.0,right,0.0
call2004inferences,5,dunja,28.0,f,orangutan,29.0,control,yes,no,1.0,right,1.0
call2004inferences,5,dunja,28.0,f,orangutan,30.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,dunja,28.0,f,orangutan,31.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,dunja,28.0,f,orangutan,32.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,dunja,28.0,f,orangutan,33.0,control,no,yes,1.0,right,0.0
call2004inferences,5,dunja,28.0,f,orangutan,34.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,dunja,28.0,f,orangutan,35.0,control,yes,no,1.0,right,1.0
call2004inferences,5,dunja,28.0,f,orangutan,36.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,dunja,28.0,f,orangutan,37.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,dunja,28.0,f,orangutan,38.0,control,no,yes,1.0,right,0.0
call2004inferences,5,dunja,28.0,f,orangutan,39.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,dunja,28.0,f,orangutan,40.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,dunja,28.0,f,orangutan,41.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,dunja,28.0,f,orangutan,42.0,control,yes,no,1.0,right,1.0
call2004inferences,5,dunja,28.0,f,orangutan,43.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,dunja,28.0,f,orangutan,44.0,control,no,yes,1.0,right,0.0
call2004inferences,5,dunja,28.0,f,orangutan,45.0,control,yes,no,1.0,right,1.0
call2004inferences,5,dunja,28.0,f,orangutan,46.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,dunja,28.0,f,orangutan,47.0,control,no,yes,1.0,right,0.0
call2004inferences,5,dunja,28.0,f,orangutan,48.0,control,yes,no,1.0,right,1.0
call2004inferences,5,padana,4.0,f,orangutan,1.0,tapping,yes,no,2.0,left,0.0
call2004inferences,5,padana,4.0,f,orangutan,2.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,padana,4.0,f,orangutan,3.0,control,yes,no,1.0,right,1.0
call2004inferences,5,padana,4.0,f,orangutan,4.0,control,no,yes,1.0,right,0.0
call2004inferences,5,padana,4.0,f,orangutan,5.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,padana,4.0,f,orangutan,6.0,control,no,yes,1.0,right,0.0
call2004inferences,5,padana,4.0,f,orangutan,7.0,tapping,yes,no,2.0,left,0.0
call2004inferences,5,padana,4.0,f,orangutan,8.0,tapping,no,yes,2.0,left,1.0
call2004inferences,5,padana,4.0,f,orangutan,9.0,control,yes,no,1.0,right,1.0
call2004inferences,5,padana,4.0,f,orangutan,10.0,control,no,yes,1.0,right,0.0
call2004inferences,5,padana,4.0,f,orangutan,11.0,tapping,no,yes,2.0,left,1.0
call2004inferences,5,padana,4.0,f,orangutan,12.0,control,yes,no,1.0,right,1.0
call2004inferences,5,padana,4.0,f,orangutan,13.0,tapping,no,yes,2.0,left,1.0
call2004inferences,5,padana,4.0,f,orangutan,14.0,control,no,yes,1.0,right,0.0
call2004inferences,5,padana,4.0,f,orangutan,15.0,control,yes,no,1.0,right,1.0
call2004inferences,5,padana,4.0,f,orangutan,16.0,control,no,yes,1.0,right,0.0
call2004inferences,5,padana,4.0,f,orangutan,17.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,padana,4.0,f,orangutan,18.0,tapping,yes,no,2.0,left,0.0
call2004inferences,5,padana,4.0,f,orangutan,19.0,control,no,yes,1.0,right,0.0
call2004inferences,5,padana,4.0,f,orangutan,20.0,control,yes,no,2.0,left,0.0
call2004inferences,5,padana,4.0,f,orangutan,21.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,padana,4.0,f,orangutan,22.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,padana,4.0,f,orangutan,23.0,control,yes,no,2.0,left,0.0
call2004inferences,5,padana,4.0,f,orangutan,24.0,tapping,no,yes,2.0,left,1.0
call2004inferences,5,padana,4.0,f,orangutan,25.0,control,no,yes,1.0,right,0.0
call2004inferences,5,padana,4.0,f,orangutan,26.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,padana,4.0,f,orangutan,27.0,control,yes,no,1.0,right,1.0
call2004inferences,5,padana,4.0,f,orangutan,28.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,padana,4.0,f,orangutan,29.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,padana,4.0,f,orangutan,30.0,control,yes,no,1.0,right,1.0
call2004inferences,5,padana,4.0,f,orangutan,31.0,control,no,yes,1.0,right,0.0
call2004inferences,5,padana,4.0,f,orangutan,32.0,tapping,yes,no,2.0,left,0.0
call2004inferences,5,padana,4.0,f,orangutan,33.0,tapping,yes,no,2.0,left,0.0
call2004inferences,5,padana,4.0,f,orangutan,34.0,control,no,yes,1.0,right,0.0
call2004inferences,5,padana,4.0,f,orangutan,35.0,control,yes,no,1.0,right,1.0
call2004inferences,5,padana,4.0,f,orangutan,36.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,padana,4.0,f,orangutan,37.0,control,yes,no,1.0,right,1.0
call2004inferences,5,padana,4.0,f,orangutan,38.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,padana,4.0,f,orangutan,39.0,control,no,yes,1.0,right,0.0
call2004inferences,5,padana,4.0,f,orangutan,40.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,padana,4.0,f,orangutan,41.0,control,no,yes,1.0,right,0.0
call2004inferences,5,padana,4.0,f,orangutan,42.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,padana,4.0,f,orangutan,43.0,control,yes,no,1.0,right,1.0
call2004inferences,5,padana,4.0,f,orangutan,44.0,control,no,yes,1.0,right,0.0
call2004inferences,5,padana,4.0,f,orangutan,45.0,tapping,no,yes,2.0,left,1.0
call2004inferences,5,padana,4.0,f,orangutan,46.0,control,yes,no,1.0,right,1.0
call2004inferences,5,padana,4.0,f,orangutan,47.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,padana,4.0,f,orangutan,48.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,pini,13.0,f,orangutan,1.0,control,no,yes,2.0,left,1.0
call2004inferences,5,pini,13.0,f,orangutan,2.0,tapping,yes,no,2.0,left,0.0
call2004inferences,5,pini,13.0,f,orangutan,3.0,control,yes,no,2.0,left,0.0
call2004inferences,5,pini,13.0,f,orangutan,4.0,control,no,yes,2.0,left,1.0
call2004inferences,5,pini,13.0,f,orangutan,5.0,tapping,no,yes,2.0,left,1.0
call2004inferences,5,pini,13.0,f,orangutan,6.0,tapping,yes,no,2.0,left,0.0
call2004inferences,5,pini,13.0,f,orangutan,7.0,control,no,yes,2.0,left,1.0
call2004inferences,5,pini,13.0,f,orangutan,8.0,control,yes,no,2.0,left,0.0
call2004inferences,5,pini,13.0,f,orangutan,9.0,tapping,no,yes,2.0,left,1.0
call2004inferences,5,pini,13.0,f,orangutan,10.0,tapping,no,yes,2.0,left,1.0
call2004inferences,5,pini,13.0,f,orangutan,11.0,tapping,yes,no,2.0,left,0.0
call2004inferences,5,pini,13.0,f,orangutan,12.0,control,yes,no,2.0,left,0.0
call2004inferences,5,pini,13.0,f,orangutan,13.0,control,no,yes,2.0,left,1.0
call2004inferences,5,pini,13.0,f,orangutan,14.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,pini,13.0,f,orangutan,15.0,tapping,yes,no,2.0,left,0.0
call2004inferences,5,pini,13.0,f,orangutan,16.0,control,yes,no,2.0,left,0.0
call2004inferences,5,pini,13.0,f,orangutan,17.0,control,no,yes,2.0,left,1.0
call2004inferences,5,pini,13.0,f,orangutan,18.0,tapping,yes,no,2.0,left,0.0
call2004inferences,5,pini,13.0,f,orangutan,19.0,control,yes,no,2.0,left,0.0
call2004inferences,5,pini,13.0,f,orangutan,20.0,tapping,no,yes,2.0,left,1.0
call2004inferences,5,pini,13.0,f,orangutan,21.0,control,yes,no,1.0,right,1.0
call2004inferences,5,pini,13.0,f,orangutan,22.0,tapping,no,yes,2.0,left,1.0
call2004inferences,5,pini,13.0,f,orangutan,23.0,control,no,yes,2.0,left,1.0
call2004inferences,5,pini,13.0,f,orangutan,24.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,pini,13.0,f,orangutan,25.0,tapping,no,yes,2.0,left,1.0
call2004inferences,5,pini,13.0,f,orangutan,26.0,control,no,yes,1.0,right,0.0
call2004inferences,5,pini,13.0,f,orangutan,27.0,tapping,yes,no,2.0,left,0.0
call2004inferences,5,pini,13.0,f,orangutan,28.0,control,yes,no,2.0,left,0.0
call2004inferences,5,pini,13.0,f,orangutan,29.0,tapping,no,yes,2.0,left,1.0
call2004inferences,5,pini,13.0,f,orangutan,30.0,control,yes,no,2.0,left,0.0
call2004inferences,5,pini,13.0,f,orangutan,31.0,tapping,yes,no,2.0,left,0.0
call2004inferences,5,pini,13.0,f,orangutan,32.0,control,no,yes,2.0,left,1.0
call2004inferences,5,pini,13.0,f,orangutan,33.0,tapping,yes,no,2.0,left,0.0
call2004inferences,5,pini,13.0,f,orangutan,34.0,control,no,yes,2.0,left,1.0
call2004inferences,5,pini,13.0,f,orangutan,35.0,tapping,no,yes,2.0,left,1.0
call2004inferences,5,pini,13.0,f,orangutan,36.0,control,yes,no,2.0,left,0.0
call2004inferences,5,pini,13.0,f,orangutan,37.0,tapping,yes,no,2.0,left,0.0
call2004inferences,5,pini,13.0,f,orangutan,38.0,control,no,yes,2.0,left,1.0
call2004inferences,5,pini,13.0,f,orangutan,39.0,tapping,yes,no,2.0,left,0.0
call2004inferences,5,pini,13.0,f,orangutan,40.0,control,no,yes,2.0,left,1.0
call2004inferences,5,pini,13.0,f,orangutan,41.0,control,yes,no,2.0,left,0.0
call2004inferences,5,pini,13.0,f,orangutan,42.0,tapping,no,yes,2.0,left,1.0
call2004inferences,5,pini,13.0,f,orangutan,43.0,control,yes,no,2.0,left,0.0
call2004inferences,5,pini,13.0,f,orangutan,44.0,control,no,yes,2.0,left,1.0
call2004inferences,5,pini,13.0,f,orangutan,45.0,tapping,no,yes,2.0,left,1.0
call2004inferences,5,pini,13.0,f,orangutan,46.0,control,yes,no,2.0,left,0.0
call2004inferences,5,pini,13.0,f,orangutan,47.0,tapping,yes,no,2.0,left,0.0
call2004inferences,5,pini,13.0,f,orangutan,48.0,tapping,no,yes,2.0,left,1.0
call2004inferences,5,toba,7.0,f,orangutan,1.0,control,no,yes,1.0,right,0.0
call2004inferences,5,toba,7.0,f,orangutan,2.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,toba,7.0,f,orangutan,3.0,control,yes,no,1.0,right,1.0
call2004inferences,5,toba,7.0,f,orangutan,4.0,control,no,yes,1.0,right,0.0
call2004inferences,5,toba,7.0,f,orangutan,5.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,toba,7.0,f,orangutan,6.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,toba,7.0,f,orangutan,7.0,control,no,yes,1.0,right,0.0
call2004inferences,5,toba,7.0,f,orangutan,8.0,control,yes,no,1.0,right,1.0
call2004inferences,5,toba,7.0,f,orangutan,9.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,toba,7.0,f,orangutan,10.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,toba,7.0,f,orangutan,11.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,toba,7.0,f,orangutan,12.0,control,yes,no,1.0,right,1.0
call2004inferences,5,toba,7.0,f,orangutan,13.0,control,no,yes,1.0,right,0.0
call2004inferences,5,toba,7.0,f,orangutan,14.0,tapping,no,yes,2.0,left,1.0
call2004inferences,5,toba,7.0,f,orangutan,15.0,tapping,yes,no,2.0,left,0.0
call2004inferences,5,toba,7.0,f,orangutan,16.0,control,yes,no,1.0,right,1.0
call2004inferences,5,toba,7.0,f,orangutan,17.0,control,no,yes,1.0,right,0.0
call2004inferences,5,toba,7.0,f,orangutan,18.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,toba,7.0,f,orangutan,19.0,control,yes,no,1.0,right,1.0
call2004inferences,5,toba,7.0,f,orangutan,20.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,toba,7.0,f,orangutan,21.0,control,yes,no,1.0,right,1.0
call2004inferences,5,toba,7.0,f,orangutan,22.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,toba,7.0,f,orangutan,23.0,control,no,yes,1.0,right,0.0
call2004inferences,5,toba,7.0,f,orangutan,24.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,toba,7.0,f,orangutan,25.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,toba,7.0,f,orangutan,26.0,control,no,yes,1.0,right,0.0
call2004inferences,5,toba,7.0,f,orangutan,27.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,toba,7.0,f,orangutan,28.0,control,yes,no,1.0,right,1.0
call2004inferences,5,toba,7.0,f,orangutan,29.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,toba,7.0,f,orangutan,30.0,control,yes,no,1.0,right,1.0
call2004inferences,5,toba,7.0,f,orangutan,31.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,toba,7.0,f,orangutan,32.0,control,no,yes,1.0,right,0.0
call2004inferences,5,toba,7.0,f,orangutan,33.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,toba,7.0,f,orangutan,34.0,control,no,yes,1.0,right,0.0
call2004inferences,5,toba,7.0,f,orangutan,35.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,toba,7.0,f,orangutan,36.0,control,yes,no,1.0,right,1.0
call2004inferences,5,toba,7.0,f,orangutan,37.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,toba,7.0,f,orangutan,38.0,control,no,yes,1.0,right,0.0
call2004inferences,5,toba,7.0,f,orangutan,39.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,toba,7.0,f,orangutan,40.0,control,no,yes,1.0,right,0.0
call2004inferences,5,toba,7.0,f,orangutan,41.0,control,yes,no,1.0,right,1.0
call2004inferences,5,toba,7.0,f,orangutan,42.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,toba,7.0,f,orangutan,43.0,control,yes,no,1.0,right,1.0
call2004inferences,5,toba,7.0,f,orangutan,44.0,control,no,yes,1.0,right,0.0
call2004inferences,5,toba,7.0,f,orangutan,45.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,toba,7.0,f,orangutan,46.0,control,yes,no,1.0,right,1.0
call2004inferences,5,toba,7.0,f,orangutan,47.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,toba,7.0,f,orangutan,48.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,walter,12.0,m,orangutan,1.0,control,yes,no,1.0,right,1.0
call2004inferences,5,walter,12.0,m,orangutan,2.0,tapping,yes,no,2.0,left,0.0
call2004inferences,5,walter,12.0,m,orangutan,3.0,control,no,yes,1.0,right,0.0
call2004inferences,5,walter,12.0,m,orangutan,4.0,control,yes,no,1.0,right,1.0
call2004inferences,5,walter,12.0,m,orangutan,5.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,walter,12.0,m,orangutan,6.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,walter,12.0,m,orangutan,7.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,walter,12.0,m,orangutan,8.0,control,no,yes,1.0,right,0.0
call2004inferences,5,walter,12.0,m,orangutan,9.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,walter,12.0,m,orangutan,10.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,walter,12.0,m,orangutan,11.0,control,yes,no,1.0,right,1.0
call2004inferences,5,walter,12.0,m,orangutan,12.0,control,no,yes,1.0,right,0.0
call2004inferences,5,walter,12.0,m,orangutan,13.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,walter,12.0,m,orangutan,14.0,control,no,yes,1.0,right,0.0
call2004inferences,5,walter,12.0,m,orangutan,15.0,tapping,yes,no,2.0,left,0.0
call2004inferences,5,walter,12.0,m,orangutan,16.0,tapping,no,yes,2.0,left,1.0
call2004inferences,5,walter,12.0,m,orangutan,17.0,control,yes,no,1.0,right,1.0
call2004inferences,5,walter,12.0,m,orangutan,18.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,walter,12.0,m,orangutan,19.0,control,no,yes,1.0,right,0.0
call2004inferences,5,walter,12.0,m,orangutan,20.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,walter,12.0,m,orangutan,21.0,control,no,yes,1.0,right,0.0
call2004inferences,5,walter,12.0,m,orangutan,22.0,control,yes,no,1.0,right,1.0
call2004inferences,5,walter,12.0,m,orangutan,23.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,walter,12.0,m,orangutan,24.0,control,yes,no,1.0,right,1.0
call2004inferences,5,walter,12.0,m,orangutan,25.0,control,no,yes,1.0,right,0.0
call2004inferences,5,walter,12.0,m,orangutan,26.0,control,yes,no,1.0,right,1.0
call2004inferences,5,walter,12.0,m,orangutan,27.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,walter,12.0,m,orangutan,28.0,control,no,yes,1.0,right,0.0
call2004inferences,5,walter,12.0,m,orangutan,29.0,control,yes,no,1.0,right,1.0
call2004inferences,5,walter,12.0,m,orangutan,30.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,walter,12.0,m,orangutan,31.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,walter,12.0,m,orangutan,32.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,walter,12.0,m,orangutan,33.0,control,no,yes,1.0,right,0.0
call2004inferences,5,walter,12.0,m,orangutan,34.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,walter,12.0,m,orangutan,35.0,control,yes,no,1.0,right,1.0
call2004inferences,5,walter,12.0,m,orangutan,36.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,walter,12.0,m,orangutan,37.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,walter,12.0,m,orangutan,38.0,control,no,yes,1.0,right,0.0
call2004inferences,5,walter,12.0,m,orangutan,39.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,walter,12.0,m,orangutan,40.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,walter,12.0,m,orangutan,41.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,walter,12.0,m,orangutan,42.0,control,yes,no,1.0,right,1.0
call2004inferences,5,walter,12.0,m,orangutan,43.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,walter,12.0,m,orangutan,44.0,control,no,yes,1.0,right,0.0
call2004inferences,5,walter,12.0,m,orangutan,45.0,control,yes,no,1.0,right,1.0
call2004inferences,5,walter,12.0,m,orangutan,46.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,walter,12.0,m,orangutan,47.0,control,no,yes,1.0,right,0.0
call2004inferences,5,walter,12.0,m,orangutan,48.0,control,yes,no,1.0,right,1.0
call2004inferences,5,gertrudia,8.0,f,chimpanzee,1.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,gertrudia,8.0,f,chimpanzee,2.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,gertrudia,8.0,f,chimpanzee,3.0,control,yes,no,1.0,right,1.0
call2004inferences,5,gertrudia,8.0,f,chimpanzee,4.0,control,no,yes,1.0,right,0.0
call2004inferences,5,gertrudia,8.0,f,chimpanzee,5.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,gertrudia,8.0,f,chimpanzee,6.0,control,no,yes,1.0,right,0.0
call2004inferences,5,gertrudia,8.0,f,chimpanzee,7.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,gertrudia,8.0,f,chimpanzee,8.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,gertrudia,8.0,f,chimpanzee,9.0,control,yes,no,1.0,right,1.0
call2004inferences,5,gertrudia,8.0,f,chimpanzee,10.0,control,no,yes,1.0,right,0.0
call2004inferences,5,gertrudia,8.0,f,chimpanzee,11.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,gertrudia,8.0,f,chimpanzee,12.0,control,yes,no,1.0,right,1.0
call2004inferences,5,gertrudia,8.0,f,chimpanzee,13.0,tapping,no,yes,1.0,right,0.0
call2004inferences,5,gertrudia,8.0,f,chimpanzee,14.0,control,no,yes,1.0,right,0.0
call2004inferences,5,gertrudia,8.0,f,chimpanzee,15.0,control,yes,no,1.0,right,1.0
call2004inferences,5,gertrudia,8.0,f,chimpanzee,16.0,control,no,yes,1.0,right,0.0
call2004inferences,5,gertrudia,8.0,f,chimpanzee,17.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,gertrudia,8.0,f,chimpanzee,18.0,tapping,yes,no,1.0,right,1.0
call2004inferences,5,gertrudia,8.0,f,chimpanzee,19.0,control,no,yes,1.0,right,0.0
call2004inferences,5,gertrudia,8.0,f,chimpanzee,20.0,control,yes,no,1.0,right,1.0
call2004inferences,5,gertrudia,8.0,f,chimpanzee,21.0,tapping,yes,no,1.0,right,1.0
