study_id,experiment,experiment_name,year,month,day,participant,age_in_years,sex,species,condition,yawn_baseline,yawn_experimental,nosewipe_baseline,nosewipe_experimental,scratch_baseline,scratch_experimental,wristshake_baseline,wristshake_experimental,handclose_baseline,handclose_experimental
amici2014response,1,task_1_imitation_1_human,2005,12,26,robert,30,m,chimpanzee,yawning,0.0,0.0,5.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2005,12,26,robert,30,m,chimpanzee,yawning,0.0,0.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,3,8,sandra,12,f,chimpanzee,hand_closing,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,3,8,sandra,12,f,chimpanzee,hand_closing,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,1,1,sandra,12,f,chimpanzee,nose_wiping,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,1,1,sandra,12,f,chimpanzee,nose_wiping,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,3,1,sandra,12,f,chimpanzee,scratching,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,3,1,sandra,12,f,chimpanzee,scratching,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,1,3,sandra,12,f,chimpanzee,wrist_shaking,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,1,3,sandra,12,f,chimpanzee,wrist_shaking,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2005,12,26,sandra,12,f,chimpanzee,yawning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2005,12,26,sandra,12,f,chimpanzee,yawning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,1,22,gertrudia,12,f,chimpanzee,hand_closing,0.0,0.0,9.0,26.0,4.0,10.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,1,22,gertrudia,12,f,chimpanzee,hand_closing,0.0,0.0,14.0,39.0,2.0,13.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,2,24,gertrudia,12,f,chimpanzee,nose_wiping,0.0,0.0,26.0,48.0,9.0,17.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,2,24,gertrudia,12,f,chimpanzee,nose_wiping,0.0,0.0,24.0,17.0,13.0,10.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,1,20,gertrudia,12,f,chimpanzee,scratching,0.0,0.0,4.0,19.0,2.0,2.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,1,15,gertrudia,12,f,chimpanzee,scratching,0.0,0.0,6.0,4.0,10.0,4.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,2,27,gertrudia,12,f,chimpanzee,wrist_shaking,0.0,0.0,15.0,16.0,13.0,6.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,2,27,gertrudia,12,f,chimpanzee,wrist_shaking,0.0,0.0,20.0,26.0,10.0,12.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2005,12,16,gertrudia,12,f,chimpanzee,yawning,0.0,0.0,6.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2005,12,13,gertrudia,12,f,chimpanzee,yawning,0.0,0.0,23.0,31.0,17.0,11.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,1,22,unyoro,8,m,chimpanzee,hand_closing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,1,22,unyoro,8,m,chimpanzee,hand_closing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,2,24,unyoro,9,m,chimpanzee,nose_wiping,0.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,2,24,unyoro,9,m,chimpanzee,nose_wiping,0.0,0.0,2.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,1,15,unyoro,8,m,chimpanzee,scratching,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,1,15,unyoro,8,m,chimpanzee,scratching,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,2,27,unyoro,9,m,chimpanzee,wrist_shaking,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,2,27,unyoro,9,m,chimpanzee,wrist_shaking,0.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2005,12,16,unyoro,8,m,chimpanzee,yawning,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2005,12,13,unyoro,8,m,chimpanzee,yawning,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,1,6,bebe,26,f,gorilla,hand_closing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,1,6,bebe,26,f,gorilla,hand_closing,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,3,3,bebe,26,f,gorilla,nose_wiping,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,3,3,bebe,26,f,gorilla,nose_wiping,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,1,5,bebe,26,f,gorilla,scratching,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,1,5,bebe,26,f,gorilla,scratching,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,3,31,bebe,26,f,gorilla,wrist_shaking,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,3,31,bebe,26,f,gorilla,wrist_shaking,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,1,5,bebe,26,f,gorilla,yawning,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,1,5,bebe,26,f,gorilla,yawning,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,3,31,gorgo,24,m,gorilla,hand_closing,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,3,19,gorgo,24,m,gorilla,hand_closing,0.0,0.0,0.0,0.0,23.0,33.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,1,5,gorgo,24,m,gorilla,nose_wiping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,1,5,gorgo,24,m,gorilla,nose_wiping,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,3,3,gorgo,24,m,gorilla,scratching,0.0,1.0,0.0,0.0,7.0,23.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,3,3,gorgo,24,m,gorilla,scratching,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,1,6,gorgo,24,m,gorilla,wrist_shaking,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,1,6,gorgo,24,m,gorilla,wrist_shaking,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,1,5,gorgo,24,m,gorilla,yawning,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,1,5,gorgo,24,m,gorilla,yawning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,3,19,n’diki,27,f,gorilla,hand_closing,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,3,31,n’diki,27,f,gorilla,hand_closing,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,1,5,n’diki,27,f,gorilla,nose_wiping,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,1,5,n’diki,27,f,gorilla,nose_wiping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,3,3,n’diki,27,f,gorilla,scratching,0.0,0.0,1.0,3.0,7.0,18.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,3,3,n’diki,27,f,gorilla,scratching,0.0,0.0,1.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,1,6,n’diki,27,f,gorilla,wrist_shaking,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,1,6,n’diki,27,f,gorilla,wrist_shaking,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,1,5,n’diki,27,f,gorilla,yawning,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,1,5,n’diki,27,f,gorilla,yawning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,1,6,ruby_b'windi,8,f,gorilla,hand_closing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,1,6,ruby_b'windi,8,f,gorilla,hand_closing,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,3,3,ruby_b'windi,8,f,gorilla,nose_wiping,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,3,3,ruby_b'windi,8,f,gorilla,nose_wiping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,1,5,ruby_b'windi,8,f,gorilla,scratching,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,1,5,ruby_b'windi,8,f,gorilla,scratching,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,3,21,ruby_b'windi,8,f,gorilla,wrist_shaking,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,3,21,ruby_b'windi,8,f,gorilla,wrist_shaking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,1,5,ruby_b'windi,8,f,gorilla,yawning,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,1,5,ruby_b'windi,8,f,gorilla,yawning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,1,6,viringika,10,f,gorilla,hand_closing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,1,6,viringika,10,f,gorilla,hand_closing,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,3,3,viringika,10,f,gorilla,nose_wiping,0.0,0.0,1.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,3,3,viringika,10,f,gorilla,nose_wiping,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,1,6,viringika,10,f,gorilla,scratching,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,1,6,viringika,10,f,gorilla,scratching,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,3,31,viringika,11,f,gorilla,wrist_shaking,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,3,31,viringika,11,f,gorilla,wrist_shaking,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,1,6,viringika,10,f,gorilla,yawning,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,1,6,viringika,10,f,gorilla,yawning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2005,12,29,bimbo,25,m,orangutan,hand_closing,0.0,0.0,1.0,2.0,11.0,12.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2005,12,29,bimbo,25,m,orangutan,hand_closing,0.0,0.0,1.0,3.0,16.0,6.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,3,9,bimbo,25,m,orangutan,nose_wiping,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,3,9,bimbo,25,m,orangutan,nose_wiping,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2005,12,29,bimbo,25,m,orangutan,scratching,0.0,0.0,1.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2005,12,29,bimbo,25,m,orangutan,scratching,0.0,0.0,1.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,3,20,bimbo,25,m,orangutan,wrist_shaking,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,3,20,bimbo,25,m,orangutan,wrist_shaking,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2005,12,27,bimbo,25,m,orangutan,yawning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2005,12,27,bimbo,25,m,orangutan,yawning,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,3,20,dokana,17,f,orangutan,hand_closing,0.0,0.0,2.0,1.0,79.0,68.0,5.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,3,20,dokana,17,f,orangutan,hand_closing,0.0,0.0,3.0,0.0,35.0,29.0,7.0,1.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2005,12,27,dokana,16,f,orangutan,nose_wiping,0.0,0.0,0.0,0.0,30.0,32.0,6.0,4.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2005,12,27,dokana,16,f,orangutan,nose_wiping,0.0,0.0,0.0,1.0,14.0,10.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,3,9,dokana,17,f,orangutan,scratching,0.0,0.0,0.0,0.0,36.0,30.0,17.0,8.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,3,9,dokana,17,f,orangutan,scratching,0.0,0.0,1.0,0.0,8.0,7.0,9.0,4.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2005,12,29,dokana,16,f,orangutan,wrist_shaking,0.0,0.0,0.0,1.0,24.0,9.0,2.0,1.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2005,12,29,dokana,16,f,orangutan,wrist_shaking,0.0,0.0,1.0,2.0,89.0,47.0,1.0,1.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2005,12,27,dokana,16,f,orangutan,yawning,0.0,0.0,0.0,1.0,19.0,12.0,7.0,5.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2005,12,27,dokana,16,f,orangutan,yawning,0.0,0.0,0.0,0.0,37.0,20.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2005,12,29,dunja,32,f,orangutan,hand_closing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2005,12,29,dunja,32,f,orangutan,hand_closing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,3,9,dunja,32,f,orangutan,nose_wiping,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,3,9,dunja,32,f,orangutan,nose_wiping,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2005,12,29,dunja,32,f,orangutan,scratching,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2005,12,29,dunja,32,f,orangutan,scratching,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,3,20,dunja,32,f,orangutan,wrist_shaking,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,3,20,dunja,32,f,orangutan,wrist_shaking,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2005,12,29,dunja,32,f,orangutan,yawning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2005,12,29,dunja,32,f,orangutan,yawning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,3,20,pini,17,f,orangutan,hand_closing,0.0,0.0,4.0,4.0,10.0,21.0,0.0,1.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,3,20,pini,17,f,orangutan,hand_closing,0.0,0.0,4.0,2.0,7.0,13.0,4.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2005,12,27,pini,17,f,orangutan,nose_wiping,0.0,0.0,0.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2005,12,27,pini,17,f,orangutan,nose_wiping,0.0,0.0,1.0,0.0,15.0,9.0,3.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,3,9,pini,17,f,orangutan,scratching,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2006,3,9,pini,17,f,orangutan,scratching,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2005,12,29,pini,17,f,orangutan,wrist_shaking,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2005,12,29,pini,17,f,orangutan,wrist_shaking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2005,12,27,pini,17,f,orangutan,yawning,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
amici2014response,1,task_1_imitation_1_human,2005,12,27,pini,17,f,orangutan,yawning,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
