study_id,participant,age_in_years,sex,species,sessions,trial,lottery,exchange,reward_obtained,visible_probability_of_gain,real_probability_of_gain,cover_position,number_large_visible_rewards,level_of_information,previous_rewards
romain2021non,yasa,17,f,bonobo,1,8,3,yes,large,1,1,cover_middle,4,predictability_advantageous,large
romain2021non,yasa,17,f,bonobo,1,9,25,yes,small,0,0,cover_right,0,predictability_disadvantageous,large
romain2021non,yasa,17,f,bonobo,1,10,20,yes,small,"0,33","0,33",no_cover,2,risk,small
romain2021non,yasa,17,f,bonobo,1,11,1,yes,large,1,1,no_cover,6,risk,small
romain2021non,yasa,17,f,bonobo,1,12,17,no,medium,"0,5","0,33",cover_right,2,predictability_disadvantageous,large
romain2021non,yasa,17,f,bonobo,1,13,19,yes,small,0,"0,33",cover_left,0,ambiguous,medium
romain2021non,yasa,17,f,bonobo,1,14,18,no,medium,"0,5","0,33",cover_middle,2,ambiguous,small
romain2021non,yasa,17,f,bonobo,1,15,15,no,medium,"0,25","0,5",cover_left,1,predictability_advantageous,none
romain2021non,yasa,17,f,bonobo,1,16,12,yes,large,"0,67","0,67",no_cover,4,risk,medium
romain2021non,yasa,17,f,bonobo,1,17,21,no,medium,"0,25","0,17",cover_right,1,predictability_disadvantageous,large
romain2021non,yasa,17,f,bonobo,1,18,22,no,medium,"0,25","0,17",cover_middle,1,predictability_disadvantageous,medium
romain2021non,yasa,17,f,bonobo,1,19,27,no,medium,0,0,cover_left,0,ambiguous,medium
romain2021non,yasa,17,f,bonobo,1,20,23,no,medium,0,"0,17",cover_left,0,ambiguous,medium
romain2021non,yasa,17,f,bonobo,1,21,5,yes,large,1,"0,83",cover_right,4,ambiguous,medium
romain2021non,yasa,17,f,bonobo,1,22,6,yes,large,1,"0,83",cover_middle,3,predictability_advantageous,large
romain2021non,yasa,17,f,bonobo,1,23,2,yes,large,1,1,cover_right,4,ambiguous,large
romain2021non,yasa,17,f,bonobo,1,24,28,no,medium,0,0,no_cover,0,risk,large
romain2021non,yasa,17,f,bonobo,1,25,11,yes,small,"0,5","0,67",cover_left,2,predictability_advantageous,medium
romain2021non,yasa,17,f,bonobo,1,26,9,yes,large,1,"0,67",cover_right,4,ambiguous,small
romain2021non,yasa,17,f,bonobo,1,27,7,yes,large,"0,75","0,83",cover_left,3,predictability_advantageous,large
romain2021non,yasa,17,f,bonobo,1,28,4,yes,large,1,1,cover_left,4,predictability_advantageous,large
romain2021non,yasa,17,f,bonobo,2,1,4,yes,large,1,1,cover_left,4,predictability_advantageous,none
romain2021non,yasa,17,f,bonobo,2,2,1,yes,large,1,1,no_cover,6,risk,large
romain2021non,yasa,17,f,bonobo,2,3,6,yes,small,1,"0,83",cover_middle,3,predictability_advantageous,large
romain2021non,yasa,17,f,bonobo,2,4,27,no,medium,0,0,cover_left,0,ambiguous,small
romain2021non,yasa,17,f,bonobo,2,5,23,no,medium,0,"0,17",cover_left,0,ambiguous,medium
romain2021non,yasa,17,f,bonobo,2,6,5,yes,large,1,"0,83",cover_right,4,ambiguous,medium
romain2021non,yasa,17,f,bonobo,2,7,15,yes,small,"0,25","0,5",cover_left,1,predictability_advantageous,large
romain2021non,yasa,17,f,bonobo,2,8,2,yes,large,1,1,cover_right,4,ambiguous,small
romain2021non,yasa,17,f,bonobo,2,9,11,yes,large,"0,5","0,67",cover_left,2,predictability_advantageous,large
romain2021non,yasa,17,f,bonobo,2,10,3,yes,large,1,1,cover_middle,4,predictability_advantageous,large
romain2021non,yasa,17,f,bonobo,2,11,16,yes,small,"0,5","0,5",no_cover,3,risk,large
romain2021non,yasa,17,f,bonobo,2,12,17,no,medium,"0,5","0,33",cover_right,2,predictability_disadvantageous,small
romain2021non,yasa,17,f,bonobo,2,13,22,yes,small,"0,25","0,17",cover_middle,1,predictability_disadvantageous,medium
romain2021non,yasa,17,f,bonobo,2,14,26,no,medium,0,0,cover_middle,0,predictability_disadvantageous,small
romain2021non,yasa,17,f,bonobo,2,15,24,yes,small,"0,17","0,17",no_cover,1,risk,none
romain2021non,yasa,17,f,bonobo,2,16,12,yes,large,"0,67","0,67",no_cover,4,risk,small
romain2021non,yasa,17,f,bonobo,2,17,25,yes,small,0,0,cover_right,0,predictability_disadvantageous,large
romain2021non,yasa,17,f,bonobo,2,18,18,yes,small,"0,5","0,33",cover_middle,2,ambiguous,small
romain2021non,yasa,17,f,bonobo,2,19,9,yes,large,1,"0,67",cover_right,4,ambiguous,small
romain2021non,yasa,17,f,bonobo,2,20,13,yes,large,"0,75","0,5",cover_right,3,predictability_disadvantageous,large
romain2021non,yasa,17,f,bonobo,2,21,20,yes,large,"0,33","0,33",no_cover,2,risk,large
romain2021non,yasa,17,f,bonobo,2,22,21,yes,large,"0,25","0,17",cover_right,1,predictability_disadvantageous,large
romain2021non,yasa,17,f,bonobo,2,23,14,yes,small,"0,5","0,5",cover_middle,2,ambiguous,large
romain2021non,yasa,17,f,bonobo,2,24,10,yes,small,"0,5","0,67",cover_middle,2,ambiguous,small
romain2021non,yasa,17,f,bonobo,2,25,28,no,medium,0,0,no_cover,0,risk,small
romain2021non,yasa,17,f,bonobo,2,26,8,yes,small,"0,83","0,83",no_cover,5,risk,medium
romain2021non,yasa,17,f,bonobo,2,27,19,no,medium,0,"0,33",cover_left,0,ambiguous,small
romain2021non,yasa,17,f,bonobo,2,28,7,yes,small,"0,75","0,83",cover_left,3,predictability_advantageous,medium
romain2021non,yasa,17,f,bonobo,3,1,11,no,medium,"0,5","0,67",cover_left,2,predictability_advantageous,none
romain2021non,yasa,17,f,bonobo,3,2,15,yes,large,"0,25","0,5",cover_left,1,predictability_advantageous,medium
romain2021non,yasa,17,f,bonobo,3,3,21,yes,small,"0,25","0,17",cover_right,1,predictability_disadvantageous,large
romain2021non,yasa,17,f,bonobo,3,4,7,yes,large,"0,75","0,83",cover_left,3,predictability_advantageous,small
romain2021non,yasa,17,f,bonobo,3,5,24,no,medium,"0,17","0,17",no_cover,1,risk,large
romain2021non,yasa,17,f,bonobo,3,6,1,yes,large,1,1,no_cover,6,risk,medium
romain2021non,yasa,17,f,bonobo,3,7,28,no,medium,0,0,no_cover,0,risk,large
romain2021non,yasa,17,f,bonobo,3,8,12,yes,large,"0,67","0,67",no_cover,4,risk,medium
romain2021non,yasa,17,f,bonobo,3,9,16,yes,large,"0,5","0,5",no_cover,3,risk,large
romain2021non,yasa,17,f,bonobo,3,10,3,yes,large,1,1,cover_middle,4,predictability_advantageous,large
romain2021non,yasa,17,f,bonobo,3,11,17,yes,small,"0,5","0,33",cover_right,2,predictability_disadvantageous,large
romain2021non,yasa,17,f,bonobo,3,12,26,no,medium,0,0,cover_middle,0,predictability_disadvantageous,small
romain2021non,yasa,17,f,bonobo,3,13,5,yes,large,1,"0,83",cover_right,4,ambiguous,medium
romain2021non,yasa,17,f,bonobo,3,14,10,yes,large,"0,5","0,67",cover_middle,2,ambiguous,large
romain2021non,yasa,17,f,bonobo,3,15,27,no,medium,0,0,cover_left,0,ambiguous,none
romain2021non,yasa,17,f,bonobo,3,16,6,yes,large,1,"0,83",cover_middle,3,predictability_advantageous,medium
romain2021non,yasa,17,f,bonobo,3,17,23,no,medium,0,"0,17",cover_left,0,ambiguous,large
romain2021non,yasa,17,f,bonobo,3,18,20,yes,large,"0,33","0,33",no_cover,2,risk,medium
romain2021non,yasa,17,f,bonobo,3,19,22,yes,large,"0,25","0,17",cover_middle,1,predictability_disadvantageous,large
romain2021non,yasa,17,f,bonobo,3,20,13,yes,small,"0,75","0,5",cover_right,3,predictability_disadvantageous,large
romain2021non,yasa,17,f,bonobo,3,21,18,yes,small,"0,5","0,33",cover_middle,2,ambiguous,small
romain2021non,yasa,17,f,bonobo,3,22,8,yes,large,"0,83","0,83",no_cover,5,risk,small
romain2021non,yasa,17,f,bonobo,3,23,9,yes,large,1,"0,67",cover_right,4,ambiguous,large
romain2021non,yasa,17,f,bonobo,3,24,2,yes,large,1,1,cover_right,4,ambiguous,large
romain2021non,yasa,17,f,bonobo,3,25,14,yes,large,"0,5","0,5",cover_middle,2,ambiguous,large
romain2021non,yasa,17,f,bonobo,3,26,4,yes,large,1,1,cover_left,4,predictability_advantageous,large
romain2021non,yasa,17,f,bonobo,3,27,19,no,medium,0,"0,33",cover_left,0,ambiguous,large
romain2021non,yasa,17,f,bonobo,3,28,25,no,medium,0,0,cover_right,0,predictability_disadvantageous,medium
romain2021non,yasa,17,f,bonobo,4,1,6,yes,large,1,"0,83",cover_middle,3,predictability_advantageous,none
romain2021non,yasa,17,f,bonobo,4,2,21,yes,small,"0,25","0,17",cover_right,1,predictability_disadvantageous,large
romain2021non,yasa,17,f,bonobo,4,3,20,yes,large,"0,33","0,33",no_cover,2,risk,small
romain2021non,yasa,17,f,bonobo,4,4,23,yes,small,0,"0,17",cover_left,0,ambiguous,large
romain2021non,yasa,17,f,bonobo,4,5,11,yes,large,"0,5","0,67",cover_left,2,predictability_advantageous,small
romain2021non,yasa,17,f,bonobo,4,6,5,yes,large,1,"0,83",cover_right,4,ambiguous,large
romain2021non,yasa,17,f,bonobo,4,7,3,yes,large,1,1,cover_middle,4,predictability_advantageous,large
romain2021non,yasa,17,f,bonobo,4,8,13,no,medium,"0,75","0,5",cover_right,3,predictability_disadvantageous,large
romain2021non,yasa,17,f,bonobo,4,9,16,yes,large,"0,5","0,5",no_cover,3,risk,medium
romain2021non,yasa,17,f,bonobo,4,10,24,yes,large,"0,17","0,17",no_cover,1,risk,large
romain2021non,yasa,17,f,bonobo,4,11,10,yes,large,"0,5","0,67",cover_middle,2,ambiguous,large
romain2021non,yasa,17,f,bonobo,4,12,12,yes,large,"0,67","0,67",no_cover,4,risk,large
romain2021non,yasa,17,f,bonobo,4,13,17,yes,small,"0,5","0,33",cover_right,2,predictability_disadvantageous,large
romain2021non,yasa,17,f,bonobo,4,14,28,no,medium,0,0,no_cover,0,risk,small
romain2021non,yasa,17,f,bonobo,4,15,25,no,medium,0,0,cover_right,0,predictability_disadvantageous,none
romain2021non,yasa,17,f,bonobo,4,16,14,yes,large,"0,5","0,5",cover_middle,2,ambiguous,medium
romain2021non,yasa,17,f,bonobo,4,17,18,yes,small,"0,5","0,33",cover_middle,2,ambiguous,large
romain2021non,yasa,17,f,bonobo,4,18,7,yes,large,"0,75","0,83",cover_left,3,predictability_advantageous,small
romain2021non,yasa,17,f,bonobo,4,19,8,yes,large,"0,83","0,83",no_cover,5,risk,large
romain2021non,yasa,17,f,bonobo,4,20,9,yes,small,1,"0,67",cover_right,4,ambiguous,large
romain2021non,yasa,17,f,bonobo,4,21,27,no,medium,0,0,cover_left,0,ambiguous,small
romain2021non,yasa,17,f,bonobo,4,22,2,yes,large,1,1,cover_right,4,ambiguous,medium
romain2021non,yasa,17,f,bonobo,4,23,19,no,medium,0,"0,33",cover_left,0,ambiguous,large
romain2021non,yasa,17,f,bonobo,4,24,15,yes,large,"0,25","0,5",cover_left,1,predictability_advantageous,medium
romain2021non,yasa,17,f,bonobo,4,25,1,yes,large,1,1,no_cover,6,risk,large
romain2021non,yasa,17,f,bonobo,4,26,4,yes,large,1,1,cover_left,4,predictability_advantageous,large
romain2021non,yasa,17,f,bonobo,4,27,26,no,medium,0,0,cover_middle,0,predictability_disadvantageous,large
romain2021non,yasa,17,f,bonobo,4,28,22,yes,small,"0,25","0,17",cover_middle,1,predictability_disadvantageous,medium
romain2021non,yasa,17,f,bonobo,5,1,16,yes,large,"0,5","0,5",no_cover,3,risk,none
romain2021non,yasa,17,f,bonobo,5,2,26,no,medium,0,0,cover_middle,0,predictability_disadvantageous,large
romain2021non,yasa,17,f,bonobo,5,3,15,yes,large,"0,25","0,5",cover_left,1,predictability_advantageous,medium
romain2021non,yasa,17,f,bonobo,5,4,1,yes,large,1,1,no_cover,6,risk,large
romain2021non,yasa,17,f,bonobo,5,5,22,no,medium,"0,25","0,17",cover_middle,1,predictability_disadvantageous,large
romain2021non,yasa,17,f,bonobo,5,6,23,yes,small,0,"0,17",cover_left,0,ambiguous,medium
romain2021non,yasa,17,f,bonobo,5,7,3,yes,large,1,1,cover_middle,4,predictability_advantageous,small
romain2021non,yasa,17,f,bonobo,5,8,24,yes,small,"0,17","0,17",no_cover,1,risk,large
romain2021non,yasa,17,f,bonobo,5,9,11,yes,small,"0,5","0,67",cover_left,2,predictability_advantageous,small
romain2021non,yasa,17,f,bonobo,5,10,21,yes,small,"0,25","0,17",cover_right,1,predictability_disadvantageous,small
romain2021non,yasa,17,f,bonobo,5,11,7,yes,large,"0,75","0,83",cover_left,3,predictability_advantageous,small
romain2021non,yasa,17,f,bonobo,5,12,5,yes,large,1,"0,83",cover_right,4,ambiguous,large
romain2021non,yasa,17,f,bonobo,5,13,20,yes,small,"0,33","0,33",no_cover,2,risk,large
romain2021non,yasa,17,f,bonobo,5,14,4,yes,large,1,1,cover_left,4,predictability_advantageous,small
romain2021non,yasa,17,f,bonobo,5,15,12,yes,small,"0,67","0,67",no_cover,4,risk,none
romain2021non,yasa,17,f,bonobo,5,16,9,yes,large,1,"0,67",cover_right,4,ambiguous,small
romain2021non,yasa,17,f,bonobo,5,17,10,yes,large,"0,5","0,67",cover_middle,2,ambiguous,large
romain2021non,yasa,17,f,bonobo,5,18,25,yes,small,0,0,cover_right,0,predictability_disadvantageous,large
romain2021non,yasa,17,f,bonobo,5,19,6,yes,large,1,"0,83",cover_middle,3,predictability_advantageous,small
romain2021non,yasa,17,f,bonobo,5,20,8,yes,large,"0,83","0,83",no_cover,5,risk,large
romain2021non,yasa,17,f,bonobo,5,21,17,yes,small,"0,5","0,33",cover_right,2,predictability_disadvantageous,large
romain2021non,yasa,17,f,bonobo,5,22,28,no,medium,0,0,no_cover,0,risk,small
romain2021non,yasa,17,f,bonobo,5,23,18,yes,small,"0,5","0,33",cover_middle,2,ambiguous,medium
romain2021non,yasa,17,f,bonobo,5,24,19,no,medium,0,"0,33",cover_left,0,ambiguous,small
romain2021non,yasa,17,f,bonobo,5,25,14,yes,large,"0,5","0,5",cover_middle,2,ambiguous,medium
romain2021non,yasa,17,f,bonobo,5,26,27,no,medium,0,0,cover_left,0,ambiguous,large
romain2021non,yasa,17,f,bonobo,5,27,2,yes,large,1,1,cover_right,4,ambiguous,medium
romain2021non,yasa,17,f,bonobo,5,28,13,yes,large,"0,75","0,5",cover_right,3,predictability_disadvantageous,large
romain2021non,yasa,17,f,bonobo,6,1,2,yes,large,1,1,cover_right,4,ambiguous,none
romain2021non,yasa,17,f,bonobo,6,2,27,no,medium,0,0,cover_left,0,ambiguous,large
romain2021non,yasa,17,f,bonobo,6,3,9,yes,small,1,"0,67",cover_right,4,ambiguous,medium
romain2021non,yasa,17,f,bonobo,6,4,8,yes,large,"0,83","0,83",no_cover,5,risk,small
romain2021non,yasa,17,f,bonobo,6,5,19,no,medium,0,"0,33",cover_left,0,ambiguous,large
romain2021non,yasa,17,f,bonobo,6,6,20,yes,small,"0,33","0,33",no_cover,2,risk,medium
romain2021non,yasa,17,f,bonobo,6,7,23,no,medium,0,"0,17",cover_left,0,ambiguous,small
romain2021non,yasa,17,f,bonobo,6,8,10,yes,small,"0,5","0,67",cover_middle,2,ambiguous,medium
romain2021non,yasa,17,f,bonobo,6,9,28,no,medium,0,0,no_cover,0,risk,small
romain2021non,yasa,17,f,bonobo,6,10,25,no,medium,0,0,cover_right,0,predictability_disadvantageous,medium
romain2021non,yasa,17,f,bonobo,6,11,3,yes,large,1,1,cover_middle,4,predictability_advantageous,medium
romain2021non,yasa,17,f,bonobo,6,12,12,yes,large,"0,67","0,67",no_cover,4,risk,large
romain2021non,yasa,17,f,bonobo,6,13,11,yes,small,"0,5","0,67",cover_left,2,predictability_advantageous,large
romain2021non,yasa,17,f,bonobo,6,14,16,yes,small,"0,5","0,5",no_cover,3,risk,small
romain2021non,yasa,17,f,bonobo,6,15,24,yes,small,"0,17","0,17",no_cover,1,risk,none
romain2021non,yasa,17,f,bonobo,6,16,22,yes,small,"0,25","0,17",cover_middle,1,predictability_disadvantageous,small
romain2021non,yasa,17,f,bonobo,6,17,13,yes,large,"0,75","0,5",cover_right,3,predictability_disadvantageous,small
romain2021non,yasa,17,f,bonobo,6,18,7,yes,large,"0,75","0,83",cover_left,3,predictability_advantageous,large
romain2021non,yasa,17,f,bonobo,6,19,1,yes,large,1,1,no_cover,6,risk,large
romain2021non,yasa,17,f,bonobo,6,20,6,yes,small,1,"0,83",cover_middle,3,predictability_advantageous,large
romain2021non,yasa,17,f,bonobo,6,21,4,yes,large,1,1,cover_left,4,predictability_advantageous,small
romain2021non,yasa,17,f,bonobo,6,22,5,yes,large,1,"0,83",cover_right,4,ambiguous,large
romain2021non,yasa,17,f,bonobo,6,23,14,yes,small,"0,5","0,5",cover_middle,2,ambiguous,large
romain2021non,yasa,17,f,bonobo,6,24,21,yes,small,"0,25","0,17",cover_right,1,predictability_disadvantageous,small
romain2021non,yasa,17,f,bonobo,6,25,26,no,medium,0,0,cover_middle,0,predictability_disadvantageous,small
romain2021non,yasa,17,f,bonobo,6,26,17,yes,small,"0,5","0,33",cover_right,2,predictability_disadvantageous,medium
romain2021non,yasa,17,f,bonobo,6,27,15,no,medium,"0,25","0,5",cover_left,1,predictability_advantageous,small
romain2021non,yasa,17,f,bonobo,6,28,18,yes,large,"0,5","0,33",cover_middle,2,ambiguous,medium
romain2021non,yasa,17,f,bonobo,7,1,10,yes,large,"0,5","0,67",cover_middle,2,ambiguous,none
romain2021non,yasa,17,f,bonobo,7,2,17,yes,small,"0,5","0,33",cover_right,2,predictability_disadvantageous,large
romain2021non,yasa,17,f,bonobo,7,3,18,yes,small,"0,5","0,33",cover_middle,2,ambiguous,small
romain2021non,yasa,17,f,bonobo,7,4,25,no,medium,0,0,cover_right,0,predictability_disadvantageous,small
romain2021non,yasa,17,f,bonobo,7,5,26,no,medium,0,0,cover_middle,0,predictability_disadvantageous,medium
romain2021non,yasa,17,f,bonobo,7,6,24,no,medium,"0,17","0,17",no_cover,1,risk,medium
romain2021non,yasa,17,f,bonobo,7,7,8,yes,large,"0,83","0,83",no_cover,5,risk,medium
romain2021non,yasa,17,f,bonobo,7,8,20,no,medium,"0,33","0,33",no_cover,2,risk,large
romain2021non,yasa,17,f,bonobo,7,9,15,no,medium,"0,25","0,5",cover_left,1,predictability_advantageous,medium
romain2021non,yasa,17,f,bonobo,7,10,1,no,medium,1,1,no_cover,6,risk,medium
romain2021non,yasa,17,f,bonobo,7,11,3,no,medium,1,1,cover_middle,4,predictability_advantageous,medium
romain2021non,yasa,17,f,bonobo,7,12,11,no,medium,"0,5","0,67",cover_left,2,predictability_advantageous,medium
romain2021non,yasa,17,f,bonobo,7,13,21,no,medium,"0,25","0,17",cover_right,1,predictability_disadvantageous,medium
romain2021non,yasa,17,f,bonobo,7,14,6,no,medium,1,"0,83",cover_middle,3,predictability_advantageous,medium
romain2021non,yasa,17,f,bonobo,7,15,9,yes,large,1,"0,67",cover_right,4,ambiguous,none
romain2021non,yasa,17,f,bonobo,7,16,7,yes,large,"0,75","0,83",cover_left,3,predictability_advantageous,large
romain2021non,yasa,17,f,bonobo,7,17,5,yes,large,1,"0,83",cover_right,4,ambiguous,large
romain2021non,yasa,17,f,bonobo,7,18,22,no,medium,"0,25","0,17",cover_middle,1,predictability_disadvantageous,large
romain2021non,yasa,17,f,bonobo,7,19,12,yes,large,"0,67","0,67",no_cover,4,risk,medium
romain2021non,yasa,17,f,bonobo,7,20,28,no,medium,0,0,no_cover,0,risk,large
romain2021non,yasa,17,f,bonobo,7,21,16,yes,large,"0,5","0,5",no_cover,3,risk,medium
romain2021non,yasa,17,f,bonobo,7,22,2,yes,large,1,1,cover_right,4,ambiguous,large
romain2021non,yasa,17,f,bonobo,7,23,14,yes,small,"0,5","0,5",cover_middle,2,ambiguous,large
romain2021non,yasa,17,f,bonobo,7,24,4,yes,large,1,1,cover_left,4,predictability_advantageous,small
romain2021non,yasa,17,f,bonobo,7,25,19,no,medium,0,"0,33",cover_left,0,ambiguous,large
romain2021non,yasa,17,f,bonobo,7,26,23,no,medium,0,"0,17",cover_left,0,ambiguous,medium
romain2021non,yasa,17,f,bonobo,7,27,27,no,medium,0,0,cover_left,0,ambiguous,medium
romain2021non,yasa,17,f,bonobo,7,28,13,yes,small,"0,75","0,5",cover_right,3,predictability_disadvantageous,medium
romain2021non,yasa,17,f,bonobo,8,1,20,yes,small,"0,33","0,33",no_cover,2,risk,none
romain2021non,yasa,17,f,bonobo,8,2,4,no,medium,1,1,cover_left,4,predictability_advantageous,small
romain2021non,yasa,17,f,bonobo,8,3,6,yes,large,1,"0,83",cover_middle,3,predictability_advantageous,medium
romain2021non,yasa,17,f,bonobo,8,4,2,yes,large,1,1,cover_right,4,ambiguous,large
romain2021non,yasa,17,f,bonobo,8,5,1,yes,large,1,1,no_cover,6,risk,large
romain2021non,yasa,17,f,bonobo,8,6,3,yes,large,1,1,cover_middle,4,predictability_advantageous,large
romain2021non,yasa,17,f,bonobo,8,7,19,no,medium,0,"0,33",cover_left,0,ambiguous,large
romain2021non,yasa,17,f,bonobo,8,8,12,yes,large,"0,67","0,67",no_cover,4,risk,medium
romain2021non,yasa,17,f,bonobo,8,9,23,no,medium,0,"0,17",cover_left,0,ambiguous,large
romain2021non,yasa,17,f,bonobo,8,10,13,yes,small,"0,75","0,5",cover_right,3,predictability_disadvantageous,medium
romain2021non,yasa,17,f,bonobo,8,11,22,yes,small,"0,25","0,17",cover_middle,1,predictability_disadvantageous,small
romain2021non,yasa,17,f,bonobo,8,12,18,no,medium,"0,5","0,33",cover_middle,2,ambiguous,small
romain2021non,yasa,17,f,bonobo,8,13,14,no,medium,"0,5","0,5",cover_middle,2,ambiguous,medium
romain2021non,yasa,17,f,bonobo,8,14,28,no,medium,0,0,no_cover,0,risk,medium
romain2021non,yasa,17,f,bonobo,8,15,5,yes,large,1,"0,83",cover_right,4,ambiguous,none
romain2021non,yasa,17,f,bonobo,8,16,8,yes,large,"0,83","0,83",no_cover,5,risk,large
romain2021non,yasa,17,f,bonobo,8,17,27,yes,small,0,0,cover_left,0,ambiguous,large
romain2021non,yasa,17,f,bonobo,8,18,7,yes,large,"0,75","0,83",cover_left,3,predictability_advantageous,small
romain2021non,yasa,17,f,bonobo,8,19,15,yes,small,"0,25","0,5",cover_left,1,predictability_advantageous,large
romain2021non,yasa,17,f,bonobo,8,20,10,yes,small,"0,5","0,67",cover_middle,2,ambiguous,small
romain2021non,yasa,17,f,bonobo,8,21,24,no,medium,"0,17","0,17",no_cover,1,risk,small
romain2021non,yasa,17,f,bonobo,8,22,21,no,medium,"0,25","0,17",cover_right,1,predictability_disadvantageous,medium
romain2021non,yasa,17,f,bonobo,8,23,25,yes,small,0,0,cover_right,0,predictability_disadvantageous,medium
romain2021non,yasa,17,f,bonobo,8,24,9,yes,small,1,"0,67",cover_right,4,ambiguous,small
romain2021non,yasa,17,f,bonobo,8,25,11,yes,large,"0,5","0,67",cover_left,2,predictability_advantageous,small
