study_id,year,month,day,experiment,participant,age_in_years,sex,species,trial,trial_type,lc_or_lt_trial,1st_amount_chosen,2nd_amount_chosen,2nd_choice_container
suda2005piagetian,2003,07,10,2,pini,15.0,f,orangutan,8,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,10,2,pini,15.0,f,orangutan,9,discrete_opqaue-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,10,2,pini,15.0,f,orangutan,10,discrete_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,23,2,toba,9.0,f,orangutan,1,liquid_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,05,23,2,toba,9.0,f,orangutan,2,discrete_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,23,2,toba,9.0,f,orangutan,3,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,23,2,toba,9.0,f,orangutan,4,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,23,2,toba,9.0,f,orangutan,5,discrete_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,05,23,2,toba,9.0,f,orangutan,6,discrete_opaque-different,lt_trial,larger_quantity,larger_quantity,tube
suda2005piagetian,2003,05,23,2,toba,9.0,f,orangutan,7,liquid_opaque-different,lt_trial,larger_quantity,larger_quantity,tube
suda2005piagetian,2003,05,23,2,toba,9.0,f,orangutan,8,discrete_opqaue-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,23,2,toba,9.0,f,orangutan,9,discrete_opqaue-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,23,2,toba,9.0,f,orangutan,10,liquid_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,27,2,toba,9.0,f,orangutan,1,liquid_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,27,2,toba,9.0,f,orangutan,2,discrete_opaque-different,lt_trial,larger_quantity,larger_quantity,tube
suda2005piagetian,2003,05,27,2,toba,9.0,f,orangutan,3,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,27,2,toba,9.0,f,orangutan,4,discrete_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,05,27,2,toba,9.0,f,orangutan,5,discrete_opqaue-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,27,2,toba,9.0,f,orangutan,6,liquid_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,05,27,2,toba,9.0,f,orangutan,7,discrete_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,27,2,toba,9.0,f,orangutan,8,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,27,2,toba,9.0,f,orangutan,9,liquid_opaque-different,lt_trial,larger_quantity,larger_quantity,tube
suda2005piagetian,2003,05,27,2,toba,9.0,f,orangutan,10,discrete_opqaue-same,no_trial_type,larger_quantity,smaller_quantity,cup
suda2005piagetian,2003,07,07,2,toba,9.0,f,orangutan,1,liquid_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,07,07,2,toba,9.0,f,orangutan,2,discrete_opqaue-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,07,2,toba,9.0,f,orangutan,3,liquid_opaque-different,lt_trial,larger_quantity,larger_quantity,tube
suda2005piagetian,2003,07,07,2,toba,9.0,f,orangutan,4,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,07,2,toba,9.0,f,orangutan,5,discrete_opaque-different,lt_trial,larger_quantity,larger_quantity,tube
suda2005piagetian,2003,07,07,2,toba,9.0,f,orangutan,6,liquid_opaque-same,no_trial_type,smaller_quantity,larger_quantity,cup
suda2005piagetian,2003,07,07,2,toba,9.0,f,orangutan,7,discrete_opqaue-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,07,2,toba,9.0,f,orangutan,8,discrete_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,07,2,toba,9.0,f,orangutan,9,liquid_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,07,2,toba,9.0,f,orangutan,10,discrete_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,07,10,2,toba,9.0,f,orangutan,1,liquid_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,07,10,2,toba,9.0,f,orangutan,2,liquid_opaque-different,lt_trial,larger_quantity,larger_quantity,tube
suda2005piagetian,2003,07,10,2,toba,9.0,f,orangutan,3,discrete_opqaue-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,10,2,toba,9.0,f,orangutan,4,discrete_opaque-different,lt_trial,larger_quantity,larger_quantity,tube
suda2005piagetian,2003,07,10,2,toba,9.0,f,orangutan,5,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,10,2,toba,9.0,f,orangutan,6,liquid_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,10,2,toba,9.0,f,orangutan,7,discrete_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,07,10,2,toba,9.0,f,orangutan,8,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,10,2,toba,9.0,f,orangutan,9,discrete_opqaue-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,10,2,toba,9.0,f,orangutan,10,discrete_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,23,2,walter,14.0,m,orangutan,1,liquid_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,05,23,2,walter,14.0,m,orangutan,2,discrete_opaque-different,lc_trial,larger_quantity,smaller_quantity,tube
suda2005piagetian,2003,05,23,2,walter,14.0,m,orangutan,3,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,23,2,walter,14.0,m,orangutan,4,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,23,2,walter,14.0,m,orangutan,5,discrete_no testing trial,no_trial_type,smaller_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,05,23,2,walter,14.0,m,orangutan,6,discrete_opaque-different,lt_trial,larger_quantity,larger_quantity,tube
suda2005piagetian,2003,05,23,2,walter,14.0,m,orangutan,7,liquid_opaque-different,lt_trial,larger_quantity,larger_quantity,tube
suda2005piagetian,2003,05,23,2,walter,14.0,m,orangutan,8,discrete_opqaue-same,no_trial_type,larger_quantity,smaller_quantity,cup
suda2005piagetian,2003,05,23,2,walter,14.0,m,orangutan,9,discrete_opqaue-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,23,2,walter,14.0,m,orangutan,10,liquid_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,27,2,walter,14.0,m,orangutan,1,liquid_opaque-different,lc_trial,larger_quantity,smaller_quantity,tube
suda2005piagetian,2003,05,27,2,walter,14.0,m,orangutan,2,discrete_opaque-different,lt_trial,larger_quantity,larger_quantity,tube
suda2005piagetian,2003,05,27,2,walter,14.0,m,orangutan,3,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,27,2,walter,14.0,m,orangutan,4,discrete_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,06,02,2,walter,14.0,m,orangutan,1,discrete_opqaue-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,06,02,2,walter,14.0,m,orangutan,2,liquid_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,06,02,2,walter,14.0,m,orangutan,3,discrete_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,06,02,2,walter,14.0,m,orangutan,4,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,06,02,2,walter,14.0,m,orangutan,5,liquid_opaque-different,lt_trial,larger_quantity,larger_quantity,tube
suda2005piagetian,2003,06,02,2,walter,14.0,m,orangutan,6,discrete_opqaue-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,07,2,walter,14.0,m,orangutan,1,liquid_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,07,10,2,walter,14.0,m,orangutan,1,discrete_opqaue-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,10,2,walter,14.0,m,orangutan,2,liquid_opaque-different,lt_trial,larger_quantity,larger_quantity,tube
suda2005piagetian,2003,07,10,2,walter,14.0,m,orangutan,3,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,10,2,walter,14.0,m,orangutan,4,discrete_opaque-different,lt_trial,larger_quantity,larger_quantity,tube
suda2005piagetian,2003,07,10,2,walter,14.0,m,orangutan,5,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,10,2,walter,14.0,m,orangutan,6,discrete_opqaue-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,10,2,walter,14.0,m,orangutan,7,discrete_opaque-different,lc_trial,larger_quantity,smaller_quantity,tube
suda2005piagetian,2003,07,10,2,walter,14.0,m,orangutan,8,liquid_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,10,2,walter,14.0,m,orangutan,9,discrete_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,07,14,2,walter,14.0,m,orangutan,1,liquid_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,07,14,2,walter,14.0,m,orangutan,2,liquid_opaque-different,lt_trial,larger_quantity,larger_quantity,tube
suda2005piagetian,2003,07,14,2,walter,14.0,m,orangutan,3,discrete_opqaue-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,14,2,walter,14.0,m,orangutan,4,discrete_opaque-different,lt_trial,larger_quantity,larger_quantity,tube
suda2005piagetian,2003,07,14,2,walter,14.0,m,orangutan,5,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,14,2,walter,14.0,m,orangutan,6,liquid_opaque-different,lc_trial,larger_quantity,smaller_quantity,tube
suda2005piagetian,2003,07,14,2,walter,14.0,m,orangutan,7,discrete_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,07,14,2,walter,14.0,m,orangutan,8,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,14,2,walter,14.0,m,orangutan,9,discrete_opqaue-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,14,2,walter,14.0,m,orangutan,10,discrete_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
