study_id,year,month,day,experiment,participant,age_in_years,sex,species,trial,trial_type,lc_or_lt_trial,1st_amount_chosen,2nd_amount_chosen,2nd_choice_container
suda2005piagetian,2003,06,26,2,fraukje,27.0,f,chimpanzee,3,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,06,26,2,fraukje,27.0,f,chimpanzee,4,liquid_opaque-same,no_trial_type,larger_quantity,smaller_quantity,cup
suda2005piagetian,2003,06,26,2,fraukje,27.0,f,chimpanzee,5,discrete_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,06,26,2,fraukje,27.0,f,chimpanzee,6,discrete_opaque-different,lt_trial,larger_quantity,smaller_quantity,cup
suda2005piagetian,2003,06,26,2,fraukje,27.0,f,chimpanzee,7,liquid_opaque-different,lt_trial,larger_quantity,larger_quantity,tube
suda2005piagetian,2003,06,26,2,fraukje,27.0,f,chimpanzee,8,discrete_opqaue-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,06,26,2,fraukje,27.0,f,chimpanzee,9,discrete_opqaue-same,no_trial_type,larger_quantity,smaller_quantity,cup
suda2005piagetian,2003,06,26,2,fraukje,27.0,f,chimpanzee,10,liquid_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,09,2,fraukje,27.0,f,chimpanzee,1,liquid_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,09,2,fraukje,27.0,f,chimpanzee,2,discrete_opaque-different,lt_trial,larger_quantity,larger_quantity,tube
suda2005piagetian,2003,07,09,2,fraukje,27.0,f,chimpanzee,3,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,09,2,fraukje,27.0,f,chimpanzee,4,discrete_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,07,09,2,fraukje,27.0,f,chimpanzee,5,discrete_opqaue-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,09,2,fraukje,27.0,f,chimpanzee,6,liquid_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,07,09,2,fraukje,27.0,f,chimpanzee,7,discrete_opaque-different,lc_trial,larger_quantity,smaller_quantity,tube
suda2005piagetian,2003,07,09,2,fraukje,27.0,f,chimpanzee,8,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,09,2,fraukje,27.0,f,chimpanzee,9,liquid_opaque-different,lt_trial,larger_quantity,larger_quantity,tube
suda2005piagetian,2003,07,09,2,fraukje,27.0,f,chimpanzee,10,discrete_opqaue-same,no_trial_type,smaller_quantity,smaller_quantity,cup
suda2005piagetian,2003,07,11,2,fraukje,27.0,f,chimpanzee,1,liquid_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,07,11,2,fraukje,27.0,f,chimpanzee,2,discrete_opqaue-same,no_trial_type,smaller_quantity,smaller_quantity,cup
suda2005piagetian,2003,07,11,2,fraukje,27.0,f,chimpanzee,3,liquid_opaque-different,lt_trial,larger_quantity,larger_quantity,tube
suda2005piagetian,2003,07,11,2,fraukje,27.0,f,chimpanzee,4,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,11,2,fraukje,27.0,f,chimpanzee,5,discrete_opaque-different,lt_trial,larger_quantity,larger_quantity,tube
suda2005piagetian,2003,07,11,2,fraukje,27.0,f,chimpanzee,6,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,11,2,fraukje,27.0,f,chimpanzee,7,discrete_opqaue-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,11,2,fraukje,27.0,f,chimpanzee,8,discrete_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,11,2,fraukje,27.0,f,chimpanzee,9,liquid_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,11,2,fraukje,27.0,f,chimpanzee,10,discrete_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,07,13,2,fraukje,27.0,f,chimpanzee,1,liquid_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,07,13,2,fraukje,27.0,f,chimpanzee,2,liquid_opaque-different,lt_trial,larger_quantity,smaller_quantity,cup
suda2005piagetian,2003,07,13,2,fraukje,27.0,f,chimpanzee,3,discrete_opqaue-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,13,2,fraukje,27.0,f,chimpanzee,4,discrete_opaque-different,lt_trial,larger_quantity,larger_quantity,tube
suda2005piagetian,2003,07,13,2,fraukje,27.0,f,chimpanzee,5,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,13,2,fraukje,27.0,f,chimpanzee,6,liquid_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,13,2,fraukje,27.0,f,chimpanzee,7,discrete_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,07,13,2,fraukje,27.0,f,chimpanzee,8,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,13,2,fraukje,27.0,f,chimpanzee,9,discrete_opqaue-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,13,2,fraukje,27.0,f,chimpanzee,10,discrete_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,06,26,2,jahaga,10.0,f,chimpanzee,1,liquid_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,07,09,2,jahaga,10.0,f,chimpanzee,1,discrete_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,09,2,jahaga,10.0,f,chimpanzee,2,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,09,2,jahaga,10.0,f,chimpanzee,3,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,09,2,jahaga,10.0,f,chimpanzee,4,discrete_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,07,09,2,jahaga,10.0,f,chimpanzee,5,discrete_opaque-different,lt_trial,larger_quantity,larger_quantity,tube
suda2005piagetian,2003,07,09,2,jahaga,10.0,f,chimpanzee,6,liquid_opaque-different,lt_trial,smaller_quantity,smaller_quantity,cup
suda2005piagetian,2003,07,09,2,jahaga,10.0,f,chimpanzee,7,discrete_opqaue-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,09,2,jahaga,10.0,f,chimpanzee,8,discrete_opqaue-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,09,2,jahaga,10.0,f,chimpanzee,9,liquid_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,11,2,jahaga,10.0,f,chimpanzee,1,liquid_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,11,2,jahaga,10.0,f,chimpanzee,2,discrete_opaque-different,lt_trial,larger_quantity,smaller_quantity,cup
suda2005piagetian,2003,07,11,2,jahaga,10.0,f,chimpanzee,3,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,11,2,jahaga,10.0,f,chimpanzee,4,discrete_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,07,11,2,jahaga,10.0,f,chimpanzee,5,discrete_opqaue-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,11,2,jahaga,10.0,f,chimpanzee,6,liquid_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,07,11,2,jahaga,10.0,f,chimpanzee,7,discrete_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,11,2,jahaga,10.0,f,chimpanzee,8,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,11,2,jahaga,10.0,f,chimpanzee,9,liquid_opaque-different,lt_trial,larger_quantity,larger_quantity,tube
suda2005piagetian,2003,07,11,2,jahaga,10.0,f,chimpanzee,10,discrete_opqaue-same,no_trial_type,larger_quantity,smaller_quantity,cup
suda2005piagetian,2003,07,13,2,jahaga,10.0,f,chimpanzee,1,liquid_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,07,13,2,jahaga,10.0,f,chimpanzee,2,discrete_opqaue-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,13,2,jahaga,10.0,f,chimpanzee,3,liquid_opaque-different,lt_trial,larger_quantity,smaller_quantity,cup
suda2005piagetian,2003,07,13,2,jahaga,10.0,f,chimpanzee,4,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,13,2,jahaga,10.0,f,chimpanzee,5,discrete_opaque-different,lt_trial,larger_quantity,smaller_quantity,cup
suda2005piagetian,2003,07,13,2,jahaga,10.0,f,chimpanzee,6,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,13,2,jahaga,10.0,f,chimpanzee,7,discrete_opqaue-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,15,2,jahaga,10.0,f,chimpanzee,1,discrete_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,15,2,jahaga,10.0,f,chimpanzee,2,liquid_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,15,2,jahaga,10.0,f,chimpanzee,3,discrete_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,07,15,2,jahaga,10.0,f,chimpanzee,4,liquid_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,07,15,2,jahaga,10.0,f,chimpanzee,5,liquid_opaque-different,lt_trial,larger_quantity,smaller_quantity,cup
suda2005piagetian,2003,07,15,2,jahaga,10.0,f,chimpanzee,6,discrete_opqaue-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,15,2,jahaga,10.0,f,chimpanzee,7,discrete_opaque-different,lt_trial,larger_quantity,smaller_quantity,cup
suda2005piagetian,2003,07,15,2,jahaga,10.0,f,chimpanzee,8,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,15,2,jahaga,10.0,f,chimpanzee,9,liquid_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,15,2,jahaga,10.0,f,chimpanzee,10,discrete_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,07,15,2,jahaga,10.0,f,chimpanzee,11,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,15,2,jahaga,10.0,f,chimpanzee,12,discrete_opqaue-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,15,2,jahaga,10.0,f,chimpanzee,13,discrete_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,23,2,bimbo,22.0,m,orangutan,1,liquid_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,05,23,2,bimbo,22.0,m,orangutan,2,discrete_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,23,2,bimbo,22.0,m,orangutan,3,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,23,2,bimbo,22.0,m,orangutan,4,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,23,2,bimbo,22.0,m,orangutan,5,discrete_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,05,23,2,bimbo,22.0,m,orangutan,6,discrete_opaque-different,lt_trial,larger_quantity,larger_quantity,tube
suda2005piagetian,2003,05,23,2,bimbo,22.0,m,orangutan,7,liquid_opaque-different,lt_trial,larger_quantity,larger_quantity,tube
suda2005piagetian,2003,05,23,2,bimbo,22.0,m,orangutan,8,discrete_opqaue-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,23,2,bimbo,22.0,m,orangutan,9,discrete_opqaue-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,23,2,bimbo,22.0,m,orangutan,10,liquid_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,27,2,bimbo,22.0,m,orangutan,1,liquid_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,27,2,bimbo,22.0,m,orangutan,2,discrete_opaque-different,lt_trial,larger_quantity,larger_quantity,tube
suda2005piagetian,2003,05,27,2,bimbo,22.0,m,orangutan,3,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,27,2,bimbo,22.0,m,orangutan,4,discrete_no testing trial,no_trial_type,smaller_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,05,27,2,bimbo,22.0,m,orangutan,5,discrete_opqaue-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,27,2,bimbo,22.0,m,orangutan,6,liquid_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,05,27,2,bimbo,22.0,m,orangutan,7,discrete_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,27,2,bimbo,22.0,m,orangutan,8,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,27,2,bimbo,22.0,m,orangutan,9,liquid_opaque-different,lt_trial,larger_quantity,smaller_quantity,cup
suda2005piagetian,2003,05,27,2,bimbo,22.0,m,orangutan,10,discrete_opqaue-same,no_trial_type,larger_quantity,smaller_quantity,cup
suda2005piagetian,2003,07,10,2,bimbo,22.0,m,orangutan,1,liquid_no testing trial,no_trial_type,smaller_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,07,10,2,bimbo,22.0,m,orangutan,2,discrete_opqaue-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,10,2,bimbo,22.0,m,orangutan,3,liquid_opaque-different,lt_trial,larger_quantity,larger_quantity,tube
suda2005piagetian,2003,07,10,2,bimbo,22.0,m,orangutan,4,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,10,2,bimbo,22.0,m,orangutan,5,discrete_opaque-different,lt_trial,smaller_quantity,smaller_quantity,cup
suda2005piagetian,2003,07,10,2,bimbo,22.0,m,orangutan,6,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,10,2,bimbo,22.0,m,orangutan,7,discrete_opqaue-same,no_trial_type,smaller_quantity,smaller_quantity,cup
suda2005piagetian,2003,07,10,2,bimbo,22.0,m,orangutan,8,discrete_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,10,2,bimbo,22.0,m,orangutan,9,liquid_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,10,2,bimbo,22.0,m,orangutan,10,discrete_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,07,14,2,bimbo,22.0,m,orangutan,1,liquid_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,07,14,2,bimbo,22.0,m,orangutan,2,liquid_opaque-different,lt_trial,larger_quantity,larger_quantity,tube
suda2005piagetian,2003,07,14,2,bimbo,22.0,m,orangutan,3,discrete_opqaue-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,14,2,bimbo,22.0,m,orangutan,4,discrete_opaque-different,lt_trial,larger_quantity,larger_quantity,tube
suda2005piagetian,2003,07,14,2,bimbo,22.0,m,orangutan,5,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,14,2,bimbo,22.0,m,orangutan,6,liquid_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,14,2,bimbo,22.0,m,orangutan,7,discrete_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,07,14,2,bimbo,22.0,m,orangutan,8,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,14,2,bimbo,22.0,m,orangutan,9,discrete_opqaue-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,14,2,bimbo,22.0,m,orangutan,10,discrete_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,23,2,dunja,30.0,f,orangutan,1,liquid_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,05,23,2,dunja,30.0,f,orangutan,2,discrete_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,23,2,dunja,30.0,f,orangutan,3,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,23,2,dunja,30.0,f,orangutan,4,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,23,2,dunja,30.0,f,orangutan,5,discrete_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,05,23,2,dunja,30.0,f,orangutan,6,discrete_opaque-different,lt_trial,larger_quantity,larger_quantity,tube
suda2005piagetian,2003,05,23,2,dunja,30.0,f,orangutan,7,liquid_opaque-different,lt_trial,larger_quantity,larger_quantity,tube
suda2005piagetian,2003,05,23,2,dunja,30.0,f,orangutan,8,discrete_opqaue-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,23,2,dunja,30.0,f,orangutan,9,discrete_opqaue-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,23,2,dunja,30.0,f,orangutan,10,liquid_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,27,2,dunja,30.0,f,orangutan,1,liquid_opaque-different,lc_trial,larger_quantity,smaller_quantity,tube
suda2005piagetian,2003,05,27,2,dunja,30.0,f,orangutan,2,discrete_opaque-different,lt_trial,smaller_quantity,larger_quantity,tube
suda2005piagetian,2003,05,27,2,dunja,30.0,f,orangutan,3,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,27,2,dunja,30.0,f,orangutan,4,discrete_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,05,27,2,dunja,30.0,f,orangutan,5,discrete_opqaue-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,27,2,dunja,30.0,f,orangutan,6,liquid_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,05,27,2,dunja,30.0,f,orangutan,7,discrete_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,27,2,dunja,30.0,f,orangutan,8,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,27,2,dunja,30.0,f,orangutan,9,liquid_opaque-different,lt_trial,larger_quantity,larger_quantity,tube
suda2005piagetian,2003,05,27,2,dunja,30.0,f,orangutan,10,discrete_opqaue-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,07,2,dunja,30.0,f,orangutan,1,liquid_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,07,07,2,dunja,30.0,f,orangutan,2,discrete_opqaue-same,no_trial_type,larger_quantity,smaller_quantity,cup
suda2005piagetian,2003,07,07,2,dunja,30.0,f,orangutan,3,liquid_opaque-different,lt_trial,larger_quantity,larger_quantity,tube
suda2005piagetian,2003,07,07,2,dunja,30.0,f,orangutan,4,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,07,2,dunja,30.0,f,orangutan,5,discrete_opaque-different,lt_trial,larger_quantity,larger_quantity,tube
suda2005piagetian,2003,07,07,2,dunja,30.0,f,orangutan,6,liquid_opaque-same,no_trial_type,larger_quantity,smaller_quantity,cup
suda2005piagetian,2003,07,07,2,dunja,30.0,f,orangutan,7,discrete_opqaue-same,no_trial_type,smaller_quantity,larger_quantity,cup
suda2005piagetian,2003,07,07,2,dunja,30.0,f,orangutan,8,discrete_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,07,2,dunja,30.0,f,orangutan,9,liquid_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,07,2,dunja,30.0,f,orangutan,10,discrete_no testing trial,no_trial_type,smaller_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,07,14,2,dunja,30.0,f,orangutan,1,liquid_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,07,14,2,dunja,30.0,f,orangutan,2,liquid_opaque-different,lt_trial,larger_quantity,larger_quantity,tube
suda2005piagetian,2003,07,14,2,dunja,30.0,f,orangutan,3,discrete_opqaue-same,no_trial_type,larger_quantity,smaller_quantity,cup
suda2005piagetian,2003,07,14,2,dunja,30.0,f,orangutan,4,discrete_opaque-different,lt_trial,larger_quantity,larger_quantity,tube
suda2005piagetian,2003,07,14,2,dunja,30.0,f,orangutan,5,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,14,2,dunja,30.0,f,orangutan,6,liquid_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,14,2,dunja,30.0,f,orangutan,7,discrete_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,07,14,2,dunja,30.0,f,orangutan,8,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,14,2,dunja,30.0,f,orangutan,9,discrete_opqaue-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,14,2,dunja,30.0,f,orangutan,10,discrete_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,23,2,pini,14.0,f,orangutan,1,liquid_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,05,23,2,pini,14.0,f,orangutan,2,discrete_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,23,2,pini,14.0,f,orangutan,3,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,23,2,pini,14.0,f,orangutan,4,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,23,2,pini,14.0,f,orangutan,5,discrete_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,05,23,2,pini,14.0,f,orangutan,6,discrete_opaque-different,lt_trial,larger_quantity,larger_quantity,tube
suda2005piagetian,2003,05,23,2,pini,14.0,f,orangutan,7,liquid_opaque-different,lt_trial,larger_quantity,larger_quantity,tube
suda2005piagetian,2003,05,23,2,pini,14.0,f,orangutan,8,discrete_opqaue-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,23,2,pini,14.0,f,orangutan,9,discrete_opqaue-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,23,2,pini,14.0,f,orangutan,10,liquid_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,27,2,pini,14.0,f,orangutan,1,liquid_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,27,2,pini,14.0,f,orangutan,2,discrete_opaque-different,lt_trial,larger_quantity,larger_quantity,tube
suda2005piagetian,2003,05,27,2,pini,14.0,f,orangutan,3,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,27,2,pini,14.0,f,orangutan,4,discrete_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,05,27,2,pini,14.0,f,orangutan,5,discrete_opqaue-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,27,2,pini,14.0,f,orangutan,6,liquid_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,05,27,2,pini,14.0,f,orangutan,7,discrete_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,27,2,pini,14.0,f,orangutan,8,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,05,27,2,pini,14.0,f,orangutan,9,liquid_opaque-different,lt_trial,larger_quantity,larger_quantity,tube
suda2005piagetian,2003,05,27,2,pini,14.0,f,orangutan,10,discrete_opqaue-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,07,2,pini,15.0,f,orangutan,1,liquid_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,07,07,2,pini,15.0,f,orangutan,2,discrete_opqaue-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,07,2,pini,15.0,f,orangutan,3,liquid_opaque-different,lt_trial,larger_quantity,larger_quantity,tube
suda2005piagetian,2003,07,07,2,pini,15.0,f,orangutan,4,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,07,2,pini,15.0,f,orangutan,5,discrete_opaque-different,lt_trial,larger_quantity,larger_quantity,tube
suda2005piagetian,2003,07,07,2,pini,15.0,f,orangutan,6,liquid_opaque-same,no_trial_type,smaller_quantity,larger_quantity,cup
suda2005piagetian,2003,07,07,2,pini,15.0,f,orangutan,7,discrete_opqaue-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,07,2,pini,15.0,f,orangutan,8,discrete_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,07,2,pini,15.0,f,orangutan,9,liquid_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,07,2,pini,15.0,f,orangutan,10,discrete_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,07,10,2,pini,15.0,f,orangutan,1,liquid_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
suda2005piagetian,2003,07,10,2,pini,15.0,f,orangutan,2,liquid_opaque-different,lt_trial,larger_quantity,larger_quantity,tube
suda2005piagetian,2003,07,10,2,pini,15.0,f,orangutan,3,discrete_opqaue-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,10,2,pini,15.0,f,orangutan,4,discrete_opaque-different,lt_trial,larger_quantity,larger_quantity,tube
suda2005piagetian,2003,07,10,2,pini,15.0,f,orangutan,5,liquid_opaque-same,no_trial_type,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,10,2,pini,15.0,f,orangutan,6,liquid_opaque-different,lc_trial,larger_quantity,larger_quantity,cup
suda2005piagetian,2003,07,10,2,pini,15.0,f,orangutan,7,discrete_no testing trial,no_trial_type,larger_quantity,no_testing_trial,no_testing_trial
