study_id,experiment,id,participant,age_in_years,sex,species,condition,number_trials,order,lop,num_levels,changes_direction,t1_planning,t1_success,order_condition,sum_planning_errors,sum_non_planning_errors,sum_nonplan_error_lev1,non_planning_errors_level1_t1
volter2014cognitive,4,9,kofi,6,m,chimpanzee,clear,2,6,1,1,0,0,0,3.0,1.0,0.0,0.0,0.0
volter2014cognitive,4,4,kofi,6,m,chimpanzee,clear,1,7,0,2,0,1,1,3.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,21,kofi,6,m,chimpanzee,clear,1,8,2,2,1,1,1,3.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,8,kofi,6,m,chimpanzee,clear,1,9,0,2,0,1,1,3.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,16,kofi,6,m,chimpanzee,clear,2,10,1,2,1,0,0,3.0,1.0,0.0,0.0,0.0
volter2014cognitive,4,18,kofi,6,m,chimpanzee,clear,2,11,2,1,1,0,0,3.0,1.0,0.0,0.0,0.0
volter2014cognitive,4,5,kofi,6,m,chimpanzee,clear,1,12,0,2,1,1,1,3.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,11,kofi,6,m,chimpanzee,clear,1,13,1,1,1,1,1,3.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,17,kofi,6,m,chimpanzee,clear,2,14,2,1,0,0,0,3.0,1.0,0.0,0.0,0.0
volter2014cognitive,4,3,kofi,6,m,chimpanzee,clear,1,15,0,2,1,1,1,3.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,6,kofi,6,m,chimpanzee,clear,1,16,0,2,0,1,1,3.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,20,kofi,6,m,chimpanzee,clear,1,17,2,1,0,1,1,3.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,23,kofi,6,m,chimpanzee,clear,1,18,2,2,0,1,1,3.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,13,kofi,6,m,chimpanzee,clear,2,19,1,2,1,0,0,3.0,1.0,0.0,0.0,0.0
volter2014cognitive,4,7,kofi,6,m,chimpanzee,clear,1,20,0,2,1,1,1,3.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,12,kofi,6,m,chimpanzee,clear,1,21,1,1,0,1,1,3.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,1,kofi,6,m,chimpanzee,clear,1,22,0,2,0,1,1,3.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,22,kofi,6,m,chimpanzee,clear,1,23,2,2,0,1,1,3.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,14,kofi,6,m,chimpanzee,clear,1,24,1,2,0,1,1,3.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,5,kuno,14,m,bonobo,clear,1,1,0,2,1,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,17,kuno,14,m,bonobo,clear,2,2,2,1,0,0,0,1.0,1.0,0.0,0.0,0.0
volter2014cognitive,4,20,kuno,14,m,bonobo,clear,1,3,2,1,0,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,1,kuno,14,m,bonobo,clear,1,4,0,2,0,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,23,kuno,14,m,bonobo,clear,1,5,2,2,0,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,22,kuno,14,m,bonobo,clear,2,6,2,2,0,0,0,1.0,1.0,0.0,0.0,0.0
volter2014cognitive,4,16,kuno,14,m,bonobo,clear,1,7,1,2,1,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,24,kuno,14,m,bonobo,clear,1,8,2,2,1,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,14,kuno,14,m,bonobo,clear,2,9,1,2,0,0,0,1.0,1.0,0.0,0.0,0.0
volter2014cognitive,4,13,kuno,14,m,bonobo,clear,1,10,1,2,1,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,7,kuno,14,m,bonobo,clear,1,11,0,2,1,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,6,kuno,14,m,bonobo,clear,1,12,0,2,0,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,21,kuno,14,m,bonobo,clear,5,13,2,2,1,0,0,1.0,4.0,0.0,0.0,0.0
volter2014cognitive,4,3,kuno,14,m,bonobo,clear,1,14,0,2,1,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,15,kuno,14,m,bonobo,clear,6,15,1,2,0,1,0,1.0,4.0,1.0,0.0,0.0
volter2014cognitive,4,11,kuno,14,m,bonobo,clear,1,16,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,4,kuno,14,m,bonobo,clear,2,17,0,2,0,0,0,1.0,0.0,1.0,1.0,1.0
volter2014cognitive,4,9,kuno,14,m,bonobo,clear,1,18,1,1,0,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,19,kuno,14,m,bonobo,clear,6,19,2,1,1,0,0,1.0,5.0,0.0,0.0,0.0
volter2014cognitive,4,12,kuno,14,m,bonobo,clear,8,20,1,1,0,1,0,1.0,5.0,2.0,0.0,0.0
volter2014cognitive,4,18,kuno,14,m,bonobo,clear,6,21,2,1,1,0,0,1.0,3.0,2.0,0.0,0.0
volter2014cognitive,4,10,kuno,14,m,bonobo,clear,3,22,1,1,1,0,0,1.0,2.0,0.0,0.0,0.0
volter2014cognitive,4,8,kuno,14,m,bonobo,clear,2,23,0,2,0,1,0,1.0,0.0,1.0,0.0,0.0
volter2014cognitive,4,2,kuno,14,m,bonobo,clear,1,24,0,2,1,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,22,kuno,14,m,bonobo,opaque,3,1,2,2,0,1,0,2.0,1.0,1.0,0.0,0.0
volter2014cognitive,4,11,kuno,14,m,bonobo,opaque,1,2,1,1,1,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,7,kuno,14,m,bonobo,opaque,5,3,0,2,1,1,0,2.0,0.0,4.0,1.0,0.0
volter2014cognitive,4,13,kuno,14,m,bonobo,opaque,1,4,1,2,1,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,1,kuno,14,m,bonobo,opaque,16,5,0,2,0,1,0,2.0,0.0,15.0,12.0,0.0
volter2014cognitive,4,20,kuno,14,m,bonobo,opaque,1,6,2,1,0,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,24,kuno,14,m,bonobo,opaque,1,7,2,2,1,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,2,kuno,14,m,bonobo,opaque,1,8,0,2,1,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,14,kuno,14,m,bonobo,opaque,4,9,1,2,0,0,0,2.0,3.0,0.0,0.0,0.0
volter2014cognitive,4,6,kuno,14,m,bonobo,opaque,2,10,0,2,0,1,0,2.0,0.0,1.0,0.0,0.0
volter2014cognitive,4,8,kuno,14,m,bonobo,opaque,2,11,0,2,0,0,0,2.0,0.0,1.0,1.0,1.0
volter2014cognitive,4,21,kuno,14,m,bonobo,opaque,9,12,2,2,1,0,0,2.0,7.0,1.0,0.0,0.0
volter2014cognitive,4,16,kuno,14,m,bonobo,opaque,5,13,1,2,1,1,0,2.0,1.0,3.0,0.0,0.0
volter2014cognitive,4,12,kuno,14,m,bonobo,opaque,2,14,1,1,0,0,0,2.0,1.0,0.0,0.0,0.0
volter2014cognitive,4,5,kuno,14,m,bonobo,opaque,6,15,0,2,1,1,0,2.0,0.0,5.0,2.0,0.0
volter2014cognitive,4,9,kuno,14,m,bonobo,opaque,1,16,1,1,0,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,4,kuno,14,m,bonobo,opaque,10,17,0,2,0,0,0,2.0,0.0,9.0,8.0,1.0
volter2014cognitive,4,15,kuno,14,m,bonobo,opaque,4,18,1,2,0,0,0,2.0,3.0,0.0,0.0,0.0
volter2014cognitive,4,23,kuno,14,m,bonobo,opaque,2,19,2,2,0,0,0,2.0,1.0,0.0,0.0,0.0
volter2014cognitive,4,10,kuno,14,m,bonobo,opaque,1,20,1,1,1,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,17,kuno,14,m,bonobo,opaque,1,21,2,1,0,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,3,kuno,14,m,bonobo,opaque,1,22,0,2,1,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,18,kuno,14,m,bonobo,opaque,17,23,2,1,1,0,0,2.0,9.0,6.0,0.0,0.0
volter2014cognitive,4,19,kuno,14,m,bonobo,opaque,5,24,2,1,1,1,0,2.0,2.0,2.0,0.0,0.0
volter2014cognitive,4,8,kuno,14,m,bonobo,opaque_cued,1,1,0,2,0,1,1,3.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,5,kuno,14,m,bonobo,opaque_cued,1,3,0,2,1,1,1,3.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,14,kuno,14,m,bonobo,opaque_cued,1,4,1,2,0,1,1,3.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,13,kuno,14,m,bonobo,opaque_cued,4,6,1,2,1,1,0,3.0,0.0,3.0,0.0,0.0
volter2014cognitive,4,9,kuno,14,m,bonobo,opaque_cued,1,7,1,1,0,1,1,3.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,17,kuno,14,m,bonobo,opaque_cued,1,8,2,1,0,1,1,3.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,12,kuno,14,m,bonobo,opaque_cued,3,9,1,1,0,0,0,3.0,2.0,0.0,0.0,0.0
volter2014cognitive,4,11,kuno,14,m,bonobo,opaque_cued,5,12,1,1,1,0,0,3.0,2.0,2.0,0.0,0.0
volter2014cognitive,4,6,kuno,14,m,bonobo,opaque_cued,3,14,0,2,0,0,0,3.0,0.0,2.0,2.0,1.0
volter2014cognitive,4,21,kuno,14,m,bonobo,opaque_cued,9,15,2,2,1,1,0,3.0,4.0,4.0,0.0,0.0
volter2014cognitive,4,1,kuno,14,m,bonobo,opaque_cued,2,16,0,2,0,0,0,3.0,0.0,1.0,1.0,1.0
volter2014cognitive,4,20,kuno,14,m,bonobo,opaque_cued,2,17,2,1,0,1,0,3.0,0.0,1.0,0.0,0.0
volter2014cognitive,4,2,kuno,14,m,bonobo,opaque_cued,13,18,0,2,1,1,0,3.0,0.0,12.0,3.0,0.0
volter2014cognitive,4,15,kuno,14,m,bonobo,opaque_cued,1,19,1,2,0,1,1,3.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,23,kuno,14,m,bonobo,opaque_cued,1,20,2,2,0,1,1,3.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,10,kuno,14,m,bonobo,opaque_cued,17,21,1,1,1,0,0,3.0,12.0,4.0,0.0,0.0
volter2014cognitive,4,3,kuno,14,m,bonobo,opaque_cued,17,22,0,2,1,1,0,3.0,0.0,16.0,9.0,0.0
volter2014cognitive,4,24,kuno,14,m,bonobo,opaque_cued,6,23,2,2,1,1,0,3.0,1.0,4.0,0.0,0.0
volter2014cognitive,4,4,kuno,14,m,bonobo,opaque_cued,5,24,0,2,0,0,0,3.0,0.0,4.0,4.0,1.0
volter2014cognitive,4,22,kuno,14,m,bonobo,opaque_cued,3,25,2,2,0,0,0,3.0,2.0,0.0,0.0,0.0
volter2014cognitive,4,16,kuno,14,m,bonobo,opaque_cued,2,28,1,2,1,0,0,3.0,1.0,0.0,0.0,0.0
volter2014cognitive,4,7,kuno,14,m,bonobo,opaque_cued,1,30,0,2,1,1,1,3.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,19,kuno,14,m,bonobo,opaque_cued,1,31,2,1,1,1,1,3.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,18,kuno,14,m,bonobo,opaque_cued,5,32,2,1,1,1,0,3.0,2.0,2.0,0.0,0.0
volter2014cognitive,4,4,pia,12,f,chimpanzee,opaque_cued,1,1,0,2,0,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,19,pia,12,f,chimpanzee,opaque_cued,3,2,2,1,1,0,0,1.0,2.0,0.0,0.0,0.0
volter2014cognitive,4,13,pia,12,f,chimpanzee,opaque_cued,1,3,1,2,1,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,3,pia,12,f,chimpanzee,opaque_cued,1,4,0,2,1,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,12,pia,12,f,chimpanzee,opaque_cued,1,5,1,1,0,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,1,pia,12,f,chimpanzee,opaque_cued,1,6,0,2,0,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,2,pia,12,f,chimpanzee,opaque_cued,1,7,0,2,1,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,14,pia,12,f,chimpanzee,opaque_cued,1,9,1,2,0,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,6,pia,12,f,chimpanzee,opaque_cued,2,10,0,2,0,0,0,1.0,0.0,1.0,1.0,1.0
volter2014cognitive,4,16,pia,12,f,chimpanzee,opaque_cued,2,11,1,2,1,0,0,1.0,1.0,0.0,0.0,0.0
volter2014cognitive,4,11,pia,12,f,chimpanzee,opaque_cued,2,12,1,1,1,0,0,1.0,1.0,0.0,0.0,0.0
volter2014cognitive,4,20,pia,12,f,chimpanzee,opaque_cued,2,13,2,1,0,0,0,1.0,1.0,0.0,0.0,0.0
volter2014cognitive,4,5,pia,12,f,chimpanzee,opaque_cued,2,14,0,2,1,0,0,1.0,0.0,1.0,1.0,1.0
volter2014cognitive,4,7,pia,12,f,chimpanzee,opaque_cued,2,15,0,2,1,0,0,1.0,0.0,1.0,1.0,1.0
volter2014cognitive,4,24,pia,12,f,chimpanzee,opaque_cued,16,16,2,2,1,1,0,1.0,7.0,8.0,0.0,0.0
volter2014cognitive,4,8,pia,12,f,chimpanzee,opaque_cued,1,17,0,2,0,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,17,pia,12,f,chimpanzee,opaque_cued,1,18,2,1,0,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,22,pia,12,f,chimpanzee,opaque_cued,1,19,2,2,0,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,9,pia,12,f,chimpanzee,opaque_cued,1,20,1,1,0,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,21,pia,12,f,chimpanzee,opaque_cued,8,21,2,2,1,0,0,1.0,4.0,3.0,0.0,0.0
volter2014cognitive,4,15,pia,12,f,chimpanzee,opaque_cued,1,22,1,2,0,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,10,pia,12,f,chimpanzee,opaque_cued,1,23,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,18,pia,12,f,chimpanzee,opaque_cued,16,24,2,1,1,0,0,1.0,9.0,6.0,0.0,0.0
volter2014cognitive,4,23,pia,12,f,chimpanzee,opaque_cued,2,26,2,2,0,0,0,1.0,1.0,0.0,0.0,0.0
volter2014cognitive,4,9,pia,12,f,chimpanzee,clear,1,1,1,1,0,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,8,pia,12,f,chimpanzee,clear,1,2,0,2,0,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,13,pia,12,f,chimpanzee,clear,1,3,1,2,1,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,23,pia,12,f,chimpanzee,clear,2,4,2,2,0,0,0,2.0,1.0,0.0,0.0,0.0
volter2014cognitive,4,7,pia,12,f,chimpanzee,clear,1,5,0,2,1,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,11,pia,12,f,chimpanzee,clear,1,6,1,1,1,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,12,pia,12,f,chimpanzee,clear,1,7,1,1,0,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,6,pia,12,f,chimpanzee,clear,1,8,0,2,0,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,21,pia,12,f,chimpanzee,clear,7,9,2,2,1,0,0,2.0,2.0,4.0,0.0,0.0
volter2014cognitive,4,2,pia,12,f,chimpanzee,clear,3,10,0,2,1,0,0,2.0,0.0,2.0,2.0,1.0
volter2014cognitive,4,18,pia,12,f,chimpanzee,clear,3,11,2,1,1,0,0,2.0,1.0,1.0,0.0,0.0
volter2014cognitive,4,1,pia,12,f,chimpanzee,clear,2,12,0,2,0,0,0,2.0,0.0,1.0,1.0,1.0
volter2014cognitive,4,10,pia,12,f,chimpanzee,clear,1,13,1,1,1,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,4,pia,12,f,chimpanzee,clear,2,14,0,2,0,0,0,2.0,0.0,1.0,1.0,1.0
volter2014cognitive,4,5,pia,12,f,chimpanzee,clear,1,15,0,2,1,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,19,pia,12,f,chimpanzee,clear,2,16,2,1,1,1,0,2.0,1.0,0.0,0.0,0.0
volter2014cognitive,4,17,pia,12,f,chimpanzee,clear,1,17,2,1,0,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,14,pia,12,f,chimpanzee,clear,1,18,1,2,0,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,22,pia,12,f,chimpanzee,clear,2,19,2,2,0,1,0,2.0,1.0,0.0,0.0,0.0
volter2014cognitive,4,15,pia,12,f,chimpanzee,clear,1,20,1,2,0,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,3,pia,12,f,chimpanzee,clear,1,21,0,2,1,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,16,pia,12,f,chimpanzee,clear,1,22,1,2,1,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,20,pia,12,f,chimpanzee,clear,1,23,2,1,0,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,24,pia,12,f,chimpanzee,clear,2,24,2,2,1,0,0,2.0,1.0,0.0,0.0,0.0
volter2014cognitive,4,4,pia,12,f,chimpanzee,opaque,7,1,0,2,0,0,0,3.0,0.0,6.0,3.0,1.0
volter2014cognitive,4,18,pia,12,f,chimpanzee,opaque,1,2,2,1,1,1,1,3.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,3,pia,12,f,chimpanzee,opaque,1,3,0,2,1,1,1,3.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,15,pia,12,f,chimpanzee,opaque,17,4,1,2,0,0,0,3.0,16.0,0.0,0.0,0.0
volter2014cognitive,4,5,pia,12,f,chimpanzee,opaque,2,5,0,2,1,0,0,3.0,0.0,1.0,1.0,1.0
volter2014cognitive,4,24,pia,12,f,chimpanzee,opaque,2,6,2,2,1,0,0,3.0,1.0,0.0,0.0,0.0
volter2014cognitive,4,9,pia,12,f,chimpanzee,opaque,4,7,1,1,0,0,0,3.0,3.0,0.0,0.0,0.0
volter2014cognitive,4,11,pia,12,f,chimpanzee,opaque,9,8,1,1,1,0,0,3.0,4.0,4.0,0.0,0.0
volter2014cognitive,4,20,pia,12,f,chimpanzee,opaque,6,9,2,1,0,0,0,3.0,2.0,3.0,0.0,0.0
volter2014cognitive,4,14,pia,12,f,chimpanzee,opaque,3,10,1,2,0,1,0,3.0,1.0,1.0,0.0,0.0
volter2014cognitive,4,17,pia,12,f,chimpanzee,opaque,5,11,2,1,0,1,0,3.0,3.0,1.0,0.0,0.0
volter2014cognitive,4,12,pia,12,f,chimpanzee,opaque,7,12,1,1,0,0,0,3.0,4.0,2.0,0.0,0.0
volter2014cognitive,4,16,pia,12,f,chimpanzee,opaque,1,13,1,2,1,1,1,3.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,7,pia,12,f,chimpanzee,opaque,9,14,0,2,1,0,0,3.0,0.0,8.0,5.0,1.0
volter2014cognitive,4,19,pia,12,f,chimpanzee,opaque,2,15,2,1,1,0,0,3.0,1.0,0.0,0.0,0.0
volter2014cognitive,4,1,pia,12,f,chimpanzee,opaque,3,16,0,2,0,0,0,3.0,0.0,2.0,1.0,1.0
volter2014cognitive,4,22,pia,12,f,chimpanzee,opaque,1,17,2,2,0,1,1,3.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,13,pia,12,f,chimpanzee,opaque,3,18,1,2,1,0,0,3.0,2.0,0.0,0.0,0.0
volter2014cognitive,4,2,pia,12,f,chimpanzee,opaque,2,19,0,2,1,0,0,3.0,0.0,1.0,1.0,1.0
volter2014cognitive,4,8,pia,12,f,chimpanzee,opaque,11,20,0,2,0,1,0,3.0,0.0,10.0,7.0,0.0
volter2014cognitive,4,10,pia,12,f,chimpanzee,opaque,1,22,1,1,1,1,1,3.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,6,pia,12,f,chimpanzee,opaque,6,23,0,2,0,1,0,3.0,0.0,5.0,1.0,0.0
volter2014cognitive,4,21,pia,12,f,chimpanzee,opaque,3,24,2,2,1,0,0,3.0,2.0,0.0,0.0,0.0
volter2014cognitive,4,23,pia,12,f,chimpanzee,opaque,3,25,2,2,0,1,0,3.0,0.0,2.0,0.0,0.0
volter2014cognitive,4,23,sandra,18,f,chimpanzee,opaque,7,1,2,2,0,1,0,1.0,2.0,4.0,0.0,0.0
volter2014cognitive,4,21,sandra,18,f,chimpanzee,opaque,12,2,2,2,1,1,0,1.0,6.0,5.0,0.0,0.0
volter2014cognitive,4,7,sandra,18,f,chimpanzee,opaque,3,4,0,2,1,0,0,1.0,0.0,2.0,1.0,1.0
volter2014cognitive,4,16,sandra,18,f,chimpanzee,opaque,1,6,1,2,1,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,2,sandra,18,f,chimpanzee,opaque,7,8,0,2,1,0,0,1.0,0.0,6.0,5.0,1.0
volter2014cognitive,4,15,sandra,18,f,chimpanzee,opaque,1,9,1,2,0,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,22,sandra,18,f,chimpanzee,opaque,4,10,2,2,0,0,0,1.0,3.0,0.0,0.0,0.0
volter2014cognitive,4,11,sandra,18,f,chimpanzee,opaque,10,11,1,1,1,1,0,1.0,5.0,4.0,0.0,0.0
volter2014cognitive,4,20,sandra,18,f,chimpanzee,opaque,1,12,2,1,0,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,9,sandra,18,f,chimpanzee,opaque,8,13,1,1,0,0,0,1.0,4.0,3.0,0.0,0.0
volter2014cognitive,4,24,sandra,18,f,chimpanzee,opaque,1,14,2,2,1,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,13,sandra,18,f,chimpanzee,opaque,3,15,1,2,1,1,0,1.0,1.0,1.0,0.0,0.0
volter2014cognitive,4,8,sandra,18,f,chimpanzee,opaque,11,16,0,2,0,0,0,1.0,0.0,10.0,5.0,1.0
volter2014cognitive,4,3,sandra,18,f,chimpanzee,opaque,2,17,0,2,1,0,0,1.0,0.0,1.0,1.0,1.0
volter2014cognitive,4,12,sandra,18,f,chimpanzee,opaque,1,18,1,1,0,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,1,sandra,18,f,chimpanzee,opaque,3,19,0,2,0,1,0,1.0,0.0,2.0,1.0,0.0
volter2014cognitive,4,18,sandra,18,f,chimpanzee,opaque,5,20,2,1,1,0,0,1.0,3.0,1.0,0.0,0.0
volter2014cognitive,4,17,sandra,18,f,chimpanzee,opaque,1,21,2,1,0,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,10,sandra,18,f,chimpanzee,opaque,8,22,1,1,1,0,0,1.0,7.0,0.0,0.0,0.0
volter2014cognitive,4,5,sandra,18,f,chimpanzee,opaque,5,23,0,2,1,1,0,1.0,0.0,4.0,2.0,0.0
volter2014cognitive,4,4,sandra,18,f,chimpanzee,opaque,4,24,0,2,0,0,0,1.0,0.0,3.0,2.0,1.0
volter2014cognitive,4,6,sandra,18,f,chimpanzee,opaque,1,27,0,2,0,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,14,sandra,18,f,chimpanzee,opaque,1,28,1,2,0,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,19,sandra,18,f,chimpanzee,opaque,1,29,2,1,1,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,7,sandra,18,f,chimpanzee,clear,1,1,0,2,1,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,11,sandra,18,f,chimpanzee,clear,1,2,1,1,1,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,8,sandra,18,f,chimpanzee,clear,1,3,0,2,0,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,22,sandra,18,f,chimpanzee,clear,2,4,2,2,0,0,0,2.0,1.0,0.0,0.0,0.0
volter2014cognitive,4,13,sandra,18,f,chimpanzee,clear,2,5,1,2,1,0,0,2.0,1.0,0.0,0.0,0.0
volter2014cognitive,4,2,sandra,18,f,chimpanzee,clear,1,6,0,2,1,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,17,sandra,18,f,chimpanzee,clear,1,7,2,1,0,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,3,sandra,18,f,chimpanzee,clear,1,8,0,2,1,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,19,sandra,18,f,chimpanzee,clear,1,9,2,1,1,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,5,sandra,18,f,chimpanzee,clear,1,10,0,2,1,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,9,sandra,18,f,chimpanzee,clear,1,11,1,1,0,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,6,sandra,18,f,chimpanzee,clear,1,12,0,2,0,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,20,sandra,18,f,chimpanzee,clear,1,13,2,1,0,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,12,sandra,18,f,chimpanzee,clear,1,14,1,1,0,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,16,sandra,18,f,chimpanzee,clear,1,15,1,2,1,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,23,sandra,18,f,chimpanzee,clear,1,16,2,2,0,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,21,sandra,18,f,chimpanzee,clear,3,17,2,2,1,0,0,2.0,1.0,1.0,0.0,0.0
volter2014cognitive,4,1,sandra,18,f,chimpanzee,clear,1,18,0,2,0,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,18,sandra,18,f,chimpanzee,clear,2,19,2,1,1,0,0,2.0,1.0,0.0,0.0,0.0
volter2014cognitive,4,14,sandra,18,f,chimpanzee,clear,2,20,1,2,0,0,0,2.0,1.0,0.0,0.0,0.0
volter2014cognitive,4,10,sandra,18,f,chimpanzee,clear,3,21,1,1,1,0,0,2.0,2.0,0.0,0.0,0.0
volter2014cognitive,4,24,sandra,18,f,chimpanzee,clear,1,22,2,2,1,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,4,sandra,18,f,chimpanzee,clear,1,23,0,2,0,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,15,sandra,18,f,chimpanzee,clear,1,24,1,2,0,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,16,sandra,18,f,chimpanzee,opaque_cued,1,1,1,2,1,1,1,3.0,0.0,0.0,0.0,0.0
