study_id,experiment,id,participant,age_in_years,sex,species,condition,number_trials,order,lop,num_levels,changes_direction,repetition,t1_planning,t1_success,test_value,diff_num_trials
volter2014cognitive,3,7,kara,6,f,chimpanzee,opaquecued,2,4,0,2,1,2.0,1,0,4.0,-2.0
volter2014cognitive,3,20,kara,6,f,chimpanzee,opaquecued,5,5,2,1,0,2.0,0,0,4.0,1.0
volter2014cognitive,3,13,kara,6,f,chimpanzee,opaquecued,2,6,1,2,1,2.0,1,0,4.0,-2.0
volter2014cognitive,3,4,kara,6,f,chimpanzee,opaquecued,2,7,0,2,0,2.0,1,0,4.0,-2.0
volter2014cognitive,3,5,kara,6,f,chimpanzee,opaquecued,8,8,0,2,1,2.0,0,0,4.0,4.0
volter2014cognitive,3,21,kara,6,f,chimpanzee,opaquecued,2,9,2,2,1,2.0,1,0,4.0,-2.0
volter2014cognitive,3,10,kara,6,f,chimpanzee,opaquecued,1,10,1,1,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,17,kara,6,f,chimpanzee,opaquecued,2,11,2,1,0,2.0,1,0,4.0,-2.0
volter2014cognitive,3,1,kara,6,f,chimpanzee,opaquecued,2,12,0,2,0,2.0,0,0,4.0,-2.0
volter2014cognitive,3,9,kara,6,f,chimpanzee,opaquecued,6,13,1,1,0,2.0,1,0,4.0,2.0
volter2014cognitive,3,11,kara,6,f,chimpanzee,opaquecued,13,14,1,1,1,2.0,0,0,4.0,9.0
volter2014cognitive,3,18,kara,6,f,chimpanzee,opaquecued,12,15,2,1,1,2.0,1,0,4.0,8.0
volter2014cognitive,3,15,kara,6,f,chimpanzee,opaquecued,3,16,1,2,0,2.0,0,0,4.0,-1.0
volter2014cognitive,3,23,kara,6,f,chimpanzee,opaquecued,3,17,2,2,0,2.0,0,0,4.0,-1.0
volter2014cognitive,3,22,kara,6,f,chimpanzee,opaquecued,4,18,2,2,0,2.0,1,0,4.0,0.0
volter2014cognitive,3,16,kara,6,f,chimpanzee,opaquecued,1,19,1,2,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,2,kara,6,f,chimpanzee,opaquecued,7,20,0,2,1,2.0,0,0,4.0,3.0
volter2014cognitive,3,14,kara,6,f,chimpanzee,opaquecued,5,21,1,2,0,2.0,0,0,4.0,1.0
volter2014cognitive,3,24,kara,6,f,chimpanzee,opaquecued,17,22,2,2,1,2.0,0,0,4.0,13.0
volter2014cognitive,3,8,kara,6,f,chimpanzee,opaquecued,6,23,0,2,0,2.0,1,0,4.0,2.0
volter2014cognitive,3,19,kara,6,f,chimpanzee,opaquecued,10,24,2,1,1,2.0,0,0,4.0,-4.0
volter2014cognitive,3,9,kila,11,f,orangutan,clear,12,1,1,1,0,1.0,0,0,4.0,8.0
volter2014cognitive,3,3,kila,11,f,orangutan,clear,17,2,0,2,1,1.0,0,0,4.0,13.0
volter2014cognitive,3,24,kila,11,f,orangutan,clear,17,3,2,2,1,1.0,0,0,4.0,13.0
volter2014cognitive,3,10,kila,11,f,orangutan,clear,8,4,1,1,1,1.0,1,0,4.0,4.0
volter2014cognitive,3,21,kila,11,f,orangutan,clear,5,5,2,2,1,1.0,1,0,4.0,1.0
volter2014cognitive,3,13,kila,11,f,orangutan,clear,17,6,1,2,1,1.0,1,0,4.0,13.0
volter2014cognitive,3,19,kila,11,f,orangutan,clear,3,7,2,1,1,1.0,0,0,4.0,-1.0
volter2014cognitive,3,18,kila,11,f,orangutan,clear,6,8,2,1,1,1.0,1,0,4.0,2.0
volter2014cognitive,3,6,kila,11,f,orangutan,clear,3,9,0,2,0,1.0,0,0,4.0,-1.0
volter2014cognitive,3,15,kila,11,f,orangutan,clear,1,10,1,2,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,4,kila,11,f,orangutan,clear,11,11,0,2,0,1.0,0,0,4.0,7.0
volter2014cognitive,3,2,kila,11,f,orangutan,clear,5,12,0,2,1,1.0,0,0,4.0,1.0
volter2014cognitive,3,11,kila,11,f,orangutan,clear,16,13,1,1,1,1.0,0,0,4.0,12.0
volter2014cognitive,3,7,kila,11,f,orangutan,clear,5,14,0,2,1,1.0,1,0,4.0,1.0
volter2014cognitive,3,5,kila,11,f,orangutan,clear,6,15,0,2,1,1.0,1,0,4.0,2.0
volter2014cognitive,3,12,kila,11,f,orangutan,clear,4,16,1,1,0,1.0,1,0,4.0,0.0
volter2014cognitive,3,22,kila,11,f,orangutan,clear,3,17,2,2,0,1.0,0,0,4.0,-1.0
volter2014cognitive,3,8,kila,11,f,orangutan,clear,3,18,0,2,0,1.0,1,0,4.0,-1.0
volter2014cognitive,3,20,kila,11,f,orangutan,clear,6,19,2,1,0,1.0,0,0,4.0,2.0
volter2014cognitive,3,1,kila,11,f,orangutan,clear,1,20,0,2,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,16,kila,11,f,orangutan,clear,4,21,1,2,1,1.0,1,0,4.0,0.0
volter2014cognitive,3,17,kila,11,f,orangutan,clear,1,22,2,1,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,23,kila,11,f,orangutan,clear,3,23,2,2,0,1.0,0,0,4.0,-1.0
volter2014cognitive,3,14,kila,11,f,orangutan,clear,5,24,1,2,0,1.0,1,0,4.0,1.0
volter2014cognitive,3,12,kila,11,f,orangutan,clear,2,1,1,1,0,2.0,0,0,4.0,-2.0
volter2014cognitive,3,4,kila,11,f,orangutan,clear,4,2,0,2,0,2.0,1,0,4.0,0.0
volter2014cognitive,3,16,kila,11,f,orangutan,clear,3,3,1,2,1,2.0,0,0,4.0,-1.0
volter2014cognitive,3,22,kila,11,f,orangutan,clear,2,4,2,2,0,2.0,0,0,4.0,-2.0
volter2014cognitive,3,15,kila,11,f,orangutan,clear,2,5,1,2,0,2.0,0,0,4.0,-2.0
volter2014cognitive,3,20,kila,11,f,orangutan,clear,1,6,2,1,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,2,kila,11,f,orangutan,clear,10,7,0,2,1,2.0,1,0,4.0,6.0
volter2014cognitive,3,3,kila,11,f,orangutan,clear,1,8,0,2,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,19,kila,11,f,orangutan,clear,2,9,2,1,1,2.0,0,0,4.0,-2.0
volter2014cognitive,3,14,kila,11,f,orangutan,clear,1,10,1,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,23,kila,11,f,orangutan,clear,1,11,2,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,17,kila,11,f,orangutan,clear,1,12,2,1,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,5,kila,11,f,orangutan,clear,1,13,0,2,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,10,kila,11,f,orangutan,clear,6,14,1,1,1,2.0,1,0,4.0,2.0
volter2014cognitive,3,18,kila,11,f,orangutan,clear,1,15,2,1,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,7,kila,11,f,orangutan,clear,2,16,0,2,1,2.0,0,0,4.0,-2.0
volter2014cognitive,3,8,kila,11,f,orangutan,clear,1,17,0,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,13,kila,11,f,orangutan,clear,1,18,1,2,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,6,kila,11,f,orangutan,clear,1,19,0,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,1,kila,11,f,orangutan,clear,1,20,0,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,9,kila,11,f,orangutan,clear,1,21,1,1,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,21,kila,11,f,orangutan,clear,6,22,2,2,1,2.0,1,0,4.0,2.0
volter2014cognitive,3,11,kila,11,f,orangutan,clear,3,23,1,1,1,2.0,0,0,4.0,-1.0
volter2014cognitive,3,24,kila,11,f,orangutan,clear,2,24,2,2,1,2.0,0,0,4.0,-2.0
volter2014cognitive,3,14,kofi,6,m,chimpanzee,clear,3,1,1,2,0,1.0,0,0,4.0,-1.0
volter2014cognitive,3,7,kofi,6,m,chimpanzee,clear,3,2,0,2,1,1.0,1,0,4.0,-1.0
volter2014cognitive,3,9,kofi,6,m,chimpanzee,clear,17,3,1,1,0,1.0,0,0,4.0,13.0
volter2014cognitive,3,22,kofi,6,m,chimpanzee,clear,10,4,2,2,0,1.0,0,0,4.0,6.0
volter2014cognitive,3,13,kofi,6,m,chimpanzee,clear,3,5,1,2,1,1.0,1,0,4.0,-1.0
volter2014cognitive,3,16,kofi,6,m,chimpanzee,clear,1,6,1,2,1,1.0,1,1,4.0,-3.0
volter2014cognitive,3,24,kofi,6,m,chimpanzee,clear,1,7,2,2,1,1.0,1,1,4.0,-3.0
volter2014cognitive,3,3,kofi,6,m,chimpanzee,clear,1,8,0,2,1,1.0,1,1,4.0,-3.0
volter2014cognitive,3,20,kofi,6,m,chimpanzee,clear,4,9,2,1,0,1.0,0,0,4.0,0.0
volter2014cognitive,3,12,kofi,6,m,chimpanzee,clear,5,10,1,1,0,1.0,1,0,4.0,1.0
volter2014cognitive,3,19,kofi,6,m,chimpanzee,clear,5,11,2,1,1,1.0,1,0,4.0,1.0
volter2014cognitive,3,4,kofi,6,m,chimpanzee,clear,11,12,0,2,0,1.0,0,0,4.0,7.0
volter2014cognitive,3,10,kofi,6,m,chimpanzee,clear,1,13,1,1,1,1.0,1,1,4.0,-3.0
volter2014cognitive,3,2,kofi,6,m,chimpanzee,clear,8,14,0,2,1,1.0,0,0,4.0,4.0
volter2014cognitive,3,18,kofi,6,m,chimpanzee,clear,3,15,2,1,1,1.0,1,0,4.0,-1.0
volter2014cognitive,3,21,kofi,6,m,chimpanzee,clear,1,16,2,2,1,1.0,1,1,4.0,-3.0
volter2014cognitive,3,1,kofi,6,m,chimpanzee,clear,7,17,0,2,0,1.0,0,0,4.0,3.0
volter2014cognitive,3,15,kofi,6,m,chimpanzee,clear,1,18,1,2,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,23,kofi,6,m,chimpanzee,clear,1,19,2,2,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,11,kofi,6,m,chimpanzee,clear,5,20,1,1,1,1.0,1,0,4.0,1.0
volter2014cognitive,3,5,kofi,6,m,chimpanzee,clear,2,21,0,2,1,1.0,1,0,4.0,-2.0
volter2014cognitive,3,6,kofi,6,m,chimpanzee,clear,1,22,0,2,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,17,kofi,6,m,chimpanzee,clear,1,23,2,1,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,8,kofi,6,m,chimpanzee,clear,1,24,0,2,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,18,kofi,6,m,chimpanzee,clear,6,1,2,1,1,2.0,1,0,4.0,2.0
volter2014cognitive,3,1,kofi,6,m,chimpanzee,clear,1,2,0,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,11,kofi,6,m,chimpanzee,clear,4,3,1,1,1,2.0,1,0,4.0,0.0
volter2014cognitive,3,20,kofi,6,m,chimpanzee,clear,1,4,2,1,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,5,kofi,6,m,chimpanzee,clear,1,5,0,2,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,24,kofi,6,m,chimpanzee,clear,1,6,2,2,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,9,kofi,6,m,chimpanzee,clear,2,7,1,1,0,2.0,0,0,4.0,-2.0
volter2014cognitive,3,22,kofi,6,m,chimpanzee,clear,1,8,2,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,10,kofi,6,m,chimpanzee,clear,2,9,1,1,1,2.0,0,0,4.0,-2.0
volter2014cognitive,3,2,kofi,6,m,chimpanzee,clear,1,10,0,2,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,14,kofi,6,m,chimpanzee,clear,1,11,1,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,3,kofi,6,m,chimpanzee,clear,1,12,0,2,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,6,kofi,6,m,chimpanzee,clear,1,13,0,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,23,kofi,6,m,chimpanzee,clear,1,14,2,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,16,kofi,6,m,chimpanzee,clear,1,15,1,2,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,19,kofi,6,m,chimpanzee,clear,1,16,2,1,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,4,kofi,6,m,chimpanzee,clear,1,17,0,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,15,kofi,6,m,chimpanzee,clear,1,18,1,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,21,kofi,6,m,chimpanzee,clear,3,19,2,2,1,2.0,0,0,4.0,-1.0
volter2014cognitive,3,12,kofi,6,m,chimpanzee,clear,1,20,1,1,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,13,kofi,6,m,chimpanzee,clear,1,21,1,2,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,17,kofi,6,m,chimpanzee,clear,1,22,2,1,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,7,kofi,6,m,chimpanzee,clear,1,23,0,2,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,8,kofi,6,m,chimpanzee,clear,1,24,0,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,8,kuno,14,m,bonobo,clear,2,1,0,2,0,1.0,0,0,4.0,-2.0
volter2014cognitive,3,4,kuno,14,m,bonobo,clear,3,2,0,2,0,1.0,0,0,4.0,-1.0
volter2014cognitive,3,18,kuno,14,m,bonobo,clear,8,3,2,1,1,1.0,1,0,4.0,4.0
volter2014cognitive,3,6,kuno,14,m,bonobo,clear,5,4,0,2,0,1.0,1,0,4.0,1.0
volter2014cognitive,3,22,kuno,14,m,bonobo,clear,1,5,2,2,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,12,kuno,14,m,bonobo,clear,2,6,1,1,0,1.0,0,0,4.0,-2.0
volter2014cognitive,3,1,kuno,14,m,bonobo,clear,1,7,0,2,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,16,kuno,14,m,bonobo,clear,13,8,1,2,1,1.0,1,0,4.0,9.0
volter2014cognitive,3,2,kuno,14,m,bonobo,clear,1,9,0,2,1,1.0,1,1,4.0,-3.0
volter2014cognitive,3,14,kuno,14,m,bonobo,clear,4,10,1,2,0,1.0,0,0,4.0,0.0
volter2014cognitive,3,5,kuno,14,m,bonobo,clear,2,11,0,2,1,1.0,0,0,4.0,-2.0
volter2014cognitive,3,13,kuno,14,m,bonobo,clear,1,12,1,2,1,1.0,1,1,4.0,-3.0
volter2014cognitive,3,21,kuno,14,m,bonobo,clear,1,13,2,2,1,1.0,1,1,4.0,-3.0
volter2014cognitive,3,3,kuno,14,m,bonobo,clear,2,14,0,2,1,1.0,1,0,4.0,-2.0
volter2014cognitive,3,20,kuno,14,m,bonobo,clear,2,15,2,1,0,1.0,0,0,4.0,-2.0
volter2014cognitive,3,23,kuno,14,m,bonobo,clear,1,16,2,2,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,11,kuno,14,m,bonobo,clear,1,17,1,1,1,1.0,1,1,4.0,-3.0
volter2014cognitive,3,24,kuno,14,m,bonobo,clear,3,18,2,2,1,1.0,0,0,4.0,-1.0
volter2014cognitive,3,9,kuno,14,m,bonobo,clear,3,19,1,1,0,1.0,0,0,4.0,-1.0
volter2014cognitive,3,19,kuno,14,m,bonobo,clear,6,20,2,1,1,1.0,0,0,4.0,2.0
volter2014cognitive,3,10,kuno,14,m,bonobo,clear,1,21,1,1,1,1.0,1,1,4.0,-3.0
volter2014cognitive,3,17,kuno,14,m,bonobo,clear,1,22,2,1,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,7,kuno,14,m,bonobo,clear,1,23,0,2,1,1.0,1,1,4.0,-3.0
volter2014cognitive,3,15,kuno,14,m,bonobo,clear,2,24,1,2,0,1.0,0,0,4.0,-2.0
volter2014cognitive,3,3,kuno,14,m,bonobo,clear,1,1,0,2,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,18,kuno,14,m,bonobo,clear,2,2,2,1,1,2.0,0,0,4.0,-2.0
volter2014cognitive,3,12,kuno,14,m,bonobo,clear,1,3,1,1,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,23,kuno,14,m,bonobo,clear,2,4,2,2,0,2.0,0,0,4.0,-2.0
volter2014cognitive,3,14,kuno,14,m,bonobo,clear,1,5,1,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,4,kuno,14,m,bonobo,clear,2,6,0,2,0,2.0,1,0,4.0,-2.0
volter2014cognitive,3,9,kuno,14,m,bonobo,clear,1,7,1,1,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,22,kuno,14,m,bonobo,clear,1,8,2,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,2,kuno,14,m,bonobo,clear,2,9,0,2,1,2.0,0,0,4.0,-2.0
volter2014cognitive,3,5,kuno,14,m,bonobo,clear,1,10,0,2,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,17,kuno,14,m,bonobo,clear,4,11,2,1,0,2.0,0,0,4.0,0.0
volter2014cognitive,3,15,kuno,14,m,bonobo,clear,1,12,1,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,1,kuno,14,m,bonobo,clear,1,13,0,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,16,kuno,14,m,bonobo,clear,1,14,1,2,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,24,kuno,14,m,bonobo,clear,2,15,2,2,1,2.0,0,0,4.0,-2.0
volter2014cognitive,3,8,kuno,14,m,bonobo,clear,1,16,0,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,10,kuno,14,m,bonobo,clear,1,17,1,1,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,7,kuno,14,m,bonobo,clear,1,18,0,2,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,19,kuno,14,m,bonobo,clear,1,19,2,1,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,6,kuno,14,m,bonobo,clear,3,20,0,2,0,2.0,1,0,4.0,-1.0
volter2014cognitive,3,13,kuno,14,m,bonobo,clear,1,21,1,2,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,21,kuno,14,m,bonobo,clear,1,22,2,2,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,20,kuno,14,m,bonobo,clear,2,23,2,1,0,2.0,0,0,4.0,-2.0
volter2014cognitive,3,11,kuno,14,m,bonobo,clear,1,24,1,1,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,18,lome,10,m,chimpanzee,opaquecued,2,1,2,1,1,1.0,1,0,4.0,-2.0
volter2014cognitive,3,15,lome,10,m,chimpanzee,opaquecued,1,2,1,2,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,17,lome,10,m,chimpanzee,opaquecued,17,3,2,1,0,1.0,1,0,4.0,13.0
volter2014cognitive,3,2,lome,10,m,chimpanzee,opaquecued,4,4,0,2,1,1.0,0,0,4.0,0.0
volter2014cognitive,3,6,lome,10,m,chimpanzee,opaquecued,4,5,0,2,0,1.0,0,0,4.0,0.0
volter2014cognitive,3,24,lome,10,m,chimpanzee,opaquecued,2,6,2,2,1,1.0,0,0,4.0,-2.0
volter2014cognitive,3,13,lome,10,m,chimpanzee,opaquecued,3,7,1,2,1,1.0,0,0,4.0,-1.0
volter2014cognitive,3,10,lome,10,m,chimpanzee,opaquecued,1,8,1,1,1,1.0,1,1,4.0,-3.0
volter2014cognitive,3,4,lome,10,m,chimpanzee,opaquecued,3,9,0,2,0,1.0,0,0,4.0,-1.0
volter2014cognitive,3,8,lome,10,m,chimpanzee,opaquecued,16,10,0,2,0,1.0,1,0,4.0,12.0
volter2014cognitive,3,20,lome,10,m,chimpanzee,opaquecued,4,11,2,1,0,1.0,0,0,4.0,0.0
volter2014cognitive,3,16,lome,10,m,chimpanzee,opaquecued,2,12,1,2,1,1.0,0,0,4.0,-2.0
volter2014cognitive,3,5,lome,10,m,chimpanzee,opaquecued,3,13,0,2,1,1.0,0,0,4.0,-1.0
volter2014cognitive,3,12,lome,10,m,chimpanzee,opaquecued,4,14,1,1,0,1.0,0,0,4.0,0.0
volter2014cognitive,3,9,lome,10,m,chimpanzee,opaquecued,8,15,1,1,0,1.0,0,0,4.0,4.0
volter2014cognitive,3,3,lome,10,m,chimpanzee,opaquecued,1,16,0,2,1,1.0,1,1,4.0,-3.0
volter2014cognitive,3,21,lome,10,m,chimpanzee,opaquecued,6,17,2,2,1,1.0,1,0,4.0,2.0
volter2014cognitive,3,22,lome,10,m,chimpanzee,opaquecued,2,18,2,2,0,1.0,0,0,4.0,-2.0
volter2014cognitive,3,14,lome,10,m,chimpanzee,opaquecued,1,19,1,2,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,11,lome,10,m,chimpanzee,opaquecued,3,20,1,1,1,1.0,0,0,4.0,-1.0
volter2014cognitive,3,19,lome,10,m,chimpanzee,opaquecued,6,24,2,1,1,1.0,0,0,4.0,2.0
volter2014cognitive,3,23,lome,10,m,chimpanzee,opaquecued,2,21,2,2,0,1.0,0,0,4.0,-2.0
volter2014cognitive,3,1,lome,10,m,chimpanzee,opaquecued,5,22,0,2,0,1.0,0,0,4.0,1.0
volter2014cognitive,3,7,lome,10,m,chimpanzee,opaquecued,14,23,0,2,1,1.0,1,0,4.0,10.0
volter2014cognitive,3,22,lome,10,m,chimpanzee,opaquecued,1,1,2,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,15,lome,10,m,chimpanzee,opaquecued,13,2,1,2,0,2.0,0,0,4.0,9.0
volter2014cognitive,3,6,lome,10,m,chimpanzee,opaquecued,7,3,0,2,0,2.0,0,0,4.0,3.0
volter2014cognitive,3,11,lome,10,m,chimpanzee,opaquecued,6,4,1,1,1,2.0,0,0,4.0,2.0
volter2014cognitive,3,8,lome,10,m,chimpanzee,opaquecued,1,5,0,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,4,lome,10,m,chimpanzee,opaquecued,1,6,0,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,21,lome,10,m,chimpanzee,opaquecued,17,7,2,2,1,2.0,0,0,4.0,13.0
volter2014cognitive,3,10,lome,10,m,chimpanzee,opaquecued,13,8,1,1,1,2.0,1,0,4.0,9.0
volter2014cognitive,3,16,lome,10,m,chimpanzee,opaquecued,2,9,1,2,1,2.0,0,0,4.0,-2.0
volter2014cognitive,3,20,lome,10,m,chimpanzee,opaquecued,3,10,2,1,0,2.0,0,0,4.0,-1.0
volter2014cognitive,3,13,lome,10,m,chimpanzee,opaquecued,17,11,1,2,1,2.0,0,0,4.0,13.0
volter2014cognitive,3,5,lome,10,m,chimpanzee,opaquecued,1,12,0,2,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,9,lome,10,m,chimpanzee,opaquecued,1,13,1,1,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,14,lome,10,m,chimpanzee,opaquecued,1,14,1,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,2,lome,10,m,chimpanzee,opaquecued,5,15,0,2,1,2.0,0,0,4.0,1.0
volter2014cognitive,3,18,lome,10,m,chimpanzee,opaquecued,17,16,2,1,1,2.0,0,0,4.0,13.0
volter2014cognitive,3,3,lome,10,m,chimpanzee,opaquecued,17,17,0,2,1,2.0,1,0,4.0,13.0
volter2014cognitive,3,24,lome,10,m,chimpanzee,opaquecued,3,18,2,2,1,2.0,0,0,4.0,-1.0
volter2014cognitive,3,17,lome,10,m,chimpanzee,opaquecued,2,19,2,1,0,2.0,0,0,4.0,-2.0
volter2014cognitive,3,19,lome,10,m,chimpanzee,opaquecued,2,20,2,1,1,2.0,1,0,4.0,-2.0
volter2014cognitive,3,23,lome,10,m,chimpanzee,opaquecued,1,21,2,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,12,lome,10,m,chimpanzee,opaquecued,1,22,1,1,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,7,lome,10,m,chimpanzee,opaquecued,5,23,0,2,1,2.0,0,0,4.0,1.0
volter2014cognitive,3,1,lome,10,m,chimpanzee,opaquecued,1,24,0,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,3,padana,13,f,orangutan,opaquecued,1,1,0,2,1,1.0,1,1,4.0,-3.0
volter2014cognitive,3,22,padana,13,f,orangutan,opaquecued,9,2,2,2,0,1.0,1,0,4.0,5.0
volter2014cognitive,3,11,padana,13,f,orangutan,opaquecued,11,3,1,1,1,1.0,0,0,4.0,7.0
volter2014cognitive,3,24,padana,13,f,orangutan,opaquecued,1,4,2,2,1,1.0,1,1,4.0,-3.0
volter2014cognitive,3,17,padana,13,f,orangutan,opaquecued,17,5,2,1,0,1.0,0,0,4.0,13.0
volter2014cognitive,3,5,padana,13,f,orangutan,opaquecued,4,6,0,2,1,1.0,0,0,4.0,0.0
volter2014cognitive,3,15,padana,13,f,orangutan,opaquecued,14,7,1,2,0,1.0,0,0,4.0,10.0
volter2014cognitive,3,8,padana,13,f,orangutan,opaquecued,2,8,0,2,0,1.0,1,0,4.0,-2.0
volter2014cognitive,3,2,padana,13,f,orangutan,opaquecued,17,9,0,2,1,1.0,0,0,4.0,13.0
volter2014cognitive,3,13,padana,13,f,orangutan,opaquecued,1,10,1,2,1,1.0,1,1,4.0,-3.0
volter2014cognitive,3,21,padana,13,f,orangutan,opaquecued,3,11,2,2,1,1.0,0,0,4.0,-1.0
volter2014cognitive,3,10,padana,13,f,orangutan,opaquecued,5,12,1,1,1,1.0,0,0,4.0,1.0
volter2014cognitive,3,4,padana,13,f,orangutan,opaquecued,17,13,0,2,0,1.0,0,0,4.0,13.0
volter2014cognitive,3,20,padana,13,f,orangutan,opaquecued,1,14,2,1,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,12,padana,13,f,orangutan,opaquecued,1,15,1,1,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,23,padana,13,f,orangutan,opaquecued,1,16,2,2,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,7,padana,13,f,orangutan,opaquecued,9,17,0,2,1,1.0,0,0,4.0,5.0
volter2014cognitive,3,1,padana,13,f,orangutan,opaquecued,1,18,0,2,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,9,padana,13,f,orangutan,opaquecued,17,19,1,1,0,1.0,0,0,4.0,13.0
volter2014cognitive,3,18,padana,13,f,orangutan,opaquecued,13,20,2,1,1,1.0,0,0,4.0,9.0
volter2014cognitive,3,16,padana,13,f,orangutan,opaquecued,16,21,1,2,1,1.0,1,0,4.0,12.0
volter2014cognitive,3,14,padana,13,f,orangutan,opaquecued,1,22,1,2,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,19,padana,13,f,orangutan,opaquecued,3,23,2,1,1,1.0,0,0,4.0,-1.0
volter2014cognitive,3,6,padana,13,f,orangutan,opaquecued,10,24,0,2,0,1.0,1,0,4.0,6.0
volter2014cognitive,3,24,padana,13,f,orangutan,opaquecued,5,1,2,2,1,2.0,0,0,4.0,1.0
volter2014cognitive,3,2,padana,13,f,orangutan,opaquecued,2,2,0,2,1,2.0,1,0,4.0,-2.0
volter2014cognitive,3,20,padana,13,f,orangutan,opaquecued,2,3,2,1,0,2.0,0,0,4.0,-2.0
volter2014cognitive,3,15,padana,13,f,orangutan,opaquecued,2,4,1,2,0,2.0,0,0,4.0,-2.0
volter2014cognitive,3,23,padana,13,f,orangutan,opaquecued,1,5,2,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,14,padana,13,f,orangutan,opaquecued,1,6,1,2,0,2.0,1,1,4.0,-3.0
