study_id,experiment,id,participant,age_in_years,sex,species,condition,number_trials,order,lop,num_levels,changes_direction,repetition,t1_planning,t1_success,test_value,diff_num_trials
volter2014cognitive,3,13,fifi,18,f,chimpanzee,clear,2,14,1,2,1,2.0,0,0,4.0,-2.0
volter2014cognitive,3,17,fifi,18,f,chimpanzee,clear,2,15,2,1,0,2.0,0,0,4.0,-2.0
volter2014cognitive,3,8,fifi,18,f,chimpanzee,clear,1,16,0,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,9,fifi,18,f,chimpanzee,clear,1,17,1,1,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,4,fifi,18,f,chimpanzee,clear,2,18,0,2,0,2.0,0,0,4.0,-2.0
volter2014cognitive,3,6,fifi,18,f,chimpanzee,clear,1,19,0,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,22,fifi,18,f,chimpanzee,clear,1,20,2,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,19,fifi,18,f,chimpanzee,clear,1,21,2,1,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,16,fifi,18,f,chimpanzee,clear,3,22,1,2,1,2.0,0,0,4.0,-1.0
volter2014cognitive,3,14,fifi,18,f,chimpanzee,clear,1,23,1,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,20,fifi,18,f,chimpanzee,clear,1,24,2,1,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,23,fraukje,35,f,chimpanzee,opaquecued,2,1,2,2,0,1.0,1,0,4.0,-2.0
volter2014cognitive,3,1,fraukje,35,f,chimpanzee,opaquecued,1,2,0,2,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,16,fraukje,35,f,chimpanzee,opaquecued,2,3,1,2,1,1.0,1,0,4.0,-2.0
volter2014cognitive,3,8,fraukje,35,f,chimpanzee,opaquecued,14,4,0,2,0,1.0,0,0,4.0,10.0
volter2014cognitive,3,14,fraukje,35,f,chimpanzee,opaquecued,1,5,1,2,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,20,fraukje,35,f,chimpanzee,opaquecued,9,6,2,1,0,1.0,0,0,4.0,5.0
volter2014cognitive,3,19,fraukje,35,f,chimpanzee,opaquecued,17,7,2,1,1,1.0,0,0,4.0,13.0
volter2014cognitive,3,10,fraukje,35,f,chimpanzee,opaquecued,2,8,1,1,1,1.0,0,0,4.0,-2.0
volter2014cognitive,3,17,fraukje,35,f,chimpanzee,opaquecued,1,9,2,1,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,7,fraukje,35,f,chimpanzee,opaquecued,4,10,0,2,1,1.0,1,0,4.0,0.0
volter2014cognitive,3,6,fraukje,35,f,chimpanzee,opaquecued,4,11,0,2,0,1.0,0,0,4.0,0.0
volter2014cognitive,3,9,fraukje,35,f,chimpanzee,opaquecued,5,12,1,1,0,1.0,0,0,4.0,1.0
volter2014cognitive,3,13,fraukje,35,f,chimpanzee,opaquecued,6,13,1,2,1,1.0,1,0,4.0,2.0
volter2014cognitive,3,12,fraukje,35,f,chimpanzee,opaquecued,1,14,1,1,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,22,fraukje,35,f,chimpanzee,opaquecued,3,15,2,2,0,1.0,1,0,4.0,-1.0
volter2014cognitive,3,18,fraukje,35,f,chimpanzee,opaquecued,17,16,2,1,1,1.0,1,0,4.0,13.0
volter2014cognitive,3,4,fraukje,35,f,chimpanzee,opaquecued,4,17,0,2,0,1.0,0,0,4.0,0.0
volter2014cognitive,3,15,fraukje,35,f,chimpanzee,opaquecued,1,18,1,2,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,11,fraukje,35,f,chimpanzee,opaquecued,17,19,1,1,1,1.0,1,0,4.0,13.0
volter2014cognitive,3,2,fraukje,35,f,chimpanzee,opaquecued,3,20,0,2,1,1.0,1,0,4.0,-1.0
volter2014cognitive,3,24,fraukje,35,f,chimpanzee,opaquecued,3,21,2,2,1,1.0,1,0,4.0,-1.0
volter2014cognitive,3,3,fraukje,35,f,chimpanzee,opaquecued,14,22,0,2,1,1.0,0,0,4.0,10.0
volter2014cognitive,3,21,fraukje,35,f,chimpanzee,opaquecued,17,23,2,2,1,1.0,0,0,4.0,13.0
volter2014cognitive,3,5,fraukje,35,f,chimpanzee,opaquecued,1,24,0,2,1,1.0,1,1,4.0,-3.0
volter2014cognitive,3,20,fraukje,35,f,chimpanzee,opaquecued,1,1,2,1,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,12,fraukje,35,f,chimpanzee,opaquecued,1,2,1,1,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,17,fraukje,35,f,chimpanzee,opaquecued,7,3,2,1,0,2.0,0,0,4.0,3.0
volter2014cognitive,3,11,fraukje,35,f,chimpanzee,opaquecued,17,4,1,1,1,2.0,0,0,4.0,13.0
volter2014cognitive,3,14,fraukje,35,f,chimpanzee,opaquecued,2,5,1,2,0,2.0,0,0,4.0,-2.0
volter2014cognitive,3,21,fraukje,35,f,chimpanzee,opaquecued,17,6,2,2,1,2.0,1,0,4.0,13.0
volter2014cognitive,3,19,fraukje,35,f,chimpanzee,opaquecued,4,7,2,1,1,2.0,1,0,4.0,0.0
volter2014cognitive,3,8,fraukje,35,f,chimpanzee,opaquecued,5,8,0,2,0,2.0,0,0,4.0,1.0
volter2014cognitive,3,6,fraukje,35,f,chimpanzee,opaquecued,6,9,0,2,0,2.0,1,0,4.0,2.0
volter2014cognitive,3,10,fraukje,35,f,chimpanzee,opaquecued,2,10,1,1,1,2.0,0,0,4.0,-2.0
volter2014cognitive,3,22,fraukje,35,f,chimpanzee,opaquecued,1,11,2,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,9,fraukje,35,f,chimpanzee,opaquecued,3,12,1,1,0,2.0,1,0,4.0,-1.0
volter2014cognitive,3,24,fraukje,35,f,chimpanzee,opaquecued,2,13,2,2,1,2.0,0,0,4.0,-2.0
volter2014cognitive,3,23,fraukje,35,f,chimpanzee,opaquecued,11,14,2,2,0,2.0,0,0,4.0,7.0
volter2014cognitive,3,16,fraukje,35,f,chimpanzee,opaquecued,4,15,1,2,1,2.0,0,0,4.0,0.0
volter2014cognitive,3,13,fraukje,35,f,chimpanzee,opaquecued,6,16,1,2,1,2.0,0,0,4.0,2.0
volter2014cognitive,3,1,fraukje,35,f,chimpanzee,opaquecued,6,17,0,2,0,2.0,0,0,4.0,2.0
volter2014cognitive,3,15,fraukje,35,f,chimpanzee,opaquecued,4,18,1,2,0,2.0,0,0,4.0,0.0
volter2014cognitive,3,2,fraukje,35,f,chimpanzee,opaquecued,4,19,0,2,1,2.0,0,0,4.0,0.0
volter2014cognitive,3,18,fraukje,35,f,chimpanzee,opaquecued,9,20,2,1,1,2.0,1,0,4.0,5.0
volter2014cognitive,3,3,fraukje,35,f,chimpanzee,opaquecued,17,21,0,2,1,2.0,1,0,4.0,13.0
volter2014cognitive,3,5,fraukje,35,f,chimpanzee,opaquecued,4,22,0,2,1,2.0,0,0,4.0,0.0
volter2014cognitive,3,4,fraukje,35,f,chimpanzee,opaquecued,2,23,0,2,0,2.0,0,0,4.0,-2.0
volter2014cognitive,3,7,fraukje,35,f,chimpanzee,opaquecued,12,24,0,2,1,2.0,1,0,4.0,8.0
volter2014cognitive,3,24,frodo,17,m,chimpanzee,opaquecued,2,1,2,2,1,1.0,0,0,4.0,-2.0
volter2014cognitive,3,7,frodo,17,m,chimpanzee,opaquecued,7,2,0,2,1,1.0,0,0,4.0,3.0
volter2014cognitive,3,21,frodo,17,m,chimpanzee,opaquecued,17,3,2,2,1,1.0,0,0,4.0,13.0
volter2014cognitive,3,18,frodo,17,m,chimpanzee,opaquecued,7,4,2,1,1,1.0,1,0,4.0,3.0
volter2014cognitive,3,8,frodo,17,m,chimpanzee,opaquecued,3,5,0,2,0,1.0,1,0,4.0,-1.0
volter2014cognitive,3,19,frodo,17,m,chimpanzee,opaquecued,1,6,2,1,1,1.0,1,1,4.0,-3.0
volter2014cognitive,3,1,frodo,17,m,chimpanzee,opaquecued,7,7,0,2,0,1.0,1,0,4.0,3.0
volter2014cognitive,3,14,frodo,17,m,chimpanzee,opaquecued,17,8,1,2,0,1.0,0,0,4.0,13.0
volter2014cognitive,3,23,frodo,17,m,chimpanzee,opaquecued,1,9,2,2,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,12,frodo,17,m,chimpanzee,opaquecued,2,10,1,1,0,1.0,1,0,4.0,-2.0
volter2014cognitive,3,13,frodo,17,m,chimpanzee,opaquecued,17,11,1,2,1,1.0,0,0,4.0,13.0
volter2014cognitive,3,17,frodo,17,m,chimpanzee,opaquecued,17,12,2,1,0,1.0,0,0,4.0,13.0
volter2014cognitive,3,22,frodo,17,m,chimpanzee,opaquecued,17,13,2,2,0,1.0,0,0,4.0,13.0
volter2014cognitive,3,5,frodo,17,m,chimpanzee,opaquecued,1,14,0,2,1,1.0,1,1,4.0,-3.0
volter2014cognitive,3,15,frodo,17,m,chimpanzee,opaquecued,7,15,1,2,0,1.0,1,0,4.0,3.0
volter2014cognitive,3,6,frodo,17,m,chimpanzee,opaquecued,7,16,0,2,0,1.0,1,0,4.0,3.0
volter2014cognitive,3,16,frodo,17,m,chimpanzee,opaquecued,10,17,1,2,1,1.0,1,0,4.0,6.0
volter2014cognitive,3,9,frodo,17,m,chimpanzee,opaquecued,17,18,1,1,0,1.0,0,0,4.0,13.0
volter2014cognitive,3,4,frodo,17,m,chimpanzee,opaquecued,17,19,0,2,0,1.0,0,0,4.0,13.0
volter2014cognitive,3,20,frodo,17,m,chimpanzee,opaquecued,1,20,2,1,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,11,frodo,17,m,chimpanzee,opaquecued,3,21,1,1,1,1.0,1,0,4.0,-1.0
volter2014cognitive,3,10,frodo,17,m,chimpanzee,opaquecued,17,22,1,1,1,1.0,0,0,4.0,13.0
volter2014cognitive,3,2,frodo,17,m,chimpanzee,opaquecued,1,23,0,2,1,1.0,1,1,4.0,-3.0
volter2014cognitive,3,3,frodo,17,m,chimpanzee,opaquecued,12,24,0,2,1,1.0,0,0,4.0,8.0
volter2014cognitive,3,4,frodo,17,m,chimpanzee,opaquecued,17,1,0,2,0,2.0,0,0,4.0,13.0
volter2014cognitive,3,7,frodo,17,m,chimpanzee,opaquecued,17,2,0,2,1,2.0,0,0,4.0,13.0
volter2014cognitive,3,21,frodo,17,m,chimpanzee,opaquecued,17,3,2,2,1,2.0,0,0,4.0,13.0
volter2014cognitive,3,10,frodo,17,m,chimpanzee,opaquecued,17,4,1,1,1,2.0,0,0,4.0,13.0
volter2014cognitive,3,13,frodo,17,m,chimpanzee,opaquecued,17,5,1,2,1,2.0,0,0,4.0,13.0
volter2014cognitive,3,2,frodo,17,m,chimpanzee,opaquecued,2,6,0,2,1,2.0,1,0,4.0,-2.0
volter2014cognitive,3,6,frodo,17,m,chimpanzee,opaquecued,9,7,0,2,0,2.0,1,0,4.0,5.0
volter2014cognitive,3,23,frodo,17,m,chimpanzee,opaquecued,1,8,2,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,1,frodo,17,m,chimpanzee,opaquecued,1,9,0,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,14,frodo,17,m,chimpanzee,opaquecued,17,10,1,2,0,2.0,0,0,4.0,13.0
volter2014cognitive,3,22,frodo,17,m,chimpanzee,opaquecued,17,11,2,2,0,2.0,0,0,4.0,13.0
volter2014cognitive,3,11,frodo,17,m,chimpanzee,opaquecued,1,12,1,1,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,16,frodo,17,m,chimpanzee,opaquecued,2,13,1,2,1,2.0,1,0,4.0,-2.0
volter2014cognitive,3,8,frodo,17,m,chimpanzee,opaquecued,17,14,0,2,0,2.0,0,0,4.0,13.0
volter2014cognitive,3,12,frodo,17,m,chimpanzee,opaquecued,1,15,1,1,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,24,frodo,17,m,chimpanzee,opaquecued,1,16,2,2,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,18,frodo,17,m,chimpanzee,opaquecued,17,17,2,1,1,2.0,0,0,4.0,13.0
volter2014cognitive,3,5,frodo,17,m,chimpanzee,opaquecued,1,18,0,2,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,20,frodo,17,m,chimpanzee,opaquecued,1,19,2,1,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,15,frodo,17,m,chimpanzee,opaquecued,6,20,1,2,0,2.0,1,0,4.0,2.0
volter2014cognitive,3,9,frodo,17,m,chimpanzee,opaquecued,17,21,1,1,0,2.0,0,0,4.0,13.0
volter2014cognitive,3,17,frodo,17,m,chimpanzee,opaquecued,17,22,2,1,0,2.0,0,0,4.0,13.0
volter2014cognitive,3,3,frodo,17,m,chimpanzee,opaquecued,9,23,0,2,1,2.0,0,0,4.0,5.0
volter2014cognitive,3,19,frodo,17,m,chimpanzee,opaquecued,1,24,2,1,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,14,jahaga,18,f,chimpanzee,opaquecued,1,1,1,2,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,6,jahaga,18,f,chimpanzee,opaquecued,17,2,0,2,0,1.0,1,0,4.0,13.0
volter2014cognitive,3,16,jahaga,18,f,chimpanzee,opaquecued,1,3,1,2,1,1.0,1,1,4.0,-3.0
volter2014cognitive,3,21,jahaga,18,f,chimpanzee,opaquecued,5,4,2,2,1,1.0,0,0,4.0,1.0
volter2014cognitive,3,2,jahaga,18,f,chimpanzee,opaquecued,1,5,0,2,1,1.0,1,1,4.0,-3.0
volter2014cognitive,3,13,jahaga,18,f,chimpanzee,opaquecued,8,6,1,2,1,1.0,1,0,4.0,4.0
volter2014cognitive,3,24,jahaga,18,f,chimpanzee,opaquecued,4,7,2,2,1,1.0,0,0,4.0,0.0
volter2014cognitive,3,4,jahaga,18,f,chimpanzee,opaquecued,7,8,0,2,0,1.0,1,0,4.0,3.0
volter2014cognitive,3,11,jahaga,18,f,chimpanzee,opaquecued,7,9,1,1,1,1.0,1,0,4.0,3.0
volter2014cognitive,3,5,jahaga,18,f,chimpanzee,opaquecued,2,10,0,2,1,1.0,0,0,4.0,-2.0
volter2014cognitive,3,17,jahaga,18,f,chimpanzee,opaquecued,2,11,2,1,0,1.0,0,0,4.0,-2.0
volter2014cognitive,3,10,jahaga,18,f,chimpanzee,opaquecued,1,12,1,1,1,1.0,1,1,4.0,-3.0
volter2014cognitive,3,3,jahaga,18,f,chimpanzee,opaquecued,3,13,0,2,1,1.0,0,0,4.0,-1.0
volter2014cognitive,3,23,jahaga,18,f,chimpanzee,opaquecued,3,14,2,2,0,1.0,1,0,4.0,-1.0
volter2014cognitive,3,12,jahaga,18,f,chimpanzee,opaquecued,5,15,1,1,0,1.0,0,0,4.0,1.0
volter2014cognitive,3,20,jahaga,18,f,chimpanzee,opaquecued,3,16,2,1,0,1.0,1,0,4.0,-1.0
volter2014cognitive,3,18,jahaga,18,f,chimpanzee,opaquecued,2,17,2,1,1,1.0,0,0,4.0,-2.0
volter2014cognitive,3,1,jahaga,18,f,chimpanzee,opaquecued,1,18,0,2,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,9,jahaga,18,f,chimpanzee,opaquecued,10,19,1,1,0,1.0,0,0,4.0,6.0
volter2014cognitive,3,15,jahaga,18,f,chimpanzee,opaquecued,1,20,1,2,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,8,jahaga,18,f,chimpanzee,opaquecued,17,21,0,2,0,1.0,0,0,4.0,13.0
volter2014cognitive,3,7,jahaga,18,f,chimpanzee,opaquecued,4,22,0,2,1,1.0,0,0,4.0,0.0
volter2014cognitive,3,19,jahaga,18,f,chimpanzee,opaquecued,7,23,2,1,1,1.0,1,0,4.0,3.0
volter2014cognitive,3,22,jahaga,18,f,chimpanzee,opaquecued,3,24,2,2,0,1.0,0,0,4.0,-1.0
volter2014cognitive,3,13,jahaga,18,f,chimpanzee,opaquecued,2,1,1,2,1,2.0,1,0,4.0,-2.0
volter2014cognitive,3,7,jahaga,18,f,chimpanzee,opaquecued,2,2,0,2,1,2.0,0,0,4.0,-2.0
volter2014cognitive,3,3,jahaga,18,f,chimpanzee,opaquecued,8,3,0,2,1,2.0,0,0,4.0,4.0
volter2014cognitive,3,19,jahaga,18,f,chimpanzee,opaquecued,1,4,2,1,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,10,jahaga,18,f,chimpanzee,opaquecued,1,5,1,1,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,23,jahaga,18,f,chimpanzee,opaquecued,1,6,2,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,20,jahaga,18,f,chimpanzee,opaquecued,1,7,2,1,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,9,jahaga,18,f,chimpanzee,opaquecued,2,8,1,1,0,2.0,1,0,4.0,-2.0
volter2014cognitive,3,15,jahaga,18,f,chimpanzee,opaquecued,11,9,1,2,0,2.0,1,0,4.0,7.0
volter2014cognitive,3,6,jahaga,18,f,chimpanzee,opaquecued,1,10,0,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,11,jahaga,18,f,chimpanzee,opaquecued,13,11,1,1,1,2.0,1,0,4.0,9.0
volter2014cognitive,3,8,jahaga,18,f,chimpanzee,opaquecued,4,12,0,2,0,2.0,1,0,4.0,0.0
volter2014cognitive,3,1,jahaga,18,f,chimpanzee,opaquecued,2,13,0,2,0,2.0,0,0,4.0,-2.0
volter2014cognitive,3,22,jahaga,18,f,chimpanzee,opaquecued,2,14,2,2,0,2.0,1,0,4.0,-2.0
volter2014cognitive,3,17,jahaga,18,f,chimpanzee,opaquecued,1,15,2,1,0,2.0,0,1,4.0,-3.0
volter2014cognitive,3,14,jahaga,18,f,chimpanzee,opaquecued,3,16,1,2,0,2.0,1,0,4.0,-1.0
volter2014cognitive,3,5,jahaga,18,f,chimpanzee,opaquecued,4,17,0,2,1,2.0,0,0,4.0,0.0
volter2014cognitive,3,4,jahaga,18,f,chimpanzee,opaquecued,2,18,0,2,0,2.0,0,0,4.0,-2.0
volter2014cognitive,3,16,jahaga,18,f,chimpanzee,opaquecued,2,19,1,2,1,2.0,0,0,4.0,-2.0
volter2014cognitive,3,12,jahaga,18,f,chimpanzee,opaquecued,4,20,1,1,0,2.0,1,0,4.0,0.0
volter2014cognitive,3,2,jahaga,18,f,chimpanzee,opaquecued,10,21,0,2,1,2.0,1,0,4.0,6.0
volter2014cognitive,3,24,jahaga,18,f,chimpanzee,opaquecued,1,22,2,2,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,18,jahaga,18,f,chimpanzee,opaquecued,14,23,2,1,1,2.0,1,0,4.0,10.0
volter2014cognitive,3,21,jahaga,18,f,chimpanzee,opaquecued,3,24,2,2,1,2.0,0,0,4.0,-1.0
volter2014cognitive,3,1,jasongo,20,m,bonobo,opaquecued,1,1,0,2,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,14,jasongo,20,m,bonobo,opaquecued,17,2,1,2,0,1.0,0,0,4.0,13.0
volter2014cognitive,3,19,jasongo,20,m,bonobo,opaquecued,1,3,2,1,1,1.0,1,1,4.0,-3.0
volter2014cognitive,3,10,jasongo,20,m,bonobo,opaquecued,17,4,1,1,1,1.0,0,0,4.0,13.0
volter2014cognitive,3,15,jasongo,20,m,bonobo,opaquecued,1,5,1,2,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,24,jasongo,20,m,bonobo,opaquecued,2,6,2,2,1,1.0,1,0,4.0,-2.0
volter2014cognitive,3,20,jasongo,20,m,bonobo,opaquecued,1,7,2,1,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,11,jasongo,20,m,bonobo,opaquecued,2,8,1,1,1,1.0,1,0,4.0,-2.0
volter2014cognitive,3,23,jasongo,20,m,bonobo,opaquecued,1,9,2,2,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,3,jasongo,20,m,bonobo,opaquecued,1,10,0,2,1,1.0,1,1,4.0,-3.0
volter2014cognitive,3,16,jasongo,20,m,bonobo,opaquecued,1,11,1,2,1,1.0,1,1,4.0,-3.0
volter2014cognitive,3,2,jasongo,20,m,bonobo,opaquecued,6,12,0,2,1,1.0,0,0,4.0,2.0
volter2014cognitive,3,17,jasongo,20,m,bonobo,opaquecued,17,13,2,1,0,1.0,0,0,4.0,13.0
volter2014cognitive,3,9,jasongo,20,m,bonobo,opaquecued,17,14,1,1,0,1.0,0,0,4.0,13.0
volter2014cognitive,3,8,jasongo,20,m,bonobo,opaquecued,17,15,0,2,0,1.0,0,0,4.0,13.0
volter2014cognitive,3,6,jasongo,20,m,bonobo,opaquecued,1,16,0,2,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,12,jasongo,20,m,bonobo,opaquecued,2,17,1,1,0,1.0,1,0,4.0,-2.0
volter2014cognitive,3,13,jasongo,20,m,bonobo,opaquecued,6,18,1,2,1,1.0,0,0,4.0,2.0
volter2014cognitive,3,18,jasongo,20,m,bonobo,opaquecued,2,19,2,1,1,1.0,0,0,4.0,-2.0
volter2014cognitive,3,7,jasongo,20,m,bonobo,opaquecued,6,20,0,2,1,1.0,0,0,4.0,2.0
volter2014cognitive,3,21,jasongo,20,m,bonobo,opaquecued,3,21,2,2,1,1.0,1,0,4.0,-1.0
volter2014cognitive,3,22,jasongo,20,m,bonobo,opaquecued,2,22,2,2,0,1.0,1,0,4.0,-2.0
volter2014cognitive,3,5,jasongo,20,m,bonobo,opaquecued,9,23,0,2,1,1.0,0,0,4.0,5.0
volter2014cognitive,3,4,jasongo,20,m,bonobo,opaquecued,7,24,0,2,0,1.0,1,0,4.0,3.0
volter2014cognitive,3,6,jasongo,20,m,bonobo,opaquecued,1,1,0,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,22,jasongo,20,m,bonobo,opaquecued,13,2,2,2,0,2.0,0,0,4.0,9.0
volter2014cognitive,3,17,jasongo,20,m,bonobo,opaquecued,1,3,2,1,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,3,jasongo,20,m,bonobo,opaquecued,9,4,0,2,1,2.0,1,0,4.0,5.0
volter2014cognitive,3,19,jasongo,20,m,bonobo,opaquecued,8,5,2,1,1,2.0,0,0,4.0,4.0
volter2014cognitive,3,4,jasongo,20,m,bonobo,opaquecued,2,6,0,2,0,2.0,0,0,4.0,-2.0
volter2014cognitive,3,13,jasongo,20,m,bonobo,opaquecued,6,7,1,2,1,2.0,1,0,4.0,2.0
volter2014cognitive,3,21,jasongo,20,m,bonobo,opaquecued,10,8,2,2,1,2.0,1,0,4.0,6.0
volter2014cognitive,3,9,jasongo,20,m,bonobo,opaquecued,1,9,1,1,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,10,jasongo,20,m,bonobo,opaquecued,4,10,1,1,1,2.0,1,0,4.0,0.0
volter2014cognitive,3,24,jasongo,20,m,bonobo,opaquecued,17,11,2,2,1,2.0,0,0,4.0,13.0
volter2014cognitive,3,23,jasongo,20,m,bonobo,opaquecued,1,12,2,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,16,jasongo,20,m,bonobo,opaquecued,5,13,1,2,1,2.0,0,0,4.0,1.0
volter2014cognitive,3,14,jasongo,20,m,bonobo,opaquecued,10,14,1,2,0,2.0,1,0,4.0,6.0
volter2014cognitive,3,2,jasongo,20,m,bonobo,opaquecued,13,15,0,2,1,2.0,1,0,4.0,9.0
volter2014cognitive,3,20,jasongo,20,m,bonobo,opaquecued,2,16,2,1,0,2.0,0,0,4.0,-2.0
volter2014cognitive,3,5,jasongo,20,m,bonobo,opaquecued,8,17,0,2,1,2.0,1,0,4.0,4.0
volter2014cognitive,3,12,jasongo,20,m,bonobo,opaquecued,1,18,1,1,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,8,jasongo,20,m,bonobo,opaquecued,17,19,0,2,0,2.0,0,0,4.0,13.0
volter2014cognitive,3,18,jasongo,20,m,bonobo,opaquecued,1,20,2,1,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,1,jasongo,20,m,bonobo,opaquecued,4,21,0,2,0,2.0,0,0,4.0,0.0
volter2014cognitive,3,11,jasongo,20,m,bonobo,opaquecued,17,22,1,1,1,2.0,0,0,4.0,13.0
volter2014cognitive,3,7,jasongo,20,m,bonobo,opaquecued,4,23,0,2,1,2.0,0,0,4.0,0.0
volter2014cognitive,3,15,jasongo,20,m,bonobo,opaquecued,1,24,1,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,21,kara,6,f,chimpanzee,opaquecued,17,1,2,2,1,1.0,0,0,4.0,13.0
volter2014cognitive,3,7,kara,6,f,chimpanzee,opaquecued,9,2,0,2,1,1.0,0,0,4.0,5.0
volter2014cognitive,3,23,kara,6,f,chimpanzee,opaquecued,1,3,2,2,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,12,kara,6,f,chimpanzee,opaquecued,1,4,1,1,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,22,kara,6,f,chimpanzee,opaquecued,17,5,2,2,0,1.0,0,0,4.0,13.0
volter2014cognitive,3,8,kara,6,f,chimpanzee,opaquecued,17,6,0,2,0,1.0,0,0,4.0,13.0
volter2014cognitive,3,16,kara,6,f,chimpanzee,opaquecued,1,7,1,2,1,1.0,1,1,4.0,-3.0
volter2014cognitive,3,14,kara,6,f,chimpanzee,opaquecued,17,8,1,2,0,1.0,0,0,4.0,13.0
volter2014cognitive,3,1,kara,6,f,chimpanzee,opaquecued,1,9,0,2,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,20,kara,6,f,chimpanzee,opaquecued,3,10,2,1,0,1.0,1,0,4.0,-1.0
volter2014cognitive,3,4,kara,6,f,chimpanzee,opaquecued,17,11,0,2,0,1.0,0,0,4.0,13.0
volter2014cognitive,3,5,kara,6,f,chimpanzee,opaquecued,2,12,0,2,1,1.0,1,0,4.0,-2.0
volter2014cognitive,3,9,kara,6,f,chimpanzee,opaquecued,17,13,1,1,0,1.0,0,0,4.0,13.0
volter2014cognitive,3,18,kara,6,f,chimpanzee,opaquecued,17,14,2,1,1,1.0,0,0,4.0,13.0
volter2014cognitive,3,15,kara,6,f,chimpanzee,opaquecued,3,15,1,2,0,1.0,1,0,4.0,-1.0
volter2014cognitive,3,10,kara,6,f,chimpanzee,opaquecued,17,16,1,1,1,1.0,0,0,4.0,13.0
volter2014cognitive,3,2,kara,6,f,chimpanzee,opaquecued,1,17,0,2,1,1.0,1,1,4.0,-3.0
volter2014cognitive,3,24,kara,6,f,chimpanzee,opaquecued,1,18,2,2,1,1.0,1,1,4.0,-3.0
volter2014cognitive,3,3,kara,6,f,chimpanzee,opaquecued,17,19,0,2,1,1.0,0,0,4.0,13.0
volter2014cognitive,3,17,kara,6,f,chimpanzee,opaquecued,14,20,2,1,0,1.0,0,0,4.0,10.0
volter2014cognitive,3,6,kara,6,f,chimpanzee,opaquecued,4,21,0,2,0,1.0,1,0,4.0,0.0
volter2014cognitive,3,13,kara,6,f,chimpanzee,opaquecued,17,22,1,2,1,1.0,0,0,4.0,13.0
volter2014cognitive,3,11,kara,6,f,chimpanzee,opaquecued,12,23,1,1,1,1.0,0,0,4.0,8.0
volter2014cognitive,3,19,kara,6,f,chimpanzee,opaquecued,6,24,2,1,1,1.0,1,0,4.0,2.0
volter2014cognitive,3,12,kara,6,f,chimpanzee,opaquecued,8,1,1,1,0,2.0,1,0,4.0,4.0
volter2014cognitive,3,6,kara,6,f,chimpanzee,opaquecued,4,2,0,2,0,2.0,0,0,4.0,0.0
volter2014cognitive,3,3,kara,6,f,chimpanzee,opaquecued,4,3,0,2,1,2.0,0,0,4.0,0.0
