study_id,experiment,id,participant,age_in_years,sex,species,condition,number_trials,order,lop,num_levels,changes_direction,repetition,t1_planning,t1_success,order_condition
volter2014cognitive,2,20,kuno,14,m,bonobo,no_tool,1,17,2,1,0,1.0,1,1,1.0
volter2014cognitive,2,10,kuno,14,m,bonobo,no_tool,1,18,1,1,1,1.0,1,1,1.0
volter2014cognitive,2,21,kuno,14,m,bonobo,no_tool,4,19,2,2,1,1.0,0,0,1.0
volter2014cognitive,2,14,kuno,14,m,bonobo,no_tool,1,20,1,2,0,1.0,1,1,1.0
volter2014cognitive,2,12,kuno,14,m,bonobo,no_tool,1,21,1,1,0,1.0,1,1,1.0
volter2014cognitive,2,18,kuno,14,m,bonobo,no_tool,3,22,2,1,1,1.0,0,0,1.0
volter2014cognitive,2,3,kuno,14,m,bonobo,no_tool,2,23,0,2,1,1.0,0,0,1.0
volter2014cognitive,2,23,kuno,14,m,bonobo,no_tool,1,24,2,2,0,1.0,1,1,1.0
volter2014cognitive,2,11,kuno,14,m,bonobo,tool,5,1,1,1,1,1.0,1,0,2.0
volter2014cognitive,2,9,kuno,14,m,bonobo,tool,1,2,1,1,0,1.0,1,1,2.0
volter2014cognitive,2,6,kuno,14,m,bonobo,tool,1,3,0,2,0,1.0,1,1,2.0
volter2014cognitive,2,19,kuno,14,m,bonobo,tool,2,4,2,1,1,1.0,0,0,2.0
volter2014cognitive,2,15,kuno,14,m,bonobo,tool,1,5,1,2,0,1.0,1,1,2.0
volter2014cognitive,2,22,kuno,14,m,bonobo,tool,1,6,2,2,0,1.0,1,1,2.0
volter2014cognitive,2,24,kuno,14,m,bonobo,tool,5,7,2,2,1,1.0,0,0,2.0
volter2014cognitive,2,8,kuno,14,m,bonobo,tool,1,8,0,2,0,1.0,1,1,2.0
volter2014cognitive,2,5,kuno,14,m,bonobo,tool,2,9,0,2,1,1.0,0,0,2.0
volter2014cognitive,2,18,kuno,14,m,bonobo,tool,1,10,2,1,1,1.0,1,1,2.0
volter2014cognitive,2,16,kuno,14,m,bonobo,tool,1,12,1,2,1,1.0,1,1,2.0
volter2014cognitive,2,4,kuno,14,m,bonobo,tool,1,13,0,2,0,1.0,1,1,2.0
volter2014cognitive,2,1,kuno,14,m,bonobo,tool,1,14,0,2,0,1.0,1,1,2.0
volter2014cognitive,2,12,kuno,14,m,bonobo,tool,1,15,1,1,0,1.0,1,1,2.0
volter2014cognitive,2,20,kuno,14,m,bonobo,tool,1,16,2,1,0,1.0,1,1,2.0
volter2014cognitive,2,3,kuno,14,m,bonobo,tool,1,17,0,2,1,1.0,1,1,2.0
volter2014cognitive,2,14,kuno,14,m,bonobo,tool,1,18,1,2,0,1.0,1,1,2.0
volter2014cognitive,2,10,kuno,14,m,bonobo,tool,1,19,1,1,1,1.0,1,1,2.0
volter2014cognitive,2,23,kuno,14,m,bonobo,tool,1,20,2,2,0,1.0,1,1,2.0
volter2014cognitive,2,13,kuno,14,m,bonobo,tool,1,21,1,2,1,1.0,1,1,2.0
volter2014cognitive,2,17,kuno,14,m,bonobo,tool,1,22,2,1,0,1.0,1,1,2.0
volter2014cognitive,2,2,kuno,14,m,bonobo,tool,1,23,0,2,1,1.0,1,1,2.0
volter2014cognitive,2,7,kuno,14,m,bonobo,tool,2,24,0,2,1,1.0,0,0,2.0
volter2014cognitive,2,21,kuno,14,m,bonobo,tool,1,25,2,2,1,1.0,1,1,2.0
volter2014cognitive,2,5,kila,11,f,orangutan,tool,1,1,0,2,1,1.0,1,1,1.0
volter2014cognitive,2,19,kila,11,f,orangutan,tool,1,2,2,1,1,1.0,1,1,1.0
volter2014cognitive,2,17,kila,11,f,orangutan,tool,1,3,2,1,0,1.0,1,1,1.0
volter2014cognitive,2,23,kila,11,f,orangutan,tool,1,4,2,2,0,1.0,1,1,1.0
volter2014cognitive,2,16,kila,11,f,orangutan,tool,1,5,1,2,1,1.0,1,1,1.0
volter2014cognitive,2,18,kila,11,f,orangutan,tool,2,6,2,1,1,1.0,0,0,1.0
volter2014cognitive,2,22,kila,11,f,orangutan,tool,1,7,2,2,0,1.0,1,1,1.0
volter2014cognitive,2,4,kila,11,f,orangutan,tool,1,8,0,2,0,1.0,1,1,1.0
volter2014cognitive,2,20,kila,11,f,orangutan,tool,1,9,2,1,0,1.0,1,1,1.0
volter2014cognitive,2,12,kila,11,f,orangutan,tool,1,10,1,1,0,1.0,1,1,1.0
volter2014cognitive,2,3,kila,11,f,orangutan,tool,1,11,0,2,1,1.0,1,1,1.0
volter2014cognitive,2,7,kila,11,f,orangutan,tool,1,12,0,2,1,1.0,1,1,1.0
volter2014cognitive,2,9,kila,11,f,orangutan,tool,1,13,1,1,0,1.0,1,1,1.0
volter2014cognitive,2,21,kila,11,f,orangutan,tool,1,14,2,2,1,1.0,1,1,1.0
volter2014cognitive,2,14,kila,11,f,orangutan,tool,1,16,1,2,0,1.0,1,1,1.0
volter2014cognitive,2,15,kila,11,f,orangutan,tool,1,17,1,2,0,1.0,1,1,1.0
volter2014cognitive,2,6,kila,11,f,orangutan,tool,1,18,0,2,0,1.0,1,1,1.0
volter2014cognitive,2,8,kila,11,f,orangutan,tool,1,19,0,2,0,1.0,1,1,1.0
volter2014cognitive,2,11,kila,11,f,orangutan,tool,1,20,1,1,1,1.0,1,1,1.0
volter2014cognitive,2,1,kila,11,f,orangutan,tool,1,21,0,2,0,1.0,1,1,1.0
volter2014cognitive,2,24,kila,11,f,orangutan,tool,1,22,2,2,1,1.0,1,1,1.0
volter2014cognitive,2,10,kila,11,f,orangutan,tool,2,23,1,1,1,1.0,0,0,1.0
volter2014cognitive,2,2,kila,11,f,orangutan,tool,1,24,0,2,1,1.0,1,1,1.0
volter2014cognitive,2,13,kila,11,f,orangutan,tool,1,25,1,2,1,1.0,1,1,1.0
volter2014cognitive,2,7,kila,11,f,orangutan,no_tool,1,1,0,2,1,1.0,1,1,2.0
volter2014cognitive,2,6,kila,11,f,orangutan,no_tool,1,2,0,2,0,1.0,1,1,2.0
volter2014cognitive,2,22,kila,11,f,orangutan,no_tool,1,3,2,2,0,1.0,1,1,2.0
volter2014cognitive,2,17,kila,11,f,orangutan,no_tool,1,4,2,1,0,1.0,1,1,2.0
volter2014cognitive,2,15,kila,11,f,orangutan,no_tool,1,5,1,2,0,1.0,1,1,2.0
volter2014cognitive,2,10,kila,11,f,orangutan,no_tool,1,6,1,1,1,1.0,1,1,2.0
volter2014cognitive,2,3,kila,11,f,orangutan,no_tool,1,7,0,2,1,1.0,1,1,2.0
volter2014cognitive,2,8,kila,11,f,orangutan,no_tool,1,8,0,2,0,1.0,1,1,2.0
volter2014cognitive,2,18,kila,11,f,orangutan,no_tool,1,9,2,1,1,1.0,1,1,2.0
volter2014cognitive,2,9,kila,11,f,orangutan,no_tool,1,10,1,1,0,1.0,1,1,2.0
volter2014cognitive,2,4,kila,11,f,orangutan,no_tool,1,11,0,2,0,1.0,1,1,2.0
volter2014cognitive,2,16,kila,11,f,orangutan,no_tool,1,12,1,2,1,1.0,1,1,2.0
volter2014cognitive,2,11,kila,11,f,orangutan,no_tool,1,13,1,1,1,1.0,1,1,2.0
volter2014cognitive,2,19,kila,11,f,orangutan,no_tool,1,14,2,1,1,1.0,1,1,2.0
volter2014cognitive,2,20,kila,11,f,orangutan,no_tool,1,15,2,1,0,1.0,1,1,2.0
volter2014cognitive,2,14,kila,11,f,orangutan,no_tool,1,16,1,2,0,1.0,1,1,2.0
volter2014cognitive,2,21,kila,11,f,orangutan,no_tool,1,17,2,2,1,1.0,1,1,2.0
volter2014cognitive,2,2,kila,11,f,orangutan,no_tool,1,18,0,2,1,1.0,1,1,2.0
volter2014cognitive,2,12,kila,11,f,orangutan,no_tool,3,19,1,1,0,1.0,0,0,2.0
volter2014cognitive,2,23,kila,11,f,orangutan,no_tool,2,20,2,2,0,1.0,0,0,2.0
volter2014cognitive,2,5,kila,11,f,orangutan,no_tool,1,21,0,2,1,1.0,1,1,2.0
volter2014cognitive,2,13,kila,11,f,orangutan,no_tool,1,22,1,2,1,1.0,1,1,2.0
volter2014cognitive,2,1,kila,11,f,orangutan,no_tool,1,23,0,2,0,1.0,1,1,2.0
volter2014cognitive,2,24,kila,11,f,orangutan,no_tool,1,24,2,2,1,1.0,1,1,2.0
