study_id,year,month,day,participant,age_in_years,sex,role,participant_2,age_in_years_2,sex_2,role_2,species,dyad,species_subgroup,session,trial,condition_machine,condition_partner,distributor_exchange,result_optout,passive_refusal_to_initiate_trial,active_refusal_to_initiate_trial,passive_refusal_to_exchange_for_food,active_refusal_to_exchange_for_food,passive_refusal_to_consume_food,active_refusal_to_consume_food,counterbalance_high_value_platform,counterbalance_first_focal_participant_main_reset,counterbalance_partner_presence_first,foodtype,exclude
engelmann2017social,2016,7,12,bangolo,7,m,focal_participant,,,,,chimpanzee,,a,4.0,13,no,no,,,yes,,,,,,right,opt-out,partner,1,no
engelmann2017social,2016,7,12,bangolo,7,m,focal_participant,,,,,chimpanzee,,a,4.0,14,no,no,yes,,,,,,,,right,opt-out,partner,1,no
engelmann2017social,2016,7,12,bangolo,7,m,focal_participant,,,,,chimpanzee,,a,4.0,15,no,no,,,yes,,,,,,right,opt-out,partner,1,no
engelmann2017social,2016,7,12,bangolo,7,m,focal_participant,,,,,chimpanzee,,a,4.0,16,no,no,,,yes,,,,,,right,opt-out,partner,1,no
engelmann2017social,2016,7,12,bangolo,7,m,focal_participant,,,,,chimpanzee,,a,4.0,17,no,no,,,yes,,,,,,right,opt-out,partner,1,no
engelmann2017social,2016,7,12,bangolo,7,m,focal_participant,,,,,chimpanzee,,a,4.0,18,no,no,,,,,yes,,,,right,opt-out,partner,1,no
engelmann2017social,2016,7,12,bangolo,7,m,focal_participant,,,,,chimpanzee,,a,4.0,19,no,no,,yes,,,,,,,right,opt-out,partner,1,no
engelmann2017social,2016,7,12,bangolo,7,m,focal_participant,,,,,chimpanzee,,a,4.0,20,no,no,,,,,yes,,,,right,opt-out,partner,1,no
engelmann2017social,2016,7,12,bangolo,7,m,focal_participant,,,,,chimpanzee,,a,4.0,21,no,no,,,yes,,,,,,right,opt-out,partner,1,no
engelmann2017social,2016,7,12,bangolo,7,m,focal_participant,,,,,chimpanzee,,a,4.0,22,no,no,,,yes,,,,,,right,opt-out,partner,1,no
engelmann2017social,2016,7,12,bangolo,7,m,focal_participant,,,,,chimpanzee,,a,4.0,23,no,no,,,yes,,,,,,right,opt-out,partner,1,no
engelmann2017social,2016,7,12,bangolo,7,m,focal_participant,,,,,chimpanzee,,a,4.0,24,no,no,,,yes,,,,,,right,opt-out,partner,1,no
engelmann2017social,2016,7,14,alex,15,m,focal_participant,,,,,chimpanzee,,b,4.0,1,yes,no,yes,,,,,,,,left,main,partner,2,no
engelmann2017social,2016,7,14,alex,15,m,focal_participant,,,,,chimpanzee,,b,4.0,2,yes,no,yes,,,,,,,,left,main,partner,2,no
engelmann2017social,2016,7,14,alex,15,m,focal_participant,,,,,chimpanzee,,b,4.0,3,yes,no,,yes,,,,,,,left,main,partner,2,no
engelmann2017social,2016,7,14,alex,15,m,focal_participant,,,,,chimpanzee,,b,4.0,4,yes,no,yes,,,,,,,,left,main,partner,2,no
engelmann2017social,2016,7,14,alex,15,m,focal_participant,,,,,chimpanzee,,b,4.0,5,yes,no,yes,,,,,,,,left,main,partner,2,no
engelmann2017social,2016,7,14,alex,15,m,focal_participant,,,,,chimpanzee,,b,4.0,6,yes,no,,yes,,,,,,,left,main,partner,2,no
engelmann2017social,2016,7,14,alex,15,m,focal_participant,,,,,chimpanzee,,b,4.0,7,yes,no,yes,,,,,,,,left,main,partner,2,no
engelmann2017social,2016,7,14,alex,15,m,focal_participant,,,,,chimpanzee,,b,4.0,8,yes,no,yes,,,,,,,,left,main,partner,2,no
engelmann2017social,2016,7,14,alex,15,m,focal_participant,,,,,chimpanzee,,b,4.0,9,yes,no,yes,,,,,,,,left,main,partner,2,no
engelmann2017social,2016,7,14,alex,15,m,focal_participant,,,,,chimpanzee,,b,4.0,10,yes,no,yes,,,,,,,,left,main,partner,2,no
engelmann2017social,2016,7,14,alex,15,m,focal_participant,,,,,chimpanzee,,b,4.0,11,yes,no,yes,,,,,,,,left,main,partner,2,no
engelmann2017social,2016,7,14,alex,15,m,focal_participant,,,,,chimpanzee,,b,4.0,12,yes,no,,yes,,,,,,,left,main,partner,2,no
engelmann2017social,2016,7,14,alex,15,m,focal_participant,,,,,chimpanzee,,b,4.0,13,yes,no,,yes,,,,,,,left,main,partner,2,no
engelmann2017social,2016,7,14,alex,15,m,focal_participant,,,,,chimpanzee,,b,4.0,14,yes,no,,yes,,,,,,,left,main,partner,2,no
engelmann2017social,2016,7,14,alex,15,m,focal_participant,,,,,chimpanzee,,b,4.0,15,yes,no,,yes,,,,,,,left,main,partner,2,no
engelmann2017social,2016,7,14,alex,15,m,focal_participant,,,,,chimpanzee,,b,4.0,16,yes,no,yes,,,,,,,,left,main,partner,2,no
engelmann2017social,2016,7,14,alex,15,m,focal_participant,,,,,chimpanzee,,b,4.0,17,yes,no,,yes,,,,,,,left,main,partner,2,no
engelmann2017social,2016,7,14,alex,15,m,focal_participant,,,,,chimpanzee,,b,4.0,18,yes,no,yes,,,,,,,,left,main,partner,2,no
engelmann2017social,2016,7,14,alex,15,m,focal_participant,,,,,chimpanzee,,b,4.0,19,yes,no,yes,,,,,,,,left,main,partner,2,no
engelmann2017social,2016,7,14,alex,15,m,focal_participant,,,,,chimpanzee,,b,4.0,20,yes,no,yes,,,,,,,,left,main,partner,2,no
engelmann2017social,2016,7,14,alex,15,m,focal_participant,,,,,chimpanzee,,b,4.0,21,yes,no,yes,,,,,,,,left,main,partner,2,no
engelmann2017social,2016,7,14,alex,15,m,focal_participant,,,,,chimpanzee,,b,4.0,22,yes,no,,yes,,,,,,,left,main,partner,2,no
engelmann2017social,2016,7,14,alex,15,m,focal_participant,,,,,chimpanzee,,b,4.0,23,yes,no,,yes,,,,,,,left,main,partner,2,no
engelmann2017social,2016,7,14,alex,15,m,focal_participant,,,,,chimpanzee,,b,4.0,24,yes,no,,yes,,,,,,,left,main,partner,2,no
