study_id,experiment,year,month,day,participant,age_in_years,sex,role,participant_2,age_in_years_2,sex_2,role_2,species,dyad,species_subgroup,phase,session,trial,condition,barrier_position,choice_focal_participant_number,choice_focal_participant_barrier,success,barrier_position_dummy
grueneisen2017children,1b,2015,11,5,luiza,10,f,focal_participant,fimi,7,f,stooge,bonobo,luiza_fimi,,2,1,3,coop,34,3,0,0,1
grueneisen2017children,1b,2015,11,5,luiza,10,f,focal_participant,fimi,7,f,stooge,bonobo,luiza_fimi,,2,1,4,coop,34,1,1,1,1
grueneisen2017children,1b,2015,11,5,luiza,10,f,focal_participant,fimi,7,f,stooge,bonobo,luiza_fimi,,2,1,5,coop,34,4,0,0,1
grueneisen2017children,1b,2015,11,5,luiza,10,f,focal_participant,fimi,7,f,stooge,bonobo,luiza_fimi,,2,1,6,coop,34,3,0,0,1
grueneisen2017children,1b,2015,11,5,luiza,10,f,focal_participant,fimi,7,f,stooge,bonobo,luiza_fimi,,2,1,7,coop,12,4,1,1,0
grueneisen2017children,1b,2015,11,5,luiza,10,f,focal_participant,fimi,7,f,stooge,bonobo,luiza_fimi,,2,1,8,coop,12,4,1,1,0
grueneisen2017children,1b,2015,11,5,luiza,10,f,focal_participant,fimi,7,f,stooge,bonobo,luiza_fimi,,2,1,9,coop,12,3,1,1,0
grueneisen2017children,1b,2015,11,5,luiza,10,f,focal_participant,fimi,7,f,stooge,bonobo,luiza_fimi,,2,1,10,coop,12,3,1,1,0
grueneisen2017children,1b,2015,11,5,luiza,10,f,focal_participant,fimi,7,f,stooge,bonobo,luiza_fimi,,2,1,11,coop,12,4,1,1,0
grueneisen2017children,1b,2015,11,5,luiza,10,f,focal_participant,fimi,7,f,stooge,bonobo,luiza_fimi,,2,1,12,coop,12,2,0,0,0
grueneisen2017children,1b,2015,11,20,kara,10,f,focal_participant,kofi,10,m,stooge,chimpanzee,kara_kofi,a,2,2,1,comp,34,3,0,1,1
grueneisen2017children,1b,2015,11,20,kara,10,f,focal_participant,kofi,10,m,stooge,chimpanzee,kara_kofi,a,2,2,2,comp,34,4,0,1,1
grueneisen2017children,1b,2015,11,20,kara,10,f,focal_participant,kofi,10,m,stooge,chimpanzee,kara_kofi,a,2,2,3,comp,34,3,0,1,1
grueneisen2017children,1b,2015,11,20,kara,10,f,focal_participant,kofi,10,m,stooge,chimpanzee,kara_kofi,a,2,2,4,comp,34,3,0,1,1
grueneisen2017children,1b,2015,11,20,kara,10,f,focal_participant,kofi,10,m,stooge,chimpanzee,kara_kofi,a,2,2,5,comp,34,3,0,1,1
grueneisen2017children,1b,2015,11,20,kara,10,f,focal_participant,kofi,10,m,stooge,chimpanzee,kara_kofi,a,2,2,6,comp,34,3,0,1,1
grueneisen2017children,1b,2015,11,20,kara,10,f,focal_participant,kofi,10,m,stooge,chimpanzee,kara_kofi,a,2,2,7,comp,12,3,1,0,0
grueneisen2017children,1b,2015,11,20,kara,10,f,focal_participant,kofi,10,m,stooge,chimpanzee,kara_kofi,a,2,2,8,comp,12,3,1,0,0
grueneisen2017children,1b,2015,11,20,kara,10,f,focal_participant,kofi,10,m,stooge,chimpanzee,kara_kofi,a,2,2,9,comp,12,4,1,0,0
grueneisen2017children,1b,2015,11,20,kara,10,f,focal_participant,kofi,10,m,stooge,chimpanzee,kara_kofi,a,2,2,10,comp,12,3,1,0,0
grueneisen2017children,1b,2015,11,20,kara,10,f,focal_participant,kofi,10,m,stooge,chimpanzee,kara_kofi,a,2,2,11,comp,12,3,1,0,0
grueneisen2017children,1b,2015,11,20,kara,10,f,focal_participant,kofi,10,m,stooge,chimpanzee,kara_kofi,a,2,2,12,comp,12,3,1,0,0
grueneisen2017children,1b,2015,11,20,lome,14,m,focal_participant,kofi,10,m,stooge,chimpanzee,lome_kofi,a,2,2,1,comp,34,4,0,1,1
grueneisen2017children,1b,2015,11,20,lome,14,m,focal_participant,kofi,10,m,stooge,chimpanzee,lome_kofi,a,2,2,2,comp,34,1,1,0,1
grueneisen2017children,1b,2015,11,20,lome,14,m,focal_participant,kofi,10,m,stooge,chimpanzee,lome_kofi,a,2,2,3,comp,34,4,0,1,1
grueneisen2017children,1b,2015,11,20,lome,14,m,focal_participant,kofi,10,m,stooge,chimpanzee,lome_kofi,a,2,2,4,comp,34,1,1,0,1
grueneisen2017children,1b,2015,11,20,lome,14,m,focal_participant,kofi,10,m,stooge,chimpanzee,lome_kofi,a,2,2,5,comp,34,1,1,0,1
grueneisen2017children,1b,2015,11,20,lome,14,m,focal_participant,kofi,10,m,stooge,chimpanzee,lome_kofi,a,2,2,6,comp,34,4,0,1,1
grueneisen2017children,1b,2015,11,20,lome,14,m,focal_participant,kofi,10,m,stooge,chimpanzee,lome_kofi,a,2,2,7,comp,12,4,1,0,0
grueneisen2017children,1b,2015,11,20,lome,14,m,focal_participant,kofi,10,m,stooge,chimpanzee,lome_kofi,a,2,2,8,comp,12,4,1,0,0
grueneisen2017children,1b,2015,11,20,lome,14,m,focal_participant,kofi,10,m,stooge,chimpanzee,lome_kofi,a,2,2,9,comp,12,4,1,0,0
grueneisen2017children,1b,2015,11,20,lome,14,m,focal_participant,kofi,10,m,stooge,chimpanzee,lome_kofi,a,2,2,10,comp,12,4,1,0,0
grueneisen2017children,1b,2015,11,20,lome,14,m,focal_participant,kofi,10,m,stooge,chimpanzee,lome_kofi,a,2,2,11,comp,12,4,1,0,0
grueneisen2017children,1b,2015,11,20,lome,14,m,focal_participant,kofi,10,m,stooge,chimpanzee,lome_kofi,a,2,2,12,comp,12,4,1,0,0
grueneisen2017children,1b,2015,11,22,luiza,10,f,focal_participant,fimi,7,f,stooge,bonobo,luiza_fimi,,2,2,1,coop,12,2,0,0,0
grueneisen2017children,1b,2015,11,22,luiza,10,f,focal_participant,fimi,7,f,stooge,bonobo,luiza_fimi,,2,2,2,coop,12,1,0,0,0
grueneisen2017children,1b,2015,11,22,luiza,10,f,focal_participant,fimi,7,f,stooge,bonobo,luiza_fimi,,2,2,3,coop,12,3,1,1,0
grueneisen2017children,1b,2015,11,22,luiza,10,f,focal_participant,fimi,7,f,stooge,bonobo,luiza_fimi,,2,2,4,coop,12,3,1,1,0
grueneisen2017children,1b,2015,11,22,luiza,10,f,focal_participant,fimi,7,f,stooge,bonobo,luiza_fimi,,2,2,5,coop,12,3,1,1,0
grueneisen2017children,1b,2015,11,22,luiza,10,f,focal_participant,fimi,7,f,stooge,bonobo,luiza_fimi,,2,2,6,coop,12,3,1,1,0
grueneisen2017children,1b,2015,11,22,luiza,10,f,focal_participant,fimi,7,f,stooge,bonobo,luiza_fimi,,2,2,7,coop,34,1,1,1,1
grueneisen2017children,1b,2015,11,22,luiza,10,f,focal_participant,fimi,7,f,stooge,bonobo,luiza_fimi,,2,2,8,coop,34,3,0,0,1
grueneisen2017children,1b,2015,11,22,luiza,10,f,focal_participant,fimi,7,f,stooge,bonobo,luiza_fimi,,2,2,9,coop,34,4,0,0,1
grueneisen2017children,1b,2015,11,22,luiza,10,f,focal_participant,fimi,7,f,stooge,bonobo,luiza_fimi,,2,2,10,coop,34,4,0,0,1
grueneisen2017children,1b,2015,11,22,luiza,10,f,focal_participant,fimi,7,f,stooge,bonobo,luiza_fimi,,2,2,11,coop,34,1,1,1,1
grueneisen2017children,1b,2015,11,22,luiza,10,f,focal_participant,fimi,7,f,stooge,bonobo,luiza_fimi,,2,2,12,coop,34,3,0,0,1
grueneisen2017children,1b,2015,11,24,frodo,22,m,focal_participant,kofi,10,m,stooge,chimpanzee,frodo_kofi,a,2,1,1,coop,12,4,1,1,0
grueneisen2017children,1b,2015,11,24,frodo,22,m,focal_participant,kofi,10,m,stooge,chimpanzee,frodo_kofi,a,2,1,2,coop,12,3,1,1,0
grueneisen2017children,1b,2015,11,24,frodo,22,m,focal_participant,kofi,10,m,stooge,chimpanzee,frodo_kofi,a,2,1,3,coop,12,2,0,0,0
grueneisen2017children,1b,2015,11,24,frodo,22,m,focal_participant,kofi,10,m,stooge,chimpanzee,frodo_kofi,a,2,1,4,coop,12,4,1,1,0
grueneisen2017children,1b,2015,11,24,frodo,22,m,focal_participant,kofi,10,m,stooge,chimpanzee,frodo_kofi,a,2,1,5,coop,12,4,1,1,0
grueneisen2017children,1b,2015,11,24,frodo,22,m,focal_participant,kofi,10,m,stooge,chimpanzee,frodo_kofi,a,2,1,6,coop,12,4,1,1,0
grueneisen2017children,1b,2015,11,24,frodo,22,m,focal_participant,kofi,10,m,stooge,chimpanzee,frodo_kofi,a,2,1,7,coop,34,4,0,0,1
grueneisen2017children,1b,2015,11,24,frodo,22,m,focal_participant,kofi,10,m,stooge,chimpanzee,frodo_kofi,a,2,1,8,coop,34,4,0,0,1
grueneisen2017children,1b,2015,11,24,frodo,22,m,focal_participant,kofi,10,m,stooge,chimpanzee,frodo_kofi,a,2,1,9,coop,34,4,0,0,1
grueneisen2017children,1b,2015,11,24,frodo,22,m,focal_participant,kofi,10,m,stooge,chimpanzee,frodo_kofi,a,2,1,10,coop,34,4,0,0,1
grueneisen2017children,1b,2015,11,24,frodo,22,m,focal_participant,kofi,10,m,stooge,chimpanzee,frodo_kofi,a,2,1,11,coop,34,4,0,0,1
grueneisen2017children,1b,2015,11,24,frodo,22,m,focal_participant,kofi,10,m,stooge,chimpanzee,frodo_kofi,a,2,1,12,coop,34,2,1,1,1
grueneisen2017children,1b,2015,11,25,frodo,22,m,focal_participant,kofi,10,m,stooge,chimpanzee,frodo_kofi,a,2,2,1,coop,34,4,0,0,1
grueneisen2017children,1b,2015,11,25,frodo,22,m,focal_participant,kofi,10,m,stooge,chimpanzee,frodo_kofi,a,2,2,2,coop,34,4,0,0,1
grueneisen2017children,1b,2015,11,25,frodo,22,m,focal_participant,kofi,10,m,stooge,chimpanzee,frodo_kofi,a,2,2,3,coop,34,4,0,0,1
grueneisen2017children,1b,2015,11,25,frodo,22,m,focal_participant,kofi,10,m,stooge,chimpanzee,frodo_kofi,a,2,2,4,coop,34,3,0,0,1
grueneisen2017children,1b,2015,11,25,frodo,22,m,focal_participant,kofi,10,m,stooge,chimpanzee,frodo_kofi,a,2,2,5,coop,34,4,0,0,1
grueneisen2017children,1b,2015,11,25,frodo,22,m,focal_participant,kofi,10,m,stooge,chimpanzee,frodo_kofi,a,2,2,6,coop,34,4,0,0,1
grueneisen2017children,1b,2015,11,25,frodo,22,m,focal_participant,kofi,10,m,stooge,chimpanzee,frodo_kofi,a,2,2,7,coop,12,4,1,1,0
grueneisen2017children,1b,2015,11,25,frodo,22,m,focal_participant,kofi,10,m,stooge,chimpanzee,frodo_kofi,a,2,2,8,coop,12,4,1,1,0
grueneisen2017children,1b,2015,11,25,frodo,22,m,focal_participant,kofi,10,m,stooge,chimpanzee,frodo_kofi,a,2,2,9,coop,12,4,1,1,0
grueneisen2017children,1b,2015,11,25,frodo,22,m,focal_participant,kofi,10,m,stooge,chimpanzee,frodo_kofi,a,2,2,10,coop,12,4,1,1,0
grueneisen2017children,1b,2015,11,25,frodo,22,m,focal_participant,kofi,10,m,stooge,chimpanzee,frodo_kofi,a,2,2,11,coop,12,4,1,1,0
grueneisen2017children,1b,2015,11,25,frodo,22,m,focal_participant,kofi,10,m,stooge,chimpanzee,frodo_kofi,a,2,2,12,coop,12,4,1,1,0
grueneisen2017children,1b,2015,11,25,lobo,11,m,focal_participant,kofi,10,m,stooge,chimpanzee,lobo_kofi,a,2,2,1,coop,34,1,1,1,1
grueneisen2017children,1b,2015,11,25,lobo,11,m,focal_participant,kofi,10,m,stooge,chimpanzee,lobo_kofi,a,2,2,2,coop,34,1,1,1,1
grueneisen2017children,1b,2015,11,25,lobo,11,m,focal_participant,kofi,10,m,stooge,chimpanzee,lobo_kofi,a,2,2,3,coop,34,1,1,1,1
grueneisen2017children,1b,2015,11,25,lobo,11,m,focal_participant,kofi,10,m,stooge,chimpanzee,lobo_kofi,a,2,2,4,coop,34,1,1,1,1
grueneisen2017children,1b,2015,11,25,lobo,11,m,focal_participant,kofi,10,m,stooge,chimpanzee,lobo_kofi,a,2,2,5,coop,34,3,0,0,1
grueneisen2017children,1b,2015,11,25,lobo,11,m,focal_participant,kofi,10,m,stooge,chimpanzee,lobo_kofi,a,2,2,6,coop,34,1,1,1,1
grueneisen2017children,1b,2015,11,25,lobo,11,m,focal_participant,kofi,10,m,stooge,chimpanzee,lobo_kofi,a,2,2,7,coop,12,1,0,0,0
grueneisen2017children,1b,2015,11,25,lobo,11,m,focal_participant,kofi,10,m,stooge,chimpanzee,lobo_kofi,a,2,2,8,coop,12,1,0,0,0
grueneisen2017children,1b,2015,11,25,lobo,11,m,focal_participant,kofi,10,m,stooge,chimpanzee,lobo_kofi,a,2,2,9,coop,12,1,0,0,0
grueneisen2017children,1b,2015,11,25,lobo,11,m,focal_participant,kofi,10,m,stooge,chimpanzee,lobo_kofi,a,2,2,10,coop,12,3,1,1,0
grueneisen2017children,1b,2015,11,25,lobo,11,m,focal_participant,kofi,10,m,stooge,chimpanzee,lobo_kofi,a,2,2,11,coop,12,3,1,1,0
grueneisen2017children,1b,2015,11,25,lobo,11,m,focal_participant,kofi,10,m,stooge,chimpanzee,lobo_kofi,a,2,2,12,coop,12,3,1,1,0
grueneisen2017children,1b,2015,11,9,lobo,11,m,focal_participant,kofi,10,m,stooge,chimpanzee,lobo_kofi,a,2,1,1,coop,12,4,1,1,0
grueneisen2017children,1b,2015,11,9,lobo,11,m,focal_participant,kofi,10,m,stooge,chimpanzee,lobo_kofi,a,2,1,2,coop,12,4,1,1,0
grueneisen2017children,1b,2015,11,9,lobo,11,m,focal_participant,kofi,10,m,stooge,chimpanzee,lobo_kofi,a,2,1,3,coop,12,4,1,1,0
grueneisen2017children,1b,2015,11,9,lobo,11,m,focal_participant,kofi,10,m,stooge,chimpanzee,lobo_kofi,a,2,1,4,coop,12,4,1,1,0
grueneisen2017children,1b,2015,11,9,lobo,11,m,focal_participant,kofi,10,m,stooge,chimpanzee,lobo_kofi,a,2,1,5,coop,12,4,1,1,0
grueneisen2017children,1b,2015,11,9,lobo,11,m,focal_participant,kofi,10,m,stooge,chimpanzee,lobo_kofi,a,2,1,6,coop,12,4,1,1,0
grueneisen2017children,1b,2015,11,9,lobo,11,m,focal_participant,kofi,10,m,stooge,chimpanzee,lobo_kofi,a,2,1,7,coop,34,4,0,0,1
grueneisen2017children,1b,2015,11,9,lobo,11,m,focal_participant,kofi,10,m,stooge,chimpanzee,lobo_kofi,a,2,1,8,coop,34,4,0,0,1
grueneisen2017children,1b,2015,11,9,lobo,11,m,focal_participant,kofi,10,m,stooge,chimpanzee,lobo_kofi,a,2,1,9,coop,34,4,0,0,1
grueneisen2017children,1b,2015,11,9,lobo,11,m,focal_participant,kofi,10,m,stooge,chimpanzee,lobo_kofi,a,2,1,10,coop,34,4,0,0,1
grueneisen2017children,1b,2015,11,9,lobo,11,m,focal_participant,kofi,10,m,stooge,chimpanzee,lobo_kofi,a,2,1,11,coop,34,4,0,0,1
grueneisen2017children,1b,2015,11,9,lobo,11,m,focal_participant,kofi,10,m,stooge,chimpanzee,lobo_kofi,a,2,1,12,coop,34,4,0,0,1
grueneisen2017children,1b,2015,12,4,tai,13,f,focal_participant,kofi,10,m,stooge,chimpanzee,tai_kofi,a,2,1,1,coop,12,4,1,1,0
grueneisen2017children,1b,2015,12,4,tai,13,f,focal_participant,kofi,10,m,stooge,chimpanzee,tai_kofi,a,2,1,2,coop,12,3,1,1,0
grueneisen2017children,1b,2015,12,4,tai,13,f,focal_participant,kofi,10,m,stooge,chimpanzee,tai_kofi,a,2,1,3,coop,12,3,1,1,0
grueneisen2017children,1b,2015,12,4,tai,13,f,focal_participant,kofi,10,m,stooge,chimpanzee,tai_kofi,a,2,1,4,coop,12,3,1,1,0
grueneisen2017children,1b,2015,12,4,tai,13,f,focal_participant,kofi,10,m,stooge,chimpanzee,tai_kofi,a,2,1,5,coop,12,1,0,0,0
grueneisen2017children,1b,2015,12,4,tai,13,f,focal_participant,kofi,10,m,stooge,chimpanzee,tai_kofi,a,2,1,6,coop,12,1,1,1,0
grueneisen2017children,1b,2015,12,4,tai,13,f,focal_participant,kofi,10,m,stooge,chimpanzee,tai_kofi,a,2,1,7,coop,34,1,1,1,1
grueneisen2017children,1b,2015,12,4,tai,13,f,focal_participant,kofi,10,m,stooge,chimpanzee,tai_kofi,a,2,1,8,coop,34,1,1,1,1
grueneisen2017children,1b,2015,12,4,tai,13,f,focal_participant,kofi,10,m,stooge,chimpanzee,tai_kofi,a,2,1,9,coop,34,4,0,0,1
grueneisen2017children,1b,2015,12,4,tai,13,f,focal_participant,kofi,10,m,stooge,chimpanzee,tai_kofi,a,2,1,10,coop,34,1,1,1,1
grueneisen2017children,1b,2015,12,4,tai,13,f,focal_participant,kofi,10,m,stooge,chimpanzee,tai_kofi,a,2,1,11,coop,34,1,1,1,1
grueneisen2017children,1b,2015,12,4,tai,13,f,focal_participant,kofi,10,m,stooge,chimpanzee,tai_kofi,a,2,1,12,coop,34,3,1,1,1
grueneisen2017children,1b,2015,12,4,tai,13,f,focal_participant,kofi,10,m,stooge,chimpanzee,tai_kofi,a,2,2,1,coop,12,3,1,1,0
grueneisen2017children,1b,2015,12,4,tai,13,f,focal_participant,kofi,10,m,stooge,chimpanzee,tai_kofi,a,2,2,2,coop,12,3,1,1,0
grueneisen2017children,1b,2015,12,4,tai,13,f,focal_participant,kofi,10,m,stooge,chimpanzee,tai_kofi,a,2,2,3,coop,12,3,1,1,0
grueneisen2017children,1b,2015,12,4,tai,13,f,focal_participant,kofi,10,m,stooge,chimpanzee,tai_kofi,a,2,2,4,coop,12,3,1,1,0
grueneisen2017children,1b,2015,12,4,tai,13,f,focal_participant,kofi,10,m,stooge,chimpanzee,tai_kofi,a,2,2,5,coop,12,3,1,1,0
grueneisen2017children,1b,2015,12,4,tai,13,f,focal_participant,kofi,10,m,stooge,chimpanzee,tai_kofi,a,2,2,6,coop,12,3,1,1,0
grueneisen2017children,1b,2015,12,4,tai,13,f,focal_participant,kofi,10,m,stooge,chimpanzee,tai_kofi,a,2,2,7,coop,34,1,1,1,1
grueneisen2017children,1b,2015,12,4,tai,13,f,focal_participant,kofi,10,m,stooge,chimpanzee,tai_kofi,a,2,2,8,coop,34,3,0,0,1
grueneisen2017children,1b,2015,12,4,tai,13,f,focal_participant,kofi,10,m,stooge,chimpanzee,tai_kofi,a,2,2,9,coop,34,1,1,1,1
grueneisen2017children,1b,2015,12,4,tai,13,f,focal_participant,kofi,10,m,stooge,chimpanzee,tai_kofi,a,2,2,10,coop,34,1,1,1,1
grueneisen2017children,1b,2015,12,4,tai,13,f,focal_participant,kofi,10,m,stooge,chimpanzee,tai_kofi,a,2,2,11,coop,34,1,1,1,1
grueneisen2017children,1b,2015,12,4,tai,13,f,focal_participant,kofi,10,m,stooge,chimpanzee,tai_kofi,a,2,2,12,coop,34,1,1,1,1
