study_id,participant,age_in_years,sex,role,participant_2,age_in_years_2,sex_2,role_2,species,dyad,dyad_order,session,trial,condition,test_cod,relationship,order_games,subtest,cost,amount,quantities,prop_choices_raw,prop_choice_labels,responder_name,responder,responder_choice_ug,resp_previouschoice_trial,resp_previouschoice_labels,resp_previouschoice_test,com_interaction1,com_interaction1_focal_participant,com_interaction1_role,com_pointing1,com_pointing1_focal_participant,com_pointing1_role,com_pointing1_quantity,com_pointing1_when,com_pointing2,com_pointing2_focal_participant,com_pointing2_role,com_pointing2_quantity,com_pointing2_when,com_pointing3,com_pointing3_focal_participant,com_pointing3_role,com_pointing3_quantity,com_pointing3_when,com_pointing4,com_pointing4_focal_participant,com_pointing4_role,com_pointing4_quantity,com_pointing4_when,pointing_ug,pointing_dg
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,1,10,ncl_(no_cost_low_gift),pretest,,,training_door_close,no_cost,low,1,0,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,3,5,ncl_(no_cost_low_gift),pretest,,,training_door_close,no_cost,low,1,0,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,4,6,ncl_(no_cost_low_gift),pretest,,,training_door_close,no_cost,low,1,0,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,1,2,ncl_(no_cost_low_gift),pretest,,,training_door_close,no_cost,low,1,1,6/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,1,7,ncl_(no_cost_low_gift),pretest,,,training_door_close,no_cost,low,1,1,6/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,2,1,ncl_(no_cost_low_gift),pretest,,,training_door_close,no_cost,low,1,1,6/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,2,4,ncl_(no_cost_low_gift),pretest,,,training_door_close,no_cost,low,1,1,6/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,2,10,ncl_(no_cost_low_gift),pretest,,,training_door_close,no_cost,low,1,1,6/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,3,2,ncl_(no_cost_low_gift),pretest,,,training_door_close,no_cost,low,1,1,6/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,3,7,ncl_(no_cost_low_gift),pretest,,,training_door_close,no_cost,low,1,1,6/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,4,10,ncl_(no_cost_low_gift),pretest,,,training_door_close,no_cost,low,1,1,6/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,4,11,ncl_(no_cost_low_gift),pretest,,,training_door_close,no_cost,low,1,1,6/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,4,2,nch_(no_cost_high_gift),pretest,,,training_door_close,no_cost,high,2,0,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,1,8,nch_(no_cost_high_gift),pretest,,,training_door_close,no_cost,high,2,1,6/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,1,11,nch_(no_cost_high_gift),pretest,,,training_door_close,no_cost,high,2,1,6/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,1,12,nch_(no_cost_high_gift),pretest,,,training_door_close,no_cost,high,2,1,6/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,2,2,nch_(no_cost_high_gift),pretest,,,training_door_close,no_cost,high,2,1,6/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,2,6,nch_(no_cost_high_gift),pretest,,,training_door_close,no_cost,high,2,1,6/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,2,8,nch_(no_cost_high_gift),pretest,,,training_door_close,no_cost,high,2,1,6/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,3,6,nch_(no_cost_high_gift),pretest,,,training_door_close,no_cost,high,2,1,6/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,3,8,nch_(no_cost_high_gift),pretest,,,training_door_close,no_cost,high,2,1,6/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,3,10,nch_(no_cost_high_gift),pretest,,,training_door_close,no_cost,high,2,1,6/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,4,5,nch_(no_cost_high_gift),pretest,,,training_door_close,no_cost,high,2,1,6/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,4,9,nch_(no_cost_high_gift),pretest,,,training_door_close,no_cost,high,2,1,6/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,1,4,cl_(cost_low_gift),pretest,,,training_door_close,cost,low,3,1,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,1,5,cl_(cost_low_gift),pretest,,,training_door_close,cost,low,3,1,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,2,9,cl_(cost_low_gift),pretest,,,training_door_close,cost,low,3,1,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,2,11,cl_(cost_low_gift),pretest,,,training_door_close,cost,low,3,1,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,2,12,cl_(cost_low_gift),pretest,,,training_door_close,cost,low,3,1,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,3,1,cl_(cost_low_gift),pretest,,,training_door_close,cost,low,3,1,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,3,4,cl_(cost_low_gift),pretest,,,training_door_close,cost,low,3,1,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,4,3,cl_(cost_low_gift),pretest,,,training_door_close,cost,low,3,1,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,4,4,cl_(cost_low_gift),pretest,,,training_door_close,cost,low,3,1,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,4,7,cl_(cost_low_gift),pretest,,,training_door_close,cost,low,3,1,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,1,9,cl_(cost_low_gift),pretest,,,training_door_close,cost,low,3,0,5/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,3,3,cl_(cost_low_gift),pretest,,,training_door_close,cost,low,3,0,5/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,1,1,ch_(cost_high_gift),pretest,,,training_door_close,cost,high,5,1,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,2,7,ch_(cost_high_gift),pretest,,,training_door_close,cost,high,5,1,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,3,9,ch_(cost_high_gift),pretest,,,training_door_close,cost,high,5,1,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,3,11,ch_(cost_high_gift),pretest,,,training_door_close,cost,high,5,1,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,3,12,ch_(cost_high_gift),pretest,,,training_door_close,cost,high,5,1,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,4,1,ch_(cost_high_gift),pretest,,,training_door_close,cost,high,5,1,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,4,8,ch_(cost_high_gift),pretest,,,training_door_close,cost,high,5,1,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,1,3,ch_(cost_high_gift),pretest,,,training_door_close,cost,high,5,0,5/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,1,6,ch_(cost_high_gift),pretest,,,training_door_close,cost,high,5,0,5/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,2,3,ch_(cost_high_gift),pretest,,,training_door_close,cost,high,5,0,5/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,2,5,ch_(cost_high_gift),pretest,,,training_door_close,cost,high,5,0,5/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,4,12,ch_(cost_high_gift),pretest,,,training_door_close,cost,high,5,0,5/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,1,2,ncl_(no_cost_low_gift),pretest,,,training_door_open,no_cost,low,1,0,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,2,3,ncl_(no_cost_low_gift),pretest,,,training_door_open,no_cost,low,1,0,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,2,7,ncl_(no_cost_low_gift),pretest,,,training_door_open,no_cost,low,1,0,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,4,1,ncl_(no_cost_low_gift),pretest,,,training_door_open,no_cost,low,1,0,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,1,1,ncl_(no_cost_low_gift),pretest,,,training_door_open,no_cost,low,1,1,6/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,1,8,ncl_(no_cost_low_gift),pretest,,,training_door_open,no_cost,low,1,1,6/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,2,4,ncl_(no_cost_low_gift),pretest,,,training_door_open,no_cost,low,1,1,6/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,3,1,ncl_(no_cost_low_gift),pretest,,,training_door_open,no_cost,low,1,1,6/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,3,2,ncl_(no_cost_low_gift),pretest,,,training_door_open,no_cost,low,1,1,6/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,3,8,ncl_(no_cost_low_gift),pretest,,,training_door_open,no_cost,low,1,1,6/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,4,7,ncl_(no_cost_low_gift),pretest,,,training_door_open,no_cost,low,1,1,6/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,4,11,ncl_(no_cost_low_gift),pretest,,,training_door_open,no_cost,low,1,1,6/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,1,12,cl_(cost_low_gift),pretest,,,training_door_open,cost,low,3,0,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,2,12,cl_(cost_low_gift),pretest,,,training_door_open,cost,low,3,0,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,3,9,cl_(cost_low_gift),pretest,,,training_door_open,cost,low,3,0,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,3,11,cl_(cost_low_gift),pretest,,,training_door_open,cost,low,3,0,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,4,4,cl_(cost_low_gift),pretest,,,training_door_open,cost,low,3,0,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,4,6,cl_(cost_low_gift),pretest,,,training_door_open,cost,low,3,0,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,1,9,cl_(cost_low_gift),pretest,,,training_door_open,cost,low,3,1,5/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,1,10,cl_(cost_low_gift),pretest,,,training_door_open,cost,low,3,1,5/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,2,9,cl_(cost_low_gift),pretest,,,training_door_open,cost,low,3,1,5/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,2,10,cl_(cost_low_gift),pretest,,,training_door_open,cost,low,3,1,5/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,3,5,cl_(cost_low_gift),pretest,,,training_door_open,cost,low,3,1,5/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,4,3,cl_(cost_low_gift),pretest,,,training_door_open,cost,low,3,1,5/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,2,8,ch_(cost_high_gift),pretest,,,training_door_open,cost,high,4,0,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,4,9,ch_(cost_high_gift),pretest,,,training_door_open,cost,high,4,0,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,1,3,ch_(cost_high_gift),pretest,,,training_door_open,cost,high,4,1,5/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,1,4,ch_(cost_high_gift),pretest,,,training_door_open,cost,high,4,1,5/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,1,7,ch_(cost_high_gift),pretest,,,training_door_open,cost,high,4,1,5/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,2,1,ch_(cost_high_gift),pretest,,,training_door_open,cost,high,4,1,5/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,2,11,ch_(cost_high_gift),pretest,,,training_door_open,cost,high,4,1,5/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,3,7,ch_(cost_high_gift),pretest,,,training_door_open,cost,high,4,1,5/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,3,10,ch_(cost_high_gift),pretest,,,training_door_open,cost,high,4,1,5/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,3,12,ch_(cost_high_gift),pretest,,,training_door_open,cost,high,4,1,5/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,4,2,ch_(cost_high_gift),pretest,,,training_door_open,cost,high,4,1,5/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,4,12,ch_(cost_high_gift),pretest,,,training_door_open,cost,high,4,1,5/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,1,11,nch_(no_cost_high_gift),pretest,,,training_door_open,no_cost,high,6,0,0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,1,5,nch_(no_cost_high_gift),pretest,,,training_door_open,no_cost,high,6,1,0/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,1,6,nch_(no_cost_high_gift),pretest,,,training_door_open,no_cost,high,6,1,0/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,2,2,nch_(no_cost_high_gift),pretest,,,training_door_open,no_cost,high,6,1,0/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,2,5,nch_(no_cost_high_gift),pretest,,,training_door_open,no_cost,high,6,1,0/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,2,6,nch_(no_cost_high_gift),pretest,,,training_door_open,no_cost,high,6,1,0/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,3,3,nch_(no_cost_high_gift),pretest,,,training_door_open,no_cost,high,6,1,0/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,3,4,nch_(no_cost_high_gift),pretest,,,training_door_open,no_cost,high,6,1,0/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,3,6,nch_(no_cost_high_gift),pretest,,,training_door_open,no_cost,high,6,1,0/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,4,5,nch_(no_cost_high_gift),pretest,,,training_door_open,no_cost,high,6,1,0/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,4,8,nch_(no_cost_high_gift),pretest,,,training_door_open,no_cost,high,6,1,0/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,4,10,nch_(no_cost_high_gift),pretest,,,training_door_open,no_cost,high,6,1,0/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,1,7,ncl_(no_cost_low_gift),post test,,,postraining1_door_close,no_cost,low,1,0,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,1,10,ncl_(no_cost_low_gift),post test,,,postraining1_door_close,no_cost,low,1,0,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,2,4,ncl_(no_cost_low_gift),post test,,,postraining1_door_close,no_cost,low,1,0,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,2,10,ncl_(no_cost_low_gift),post test,,,postraining1_door_close,no_cost,low,1,0,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,4,6,ncl_(no_cost_low_gift),post test,,,postraining1_door_close,no_cost,low,1,0,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,4,10,ncl_(no_cost_low_gift),post test,,,postraining1_door_close,no_cost,low,1,0,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,4,11,ncl_(no_cost_low_gift),post test,,,postraining1_door_close,no_cost,low,1,0,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,1,2,ncl_(no_cost_low_gift),post test,,,postraining1_door_close,no_cost,low,1,1,6/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,2,1,ncl_(no_cost_low_gift),post test,,,postraining1_door_close,no_cost,low,1,1,6/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,3,2,ncl_(no_cost_low_gift),post test,,,postraining1_door_close,no_cost,low,1,1,6/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,3,5,ncl_(no_cost_low_gift),post test,,,postraining1_door_close,no_cost,low,1,1,6/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,3,7,ncl_(no_cost_low_gift),post test,,,postraining1_door_close,no_cost,low,1,1,6/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,1,12,nch_(no_cost_high_gift),post test,,,postraining1_door_close,no_cost,high,2,0,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,2,2,nch_(no_cost_high_gift),post test,,,postraining1_door_close,no_cost,high,2,0,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,2,6,nch_(no_cost_high_gift),post test,,,postraining1_door_close,no_cost,high,2,0,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,3,8,nch_(no_cost_high_gift),post test,,,postraining1_door_close,no_cost,high,2,0,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,4,2,nch_(no_cost_high_gift),post test,,,postraining1_door_close,no_cost,high,2,0,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,1,8,nch_(no_cost_high_gift),post test,,,postraining1_door_close,no_cost,high,2,1,6/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,1,11,nch_(no_cost_high_gift),post test,,,postraining1_door_close,no_cost,high,2,1,6/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,2,8,nch_(no_cost_high_gift),post test,,,postraining1_door_close,no_cost,high,2,1,6/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,3,6,nch_(no_cost_high_gift),post test,,,postraining1_door_close,no_cost,high,2,1,6/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,3,10,nch_(no_cost_high_gift),post test,,,postraining1_door_close,no_cost,high,2,1,6/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,4,5,nch_(no_cost_high_gift),post test,,,postraining1_door_close,no_cost,high,2,1,6/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,4,9,nch_(no_cost_high_gift),post test,,,postraining1_door_close,no_cost,high,2,1,6/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,1,4,cl_(cost_low_gift),post test,,,postraining1_door_close,cost,low,3,1,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bueno2019bargaining,lome,12,m,focal_participant,,,,,chimpanzee,,,1,5,cl_(cost_low_gift),post test,,,postraining1_door_close,cost,low,3,1,6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
