study_id,year,month,day,participant,age_original,age_in_years,age_group,sex,species,species_subgroup,trial,condition,food_order,state_order,rank,food_washing_reports_category,food_washing_mother,random_group_number,experimental_group,chocopops_eaten,chocopops_in_water,chocopops_in_water_then_eaten,apples_obtained,apples_eaten,apples_cleaned,apples_in_water,whole_apples_in_water,apples_partially_washed,apples_washed_then_eaten,whole_apples_washed_then_eaten,retrieve-release_occured,dunking_occured,always_washed_before_eating,inspected_between_washing_and_eating,not_eaten_after_washing,whole_apples_washed_but_not_eaten,chocopops_washed_but_not_eaten
allritz2013food,2010,10,23,robert,33.0,34.0,adult,m,chimpanzee,a,3.0,cpops_dirty,apples_first,clean_first,high,0.0,0.0,2.0,ac–ad–wc–wd,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,10,25,robert,33.0,34.0,adult,m,chimpanzee,a,4.0,cpops_dirty,apples_first,clean_first,high,0.0,0.0,2.0,ac–ad–wc–wd,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,11,1,sandra,16.0,17.0,adult,f,chimpanzee,a,1.0,cpops_dirty,chocopops_first,dirty_first,medium,0.0,0.0,3.0,wd–wc–ad-ac,no,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,11,2,sandra,16.0,17.0,adult,f,chimpanzee,a,2.0,cpops_dirty,chocopops_first,dirty_first,medium,0.0,0.0,3.0,wd–wc–ad-ac,no,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,11,4,sandra,16.0,17.0,adult,f,chimpanzee,a,3.0,cpops_dirty,chocopops_first,dirty_first,medium,0.0,0.0,3.0,wd–wc–ad-ac,no,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,11,5,sandra,16.0,17.0,adult,f,chimpanzee,a,4.0,cpops_dirty,chocopops_first,dirty_first,medium,0.0,0.0,3.0,wd–wc–ad-ac,no,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,11,6,sandra,16.0,17.0,adult,f,chimpanzee,a,1.0,cpops_clean,chocopops_first,dirty_first,medium,0.0,0.0,3.0,wd–wc–ad-ac,no,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,11,8,sandra,16.0,17.0,adult,f,chimpanzee,a,2.0,cpops_clean,chocopops_first,dirty_first,medium,0.0,0.0,3.0,wd–wc–ad-ac,no,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,11,10,sandra,16.0,17.0,adult,f,chimpanzee,a,3.0,cpops_clean,chocopops_first,dirty_first,medium,0.0,0.0,3.0,wd–wc–ad-ac,no,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,11,12,sandra,16.0,17.0,adult,f,chimpanzee,a,4.0,cpops_clean,chocopops_first,dirty_first,medium,0.0,0.0,3.0,wd–wc–ad-ac,no,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,12,6,sandra,16.0,17.0,adult,f,chimpanzee,a,1.0,apples_dirty,chocopops_first,dirty_first,medium,0.0,0.0,3.0,wd–wc–ad-ac,,,,3.0,3.0,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,
allritz2013food,2010,12,7,sandra,16.0,17.0,adult,f,chimpanzee,a,2.0,apples_dirty,chocopops_first,dirty_first,medium,0.0,0.0,3.0,wd–wc–ad-ac,,,,3.0,3.0,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,
allritz2013food,2010,12,8,sandra,16.0,17.0,adult,f,chimpanzee,a,3.0,apples_dirty,chocopops_first,dirty_first,medium,0.0,0.0,3.0,wd–wc–ad-ac,,,,3.0,3.0,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,
allritz2013food,2010,12,9,sandra,16.0,17.0,adult,f,chimpanzee,a,4.0,apples_dirty,chocopops_first,dirty_first,medium,0.0,0.0,3.0,wd–wc–ad-ac,,,,3.0,3.0,yes,1.0,1.0,0.0,1.0,1.0,yes,no,no,,,0.0,
allritz2013food,2010,12,10,sandra,16.0,17.0,adult,f,chimpanzee,a,1.0,apples_clean,chocopops_first,dirty_first,medium,0.0,0.0,3.0,wd–wc–ad-ac,,,,3.0,3.0,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,
allritz2013food,2010,12,15,sandra,16.0,17.0,adult,f,chimpanzee,a,2.0,apples_clean,chocopops_first,dirty_first,medium,0.0,0.0,3.0,wd–wc–ad-ac,,,,3.0,3.0,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,
allritz2013food,2010,12,17,sandra,16.0,17.0,adult,f,chimpanzee,a,3.0,apples_clean,chocopops_first,dirty_first,medium,0.0,0.0,3.0,wd–wc–ad-ac,,,,3.0,3.0,no,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,
allritz2013food,2010,12,21,sandra,16.0,17.0,adult,f,chimpanzee,a,4.0,apples_clean,chocopops_first,dirty_first,medium,0.0,0.0,3.0,wd–wc–ad-ac,,,,3.0,3.0,no,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,
allritz2013food,2010,7,6,swela,13.0,14.0,adolescent,f,chimpanzee,a,1.0,apples_dirty,apples_first,dirty_first,medium,1.0,0.0,4.0,ad–ac–wd–wc,,,,3.0,0.0,no,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,
allritz2013food,2010,7,17,swela,13.0,14.0,adolescent,f,chimpanzee,a,2.0,apples_dirty,apples_first,dirty_first,medium,1.0,0.0,4.0,ad–ac–wd–wc,,,,3.0,0.0,no,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,
allritz2013food,2010,7,18,swela,13.0,14.0,adolescent,f,chimpanzee,a,3.0,apples_dirty,apples_first,dirty_first,medium,1.0,0.0,4.0,ad–ac–wd–wc,,,,3.0,1.0,no,1.0,1.0,0.0,1.0,1.0,yes,no,yes,,no,0.0,
allritz2013food,2010,8,1,swela,13.0,14.0,adolescent,f,chimpanzee,a,4.0,apples_dirty,apples_first,dirty_first,medium,1.0,0.0,4.0,ad–ac–wd–wc,,,,3.0,0.0,no,1.0,0.0,1.0,0.0,0.0,no,no,no,,yes,0.0,
allritz2013food,2010,8,4,swela,13.0,14.0,adolescent,f,chimpanzee,a,1.0,apples_clean,apples_first,dirty_first,medium,1.0,0.0,4.0,ad–ac–wd–wc,,,,3.0,2.0,no,1.0,1.0,0.0,0.0,0.0,,,,,yes,1.0,
allritz2013food,2010,8,5,swela,13.0,14.0,adolescent,f,chimpanzee,a,2.0,apples_clean,apples_first,dirty_first,medium,1.0,0.0,4.0,ad–ac–wd–wc,,,,3.0,0.0,no,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,
allritz2013food,2010,8,9,swela,13.0,14.0,adolescent,f,chimpanzee,a,3.0,apples_clean,apples_first,dirty_first,medium,1.0,0.0,4.0,ad–ac–wd–wc,,,,3.0,3.0,no,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,
allritz2013food,2010,8,10,swela,13.0,14.0,adolescent,f,chimpanzee,a,4.0,apples_clean,apples_first,dirty_first,medium,1.0,0.0,4.0,ad–ac–wd–wc,,,,3.0,3.0,no,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,
allritz2013food,2010,9,3,swela,13.0,14.0,adolescent,f,chimpanzee,a,1.0,cpops_dirty,apples_first,dirty_first,medium,1.0,0.0,4.0,ad–ac–wd–wc,no,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,9,5,swela,13.0,14.0,adolescent,f,chimpanzee,a,2.0,cpops_dirty,apples_first,dirty_first,medium,1.0,0.0,4.0,ad–ac–wd–wc,no,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,9,7,swela,13.0,14.0,adolescent,f,chimpanzee,a,3.0,cpops_dirty,apples_first,dirty_first,medium,1.0,0.0,4.0,ad–ac–wd–wc,no,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,9,9,swela,13.0,14.0,adolescent,f,chimpanzee,a,4.0,cpops_dirty,apples_first,dirty_first,medium,1.0,0.0,4.0,ad–ac–wd–wc,no,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,9,17,swela,13.0,14.0,adolescent,f,chimpanzee,a,1.0,cpops_clean,apples_first,dirty_first,medium,1.0,0.0,4.0,ad–ac–wd–wc,no,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,9,30,swela,13.0,14.0,adolescent,f,chimpanzee,a,2.0,cpops_clean,apples_first,dirty_first,medium,1.0,0.0,4.0,ad–ac–wd–wc,yes,yes,no,,,,,,,,,,,,,,,1.0
allritz2013food,2010,10,9,swela,13.0,14.0,adolescent,f,chimpanzee,a,3.0,cpops_clean,apples_first,dirty_first,medium,1.0,0.0,4.0,ad–ac–wd–wc,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,10,23,swela,13.0,15.0,adolescent,f,chimpanzee,a,4.0,cpops_clean,apples_first,dirty_first,medium,1.0,0.0,4.0,ad–ac–wd–wc,no,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,11,1,tai,6.0,8.0,young,f,chimpanzee,a,1.0,cpops_clean,chocopops_first,clean_first,low,0.0,0.0,1.0,wc–wd-ac–ad,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,11,2,tai,6.0,8.0,young,f,chimpanzee,a,2.0,cpops_clean,chocopops_first,clean_first,low,0.0,0.0,1.0,wc–wd-ac–ad,no,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,11,4,tai,6.0,8.0,young,f,chimpanzee,a,3.0,cpops_clean,chocopops_first,clean_first,low,0.0,0.0,1.0,wc–wd-ac–ad,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,11,5,tai,6.0,8.0,young,f,chimpanzee,a,4.0,cpops_clean,chocopops_first,clean_first,low,0.0,0.0,1.0,wc–wd-ac–ad,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,11,6,tai,6.0,8.0,young,f,chimpanzee,a,1.0,cpops_dirty,chocopops_first,clean_first,low,0.0,0.0,1.0,wc–wd-ac–ad,no,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,11,8,tai,6.0,8.0,young,f,chimpanzee,a,2.0,cpops_dirty,chocopops_first,clean_first,low,0.0,0.0,1.0,wc–wd-ac–ad,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,11,10,tai,6.0,8.0,young,f,chimpanzee,a,3.0,cpops_dirty,chocopops_first,clean_first,low,0.0,0.0,1.0,wc–wd-ac–ad,no,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,11,12,tai,6.0,8.0,young,f,chimpanzee,a,4.0,cpops_dirty,chocopops_first,clean_first,low,0.0,0.0,1.0,wc–wd-ac–ad,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,12,6,tai,6.0,8.0,young,f,chimpanzee,a,1.0,apples_clean,chocopops_first,clean_first,low,0.0,0.0,1.0,wc–wd-ac–ad,,,,3.0,3.0,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,
allritz2013food,2010,12,7,tai,6.0,8.0,young,f,chimpanzee,a,2.0,apples_clean,chocopops_first,clean_first,low,0.0,0.0,1.0,wc–wd-ac–ad,,,,3.0,3.0,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,
allritz2013food,2010,12,8,tai,6.0,8.0,young,f,chimpanzee,a,3.0,apples_clean,chocopops_first,clean_first,low,0.0,0.0,1.0,wc–wd-ac–ad,,,,3.0,3.0,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,
allritz2013food,2010,12,9,tai,6.0,8.0,young,f,chimpanzee,a,4.0,apples_clean,chocopops_first,clean_first,low,0.0,0.0,1.0,wc–wd-ac–ad,,,,3.0,3.0,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,
allritz2013food,2010,12,10,tai,6.0,8.0,young,f,chimpanzee,a,1.0,apples_dirty,chocopops_first,clean_first,low,0.0,0.0,1.0,wc–wd-ac–ad,,,,3.0,3.0,yes,3.0,2.0,1.0,3.0,2.0,yes,yes,yes,,,0.0,
allritz2013food,2010,12,15,tai,6.0,8.0,young,f,chimpanzee,a,2.0,apples_dirty,chocopops_first,clean_first,low,0.0,0.0,1.0,wc–wd-ac–ad,,,,3.0,3.0,yes,1.0,1.0,0.0,1.0,1.0,no,yes,no,,,0.0,
allritz2013food,2010,12,17,tai,6.0,8.0,young,f,chimpanzee,a,3.0,apples_dirty,chocopops_first,clean_first,low,0.0,0.0,1.0,wc–wd-ac–ad,,,,3.0,3.0,yes,2.0,2.0,0.0,2.0,2.0,yes,yes,no,,,0.0,
allritz2013food,2010,12,21,tai,6.0,8.0,young,f,chimpanzee,a,4.0,apples_dirty,chocopops_first,clean_first,low,0.0,0.0,1.0,wc–wd-ac–ad,,,,3.0,3.0,no,3.0,3.0,0.0,3.0,3.0,no,yes,yes,,,0.0,
allritz2013food,2010,11,20,viringika,15.0,15.0,adult,f,gorilla,,1.0,apples_dirty,apples_first,dirty_first,high,1.0,0.0,1.0,ad–ac–wd–wc,,,,3.0,3.0,yes,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,
allritz2013food,2010,11,21,viringika,15.0,15.0,adult,f,gorilla,,2.0,apples_dirty,apples_first,dirty_first,high,1.0,0.0,1.0,ad–ac–wd–wc,,,,3.0,3.0,yes,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,
allritz2013food,2010,11,22,viringika,15.0,15.0,adult,f,gorilla,,3.0,apples_dirty,apples_first,dirty_first,high,1.0,0.0,1.0,ad–ac–wd–wc,,,,3.0,3.0,yes,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,
allritz2013food,2010,11,23,viringika,15.0,15.0,adult,f,gorilla,,4.0,apples_dirty,apples_first,dirty_first,high,1.0,0.0,1.0,ad–ac–wd–wc,,,,3.0,3.0,yes,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,
allritz2013food,2010,11,24,viringika,15.0,15.0,adult,f,gorilla,,1.0,apples_clean,apples_first,dirty_first,high,1.0,0.0,1.0,ad–ac–wd–wc,,,,3.0,3.0,no,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,
allritz2013food,2010,11,30,viringika,15.0,15.0,adult,f,gorilla,,2.0,apples_clean,apples_first,dirty_first,high,1.0,0.0,1.0,ad–ac–wd–wc,,,,3.0,3.0,no,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,
allritz2013food,2010,12,2,viringika,15.0,15.0,adult,f,gorilla,,3.0,apples_clean,apples_first,dirty_first,high,1.0,0.0,1.0,ad–ac–wd–wc,,,,3.0,3.0,no,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,
allritz2013food,2010,12,13,viringika,15.0,15.0,adult,f,gorilla,,4.0,apples_clean,apples_first,dirty_first,high,1.0,0.0,1.0,ad–ac–wd–wc,,,,3.0,3.0,no,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,
allritz2013food,2011,1,17,viringika,15.0,15.0,adult,f,gorilla,,1.0,cpops_dirty,apples_first,dirty_first,high,1.0,0.0,1.0,ad–ac–wd–wc,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2011,1,19,viringika,15.0,15.0,adult,f,gorilla,,2.0,cpops_dirty,apples_first,dirty_first,high,1.0,0.0,1.0,ad–ac–wd–wc,no,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2011,1,21,viringika,15.0,15.0,adult,f,gorilla,,3.0,cpops_dirty,apples_first,dirty_first,high,1.0,0.0,1.0,ad–ac–wd–wc,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2011,1,23,viringika,15.0,15.0,adult,f,gorilla,,4.0,cpops_dirty,apples_first,dirty_first,high,1.0,0.0,1.0,ad–ac–wd–wc,no,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2011,2,2,viringika,15.0,15.0,adult,f,gorilla,,1.0,cpops_clean,apples_first,dirty_first,high,1.0,0.0,1.0,ad–ac–wd–wc,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2011,2,3,viringika,15.0,15.0,adult,f,gorilla,,2.0,cpops_clean,apples_first,dirty_first,high,1.0,0.0,1.0,ad–ac–wd–wc,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2011,2,5,viringika,15.0,15.0,adult,f,gorilla,,3.0,cpops_clean,apples_first,dirty_first,high,1.0,0.0,1.0,ad–ac–wd–wc,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2011,2,6,viringika,15.0,15.0,adult,f,gorilla,,4.0,cpops_clean,apples_first,dirty_first,high,1.0,0.0,1.0,ad–ac–wd–wc,yes,no,no,,,,,,,,,,,,,,,0.0
