study_id,year,month,day,participant,age_original,age_in_years,age_group,sex,species,species_subgroup,trial,condition,food_order,state_order,rank,food_washing_reports_category,food_washing_mother,random_group_number,experimental_group,chocopops_eaten,chocopops_in_water,chocopops_in_water_then_eaten,apples_obtained,apples_eaten,apples_cleaned,apples_in_water,whole_apples_in_water,apples_partially_washed,apples_washed_then_eaten,whole_apples_washed_then_eaten,retrieve-release_occured,dunking_occured,always_washed_before_eating,inspected_between_washing_and_eating,not_eaten_after_washing,whole_apples_washed_but_not_eaten,chocopops_washed_but_not_eaten
allritz2013food,2010,12,21,natascha,29.0,30.0,adult,f,chimpanzee,a,4.0,apples_dirty,chocopops_first,clean_first,medium,2.0,0.0,1.0,wc–wd-ac–ad,,,,3.0,3.0,no,3.0,3.0,0.0,3.0,3.0,yes,no,yes,,,0.0,
allritz2013food,2010,11,17,padana,12.0,13.0,adolescent,f,orangutan,,1.0,apples_clean,apples_first,clean_first,medium,2.0,1.0,1.0,ac–ad–wc–wd,,,,3.0,3.0,no,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,
allritz2013food,2010,11,18,padana,12.0,13.0,adolescent,f,orangutan,,2.0,apples_clean,apples_first,clean_first,medium,2.0,1.0,1.0,ac–ad–wc–wd,,,,3.0,3.0,no,3.0,2.0,1.0,3.0,2.0,yes,yes,yes,,,0.0,
allritz2013food,2010,11,26,padana,12.0,13.0,adolescent,f,orangutan,,3.0,apples_clean,apples_first,clean_first,medium,2.0,1.0,1.0,ac–ad–wc–wd,,,,3.0,3.0,no,2.0,2.0,0.0,2.0,2.0,yes,yes,no,,,0.0,
allritz2013food,2010,11,27,padana,12.0,13.0,adolescent,f,orangutan,,4.0,apples_clean,apples_first,clean_first,medium,2.0,1.0,1.0,ac–ad–wc–wd,,,,3.0,3.0,no,2.0,2.0,0.0,2.0,2.0,yes,yes,no,,,0.0,
allritz2013food,2010,11,28,padana,12.0,13.0,adolescent,f,orangutan,,1.0,apples_dirty,apples_first,clean_first,medium,2.0,1.0,1.0,ac–ad–wc–wd,,,,3.0,3.0,no,3.0,3.0,0.0,3.0,3.0,yes,no,yes,,,0.0,
allritz2013food,2010,11,29,padana,12.0,13.0,adolescent,f,orangutan,,2.0,apples_dirty,apples_first,clean_first,medium,2.0,1.0,1.0,ac–ad–wc–wd,,,,3.0,3.0,no,3.0,3.0,0.0,3.0,3.0,yes,no,yes,,,0.0,
allritz2013food,2010,12,4,padana,12.0,13.0,adolescent,f,orangutan,,3.0,apples_dirty,apples_first,clean_first,medium,2.0,1.0,1.0,ac–ad–wc–wd,,,,3.0,3.0,no,3.0,3.0,0.0,3.0,3.0,yes,no,yes,,,0.0,
allritz2013food,2010,12,5,padana,12.0,13.0,adolescent,f,orangutan,,4.0,apples_dirty,apples_first,clean_first,medium,2.0,1.0,1.0,ac–ad–wc–wd,,,,3.0,3.0,no,3.0,3.0,0.0,3.0,3.0,yes,yes,yes,,,0.0,
allritz2013food,2011,1,10,padana,12.0,13.0,adolescent,f,orangutan,,1.0,cpops_clean,apples_first,clean_first,medium,2.0,1.0,1.0,ac–ad–wc–wd,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2011,1,11,padana,12.0,13.0,adolescent,f,orangutan,,2.0,cpops_clean,apples_first,clean_first,medium,2.0,1.0,1.0,ac–ad–wc–wd,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2011,1,12,padana,12.0,13.0,adolescent,f,orangutan,,3.0,cpops_clean,apples_first,clean_first,medium,2.0,1.0,1.0,ac–ad–wc–wd,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2011,1,14,padana,12.0,13.0,adolescent,f,orangutan,,4.0,cpops_clean,apples_first,clean_first,medium,2.0,1.0,1.0,ac–ad–wc–wd,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2011,1,24,padana,12.0,13.0,adolescent,f,orangutan,,1.0,cpops_dirty,apples_first,clean_first,medium,2.0,1.0,1.0,ac–ad–wc–wd,yes,yes,yes,,,,,,,,,,,,,,,0.0
allritz2013food,2011,1,25,padana,12.0,13.0,adolescent,f,orangutan,,2.0,cpops_dirty,apples_first,clean_first,medium,2.0,1.0,1.0,ac–ad–wc–wd,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2011,1,26,padana,12.0,13.0,adolescent,f,orangutan,,3.0,cpops_dirty,apples_first,clean_first,medium,2.0,1.0,1.0,ac–ad–wc–wd,yes,yes,yes,,,,,,,,,,,,,,,0.0
allritz2013food,2011,1,27,padana,12.0,13.0,adolescent,f,orangutan,,4.0,cpops_dirty,apples_first,clean_first,medium,2.0,1.0,1.0,ac–ad–wc–wd,yes,yes,yes,,,,,,,,,,,,,,,0.0
allritz2013food,2010,11,1,patrick,12.0,13.0,adolescent,m,chimpanzee,a,1.0,cpops_clean,chocopops_first,clean_first,high,1.0,1.0,1.0,wc–wd-ac–ad,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,11,2,patrick,12.0,13.0,adolescent,m,chimpanzee,a,2.0,cpops_clean,chocopops_first,clean_first,high,1.0,1.0,1.0,wc–wd-ac–ad,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,11,4,patrick,12.0,13.0,adolescent,m,chimpanzee,a,3.0,cpops_clean,chocopops_first,clean_first,high,1.0,1.0,1.0,wc–wd-ac–ad,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,11,5,patrick,12.0,13.0,adolescent,m,chimpanzee,a,4.0,cpops_clean,chocopops_first,clean_first,high,1.0,1.0,1.0,wc–wd-ac–ad,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,11,6,patrick,12.0,13.0,adolescent,m,chimpanzee,a,1.0,cpops_dirty,chocopops_first,clean_first,high,1.0,1.0,1.0,wc–wd-ac–ad,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,11,8,patrick,12.0,13.0,adolescent,m,chimpanzee,a,2.0,cpops_dirty,chocopops_first,clean_first,high,1.0,1.0,1.0,wc–wd-ac–ad,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,11,10,patrick,12.0,13.0,adolescent,m,chimpanzee,a,3.0,cpops_dirty,chocopops_first,clean_first,high,1.0,1.0,1.0,wc–wd-ac–ad,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,11,12,patrick,12.0,13.0,adolescent,m,chimpanzee,a,4.0,cpops_dirty,chocopops_first,clean_first,high,1.0,1.0,1.0,wc–wd-ac–ad,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,12,6,patrick,12.0,13.0,adolescent,m,chimpanzee,a,1.0,apples_clean,chocopops_first,clean_first,high,1.0,1.0,1.0,wc–wd-ac–ad,,,,3.0,3.0,no,3.0,3.0,0.0,3.0,3.0,yes,no,yes,,,0.0,
allritz2013food,2010,12,7,patrick,12.0,13.0,adolescent,m,chimpanzee,a,2.0,apples_clean,chocopops_first,clean_first,high,1.0,1.0,1.0,wc–wd-ac–ad,,,,3.0,3.0,no,3.0,3.0,0.0,3.0,3.0,yes,no,yes,,,0.0,
allritz2013food,2010,12,8,patrick,12.0,13.0,adolescent,m,chimpanzee,a,3.0,apples_clean,chocopops_first,clean_first,high,1.0,1.0,1.0,wc–wd-ac–ad,,,,3.0,3.0,no,3.0,3.0,0.0,3.0,3.0,yes,no,yes,,,0.0,
allritz2013food,2010,12,9,patrick,12.0,13.0,adolescent,m,chimpanzee,a,4.0,apples_clean,chocopops_first,clean_first,high,1.0,1.0,1.0,wc–wd-ac–ad,,,,3.0,3.0,no,3.0,3.0,0.0,3.0,3.0,yes,no,yes,,,0.0,
allritz2013food,2010,12,10,patrick,12.0,13.0,adolescent,m,chimpanzee,a,1.0,apples_dirty,chocopops_first,clean_first,high,1.0,1.0,1.0,wc–wd-ac–ad,,,,3.0,3.0,no,3.0,3.0,0.0,3.0,3.0,yes,yes,yes,,,0.0,
allritz2013food,2010,12,15,patrick,12.0,13.0,adolescent,m,chimpanzee,a,2.0,apples_dirty,chocopops_first,clean_first,high,1.0,1.0,1.0,wc–wd-ac–ad,,,,3.0,3.0,no,3.0,3.0,0.0,3.0,3.0,yes,yes,yes,,,0.0,
allritz2013food,2010,12,17,patrick,12.0,13.0,adolescent,m,chimpanzee,a,3.0,apples_dirty,chocopops_first,clean_first,high,1.0,1.0,1.0,wc–wd-ac–ad,,,,3.0,3.0,no,3.0,3.0,0.0,3.0,3.0,yes,no,yes,,,0.0,
allritz2013food,2010,12,21,patrick,12.0,13.0,adolescent,m,chimpanzee,a,4.0,apples_dirty,chocopops_first,clean_first,high,1.0,1.0,1.0,wc–wd-ac–ad,,,,3.0,3.0,no,3.0,3.0,0.0,3.0,3.0,yes,yes,yes,,,0.0,
allritz2013food,2010,11,1,pia,9.0,11.0,adolescent,f,chimpanzee,a,1.0,cpops_dirty,chocopops_first,dirty_first,low,0.0,0.0,3.0,wd–wc–ad-ac,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,11,2,pia,9.0,11.0,adolescent,f,chimpanzee,a,2.0,cpops_dirty,chocopops_first,dirty_first,low,0.0,0.0,3.0,wd–wc–ad-ac,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,11,4,pia,9.0,11.0,adolescent,f,chimpanzee,a,3.0,cpops_dirty,chocopops_first,dirty_first,low,0.0,0.0,3.0,wd–wc–ad-ac,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,11,5,pia,9.0,11.0,adolescent,f,chimpanzee,a,4.0,cpops_dirty,chocopops_first,dirty_first,low,0.0,0.0,3.0,wd–wc–ad-ac,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,11,6,pia,9.0,11.0,adolescent,f,chimpanzee,a,1.0,cpops_clean,chocopops_first,dirty_first,low,0.0,0.0,3.0,wd–wc–ad-ac,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,11,8,pia,9.0,11.0,adolescent,f,chimpanzee,a,2.0,cpops_clean,chocopops_first,dirty_first,low,0.0,0.0,3.0,wd–wc–ad-ac,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,11,10,pia,9.0,11.0,adolescent,f,chimpanzee,a,3.0,cpops_clean,chocopops_first,dirty_first,low,0.0,0.0,3.0,wd–wc–ad-ac,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,11,12,pia,9.0,11.0,adolescent,f,chimpanzee,a,4.0,cpops_clean,chocopops_first,dirty_first,low,0.0,0.0,3.0,wd–wc–ad-ac,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,12,6,pia,9.0,11.0,adolescent,f,chimpanzee,a,1.0,apples_dirty,chocopops_first,dirty_first,low,0.0,0.0,3.0,wd–wc–ad-ac,,,,3.0,3.0,no,3.0,3.0,0.0,3.0,3.0,no,yes,yes,,,0.0,
allritz2013food,2010,12,7,pia,9.0,11.0,adolescent,f,chimpanzee,a,2.0,apples_dirty,chocopops_first,dirty_first,low,0.0,0.0,3.0,wd–wc–ad-ac,,,,3.0,3.0,no,3.0,3.0,0.0,3.0,3.0,no,yes,yes,,,0.0,
allritz2013food,2010,12,8,pia,9.0,11.0,adolescent,f,chimpanzee,a,3.0,apples_dirty,chocopops_first,dirty_first,low,0.0,0.0,3.0,wd–wc–ad-ac,,,,3.0,3.0,no,3.0,3.0,0.0,3.0,3.0,no,yes,yes,,,0.0,
allritz2013food,2010,12,9,pia,9.0,11.0,adolescent,f,chimpanzee,a,4.0,apples_dirty,chocopops_first,dirty_first,low,0.0,0.0,3.0,wd–wc–ad-ac,,,,3.0,3.0,no,3.0,3.0,0.0,3.0,3.0,no,yes,yes,,,0.0,
allritz2013food,2010,12,10,pia,9.0,11.0,adolescent,f,chimpanzee,a,1.0,apples_clean,chocopops_first,dirty_first,low,0.0,0.0,3.0,wd–wc–ad-ac,,,,3.0,3.0,no,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,
allritz2013food,2010,12,15,pia,9.0,11.0,adolescent,f,chimpanzee,a,2.0,apples_clean,chocopops_first,dirty_first,low,0.0,0.0,3.0,wd–wc–ad-ac,,,,3.0,3.0,no,1.0,1.0,0.0,1.0,1.0,no,yes,yes,,,0.0,
allritz2013food,2010,12,17,pia,9.0,11.0,adolescent,f,chimpanzee,a,3.0,apples_clean,chocopops_first,dirty_first,low,0.0,0.0,3.0,wd–wc–ad-ac,,,,3.0,3.0,no,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,
allritz2013food,2010,12,21,pia,9.0,11.0,adolescent,f,chimpanzee,a,4.0,apples_clean,chocopops_first,dirty_first,low,0.0,0.0,3.0,wd–wc–ad-ac,,,,3.0,3.0,no,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,
allritz2013food,2010,11,17,pini,22.0,22.0,adult,f,orangutan,,1.0,apples_dirty,apples_first,dirty_first,high,2.0,0.0,2.0,ad–ac–wd–wc,,,,3.0,3.0,yes,3.0,3.0,0.0,3.0,3.0,yes,yes,yes,,,0.0,
allritz2013food,2010,11,18,pini,22.0,22.0,adult,f,orangutan,,2.0,apples_dirty,apples_first,dirty_first,high,2.0,0.0,2.0,ad–ac–wd–wc,,,,3.0,3.0,no,3.0,3.0,0.0,3.0,3.0,yes,yes,yes,,,0.0,
allritz2013food,2010,11,26,pini,22.0,22.0,adult,f,orangutan,,3.0,apples_dirty,apples_first,dirty_first,high,2.0,0.0,2.0,ad–ac–wd–wc,,,,3.0,3.0,no,3.0,3.0,0.0,3.0,3.0,yes,yes,yes,,,0.0,
allritz2013food,2010,11,27,pini,22.0,22.0,adult,f,orangutan,,4.0,apples_dirty,apples_first,dirty_first,high,2.0,0.0,2.0,ad–ac–wd–wc,,,,3.0,3.0,yes,3.0,2.0,1.0,3.0,2.0,yes,yes,yes,,,0.0,
allritz2013food,2010,11,28,pini,22.0,22.0,adult,f,orangutan,,1.0,apples_clean,apples_first,dirty_first,high,2.0,0.0,2.0,ad–ac–wd–wc,,,,3.0,3.0,no,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,
allritz2013food,2010,11,29,pini,22.0,22.0,adult,f,orangutan,,2.0,apples_clean,apples_first,dirty_first,high,2.0,0.0,2.0,ad–ac–wd–wc,,,,3.0,3.0,no,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,
allritz2013food,2010,12,4,pini,22.0,22.0,adult,f,orangutan,,3.0,apples_clean,apples_first,dirty_first,high,2.0,0.0,2.0,ad–ac–wd–wc,,,,3.0,3.0,no,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,
allritz2013food,2010,12,5,pini,22.0,22.0,adult,f,orangutan,,4.0,apples_clean,apples_first,dirty_first,high,2.0,0.0,2.0,ad–ac–wd–wc,,,,3.0,3.0,no,1.0,1.0,0.0,1.0,1.0,yes,no,no,,,0.0,
allritz2013food,2011,1,10,pini,22.0,22.0,adult,f,orangutan,,1.0,cpops_dirty,apples_first,dirty_first,high,2.0,0.0,2.0,ad–ac–wd–wc,yes,yes,yes,,,,,,,,,,,,,,,0.0
allritz2013food,2011,1,11,pini,22.0,22.0,adult,f,orangutan,,2.0,cpops_dirty,apples_first,dirty_first,high,2.0,0.0,2.0,ad–ac–wd–wc,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2011,1,12,pini,22.0,22.0,adult,f,orangutan,,3.0,cpops_dirty,apples_first,dirty_first,high,2.0,0.0,2.0,ad–ac–wd–wc,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2011,1,14,pini,22.0,22.0,adult,f,orangutan,,4.0,cpops_dirty,apples_first,dirty_first,high,2.0,0.0,2.0,ad–ac–wd–wc,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2011,1,24,pini,22.0,22.0,adult,f,orangutan,,1.0,cpops_clean,apples_first,dirty_first,high,2.0,0.0,2.0,ad–ac–wd–wc,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2011,1,25,pini,22.0,22.0,adult,f,orangutan,,2.0,cpops_clean,apples_first,dirty_first,high,2.0,0.0,2.0,ad–ac–wd–wc,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2011,1,26,pini,22.0,22.0,adult,f,orangutan,,3.0,cpops_clean,apples_first,dirty_first,high,2.0,0.0,2.0,ad–ac–wd–wc,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2011,1,27,pini,22.0,22.0,adult,f,orangutan,,4.0,cpops_clean,apples_first,dirty_first,high,2.0,0.0,2.0,ad–ac–wd–wc,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,11,17,raja,7.0,7.0,young,f,orangutan,,1.0,apples_dirty,apples_first,dirty_first,low,2.0,1.0,2.0,ad–ac–wd–wc,,,,3.0,3.0,yes,3.0,1.0,2.0,3.0,1.0,yes,yes,yes,,,0.0,
allritz2013food,2010,11,18,raja,7.0,7.0,young,f,orangutan,,2.0,apples_dirty,apples_first,dirty_first,low,2.0,1.0,2.0,ad–ac–wd–wc,,,,3.0,3.0,yes,3.0,1.0,2.0,3.0,1.0,yes,yes,yes,,,0.0,
allritz2013food,2010,11,26,raja,7.0,7.0,young,f,orangutan,,3.0,apples_dirty,apples_first,dirty_first,low,2.0,1.0,2.0,ad–ac–wd–wc,,,,3.0,3.0,yes,2.0,1.0,1.0,2.0,1.0,yes,no,no,,,0.0,
allritz2013food,2010,11,27,raja,7.0,7.0,young,f,orangutan,,4.0,apples_dirty,apples_first,dirty_first,low,2.0,1.0,2.0,ad–ac–wd–wc,,,,3.0,3.0,yes,3.0,1.0,2.0,3.0,1.0,yes,no,no,,,0.0,
allritz2013food,2010,11,28,raja,7.0,7.0,young,f,orangutan,,1.0,apples_clean,apples_first,dirty_first,low,2.0,1.0,2.0,ad–ac–wd–wc,,,,3.0,3.0,no,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,
allritz2013food,2010,11,29,raja,7.0,7.0,young,f,orangutan,,2.0,apples_clean,apples_first,dirty_first,low,2.0,1.0,2.0,ad–ac–wd–wc,,,,3.0,3.0,no,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,
allritz2013food,2010,12,4,raja,7.0,7.0,young,f,orangutan,,3.0,apples_clean,apples_first,dirty_first,low,2.0,1.0,2.0,ad–ac–wd–wc,,,,3.0,3.0,no,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,
allritz2013food,2010,12,5,raja,7.0,7.0,young,f,orangutan,,4.0,apples_clean,apples_first,dirty_first,low,2.0,1.0,2.0,ad–ac–wd–wc,,,,3.0,3.0,no,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,
allritz2013food,2011,1,10,raja,7.0,7.0,young,f,orangutan,,1.0,cpops_dirty,apples_first,dirty_first,low,2.0,1.0,2.0,ad–ac–wd–wc,yes,yes,yes,,,,,,,,,,,,,,,0.0
allritz2013food,2011,1,11,raja,7.0,7.0,young,f,orangutan,,2.0,cpops_dirty,apples_first,dirty_first,low,2.0,1.0,2.0,ad–ac–wd–wc,yes,yes,yes,,,,,,,,,,,,,,,0.0
allritz2013food,2011,1,12,raja,7.0,7.0,young,f,orangutan,,3.0,cpops_dirty,apples_first,dirty_first,low,2.0,1.0,2.0,ad–ac–wd–wc,yes,yes,yes,,,,,,,,,,,,,,,0.0
allritz2013food,2011,1,14,raja,7.0,7.0,young,f,orangutan,,4.0,cpops_dirty,apples_first,dirty_first,low,2.0,1.0,2.0,ad–ac–wd–wc,yes,yes,yes,,,,,,,,,,,,,,,0.0
allritz2013food,2011,1,24,raja,7.0,7.0,young,f,orangutan,,1.0,cpops_clean,apples_first,dirty_first,low,2.0,1.0,2.0,ad–ac–wd–wc,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2011,1,25,raja,7.0,7.0,young,f,orangutan,,2.0,cpops_clean,apples_first,dirty_first,low,2.0,1.0,2.0,ad–ac–wd–wc,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2011,1,26,raja,7.0,7.0,young,f,orangutan,,3.0,cpops_clean,apples_first,dirty_first,low,2.0,1.0,2.0,ad–ac–wd–wc,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2011,1,27,raja,7.0,7.0,young,f,orangutan,,4.0,cpops_clean,apples_first,dirty_first,low,2.0,1.0,2.0,ad–ac–wd–wc,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,7,6,riet,31.0,32.0,adult,f,chimpanzee,a,1.0,apples_dirty,apples_first,dirty_first,high,0.0,0.0,4.0,ad–ac–wd–wc,,,,3.0,3.0,no,3.0,3.0,0.0,3.0,3.0,yes,yes,yes,,no,0.0,
allritz2013food,2010,7,13,riet,31.0,32.0,adult,f,chimpanzee,a,2.0,apples_dirty,apples_first,dirty_first,high,0.0,0.0,4.0,ad–ac–wd–wc,,,,3.0,3.0,yes,2.0,2.0,0.0,2.0,2.0,yes,no,no,,no,0.0,
allritz2013food,2010,7,15,riet,31.0,32.0,adult,f,chimpanzee,a,3.0,apples_dirty,apples_first,dirty_first,high,0.0,0.0,4.0,ad–ac–wd–wc,,,,3.0,3.0,no,3.0,3.0,0.0,3.0,3.0,yes,yes,yes,,no,0.0,
allritz2013food,2010,7,17,riet,31.0,32.0,adult,f,chimpanzee,a,4.0,apples_dirty,apples_first,dirty_first,high,0.0,0.0,4.0,ad–ac–wd–wc,,,,3.0,3.0,no,3.0,3.0,0.0,3.0,3.0,yes,no,yes,,no,0.0,
allritz2013food,2010,7,18,riet,31.0,32.0,adult,f,chimpanzee,a,1.0,apples_clean,apples_first,dirty_first,high,0.0,0.0,4.0,ad–ac–wd–wc,,,,3.0,3.0,no,3.0,3.0,0.0,3.0,3.0,yes,yes,yes,,no,0.0,
allritz2013food,2010,7,20,riet,31.0,32.0,adult,f,chimpanzee,a,2.0,apples_clean,apples_first,dirty_first,high,0.0,0.0,4.0,ad–ac–wd–wc,,,,3.0,3.0,no,3.0,3.0,0.0,3.0,3.0,yes,no,yes,,no,0.0,
allritz2013food,2010,7,22,riet,31.0,32.0,adult,f,chimpanzee,a,3.0,apples_clean,apples_first,dirty_first,high,0.0,0.0,4.0,ad–ac–wd–wc,,,,3.0,3.0,no,3.0,3.0,0.0,3.0,3.0,yes,no,yes,,no,0.0,
allritz2013food,2010,8,1,riet,31.0,32.0,adult,f,chimpanzee,a,4.0,apples_clean,apples_first,dirty_first,high,0.0,0.0,4.0,ad–ac–wd–wc,,,,3.0,3.0,no,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,
allritz2013food,2010,9,5,riet,31.0,32.0,adult,f,chimpanzee,a,1.0,cpops_dirty,apples_first,dirty_first,high,0.0,0.0,4.0,ad–ac–wd–wc,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,9,9,riet,31.0,32.0,adult,f,chimpanzee,a,2.0,cpops_dirty,apples_first,dirty_first,high,0.0,0.0,4.0,ad–ac–wd–wc,no,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,9,17,riet,31.0,32.0,adult,f,chimpanzee,a,3.0,cpops_dirty,apples_first,dirty_first,high,0.0,0.0,4.0,ad–ac–wd–wc,no,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,9,30,riet,31.0,32.0,adult,f,chimpanzee,a,4.0,cpops_dirty,apples_first,dirty_first,high,0.0,0.0,4.0,ad–ac–wd–wc,no,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,10,8,riet,31.0,32.0,adult,f,chimpanzee,a,1.0,cpops_clean,apples_first,dirty_first,high,0.0,0.0,4.0,ad–ac–wd–wc,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,10,9,riet,31.0,32.0,adult,f,chimpanzee,a,2.0,cpops_clean,apples_first,dirty_first,high,0.0,0.0,4.0,ad–ac–wd–wc,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,10,23,riet,31.0,32.0,adult,f,chimpanzee,a,3.0,cpops_clean,apples_first,dirty_first,high,0.0,0.0,4.0,ad–ac–wd–wc,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,10,25,riet,31.0,32.0,adult,f,chimpanzee,a,4.0,cpops_clean,apples_first,dirty_first,high,0.0,0.0,4.0,ad–ac–wd–wc,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,7,13,robert,33.0,34.0,adult,m,chimpanzee,a,1.0,apples_clean,apples_first,clean_first,high,0.0,0.0,2.0,ac–ad–wc–wd,,,,3.0,3.0,no,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,
allritz2013food,2010,7,15,robert,33.0,34.0,adult,m,chimpanzee,a,2.0,apples_clean,apples_first,clean_first,high,0.0,0.0,2.0,ac–ad–wc–wd,,,,3.0,3.0,no,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,
allritz2013food,2010,7,17,robert,33.0,34.0,adult,m,chimpanzee,a,3.0,apples_clean,apples_first,clean_first,high,0.0,0.0,2.0,ac–ad–wc–wd,,,,3.0,3.0,no,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,
allritz2013food,2010,7,18,robert,33.0,34.0,adult,m,chimpanzee,a,4.0,apples_clean,apples_first,clean_first,high,0.0,0.0,2.0,ac–ad–wc–wd,,,,3.0,3.0,no,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,
allritz2013food,2010,7,20,robert,33.0,34.0,adult,m,chimpanzee,a,1.0,apples_dirty,apples_first,clean_first,high,0.0,0.0,2.0,ac–ad–wc–wd,,,,3.0,3.0,yes,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,
allritz2013food,2010,7,22,robert,33.0,34.0,adult,m,chimpanzee,a,2.0,apples_dirty,apples_first,clean_first,high,0.0,0.0,2.0,ac–ad–wc–wd,,,,3.0,3.0,yes,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,
allritz2013food,2010,8,1,robert,33.0,34.0,adult,m,chimpanzee,a,3.0,apples_dirty,apples_first,clean_first,high,0.0,0.0,2.0,ac–ad–wc–wd,,,,3.0,3.0,yes,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,
allritz2013food,2010,8,4,robert,33.0,34.0,adult,m,chimpanzee,a,4.0,apples_dirty,apples_first,clean_first,high,0.0,0.0,2.0,ac–ad–wc–wd,,,,3.0,3.0,yes,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,
allritz2013food,2010,9,3,robert,33.0,34.0,adult,m,chimpanzee,a,1.0,cpops_clean,apples_first,clean_first,high,0.0,0.0,2.0,ac–ad–wc–wd,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,9,7,robert,33.0,34.0,adult,m,chimpanzee,a,2.0,cpops_clean,apples_first,clean_first,high,0.0,0.0,2.0,ac–ad–wc–wd,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,9,17,robert,33.0,34.0,adult,m,chimpanzee,a,3.0,cpops_clean,apples_first,clean_first,high,0.0,0.0,2.0,ac–ad–wc–wd,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,9,30,robert,33.0,34.0,adult,m,chimpanzee,a,4.0,cpops_clean,apples_first,clean_first,high,0.0,0.0,2.0,ac–ad–wc–wd,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,10,8,robert,33.0,34.0,adult,m,chimpanzee,a,1.0,cpops_dirty,apples_first,clean_first,high,0.0,0.0,2.0,ac–ad–wc–wd,yes,no,no,,,,,,,,,,,,,,,0.0
allritz2013food,2010,10,9,robert,33.0,34.0,adult,m,chimpanzee,a,2.0,cpops_dirty,apples_first,clean_first,high,0.0,0.0,2.0,ac–ad–wc–wd,yes,no,no,,,,,,,,,,,,,,,0.0
