study_id,participant,age_in_years,sex,role,participant_2,age_in_years_2,sex_2,role_2,species,dyad,session,trial,study,condition,group_original,pairing_cage3,pairing_cage4,stag_success,cage3_leave_hare,cage4_leave_hare,total_leave_hare,one_leave_hare,both_leave_hare,time_initiator_wait,ape_initiator,ape_follower,checkback_hare_cage3,checkback_hare_cage4,communication_hare_cage3,communication_hare_cage4,communication_stag_cage3,communication_stag_cage4,communication_stag_initiator
duguid2014coordination,sandra,18,f,focal_participant_1,frodo,17,m,focal_participant_2,chimpanzee,sandra_frodo,1,4,highrisk,nb,bcfirst,2,2,1,1,1,2,1,1,5.56,sandra,frodo,0,0,0,0,0,0,0.0
duguid2014coordination,sandra,18,f,focal_participant_1,frodo,17,m,focal_participant_2,chimpanzee,sandra_frodo,1,5,highrisk,nb,bcfirst,2,2,1,1,1,2,1,1,6.6,sandra,frodo,0,0,0,0,0,0,0.0
duguid2014coordination,sandra,18,f,focal_participant_1,frodo,17,m,focal_participant_2,chimpanzee,sandra_frodo,1,6,highrisk,nb,bcfirst,2,2,1,1,1,2,1,1,5.72,sandra,frodo,0,0,0,0,0,0,0.0
duguid2014coordination,sandra,18,f,focal_participant_1,frodo,17,m,focal_participant_2,chimpanzee,sandra_frodo,2,7,highrisk,nb,bcfirst,2,2,1,1,1,2,1,1,4.84,frodo,sandra,0,0,0,0,0,0,0.0
duguid2014coordination,sandra,18,f,focal_participant_1,frodo,17,m,focal_participant_2,chimpanzee,sandra_frodo,2,8,highrisk,nb,bcfirst,2,2,1,1,1,2,1,1,7.68,sandra,frodo,0,0,0,0,0,0,0.0
duguid2014coordination,sandra,18,f,focal_participant_1,frodo,17,m,focal_participant_2,chimpanzee,sandra_frodo,2,9,highrisk,nb,bcfirst,2,2,1,1,1,2,1,1,7.8,sandra,frodo,0,0,0,0,0,0,0.0
duguid2014coordination,sandra,18,f,focal_participant_1,frodo,17,m,focal_participant_2,chimpanzee,sandra_frodo,2,10,highrisk,nb,bcfirst,2,2,1,1,1,2,1,1,4.76,sandra,frodo,0,0,0,0,0,0,0.0
duguid2014coordination,sandra,18,f,focal_participant_1,frodo,17,m,focal_participant_2,chimpanzee,sandra_frodo,2,11,highrisk,nb,bcfirst,2,2,1,1,1,2,1,1,9.8,sandra,frodo,0,0,0,0,0,0,0.0
duguid2014coordination,sandra,18,f,focal_participant_1,frodo,17,m,focal_participant_2,chimpanzee,sandra_frodo,2,12,highrisk,nb,bcfirst,2,2,1,1,1,2,1,1,4.2,frodo,sandra,0,0,0,0,0,0,0.0
duguid2014coordination,sandra,18,f,focal_participant_1,frodo,17,m,focal_participant_2,chimpanzee,sandra_frodo,1,1,highrisk,bc,bcfirst,2,2,1,1,1,2,1,1,17.08,sandra,frodo,0,0,0,0,0,0,0.0
duguid2014coordination,sandra,18,f,focal_participant_1,frodo,17,m,focal_participant_2,chimpanzee,sandra_frodo,1,2,highrisk,bc,bcfirst,2,2,0,1,0,1,1,0,21.76,sandra,0,0,0,0,0,0,0,0.0
duguid2014coordination,sandra,18,f,focal_participant_1,frodo,17,m,focal_participant_2,chimpanzee,sandra_frodo,1,3,highrisk,bc,bcfirst,2,2,0,0,1,1,1,0,11.32,frodo,0,1,0,0,0,0,0,0.0
duguid2014coordination,sandra,18,f,focal_participant_1,frodo,17,m,focal_participant_2,chimpanzee,sandra_frodo,1,4,highrisk,bc,bcfirst,2,2,1,1,1,2,1,1,14.72,sandra,frodo,0,0,0,0,0,0,0.0
duguid2014coordination,sandra,18,f,focal_participant_1,frodo,17,m,focal_participant_2,chimpanzee,sandra_frodo,1,5,highrisk,bc,bcfirst,2,2,0,1,1,2,1,1,15.88,sandra,frodo,0,0,0,0,0,0,0.0
duguid2014coordination,sandra,18,f,focal_participant_1,frodo,17,m,focal_participant_2,chimpanzee,sandra_frodo,1,6,highrisk,bc,bcfirst,2,2,1,1,1,2,1,1,8.52,frodo,sandra,0,0,0,0,0,0,0.0
duguid2014coordination,sandra,18,f,focal_participant_1,frodo,17,m,focal_participant_2,chimpanzee,sandra_frodo,2,7,highrisk,bc,bcfirst,2,2,0,0,1,1,1,0,14.56,frodo,0,1,0,0,0,0,0,0.0
duguid2014coordination,sandra,18,f,focal_participant_1,frodo,17,m,focal_participant_2,chimpanzee,sandra_frodo,2,8,highrisk,bc,bcfirst,2,2,0,0,1,1,1,0,15.72,frodo,0,0,0,0,0,0,0,0.0
duguid2014coordination,sandra,18,f,focal_participant_1,frodo,17,m,focal_participant_2,chimpanzee,sandra_frodo,2,9,highrisk,bc,bcfirst,2,2,0,0,1,1,1,0,8.76,frodo,0,1,0,0,0,0,0,0.0
duguid2014coordination,sandra,18,f,focal_participant_1,frodo,17,m,focal_participant_2,chimpanzee,sandra_frodo,2,10,highrisk,bc,bcfirst,2,2,1,1,1,2,1,1,9.72,sandra,frodo,0,0,0,0,0,0,1.0
duguid2014coordination,sandra,18,f,focal_participant_1,frodo,17,m,focal_participant_2,chimpanzee,sandra_frodo,2,11,highrisk,bc,bcfirst,2,2,1,1,1,2,1,1,11.8,sandra,frodo,1,0,0,0,0,0,1.0
duguid2014coordination,sandra,18,f,focal_participant_1,frodo,17,m,focal_participant_2,chimpanzee,sandra_frodo,2,12,highrisk,bc,bcfirst,2,2,1,1,1,2,1,1,14.32,sandra,frodo,0,0,0,0,0,0,1.0
duguid2014coordination,ulla,34,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,ulla_lobo,1,1,highrisk,nb,bcfirst,3,3,0,0,1,1,1,0,5.32000000000001,lobo,0,0,1,0,0,1,0,0.0
duguid2014coordination,ulla,34,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,ulla_lobo,1,2,highrisk,nb,bcfirst,3,3,0,0,1,1,1,0,16.8,lobo,0,0,0,0,0,1,0,0.0
duguid2014coordination,ulla,34,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,ulla_lobo,1,3,highrisk,nb,bcfirst,3,3,0,0,1,1,1,0,9.84,lobo,0,0,1,0,0,1,0,0.0
duguid2014coordination,ulla,34,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,ulla_lobo,1,4,highrisk,nb,bcfirst,3,3,0,0,1,1,1,0,9.32,lobo,0,0,1,0,0,1,0,0.0
duguid2014coordination,ulla,34,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,ulla_lobo,1,5,highrisk,nb,bcfirst,3,3,0,0,1,1,1,0,7.6,lobo,0,0,1,0,0,1,0,0.0
duguid2014coordination,ulla,34,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,ulla_lobo,1,6,highrisk,nb,bcfirst,3,3,0,0,0,0,0,0, ,0,0,0,1,0,0,1,0,
duguid2014coordination,ulla,34,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,ulla_lobo,2,7,highrisk,nb,bcfirst,3,3,0,0,1,1,1,0,18.76,lobo,0,0,0,0,0,0,0,0.0
duguid2014coordination,ulla,34,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,ulla_lobo,2,8,highrisk,nb,bcfirst,3,3,0,0,1,1,1,0,20.52,lobo,0,0,0,0,0,0,0,0.0
duguid2014coordination,ulla,34,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,ulla_lobo,2,9,highrisk,nb,bcfirst,3,3,0,0,0,0,0,0, ,0,0,0,1,0,0,1,0,
duguid2014coordination,ulla,34,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,ulla_lobo,2,10,highrisk,nb,bcfirst,3,3,1,0,1,1,1,0,-34.88,lobo,0,0,0,0,0,0,0,0.0
duguid2014coordination,ulla,34,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,ulla_lobo,2,11,highrisk,nb,bcfirst,3,3,1,1,1,2,1,1,10.48,lobo,ulla,0,0,0,0,0,0,0.0
duguid2014coordination,ulla,34,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,ulla_lobo,2,12,highrisk,nb,bcfirst,3,3,1,1,1,2,1,1,10.2,lobo,ulla,0,0,0,0,0,0,1.0
duguid2014coordination,ulla,34,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,ulla_lobo,1,1,highrisk,bc,bcfirst,3,3,0,0,0,0,0,0, ,0,0,0,1,0,0,1,0,
duguid2014coordination,ulla,34,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,ulla_lobo,1,2,highrisk,bc,bcfirst,3,3,0,0,1,1,1,0,20,lobo,0,0,0,0,0,0,0,0.0
duguid2014coordination,ulla,34,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,ulla_lobo,1,3,highrisk,bc,bcfirst,3,3,0,0,1,1,1,0,18.2,lobo,0,0,0,0,0,0,0,0.0
duguid2014coordination,ulla,34,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,ulla_lobo,1,4,highrisk,bc,bcfirst,3,3,0,0,1,1,1,0,19.16,lobo,0,0,0,0,0,0,0,0.0
duguid2014coordination,ulla,34,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,ulla_lobo,1,5,highrisk,bc,bcfirst,3,3,0,0,1,1,1,0,20.04,lobo,0,0,0,0,0,0,0,1.0
duguid2014coordination,ulla,34,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,ulla_lobo,1,6,highrisk,bc,bcfirst,3,3,0,0,1,1,1,0,15.44,lobo,0,0,0,0,0,0,0,0.0
duguid2014coordination,ulla,34,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,ulla_lobo,2,7,highrisk,bc,bcfirst,3,3,0,0,1,1,1,0,22.52,lobo,0,0,0,0,0,0,0,0.0
duguid2014coordination,ulla,34,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,ulla_lobo,2,8,highrisk,bc,bcfirst,3,3,0,0,1,1,1,0,23.56,lobo,0,0,0,0,0,0,0,0.0
duguid2014coordination,ulla,34,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,ulla_lobo,2,9,highrisk,bc,bcfirst,3,3,0,0,1,1,1,0,22.28,lobo,0,0,0,0,0,0,0,0.0
duguid2014coordination,ulla,34,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,ulla_lobo,2,10,highrisk,bc,bcfirst,3,3,0,0,1,1,1,0,22.48,lobo,0,0,0,0,0,0,0,0.0
duguid2014coordination,ulla,34,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,ulla_lobo,2,11,highrisk,bc,bcfirst,3,3,0,0,1,1,1,0,18.32,lobo,0,0,0,0,0,0,0,0.0
duguid2014coordination,ulla,34,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,ulla_lobo,2,12,highrisk,bc,bcfirst,3,3,0,0,1,1,1,0,22.08,lobo,0,0,0,0,0,0,0,1.0
duguid2014coordination,frodo,17,m,focal_participant_1,fraukje,35,f,focal_participant_2,chimpanzee,frodo_fraukje,1,1,highrisk,nb,bcfirst,3,3,0,1,1,2,1,1,2.8,frodo,fraukje,0,1,0,0,1,0,0.0
duguid2014coordination,frodo,17,m,focal_participant_1,fraukje,35,f,focal_participant_2,chimpanzee,frodo_fraukje,1,2,highrisk,nb,bcfirst,3,3,1,1,1,2,1,1,8.96,fraukje,frodo,0,1,0,0,1,0,0.0
duguid2014coordination,frodo,17,m,focal_participant_1,fraukje,35,f,focal_participant_2,chimpanzee,frodo_fraukje,1,3,highrisk,nb,bcfirst,3,3,1,1,1,2,1,1,5.64,fraukje,frodo,0,0,0,0,0,0,0.0
duguid2014coordination,frodo,17,m,focal_participant_1,fraukje,35,f,focal_participant_2,chimpanzee,frodo_fraukje,1,4,highrisk,nb,bcfirst,3,3,1,1,1,2,1,1,3.12,fraukje,frodo,0,1,0,0,1,0,0.0
duguid2014coordination,frodo,17,m,focal_participant_1,fraukje,35,f,focal_participant_2,chimpanzee,frodo_fraukje,1,5,highrisk,nb,bcfirst,3,3,1,1,1,2,1,1,3.2,frodo,fraukje,0,0,0,0,0,0,0.0
duguid2014coordination,frodo,17,m,focal_participant_1,fraukje,35,f,focal_participant_2,chimpanzee,frodo_fraukje,1,6,highrisk,nb,bcfirst,3,3,1,1,1,2,1,1,8,frodo,fraukje,0,1,0,0,1,0,0.0
duguid2014coordination,frodo,17,m,focal_participant_1,fraukje,35,f,focal_participant_2,chimpanzee,frodo_fraukje,2,7,highrisk,nb,bcfirst,3,3,1,1,1,2,1,1,7.91999999999999,fraukje,frodo,0,0,0,0,0,0,0.0
duguid2014coordination,frodo,17,m,focal_participant_1,fraukje,35,f,focal_participant_2,chimpanzee,frodo_fraukje,2,8,highrisk,nb,bcfirst,3,3,1,1,1,2,1,1,10.36,frodo,fraukje,0,0,0,0,0,0,0.0
duguid2014coordination,frodo,17,m,focal_participant_1,fraukje,35,f,focal_participant_2,chimpanzee,frodo_fraukje,2,9,highrisk,nb,bcfirst,3,3,1,1,1,2,1,1,6.6,frodo,fraukje,0,1,0,0,1,0,0.0
duguid2014coordination,frodo,17,m,focal_participant_1,fraukje,35,f,focal_participant_2,chimpanzee,frodo_fraukje,2,10,highrisk,nb,bcfirst,3,3,1,1,1,2,1,1,14.16,frodo,fraukje,0,1,0,0,1,0,0.0
duguid2014coordination,frodo,17,m,focal_participant_1,fraukje,35,f,focal_participant_2,chimpanzee,frodo_fraukje,2,11,highrisk,nb,bcfirst,3,3,1,1,1,2,1,1,10.68,frodo,fraukje,1,0,0,0,0,0,0.0
duguid2014coordination,frodo,17,m,focal_participant_1,fraukje,35,f,focal_participant_2,chimpanzee,frodo_fraukje,2,12,highrisk,nb,bcfirst,3,3,1,1,1,2,1,1,14.88,frodo,fraukje,0,1,0,0,1,0,0.0
duguid2014coordination,frodo,17,m,focal_participant_1,fraukje,35,f,focal_participant_2,chimpanzee,frodo_fraukje,1,1,highrisk,bc,bcfirst,3,3,0,1,0,1,1,0,14.48,frodo,0,0,1,0,0,1,0,0.0
duguid2014coordination,frodo,17,m,focal_participant_1,fraukje,35,f,focal_participant_2,chimpanzee,frodo_fraukje,1,2,highrisk,bc,bcfirst,3,3,1,1,1,2,1,1,13.72,fraukje,frodo,0,0,0,0,0,0,0.0
duguid2014coordination,frodo,17,m,focal_participant_1,fraukje,35,f,focal_participant_2,chimpanzee,frodo_fraukje,1,3,highrisk,bc,bcfirst,3,3,1,1,1,2,1,1,10.92,frodo,fraukje,0,0,0,0,0,0,0.0
duguid2014coordination,frodo,17,m,focal_participant_1,fraukje,35,f,focal_participant_2,chimpanzee,frodo_fraukje,1,4,highrisk,bc,bcfirst,3,3,1,1,1,2,1,1,8.28,frodo,fraukje,0,1,0,0,1,0,0.0
duguid2014coordination,frodo,17,m,focal_participant_1,fraukje,35,f,focal_participant_2,chimpanzee,frodo_fraukje,1,5,highrisk,bc,bcfirst,3,3,1,1,1,2,1,1,7.32,frodo,fraukje,0,0,0,0,0,0,0.0
duguid2014coordination,frodo,17,m,focal_participant_1,fraukje,35,f,focal_participant_2,chimpanzee,frodo_fraukje,1,6,highrisk,bc,bcfirst,3,3,1,1,1,2,1,1,12.24,frodo,fraukje,0,0,0,0,0,0,0.0
duguid2014coordination,frodo,17,m,focal_participant_1,fraukje,35,f,focal_participant_2,chimpanzee,frodo_fraukje,2,7,highrisk,bc,bcfirst,3,3,1,1,1,2,1,1,7.39999999999999,fraukje,frodo,0,0,0,0,0,0,0.0
duguid2014coordination,frodo,17,m,focal_participant_1,fraukje,35,f,focal_participant_2,chimpanzee,frodo_fraukje,2,8,highrisk,bc,bcfirst,3,3,1,1,1,2,1,1,7.52,frodo,fraukje,0,1,0,0,1,0,0.0
duguid2014coordination,frodo,17,m,focal_participant_1,fraukje,35,f,focal_participant_2,chimpanzee,frodo_fraukje,2,9,highrisk,bc,bcfirst,3,3,1,1,1,2,1,1,9.64,frodo,fraukje,0,1,0,0,1,0,0.0
duguid2014coordination,frodo,17,m,focal_participant_1,fraukje,35,f,focal_participant_2,chimpanzee,frodo_fraukje,2,10,highrisk,bc,bcfirst,3,3,1,1,1,2,1,1,17.04,frodo,fraukje,0,1,0,0,1,0,0.0
duguid2014coordination,frodo,17,m,focal_participant_1,fraukje,35,f,focal_participant_2,chimpanzee,frodo_fraukje,2,11,highrisk,bc,bcfirst,3,3,1,1,1,2,1,1,14.44,frodo,fraukje,0,0,0,0,1,0,0.0
duguid2014coordination,frodo,17,m,focal_participant_1,fraukje,35,f,focal_participant_2,chimpanzee,frodo_fraukje,2,12,highrisk,bc,bcfirst,3,3,1,1,1,2,1,1,17.68,frodo,fraukje,0,1,0,0,1,0,0.0
duguid2014coordination,sandra,18,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,sandra_lobo,1,1,highrisk,nb,bcfirst,3,4,1,1,1,2,1,1,6.92,lobo,sandra,0,0,0,0,0,0,0.0
duguid2014coordination,sandra,18,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,sandra_lobo,1,2,highrisk,nb,bcfirst,3,4,1,1,1,2,1,1,5.4,lobo,sandra,0,0,0,0,0,0,0.0
duguid2014coordination,sandra,18,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,sandra_lobo,1,3,highrisk,nb,bcfirst,3,4,0,0,1,1,1,0,25.84,lobo,0,1,0,0,0,0,1,0.0
duguid2014coordination,sandra,18,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,sandra_lobo,1,4,highrisk,nb,bcfirst,3,4,0,0,1,1,1,0,24.92,lobo,0,0,0,0,0,0,0,0.0
duguid2014coordination,sandra,18,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,sandra_lobo,1,5,highrisk,nb,bcfirst,3,4,1,1,1,2,1,1,5.48,lobo,sandra,0,0,0,0,0,0,0.0
duguid2014coordination,sandra,18,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,sandra_lobo,1,6,highrisk,nb,bcfirst,3,4,1,1,1,2,1,1,4.84,sandra,lobo,0,1,0,0,1,0,0.0
duguid2014coordination,sandra,18,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,sandra_lobo,2,7,highrisk,nb,bcfirst,3,4,1,1,1,2,1,1,9.56,lobo,sandra,0,1,0,0,1,0,0.0
duguid2014coordination,sandra,18,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,sandra_lobo,2,8,highrisk,nb,bcfirst,3,4,1,1,1,2,1,1,8.32,sandra,lobo,0,1,0,0,1,0,0.0
duguid2014coordination,sandra,18,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,sandra_lobo,2,9,highrisk,nb,bcfirst,3,4,1,1,1,2,1,1,7.8,sandra,lobo,0,1,0,0,1,0,0.0
duguid2014coordination,sandra,18,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,sandra_lobo,2,10,highrisk,nb,bcfirst,3,4,1,1,1,2,1,1,10.64,sandra,lobo,0,1,0,0,1,0,0.0
duguid2014coordination,sandra,18,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,sandra_lobo,2,11,highrisk,nb,bcfirst,3,4,1,1,1,2,1,1,4.28,sandra,lobo,0,1,0,0,1,0,0.0
duguid2014coordination,sandra,18,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,sandra_lobo,2,12,highrisk,nb,bcfirst,3,4,1,1,1,2,1,1,16.36,lobo,sandra,0,1,0,0,1,0,0.0
duguid2014coordination,sandra,18,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,sandra_lobo,1,1,highrisk,bc,bcfirst,3,4,0,0,1,1,1,0,22.64,lobo,0,1,0,0,0,0,0,0.0
duguid2014coordination,sandra,18,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,sandra_lobo,1,2,highrisk,bc,bcfirst,3,4,0,0,1,1,1,0,22.08,lobo,0,1,0,0,0,0,0,1.0
duguid2014coordination,sandra,18,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,sandra_lobo,1,3,highrisk,bc,bcfirst,3,4,0,0,0,0,0,0, ,0,0,1,1,0,0,1,0,
duguid2014coordination,sandra,18,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,sandra_lobo,1,4,highrisk,bc,bcfirst,3,4,0,0,0,0,0,0, ,0,0,1,1,0,0,1,0,
duguid2014coordination,sandra,18,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,sandra_lobo,1,5,highrisk,bc,bcfirst,3,4,1,1,1,2,1,1,3.23999999999999,sandra,lobo,1,1,0,0,1,0,0.0
duguid2014coordination,sandra,18,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,sandra_lobo,1,6,highrisk,bc,bcfirst,3,4,1,1,1,2,1,1,5.72,lobo,sandra,1,0,0,0,0,0,0.0
duguid2014coordination,sandra,18,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,sandra_lobo,2,7,highrisk,bc,bcfirst,3,4,0,0,1,1,1,0,19.52,lobo,0,1,0,0,0,0,0,0.0
duguid2014coordination,sandra,18,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,sandra_lobo,2,8,highrisk,bc,bcfirst,3,4,1,1,1,2,1,1,3.63999999999999,lobo,sandra,0,0,0,0,0,0,0.0
duguid2014coordination,sandra,18,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,sandra_lobo,2,9,highrisk,bc,bcfirst,3,4,1,1,1,2,1,1,8.96,sandra,lobo,0,1,0,0,1,0,0.0
duguid2014coordination,sandra,18,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,sandra_lobo,2,10,highrisk,bc,bcfirst,3,4,1,1,1,2,1,1,3.16,lobo,sandra,0,0,0,0,0,0,0.0
duguid2014coordination,sandra,18,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,sandra_lobo,2,11,highrisk,bc,bcfirst,3,4,1,1,1,2,1,1,4.84,sandra,lobo,0,1,0,0,1,0,0.0
duguid2014coordination,sandra,18,f,focal_participant_1,lobo,7,m,focal_participant_2,chimpanzee,sandra_lobo,2,12,highrisk,bc,bcfirst,3,4,1,1,1,2,1,1,7.88,sandra,lobo,0,1,0,0,1,0,0.0
duguid2014coordination,ulla,34,f,focal_participant_1,frodo,17,m,focal_participant_2,chimpanzee,ulla_frodo,1,1,highrisk,nb,bcfirst,4,4,0,0,1,1,1,0,12.88,frodo,0,0,0,0,0,0,0,0.0
duguid2014coordination,ulla,34,f,focal_participant_1,frodo,17,m,focal_participant_2,chimpanzee,ulla_frodo,1,2,highrisk,nb,bcfirst,4,4,0,0,1,1,1,0,16.84,frodo,0,0,0,0,0,0,0,0.0
duguid2014coordination,ulla,34,f,focal_participant_1,frodo,17,m,focal_participant_2,chimpanzee,ulla_frodo,1,3,highrisk,nb,bcfirst,4,4,0,0,1,1,1,0,17.32,frodo,0,0,0,0,0,0,0,0.0
duguid2014coordination,ulla,34,f,focal_participant_1,frodo,17,m,focal_participant_2,chimpanzee,ulla_frodo,1,4,highrisk,nb,bcfirst,4,4,0,0,1,1,1,0,15.32,frodo,0,0,0,0,0,0,0,0.0
duguid2014coordination,ulla,34,f,focal_participant_1,frodo,17,m,focal_participant_2,chimpanzee,ulla_frodo,1,5,highrisk,nb,bcfirst,4,4,0,1,1,2,1,1,19.96,frodo,ulla,0,0,0,0,0,0,0.0
duguid2014coordination,ulla,34,f,focal_participant_1,frodo,17,m,focal_participant_2,chimpanzee,ulla_frodo,1,6,highrisk,nb,bcfirst,4,4,0,0,1,1,1,0,20.68,frodo,0,0,0,0,0,1,0,0.0
duguid2014coordination,ulla,34,f,focal_participant_1,frodo,17,m,focal_participant_2,chimpanzee,ulla_frodo,2,7,highrisk,nb,bcfirst,4,4,0,0,1,1,1,0,22,frodo,0,0,0,0,0,0,0,0.0
duguid2014coordination,ulla,34,f,focal_participant_1,frodo,17,m,focal_participant_2,chimpanzee,ulla_frodo,2,8,highrisk,nb,bcfirst,4,4,1,1,1,2,1,1,8.84,frodo,ulla,0,0,0,0,0,0,0.0
duguid2014coordination,ulla,34,f,focal_participant_1,frodo,17,m,focal_participant_2,chimpanzee,ulla_frodo,2,9,highrisk,nb,bcfirst,4,4,0,0,1,1,1,0,13.84,frodo,0,0,0,0,0,1,0,0.0
duguid2014coordination,ulla,34,f,focal_participant_1,frodo,17,m,focal_participant_2,chimpanzee,ulla_frodo,2,10,highrisk,nb,bcfirst,4,4,0,1,1,2,1,1,32.28,frodo,ulla,0,0,0,0,1,0,0.0
duguid2014coordination,ulla,34,f,focal_participant_1,frodo,17,m,focal_participant_2,chimpanzee,ulla_frodo,2,11,highrisk,nb,bcfirst,4,4,1,1,1,2,1,1,4.36,ulla,frodo,0,0,0,0,0,0,0.0
duguid2014coordination,ulla,34,f,focal_participant_1,frodo,17,m,focal_participant_2,chimpanzee,ulla_frodo,2,12,highrisk,nb,bcfirst,4,4,1,1,1,2,1,1,9.08,frodo,ulla,0,0,0,0,0,0,0.0
duguid2014coordination,ulla,34,f,focal_participant_1,frodo,17,m,focal_participant_2,chimpanzee,ulla_frodo,1,1,highrisk,bc,bcfirst,4,4,0,0,1,1,1,0,13.84,frodo,0,0,0,0,0,0,0,0.0
duguid2014coordination,ulla,34,f,focal_participant_1,frodo,17,m,focal_participant_2,chimpanzee,ulla_frodo,1,2,highrisk,bc,bcfirst,4,4,0,0,1,1,1,0,7.88,frodo,0,0,0,0,0,0,0,0.0
duguid2014coordination,ulla,34,f,focal_participant_1,frodo,17,m,focal_participant_2,chimpanzee,ulla_frodo,1,3,highrisk,bc,bcfirst,4,4,0,1,1,2,1,1,6.04000000000001,frodo,ulla,0,0,0,0,0,0,0.0
duguid2014coordination,ulla,34,f,focal_participant_1,frodo,17,m,focal_participant_2,chimpanzee,ulla_frodo,1,4,highrisk,bc,bcfirst,4,4,0,0,1,1,1,0,7.6,frodo,0,0,0,0,0,0,0,0.0
duguid2014coordination,ulla,34,f,focal_participant_1,frodo,17,m,focal_participant_2,chimpanzee,ulla_frodo,1,5,highrisk,bc,bcfirst,4,4,0,0,1,1,1,0,5.96,frodo,0,0,0,0,0,0,0,0.0
duguid2014coordination,ulla,34,f,focal_participant_1,frodo,17,m,focal_participant_2,chimpanzee,ulla_frodo,1,6,highrisk,bc,bcfirst,4,4,0,0,1,1,1,0,14.52,frodo,0,0,0,0,0,0,0,0.0
duguid2014coordination,ulla,34,f,focal_participant_1,frodo,17,m,focal_participant_2,chimpanzee,ulla_frodo,2,7,highrisk,bc,bcfirst,4,4,1,1,1,2,1,1,5.64,frodo,ulla,0,0,0,0,0,0,0.0
duguid2014coordination,ulla,34,f,focal_participant_1,frodo,17,m,focal_participant_2,chimpanzee,ulla_frodo,2,8,highrisk,bc,bcfirst,4,4,1,1,1,2,1,1,4.44,ulla,frodo,0,0,0,0,0,0,0.0
duguid2014coordination,ulla,34,f,focal_participant_1,frodo,17,m,focal_participant_2,chimpanzee,ulla_frodo,2,9,highrisk,bc,bcfirst,4,4,1,1,1,2,1,1,8.88,frodo,ulla,0,0,0,0,0,0,0.0
duguid2014coordination,ulla,34,f,focal_participant_1,frodo,17,m,focal_participant_2,chimpanzee,ulla_frodo,2,10,highrisk,bc,bcfirst,4,4,0,0,1,1,1,0,12.8,frodo,0,0,0,0,0,0,0,0.0
duguid2014coordination,ulla,34,f,focal_participant_1,frodo,17,m,focal_participant_2,chimpanzee,ulla_frodo,2,11,highrisk,bc,bcfirst,4,4,0,0,1,1,1,0,8.24,frodo,0,0,0,0,0,1,0,0.0
duguid2014coordination,ulla,34,f,focal_participant_1,frodo,17,m,focal_participant_2,chimpanzee,ulla_frodo,2,12,highrisk,bc,bcfirst,4,4,0,0,1,1,1,0,5.08,frodo,0,0,0,0,0,0,0,0.0
