study_id,participant,age_in_years,sex,role,participant_2,age_in_years_2,sex_2,role_2,species,dyad,session,trial,study,condition,group_original,pairing_cage3,pairing_cage4,stag_success,cage3_leave_hare,cage4_leave_hare,total_leave_hare,one_leave_hare,both_leave_hare,time_initiator_wait,ape_initiator,ape_follower,checkback_hare_cage3,checkback_hare_cage4,communication_hare_cage3,communication_hare_cage4,communication_stag_cage3,communication_stag_cage4,communication_stag_initiator
duguid2014coordination,fraukje,35,f,focal_participant_1,sandra,18,f,focal_participant_2,chimpanzee,fraukje_sandra,1,1,highrisk,nb,bcfirst,4,4,0,0,1,1,1,0,13.92,sandra,0,0,1,0,0,1,0,0.0
duguid2014coordination,fraukje,35,f,focal_participant_1,sandra,18,f,focal_participant_2,chimpanzee,fraukje_sandra,1,2,highrisk,nb,bcfirst,4,4,0,0,0,0,0,0, ,0,0,0,1,0,0,1,0,
duguid2014coordination,fraukje,35,f,focal_participant_1,sandra,18,f,focal_participant_2,chimpanzee,fraukje_sandra,1,3,highrisk,nb,bcfirst,4,4,0,0,1,1,1,0,14.44,sandra,0,0,1,0,0,1,0,0.0
duguid2014coordination,fraukje,35,f,focal_participant_1,sandra,18,f,focal_participant_2,chimpanzee,fraukje_sandra,1,4,highrisk,nb,bcfirst,4,4,1,1,1,2,1,1,4.27999999999999,fraukje,sandra,0,1,0,0,1,0,0.0
duguid2014coordination,fraukje,35,f,focal_participant_1,sandra,18,f,focal_participant_2,chimpanzee,fraukje_sandra,1,5,highrisk,nb,bcfirst,4,4,0,0,1,1,1,0,18.28,sandra,0,0,1,0,0,1,0,0.0
duguid2014coordination,fraukje,35,f,focal_participant_1,sandra,18,f,focal_participant_2,chimpanzee,fraukje_sandra,1,6,highrisk,nb,bcfirst,4,4,0,0,0,0,0,0, ,0,0,0,1,0,0,1,0,
duguid2014coordination,fraukje,35,f,focal_participant_1,sandra,18,f,focal_participant_2,chimpanzee,fraukje_sandra,2,7,highrisk,nb,bcfirst,4,4,1,1,1,2,1,1,14.16,sandra,fraukje,0,1,0,0,1,0,0.0
duguid2014coordination,fraukje,35,f,focal_participant_1,sandra,18,f,focal_participant_2,chimpanzee,fraukje_sandra,2,8,highrisk,nb,bcfirst,4,4,0,0,1,1,1,0,20.28,sandra,0,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,35,f,focal_participant_1,sandra,18,f,focal_participant_2,chimpanzee,fraukje_sandra,2,9,highrisk,nb,bcfirst,4,4,1,1,1,2,1,1,3.96000000000001,fraukje,sandra,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,35,f,focal_participant_1,sandra,18,f,focal_participant_2,chimpanzee,fraukje_sandra,3,10,highrisk,nb,bcfirst,4,4,0,0,1,1,1,0,20.76,sandra,0,0,1,0,0,1,0,0.0
duguid2014coordination,fraukje,35,f,focal_participant_1,sandra,18,f,focal_participant_2,chimpanzee,fraukje_sandra,3,11,highrisk,nb,bcfirst,4,4,1,1,1,2,1,1,8.36000000000001,sandra,fraukje,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,35,f,focal_participant_1,sandra,18,f,focal_participant_2,chimpanzee,fraukje_sandra,3,12,highrisk,nb,bcfirst,4,4,0,0,1,1,1,0,24.24,sandra,0,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,35,f,focal_participant_1,sandra,18,f,focal_participant_2,chimpanzee,fraukje_sandra,1,1,highrisk,bc,bcfirst,4,4,1,1,1,2,1,1,4.96,sandra,fraukje,0,1,0,0,1,0,0.0
duguid2014coordination,fraukje,35,f,focal_participant_1,sandra,18,f,focal_participant_2,chimpanzee,fraukje_sandra,1,2,highrisk,bc,bcfirst,4,4,0,0,0,0,0,0, ,0,0,0,1,0,0,1,0,
duguid2014coordination,fraukje,35,f,focal_participant_1,sandra,18,f,focal_participant_2,chimpanzee,fraukje_sandra,1,3,highrisk,bc,bcfirst,4,4,0,0,0,0,0,0, ,0,0,0,1,0,0,1,0,
duguid2014coordination,fraukje,35,f,focal_participant_1,sandra,18,f,focal_participant_2,chimpanzee,fraukje_sandra,1,4,highrisk,bc,bcfirst,4,4,1,1,1,2,1,1,8.44000000000001,sandra,fraukje,1,1,0,0,1,0,0.0
duguid2014coordination,fraukje,35,f,focal_participant_1,sandra,18,f,focal_participant_2,chimpanzee,fraukje_sandra,1,5,highrisk,bc,bcfirst,4,4,1,1,1,2,1,1,10.4,sandra,fraukje,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,35,f,focal_participant_1,sandra,18,f,focal_participant_2,chimpanzee,fraukje_sandra,1,6,highrisk,bc,bcfirst,4,4,1,1,1,2,1,1,20.64,sandra,fraukje,1,0,0,0,0,0,0.0
duguid2014coordination,fraukje,35,f,focal_participant_1,sandra,18,f,focal_participant_2,chimpanzee,fraukje_sandra,1,7,highrisk,bc,bcfirst,4,4,1,1,1,2,1,1,12.64,fraukje,sandra,0,1,0,0,1,0,0.0
duguid2014coordination,fraukje,35,f,focal_participant_1,sandra,18,f,focal_participant_2,chimpanzee,fraukje_sandra,1,8,highrisk,bc,bcfirst,4,4,0,1,0,1,1,0,19.04,fraukje,0,0,1,0,0,1,0,0.0
duguid2014coordination,fraukje,35,f,focal_participant_1,sandra,18,f,focal_participant_2,chimpanzee,fraukje_sandra,1,9,highrisk,bc,bcfirst,4,4,0,1,0,1,1,0,4.88,fraukje,0,0,1,0,0,1,0,0.0
duguid2014coordination,fraukje,35,f,focal_participant_1,sandra,18,f,focal_participant_2,chimpanzee,fraukje_sandra,1,10,highrisk,bc,bcfirst,4,4,0,0,0,0,0,0, ,0,0,0,1,0,0,1,0,
duguid2014coordination,fraukje,35,f,focal_participant_1,sandra,18,f,focal_participant_2,chimpanzee,fraukje_sandra,1,11,highrisk,bc,bcfirst,4,4,1,1,1,2,1,1,9,sandra,fraukje,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,35,f,focal_participant_1,sandra,18,f,focal_participant_2,chimpanzee,fraukje_sandra,1,12,highrisk,bc,bcfirst,4,4,1,1,1,2,1,1,6.36,sandra,fraukje,1,0,0,0,1,0,0.0
