"study_id","year","month","day","participant","age_in_years","sex","species","species_subgroup","session_cond","session_total","trial","condition_sep","condition","toolends","exposure","bait","choice","perf","look","food"
"bohn2017information",2016,8,26,"bangolo",7,"m","chimpanzee","a",7,9,6,"tooltest2","tooltest","nvis","hid",2,2,1,1,1
"bohn2017information",2016,8,26,"bangolo",7,"m","chimpanzee","a",7,9,7,"tooltest2","tooltest","nvis","vis",2,2,1,0,1
"bohn2017information",2016,8,26,"bangolo",7,"m","chimpanzee","a",7,9,8,"tooltest2","tooltest","nvis","hid",1,1,1,1,1
"bohn2017information",2016,8,26,"sandra",23,"f","chimpanzee","b",8,10,1,"tooltest2","tooltest","vis","hid",3,3,1,1,1
"bohn2017information",2016,8,26,"sandra",23,"f","chimpanzee","b",8,10,2,"tooltest2","tooltest","vis","vis",1,1,1,0,1
"bohn2017information",2016,8,26,"sandra",23,"f","chimpanzee","b",8,10,3,"tooltest2","tooltest","vis","hid",1,2,0,1,0
"bohn2017information",2016,8,26,"sandra",23,"f","chimpanzee","b",8,10,4,"tooltest2","tooltest","vis","hid",2,2,1,0,1
"bohn2017information",2016,8,26,"sandra",23,"f","chimpanzee","b",8,10,5,"tooltest2","tooltest","vis","vis",2,2,1,0,1
"bohn2017information",2016,8,26,"sandra",23,"f","chimpanzee","b",8,10,6,"tooltest2","tooltest","vis","vis",3,3,1,0,1
"bohn2017information",2016,8,26,"sandra",23,"f","chimpanzee","b",8,10,7,"tooltest2","tooltest","vis","hid",1,1,1,1,1
"bohn2017information",2016,8,26,"sandra",23,"f","chimpanzee","b",8,10,8,"tooltest2","tooltest","vis","vis",2,2,1,0,1
"bohn2017information",2016,8,26,"dorien",35,"f","chimpanzee","b",8,10,1,"tooltest2","tooltest","vis","hid",2,1,0,0,0
"bohn2017information",2016,8,26,"dorien",35,"f","chimpanzee","b",8,10,2,"tooltest2","tooltest","vis","vis",1,1,1,0,1
"bohn2017information",2016,8,26,"dorien",35,"f","chimpanzee","b",8,10,3,"tooltest2","tooltest","vis","hid",1,1,1,0,1
"bohn2017information",2016,8,26,"dorien",35,"f","chimpanzee","b",8,10,4,"tooltest2","tooltest","vis","vis",3,1,0,0,0
"bohn2017information",2016,8,26,"dorien",35,"f","chimpanzee","b",8,10,5,"tooltest2","tooltest","vis","hid",2,1,0,0,0
"bohn2017information",2016,8,26,"dorien",35,"f","chimpanzee","b",8,10,6,"tooltest2","tooltest","vis","vis",2,2,1,0,1
"bohn2017information",2016,8,26,"dorien",35,"f","chimpanzee","b",8,10,7,"tooltest2","tooltest","vis","hid",3,1,0,0,0
"bohn2017information",2016,8,26,"dorien",35,"f","chimpanzee","b",8,10,8,"tooltest2","tooltest","vis","vis",2,2,1,0,1
"bohn2017information",2016,8,26,"robert",40,"m","chimpanzee","-",2,6,1,"foodtest","foodtest","-","hid",1,1,1,0,1
"bohn2017information",2016,8,26,"robert",40,"m","chimpanzee","-",2,6,2,"foodtest","foodtest","-","vis",3,3,1,0,1
"bohn2017information",2016,8,26,"robert",40,"m","chimpanzee","-",2,6,3,"foodtest","foodtest","-","vis",2,2,1,0,1
"bohn2017information",2016,8,26,"robert",40,"m","chimpanzee","-",2,6,4,"foodtest","foodtest","-","hid",3,1,0,0,0
"bohn2017information",2016,8,26,"robert",40,"m","chimpanzee","-",2,6,5,"foodtest","foodtest","-","vis",1,1,1,0,1
"bohn2017information",2016,8,26,"robert",40,"m","chimpanzee","-",2,6,6,"foodtest","foodtest","-","hid",2,2,1,0,1
"bohn2017information",2016,8,26,"robert",40,"m","chimpanzee","-",2,6,7,"foodtest","foodtest","-","vis",2,2,1,0,1
"bohn2017information",2016,8,26,"robert",40,"m","chimpanzee","-",2,6,8,"foodtest","foodtest","-","hid",3,2,0,0,0
"bohn2017information",2016,8,29,"kofi",11,"m","chimpanzee","b",6,8,1,"tooltest2","tooltest","nvis","hid",1,1,1,0,1
"bohn2017information",2016,8,29,"kofi",11,"m","chimpanzee","b",6,8,2,"tooltest2","tooltest","nvis","vis",3,3,1,0,1
"bohn2017information",2016,8,29,"kofi",11,"m","chimpanzee","b",6,8,3,"tooltest2","tooltest","nvis","vis",2,3,0,0,0
"bohn2017information",2016,8,29,"kofi",11,"m","chimpanzee","b",6,8,4,"tooltest2","tooltest","nvis","hid",2,2,1,0,1
"bohn2017information",2016,8,29,"kofi",11,"m","chimpanzee","b",6,8,5,"tooltest2","tooltest","nvis","vis",1,1,1,0,1
"bohn2017information",2016,8,29,"kofi",11,"m","chimpanzee","b",6,8,6,"tooltest2","tooltest","nvis","hid",2,2,1,1,1
"bohn2017information",2016,8,29,"kofi",11,"m","chimpanzee","b",6,8,7,"tooltest2","tooltest","nvis","vis",2,2,1,0,1
"bohn2017information",2016,8,29,"kofi",11,"m","chimpanzee","b",6,8,8,"tooltest2","tooltest","nvis","hid",3,2,0,0,0
"bohn2017information",2016,8,29,"frodo",22,"m","chimpanzee","a",7,9,1,"tooltest2","tooltest","nvis","hid",2,2,1,0,1
"bohn2017information",2016,8,29,"frodo",22,"m","chimpanzee","a",7,9,2,"tooltest2","tooltest","nvis","vis",3,3,1,0,1
"bohn2017information",2016,8,29,"frodo",22,"m","chimpanzee","a",7,9,3,"tooltest2","tooltest","nvis","vis",2,2,1,0,1
"bohn2017information",2016,8,29,"frodo",22,"m","chimpanzee","a",7,9,4,"tooltest2","tooltest","nvis","hid",1,1,1,0,1
"bohn2017information",2016,8,29,"frodo",22,"m","chimpanzee","a",7,9,5,"tooltest2","tooltest","nvis","vis",1,1,1,0,1
"bohn2017information",2016,8,29,"frodo",22,"m","chimpanzee","a",7,9,6,"tooltest2","tooltest","nvis","hid",3,3,1,0,1
"bohn2017information",2016,8,29,"frodo",22,"m","chimpanzee","a",7,9,7,"tooltest2","tooltest","nvis","hid",1,2,0,0,0
"bohn2017information",2016,8,29,"frodo",22,"m","chimpanzee","a",7,9,8,"tooltest2","tooltest","nvis","vis",3,3,1,0,1
"bohn2017information",2016,8,29,"swela",20,"f","chimpanzee","a",8,10,1,"tooltest2","tooltest","nvis","hid",3,1,0,0,0
"bohn2017information",2016,8,29,"swela",20,"f","chimpanzee","a",8,10,2,"tooltest2","tooltest","nvis","vis",2,2,1,0,1
"bohn2017information",2016,8,29,"swela",20,"f","chimpanzee","a",8,10,3,"tooltest2","tooltest","nvis","vis",1,1,1,0,1
"bohn2017information",2016,8,29,"swela",20,"f","chimpanzee","a",8,10,4,"tooltest2","tooltest","nvis","hid",1,1,1,0,1
"bohn2017information",2016,8,29,"swela",20,"f","chimpanzee","a",8,10,5,"tooltest2","tooltest","nvis","hid",2,1,0,0,0
"bohn2017information",2016,8,29,"swela",20,"f","chimpanzee","a",8,10,6,"tooltest2","tooltest","nvis","vis",3,2,0,0,0
"bohn2017information",2016,8,29,"swela",20,"f","chimpanzee","a",8,10,7,"tooltest2","tooltest","nvis","hid",1,2,0,0,0
"bohn2017information",2016,8,29,"swela",20,"f","chimpanzee","a",8,10,8,"tooltest2","tooltest","nvis","vis",2,2,1,0,1
"bohn2017information",2016,8,29,"bangolo",7,"m","chimpanzee","a",8,10,1,"tooltest2","tooltest","nvis","vis",2,3,0,0,0
"bohn2017information",2016,8,29,"bangolo",7,"m","chimpanzee","a",8,10,2,"tooltest2","tooltest","nvis","hid",2,2,1,1,1
"bohn2017information",2016,8,29,"bangolo",7,"m","chimpanzee","a",8,10,3,"tooltest2","tooltest","nvis","vis",3,3,1,0,1
"bohn2017information",2016,8,29,"bangolo",7,"m","chimpanzee","a",8,10,4,"tooltest2","tooltest","nvis","hid",1,1,1,1,1
"bohn2017information",2016,8,29,"bangolo",7,"m","chimpanzee","a",8,10,5,"tooltest2","tooltest","nvis","vis",1,1,1,1,1
"bohn2017information",2016,8,29,"bangolo",7,"m","chimpanzee","a",8,10,6,"tooltest2","tooltest","nvis","hid",3,3,1,1,1
"bohn2017information",2016,8,29,"bangolo",7,"m","chimpanzee","a",8,10,7,"tooltest2","tooltest","nvis","vis",2,2,1,1,1
"bohn2017information",2016,8,29,"bangolo",7,"m","chimpanzee","a",8,10,8,"tooltest2","tooltest","nvis","hid",3,3,1,1,1
"bohn2017information",2016,8,29,"robert",40,"m","chimpanzee","a",5,7,1,"tooltest2","tooltest","vis","hid",2,1,0,0,0
"bohn2017information",2016,8,29,"robert",40,"m","chimpanzee","a",5,7,2,"tooltest2","tooltest","vis","hid",1,3,0,0,0
"bohn2017information",2016,8,29,"robert",40,"m","chimpanzee","a",5,7,3,"tooltest2","tooltest","vis","vis",2,2,1,0,1
"bohn2017information",2016,8,29,"robert",40,"m","chimpanzee","a",5,7,4,"tooltest2","tooltest","vis","vis",1,1,1,0,1
"bohn2017information",2016,8,29,"robert",40,"m","chimpanzee","a",5,7,5,"tooltest2","tooltest","vis","vis",3,3,1,0,1
"bohn2017information",2016,8,29,"robert",40,"m","chimpanzee","a",5,7,6,"tooltest2","tooltest","vis","hid",3,2,0,0,0
"bohn2017information",2016,8,29,"robert",40,"m","chimpanzee","a",5,7,7,"tooltest2","tooltest","vis","hid",1,3,0,0,0
"bohn2017information",2016,8,29,"robert",40,"m","chimpanzee","a",5,7,8,"tooltest2","tooltest","vis","vis",2,2,1,0,1
"bohn2017information",2016,8,30,"robert",40,"m","chimpanzee","a",6,8,1,"tooltest2","tooltest","vis","vis",2,2,1,0,1
"bohn2017information",2016,8,30,"robert",40,"m","chimpanzee","a",6,8,2,"tooltest2","tooltest","vis","vis",1,3,0,0,0
"bohn2017information",2016,8,30,"robert",40,"m","chimpanzee","a",6,8,3,"tooltest2","tooltest","vis","hid",3,2,0,0,0
"bohn2017information",2016,8,30,"robert",40,"m","chimpanzee","a",6,8,4,"tooltest2","tooltest","vis","vis",3,3,1,0,1
"bohn2017information",2016,8,30,"robert",40,"m","chimpanzee","a",6,8,5,"tooltest2","tooltest","vis","hid",2,3,0,0,0
"bohn2017information",2016,8,30,"robert",40,"m","chimpanzee","a",6,8,6,"tooltest2","tooltest","vis","hid",1,2,0,0,0
"bohn2017information",2016,8,30,"robert",40,"m","chimpanzee","a",6,8,7,"tooltest2","tooltest","vis","vis",1,2,0,0,0
"bohn2017information",2016,8,30,"robert",40,"m","chimpanzee","a",6,8,8,"tooltest2","tooltest","vis","hid",2,3,0,0,0
"bohn2017information",2016,8,30,"kofi",11,"m","chimpanzee","b",7,9,1,"tooltest2","tooltest","vis","vis",2,2,1,0,1
"bohn2017information",2016,8,30,"kofi",11,"m","chimpanzee","b",7,9,2,"tooltest2","tooltest","vis","vis",3,3,1,0,1
"bohn2017information",2016,8,30,"kofi",11,"m","chimpanzee","b",7,9,3,"tooltest2","tooltest","vis","hid",1,2,0,0,0
"bohn2017information",2016,8,30,"kofi",11,"m","chimpanzee","b",7,9,4,"tooltest2","tooltest","vis","hid",3,3,1,0,1
"bohn2017information",2016,8,30,"kofi",11,"m","chimpanzee","b",7,9,5,"tooltest2","tooltest","vis","vis",1,1,1,0,1
"bohn2017information",2016,8,30,"kofi",11,"m","chimpanzee","b",7,9,6,"tooltest2","tooltest","vis","hid",2,2,1,0,1
"bohn2017information",2016,8,30,"kofi",11,"m","chimpanzee","b",7,9,7,"tooltest2","tooltest","vis","vis",1,1,1,0,1
"bohn2017information",2016,8,30,"kofi",11,"m","chimpanzee","b",7,9,8,"tooltest2","tooltest","vis","hid",2,2,1,0,1
"bohn2017information",2016,8,30,"frodo",22,"m","chimpanzee","a",8,10,1,"tooltest2","tooltest","nvis","hid",1,2,0,0,0
"bohn2017information",2016,8,30,"frodo",22,"m","chimpanzee","a",8,10,2,"tooltest2","tooltest","nvis","vis",1,1,1,0,1
"bohn2017information",2016,8,30,"frodo",22,"m","chimpanzee","a",8,10,3,"tooltest2","tooltest","nvis","hid",2,3,0,0,0
"bohn2017information",2016,8,30,"frodo",22,"m","chimpanzee","a",8,10,4,"tooltest2","tooltest","nvis","vis",2,2,1,0,1
"bohn2017information",2016,8,30,"frodo",22,"m","chimpanzee","a",8,10,5,"tooltest2","tooltest","nvis","hid",3,1,0,0,0
"bohn2017information",2016,8,30,"frodo",22,"m","chimpanzee","a",8,10,6,"tooltest2","tooltest","nvis","vis",3,3,1,0,1
"bohn2017information",2016,8,30,"frodo",22,"m","chimpanzee","a",8,10,7,"tooltest2","tooltest","nvis","hid",1,1,1,0,1
"bohn2017information",2016,8,30,"frodo",22,"m","chimpanzee","a",8,10,8,"tooltest2","tooltest","nvis","vis",2,2,1,0,1
"bohn2017information",2016,8,31,"robert",40,"m","chimpanzee","a",7,9,1,"tooltest2","tooltest","nvis","vis",1,1,1,0,1
"bohn2017information",2016,8,31,"robert",40,"m","chimpanzee","a",7,9,2,"tooltest2","tooltest","nvis","hid",2,1,0,0,0
"bohn2017information",2016,8,31,"robert",40,"m","chimpanzee","a",7,9,3,"tooltest2","tooltest","nvis","vis",3,3,1,0,1
"bohn2017information",2016,8,31,"robert",40,"m","chimpanzee","a",7,9,4,"tooltest2","tooltest","nvis","hid",3,1,0,0,0
"bohn2017information",2016,8,31,"robert",40,"m","chimpanzee","a",7,9,5,"tooltest2","tooltest","nvis","vis",1,1,1,0,1
"bohn2017information",2016,8,31,"robert",40,"m","chimpanzee","a",7,9,6,"tooltest2","tooltest","nvis","hid",2,2,1,0,1
"bohn2017information",2016,8,31,"robert",40,"m","chimpanzee","a",7,9,7,"tooltest2","tooltest","nvis","hid",3,3,1,0,1
"bohn2017information",2016,8,31,"robert",40,"m","chimpanzee","a",7,9,8,"tooltest2","tooltest","nvis","vis",3,3,1,0,1
"bohn2017information",2016,8,31,"kofi",11,"m","chimpanzee","b",8,10,1,"tooltest2","tooltest","vis","vis",1,1,1,0,1
"bohn2017information",2016,8,31,"kofi",11,"m","chimpanzee","b",8,10,2,"tooltest2","tooltest","vis","vis",2,2,1,0,1
"bohn2017information",2016,8,31,"kofi",11,"m","chimpanzee","b",8,10,3,"tooltest2","tooltest","vis","hid",3,3,1,0,1
"bohn2017information",2016,8,31,"kofi",11,"m","chimpanzee","b",8,10,4,"tooltest2","tooltest","vis","vis",3,3,1,0,1
"bohn2017information",2016,8,31,"kofi",11,"m","chimpanzee","b",8,10,5,"tooltest2","tooltest","vis","hid",2,1,0,0,0
"bohn2017information",2016,8,31,"kofi",11,"m","chimpanzee","b",8,10,6,"tooltest2","tooltest","vis","hid",1,3,0,0,0
"bohn2017information",2016,8,31,"kofi",11,"m","chimpanzee","b",8,10,7,"tooltest2","tooltest","vis","vis",2,2,1,0,1
"bohn2017information",2016,8,31,"kofi",11,"m","chimpanzee","b",8,10,8,"tooltest2","tooltest","vis","hid",3,2,0,0,0
"bohn2017information",2016,9,1,"robert",40,"m","chimpanzee","a",8,10,1,"tooltest2","tooltest","nvis","hid",3,2,0,0,0
"bohn2017information",2016,9,1,"robert",40,"m","chimpanzee","a",8,10,2,"tooltest2","tooltest","nvis","vis",2,2,1,0,1
"bohn2017information",2016,9,1,"robert",40,"m","chimpanzee","a",8,10,3,"tooltest2","tooltest","nvis","vis",1,1,1,0,1
"bohn2017information",2016,9,1,"robert",40,"m","chimpanzee","a",8,10,4,"tooltest2","tooltest","nvis","hid",1,1,1,0,1
"bohn2017information",2016,9,1,"robert",40,"m","chimpanzee","a",8,10,5,"tooltest2","tooltest","nvis","hid",2,1,0,0,0
"bohn2017information",2016,9,1,"robert",40,"m","chimpanzee","a",8,10,6,"tooltest2","tooltest","nvis","vis",3,3,1,0,1
"bohn2017information",2016,9,1,"robert",40,"m","chimpanzee","a",8,10,7,"tooltest2","tooltest","nvis","hid",1,3,0,0,0
"bohn2017information",2016,9,1,"robert",40,"m","chimpanzee","a",8,10,8,"tooltest2","tooltest","nvis","vis",2,2,1,0,1
