"study_id","year","month","day","participant","age_in_years","sex","species","species_subgroup","session_cond","session_total","trial","condition_sep","condition","toolends","exposure","bait","choice","perf","look","food"
"bohn2017information",2016,6,3,"bimbo",35,"m","orangutan","a",1,1,1,"tooltraining","tooltraining","-","-",1,3,0,"-",0
"bohn2017information",2016,6,3,"bimbo",35,"m","orangutan","a",1,1,2,"tooltraining","tooltraining","-","-",2,2,1,"-",1
"bohn2017information",2016,6,3,"bimbo",35,"m","orangutan","a",1,1,3,"tooltraining","tooltraining","-","-",3,3,1,"-",1
"bohn2017information",2016,6,3,"bimbo",35,"m","orangutan","a",1,1,4,"tooltraining","tooltraining","-","-",1,1,1,"-",1
"bohn2017information",2016,6,3,"bimbo",35,"m","orangutan","a",1,1,5,"tooltraining","tooltraining","-","-",3,3,1,"-",1
"bohn2017information",2016,6,3,"bimbo",35,"m","orangutan","a",1,1,6,"tooltraining","tooltraining","-","-",3,3,1,"-",1
"bohn2017information",2016,6,3,"bimbo",35,"m","orangutan","a",1,1,7,"tooltraining","tooltraining","-","-",2,2,1,"-",1
"bohn2017information",2016,6,3,"bimbo",35,"m","orangutan","a",1,1,8,"tooltraining","tooltraining","-","-",1,1,1,"-",1
"bohn2017information",2016,6,3,"bimbo",35,"m","orangutan","a",1,1,9,"tooltraining","tooltraining","-","-",2,2,1,"-",1
"bohn2017information",2016,6,3,"raja",12,"f","orangutan",,1,1,1,"tooltraining","tooltraining","-","-",1,1,1,"-",1
"bohn2017information",2016,6,3,"raja",12,"f","orangutan",,1,1,2,"tooltraining","tooltraining","-","-",2,2,1,"-",1
"bohn2017information",2016,6,3,"raja",12,"f","orangutan",,1,1,3,"tooltraining","tooltraining","-","-",3,3,1,"-",1
"bohn2017information",2016,6,3,"raja",12,"f","orangutan",,1,1,4,"tooltraining","tooltraining","-","-",1,1,1,"-",1
"bohn2017information",2016,6,3,"raja",12,"f","orangutan",,1,1,5,"tooltraining","tooltraining","-","-",3,3,1,"-",1
"bohn2017information",2016,6,3,"raja",12,"f","orangutan",,1,1,6,"tooltraining","tooltraining","-","-",3,3,1,"-",1
"bohn2017information",2016,6,3,"raja",12,"f","orangutan",,1,1,7,"tooltraining","tooltraining","-","-",2,2,1,"-",1
"bohn2017information",2016,6,3,"raja",12,"f","orangutan",,1,1,8,"tooltraining","tooltraining","-","-",1,1,1,"-",1
"bohn2017information",2016,6,3,"raja",12,"f","orangutan",,1,1,9,"tooltraining","tooltraining","-","-",2,2,1,"-",1
"bohn2017information",2016,6,3,"pini",27,"f","orangutan","a",1,1,1,"tooltraining","tooltraining","-","-",1,1,1,"-",1
"bohn2017information",2016,6,3,"pini",27,"f","orangutan","a",1,1,2,"tooltraining","tooltraining","-","-",2,2,1,"-",1
"bohn2017information",2016,6,3,"pini",27,"f","orangutan","a",1,1,3,"tooltraining","tooltraining","-","-",3,3,1,"-",1
"bohn2017information",2016,6,3,"pini",27,"f","orangutan","a",1,1,4,"tooltraining","tooltraining","-","-",1,1,1,"-",1
"bohn2017information",2016,6,3,"pini",27,"f","orangutan","a",1,1,5,"tooltraining","tooltraining","-","-",3,3,1,"-",1
"bohn2017information",2016,6,3,"pini",27,"f","orangutan","a",1,1,6,"tooltraining","tooltraining","-","-",3,3,1,"-",1
"bohn2017information",2016,6,3,"pini",27,"f","orangutan","a",1,1,7,"tooltraining","tooltraining","-","-",2,2,1,"-",1
"bohn2017information",2016,6,3,"pini",27,"f","orangutan","a",1,1,8,"tooltraining","tooltraining","-","-",1,1,1,"-",1
"bohn2017information",2016,6,3,"pini",27,"f","orangutan","a",1,1,9,"tooltraining","tooltraining","-","-",2,2,1,"-",1
"bohn2017information",2016,6,3,"batak",6,"m","orangutan",,1,1,1,"tooltraining","tooltraining","-","-",1,2,0,"-",0
"bohn2017information",2016,6,3,"batak",6,"m","orangutan",,1,1,2,"tooltraining","tooltraining","-","-",2,2,1,"-",1
"bohn2017information",2016,6,3,"batak",6,"m","orangutan",,1,1,3,"tooltraining","tooltraining","-","-",3,3,1,"-",1
"bohn2017information",2016,6,3,"batak",6,"m","orangutan",,1,1,4,"tooltraining","tooltraining","-","-",1,3,0,"-",0
"bohn2017information",2016,6,3,"batak",6,"m","orangutan",,1,1,5,"tooltraining","tooltraining","-","-",3,3,1,"-",1
"bohn2017information",2016,6,3,"batak",6,"m","orangutan",,1,1,6,"tooltraining","tooltraining","-","-",3,3,1,"-",1
"bohn2017information",2016,6,3,"batak",6,"m","orangutan",,1,1,7,"tooltraining","tooltraining","-","-",2,3,0,"-",0
"bohn2017information",2016,6,3,"batak",6,"m","orangutan",,1,1,8,"tooltraining","tooltraining","-","-",1,1,1,"-",1
"bohn2017information",2016,6,3,"batak",6,"m","orangutan",,1,1,9,"tooltraining","tooltraining","-","-",2,2,1,"-",1
"bohn2017information",2016,6,3,"padana",18,"f","orangutan",,1,1,1,"tooltraining","tooltraining","-","-",1,1,1,"-",1
"bohn2017information",2016,6,3,"padana",18,"f","orangutan",,1,1,2,"tooltraining","tooltraining","-","-",2,2,1,"-",1
"bohn2017information",2016,6,3,"padana",18,"f","orangutan",,1,1,3,"tooltraining","tooltraining","-","-",3,3,1,"-",1
"bohn2017information",2016,6,3,"padana",18,"f","orangutan",,1,1,4,"tooltraining","tooltraining","-","-",1,1,1,"-",1
"bohn2017information",2016,6,3,"padana",18,"f","orangutan",,1,1,5,"tooltraining","tooltraining","-","-",3,3,1,"-",1
"bohn2017information",2016,6,3,"padana",18,"f","orangutan",,1,1,6,"tooltraining","tooltraining","-","-",3,3,1,"-",1
"bohn2017information",2016,6,3,"padana",18,"f","orangutan",,1,1,7,"tooltraining","tooltraining","-","-",2,2,1,"-",1
"bohn2017information",2016,6,3,"padana",18,"f","orangutan",,1,1,8,"tooltraining","tooltraining","-","-",1,1,1,"-",1
"bohn2017information",2016,6,3,"padana",18,"f","orangutan",,1,1,9,"tooltraining","tooltraining","-","-",2,2,1,"-",1
"bohn2017information",2016,6,3,"tanah",6,"f","orangutan","a",1,1,1,"tooltraining","tooltraining","-","-",1,1,1,"-",1
"bohn2017information",2016,6,3,"tanah",6,"f","orangutan","a",1,1,2,"tooltraining","tooltraining","-","-",2,2,1,"-",1
"bohn2017information",2016,6,3,"tanah",6,"f","orangutan","a",1,1,3,"tooltraining","tooltraining","-","-",3,1,0,"-",0
"bohn2017information",2016,6,3,"tanah",6,"f","orangutan","a",1,1,4,"tooltraining","tooltraining","-","-",1,1,1,"-",1
"bohn2017information",2016,6,3,"tanah",6,"f","orangutan","a",1,1,5,"tooltraining","tooltraining","-","-",3,2,0,"-",0
"bohn2017information",2016,6,3,"tanah",6,"f","orangutan","a",1,1,6,"tooltraining","tooltraining","-","-",3,2,0,"-",0
"bohn2017information",2016,6,3,"tanah",6,"f","orangutan","a",1,1,7,"tooltraining","tooltraining","-","-",2,1,0,"-",0
"bohn2017information",2016,6,3,"tanah",6,"f","orangutan","a",1,1,8,"tooltraining","tooltraining","-","-",1,1,1,"-",1
"bohn2017information",2016,6,3,"tanah",6,"f","orangutan","a",1,1,9,"tooltraining","tooltraining","-","-",2,2,1,"-",1
"bohn2017information",2016,6,3,"dokana",27,"f","orangutan",,1,1,1,"tooltraining","tooltraining","-","-",1,1,1,"-",1
"bohn2017information",2016,6,3,"dokana",27,"f","orangutan",,1,1,2,"tooltraining","tooltraining","-","-",2,2,1,"-",1
"bohn2017information",2016,6,3,"dokana",27,"f","orangutan",,1,1,3,"tooltraining","tooltraining","-","-",3,3,1,"-",1
"bohn2017information",2016,6,3,"dokana",27,"f","orangutan",,1,1,4,"tooltraining","tooltraining","-","-",1,1,1,"-",1
"bohn2017information",2016,6,3,"dokana",27,"f","orangutan",,1,1,5,"tooltraining","tooltraining","-","-",3,3,1,"-",1
"bohn2017information",2016,6,3,"dokana",27,"f","orangutan",,1,1,6,"tooltraining","tooltraining","-","-",3,3,1,"-",1
"bohn2017information",2016,6,3,"dokana",27,"f","orangutan",,1,1,7,"tooltraining","tooltraining","-","-",2,2,1,"-",1
"bohn2017information",2016,6,3,"dokana",27,"f","orangutan",,1,1,8,"tooltraining","tooltraining","-","-",1,1,1,"-",1
"bohn2017information",2016,6,3,"dokana",27,"f","orangutan",,1,1,9,"tooltraining","tooltraining","-","-",2,2,1,"-",1
"bohn2017information",2016,6,4,"raja",12,"f","orangutan","b",1,1,1,"tooltest","tooltest","nvis","vis",2,1,0,0,0
"bohn2017information",2016,6,4,"raja",12,"f","orangutan","b",1,1,2,"tooltest","tooltest","nvis","hid",1,2,0,0,0
"bohn2017information",2016,6,4,"raja",12,"f","orangutan","b",1,1,3,"tooltest","tooltest","nvis","vis",1,1,1,0,1
"bohn2017information",2016,6,4,"raja",12,"f","orangutan","b",1,1,4,"tooltest","tooltest","nvis","vis",3,3,1,0,1
"bohn2017information",2016,6,4,"raja",12,"f","orangutan","b",1,1,5,"tooltest","tooltest","nvis","hid",3,3,1,0,1
"bohn2017information",2016,6,4,"raja",12,"f","orangutan","b",1,1,6,"tooltest","tooltest","nvis","hid",2,3,0,0,0
"bohn2017information",2016,6,4,"raja",12,"f","orangutan","b",1,1,7,"tooltest","tooltest","nvis","vis",3,3,1,0,1
"bohn2017information",2016,6,4,"raja",12,"f","orangutan","b",1,1,8,"tooltest","tooltest","nvis","hid",1,2,0,0,0
"bohn2017information",2016,6,4,"padana",18,"f","orangutan","b",1,1,1,"tooltest","tooltest","nvis","hid",1,1,1,0,1
"bohn2017information",2016,6,4,"padana",18,"f","orangutan","b",1,1,2,"tooltest","tooltest","nvis","hid",2,2,1,0,1
"bohn2017information",2016,6,4,"padana",18,"f","orangutan","b",1,1,3,"tooltest","tooltest","nvis","vis",3,3,1,0,1
"bohn2017information",2016,6,4,"padana",18,"f","orangutan","b",1,1,4,"tooltest","tooltest","nvis","vis",1,1,1,0,1
"bohn2017information",2016,6,4,"padana",18,"f","orangutan","b",1,1,5,"tooltest","tooltest","nvis","hid",2,3,0,0,0
"bohn2017information",2016,6,4,"padana",18,"f","orangutan","b",1,1,6,"tooltest","tooltest","nvis","vis",3,3,1,0,1
"bohn2017information",2016,6,4,"padana",18,"f","orangutan","b",1,1,7,"tooltest","tooltest","nvis","vis",2,2,1,0,1
"bohn2017information",2016,6,4,"padana",18,"f","orangutan","b",1,1,8,"tooltest","tooltest","nvis","hid",3,1,0,0,0
"bohn2017information",2016,6,4,"tanah",6,"f","orangutan","a",1,1,1,"tooltest","tooltest","vis","vis",2,2,1,0,1
"bohn2017information",2016,6,4,"tanah",6,"f","orangutan","a",1,1,2,"tooltest","tooltest","vis","hid",3,2,0,0,0
"bohn2017information",2016,6,4,"tanah",6,"f","orangutan","a",1,1,3,"tooltest","tooltest","vis","vis",1,1,1,0,1
"bohn2017information",2016,6,4,"tanah",6,"f","orangutan","a",1,1,4,"tooltest","tooltest","vis","hid",1,2,0,1,0
"bohn2017information",2016,6,4,"tanah",6,"f","orangutan","a",1,1,5,"tooltest","tooltest","vis","hid",2,2,1,0,1
"bohn2017information",2016,6,4,"tanah",6,"f","orangutan","a",1,1,6,"tooltest","tooltest","vis","vis",3,2,0,0,0
"bohn2017information",2016,6,4,"tanah",6,"f","orangutan","a",1,1,7,"tooltest","tooltest","vis","vis",1,1,1,0,1
"bohn2017information",2016,6,4,"tanah",6,"f","orangutan","a",1,1,8,"tooltest","tooltest","vis","hid",3,1,0,0,0
"bohn2017information",2016,6,4,"dokana",27,"f","orangutan","b",1,1,1,"tooltest","tooltest","nvis","vis",1,1,1,0,1
"bohn2017information",2016,6,4,"dokana",27,"f","orangutan","b",1,1,2,"tooltest","tooltest","nvis","hid",3,1,0,0,0
"bohn2017information",2016,6,4,"dokana",27,"f","orangutan","b",1,1,3,"tooltest","tooltest","nvis","hid",2,1,0,0,0
"bohn2017information",2016,6,4,"dokana",27,"f","orangutan","b",1,1,4,"tooltest","tooltest","nvis","vis",3,3,1,0,1
"bohn2017information",2016,6,4,"dokana",27,"f","orangutan","b",1,1,5,"tooltest","tooltest","nvis","hid",1,1,1,0,1
"bohn2017information",2016,6,4,"dokana",27,"f","orangutan","b",1,1,6,"tooltest","tooltest","nvis","vis",2,2,1,0,1
"bohn2017information",2016,6,4,"dokana",27,"f","orangutan","b",1,1,7,"tooltest","tooltest","nvis","vis",1,1,1,0,1
"bohn2017information",2016,6,4,"dokana",27,"f","orangutan","b",1,1,8,"tooltest","tooltest","nvis","hid",2,2,1,0,1
"bohn2017information",2016,6,4,"pini",27,"f","orangutan","a",1,1,1,"tooltest","tooltest","vis","hid",2,3,0,0,0
"bohn2017information",2016,6,4,"pini",27,"f","orangutan","a",1,1,2,"tooltest","tooltest","vis","hid",1,3,0,0,0
"bohn2017information",2016,6,4,"pini",27,"f","orangutan","a",1,1,3,"tooltest","tooltest","vis","vis",2,2,1,0,1
"bohn2017information",2016,6,4,"pini",27,"f","orangutan","a",1,1,4,"tooltest","tooltest","vis","vis",1,3,0,0,0
"bohn2017information",2016,6,4,"pini",27,"f","orangutan","a",1,1,5,"tooltest","tooltest","vis","hid",3,1,0,0,0
"bohn2017information",2016,6,4,"pini",27,"f","orangutan","a",1,1,6,"tooltest","tooltest","vis","vis",3,3,1,0,1
"bohn2017information",2016,6,4,"pini",27,"f","orangutan","a",1,1,7,"tooltest","tooltest","vis","hid",1,1,1,0,1
"bohn2017information",2016,6,4,"pini",27,"f","orangutan","a",1,1,8,"tooltest","tooltest","vis","vis",2,1,0,0,0
"bohn2017information",2016,6,4,"batak",6,"m","orangutan","a",1,1,1,"tooltest","tooltest","vis","hid",3,3,1,0,1
"bohn2017information",2016,6,4,"batak",6,"m","orangutan","a",1,1,2,"tooltest","tooltest","vis","vis",3,3,1,0,1
"bohn2017information",2016,6,4,"batak",6,"m","orangutan","a",1,1,3,"tooltest","tooltest","vis","vis",1,3,0,0,0
"bohn2017information",2016,6,4,"batak",6,"m","orangutan","a",1,1,4,"tooltest","tooltest","vis","hid",2,2,1,0,1
"bohn2017information",2016,6,4,"batak",6,"m","orangutan","a",1,1,5,"tooltest","tooltest","vis","vis",2,2,1,0,1
"bohn2017information",2016,6,4,"batak",6,"m","orangutan","a",1,1,6,"tooltest","tooltest","vis","hid",1,3,0,0,0
"bohn2017information",2016,6,4,"batak",6,"m","orangutan","a",1,1,7,"tooltest","tooltest","vis","hid",2,3,0,0,0
"bohn2017information",2016,6,4,"batak",6,"m","orangutan","a",1,1,8,"tooltest","tooltest","vis","vis",2,3,0,0,0
"bohn2017information",2016,6,5,"raja",12,"f","orangutan","b",2,2,1,"tooltest","tooltest","nvis","vis",2,1,0,0,0
"bohn2017information",2016,6,5,"raja",12,"f","orangutan","b",2,2,2,"tooltest","tooltest","nvis","hid",1,2,0,0,0
"bohn2017information",2016,6,5,"raja",12,"f","orangutan","b",2,2,3,"tooltest","tooltest","nvis","vis",1,1,1,0,1
"bohn2017information",2016,6,5,"raja",12,"f","orangutan","b",2,2,4,"tooltest","tooltest","nvis","vis",3,3,1,0,1
"bohn2017information",2016,6,5,"raja",12,"f","orangutan","b",2,2,5,"tooltest","tooltest","nvis","hid",3,3,1,0,1
"bohn2017information",2016,6,5,"raja",12,"f","orangutan","b",2,2,6,"tooltest","tooltest","nvis","hid",2,3,0,0,0
"bohn2017information",2016,6,5,"raja",12,"f","orangutan","b",2,2,7,"tooltest","tooltest","nvis","vis",3,3,1,0,1
"bohn2017information",2016,6,5,"raja",12,"f","orangutan","b",2,2,8,"tooltest","tooltest","nvis","hid",1,2,0,0,0
"bohn2017information",2016,6,4,"bimbo",35,"m","orangutan","a",1,1,1,"tooltest","tooltest","vis","vis",1,3,0,0,0
"bohn2017information",2016,6,4,"bimbo",35,"m","orangutan","a",1,1,2,"tooltest","tooltest","vis","hid",1,2,0,0,0
"bohn2017information",2016,6,5,"bimbo",35,"m","orangutan","a",1,1,3,"tooltest","tooltest","vis","hid",2,1,0,0,0
"bohn2017information",2016,6,5,"bimbo",35,"m","orangutan","a",1,1,4,"tooltest","tooltest","vis","vis",3,3,1,0,1
"bohn2017information",2016,6,5,"bimbo",35,"m","orangutan","a",1,1,5,"tooltest","tooltest","vis","hid",2,1,0,0,0
"bohn2017information",2016,6,5,"bimbo",35,"m","orangutan","a",1,1,6,"tooltest","tooltest","vis","hid",3,2,0,0,0
"bohn2017information",2016,6,5,"bimbo",35,"m","orangutan","a",1,1,7,"tooltest","tooltest","vis","vis",1,1,1,0,1
"bohn2017information",2016,6,5,"bimbo",35,"m","orangutan","a",1,1,8,"tooltest","tooltest","vis","vis",2,3,0,0,0
"bohn2017information",2016,6,5,"pini",27,"f","orangutan","a",2,2,1,"tooltest","tooltest","vis","vis",2,2,1,0,1
"bohn2017information",2016,6,5,"pini",27,"f","orangutan","a",2,2,2,"tooltest","tooltest","vis","vis",1,1,1,0,1
"bohn2017information",2016,6,5,"pini",27,"f","orangutan","a",2,2,3,"tooltest","tooltest","vis","hid",3,3,1,0,1
"bohn2017information",2016,6,5,"pini",27,"f","orangutan","a",2,2,4,"tooltest","tooltest","vis","vis",3,3,1,0,1
"bohn2017information",2016,6,5,"pini",27,"f","orangutan","a",2,2,5,"tooltest","tooltest","vis","hid",2,1,0,0,0
"bohn2017information",2016,6,5,"pini",27,"f","orangutan","a",2,2,6,"tooltest","tooltest","vis","hid",1,1,1,0,1
"bohn2017information",2016,6,5,"pini",27,"f","orangutan","a",2,2,7,"tooltest","tooltest","vis","vis",1,1,1,0,1
"bohn2017information",2016,6,5,"pini",27,"f","orangutan","a",2,2,8,"tooltest","tooltest","vis","hid",2,3,0,0,0
"bohn2017information",2016,6,5,"padana",18,"f","orangutan","b",2,2,1,"tooltest","tooltest","nvis","hid",3,1,0,0,0
"bohn2017information",2016,6,5,"padana",18,"f","orangutan","b",2,2,2,"tooltest","tooltest","nvis","hid",1,2,0,0,0
"bohn2017information",2016,6,5,"padana",18,"f","orangutan","b",2,2,3,"tooltest","tooltest","nvis","vis",2,2,1,0,1
"bohn2017information",2016,6,5,"padana",18,"f","orangutan","b",2,2,4,"tooltest","tooltest","nvis","hid",2,3,0,0,0
"bohn2017information",2016,6,5,"padana",18,"f","orangutan","b",2,2,5,"tooltest","tooltest","nvis","vis",1,1,1,0,1
"bohn2017information",2016,6,5,"padana",18,"f","orangutan","b",2,2,6,"tooltest","tooltest","nvis","vis",3,3,1,0,1
"bohn2017information",2016,6,5,"padana",18,"f","orangutan","b",2,2,7,"tooltest","tooltest","nvis","hid",1,3,0,0,0
"bohn2017information",2016,6,5,"padana",18,"f","orangutan","b",2,2,8,"tooltest","tooltest","nvis","vis",2,2,1,0,1
"bohn2017information",2016,6,5,"batak",6,"m","orangutan","a",2,2,1,"tooltest","tooltest","vis","hid",1,2,0,0,0
"bohn2017information",2016,6,5,"batak",6,"m","orangutan","a",2,2,2,"tooltest","tooltest","vis","vis",3,3,1,0,1
"bohn2017information",2016,6,5,"batak",6,"m","orangutan","a",2,2,3,"tooltest","tooltest","vis","hid",3,3,1,0,1
"bohn2017information",2016,6,5,"batak",6,"m","orangutan","a",2,2,4,"tooltest","tooltest","vis","vis",1,2,0,0,0
"bohn2017information",2016,6,5,"batak",6,"m","orangutan","a",2,2,5,"tooltest","tooltest","vis","hid",1,2,0,0,0
"bohn2017information",2016,6,5,"batak",6,"m","orangutan","a",2,2,6,"tooltest","tooltest","vis","vis",3,3,1,0,1
"bohn2017information",2016,6,5,"batak",6,"m","orangutan","a",2,2,7,"tooltest","tooltest","vis","hid",2,3,0,0,0
"bohn2017information",2016,6,5,"batak",6,"m","orangutan","a",2,2,8,"tooltest","tooltest","vis","vis",2,2,1,0,1
"bohn2017information",2016,6,5,"tanah",6,"f","orangutan","a",2,2,1,"tooltest","tooltest","vis","vis",3,1,0,0,0
"bohn2017information",2016,6,5,"tanah",6,"f","orangutan","a",2,2,2,"tooltest","tooltest","vis","vis",1,1,1,0,1
"bohn2017information",2016,6,5,"tanah",6,"f","orangutan","a",2,2,3,"tooltest","tooltest","vis","hid",1,1,1,0,1
"bohn2017information",2016,6,5,"tanah",6,"f","orangutan","a",2,2,4,"tooltest","tooltest","vis","vis",2,1,0,0,0
"bohn2017information",2016,6,5,"tanah",6,"f","orangutan","a",2,2,5,"tooltest","tooltest","vis","hid",3,1,0,0,0
"bohn2017information",2016,6,5,"tanah",6,"f","orangutan","a",2,2,6,"tooltest","tooltest","vis","hid",2,2,1,0,1
"bohn2017information",2016,6,5,"tanah",6,"f","orangutan","a",2,2,7,"tooltest","tooltest","vis","vis",2,2,1,0,1
"bohn2017information",2016,6,5,"tanah",6,"f","orangutan","a",2,2,8,"tooltest","tooltest","vis","hid",1,1,1,0,1
"bohn2017information",2016,6,5,"dokana",27,"f","orangutan","b",2,2,1,"tooltest","tooltest","nvis","hid",1,1,1,0,1
"bohn2017information",2016,6,5,"dokana",27,"f","orangutan","b",2,2,2,"tooltest","tooltest","nvis","vis",2,2,1,0,1
"bohn2017information",2016,6,5,"dokana",27,"f","orangutan","b",2,2,3,"tooltest","tooltest","nvis","hid",3,2,0,0,0
"bohn2017information",2016,6,5,"dokana",27,"f","orangutan","b",2,2,4,"tooltest","tooltest","nvis","vis",3,3,1,0,1
"bohn2017information",2016,6,5,"dokana",27,"f","orangutan","b",2,2,5,"tooltest","tooltest","nvis","hid",2,2,1,0,1
"bohn2017information",2016,6,5,"dokana",27,"f","orangutan","b",2,2,6,"tooltest","tooltest","nvis","vis",1,1,1,0,1
"bohn2017information",2016,6,5,"dokana",27,"f","orangutan","b",2,2,7,"tooltest","tooltest","nvis","vis",2,2,1,0,1
"bohn2017information",2016,6,5,"dokana",27,"f","orangutan","b",2,2,8,"tooltest","tooltest","nvis","hid",3,2,0,0,0
"bohn2017information",2016,6,6,"batak",6,"m","orangutan","a",3,3,1,"tooltest","tooltest","nvis","hid",3,3,1,1,1
"bohn2017information",2016,6,6,"batak",6,"m","orangutan","a",3,3,2,"tooltest","tooltest","nvis","vis",1,1,1,0,1
"bohn2017information",2016,6,6,"batak",6,"m","orangutan","a",3,3,3,"tooltest","tooltest","nvis","hid",3,3,1,0,1
"bohn2017information",2016,6,6,"batak",6,"m","orangutan","a",3,3,4,"tooltest","tooltest","nvis","vis",1,3,0,0,0
"bohn2017information",2016,6,6,"batak",6,"m","orangutan","a",3,3,5,"tooltest","tooltest","nvis","vis",3,3,1,0,1
"bohn2017information",2016,6,6,"batak",6,"m","orangutan","a",3,3,6,"tooltest","tooltest","nvis","hid",2,3,0,0,0
"bohn2017information",2016,6,6,"batak",6,"m","orangutan","a",3,3,7,"tooltest","tooltest","nvis","vis",2,3,0,0,0
"bohn2017information",2016,6,6,"batak",6,"m","orangutan","a",3,3,8,"tooltest","tooltest","nvis","hid",1,3,0,0,0
"bohn2017information",2016,6,6,"bimbo",35,"m","orangutan","a",2,2,1,"tooltest","tooltest","vis","vis",2,1,0,1,0
"bohn2017information",2016,6,6,"bimbo",35,"m","orangutan","a",2,2,2,"tooltest","tooltest","vis","hid",1,2,0,0,0
"bohn2017information",2016,6,6,"bimbo",35,"m","orangutan","a",2,2,3,"tooltest","tooltest","vis","hid",3,1,0,0,0
"bohn2017information",2016,6,6,"bimbo",35,"m","orangutan","a",2,2,4,"tooltest","tooltest","vis","vis",3,3,1,0,1
"bohn2017information",2016,6,6,"bimbo",35,"m","orangutan","a",2,2,5,"tooltest","tooltest","vis","hid",2,2,1,0,1
"bohn2017information",2016,6,6,"bimbo",35,"m","orangutan","a",2,2,6,"tooltest","tooltest","vis","vis",1,1,1,0,1
"bohn2017information",2016,6,6,"bimbo",35,"m","orangutan","a",2,2,7,"tooltest","tooltest","vis","vis",2,2,1,0,1
"bohn2017information",2016,6,6,"bimbo",35,"m","orangutan","a",2,2,8,"tooltest","tooltest","vis","hid",3,1,0,0,0
"bohn2017information",2016,6,6,"raja",12,"f","orangutan","b",3,3,1,"tooltest","tooltest","vis","vis",2,2,1,0,1
"bohn2017information",2016,6,6,"raja",12,"f","orangutan","b",3,3,2,"tooltest","tooltest","vis","vis",3,3,1,0,1
"bohn2017information",2016,6,6,"raja",12,"f","orangutan","b",3,3,3,"tooltest","tooltest","vis","hid",1,2,0,0,0
"bohn2017information",2016,6,6,"raja",12,"f","orangutan","b",3,3,4,"tooltest","tooltest","vis","hid",3,3,1,0,0
"bohn2017information",2016,6,6,"raja",12,"f","orangutan","b",3,3,5,"tooltest","tooltest","vis","vis",1,1,1,0,1
"bohn2017information",2016,6,6,"raja",12,"f","orangutan","b",3,3,6,"tooltest","tooltest","vis","hid",2,2,1,0,1
"bohn2017information",2016,6,6,"raja",12,"f","orangutan","b",3,3,7,"tooltest","tooltest","vis","vis",1,1,1,0,1
"bohn2017information",2016,6,6,"raja",12,"f","orangutan","b",3,3,8,"tooltest","tooltest","vis","hid",2,2,1,0,1
"bohn2017information",2016,6,6,"tanah",6,"f","orangutan","a",3,3,1,"tooltest","tooltest","nvis","hid",1,1,1,1,1
"bohn2017information",2016,6,6,"tanah",6,"f","orangutan","a",3,3,2,"tooltest","tooltest","nvis","vis",2,1,0,0,0
"bohn2017information",2016,6,6,"tanah",6,"f","orangutan","a",3,3,3,"tooltest","tooltest","nvis","hid",2,1,0,0,0
"bohn2017information",2016,6,6,"tanah",6,"f","orangutan","a",3,3,4,"tooltest","tooltest","nvis","vis",3,1,0,0,0
"bohn2017information",2016,6,6,"tanah",6,"f","orangutan","a",3,3,5,"tooltest","tooltest","nvis","vis",1,1,1,0,1
"bohn2017information",2016,6,6,"tanah",6,"f","orangutan","a",3,3,6,"tooltest","tooltest","nvis","hid",3,1,0,1,0
"bohn2017information",2016,6,6,"tanah",6,"f","orangutan","a",3,3,7,"tooltest","tooltest","nvis","vis",3,2,0,0,0
"bohn2017information",2016,6,6,"tanah",6,"f","orangutan","a",3,3,8,"tooltest","tooltest","nvis","hid",2,2,1,1,1
"bohn2017information",2016,6,6,"dokana",27,"f","orangutan","b",3,3,1,"tooltest","tooltest","vis","vis",3,3,1,0,1
"bohn2017information",2016,6,6,"dokana",27,"f","orangutan","b",3,3,2,"tooltest","tooltest","vis","hid",1,1,1,1,1
"bohn2017information",2016,6,6,"dokana",27,"f","orangutan","b",3,3,3,"tooltest","tooltest","vis","vis",1,1,1,0,1
"bohn2017information",2016,6,6,"dokana",27,"f","orangutan","b",3,3,4,"tooltest","tooltest","vis","hid",3,1,0,0,0
"bohn2017information",2016,6,6,"dokana",27,"f","orangutan","b",3,3,5,"tooltest","tooltest","vis","hid",2,1,0,0,0
"bohn2017information",2016,6,6,"dokana",27,"f","orangutan","b",3,3,6,"tooltest","tooltest","vis","vis",2,2,1,1,1
"bohn2017information",2016,6,6,"dokana",27,"f","orangutan","b",3,3,7,"tooltest","tooltest","vis","vis",3,3,1,0,1
"bohn2017information",2016,6,6,"dokana",27,"f","orangutan","b",3,3,8,"tooltest","tooltest","vis","hid",1,1,1,0,1
"bohn2017information",2016,6,6,"pini",27,"f","orangutan","a",3,3,1,"tooltest","tooltest","nvis","vis",1,1,1,0,1
"bohn2017information",2016,6,6,"pini",27,"f","orangutan","a",3,3,2,"tooltest","tooltest","nvis","hid",2,3,0,0,0
"bohn2017information",2016,6,6,"pini",27,"f","orangutan","a",3,3,3,"tooltest","tooltest","nvis","vis",3,3,1,0,1
"bohn2017information",2016,6,6,"pini",27,"f","orangutan","a",3,3,4,"tooltest","tooltest","nvis","hid",3,3,1,0,1
"bohn2017information",2016,6,6,"pini",27,"f","orangutan","a",3,3,5,"tooltest","tooltest","nvis","hid",1,2,0,0,0
"bohn2017information",2016,6,6,"pini",27,"f","orangutan","a",3,3,6,"tooltest","tooltest","nvis","vis",2,2,1,0,1
"bohn2017information",2016,6,6,"pini",27,"f","orangutan","a",3,3,7,"tooltest","tooltest","nvis","hid",3,3,1,0,1
